,BGN IM Equity
2011-02-13,30.526
2011-02-14,30.526
2011-02-15,30.526
2011-02-16,30.526
2011-02-17,30.526
2011-02-18,30.526
2011-02-19,30.526
2011-02-20,30.526
2011-02-21,30.526
2011-02-22,30.526
2011-02-23,30.526
2011-02-24,30.526
2011-02-25,30.526
2011-02-26,30.526
2011-02-27,30.526
2011-02-28,30.526
2011-03-01,30.526
2011-03-02,30.526
2011-03-03,30.526
2011-03-04,30.526
2011-03-05,30.526
2011-03-06,30.526
2011-03-07,30.526
2011-03-08,30.526
2011-03-09,30.526
2011-03-10,30.526
2011-03-11,30.526
2011-03-12,30.526
2011-03-13,30.526
2011-03-14,30.526
2011-03-15,30.526
2011-03-16,30.526
2011-03-17,30.526
2011-03-18,30.526
2011-03-19,30.526
2011-03-20,30.526
2011-03-21,30.526
2011-03-22,30.526
2011-03-23,30.526
2011-03-24,30.526
2011-03-25,30.526
2011-03-26,30.526
2011-03-27,30.526
2011-03-28,30.526
2011-03-29,30.526
2011-03-30,30.526
2011-03-31,28.1881
2011-04-01,28.1881
2011-04-02,28.1881
2011-04-03,28.1881
2011-04-04,28.1881
2011-04-05,28.1881
2011-04-06,28.1881
2011-04-07,28.1881
2011-04-08,28.1881
2011-04-09,28.1881
2011-04-10,28.1881
2011-04-11,28.1881
2011-04-12,28.1881
2011-04-13,28.1881
2011-04-14,28.1881
2011-04-15,28.1881
2011-04-16,28.1881
2011-04-17,28.1881
2011-04-18,28.1881
2011-04-19,28.1881
2011-04-20,28.1881
2011-04-21,28.1881
2011-04-22,28.1881
2011-04-23,28.1881
2011-04-24,28.1881
2011-04-25,28.1881
2011-04-26,28.1881
2011-04-27,28.1881
2011-04-28,28.1881
2011-04-29,28.1881
2011-04-30,28.1881
2011-05-01,28.1881
2011-05-02,28.1881
2011-05-03,28.1881
2011-05-04,28.1881
2011-05-05,28.1881
2011-05-06,28.1881
2011-05-07,28.1881
2011-05-08,28.1881
2011-05-09,28.1881
2011-05-10,28.1881
2011-05-11,28.1881
2011-05-12,28.1881
2011-05-13,28.1881
2011-05-14,28.1881
2011-05-15,28.1881
2011-05-16,28.1881
2011-05-17,28.1881
2011-05-18,28.1881
2011-05-19,28.1881
2011-05-20,28.1881
2011-05-21,28.1881
2011-05-22,28.1881
2011-05-23,28.1881
2011-05-24,28.1881
2011-05-25,28.1881
2011-05-26,28.1881
2011-05-27,28.1881
2011-05-28,28.1881
2011-05-29,28.1881
2011-05-30,28.1881
2011-05-31,28.1881
2011-06-01,28.1881
2011-06-02,28.1881
2011-06-03,28.1881
2011-06-04,28.1881
2011-06-05,28.1881
2011-06-06,28.1881
2011-06-07,28.1881
2011-06-08,28.1881
2011-06-09,28.1881
2011-06-10,28.1881
2011-06-11,28.1881
2011-06-12,28.1881
2011-06-13,28.1881
2011-06-14,28.1881
2011-06-15,28.1881
2011-06-16,28.1881
2011-06-17,28.1881
2011-06-18,28.1881
2011-06-19,28.1881
2011-06-20,28.1881
2011-06-21,28.1881
2011-06-22,28.1881
2011-06-23,28.1881
2011-06-24,28.1881
2011-06-25,28.1881
2011-06-26,28.1881
2011-06-27,28.1881
2011-06-28,28.1881
2011-06-29,28.1881
2011-06-30,29.8782
2011-07-01,29.8782
2011-07-02,29.8782
2011-07-03,29.8782
2011-07-04,29.8782
2011-07-05,29.8782
2011-07-06,29.8782
2011-07-07,29.8782
2011-07-08,29.8782
2011-07-09,29.8782
2011-07-10,29.8782
2011-07-11,29.8782
2011-07-12,29.8782
2011-07-13,29.8782
2011-07-14,29.8782
2011-07-15,29.8782
2011-07-16,29.8782
2011-07-17,29.8782
2011-07-18,29.8782
2011-07-19,29.8782
2011-07-20,29.8782
2011-07-21,29.8782
2011-07-22,29.8782
2011-07-23,29.8782
2011-07-24,29.8782
2011-07-25,29.8782
2011-07-26,29.8782
2011-07-27,29.8782
2011-07-28,29.8782
2011-07-29,29.8782
2011-07-30,29.8782
2011-07-31,29.8782
2011-08-01,29.8782
2011-08-02,29.8782
2011-08-03,29.8782
2011-08-04,29.8782
2011-08-05,29.8782
2011-08-06,29.8782
2011-08-07,29.8782
2011-08-08,29.8782
2011-08-09,29.8782
2011-08-10,29.8782
2011-08-11,29.8782
2011-08-12,29.8782
2011-08-13,29.8782
2011-08-14,29.8782
2011-08-15,29.8782
2011-08-16,29.8782
2011-08-17,29.8782
2011-08-18,29.8782
2011-08-19,29.8782
2011-08-20,29.8782
2011-08-21,29.8782
2011-08-22,29.8782
2011-08-23,29.8782
2011-08-24,29.8782
2011-08-25,29.8782
2011-08-26,29.8782
2011-08-27,29.8782
2011-08-28,29.8782
2011-08-29,29.8782
2011-08-30,29.8782
2011-08-31,29.8782
2011-09-01,29.8782
2011-09-02,29.8782
2011-09-03,29.8782
2011-09-04,29.8782
2011-09-05,29.8782
2011-09-06,29.8782
2011-09-07,29.8782
2011-09-08,29.8782
2011-09-09,29.8782
2011-09-10,29.8782
2011-09-11,29.8782
2011-09-12,29.8782
2011-09-13,29.8782
2011-09-14,29.8782
2011-09-15,29.8782
2011-09-16,29.8782
2011-09-17,29.8782
2011-09-18,29.8782
2011-09-19,29.8782
2011-09-20,29.8782
2011-09-21,29.8782
2011-09-22,29.8782
2011-09-23,29.8782
2011-09-24,29.8782
2011-09-25,29.8782
2011-09-26,29.8782
2011-09-27,29.8782
2011-09-28,29.8782
2011-09-29,29.8782
2011-09-30,28.8561
2011-10-01,28.8561
2011-10-02,28.8561
2011-10-03,28.8561
2011-10-04,28.8561
2011-10-05,28.8561
2011-10-06,28.8561
2011-10-07,28.8561
2011-10-08,28.8561
2011-10-09,28.8561
2011-10-10,28.8561
2011-10-11,28.8561
2011-10-12,28.8561
2011-10-13,28.8561
2011-10-14,28.8561
2011-10-15,28.8561
2011-10-16,28.8561
2011-10-17,28.8561
2011-10-18,28.8561
2011-10-19,28.8561
2011-10-20,28.8561
2011-10-21,28.8561
2011-10-22,28.8561
2011-10-23,28.8561
2011-10-24,28.8561
2011-10-25,28.8561
2011-10-26,28.8561
2011-10-27,28.8561
2011-10-28,28.8561
2011-10-29,28.8561
2011-10-30,28.8561
2011-10-31,28.8561
2011-11-01,28.8561
2011-11-02,28.8561
2011-11-03,28.8561
2011-11-04,28.8561
2011-11-05,28.8561
2011-11-06,28.8561
2011-11-07,28.8561
2011-11-08,28.8561
2011-11-09,28.8561
2011-11-10,28.8561
2011-11-11,28.8561
2011-11-12,28.8561
2011-11-13,28.8561
2011-11-14,28.8561
2011-11-15,28.8561
2011-11-16,28.8561
2011-11-17,28.8561
2011-11-18,28.8561
2011-11-19,28.8561
2011-11-20,28.8561
2011-11-21,28.8561
2011-11-22,28.8561
2011-11-23,28.8561
2011-11-24,28.8561
2011-11-25,28.8561
2011-11-26,28.8561
2011-11-27,28.8561
2011-11-28,28.8561
2011-11-29,28.8561
2011-11-30,28.8561
2011-12-01,28.8561
2011-12-02,28.8561
2011-12-03,28.8561
2011-12-04,28.8561
2011-12-05,28.8561
2011-12-06,28.8561
2011-12-07,28.8561
2011-12-08,28.8561
2011-12-09,28.8561
2011-12-10,28.8561
2011-12-11,28.8561
2011-12-12,28.8561
2011-12-13,28.8561
2011-12-14,28.8561
2011-12-15,28.8561
2011-12-16,28.8561
2011-12-17,28.8561
2011-12-18,28.8561
2011-12-19,28.8561
2011-12-20,28.8561
2011-12-21,28.8561
2011-12-22,28.8561
2011-12-23,28.8561
2011-12-24,28.8561
2011-12-25,28.8561
2011-12-26,28.8561
2011-12-27,28.8561
2011-12-28,28.8561
2011-12-29,28.8561
2011-12-30,28.8561
2011-12-31,27.5575
2012-01-01,27.5575
2012-01-02,27.5575
2012-01-03,27.5575
2012-01-04,27.5575
2012-01-05,27.5575
2012-01-06,27.5575
2012-01-07,27.5575
2012-01-08,27.5575
2012-01-09,27.5575
2012-01-10,27.5575
2012-01-11,27.5575
2012-01-12,27.5575
2012-01-13,27.5575
2012-01-14,27.5575
2012-01-15,27.5575
2012-01-16,27.5575
2012-01-17,27.5575
2012-01-18,27.5575
2012-01-19,27.5575
2012-01-20,27.5575
2012-01-21,27.5575
2012-01-22,27.5575
2012-01-23,27.5575
2012-01-24,27.5575
2012-01-25,27.5575
2012-01-26,27.5575
2012-01-27,27.5575
2012-01-28,27.5575
2012-01-29,27.5575
2012-01-30,27.5575
2012-01-31,27.5575
2012-02-01,27.5575
2012-02-02,27.5575
2012-02-03,27.5575
2012-02-04,27.5575
2012-02-05,27.5575
2012-02-06,27.5575
2012-02-07,27.5575
2012-02-08,27.5575
2012-02-09,27.5575
2012-02-10,27.5575
2012-02-11,27.5575
2012-02-12,27.5575
2012-02-13,27.5575
2012-02-14,27.5575
2012-02-15,27.5575
2012-02-16,27.5575
2012-02-17,27.5575
2012-02-18,27.5575
2012-02-19,27.5575
2012-02-20,27.5575
2012-02-21,27.5575
2012-02-22,27.5575
2012-02-23,27.5575
2012-02-24,27.5575
2012-02-25,27.5575
2012-02-26,27.5575
2012-02-27,27.5575
2012-02-28,27.5575
2012-02-29,27.5575
2012-03-01,27.5575
2012-03-02,27.5575
2012-03-03,27.5575
2012-03-04,27.5575
2012-03-05,27.5575
2012-03-06,27.5575
2012-03-07,27.5575
2012-03-08,27.5575
2012-03-09,27.5575
2012-03-10,27.5575
2012-03-11,27.5575
2012-03-12,27.5575
2012-03-13,27.5575
2012-03-14,27.5575
2012-03-15,27.5575
2012-03-16,27.5575
2012-03-17,27.5575
2012-03-18,27.5575
2012-03-19,27.5575
2012-03-20,27.5575
2012-03-21,27.5575
2012-03-22,27.5575
2012-03-23,27.5575
2012-03-24,27.5575
2012-03-25,27.5575
2012-03-26,27.5575
2012-03-27,27.5575
2012-03-28,27.5575
2012-03-29,27.5575
2012-03-30,27.5575
2012-03-31,29.0257
2012-04-01,29.0257
2012-04-02,29.0257
2012-04-03,29.0257
2012-04-04,29.0257
2012-04-05,29.0257
2012-04-06,29.0257
2012-04-07,29.0257
2012-04-08,29.0257
2012-04-09,29.0257
2012-04-10,29.0257
2012-04-11,29.0257
2012-04-12,29.0257
2012-04-13,29.0257
2012-04-14,29.0257
2012-04-15,29.0257
2012-04-16,29.0257
2012-04-17,29.0257
2012-04-18,29.0257
2012-04-19,29.0257
2012-04-20,29.0257
2012-04-21,29.0257
2012-04-22,29.0257
2012-04-23,29.0257
2012-04-24,29.0257
2012-04-25,29.0257
2012-04-26,29.0257
2012-04-27,29.0257
2012-04-28,29.0257
2012-04-29,29.0257
2012-04-30,29.0257
2012-05-01,29.0257
2012-05-02,29.0257
2012-05-03,29.0257
2012-05-04,29.0257
2012-05-05,29.0257
2012-05-06,29.0257
2012-05-07,29.0257
2012-05-08,29.0257
2012-05-09,29.0257
2012-05-10,29.0257
2012-05-11,29.0257
2012-05-12,29.0257
2012-05-13,29.0257
2012-05-14,29.0257
2012-05-15,29.0257
2012-05-16,29.0257
2012-05-17,29.0257
2012-05-18,29.0257
2012-05-19,29.0257
2012-05-20,29.0257
2012-05-21,29.0257
2012-05-22,29.0257
2012-05-23,29.0257
2012-05-24,29.0257
2012-05-25,29.0257
2012-05-26,29.0257
2012-05-27,29.0257
2012-05-28,29.0257
2012-05-29,29.0257
2012-05-30,29.0257
2012-05-31,29.0257
2012-06-01,29.0257
2012-06-02,29.0257
2012-06-03,29.0257
2012-06-04,29.0257
2012-06-05,29.0257
2012-06-06,29.0257
2012-06-07,29.0257
2012-06-08,29.0257
2012-06-09,29.0257
2012-06-10,29.0257
2012-06-11,29.0257
2012-06-12,29.0257
2012-06-13,29.0257
2012-06-14,29.0257
2012-06-15,29.0257
2012-06-16,29.0257
2012-06-17,29.0257
2012-06-18,29.0257
2012-06-19,29.0257
2012-06-20,29.0257
2012-06-21,29.0257
2012-06-22,29.0257
2012-06-23,29.0257
2012-06-24,29.0257
2012-06-25,29.0257
2012-06-26,29.0257
2012-06-27,29.0257
2012-06-28,29.0257
2012-06-29,29.0257
2012-06-30,37.9935
2012-07-01,37.9935
2012-07-02,37.9935
2012-07-03,37.9935
2012-07-04,37.9935
2012-07-05,37.9935
2012-07-06,37.9935
2012-07-07,37.9935
2012-07-08,37.9935
2012-07-09,37.9935
2012-07-10,37.9935
2012-07-11,37.9935
2012-07-12,37.9935
2012-07-13,37.9935
2012-07-14,37.9935
2012-07-15,37.9935
2012-07-16,37.9935
2012-07-17,37.9935
2012-07-18,37.9935
2012-07-19,37.9935
2012-07-20,37.9935
2012-07-21,37.9935
2012-07-22,37.9935
2012-07-23,37.9935
2012-07-24,37.9935
2012-07-25,37.9935
2012-07-26,37.9935
2012-07-27,37.9935
2012-07-28,37.9935
2012-07-29,37.9935
2012-07-30,37.9935
2012-07-31,37.9935
2012-08-01,37.9935
2012-08-02,37.9935
2012-08-03,37.9935
2012-08-04,37.9935
2012-08-05,37.9935
2012-08-06,37.9935
2012-08-07,37.9935
2012-08-08,37.9935
2012-08-09,37.9935
2012-08-10,37.9935
2012-08-11,37.9935
2012-08-12,37.9935
2012-08-13,37.9935
2012-08-14,37.9935
2012-08-15,37.9935
2012-08-16,37.9935
2012-08-17,37.9935
2012-08-18,37.9935
2012-08-19,37.9935
2012-08-20,37.9935
2012-08-21,37.9935
2012-08-22,37.9935
2012-08-23,37.9935
2012-08-24,37.9935
2012-08-25,37.9935
2012-08-26,37.9935
2012-08-27,37.9935
2012-08-28,37.9935
2012-08-29,37.9935
2012-08-30,37.9935
2012-08-31,37.9935
2012-09-01,37.9935
2012-09-02,37.9935
2012-09-03,37.9935
2012-09-04,37.9935
2012-09-05,37.9935
2012-09-06,37.9935
2012-09-07,37.9935
2012-09-08,37.9935
2012-09-09,37.9935
2012-09-10,37.9935
2012-09-11,37.9935
2012-09-12,37.9935
2012-09-13,37.9935
2012-09-14,37.9935
2012-09-15,37.9935
2012-09-16,37.9935
2012-09-17,37.9935
2012-09-18,37.9935
2012-09-19,37.9935
2012-09-20,37.9935
2012-09-21,37.9935
2012-09-22,37.9935
2012-09-23,37.9935
2012-09-24,37.9935
2012-09-25,37.9935
2012-09-26,37.9935
2012-09-27,37.9935
2012-09-28,37.9935
2012-09-29,37.9935
2012-09-30,41.1948
2012-10-01,41.1948
2012-10-02,41.1948
2012-10-03,41.1948
2012-10-04,41.1948
2012-10-05,41.1948
2012-10-06,41.1948
2012-10-07,41.1948
2012-10-08,41.1948
2012-10-09,41.1948
2012-10-10,41.1948
2012-10-11,41.1948
2012-10-12,41.1948
2012-10-13,41.1948
2012-10-14,41.1948
2012-10-15,41.1948
2012-10-16,41.1948
2012-10-17,41.1948
2012-10-18,41.1948
2012-10-19,41.1948
2012-10-20,41.1948
2012-10-21,41.1948
2012-10-22,41.1948
2012-10-23,41.1948
2012-10-24,41.1948
2012-10-25,41.1948
2012-10-26,41.1948
2012-10-27,41.1948
2012-10-28,41.1948
2012-10-29,41.1948
2012-10-30,41.1948
2012-10-31,41.1948
2012-11-01,41.1948
2012-11-02,41.1948
2012-11-03,41.1948
2012-11-04,41.1948
2012-11-05,41.1948
2012-11-06,41.1948
2012-11-07,41.1948
2012-11-08,41.1948
2012-11-09,41.1948
2012-11-10,41.1948
2012-11-11,41.1948
2012-11-12,41.1948
2012-11-13,41.1948
2012-11-14,41.1948
2012-11-15,41.1948
2012-11-16,41.1948
2012-11-17,41.1948
2012-11-18,41.1948
2012-11-19,41.1948
2012-11-20,41.1948
2012-11-21,41.1948
2012-11-22,41.1948
2012-11-23,41.1948
2012-11-24,41.1948
2012-11-25,41.1948
2012-11-26,41.1948
2012-11-27,41.1948
2012-11-28,41.1948
2012-11-29,41.1948
2012-11-30,41.1948
2012-12-01,41.1948
2012-12-02,41.1948
2012-12-03,41.1948
2012-12-04,41.1948
2012-12-05,41.1948
2012-12-06,41.1948
2012-12-07,41.1948
2012-12-08,41.1948
2012-12-09,41.1948
2012-12-10,41.1948
2012-12-11,41.1948
2012-12-12,41.1948
2012-12-13,41.1948
2012-12-14,41.1948
2012-12-15,41.1948
2012-12-16,41.1948
2012-12-17,41.1948
2012-12-18,41.1948
2012-12-19,41.1948
2012-12-20,41.1948
2012-12-21,41.1948
2012-12-22,41.1948
2012-12-23,41.1948
2012-12-24,41.1948
2012-12-25,41.1948
2012-12-26,41.1948
2012-12-27,41.1948
2012-12-28,41.1948
2012-12-29,41.1948
2012-12-30,41.1948
2012-12-31,40.1743
2013-01-01,40.1743
2013-01-02,40.1743
2013-01-03,40.1743
2013-01-04,40.1743
2013-01-05,40.1743
2013-01-06,40.1743
2013-01-07,40.1743
2013-01-08,40.1743
2013-01-09,40.1743
2013-01-10,40.1743
2013-01-11,40.1743
2013-01-12,40.1743
2013-01-13,40.1743
2013-01-14,40.1743
2013-01-15,40.1743
2013-01-16,40.1743
2013-01-17,40.1743
2013-01-18,40.1743
2013-01-19,40.1743
2013-01-20,40.1743
2013-01-21,40.1743
2013-01-22,40.1743
2013-01-23,40.1743
2013-01-24,40.1743
2013-01-25,40.1743
2013-01-26,40.1743
2013-01-27,40.1743
2013-01-28,40.1743
2013-01-29,40.1743
2013-01-30,40.1743
2013-01-31,40.1743
2013-02-01,40.1743
2013-02-02,40.1743
2013-02-03,40.1743
2013-02-04,40.1743
2013-02-05,40.1743
2013-02-06,40.1743
2013-02-07,40.1743
2013-02-08,40.1743
2013-02-09,40.1743
2013-02-10,40.1743
2013-02-11,40.1743
2013-02-12,40.1743
2013-02-13,40.1743
2013-02-14,40.1743
2013-02-15,40.1743
2013-02-16,40.1743
2013-02-17,40.1743
2013-02-18,40.1743
2013-02-19,40.1743
2013-02-20,40.1743
2013-02-21,40.1743
2013-02-22,40.1743
2013-02-23,40.1743
2013-02-24,40.1743
2013-02-25,40.1743
2013-02-26,40.1743
2013-02-27,40.1743
2013-02-28,40.1743
2013-03-01,40.1743
2013-03-02,40.1743
2013-03-03,40.1743
2013-03-04,40.1743
2013-03-05,40.1743
2013-03-06,40.1743
2013-03-07,40.1743
2013-03-08,40.1743
2013-03-09,40.1743
2013-03-10,40.1743
2013-03-11,40.1743
2013-03-12,40.1743
2013-03-13,40.1743
2013-03-14,40.1743
2013-03-15,40.1743
2013-03-16,40.1743
2013-03-17,40.1743
2013-03-18,40.1743
2013-03-19,40.1743
2013-03-20,40.1743
2013-03-21,40.1743
2013-03-22,40.1743
2013-03-23,40.1743
