,GTII CN Equity
2023-05-17,18.8248
2023-05-18,19.0097
2023-05-19,18.2315
2023-05-20,18.2315
2023-05-21,18.2315
2023-05-22,18.2315
2023-05-23,19.0942
2023-05-24,19.0637
2023-05-25,18.8295
2023-05-26,18.9973
2023-05-27,18.9973
2023-05-28,18.9973
2023-05-29,19.0448
2023-05-30,19.6008
2023-05-31,19.459
2023-06-01,19.091
2023-06-02,19.1678
2023-06-03,19.1678
2023-06-04,19.1678
2023-06-05,19.1305
2023-06-06,19.1273
2023-06-07,19.638
2023-06-08,19.8212
2023-06-09,19.9928
2023-06-10,19.9928
2023-06-11,19.9928
2023-06-12,19.5239
2023-06-13,19.0396
2023-06-14,19.6061
2023-06-15,19.4304
2023-06-16,19.31
2023-06-17,19.31
2023-06-18,19.31
2023-06-19,19.6685
2023-06-20,19.5708
2023-06-21,20.0818
2023-06-22,20.2309
2023-06-23,19.6302
2023-06-24,19.6302
2023-06-25,19.6302
2023-06-26,19.5769
2023-06-27,19.5204
2023-06-28,19.1973
2023-06-29,19.3583
2023-06-30,24.686
2023-07-01,24.686
2023-07-02,24.686
2023-07-03,24.686
2023-07-04,25.2261
2023-07-05,25.785
2023-07-06,25.2804
2023-07-07,26.5969
2023-07-08,26.5969
2023-07-09,26.5969
2023-07-10,26.1423
2023-07-11,26.2956
2023-07-12,25.1845
2023-07-13,25.3595
2023-07-14,24.8512
2023-07-15,24.8512
2023-07-16,24.8512
2023-07-17,23.8967
2023-07-18,23.3503
2023-07-19,23.3769
2023-07-20,23.4452
2023-07-21,22.8447
2023-07-22,22.8447
2023-07-23,22.8447
2023-07-24,22.5206
2023-07-25,21.9581
2023-07-26,22.0811
2023-07-27,22.2355
2023-07-28,22.832
2023-07-29,22.832
2023-07-30,22.832
2023-07-31,23.5528
2023-08-01,23.2807
2023-08-02,23.381
2023-08-03,23.1944
2023-08-04,23.1754
2023-08-05,23.1754
2023-08-06,23.1754
2023-08-07,23.1754
2023-08-08,22.8859
2023-08-09,22.2509
2023-08-10,22.2758
2023-08-11,21.9952
2023-08-12,21.9952
2023-08-13,21.9952
2023-08-14,22.2129
2023-08-15,22.1454
2023-08-16,22.3881
2023-08-17,22.6571
2023-08-18,22.2765
2023-08-19,22.2765
2023-08-20,22.2765
2023-08-21,22.5944
2023-08-22,22.798
2023-08-23,22.7037
2023-08-24,22.3843
2023-08-25,22.3984
2023-08-26,22.3984
2023-08-27,22.3984
2023-08-28,22.4576
2023-08-29,22.8425
2023-08-30,26.7587
2023-08-31,27.401
2023-09-01,29.5035
2023-09-02,29.5035
2023-09-03,29.5035
2023-09-04,29.5035
2023-09-05,32.7955
2023-09-06,32.2872
2023-09-07,31.9287
2023-09-08,33.2271
2023-09-09,33.2271
2023-09-10,33.2271
2023-09-11,35.9404
2023-09-12,34.3067
2023-09-13,33.1918
2023-09-14,35.5349
2023-09-15,36.0444
2023-09-16,36.0444
2023-09-17,36.0444
2023-09-18,34.7032
2023-09-19,32.8281
2023-09-20,33.2272
2023-09-21,31.9778
2023-09-22,33.0422
2023-09-23,33.0422
2023-09-24,33.0422
2023-09-25,33.1486
2023-09-26,34.0309
2023-09-27,33.8776
2023-09-28,33.8194
2023-09-29,34.1956
2023-09-30,34.1956
2023-10-01,34.1956
2023-10-02,34.155
2023-10-03,32.7021
2023-10-04,30.6783
2023-10-05,31.2629
2023-10-06,31.6807
2023-10-07,31.6807
2023-10-08,31.6807
2023-10-09,31.6807
2023-10-10,31.3028
2023-10-11,30.5215
2023-10-12,30.4587
2023-10-13,30.5702
2023-10-14,30.5702
2023-10-15,30.5702
2023-10-16,30.5953
2023-10-17,31.5748
2023-10-18,29.2027
2023-10-19,29.494
2023-10-20,29.3947
2023-10-21,29.3947
2023-10-22,29.3947
2023-10-23,29.0865
2023-10-24,28.9969
2023-10-25,28.1307
2023-10-26,27.2486
2023-10-27,25.7982
2023-10-28,25.7982
2023-10-29,25.7982
2023-10-30,25.6745
2023-10-31,26.6363
2023-11-01,26.4655
2023-11-02,28.2563
2023-11-03,29.064
2023-11-04,29.064
2023-11-05,29.064
2023-11-06,29.2793
2023-11-07,29.1163
2023-11-08,29.7308
2023-11-09,29.4795
2023-11-10,27.3682
2023-11-11,27.3682
2023-11-12,27.3682
2023-11-13,28.4442
2023-11-14,27.6805
2023-11-15,27.4003
2023-11-16,26.0031
2023-11-17,27.2996
2023-11-18,27.2996
2023-11-19,27.2996
2023-11-20,27.0906
2023-11-21,28.4573
2023-11-22,28.6998
2023-11-23,28.5517
2023-11-24,28.0471
2023-11-25,28.0471
2023-11-26,28.0471
2023-11-27,28.3788
2023-11-28,29.307
2023-11-29,28.7547
2023-11-30,29.307
2023-12-01,29.3613
2023-12-02,29.3613
2023-12-03,29.3613
2023-12-04,31.2003
2023-12-05,30.9765
2023-12-06,31.9009
2023-12-07,32.0029
2023-12-08,31.3633
2023-12-09,31.3633
2023-12-10,31.3633
2023-12-11,30.136
2023-12-12,28.4434
2023-12-13,28.4654
2023-12-14,28.3976
2023-12-15,28.8728
2023-12-16,28.8728
2023-12-17,28.8728
2023-12-18,28.2431
2023-12-19,27.6811
2023-12-20,28.0592
2023-12-21,27.5828
2023-12-22,29.634
2023-12-23,29.634
2023-12-24,29.634
2023-12-25,29.634
2023-12-26,29.634
2023-12-27,31.7898
2023-12-28,31.6689
2023-12-29,15.0537
2023-12-30,15.0537
2023-12-31,15.0537
2024-01-01,15.0537
2024-01-02,14.5658
2024-01-03,14.94
2024-01-04,14.9894
2024-01-05,15.7176
2024-01-06,15.7176
2024-01-07,15.7176
2024-01-08,15.6839
2024-01-09,14.9916
2024-01-10,14.5693
2024-01-11,14.9695
2024-01-12,16.4925
2024-01-13,16.4925
2024-01-14,16.4925
2024-01-15,17.5174
2024-01-16,17.009
2024-01-17,16.8277
2024-01-18,16.2947
2024-01-19,16.7156
2024-01-20,16.7156
2024-01-21,16.7156
2024-01-22,17.2434
2024-01-23,16.6629
2024-01-24,17.3754
2024-01-25,17.2535
2024-01-26,17.2547
2024-01-27,17.2547
2024-01-28,17.2547
2024-01-29,17.1227
2024-01-30,17.2171
2024-01-31,17.3194
2024-02-01,17.9637
2024-02-02,17.8418
2024-02-03,17.8418
2024-02-04,17.8418
2024-02-05,17.2392
2024-02-06,18.0097
2024-02-07,17.5789
2024-02-08,17.2001
2024-02-09,17.1443
2024-02-10,17.1443
2024-02-11,17.1443
2024-02-12,16.8399
2024-02-13,16.7337
2024-02-14,16.8858
2024-02-15,17.9057
2024-02-16,18.1018
2024-02-17,18.1018
2024-02-18,18.1018
2024-02-19,18.1018
2024-02-20,17.3674
2024-02-21,17.2044
2024-02-22,17.9608
2024-02-23,18.4522
2024-02-24,18.4522
2024-02-25,18.4522
2024-02-26,17.6987
2024-02-27,16.9928
2024-02-28,16.5297
2024-02-29,16.5232
2024-03-01,17.1451
2024-03-02,17.1451
2024-03-03,17.1451
2024-03-04,16.7472
2024-03-05,16.7482
2024-03-06,15.8155
2024-03-07,15.3322
2024-03-08,15.9366
2024-03-09,15.9366
2024-03-10,15.9366
2024-03-11,15.3332
2024-03-12,14.8256
2024-03-13,15.2694
2024-03-14,15.3794
2024-03-15,16.6772
2024-03-16,16.6772
2024-03-17,16.6772
2024-03-18,17.3506
2024-03-19,17.4556
2024-03-20,17.041
2024-03-21,18.1178
2024-03-22,17.9924
2024-03-23,17.9924
2024-03-24,17.9924
2024-03-25,17.3054
2024-03-26,18.3091
2024-03-27,19.0182
2024-03-28,18.8598
2024-03-29,18.8598
2024-03-30,18.8598
2024-03-31,18.8598
2024-04-01,19.1986
2024-04-02,19.1518
2024-04-03,19.337
2024-04-04,17.4249
2024-04-05,18.0606
2024-04-06,18.0606
2024-04-07,18.0606
2024-04-08,18.5694
