,TRUL CN Equity
2020-05-16,4.6125
2020-05-17,4.6125
2020-05-18,4.6125
2020-05-19,4.9728
2020-05-20,4.7979
2020-05-21,4.822
2020-05-22,4.7199
2020-05-23,4.7199
2020-05-24,4.7199
2020-05-25,4.8901
2020-05-26,4.9107
2020-05-27,4.8979
2020-05-28,4.8824
2020-05-29,4.7685
2020-05-30,4.7685
2020-05-31,4.7685
2020-06-01,4.6546
2020-06-02,4.6494
2020-06-03,4.786
2020-06-04,4.9203
2020-06-05,4.8844
2020-06-06,4.8844
2020-06-07,4.8844
2020-06-08,4.9905
2020-06-09,4.9456
2020-06-10,4.9108
2020-06-11,4.6148
2020-06-12,4.6183
2020-06-13,4.6183
2020-06-14,4.6183
2020-06-15,5.0293
2020-06-16,5.025
2020-06-17,5.0463
2020-06-18,5.0294
2020-06-19,5.0337
2020-06-20,5.0337
2020-06-21,5.0337
2020-06-22,4.9718
2020-06-23,5.1154
2020-06-24,4.9936
2020-06-25,4.9724
2020-06-26,5.0334
2020-06-27,5.0334
2020-06-28,5.0334
2020-06-29,4.9611
2020-06-30,5.6051
2020-07-01,5.6051
2020-07-02,5.6859
2020-07-03,5.7305
2020-07-04,5.7305
2020-07-05,5.7305
2020-07-06,5.7053
2020-07-07,5.527
2020-07-08,5.6334
2020-07-09,5.6585
2020-07-10,6.4982
2020-07-11,6.4982
2020-07-12,6.4982
2020-07-13,6.8305
2020-07-14,6.9464
2020-07-15,6.7869
2020-07-16,6.5836
2020-07-17,6.3617
2020-07-18,6.3617
2020-07-19,6.3617
2020-07-20,6.3597
2020-07-21,6.6538
2020-07-22,6.7105
2020-07-23,6.7103
2020-07-24,6.6006
2020-07-25,6.6006
2020-07-26,6.6006
2020-07-27,6.9253
2020-07-28,7.2585
2020-07-29,7.1209
2020-07-30,7.1682
2020-07-31,7.0698
2020-08-01,7.0698
2020-08-02,7.0698
2020-08-03,7.0698
2020-08-04,7.9916
2020-08-05,8.1158
2020-08-06,8.652
2020-08-07,8.2401
2020-08-08,8.2401
2020-08-09,8.2401
2020-08-10,9.4672
2020-08-11,8.9654
2020-08-12,9.3218
2020-08-13,9.3976
2020-08-14,10.2402
2020-08-15,10.2402
2020-08-16,10.2402
2020-08-17,9.7199
2020-08-18,9.2632
2020-08-19,9.1172
2020-08-20,8.8177
2020-08-21,8.4353
2020-08-22,8.4353
2020-08-23,8.4353
2020-08-24,8.5935
2020-08-25,8.6162
2020-08-26,8.4309
2020-08-27,8.782
2020-08-28,9.3991
2020-08-29,9.3991
2020-08-30,9.3991
2020-08-31,9.417
2020-09-01,9.0788
2020-09-02,8.7499
2020-09-03,8.3164
2020-09-04,8.4741
2020-09-05,8.4741
2020-09-06,8.4741
2020-09-07,8.4741
2020-09-08,8.4424
2020-09-09,8.5021
2020-09-10,8.3334
2020-09-11,8.4942
2020-09-12,8.4942
2020-09-13,8.4942
2020-09-14,8.5612
2020-09-15,8.4481
2020-09-16,8.2036
2020-09-17,8.039
2020-09-18,8.0004
2020-09-19,8.0004
2020-09-20,8.0004
2020-09-21,8.0061
2020-09-22,7.9631
2020-09-23,7.7587
2020-09-24,7.5575
2020-09-25,8.045
2020-09-26,8.045
2020-09-27,8.045
2020-09-28,9.3685
2020-09-29,9.3199
2020-09-30,11.1364
2020-10-01,10.9963
2020-10-02,11.0976
2020-10-03,11.0976
2020-10-04,11.0976
2020-10-05,11.2963
2020-10-06,11.2449
2020-10-07,11.909
2020-10-08,12.7156
2020-10-09,12.7397
2020-10-10,12.7397
2020-10-11,12.7397
2020-10-12,12.7397
2020-10-13,13.0733
2020-10-14,13.0303
2020-10-15,12.9236
2020-10-16,12.9461
2020-10-17,12.9461
2020-10-18,12.9461
2020-10-19,12.6442
2020-10-20,12.8092
2020-10-21,13.3469
2020-10-22,14.0705
2020-10-23,14.2948
2020-10-24,14.2948
2020-10-25,14.2948
2020-10-26,14.07
2020-10-27,14.1364
2020-10-28,13.4175
2020-10-29,13.8524
2020-10-30,13.9721
2020-10-31,13.9721
2020-11-01,13.9721
2020-11-02,14.6535
2020-11-03,14.2884
2020-11-04,14.2265
2020-11-05,14.7775
2020-11-06,15.317
2020-11-07,15.317
2020-11-08,15.317
2020-11-09,15.9228
2020-11-10,15.7528
2020-11-11,15.664
2020-11-12,15.9334
2020-11-13,16.3938
2020-11-14,16.3938
2020-11-15,16.3938
2020-11-16,16.0279
2020-11-17,16.08
2020-11-18,16.0783
2020-11-19,15.7292
2020-11-20,14.7603
2020-11-21,14.7603
2020-11-22,14.7603
2020-11-23,15.4172
2020-11-24,16.2686
2020-11-25,16.6228
2020-11-26,16.8366
2020-11-27,17.1064
2020-11-28,17.1064
2020-11-29,17.1064
2020-11-30,17.5298
2020-12-01,17.8493
2020-12-02,17.6616
2020-12-03,17.5772
2020-12-04,17.9478
2020-12-05,17.9478
2020-12-06,17.9478
2020-12-07,17.4159
2020-12-08,17.4534
2020-12-09,18.0273
2020-12-10,17.8763
2020-12-11,18.1259
2020-12-12,18.1259
2020-12-13,18.1259
2020-12-14,17.887
2020-12-15,18.2109
2020-12-16,19.0724
2020-12-17,19.4794
2020-12-18,19.2967
2020-12-19,19.2967
2020-12-20,19.2967
2020-12-21,18.7048
2020-12-22,18.5784
2020-12-23,18.8795
2020-12-24,18.8555
2020-12-25,18.8555
2020-12-26,18.8555
2020-12-27,18.8555
2020-12-28,18.8555
2020-12-29,19.1196
2020-12-30,19.1701
2020-12-31,16.7701
2021-01-01,16.7701
2021-01-02,16.7701
2021-01-03,16.7701
2021-01-04,17.7646
2021-01-05,18.3794
2021-01-06,19.8355
2021-01-07,20.5693
2021-01-08,21.1191
2021-01-09,21.1191
2021-01-10,21.1191
2021-01-11,21.5103
2021-01-12,22.0877
2021-01-13,24.2515
2021-01-14,24.033
2021-01-15,22.9677
2021-01-16,22.9677
2021-01-17,22.9677
2021-01-18,23.4025
2021-01-19,23.4815
2021-01-20,23.8831
2021-01-21,23.6275
2021-01-22,23.2881
2021-01-23,23.2881
2021-01-24,23.2881
2021-01-25,23.3458
2021-01-26,22.7943
2021-01-27,21.3333
2021-01-28,21.4401
2021-01-29,21.3875
2021-01-30,21.3875
2021-01-31,21.3875
2021-02-01,21.6188
2021-02-02,22.7486
2021-02-03,22.9775
2021-02-04,24.3305
2021-02-05,24.8657
2021-02-06,24.8657
2021-02-07,24.8657
2021-02-08,26.6029
2021-02-09,26.6699
2021-02-10,27.3643
2021-02-11,25.4969
2021-02-12,25.6498
2021-02-13,25.6498
2021-02-14,25.6498
2021-02-15,25.6498
2021-02-16,26.7455
2021-02-17,25.7793
2021-02-18,25.3037
2021-02-19,25.6472
2021-02-20,25.6472
2021-02-21,25.6472
2021-02-22,25.0487
2021-02-23,24.7734
2021-02-24,25.2899
2021-02-25,25.0039
2021-02-26,25.0343
2021-02-27,25.0343
2021-02-28,25.0343
2021-03-01,25.1037
2021-03-02,26.0098
2021-03-03,26.5704
2021-03-04,24.8124
2021-03-05,24.4571
2021-03-06,24.4571
2021-03-07,24.4571
2021-03-08,23.4804
2021-03-09,25.2158
2021-03-10,24.764
2021-03-11,26.5144
2021-03-12,26.6438
2021-03-13,26.6438
2021-03-14,26.6438
2021-03-15,27.275
2021-03-16,28.3445
2021-03-17,27.7018
2021-03-18,28.2084
2021-03-19,27.0754
2021-03-20,27.0754
2021-03-21,27.0754
2021-03-22,26.8018
2021-03-23,25.8069
2021-03-24,25.8637
2021-03-25,26.4074
2021-03-26,25.9431
2021-03-27,25.9431
2021-03-28,25.9431
2021-03-29,24.8164
2021-03-30,23.3557
2021-03-31,21.7905
2021-04-01,21.7648
2021-04-02,21.7648
2021-04-03,21.7648
2021-04-04,21.7648
2021-04-05,21.5549
2021-04-06,21.088
2021-04-07,20.5734
2021-04-08,27.4136
2021-04-09,27.3587
2021-04-10,27.3587
2021-04-11,27.3587
2021-04-12,26.5058
2021-04-13,27.1246
2021-04-14,27.7575
2021-04-15,26.6586
2021-04-16,26.1465
2021-04-17,26.1465
2021-04-18,26.1465
2021-04-19,25.1459
2021-04-20,23.953
2021-04-21,25.8354
2021-04-22,26.0582
2021-04-23,25.6906
2021-04-24,25.6906
2021-04-25,25.6906
2021-04-26,25.7622
2021-04-27,26.9031
2021-04-28,27.3287
2021-04-29,26.4926
2021-04-30,28.0761
2021-05-01,28.0761
2021-05-02,28.0761
2021-05-03,29.2514
2021-05-04,27.8182
2021-05-05,27.6316
2021-05-06,26.4317
2021-05-07,27.61
2021-05-08,27.61
2021-05-09,27.61
2021-05-10,26.0311
2021-05-11,26.6525
2021-05-12,26.6007
2021-05-13,18.0117
2021-05-14,18.1723
2021-05-15,18.1723
2021-05-16,18.1723
2021-05-17,18.4687
2021-05-18,18.4909
2021-05-19,18.1165
2021-05-20,18.0088
2021-05-21,18.0126
2021-05-22,18.0126
2021-05-23,18.0126
2021-05-24,18.0126
2021-05-25,17.6904
2021-05-26,17.6316
2021-05-27,17.7196
2021-05-28,17.542
2021-05-29,17.542
2021-05-30,17.542
2021-05-31,17.1122
2021-06-01,17.3228
2021-06-02,17.588
2021-06-03,17.5664
2021-06-04,17.9388
2021-06-05,17.9388
2021-06-06,17.9388
2021-06-07,18.0384
2021-06-08,17.7193
2021-06-09,17.6354
2021-06-10,17.6596
2021-06-11,17.4522
2021-06-12,17.4522
2021-06-13,17.4522
2021-06-14,17.0896
2021-06-15,16.4648
2021-06-16,16.7023
2021-06-17,16.5447
2021-06-18,16.6451
2021-06-19,16.6451
2021-06-20,16.6451
2021-06-21,17.0595
2021-06-22,16.6823
2021-06-23,17.7126
2021-06-24,18.1773
2021-06-25,18.0639
2021-06-26,18.0639
2021-06-27,18.0639
2021-06-28,18.0164
2021-06-29,17.8697
2021-06-30,15.5257
2021-07-01,15.5257
2021-07-02,15.9323
2021-07-03,15.9323
2021-07-04,15.9323
2021-07-05,16.0012
2021-07-06,15.4118
2021-07-07,15.74
2021-07-08,15.5929
2021-07-09,15.8224
2021-07-10,15.8224
2021-07-11,15.8224
2021-07-12,15.3135
2021-07-13,15.2271
2021-07-14,14.8198
2021-07-15,14.9797
2021-07-16,14.2802
2021-07-17,14.2802
2021-07-18,14.2802
2021-07-19,13.8542
2021-07-20,14.1309
2021-07-21,14.237
2021-07-22,13.8865
2021-07-23,13.4391
2021-07-24,13.4391
2021-07-25,13.4391
2021-07-26,13.3378
2021-07-27,12.9899
2021-07-28,13.3936
2021-07-29,13.4733
2021-07-30,13.5582
2021-07-31,13.5582
2021-08-01,13.5582
2021-08-02,13.5582
2021-08-03,13.5108
2021-08-04,13.0119
2021-08-05,13.6425
2021-08-06,13.7589
2021-08-07,13.7589
2021-08-08,13.7589
2021-08-09,13.8162
2021-08-10,13.5694
2021-08-11,13.2482
2021-08-12,12.9721
2021-08-13,12.5959
2021-08-14,12.5959
2021-08-15,12.5959
2021-08-16,11.779
2021-08-17,11.3409
2021-08-18,11.77
2021-08-19,11.4494
2021-08-20,11.1227
2021-08-21,11.1227
2021-08-22,11.1227
2021-08-23,11.1257
2021-08-24,11.465
2021-08-25,11.5362
2021-08-26,11.2748
2021-08-27,11.405
2021-08-28,11.405
2021-08-29,11.405
2021-08-30,11.3094
2021-08-31,11.3266
2021-09-01,11.0993
2021-09-02,11.3403
2021-09-03,11.6158
2021-09-04,11.6158
2021-09-05,11.6158
2021-09-06,11.6158
2021-09-07,11.2855
2021-09-08,11.1458
2021-09-09,11.0349
2021-09-10,10.6013
2021-09-11,10.6013
2021-09-12,10.6013
2021-09-13,10.5287
2021-09-14,10.1178
2021-09-15,10.5632
2021-09-16,11.3408
2021-09-17,11.0272
2021-09-18,11.0272
2021-09-19,11.0272
2021-09-20,10.2697
2021-09-21,11.078
2021-09-22,11.7687
2021-09-23,11.8138
2021-09-24,12.2297
2021-09-25,12.2297
2021-09-26,12.2297
2021-09-27,12.2558
2021-09-28,11.6406
2021-09-29,11.2514
2021-09-30,11.2301
2021-10-01,11.5009
2021-10-02,11.5009
2021-10-03,11.5009
2021-10-04,11.7452
2021-10-05,12.1794
2021-10-06,16.8414
2021-10-07,16.8819
2021-10-08,16.8843
2021-10-09,16.8843
2021-10-10,16.8843
2021-10-11,16.8843
2021-10-12,15.9439
2021-10-13,15.7027
2021-10-14,15.4993
2021-10-15,15.217
2021-10-16,15.217
2021-10-17,15.217
2021-10-18,14.8131
2021-10-19,15.3991
2021-10-20,15.9552
2021-10-21,16.7335
2021-10-22,15.7678
2021-10-23,15.7678
2021-10-24,15.7678
2021-10-25,15.1246
2021-10-26,14.4325
2021-10-27,14.4192
2021-10-28,14.7091
2021-10-29,14.4099
2021-10-30,14.4099
2021-10-31,14.4099
2021-11-01,14.7356
2021-11-02,14.422
2021-11-03,14.3048
2021-11-04,13.8965
2021-11-05,15.9599
2021-11-06,15.9599
2021-11-07,15.9599
2021-11-08,16.4118
2021-11-09,16.191
2021-11-10,15.5963
2021-11-11,16.4766
2021-11-12,17.5151
2021-11-13,17.5151
2021-11-14,17.5151
2021-11-15,17.6533
2021-11-16,17.6072
2021-11-17,17.4982
2021-11-18,17.1552
2021-11-19,16.7568
2021-11-20,16.7568
2021-11-21,16.7568
2021-11-22,15.8005
2021-11-23,16.5338
2021-11-24,17.0761
2021-11-25,16.9908
2021-11-26,16.4296
2021-11-27,16.4296
2021-11-28,16.4296
2021-11-29,15.859
2021-11-30,15.3655
2021-12-01,15.1017
2021-12-02,15.0832
2021-12-03,15.276
2021-12-04,15.276
2021-12-05,15.276
2021-12-06,14.4078
2021-12-07,14.3391
2021-12-08,15.1108
2021-12-09,14.857
2021-12-10,14.7044
2021-12-11,14.7044
2021-12-12,14.7044
2021-12-13,14.1758
2021-12-14,13.8748
2021-12-15,14.0908
2021-12-16,14.1276
2021-12-17,13.9054
2021-12-18,13.9054
2021-12-19,13.9054
2021-12-20,13.6543
2021-12-21,13.7897
2021-12-22,14.8202
2021-12-23,15.5178
2021-12-24,15.7514
2021-12-25,15.7514
2021-12-26,15.7514
2021-12-27,15.7514
2021-12-28,15.7514
2021-12-29,15.489
2021-12-30,15.3034
2021-12-31,26.1232
2022-01-01,26.1232
2022-01-02,26.1232
2022-01-03,26.1232
2022-01-04,25.5546
2022-01-05,24.5333
2022-01-06,24.4326
2022-01-07,25.4565
2022-01-08,25.4565
2022-01-09,25.4565
2022-01-10,25.3715
2022-01-11,25.388
2022-01-12,25.4825
2022-01-13,25.2666
2022-01-14,25.2901
2022-01-15,25.2901
2022-01-16,25.2901
2022-01-17,25.6377
2022-01-18,24.845
2022-01-19,24.2147
2022-01-20,23.0775
2022-01-21,21.5187
2022-01-22,21.5187
2022-01-23,21.5187
2022-01-24,21.4946
2022-01-25,20.561
2022-01-26,20.2603
2022-01-27,19.7014
2022-01-28,19.3624
2022-01-29,19.3624
2022-01-30,19.3624
2022-01-31,20.2232
2022-02-01,22.3768
2022-02-02,22.0102
2022-02-03,21.0287
2022-02-04,22.3981
2022-02-05,22.3981
2022-02-06,22.3981
2022-02-07,22.7244
2022-02-08,23.5731
2022-02-09,25.3635
2022-02-10,26.0539
2022-02-11,26.5038
2022-02-12,26.5038
2022-02-13,26.5038
2022-02-14,26.2695
2022-02-15,26.1593
2022-02-16,25.8679
2022-02-17,24.9001
2022-02-18,23.8861
2022-02-19,23.8861
2022-02-20,23.8861
2022-02-21,23.8861
2022-02-22,22.8807
2022-02-23,22.0943
2022-02-24,21.8182
2022-02-25,21.6138
2022-02-26,21.6138
2022-02-27,21.6138
2022-02-28,21.9056
2022-03-01,20.7711
2022-03-02,20.53
2022-03-03,20.4002
2022-03-04,20.3529
2022-03-05,20.3529
2022-03-06,20.3529
2022-03-07,19.418
2022-03-08,19.4119
2022-03-09,19.5406
2022-03-10,19.6351
2022-03-11,19.261
2022-03-12,19.261
2022-03-13,19.261
2022-03-14,18.0083
2022-03-15,17.8839
2022-03-16,18.6661
2022-03-17,19.8334
2022-03-18,20.5904
2022-03-19,20.5904
2022-03-20,20.5904
2022-03-21,20.2816
2022-03-22,20.3309
2022-03-23,19.9649
2022-03-24,20.9512
2022-03-25,21.1811
2022-03-26,21.1811
2022-03-27,21.1811
2022-03-28,20.9732
2022-03-29,21.2371
2022-03-30,20.6884
2022-03-31,27.2929
2022-04-01,27.4001
2022-04-02,27.4001
2022-04-03,27.4001
2022-04-04,26.721
2022-04-05,26.5908
2022-04-06,26.158
2022-04-07,26.3979
2022-04-08,25.7508
2022-04-09,25.7508
2022-04-10,25.7508
2022-04-11,25.0934
2022-04-12,24.6754
2022-04-13,24.3887
2022-04-14,23.9953
2022-04-15,23.9953
2022-04-16,23.9953
2022-04-17,23.9953
2022-04-18,23.0563
2022-04-19,23.9591
2022-04-20,23.3178
2022-04-21,22.8227
2022-04-22,22.2857
2022-04-23,22.2857
2022-04-24,22.2857
2022-04-25,21.8082
2022-04-26,21.4385
2022-04-27,20.5764
2022-04-28,20.0866
2022-04-29,19.6296
2022-04-30,19.6296
2022-05-01,19.6296
2022-05-02,19.0932
2022-05-03,18.593
2022-05-04,18.7652
2022-05-05,18.6724
2022-05-06,20.0406
2022-05-07,20.0406
2022-05-08,20.0406
2022-05-09,19.9894
2022-05-10,19.8653
2022-05-11,19.2093
2022-05-12,19.6657
2022-05-13,20.6584
2022-05-14,20.6584
2022-05-15,20.6584
2022-05-16,20.2437
2022-05-17,20.4921
2022-05-18,20.2029
2022-05-19,20.5663
2022-05-20,20.8721
2022-05-21,20.8721
2022-05-22,20.8721
2022-05-23,20.8721
2022-05-24,20.075
2022-05-25,19.8092
2022-05-26,20.3679
2022-05-27,20.2849
2022-05-28,20.2849
2022-05-29,20.2849
2022-05-30,20.1159
2022-05-31,20.7209
2022-06-01,20.1082
2022-06-02,20.3994
2022-06-03,20.4085
2022-06-04,20.4085
2022-06-05,20.4085
2022-06-06,19.7487
2022-06-07,19.6475
2022-06-08,19.2908
2022-06-09,18.7875
2022-06-10,19.1801
2022-06-11,19.1801
2022-06-12,19.1801
2022-06-13,18.4081
2022-06-14,18.1628
2022-06-15,18.5207
2022-06-16,18.6211
2022-06-17,18.4027
2022-06-18,18.4027
2022-06-19,18.4027
2022-06-20,18.5974
2022-06-21,18.1427
2022-06-22,18.5283
2022-06-23,17.7754
2022-06-24,17.9645
2022-06-25,17.9645
2022-06-26,17.9645
2022-06-27,18.0389
2022-06-28,17.7483
2022-06-29,17.1051
2022-06-30,21.8418
2022-07-01,21.8418
2022-07-02,21.8418
2022-07-03,21.8418
2022-07-04,21.4125
2022-07-05,22.7663
2022-07-06,23.636
2022-07-07,23.2378
2022-07-08,22.2666
2022-07-09,22.2666
2022-07-10,22.2666
2022-07-11,21.4492
2022-07-12,22.0199
2022-07-13,21.5756
2022-07-14,23.0414
2022-07-15,22.4828
2022-07-16,22.4828
2022-07-17,22.4828
2022-07-18,22.6942
2022-07-19,23.6123
2022-07-20,24.0592
2022-07-21,25.0149
2022-07-22,24.838
2022-07-23,24.838
2022-07-24,24.838
2022-07-25,25.3955
2022-07-26,24.7921
2022-07-27,23.7839
2022-07-28,23.9948
2022-07-29,23.7813
2022-07-30,23.7813
2022-07-31,23.7813
2022-08-01,23.7813
2022-08-02,24.7454
2022-08-03,24.4094
2022-08-04,23.2855
2022-08-05,24.2525
2022-08-06,24.2525
2022-08-07,24.2525
2022-08-08,24.2128
2022-08-09,24.5295
2022-08-10,24.1012
2022-08-11,25.0026
2022-08-12,25.1593
2022-08-13,25.1593
2022-08-14,25.1593
2022-08-15,22.7686
2022-08-16,22.8694
2022-08-17,22.489
2022-08-18,22.6527
2022-08-19,22.3764
2022-08-20,22.3764
2022-08-21,22.3764
2022-08-22,21.7028
2022-08-23,21.804
2022-08-24,23.2176
2022-08-25,24.3401
2022-08-26,24.4749
2022-08-27,24.4749
2022-08-28,24.4749
2022-08-29,25.0337
2022-08-30,24.2839
2022-08-31,24.2014
2022-09-01,24.3136
2022-09-02,24.6245
2022-09-03,24.6245
2022-09-04,24.6245
2022-09-05,24.6245
2022-09-06,23.3928
2022-09-07,22.9485
2022-09-08,23.2436
2022-09-09,23.2907
2022-09-10,23.2907
2022-09-11,23.2907
2022-09-12,24.5179
2022-09-13,23.4388
2022-09-14,23.0079
2022-09-15,22.8339
2022-09-16,21.9814
2022-09-17,21.9814
2022-09-18,21.9814
2022-09-19,21.3094
2022-09-20,20.6737
2022-09-21,20.807
2022-09-22,19.9328
2022-09-23,18.8501
2022-09-24,18.8501
2022-09-25,18.8501
2022-09-26,18.206
2022-09-27,17.9442
2022-09-28,18.5459
2022-09-29,18.0261
2022-09-30,83.0576
2022-10-01,83.0576
2022-10-02,83.0576
2022-10-03,84.1963
2022-10-04,87.6072
2022-10-05,85.1681
2022-10-06,106.4459
2022-10-07,108.6718
2022-10-08,108.6718
2022-10-09,108.6718
2022-10-10,108.6718
2022-10-11,97.8319
2022-10-12,93.4246
2022-10-13,93.9522
2022-10-14,91.321
2022-10-15,91.321
2022-10-16,91.321
2022-10-17,95.1847
2022-10-18,96.52
2022-10-19,99.1013
2022-10-20,101.2747
2022-10-21,103.0675
2022-10-22,103.0675
2022-10-23,103.0675
2022-10-24,99.3036
2022-10-25,99.6828
2022-10-26,100.4313
2022-10-27,98.3405
2022-10-28,98.4104
2022-10-29,98.4104
2022-10-30,98.4104
2022-10-31,109.3159
2022-11-01,107.8362
2022-11-02,104.7652
2022-11-03,104.4201
2022-11-04,105.0086
2022-11-05,105.0086
2022-11-06,105.0086
2022-11-07,101.8635
2022-11-08,104.298
2022-11-09,106.3189
2022-11-10,102.046
2022-11-11,102.2617
2022-11-12,102.2617
2022-11-13,102.2617
2022-11-14,101.6428
2022-11-15,111.8592
2022-11-16,114.441
2022-11-17,114.3466
2022-11-18,113.0945
2022-11-19,113.0945
2022-11-20,113.0945
2022-11-21,109.1062
2022-11-22,109.5597
2022-11-23,114.6468
2022-11-24,116.7915
2022-11-25,114.9561
2022-11-26,114.9561
2022-11-27,114.9561
2022-11-28,115.4406
2022-11-29,113.9971
2022-11-30,114.4765
2022-12-01,120.3432
2022-12-02,125.6421
2022-12-03,125.6421
2022-12-04,125.6421
2022-12-05,128.4088
2022-12-06,120.1075
2022-12-07,110.2873
2022-12-08,102.1386
2022-12-09,102.7235
2022-12-10,102.7235
2022-12-11,102.7235
2022-12-12,93.309
2022-12-13,89.0858
2022-12-14,86.6087
2022-12-15,83.1891
2022-12-16,85.4265
2022-12-17,85.4265
2022-12-18,85.4265
2022-12-19,74.9374
2022-12-20,71.7071
2022-12-21,70.2779
2022-12-22,71.0496
2022-12-23,77.7497
2022-12-24,77.7497
2022-12-25,77.7497
2022-12-26,77.7497
2022-12-27,77.7497
2022-12-28,72.6567
2022-12-29,78.2238
2022-12-30,42.7878
2022-12-31,42.7878
2023-01-01,42.7878
2023-01-02,42.7878
2023-01-03,41.3583
2023-01-04,41.4758
2023-01-05,41.9973
2023-01-06,42.0184
2023-01-07,42.0184
2023-01-08,42.0184
2023-01-09,41.2281
2023-01-10,41.3133
2023-01-11,41.6103
2023-01-12,41.9766
2023-01-13,41.5409
2023-01-14,41.5409
2023-01-15,41.5409
2023-01-16,42.3275
2023-01-17,41.5273
2023-01-18,40.7528
2023-01-19,39.9416
2023-01-20,39.7998
2023-01-21,39.7998
2023-01-22,39.7998
2023-01-23,39.743
2023-01-24,39.2935
2023-01-25,37.8097
2023-01-26,37.4275
2023-01-27,38.4633
2023-01-28,38.4633
2023-01-29,38.4633
2023-01-30,38.6267
2023-01-31,39.7312
2023-02-01,39.3992
2023-02-02,39.4761
2023-02-03,39.0217
2023-02-04,39.0217
2023-02-05,39.0217
2023-02-06,38.8126
2023-02-07,38.2455
2023-02-08,37.896
2023-02-09,36.9502
2023-02-10,37.6559
2023-02-11,37.6559
2023-02-12,37.6559
2023-02-13,37.3833
2023-02-14,38.2958
2023-02-15,39.4322
2023-02-16,40.5984
2023-02-17,40.294
2023-02-18,40.294
2023-02-19,40.294
2023-02-20,40.294
2023-02-21,39.9729
2023-02-22,38.1492
2023-02-23,37.6529
2023-02-24,37.1044
2023-02-25,37.1044
2023-02-26,37.1044
2023-02-27,36.9997
2023-02-28,37.9082
2023-03-01,37.4957
2023-03-02,37.4843
2023-03-03,38.4787
2023-03-04,38.4787
2023-03-05,38.4787
2023-03-06,39.0508
2023-03-07,38.6328
2023-03-08,37.5297
2023-03-09,36.9117
2023-03-10,36.561
2023-03-11,36.561
2023-03-12,36.561
2023-03-13,36.7038
2023-03-14,37.1512
2023-03-15,36.6316
2023-03-16,36.8914
