,NPI CN Equity
2010-05-15,-13.4348
2010-05-16,-13.4348
2010-05-17,-13.4348
2010-05-18,-13.4348
2010-05-19,-13.4348
2010-05-20,-13.4348
2010-05-21,-13.4348
2010-05-22,-13.4348
2010-05-23,-13.4348
2010-05-24,-13.4348
2010-05-25,-13.4348
2010-05-26,-13.4348
2010-05-27,-13.4348
2010-05-28,-13.4348
2010-05-29,-13.4348
2010-05-30,-13.4348
2010-05-31,-13.4348
2010-06-01,-13.4348
2010-06-02,-13.4348
2010-06-03,-13.4348
2010-06-04,-13.4348
2010-06-05,-13.4348
2010-06-06,-13.4348
2010-06-07,-13.4348
2010-06-08,-13.4348
2010-06-09,-13.4348
2010-06-10,-13.4348
2010-06-11,-13.4348
2010-06-12,-13.4348
2010-06-13,-13.4348
2010-06-14,-13.4348
2010-06-15,-13.4348
2010-06-16,-13.4348
2010-06-17,-13.4348
2010-06-18,-13.4348
2010-06-19,-13.4348
2010-06-20,-13.4348
2010-06-21,-13.4348
2010-06-22,-13.4348
2010-06-23,-13.4348
2010-06-24,-13.4348
2010-06-25,-13.4348
2010-06-26,-13.4348
2010-06-27,-13.4348
2010-06-28,-13.4348
2010-06-29,-13.4348
2010-06-30,-14.246
2010-07-01,-14.246
2010-07-02,-14.246
2010-07-03,-14.246
2010-07-04,-14.246
2010-07-05,-14.246
2010-07-06,-14.246
2010-07-07,-14.246
2010-07-08,-14.246
2010-07-09,-14.246
2010-07-10,-14.246
2010-07-11,-14.246
2010-07-12,-14.246
2010-07-13,-14.246
2010-07-14,-14.246
2010-07-15,-14.246
2010-07-16,-14.246
2010-07-17,-14.246
2010-07-18,-14.246
2010-07-19,-14.246
2010-07-20,-14.246
2010-07-21,-14.246
2010-07-22,-14.246
2010-07-23,-14.246
2010-07-24,-14.246
2010-07-25,-14.246
2010-07-26,-14.246
2010-07-27,-14.246
2010-07-28,-14.246
2010-07-29,-14.246
2010-07-30,-14.246
2010-07-31,-14.246
2010-08-01,-14.246
2010-08-02,-14.246
2010-08-03,-14.246
2010-08-04,-14.246
2010-08-05,-14.246
2010-08-06,-14.246
2010-08-07,-14.246
2010-08-08,-14.246
2010-08-09,-14.246
2010-08-10,-14.246
2010-08-11,-14.246
2010-08-12,-14.246
2010-08-13,-14.246
2010-08-14,-14.246
2010-08-15,-14.246
2010-08-16,-14.246
2010-08-17,-14.246
2010-08-18,-14.246
2010-08-19,-14.246
2010-08-20,-14.246
2010-08-21,-14.246
2010-08-22,-14.246
2010-08-23,-14.246
2010-08-24,-14.246
2010-08-25,-14.246
2010-08-26,-14.246
2010-08-27,-14.246
2010-08-28,-14.246
2010-08-29,-14.246
2010-08-30,-14.246
2010-08-31,-14.246
2010-09-01,-14.246
2010-09-02,-14.246
2010-09-03,-14.246
2010-09-04,-14.246
2010-09-05,-14.246
2010-09-06,-14.246
2010-09-07,-14.246
2010-09-08,-14.246
2010-09-09,-14.246
2010-09-10,-14.246
2010-09-11,-14.246
2010-09-12,-14.246
2010-09-13,-14.246
2010-09-14,-14.246
2010-09-15,-14.246
2010-09-16,-14.246
2010-09-17,-14.246
2010-09-18,-14.246
2010-09-19,-14.246
2010-09-20,-14.246
2010-09-21,-14.246
2010-09-22,-14.246
2010-09-23,-14.246
2010-09-24,-14.246
2010-09-25,-14.246
2010-09-26,-14.246
2010-09-27,-14.246
2010-09-28,-14.246
2010-09-29,-14.246
2010-09-30,-33.026
2010-10-01,-33.026
2010-10-02,-33.026
2010-10-03,-33.026
2010-10-04,-33.026
2010-10-05,-33.026
2010-10-06,-33.026
2010-10-07,-33.026
2010-10-08,-33.026
2010-10-09,-33.026
2010-10-10,-33.026
2010-10-11,-33.026
2010-10-12,-33.026
2010-10-13,-33.026
2010-10-14,-33.026
2010-10-15,-33.026
2010-10-16,-33.026
2010-10-17,-33.026
2010-10-18,-33.026
2010-10-19,-33.026
2010-10-20,-33.026
2010-10-21,-33.026
2010-10-22,-33.026
2010-10-23,-33.026
2010-10-24,-33.026
2010-10-25,-33.026
2010-10-26,-33.026
2010-10-27,-33.026
2010-10-28,-33.026
2010-10-29,-33.026
2010-10-30,-33.026
2010-10-31,-33.026
2010-11-01,-33.026
2010-11-02,-33.026
2010-11-03,-33.026
2010-11-04,-33.026
2010-11-05,-33.026
2010-11-06,-33.026
2010-11-07,-33.026
2010-11-08,-33.026
2010-11-09,-33.026
2010-11-10,-33.026
2010-11-11,-33.026
2010-11-12,-33.026
2010-11-13,-33.026
2010-11-14,-33.026
2010-11-15,-33.026
2010-11-16,-33.026
2010-11-17,-33.026
2010-11-18,-33.026
2010-11-19,-33.026
2010-11-20,-33.026
2010-11-21,-33.026
2010-11-22,-33.026
2010-11-23,-33.026
2010-11-24,-33.026
2010-11-25,-33.026
2010-11-26,-33.026
2010-11-27,-33.026
2010-11-28,-33.026
2010-11-29,-33.026
2010-11-30,-33.026
2010-12-01,-33.026
2010-12-02,-33.026
2010-12-03,-33.026
2010-12-04,-33.026
2010-12-05,-33.026
2010-12-06,-33.026
2010-12-07,-33.026
2010-12-08,-33.026
2010-12-09,-33.026
2010-12-10,-33.026
2010-12-11,-33.026
2010-12-12,-33.026
2010-12-13,-33.026
2010-12-14,-33.026
2010-12-15,-33.026
2010-12-16,-33.026
2010-12-17,-33.026
2010-12-18,-33.026
2010-12-19,-33.026
2010-12-20,-33.026
2010-12-21,-33.026
2010-12-22,-33.026
2010-12-23,-33.026
2010-12-24,-33.026
2010-12-25,-33.026
2010-12-26,-33.026
2010-12-27,-33.026
2010-12-28,-33.026
2010-12-29,-33.026
2010-12-30,-33.026
2010-12-31,-54.0893
2011-01-01,-54.0893
2011-01-02,-54.0893
2011-01-03,-54.0893
2011-01-04,-54.0893
2011-01-05,-54.0893
2011-01-06,-54.0893
2011-01-07,-54.0893
2011-01-08,-54.0893
2011-01-09,-54.0893
2011-01-10,-54.0893
2011-01-11,-54.0893
2011-01-12,-54.0893
2011-01-13,-54.0893
2011-01-14,-54.0893
2011-01-15,-54.0893
2011-01-16,-54.0893
2011-01-17,-54.0893
2011-01-18,-54.0893
2011-01-19,-54.0893
2011-01-20,-54.0893
2011-01-21,-54.0893
2011-01-22,-54.0893
2011-01-23,-54.0893
2011-01-24,-54.0893
2011-01-25,-54.0893
2011-01-26,-54.0893
2011-01-27,-54.0893
2011-01-28,-54.0893
2011-01-29,-54.0893
2011-01-30,-54.0893
2011-01-31,-54.0893
2011-02-01,-54.0893
2011-02-02,-54.0893
2011-02-03,-54.0893
2011-02-04,-54.0893
2011-02-05,-54.0893
2011-02-06,-54.0893
2011-02-07,-54.0893
2011-02-08,-54.0893
2011-02-09,-54.0893
2011-02-10,-54.0893
2011-02-11,-54.0893
2011-02-12,-54.0893
2011-02-13,-54.0893
2011-02-14,-54.0893
2011-02-15,-54.0893
2011-02-16,-54.0893
2011-02-17,-54.0893
2011-02-18,-54.0893
2011-02-19,-54.0893
2011-02-20,-54.0893
2011-02-21,-54.0893
2011-02-22,-54.0893
2011-02-23,-54.0893
2011-02-24,-54.0893
2011-02-25,-54.0893
2011-02-26,-54.0893
2011-02-27,-54.0893
2011-02-28,-54.0893
2011-03-01,-54.0893
2011-03-02,-54.0893
2011-03-03,-54.0893
2011-03-04,-54.0893
2011-03-05,-54.0893
2011-03-06,-54.0893
2011-03-07,-54.0893
2011-03-08,-54.0893
2011-03-09,-54.0893
2011-03-10,-54.0893
2011-03-11,-54.0893
2011-03-12,-54.0893
2011-03-13,-54.0893
2011-03-14,-54.0893
2011-03-15,-54.0893
2011-03-16,-54.0893
2011-03-17,-54.0893
2011-03-18,-54.0893
2011-03-19,-54.0893
2011-03-20,-54.0893
2011-03-21,-54.0893
2011-03-22,-54.0893
2011-03-23,-54.0893
2011-03-24,-54.0893
2011-03-25,-54.0893
2011-03-26,-54.0893
2011-03-27,-54.0893
2011-03-28,-54.0893
2011-03-29,-54.0893
2011-03-30,-54.0893
2011-03-31,-20.199
2011-04-01,-20.199
2011-04-02,-20.199
2011-04-03,-20.199
2011-04-04,-20.199
2011-04-05,-20.199
2011-04-06,-20.199
2011-04-07,-20.199
2011-04-08,-20.199
2011-04-09,-20.199
2011-04-10,-20.199
2011-04-11,-20.199
2011-04-12,-20.199
2011-04-13,-20.199
2011-04-14,-20.199
2011-04-15,-20.199
2011-04-16,-20.199
2011-04-17,-20.199
2011-04-18,-20.199
2011-04-19,-20.199
2011-04-20,-20.199
2011-04-21,-20.199
2011-04-22,-20.199
2011-04-23,-20.199
2011-04-24,-20.199
2011-04-25,-20.199
2011-04-26,-20.199
2011-04-27,-20.199
2011-04-28,-20.199
2011-04-29,-20.199
2011-04-30,-20.199
2011-05-01,-20.199
2011-05-02,-20.199
2011-05-03,-20.199
2011-05-04,-20.199
2011-05-05,-20.199
2011-05-06,-20.199
2011-05-07,-20.199
2011-05-08,-20.199
2011-05-09,-20.199
2011-05-10,-20.199
2011-05-11,-20.199
2011-05-12,-20.199
2011-05-13,-20.199
2011-05-14,-20.199
2011-05-15,-20.199
2011-05-16,-20.199
2011-05-17,-20.199
2011-05-18,-20.199
2011-05-19,-20.199
2011-05-20,-20.199
2011-05-21,-20.199
2011-05-22,-20.199
2011-05-23,-20.199
2011-05-24,-20.199
2011-05-25,-20.199
2011-05-26,-20.199
2011-05-27,-20.199
2011-05-28,-20.199
2011-05-29,-20.199
2011-05-30,-20.199
2011-05-31,-20.199
2011-06-01,-20.199
2011-06-02,-20.199
2011-06-03,-20.199
2011-06-04,-20.199
2011-06-05,-20.199
2011-06-06,-20.199
2011-06-07,-20.199
2011-06-08,-20.199
2011-06-09,-20.199
2011-06-10,-20.199
2011-06-11,-20.199
2011-06-12,-20.199
2011-06-13,-20.199
2011-06-14,-20.199
2011-06-15,-20.199
2011-06-16,-20.199
2011-06-17,-20.199
2011-06-18,-20.199
2011-06-19,-20.199
2011-06-20,-20.199
2011-06-21,-20.199
2011-06-22,-20.199
2011-06-23,-20.199
2011-06-24,-20.199
2011-06-25,-20.199
2011-06-26,-20.199
2011-06-27,-20.199
2011-06-28,-20.199
2011-06-29,-20.199
2011-06-30,-11.7768
2011-07-01,-11.7768
2011-07-02,-11.7768
2011-07-03,-11.7768
2011-07-04,-11.7768
2011-07-05,-11.7768
2011-07-06,-11.7768
2011-07-07,-11.7768
2011-07-08,-11.7768
2011-07-09,-11.7768
2011-07-10,-11.7768
2011-07-11,-11.7768
2011-07-12,-11.7768
2011-07-13,-11.7768
2011-07-14,-11.7768
2011-07-15,-11.7768
2011-07-16,-11.7768
2011-07-17,-11.7768
2011-07-18,-11.7768
2011-07-19,-11.7768
2011-07-20,-11.7768
2011-07-21,-11.7768
2011-07-22,-11.7768
2011-07-23,-11.7768
2011-07-24,-11.7768
2011-07-25,-11.7768
2011-07-26,-11.7768
2011-07-27,-11.7768
2011-07-28,-11.7768
2011-07-29,-11.7768
2011-07-30,-11.7768
2011-07-31,-11.7768
2011-08-01,-11.7768
2011-08-02,-11.7768
2011-08-03,-11.7768
2011-08-04,-11.7768
2011-08-05,-11.7768
2011-08-06,-11.7768
2011-08-07,-11.7768
2011-08-08,-11.7768
2011-08-09,-11.7768
2011-08-10,-11.7768
2011-08-11,-11.7768
2011-08-12,-11.7768
2011-08-13,-11.7768
2011-08-14,-11.7768
2011-08-15,-11.7768
2011-08-16,-11.7768
2011-08-17,-11.7768
2011-08-18,-11.7768
2011-08-19,-11.7768
2011-08-20,-11.7768
2011-08-21,-11.7768
2011-08-22,-11.7768
2011-08-23,-11.7768
2011-08-24,-11.7768
2011-08-25,-11.7768
2011-08-26,-11.7768
2011-08-27,-11.7768
2011-08-28,-11.7768
2011-08-29,-11.7768
2011-08-30,-11.7768
2011-08-31,-11.7768
2011-09-01,-11.7768
2011-09-02,-11.7768
2011-09-03,-11.7768
2011-09-04,-11.7768
2011-09-05,-11.7768
2011-09-06,-11.7768
2011-09-07,-11.7768
2011-09-08,-11.7768
2011-09-09,-11.7768
2011-09-10,-11.7768
2011-09-11,-11.7768
2011-09-12,-11.7768
2011-09-13,-11.7768
2011-09-14,-11.7768
2011-09-15,-11.7768
2011-09-16,-11.7768
2011-09-17,-11.7768
2011-09-18,-11.7768
2011-09-19,-11.7768
2011-09-20,-11.7768
2011-09-21,-11.7768
2011-09-22,-11.7768
2011-09-23,-11.7768
2011-09-24,-11.7768
2011-09-25,-11.7768
2011-09-26,-11.7768
2011-09-27,-11.7768
2011-09-28,-11.7768
2011-09-29,-11.7768
2011-09-30,-2.7383
2011-10-01,-2.7383
2011-10-02,-2.7383
2011-10-03,-2.7383
2011-10-04,-2.7383
2011-10-05,-2.7383
2011-10-06,-2.7383
2011-10-07,-2.7383
2011-10-08,-2.7383
2011-10-09,-2.7383
2011-10-10,-2.7383
2011-10-11,-2.7383
2011-10-12,-2.7383
2011-10-13,-2.7383
2011-10-14,-2.7383
2011-10-15,-2.7383
2011-10-16,-2.7383
2011-10-17,-2.7383
2011-10-18,-2.7383
2011-10-19,-2.7383
2011-10-20,-2.7383
2011-10-21,-2.7383
2011-10-22,-2.7383
2011-10-23,-2.7383
2011-10-24,-2.7383
2011-10-25,-2.7383
2011-10-26,-2.7383
2011-10-27,-2.7383
2011-10-28,-2.7383
2011-10-29,-2.7383
2011-10-30,-2.7383
2011-10-31,-2.7383
2011-11-01,-2.7383
2011-11-02,-2.7383
2011-11-03,-2.7383
2011-11-04,-2.7383
2011-11-05,-2.7383
2011-11-06,-2.7383
2011-11-07,-2.7383
2011-11-08,-2.7383
2011-11-09,-2.7383
2011-11-10,-2.7383
2011-11-11,-2.7383
2011-11-12,-2.7383
2011-11-13,-2.7383
2011-11-14,-2.7383
2011-11-15,-2.7383
2011-11-16,-2.7383
2011-11-17,-2.7383
2011-11-18,-2.7383
2011-11-19,-2.7383
2011-11-20,-2.7383
2011-11-21,-2.7383
2011-11-22,-2.7383
2011-11-23,-2.7383
2011-11-24,-2.7383
2011-11-25,-2.7383
2011-11-26,-2.7383
2011-11-27,-2.7383
2011-11-28,-2.7383
2011-11-29,-2.7383
2011-11-30,-2.7383
2011-12-01,-2.7383
2011-12-02,-2.7383
2011-12-03,-2.7383
2011-12-04,-2.7383
2011-12-05,-2.7383
2011-12-06,-2.7383
2011-12-07,-2.7383
2011-12-08,-2.7383
2011-12-09,-2.7383
2011-12-10,-2.7383
2011-12-11,-2.7383
2011-12-12,-2.7383
2011-12-13,-2.7383
2011-12-14,-2.7383
2011-12-15,-2.7383
2011-12-16,-2.7383
2011-12-17,-2.7383
2011-12-18,-2.7383
2011-12-19,-2.7383
2011-12-20,-2.7383
2011-12-21,-2.7383
2011-12-22,-2.7383
2011-12-23,-2.7383
2011-12-24,-2.7383
2011-12-25,-2.7383
2011-12-26,-2.7383
2011-12-27,-2.7383
2011-12-28,-2.7383
2011-12-29,-2.7383
2011-12-30,-2.7383
2011-12-31,-22.5225
2012-01-01,-22.5225
2012-01-02,-22.5225
2012-01-03,-22.5225
2012-01-04,-22.5225
2012-01-05,-22.5225
2012-01-06,-22.5225
2012-01-07,-22.5225
2012-01-08,-22.5225
2012-01-09,-22.5225
2012-01-10,-22.5225
2012-01-11,-22.5225
2012-01-12,-22.5225
2012-01-13,-22.5225
2012-01-14,-22.5225
2012-01-15,-22.5225
2012-01-16,-22.5225
2012-01-17,-22.5225
2012-01-18,-22.5225
2012-01-19,-22.5225
2012-01-20,-22.5225
2012-01-21,-22.5225
2012-01-22,-22.5225
2012-01-23,-22.5225
2012-01-24,-22.5225
2012-01-25,-22.5225
2012-01-26,-22.5225
2012-01-27,-22.5225
2012-01-28,-22.5225
2012-01-29,-22.5225
2012-01-30,-22.5225
2012-01-31,-22.5225
2012-02-01,-22.5225
2012-02-02,-22.5225
2012-02-03,-22.5225
2012-02-04,-22.5225
2012-02-05,-22.5225
2012-02-06,-22.5225
2012-02-07,-22.5225
2012-02-08,-22.5225
2012-02-09,-22.5225
2012-02-10,-22.5225
2012-02-11,-22.5225
2012-02-12,-22.5225
2012-02-13,-22.5225
2012-02-14,-22.5225
2012-02-15,-22.5225
2012-02-16,-22.5225
2012-02-17,-22.5225
2012-02-18,-22.5225
2012-02-19,-22.5225
2012-02-20,-22.5225
2012-02-21,-22.5225
2012-02-22,-22.5225
2012-02-23,-22.5225
2012-02-24,-22.5225
2012-02-25,-22.5225
2012-02-26,-22.5225
2012-02-27,-22.5225
2012-02-28,-22.5225
2012-02-29,-22.5225
2012-03-01,-22.5225
2012-03-02,-22.5225
2012-03-03,-22.5225
2012-03-04,-22.5225
2012-03-05,-22.5225
2012-03-06,-22.5225
2012-03-07,-22.5225
2012-03-08,-22.5225
2012-03-09,-22.5225
2012-03-10,-22.5225
2012-03-11,-22.5225
2012-03-12,-22.5225
2012-03-13,-22.5225
2012-03-14,-22.5225
2012-03-15,-22.5225
2012-03-16,-22.5225
2012-03-17,-22.5225
2012-03-18,-22.5225
2012-03-19,-22.5225
2012-03-20,-22.5225
2012-03-21,-22.5225
2012-03-22,-22.5225
2012-03-23,-22.5225
2012-03-24,-22.5225
2012-03-25,-22.5225
2012-03-26,-22.5225
2012-03-27,-22.5225
2012-03-28,-22.5225
2012-03-29,-22.5225
2012-03-30,-22.5225
2012-03-31,-11.5712
2012-04-01,-11.5712
2012-04-02,-11.5712
2012-04-03,-11.5712
2012-04-04,-11.5712
2012-04-05,-11.5712
2012-04-06,-11.5712
2012-04-07,-11.5712
2012-04-08,-11.5712
2012-04-09,-11.5712
2012-04-10,-11.5712
2012-04-11,-11.5712
2012-04-12,-11.5712
2012-04-13,-11.5712
2012-04-14,-11.5712
2012-04-15,-11.5712
2012-04-16,-11.5712
2012-04-17,-11.5712
2012-04-18,-11.5712
2012-04-19,-11.5712
2012-04-20,-11.5712
2012-04-21,-11.5712
2012-04-22,-11.5712
2012-04-23,-11.5712
2012-04-24,-11.5712
2012-04-25,-11.5712
2012-04-26,-11.5712
2012-04-27,-11.5712
2012-04-28,-11.5712
2012-04-29,-11.5712
2012-04-30,-11.5712
2012-05-01,-11.5712
2012-05-02,-11.5712
2012-05-03,-11.5712
2012-05-04,-11.5712
2012-05-05,-11.5712
2012-05-06,-11.5712
2012-05-07,-11.5712
2012-05-08,-11.5712
2012-05-09,-11.5712
2012-05-10,-11.5712
2012-05-11,-11.5712
2012-05-12,-11.5712
2012-05-13,-11.5712
2012-05-14,-11.5712
2012-05-15,-11.5712
2012-05-16,-11.5712
2012-05-17,-11.5712
2012-05-18,-11.5712
2012-05-19,-11.5712
2012-05-20,-11.5712
2012-05-21,-11.5712
2012-05-22,-11.5712
2012-05-23,-11.5712
2012-05-24,-11.5712
2012-05-25,-11.5712
2012-05-26,-11.5712
2012-05-27,-11.5712
2012-05-28,-11.5712
2012-05-29,-11.5712
2012-05-30,-11.5712
2012-05-31,-11.5712
2012-06-01,-11.5712
2012-06-02,-11.5712
2012-06-03,-11.5712
2012-06-04,-11.5712
2012-06-05,-11.5712
2012-06-06,-11.5712
2012-06-07,-11.5712
2012-06-08,-11.5712
2012-06-09,-11.5712
2012-06-10,-11.5712
2012-06-11,-11.5712
2012-06-12,-11.5712
2012-06-13,-11.5712
2012-06-14,-11.5712
2012-06-15,-11.5712
2012-06-16,-11.5712
2012-06-17,-11.5712
2012-06-18,-11.5712
2012-06-19,-11.5712
2012-06-20,-11.5712
2012-06-21,-11.5712
2012-06-22,-11.5712
2012-06-23,-11.5712
2012-06-24,-11.5712
2012-06-25,-11.5712
2012-06-26,-11.5712
2012-06-27,-11.5712
2012-06-28,-11.5712
2012-06-29,-11.5712
2012-06-30,-14.7688
2012-07-01,-14.7688
2012-07-02,-14.7688
2012-07-03,-14.7688
2012-07-04,-14.7688
2012-07-05,-14.7688
2012-07-06,-14.7688
2012-07-07,-14.7688
2012-07-08,-14.7688
2012-07-09,-14.7688
2012-07-10,-14.7688
2012-07-11,-14.7688
2012-07-12,-14.7688
2012-07-13,-14.7688
2012-07-14,-14.7688
2012-07-15,-14.7688
2012-07-16,-14.7688
2012-07-17,-14.7688
2012-07-18,-14.7688
2012-07-19,-14.7688
2012-07-20,-14.7688
2012-07-21,-14.7688
2012-07-22,-14.7688
2012-07-23,-14.7688
2012-07-24,-14.7688
2012-07-25,-14.7688
2012-07-26,-14.7688
2012-07-27,-14.7688
2012-07-28,-14.7688
2012-07-29,-14.7688
2012-07-30,-14.7688
2012-07-31,-14.7688
2012-08-01,-14.7688
2012-08-02,-14.7688
2012-08-03,-14.7688
2012-08-04,-14.7688
2012-08-05,-14.7688
2012-08-06,-14.7688
2012-08-07,-14.7688
2012-08-08,-14.7688
2012-08-09,-14.7688
2012-08-10,-14.7688
2012-08-11,-14.7688
2012-08-12,-14.7688
2012-08-13,-14.7688
2012-08-14,-14.7688
2012-08-15,-14.7688
2012-08-16,-14.7688
2012-08-17,-14.7688
2012-08-18,-14.7688
2012-08-19,-14.7688
2012-08-20,-14.7688
2012-08-21,-14.7688
2012-08-22,-14.7688
2012-08-23,-14.7688
2012-08-24,-14.7688
2012-08-25,-14.7688
2012-08-26,-14.7688
2012-08-27,-14.7688
2012-08-28,-14.7688
2012-08-29,-14.7688
2012-08-30,-14.7688
2012-08-31,-14.7688
2012-09-01,-14.7688
2012-09-02,-14.7688
2012-09-03,-14.7688
2012-09-04,-14.7688
2012-09-05,-14.7688
2012-09-06,-14.7688
2012-09-07,-14.7688
2012-09-08,-14.7688
2012-09-09,-14.7688
2012-09-10,-14.7688
2012-09-11,-14.7688
2012-09-12,-14.7688
2012-09-13,-14.7688
2012-09-14,-14.7688
2012-09-15,-14.7688
2012-09-16,-14.7688
2012-09-17,-14.7688
2012-09-18,-14.7688
2012-09-19,-14.7688
2012-09-20,-14.7688
2012-09-21,-14.7688
2012-09-22,-14.7688
2012-09-23,-14.7688
2012-09-24,-14.7688
2012-09-25,-14.7688
2012-09-26,-14.7688
2012-09-27,-14.7688
2012-09-28,-14.7688
2012-09-29,-14.7688
2012-09-30,-6.7847
2012-10-01,-6.7847
2012-10-02,-6.7847
2012-10-03,-6.7847
2012-10-04,-6.7847
2012-10-05,-6.7847
2012-10-06,-6.7847
2012-10-07,-6.7847
2012-10-08,-6.7847
2012-10-09,-6.7847
2012-10-10,-6.7847
2012-10-11,-6.7847
2012-10-12,-6.7847
2012-10-13,-6.7847
2012-10-14,-6.7847
2012-10-15,-6.7847
2012-10-16,-6.7847
2012-10-17,-6.7847
2012-10-18,-6.7847
2012-10-19,-6.7847
2012-10-20,-6.7847
2012-10-21,-6.7847
2012-10-22,-6.7847
2012-10-23,-6.7847
2012-10-24,-6.7847
2012-10-25,-6.7847
2012-10-26,-6.7847
2012-10-27,-6.7847
2012-10-28,-6.7847
2012-10-29,-6.7847
2012-10-30,-6.7847
2012-10-31,-6.7847
2012-11-01,-6.7847
2012-11-02,-6.7847
2012-11-03,-6.7847
2012-11-04,-6.7847
2012-11-05,-6.7847
2012-11-06,-6.7847
2012-11-07,-6.7847
2012-11-08,-6.7847
2012-11-09,-6.7847
2012-11-10,-6.7847
2012-11-11,-6.7847
2012-11-12,-6.7847
2012-11-13,-6.7847
2012-11-14,-6.7847
2012-11-15,-6.7847
2012-11-16,-6.7847
2012-11-17,-6.7847
2012-11-18,-6.7847
2012-11-19,-6.7847
2012-11-20,-6.7847
2012-11-21,-6.7847
2012-11-22,-6.7847
2012-11-23,-6.7847
2012-11-24,-6.7847
2012-11-25,-6.7847
2012-11-26,-6.7847
2012-11-27,-6.7847
2012-11-28,-6.7847
2012-11-29,-6.7847
2012-11-30,-6.7847
2012-12-01,-6.7847
2012-12-02,-6.7847
2012-12-03,-6.7847
2012-12-04,-6.7847
2012-12-05,-6.7847
2012-12-06,-6.7847
2012-12-07,-6.7847
2012-12-08,-6.7847
2012-12-09,-6.7847
2012-12-10,-6.7847
2012-12-11,-6.7847
2012-12-12,-6.7847
2012-12-13,-6.7847
2012-12-14,-6.7847
2012-12-15,-6.7847
2012-12-16,-6.7847
2012-12-17,-6.7847
2012-12-18,-6.7847
2012-12-19,-6.7847
2012-12-20,-6.7847
2012-12-21,-6.7847
2012-12-22,-6.7847
2012-12-23,-6.7847
2012-12-24,-6.7847
2012-12-25,-6.7847
2012-12-26,-6.7847
2012-12-27,-6.7847
2012-12-28,-6.7847
2012-12-29,-6.7847
2012-12-30,-6.7847
2012-12-31,-3.6846
2013-01-01,-3.6846
2013-01-02,-3.6846
2013-01-03,-3.6846
2013-01-04,-3.6846
2013-01-05,-3.6846
2013-01-06,-3.6846
