,NOVOB DC Equity
2010-09-16,35.2919
2010-09-17,35.2919
2010-09-18,35.2919
2010-09-19,35.2919
2010-09-20,35.2919
2010-09-21,35.2919
2010-09-22,35.2919
2010-09-23,35.2919
2010-09-24,35.2919
2010-09-25,35.2919
2010-09-26,35.2919
2010-09-27,35.2919
2010-09-28,35.2919
2010-09-29,35.2919
2010-09-30,36.9695
2010-10-01,36.9695
2010-10-02,36.9695
2010-10-03,36.9695
2010-10-04,36.9695
2010-10-05,36.9695
2010-10-06,36.9695
2010-10-07,36.9695
2010-10-08,36.9695
2010-10-09,36.9695
2010-10-10,36.9695
2010-10-11,36.9695
2010-10-12,36.9695
2010-10-13,36.9695
2010-10-14,36.9695
2010-10-15,36.9695
2010-10-16,36.9695
2010-10-17,36.9695
2010-10-18,36.9695
2010-10-19,36.9695
2010-10-20,36.9695
2010-10-21,36.9695
2010-10-22,36.9695
2010-10-23,36.9695
2010-10-24,36.9695
2010-10-25,36.9695
2010-10-26,36.9695
2010-10-27,36.9695
2010-10-28,36.9695
2010-10-29,36.9695
2010-10-30,36.9695
2010-10-31,36.9695
2010-11-01,36.9695
2010-11-02,36.9695
2010-11-03,36.9695
2010-11-04,36.9695
2010-11-05,36.9695
2010-11-06,36.9695
2010-11-07,36.9695
2010-11-08,36.9695
2010-11-09,36.9695
2010-11-10,36.9695
2010-11-11,36.9695
2010-11-12,36.9695
2010-11-13,36.9695
2010-11-14,36.9695
2010-11-15,36.9695
2010-11-16,36.9695
2010-11-17,36.9695
2010-11-18,36.9695
2010-11-19,36.9695
2010-11-20,36.9695
2010-11-21,36.9695
2010-11-22,36.9695
2010-11-23,36.9695
2010-11-24,36.9695
2010-11-25,36.9695
2010-11-26,36.9695
2010-11-27,36.9695
2010-11-28,36.9695
2010-11-29,36.9695
2010-11-30,36.9695
2010-12-01,36.9695
2010-12-02,36.9695
2010-12-03,36.9695
2010-12-04,36.9695
2010-12-05,36.9695
2010-12-06,36.9695
2010-12-07,36.9695
2010-12-08,36.9695
2010-12-09,36.9695
2010-12-10,36.9695
2010-12-11,36.9695
2010-12-12,36.9695
2010-12-13,36.9695
2010-12-14,36.9695
2010-12-15,36.9695
2010-12-16,36.9695
2010-12-17,36.9695
2010-12-18,36.9695
2010-12-19,36.9695
2010-12-20,36.9695
2010-12-21,36.9695
2010-12-22,36.9695
2010-12-23,36.9695
2010-12-24,36.9695
2010-12-25,36.9695
2010-12-26,36.9695
2010-12-27,36.9695
2010-12-28,36.9695
2010-12-29,36.9695
2010-12-30,36.9695
2010-12-31,39.6237
2011-01-01,39.6237
2011-01-02,39.6237
2011-01-03,39.6237
2011-01-04,39.6237
2011-01-05,39.6237
2011-01-06,39.6237
2011-01-07,39.6237
2011-01-08,39.6237
2011-01-09,39.6237
2011-01-10,39.6237
2011-01-11,39.6237
2011-01-12,39.6237
2011-01-13,39.6237
2011-01-14,39.6237
2011-01-15,39.6237
2011-01-16,39.6237
2011-01-17,39.6237
2011-01-18,39.6237
2011-01-19,39.6237
2011-01-20,39.6237
2011-01-21,39.6237
2011-01-22,39.6237
2011-01-23,39.6237
2011-01-24,39.6237
2011-01-25,39.6237
2011-01-26,39.6237
2011-01-27,39.6237
2011-01-28,39.6237
2011-01-29,39.6237
2011-01-30,39.6237
2011-01-31,39.6237
2011-02-01,39.6237
2011-02-02,39.6237
2011-02-03,39.6237
2011-02-04,39.6237
2011-02-05,39.6237
2011-02-06,39.6237
2011-02-07,39.6237
2011-02-08,39.6237
2011-02-09,39.6237
2011-02-10,39.6237
2011-02-11,39.6237
2011-02-12,39.6237
2011-02-13,39.6237
2011-02-14,39.6237
2011-02-15,39.6237
2011-02-16,39.6237
2011-02-17,39.6237
2011-02-18,39.6237
2011-02-19,39.6237
2011-02-20,39.6237
2011-02-21,39.6237
2011-02-22,39.6237
2011-02-23,39.6237
2011-02-24,39.6237
2011-02-25,39.6237
2011-02-26,39.6237
2011-02-27,39.6237
2011-02-28,39.6237
2011-03-01,39.6237
2011-03-02,39.6237
2011-03-03,39.6237
2011-03-04,39.6237
2011-03-05,39.6237
2011-03-06,39.6237
2011-03-07,39.6237
2011-03-08,39.6237
2011-03-09,39.6237
2011-03-10,39.6237
2011-03-11,39.6237
2011-03-12,39.6237
2011-03-13,39.6237
2011-03-14,39.6237
2011-03-15,39.6237
2011-03-16,39.6237
2011-03-17,39.6237
2011-03-18,39.6237
2011-03-19,39.6237
2011-03-20,39.6237
2011-03-21,39.6237
2011-03-22,39.6237
2011-03-23,39.6237
2011-03-24,39.6237
2011-03-25,39.6237
2011-03-26,39.6237
2011-03-27,39.6237
2011-03-28,39.6237
2011-03-29,39.6237
2011-03-30,39.6237
2011-03-31,44.7728
2011-04-01,44.7728
2011-04-02,44.7728
2011-04-03,44.7728
2011-04-04,44.7728
2011-04-05,44.7728
2011-04-06,44.7728
2011-04-07,44.7728
2011-04-08,44.7728
2011-04-09,44.7728
2011-04-10,44.7728
2011-04-11,44.7728
2011-04-12,44.7728
2011-04-13,44.7728
2011-04-14,44.7728
2011-04-15,44.7728
2011-04-16,44.7728
2011-04-17,44.7728
2011-04-18,44.7728
2011-04-19,44.7728
2011-04-20,44.7728
2011-04-21,44.7728
2011-04-22,44.7728
2011-04-23,44.7728
2011-04-24,44.7728
2011-04-25,44.7728
2011-04-26,44.7728
2011-04-27,44.7728
2011-04-28,44.7728
2011-04-29,44.7728
2011-04-30,44.7728
2011-05-01,44.7728
2011-05-02,44.7728
2011-05-03,44.7728
2011-05-04,44.7728
2011-05-05,44.7728
2011-05-06,44.7728
2011-05-07,44.7728
2011-05-08,44.7728
2011-05-09,44.7728
2011-05-10,44.7728
2011-05-11,44.7728
2011-05-12,44.7728
2011-05-13,44.7728
2011-05-14,44.7728
2011-05-15,44.7728
2011-05-16,44.7728
2011-05-17,44.7728
2011-05-18,44.7728
2011-05-19,44.7728
2011-05-20,44.7728
2011-05-21,44.7728
2011-05-22,44.7728
2011-05-23,44.7728
2011-05-24,44.7728
2011-05-25,44.7728
2011-05-26,44.7728
2011-05-27,44.7728
2011-05-28,44.7728
2011-05-29,44.7728
2011-05-30,44.7728
2011-05-31,44.7728
2011-06-01,44.7728
2011-06-02,44.7728
2011-06-03,44.7728
2011-06-04,44.7728
2011-06-05,44.7728
2011-06-06,44.7728
2011-06-07,44.7728
2011-06-08,44.7728
2011-06-09,44.7728
2011-06-10,44.7728
2011-06-11,44.7728
2011-06-12,44.7728
2011-06-13,44.7728
2011-06-14,44.7728
2011-06-15,44.7728
2011-06-16,44.7728
2011-06-17,44.7728
2011-06-18,44.7728
2011-06-19,44.7728
2011-06-20,44.7728
2011-06-21,44.7728
2011-06-22,44.7728
2011-06-23,44.7728
2011-06-24,44.7728
2011-06-25,44.7728
2011-06-26,44.7728
2011-06-27,44.7728
2011-06-28,44.7728
2011-06-29,44.7728
2011-06-30,44.5829
2011-07-01,44.5829
2011-07-02,44.5829
2011-07-03,44.5829
2011-07-04,44.5829
2011-07-05,44.5829
2011-07-06,44.5829
2011-07-07,44.5829
2011-07-08,44.5829
2011-07-09,44.5829
2011-07-10,44.5829
2011-07-11,44.5829
2011-07-12,44.5829
2011-07-13,44.5829
2011-07-14,44.5829
2011-07-15,44.5829
2011-07-16,44.5829
2011-07-17,44.5829
2011-07-18,44.5829
2011-07-19,44.5829
2011-07-20,44.5829
2011-07-21,44.5829
2011-07-22,44.5829
2011-07-23,44.5829
2011-07-24,44.5829
2011-07-25,44.5829
2011-07-26,44.5829
2011-07-27,44.5829
2011-07-28,44.5829
2011-07-29,44.5829
2011-07-30,44.5829
2011-07-31,44.5829
2011-08-01,44.5829
2011-08-02,44.5829
2011-08-03,44.5829
2011-08-04,44.5829
2011-08-05,44.5829
2011-08-06,44.5829
2011-08-07,44.5829
2011-08-08,44.5829
2011-08-09,44.5829
2011-08-10,44.5829
2011-08-11,44.5829
2011-08-12,44.5829
2011-08-13,44.5829
2011-08-14,44.5829
2011-08-15,44.5829
2011-08-16,44.5829
2011-08-17,44.5829
2011-08-18,44.5829
2011-08-19,44.5829
2011-08-20,44.5829
2011-08-21,44.5829
2011-08-22,44.5829
2011-08-23,44.5829
2011-08-24,44.5829
2011-08-25,44.5829
2011-08-26,44.5829
2011-08-27,44.5829
2011-08-28,44.5829
2011-08-29,44.5829
2011-08-30,44.5829
2011-08-31,44.5829
2011-09-01,44.5829
2011-09-02,44.5829
2011-09-03,44.5829
2011-09-04,44.5829
2011-09-05,44.5829
2011-09-06,44.5829
2011-09-07,44.5829
2011-09-08,44.5829
2011-09-09,44.5829
2011-09-10,44.5829
2011-09-11,44.5829
2011-09-12,44.5829
2011-09-13,44.5829
2011-09-14,44.5829
2011-09-15,44.5829
2011-09-16,44.5829
2011-09-17,44.5829
2011-09-18,44.5829
2011-09-19,44.5829
2011-09-20,44.5829
2011-09-21,44.5829
2011-09-22,44.5829
2011-09-23,44.5829
2011-09-24,44.5829
2011-09-25,44.5829
2011-09-26,44.5829
2011-09-27,44.5829
2011-09-28,44.5829
2011-09-29,44.5829
2011-09-30,46.9322
2011-10-01,46.9322
2011-10-02,46.9322
2011-10-03,46.9322
2011-10-04,46.9322
2011-10-05,46.9322
2011-10-06,46.9322
2011-10-07,46.9322
2011-10-08,46.9322
2011-10-09,46.9322
2011-10-10,46.9322
2011-10-11,46.9322
2011-10-12,46.9322
2011-10-13,46.9322
2011-10-14,46.9322
2011-10-15,46.9322
2011-10-16,46.9322
2011-10-17,46.9322
2011-10-18,46.9322
2011-10-19,46.9322
2011-10-20,46.9322
2011-10-21,46.9322
2011-10-22,46.9322
2011-10-23,46.9322
2011-10-24,46.9322
2011-10-25,46.9322
2011-10-26,46.9322
2011-10-27,46.9322
2011-10-28,46.9322
2011-10-29,46.9322
2011-10-30,46.9322
2011-10-31,46.9322
2011-11-01,46.9322
2011-11-02,46.9322
2011-11-03,46.9322
2011-11-04,46.9322
2011-11-05,46.9322
2011-11-06,46.9322
2011-11-07,46.9322
2011-11-08,46.9322
2011-11-09,46.9322
2011-11-10,46.9322
2011-11-11,46.9322
2011-11-12,46.9322
2011-11-13,46.9322
2011-11-14,46.9322
2011-11-15,46.9322
2011-11-16,46.9322
2011-11-17,46.9322
2011-11-18,46.9322
2011-11-19,46.9322
2011-11-20,46.9322
2011-11-21,46.9322
2011-11-22,46.9322
2011-11-23,46.9322
2011-11-24,46.9322
2011-11-25,46.9322
2011-11-26,46.9322
2011-11-27,46.9322
2011-11-28,46.9322
2011-11-29,46.9322
2011-11-30,46.9322
2011-12-01,46.9322
2011-12-02,46.9322
2011-12-03,46.9322
2011-12-04,46.9322
2011-12-05,46.9322
2011-12-06,46.9322
2011-12-07,46.9322
2011-12-08,46.9322
2011-12-09,46.9322
2011-12-10,46.9322
2011-12-11,46.9322
2011-12-12,46.9322
2011-12-13,46.9322
2011-12-14,46.9322
2011-12-15,46.9322
2011-12-16,46.9322
2011-12-17,46.9322
2011-12-18,46.9322
2011-12-19,46.9322
2011-12-20,46.9322
2011-12-21,46.9322
2011-12-22,46.9322
2011-12-23,46.9322
2011-12-24,46.9322
2011-12-25,46.9322
2011-12-26,46.9322
2011-12-27,46.9322
2011-12-28,46.9322
2011-12-29,46.9322
2011-12-30,46.9322
2011-12-31,45.9516
2012-01-01,45.9516
2012-01-02,45.9516
2012-01-03,45.9516
2012-01-04,45.9516
2012-01-05,45.9516
2012-01-06,45.9516
2012-01-07,45.9516
2012-01-08,45.9516
2012-01-09,45.9516
2012-01-10,45.9516
2012-01-11,45.9516
2012-01-12,45.9516
2012-01-13,45.9516
2012-01-14,45.9516
2012-01-15,45.9516
2012-01-16,45.9516
2012-01-17,45.9516
2012-01-18,45.9516
2012-01-19,45.9516
2012-01-20,45.9516
2012-01-21,45.9516
2012-01-22,45.9516
2012-01-23,45.9516
2012-01-24,45.9516
2012-01-25,45.9516
2012-01-26,45.9516
2012-01-27,45.9516
2012-01-28,45.9516
2012-01-29,45.9516
2012-01-30,45.9516
2012-01-31,45.9516
2012-02-01,45.9516
2012-02-02,45.9516
2012-02-03,45.9516
2012-02-04,45.9516
2012-02-05,45.9516
2012-02-06,45.9516
2012-02-07,45.9516
2012-02-08,45.9516
2012-02-09,45.9516
2012-02-10,45.9516
2012-02-11,45.9516
2012-02-12,45.9516
2012-02-13,45.9516
2012-02-14,45.9516
2012-02-15,45.9516
2012-02-16,45.9516
2012-02-17,45.9516
2012-02-18,45.9516
2012-02-19,45.9516
2012-02-20,45.9516
2012-02-21,45.9516
2012-02-22,45.9516
2012-02-23,45.9516
2012-02-24,45.9516
2012-02-25,45.9516
2012-02-26,45.9516
2012-02-27,45.9516
2012-02-28,45.9516
2012-02-29,45.9516
2012-03-01,45.9516
2012-03-02,45.9516
2012-03-03,45.9516
2012-03-04,45.9516
2012-03-05,45.9516
2012-03-06,45.9516
2012-03-07,45.9516
2012-03-08,45.9516
2012-03-09,45.9516
2012-03-10,45.9516
2012-03-11,45.9516
2012-03-12,45.9516
2012-03-13,45.9516
2012-03-14,45.9516
2012-03-15,45.9516
2012-03-16,45.9516
2012-03-17,45.9516
2012-03-18,45.9516
2012-03-19,45.9516
2012-03-20,45.9516
2012-03-21,45.9516
2012-03-22,45.9516
2012-03-23,45.9516
2012-03-24,45.9516
2012-03-25,45.9516
2012-03-26,45.9516
2012-03-27,45.9516
2012-03-28,45.9516
2012-03-29,45.9516
2012-03-30,45.9516
2012-03-31,52.7009
2012-04-01,52.7009
2012-04-02,52.7009
2012-04-03,52.7009
2012-04-04,52.7009
2012-04-05,52.7009
2012-04-06,52.7009
2012-04-07,52.7009
2012-04-08,52.7009
2012-04-09,52.7009
2012-04-10,52.7009
2012-04-11,52.7009
2012-04-12,52.7009
2012-04-13,52.7009
2012-04-14,52.7009
2012-04-15,52.7009
2012-04-16,52.7009
2012-04-17,52.7009
2012-04-18,52.7009
2012-04-19,52.7009
2012-04-20,52.7009
2012-04-21,52.7009
2012-04-22,52.7009
2012-04-23,52.7009
2012-04-24,52.7009
2012-04-25,52.7009
2012-04-26,52.7009
2012-04-27,52.7009
2012-04-28,52.7009
2012-04-29,52.7009
2012-04-30,52.7009
2012-05-01,52.7009
2012-05-02,52.7009
2012-05-03,52.7009
2012-05-04,52.7009
2012-05-05,52.7009
2012-05-06,52.7009
2012-05-07,52.7009
2012-05-08,52.7009
2012-05-09,52.7009
2012-05-10,52.7009
2012-05-11,52.7009
2012-05-12,52.7009
2012-05-13,52.7009
2012-05-14,52.7009
2012-05-15,52.7009
2012-05-16,52.7009
2012-05-17,52.7009
2012-05-18,52.7009
2012-05-19,52.7009
2012-05-20,52.7009
2012-05-21,52.7009
2012-05-22,52.7009
2012-05-23,52.7009
2012-05-24,52.7009
2012-05-25,52.7009
2012-05-26,52.7009
2012-05-27,52.7009
2012-05-28,52.7009
2012-05-29,52.7009
2012-05-30,52.7009
2012-05-31,52.7009
2012-06-01,52.7009
2012-06-02,52.7009
2012-06-03,52.7009
2012-06-04,52.7009
2012-06-05,52.7009
2012-06-06,52.7009
2012-06-07,52.7009
2012-06-08,52.7009
2012-06-09,52.7009
2012-06-10,52.7009
2012-06-11,52.7009
2012-06-12,52.7009
2012-06-13,52.7009
2012-06-14,52.7009
2012-06-15,52.7009
2012-06-16,52.7009
2012-06-17,52.7009
2012-06-18,52.7009
2012-06-19,52.7009
2012-06-20,52.7009
2012-06-21,52.7009
2012-06-22,52.7009
2012-06-23,52.7009
2012-06-24,52.7009
2012-06-25,52.7009
2012-06-26,52.7009
2012-06-27,52.7009
2012-06-28,52.7009
2012-06-29,52.7009
2012-06-30,55.3441
2012-07-01,55.3441
2012-07-02,55.3441
2012-07-03,55.3441
2012-07-04,55.3441
2012-07-05,55.3441
2012-07-06,55.3441
2012-07-07,55.3441
2012-07-08,55.3441
2012-07-09,55.3441
2012-07-10,55.3441
2012-07-11,55.3441
2012-07-12,55.3441
2012-07-13,55.3441
2012-07-14,55.3441
2012-07-15,55.3441
2012-07-16,55.3441
2012-07-17,55.3441
2012-07-18,55.3441
2012-07-19,55.3441
2012-07-20,55.3441
2012-07-21,55.3441
2012-07-22,55.3441
2012-07-23,55.3441
2012-07-24,55.3441
2012-07-25,55.3441
2012-07-26,55.3441
2012-07-27,55.3441
2012-07-28,55.3441
2012-07-29,55.3441
2012-07-30,55.3441
2012-07-31,55.3441
2012-08-01,55.3441
2012-08-02,55.3441
2012-08-03,55.3441
2012-08-04,55.3441
2012-08-05,55.3441
2012-08-06,55.3441
2012-08-07,55.3441
2012-08-08,55.3441
2012-08-09,55.3441
2012-08-10,55.3441
2012-08-11,55.3441
2012-08-12,55.3441
2012-08-13,55.3441
2012-08-14,55.3441
2012-08-15,55.3441
2012-08-16,55.3441
2012-08-17,55.3441
2012-08-18,55.3441
2012-08-19,55.3441
2012-08-20,55.3441
2012-08-21,55.3441
2012-08-22,55.3441
2012-08-23,55.3441
2012-08-24,55.3441
2012-08-25,55.3441
2012-08-26,55.3441
2012-08-27,55.3441
2012-08-28,55.3441
2012-08-29,55.3441
2012-08-30,55.3441
2012-08-31,55.3441
2012-09-01,55.3441
2012-09-02,55.3441
2012-09-03,55.3441
2012-09-04,55.3441
2012-09-05,55.3441
2012-09-06,55.3441
2012-09-07,55.3441
2012-09-08,55.3441
2012-09-09,55.3441
2012-09-10,55.3441
2012-09-11,55.3441
2012-09-12,55.3441
2012-09-13,55.3441
2012-09-14,55.3441
2012-09-15,55.3441
2012-09-16,55.3441
2012-09-17,55.3441
2012-09-18,55.3441
2012-09-19,55.3441
2012-09-20,55.3441
2012-09-21,55.3441
2012-09-22,55.3441
2012-09-23,55.3441
2012-09-24,55.3441
2012-09-25,55.3441
2012-09-26,55.3441
2012-09-27,55.3441
2012-09-28,55.3441
2012-09-29,55.3441
2012-09-30,57.298
2012-10-01,57.298
2012-10-02,57.298
2012-10-03,57.298
2012-10-04,57.298
2012-10-05,57.298
2012-10-06,57.298
2012-10-07,57.298
2012-10-08,57.298
2012-10-09,57.298
2012-10-10,57.298
2012-10-11,57.298
2012-10-12,57.298
2012-10-13,57.298
2012-10-14,57.298
2012-10-15,57.298
2012-10-16,57.298
2012-10-17,57.298
2012-10-18,57.298
2012-10-19,57.298
2012-10-20,57.298
2012-10-21,57.298
2012-10-22,57.298
2012-10-23,57.298
2012-10-24,57.298
2012-10-25,57.298
2012-10-26,57.298
2012-10-27,57.298
2012-10-28,57.298
2012-10-29,57.298
2012-10-30,57.298
2012-10-31,57.298
2012-11-01,57.298
2012-11-02,57.298
2012-11-03,57.298
2012-11-04,57.298
2012-11-05,57.298
2012-11-06,57.298
2012-11-07,57.298
2012-11-08,57.298
2012-11-09,57.298
2012-11-10,57.298
2012-11-11,57.298
2012-11-12,57.298
2012-11-13,57.298
2012-11-14,57.298
2012-11-15,57.298
2012-11-16,57.298
2012-11-17,57.298
2012-11-18,57.298
2012-11-19,57.298
2012-11-20,57.298
2012-11-21,57.298
2012-11-22,57.298
2012-11-23,57.298
2012-11-24,57.298
2012-11-25,57.298
2012-11-26,57.298
2012-11-27,57.298
2012-11-28,57.298
2012-11-29,57.298
2012-11-30,57.298
2012-12-01,57.298
2012-12-02,57.298
2012-12-03,57.298
2012-12-04,57.298
2012-12-05,57.298
2012-12-06,57.298
2012-12-07,57.298
2012-12-08,57.298
2012-12-09,57.298
2012-12-10,57.298
2012-12-11,57.298
2012-12-12,57.298
2012-12-13,57.298
2012-12-14,57.298
2012-12-15,57.298
2012-12-16,57.298
2012-12-17,57.298
2012-12-18,57.298
2012-12-19,57.298
2012-12-20,57.298
2012-12-21,57.298
2012-12-22,57.298
2012-12-23,57.298
2012-12-24,57.298
2012-12-25,57.298
2012-12-26,57.298
2012-12-27,57.298
2012-12-28,57.298
2012-12-29,57.298
2012-12-30,57.298
2012-12-31,54.8975
2013-01-01,54.8975
2013-01-02,54.8975
2013-01-03,54.8975
2013-01-04,54.8975
2013-01-05,54.8975
2013-01-06,54.8975
2013-01-07,54.8975
2013-01-08,54.8975
2013-01-09,54.8975
2013-01-10,54.8975
2013-01-11,54.8975
2013-01-12,54.8975
2013-01-13,54.8975
2013-01-14,54.8975
2013-01-15,54.8975
2013-01-16,54.8975
2013-01-17,54.8975
2013-01-18,54.8975
2013-01-19,54.8975
2013-01-20,54.8975
2013-01-21,54.8975
2013-01-22,54.8975
2013-01-23,54.8975
2013-01-24,54.8975
2013-01-25,54.8975
2013-01-26,54.8975
2013-01-27,54.8975
2013-01-28,54.8975
2013-01-29,54.8975
2013-01-30,54.8975
2013-01-31,54.8975
2013-02-01,54.8975
2013-02-02,54.8975
2013-02-03,54.8975
2013-02-04,54.8975
2013-02-05,54.8975
2013-02-06,54.8975
2013-02-07,54.8975
2013-02-08,54.8975
2013-02-09,54.8975
2013-02-10,54.8975
2013-02-11,54.8975
2013-02-12,54.8975
2013-02-13,54.8975
2013-02-14,54.8975
2013-02-15,54.8975
2013-02-16,54.8975
2013-02-17,54.8975
2013-02-18,54.8975
2013-02-19,54.8975
2013-02-20,54.8975
2013-02-21,54.8975
2013-02-22,54.8975
2013-02-23,54.8975
2013-02-24,54.8975
2013-02-25,54.8975
2013-02-26,54.8975
2013-02-27,54.8975
2013-02-28,54.8975
2013-03-01,54.8975
2013-03-02,54.8975
2013-03-03,54.8975
2013-03-04,54.8975
2013-03-05,54.8975
2013-03-06,54.8975
2013-03-07,54.8975
2013-03-08,54.8975
2013-03-09,54.8975
2013-03-10,54.8975
2013-03-11,54.8975
2013-03-12,54.8975
2013-03-13,54.8975
2013-03-14,54.8975
2013-03-15,54.8975
2013-03-16,54.8975
2013-03-17,54.8975
2013-03-18,54.8975
2013-03-19,54.8975
2013-03-20,54.8975
2013-03-21,54.8975
2013-03-22,54.8975
2013-03-23,54.8975
