,ECOPETL CB Equity,ECOPETL CB Equity,ECOPETL CB Equity,ECOPETL CB Equity,ECOPETL CB Equity
2017-09-21,734.434,742.446,734.434,739.776,7747157.0
2017-09-22,739.776,739.776,734.434,737.105,4423079.0
2017-09-23,739.776,739.776,734.434,737.105,4423079.0
2017-09-24,739.776,739.776,734.434,737.105,4423079.0
2017-09-25,739.776,745.117,739.776,742.446,9752774.0
2017-09-26,742.446,750.458,742.446,745.117,32249015.0
2017-09-27,747.788,753.129,747.788,750.458,19907679.0
2017-09-28,753.129,758.47,745.117,745.117,19679980.0
2017-09-29,745.117,750.458,742.446,747.788,16482232.0
2017-09-30,745.117,750.458,742.446,747.788,16482232.0
2017-10-01,745.117,750.458,742.446,747.788,16482232.0
2017-10-02,745.117,747.788,737.105,745.117,3290073.0
2017-10-03,745.117,753.129,745.117,750.458,20583887.0
2017-10-04,750.458,755.8,745.117,747.788,6081803.0
2017-10-05,745.117,753.129,745.117,750.458,5714056.0
2017-10-06,747.788,747.788,742.446,747.788,5050193.0
2017-10-07,747.788,747.788,742.446,747.788,5050193.0
2017-10-08,747.788,747.788,742.446,747.788,5050193.0
2017-10-09,750.458,750.458,745.117,747.788,2358741.0
2017-10-10,747.788,755.8,747.788,753.129,12475096.0
2017-10-11,753.129,755.8,750.458,755.8,7331710.0
2017-10-12,753.129,755.8,750.458,753.129,4961242.0
2017-10-13,755.8,763.812,755.8,763.812,13968783.0
2017-10-14,755.8,763.812,755.8,763.812,13968783.0
2017-10-15,755.8,763.812,755.8,763.812,13968783.0
2017-10-16,755.8,763.812,755.8,763.812,13968783.0
2017-10-17,763.812,779.836,763.812,779.836,18879027.0
2017-10-18,782.507,787.848,777.165,782.507,16074406.0
2017-10-19,779.836,782.507,777.165,779.836,5861440.0
2017-10-20,779.836,782.507,771.824,771.824,12650194.0
2017-10-21,779.836,782.507,771.824,771.824,12650194.0
2017-10-22,779.836,782.507,771.824,771.824,12650194.0
2017-10-23,774.495,777.165,769.153,774.495,14551438.0
2017-10-24,774.495,785.177,774.495,782.507,18934398.0
2017-10-25,785.177,795.86,785.177,795.86,28053940.0
2017-10-26,795.86,835.92,795.86,835.92,47826636.0
2017-10-27,833.249,867.968,833.249,859.956,37478084.0
2017-10-28,833.249,867.968,833.249,859.956,37478084.0
2017-10-29,833.249,867.968,833.249,859.956,37478084.0
2017-10-30,867.968,892.004,867.968,889.333,21020666.0
2017-10-31,889.333,902.687,886.663,889.333,30069947.0
2017-11-01,902.687,932.064,900.016,926.723,37494992.0
2017-11-02,926.723,948.088,905.357,908.028,24538433.0
2017-11-03,908.028,913.369,894.675,908.028,20867459.0
2017-11-04,908.028,913.369,894.675,908.028,20867459.0
2017-11-05,908.028,913.369,894.675,908.028,20867459.0
2017-11-06,908.028,913.369,894.675,908.028,20867459.0
2017-11-07,916.04,972.124,916.04,972.124,27828439.0
2017-11-08,972.124,988.148,934.735,937.405,23510033.0
2017-11-09,934.735,972.124,926.723,972.124,28193874.0
2017-11-10,966.783,969.453,950.759,966.783,12260042.0
2017-11-11,966.783,969.453,950.759,966.783,12260042.0
2017-11-12,966.783,969.453,950.759,966.783,12260042.0
2017-11-13,966.783,969.453,950.759,966.783,12260042.0
2017-11-14,953.429,953.429,942.747,942.747,17685671.0
2017-11-15,937.405,942.747,924.052,934.735,16555579.0
2017-11-16,942.747,942.747,932.064,934.735,9212645.0
2017-11-17,940.076,940.076,932.064,934.735,4446506.0
2017-11-18,940.076,940.076,932.064,934.735,4446506.0
2017-11-19,940.076,940.076,932.064,934.735,4446506.0
2017-11-20,937.405,937.405,908.028,929.393,15360494.0
2017-11-21,929.393,940.076,924.052,929.393,6371727.0
2017-11-22,934.735,948.088,932.064,948.088,14944164.0
2017-11-23,948.088,948.088,942.747,948.088,1586700.0
2017-11-24,950.759,956.1,934.735,940.076,5744033.0
2017-11-25,950.759,956.1,934.735,940.076,5744033.0
2017-11-26,950.759,956.1,934.735,940.076,5744033.0
2017-11-27,934.735,956.1,921.381,950.759,12876798.0
2017-11-28,940.076,948.088,926.723,926.723,14773209.0
2017-11-29,926.723,945.417,926.723,945.417,7792172.0
2017-11-30,950.759,950.759,934.735,934.735,10485098.0
2017-12-01,937.405,948.088,937.405,948.088,4317477.0
2017-12-02,937.405,948.088,937.405,948.088,4317477.0
2017-12-03,937.405,948.088,937.405,948.088,4317477.0
2017-12-04,940.076,953.429,940.076,950.759,8748169.0
2017-12-05,950.759,956.1,942.747,956.1,7250965.0
2017-12-06,948.088,948.088,937.405,948.088,14086341.0
2017-12-07,945.417,956.1,945.417,950.759,3778324.0
2017-12-08,945.417,956.1,945.417,950.759,3778324.0
2017-12-09,945.417,956.1,945.417,950.759,3778324.0
2017-12-10,945.417,956.1,945.417,950.759,3778324.0
2017-12-11,956.1,1006.843,956.1,1006.843,16338408.0
2017-12-12,990.819,1030.879,990.819,1020.196,22107193.0
2017-12-13,1020.196,1033.55,1014.855,1033.55,17248131.0
2017-12-14,1022.867,1041.562,1020.196,1041.562,8670818.0
2017-12-15,1038.891,1041.562,1025.538,1033.55,19767856.0
2017-12-16,1038.891,1041.562,1025.538,1033.55,19767856.0
2017-12-17,1038.891,1041.562,1025.538,1033.55,19767856.0
2017-12-18,1038.891,1049.574,1033.55,1036.22,14530699.0
2017-12-19,1036.22,1052.244,1033.55,1041.562,6921344.0
2017-12-20,1046.903,1068.268,1046.903,1068.268,7731081.0
2017-12-21,1065.598,1076.28,1065.598,1076.28,7463169.0
2017-12-22,1076.28,1089.634,1073.61,1081.622,5497130.0
2017-12-23,1076.28,1089.634,1073.61,1081.622,5497130.0
2017-12-24,1076.28,1089.634,1073.61,1081.622,5497130.0
2017-12-25,1076.28,1089.634,1073.61,1081.622,5497130.0
2017-12-26,1084.292,1110.999,1073.61,1108.328,8802635.0
2017-12-27,1108.328,1129.694,1108.328,1127.023,7003466.0
2017-12-28,1121.682,1180.436,1121.682,1180.436,11666842.0
2017-12-29,1121.682,1180.436,1121.682,1180.436,11666842.0
2017-12-30,1121.682,1180.436,1121.682,1180.436,11666842.0
2017-12-31,1121.682,1180.436,1121.682,1180.436,11666842.0
2018-01-01,1121.682,1180.436,1121.682,1180.436,11666842.0
2018-01-02,1175.095,1209.814,1161.742,1207.143,13141281.0
2018-01-03,1212.485,1255.215,1204.472,1255.215,14138880.0
2018-01-04,1255.215,1313.97,1249.874,1313.97,24567914.0
2018-01-05,1313.97,1340.677,1281.922,1335.335,20328667.0
2018-01-06,1313.97,1340.677,1281.922,1335.335,20328667.0
2018-01-07,1313.97,1340.677,1281.922,1335.335,20328667.0
2018-01-08,1313.97,1340.677,1281.922,1335.335,20328667.0
2018-01-09,1335.335,1364.713,1313.97,1364.713,26201125.0
2018-01-10,1367.383,1402.102,1354.03,1354.03,32007488.0
2018-01-11,1354.03,1359.371,1292.605,1295.275,34648132.0
2018-01-12,1292.605,1292.605,1247.203,1268.569,27089069.0
2018-01-13,1292.605,1292.605,1247.203,1268.569,27089069.0
2018-01-14,1292.605,1292.605,1247.203,1268.569,27089069.0
2018-01-15,1252.545,1257.886,1236.521,1247.203,2946870.0
2018-01-16,1239.191,1303.287,1236.521,1292.605,32134766.0
2018-01-17,1292.605,1329.994,1287.263,1316.641,26865586.0
2018-01-18,1305.958,1327.323,1295.275,1321.982,17177683.0
2018-01-19,1321.982,1321.982,1303.287,1316.641,14965210.0
2018-01-20,1321.982,1321.982,1303.287,1316.641,14965210.0
2018-01-21,1321.982,1321.982,1303.287,1316.641,14965210.0
2018-01-22,1316.641,1391.419,1316.641,1383.407,28051940.0
2018-01-23,1386.078,1444.833,1386.078,1444.833,26581818.0
2018-01-24,1442.162,1522.282,1442.162,1495.576,30949877.0
2018-01-25,1500.917,1527.624,1436.821,1466.198,33400416.0
2018-01-26,1463.528,1487.564,1455.516,1474.21,12041550.0
2018-01-27,1463.528,1487.564,1455.516,1474.21,12041550.0
2018-01-28,1463.528,1487.564,1455.516,1474.21,12041550.0
2018-01-29,1463.528,1482.222,1452.845,1482.222,15119376.0
2018-01-30,1466.198,1479.552,1431.48,1442.162,14499932.0
2018-01-31,1442.162,1458.186,1418.126,1420.797,25363265.0
2018-02-01,1418.126,1479.552,1418.126,1479.552,25623817.0
2018-02-02,1471.54,1471.54,1415.455,1423.467,14506478.0
2018-02-03,1471.54,1471.54,1415.455,1423.467,14506478.0
2018-02-04,1471.54,1471.54,1415.455,1423.467,14506478.0
2018-02-05,1415.455,1415.455,1316.641,1327.323,30386881.0
2018-02-06,1308.629,1356.701,1249.874,1335.335,41850522.0
2018-02-07,1340.677,1346.018,1292.605,1297.946,26251111.0
2018-02-08,1292.605,1305.958,1247.203,1247.203,27935087.0
2018-02-09,1241.862,1324.653,1236.521,1305.958,37452535.0
2018-02-10,1241.862,1324.653,1236.521,1305.958,37452535.0
2018-02-11,1241.862,1324.653,1236.521,1305.958,37452535.0
2018-02-12,1305.958,1343.347,1292.605,1292.605,18168976.0
2018-02-13,1284.593,1295.275,1263.227,1273.91,8517290.0
2018-02-14,1268.569,1335.335,1255.215,1335.335,25341788.0
2018-02-15,1311.299,1359.371,1311.299,1329.994,19775146.0
2018-02-16,1327.323,1354.03,1311.299,1327.323,16524347.0
2018-02-17,1327.323,1354.03,1311.299,1327.323,16524347.0
2018-02-18,1327.323,1354.03,1311.299,1327.323,16524347.0
2018-02-19,1324.653,1332.665,1321.982,1324.653,2258002.0
2018-02-20,1329.994,1346.018,1316.641,1327.323,17638048.0
2018-02-21,1329.994,1340.677,1316.641,1321.982,16584419.0
2018-02-22,1327.323,1388.749,1327.323,1370.054,19293858.0
2018-02-23,1372.725,1404.773,1372.725,1402.102,16841489.0
2018-02-24,1372.725,1404.773,1372.725,1402.102,16841489.0
2018-02-25,1372.725,1404.773,1372.725,1402.102,16841489.0
2018-02-26,1404.773,1423.467,1399.431,1418.126,17069960.0
2018-02-27,1423.467,1428.809,1399.431,1404.773,20941570.0
2018-02-28,1423.467,1460.857,1338.006,1340.677,31369955.0
2018-03-01,1335.335,1346.018,1300.617,1324.653,20277958.0
2018-03-02,1305.958,1340.677,1303.287,1324.653,8127804.0
2018-03-03,1305.958,1340.677,1303.287,1324.653,8127804.0
2018-03-04,1305.958,1340.677,1303.287,1324.653,8127804.0
2018-03-05,1335.335,1351.359,1324.653,1340.677,11840054.0
2018-03-06,1340.677,1354.03,1338.006,1338.006,14059913.0
2018-03-07,1335.335,1338.006,1308.629,1308.629,11803339.0
2018-03-08,1308.629,1321.982,1289.934,1321.982,10040367.0
2018-03-09,1329.994,1346.018,1321.982,1338.006,15772647.0
2018-03-10,1329.994,1346.018,1321.982,1338.006,15772647.0
2018-03-11,1329.994,1346.018,1321.982,1338.006,15772647.0
2018-03-12,1338.006,1351.359,1316.641,1324.653,9264212.0
2018-03-13,1324.653,1346.018,1324.653,1338.006,16545385.0
2018-03-14,1340.677,1343.347,1332.665,1338.006,8492631.0
2018-03-15,1335.335,1364.713,1335.335,1354.03,18235875.0
2018-03-16,1356.701,1391.419,1351.359,1383.407,33446862.0
2018-03-17,1356.701,1391.419,1351.359,1383.407,33446862.0
2018-03-18,1356.701,1391.419,1351.359,1383.407,33446862.0
2018-03-19,1356.701,1391.419,1351.359,1383.407,33446862.0
2018-03-20,1388.749,1431.48,1388.749,1426.138,19753133.0
2018-03-21,1431.48,1468.869,1428.809,1468.869,28627695.0
2018-03-22,1450.174,1460.857,1396.761,1399.431,22941374.0
2018-03-23,1404.773,1458.186,1404.773,1442.162,24121740.0
2018-03-24,1404.773,1458.186,1404.773,1442.162,24121740.0
2018-03-25,1404.773,1458.186,1404.773,1442.162,24121740.0
2018-03-26,1436.821,1484.893,1428.809,1482.222,14256329.0
2018-03-27,1484.893,1500.917,1407.443,1412.785,16069655.0
2018-03-28,1391.419,1410.114,1378.066,1396.761,11978479.0
2018-03-29,1391.419,1410.114,1378.066,1396.761,11978479.0
2018-03-30,1391.419,1410.114,1378.066,1396.761,11978479.0
2018-03-31,1391.419,1410.114,1378.066,1396.761,11978479.0
2018-04-01,1391.419,1410.114,1378.066,1396.761,11978479.0
2018-04-02,1412.785,1468.869,1412.785,1436.821,17643131.0
2018-04-03,1442.162,1466.198,1436.821,1458.186,13109179.0
2018-04-04,1447.504,1476.881,1423.467,1463.528,16780793.0
2018-04-05,1463.528,1479.552,1463.528,1463.528,11539363.0
2018-04-06,1460.857,1468.869,1436.821,1458.186,8840419.0
2018-04-07,1460.857,1468.869,1436.821,1458.186,8840419.0
2018-04-08,1460.857,1468.869,1436.821,1458.186,8840419.0
2018-04-09,1463.528,1490.234,1455.516,1466.198,14311863.0
2018-04-10,1487.564,1500.917,1482.222,1490.234,16216677.0
2018-04-11,1484.893,1597.061,1484.893,1591.72,28627360.0
2018-04-12,1597.061,1629.109,1540.977,1578.366,20202015.0
2018-04-13,1588.829,1608.105,1553.033,1561.293,14192765.0
2018-04-14,1588.829,1608.105,1553.033,1561.293,14192765.0
2018-04-15,1588.829,1608.105,1553.033,1561.293,14192765.0
2018-04-16,1558.54,1575.061,1519.989,1519.989,11157389.0
2018-04-17,1519.989,1591.583,1517.236,1580.569,27452832.0
2018-04-18,1586.076,1663.177,1586.076,1616.365,36420033.0
2018-04-19,1624.626,1671.437,1619.119,1668.684,29262974.0
2018-04-20,1652.162,1676.945,1641.148,1668.684,17862193.0
2018-04-21,1652.162,1676.945,1641.148,1668.684,17862193.0
2018-04-22,1652.162,1676.945,1641.148,1668.684,17862193.0
2018-04-23,1652.162,1698.974,1646.655,1698.974,16787753.0
2018-04-24,1704.481,1732.017,1668.684,1685.205,26203386.0
2018-04-25,1685.205,1696.22,1621.873,1676.945,20320188.0
2018-04-26,1687.959,1701.727,1657.669,1657.669,16649951.0
2018-04-27,1652.162,1690.713,1652.162,1690.713,7165984.0
2018-04-28,1652.162,1690.713,1652.162,1690.713,7165984.0
2018-04-29,1652.162,1690.713,1652.162,1690.713,7165984.0
2018-04-30,1685.205,1718.249,1671.437,1707.234,16583150.0
2018-05-01,1685.205,1718.249,1671.437,1707.234,16583150.0
2018-05-02,1685.205,1726.51,1682.452,1709.988,12936543.0
2018-05-03,1707.234,1732.017,1693.466,1704.481,16028975.0
2018-05-04,1729.263,1751.292,1704.481,1704.481,19543395.0
2018-05-05,1729.263,1751.292,1704.481,1704.481,19543395.0
2018-05-06,1729.263,1751.292,1704.481,1704.481,19543395.0
2018-05-07,1718.249,1734.77,1663.177,1668.684,8968340.0
2018-05-08,1676.945,1704.481,1627.38,1698.974,27490772.0
2018-05-09,1707.234,1751.292,1707.234,1740.278,16116983.0
2018-05-10,1743.031,1745.785,1704.481,1707.234,16109816.0
2018-05-11,1707.234,1737.524,1698.974,1726.51,10265835.0
2018-05-12,1707.234,1737.524,1698.974,1726.51,10265835.0
2018-05-13,1707.234,1737.524,1698.974,1726.51,10265835.0
2018-05-14,1707.234,1737.524,1698.974,1726.51,10265835.0
2018-05-15,1732.017,1825.639,1732.017,1811.871,24354249.0
2018-05-16,1806.364,1822.886,1754.046,1765.06,17888339.0
2018-05-17,1776.074,1795.35,1745.785,1745.785,15789105.0
2018-05-18,1740.278,1770.567,1734.77,1734.77,8555623.0
2018-05-19,1740.278,1770.567,1734.77,1734.77,8555623.0
2018-05-20,1740.278,1770.567,1734.77,1734.77,8555623.0
2018-05-21,1734.77,1765.06,1715.495,1721.002,8976904.0
2018-05-22,1721.002,1737.524,1707.234,1712.742,8591944.0
2018-05-23,1707.234,1709.988,1665.93,1665.93,13700566.0
2018-05-24,1657.669,1698.974,1627.38,1693.466,21049094.0
2018-05-25,1679.698,1679.698,1613.612,1627.38,23120859.0
2018-05-26,1679.698,1679.698,1613.612,1627.38,23120859.0
2018-05-27,1679.698,1679.698,1613.612,1627.38,23120859.0
2018-05-28,1619.119,1619.119,1572.308,1597.09,5455141.0
2018-05-29,1610.858,1693.466,1591.583,1668.684,30216473.0
2018-05-30,1679.698,1723.756,1663.177,1718.249,17779156.0
2018-05-31,1701.727,1732.017,1701.727,1701.727,31990505.0
2018-06-01,1696.22,1721.002,1690.713,1712.742,11857790.0
2018-06-02,1696.22,1721.002,1690.713,1712.742,11857790.0
2018-06-03,1696.22,1721.002,1690.713,1712.742,11857790.0
2018-06-04,1696.22,1721.002,1690.713,1712.742,11857790.0
2018-06-05,1696.22,1709.988,1674.191,1696.22,10739782.0
2018-06-06,1696.22,1709.988,1654.916,1660.423,11052273.0
2018-06-07,1660.423,1696.22,1660.423,1685.205,6633669.0
2018-06-08,1685.205,1704.481,1671.437,1676.945,6236254.0
2018-06-09,1685.205,1704.481,1671.437,1676.945,6236254.0
2018-06-10,1685.205,1704.481,1671.437,1676.945,6236254.0
2018-06-11,1685.205,1704.481,1671.437,1676.945,6236254.0
2018-06-12,1668.684,1674.191,1652.162,1654.916,9577879.0
2018-06-13,1646.655,1665.93,1627.38,1657.669,6428358.0
2018-06-14,1660.423,1671.437,1652.162,1654.916,6623430.0
2018-06-15,1641.148,1643.901,1624.626,1630.133,22545464.0
2018-06-16,1641.148,1643.901,1624.626,1630.133,22545464.0
2018-06-17,1641.148,1643.901,1624.626,1630.133,22545464.0
2018-06-18,1641.148,1679.698,1635.641,1643.901,11007236.0
2018-06-19,1641.148,1649.409,1599.844,1599.844,8412981.0
2018-06-20,1599.844,1632.887,1583.322,1583.322,19876293.0
2018-06-21,1580.569,1591.583,1558.54,1566.801,16288179.0
2018-06-22,1591.583,1605.351,1586.076,1586.076,13624433.0
2018-06-23,1591.583,1605.351,1586.076,1586.076,13624433.0
2018-06-24,1591.583,1605.351,1586.076,1586.076,13624433.0
2018-06-25,1575.061,1580.569,1553.033,1553.033,6008351.0
2018-06-26,1555.786,1602.597,1542.018,1588.829,12069217.0
2018-06-27,1602.597,1643.901,1602.597,1635.641,11116758.0
2018-06-28,1624.626,1654.916,1624.626,1643.901,8542495.0
2018-06-29,1649.409,1668.684,1643.901,1665.93,12667882.0
2018-06-30,1649.409,1668.684,1643.901,1665.93,12667882.0
2018-07-01,1649.409,1668.684,1643.901,1665.93,12667882.0
2018-07-02,1649.409,1668.684,1643.901,1665.93,12667882.0
2018-07-03,1665.93,1679.698,1613.612,1613.612,6264362.0
2018-07-04,1613.612,1613.612,1597.09,1613.612,2377383.0
2018-07-05,1619.119,1638.394,1588.829,1594.337,8018256.0
2018-07-06,1586.076,1619.119,1569.554,1616.365,9635179.0
2018-07-07,1586.076,1619.119,1569.554,1616.365,9635179.0
2018-07-08,1586.076,1619.119,1569.554,1616.365,9635179.0
2018-07-09,1619.119,1654.916,1602.597,1652.162,12479255.0
2018-07-10,1657.669,1676.945,1652.162,1663.177,10187398.0
2018-07-11,1641.148,1660.423,1619.119,1627.38,8161239.0
2018-07-12,1630.133,1630.133,1610.858,1621.873,11450756.0
2018-07-13,1616.365,1638.394,1613.612,1632.887,5659486.0
2018-07-14,1616.365,1638.394,1613.612,1632.887,5659486.0
2018-07-15,1616.365,1638.394,1613.612,1632.887,5659486.0
2018-07-16,1616.365,1619.119,1586.076,1619.119,11523267.0
2018-07-17,1610.858,1643.901,1608.105,1630.133,7721833.0
2018-07-18,1613.612,1641.148,1610.858,1632.887,6749112.0
2018-07-19,1635.641,1646.655,1621.873,1624.626,5021416.0
2018-07-20,1635.641,1646.655,1621.873,1624.626,5021416.0
2018-07-21,1635.641,1646.655,1621.873,1624.626,5021416.0
2018-07-22,1635.641,1646.655,1621.873,1624.626,5021416.0
2018-07-23,1635.641,1649.409,1630.133,1635.641,4729684.0
2018-07-24,1641.148,1649.409,1632.887,1632.887,4971962.0
2018-07-25,1627.38,1652.162,1627.38,1652.162,7339026.0
2018-07-26,1641.148,1654.916,1632.887,1654.916,6349490.0
2018-07-27,1654.916,1668.684,1635.641,1643.901,8925546.0
2018-07-28,1654.916,1668.684,1635.641,1643.901,8925546.0
2018-07-29,1654.916,1668.684,1635.641,1643.901,8925546.0
2018-07-30,1652.162,1704.481,1652.162,1696.22,13245670.0
2018-07-31,1696.22,1701.727,1665.93,1690.713,11049846.0
2018-08-01,1682.452,1721.002,1671.437,1721.002,9668493.0
2018-08-02,1707.234,1734.77,1701.727,1723.756,5263757.0
2018-08-03,1729.263,1743.031,1685.205,1704.481,9485222.0
2018-08-04,1729.263,1743.031,1685.205,1704.481,9485222.0
2018-08-05,1729.263,1743.031,1685.205,1704.481,9485222.0
2018-08-06,1707.234,1729.263,1696.22,1729.263,3443163.0
2018-08-07,1707.234,1729.263,1696.22,1729.263,3443163.0
2018-08-08,1723.756,1748.538,1690.713,1748.538,6418299.0
2018-08-09,1707.234,1709.988,1649.409,1668.684,14488186.0
2018-08-10,1665.93,1698.974,1654.916,1690.713,5762540.0
2018-08-11,1665.93,1698.974,1654.916,1690.713,5762540.0
2018-08-12,1665.93,1698.974,1654.916,1690.713,5762540.0
2018-08-13,1679.698,1701.727,1679.698,1685.205,6514274.0
2018-08-14,1685.205,1712.742,1685.205,1707.234,7673084.0
2018-08-15,1709.988,1732.017,1643.901,1652.162,18888018.0
2018-08-16,1652.162,1690.713,1652.162,1687.959,7319286.0
2018-08-17,1690.713,1707.234,1690.713,1704.481,7374383.0
2018-08-18,1690.713,1707.234,1690.713,1704.481,7374383.0
2018-08-19,1690.713,1707.234,1690.713,1704.481,7374383.0
2018-08-20,1690.713,1707.234,1690.713,1704.481,7374383.0
2018-08-21,1707.234,1751.292,1707.234,1729.263,12711478.0
2018-08-22,1740.278,1773.321,1740.278,1773.321,12451012.0
2018-08-23,1762.306,1784.335,1756.799,1784.335,7774766.0
2018-08-24,1787.089,1814.625,1787.089,1800.857,9928932.0
2018-08-25,1787.089,1814.625,1787.089,1800.857,9928932.0
2018-08-26,1787.089,1814.625,1787.089,1800.857,9928932.0
2018-08-27,1795.35,1820.132,1792.596,1820.132,6358829.0
2018-08-28,1820.132,1833.9,1811.871,1833.9,11295869.0
2018-08-29,1836.654,1869.697,1836.654,1864.19,11463307.0
2018-08-30,1872.451,1897.233,1861.436,1897.233,9527838.0
2018-08-31,1899.987,1902.74,1880.711,1883.465,9523812.0
2018-09-01,1899.987,1902.74,1880.711,1883.465,9523812.0
2018-09-02,1899.987,1902.74,1880.711,1883.465,9523812.0
2018-09-03,1872.451,1872.451,1847.668,1869.697,1050647.0
2018-09-04,1872.451,1908.247,1872.451,1902.74,10856040.0
2018-09-05,1883.465,1899.987,1866.943,1888.972,10502983.0
2018-09-06,1877.958,1894.479,1861.436,1866.943,7824380.0
2018-09-07,1844.915,1894.479,1844.915,1877.958,10556465.0
2018-09-08,1844.915,1894.479,1844.915,1877.958,10556465.0
2018-09-09,1844.915,1894.479,1844.915,1877.958,10556465.0
2018-09-10,1872.451,1894.479,1872.451,1877.958,8712136.0
2018-09-11,1877.958,1916.508,1877.958,1916.508,14248165.0
2018-09-12,1922.015,2114.768,1922.015,2103.753,39334861.0
2018-09-13,2089.985,2125.782,2026.652,2073.464,20313517.0
2018-09-14,2070.71,2120.275,2056.942,2087.232,8670883.0
2018-09-15,2070.71,2120.275,2056.942,2087.232,8670883.0
2018-09-16,2070.71,2120.275,2056.942,2087.232,8670883.0
2018-09-17,2084.478,2153.318,2076.217,2131.289,10148892.0
2018-09-18,2142.304,2202.883,2142.304,2169.84,15456002.0
2018-09-19,2164.333,2164.333,2089.985,2120.275,9418841.0
2018-09-20,2112.014,2131.289,2040.42,2045.928,17197063.0
2018-09-21,2065.203,2095.492,2026.652,2026.652,37701867.0
2018-09-22,2065.203,2095.492,2026.652,2026.652,37701867.0
2018-09-23,2065.203,2095.492,2026.652,2026.652,37701867.0
2018-09-24,2040.42,2150.565,2040.42,2147.811,14600630.0
2018-09-25,2153.318,2200.129,2153.318,2164.333,11925910.0
2018-09-26,2153.318,2194.622,2131.289,2161.579,13196514.0
2018-09-27,2180.854,2194.622,2169.84,2191.869,12282181.0
2018-09-28,2169.84,2219.405,2169.84,2219.405,13891844.0
2018-09-29,2169.84,2219.405,2169.84,2219.405,13891844.0
2018-09-30,2169.84,2219.405,2169.84,2219.405,13891844.0
2018-10-01,2224.912,2288.245,2219.405,2285.491,10917747.0
2018-10-02,2257.955,2307.52,2227.665,2260.709,12111665.0
2018-10-03,2235.926,2296.506,2235.926,2290.998,8424196.0
2018-10-04,2277.23,2288.245,2244.187,2246.941,7168472.0
2018-10-05,2233.173,2249.694,2202.883,2211.144,10646500.0
2018-10-06,2233.173,2249.694,2202.883,2211.144,10646500.0
2018-10-07,2233.173,2249.694,2202.883,2211.144,10646500.0
2018-10-08,2202.883,2222.158,2178.101,2197.376,6648486.0
2018-10-09,2197.376,2263.462,2197.376,2246.941,9509282.0
2018-10-10,2244.187,2257.955,2194.622,2211.144,16971940.0
2018-10-11,2202.883,2202.883,2139.55,2147.811,18863255.0
2018-10-12,2169.84,2208.39,2156.072,2175.347,12387821.0
2018-10-13,2169.84,2208.39,2156.072,2175.347,12387821.0
2018-10-14,2169.84,2208.39,2156.072,2175.347,12387821.0
2018-10-15,2169.84,2208.39,2156.072,2175.347,12387821.0
2018-10-16,2158.825,2186.361,2114.768,2186.361,14927040.0
2018-10-17,2161.579,2205.637,2139.55,2183.608,14355175.0
2018-10-18,2147.811,2197.376,2147.811,2161.579,11056166.0
2018-10-19,2161.579,2197.376,2161.579,2175.347,6381998.0
2018-10-20,2161.579,2197.376,2161.579,2175.347,6381998.0
2018-10-21,2161.579,2197.376,2161.579,2175.347,6381998.0
2018-10-22,2178.101,2191.869,2161.579,2180.854,10439667.0
2018-10-23,2153.318,2158.825,2092.739,2117.521,21589698.0
2018-10-24,2142.304,2156.072,2029.406,2029.406,14531835.0
2018-10-25,2037.667,2062.449,2021.145,2040.42,10998574.0
2018-10-26,2021.145,2087.232,2010.131,2067.956,8313016.0
2018-10-27,2021.145,2087.232,2010.131,2067.956,8313016.0
2018-10-28,2021.145,2087.232,2010.131,2067.956,8313016.0
2018-10-29,2065.203,2101.0,2018.392,2032.16,13411134.0
2018-10-30,2026.652,2076.217,2001.87,2065.203,13259255.0
2018-10-31,2073.464,2112.014,2059.696,2059.696,19988688.0
2018-11-01,2037.667,2059.696,1902.74,1908.247,20423762.0
2018-11-02,1894.479,1955.059,1861.436,1888.972,18935648.0
2018-11-03,1894.479,1955.059,1861.436,1888.972,18935648.0
2018-11-04,1894.479,1955.059,1861.436,1888.972,18935648.0
2018-11-05,1894.479,1955.059,1861.436,1888.972,18935648.0
2018-11-06,1924.769,1927.523,1861.436,1894.479,16632301.0
2018-11-07,1899.987,1938.537,1880.711,1916.508,6368643.0
2018-11-08,1872.451,1944.044,1872.451,1886.219,6625652.0
2018-11-09,1880.711,1927.523,1844.915,1894.479,12499312.0
2018-11-10,1880.711,1927.523,1844.915,1894.479,12499312.0
2018-11-11,1880.711,1927.523,1844.915,1894.479,12499312.0
2018-11-12,1880.711,1927.523,1844.915,1894.479,12499312.0
2018-11-13,1869.697,1869.697,1773.321,1784.335,16995386.0
2018-11-14,1795.35,1833.9,1770.567,1789.842,6182160.0
2018-11-15,1795.35,1811.871,1778.828,1806.364,7679936.0
2018-11-16,1817.378,1833.9,1792.596,1803.61,9607023.0
2018-11-17,1817.378,1833.9,1792.596,1803.61,9607023.0
2018-11-18,1817.378,1833.9,1792.596,1803.61,9607023.0
2018-11-19,1792.596,1792.596,1745.785,1756.799,10232438.0
2018-11-20,1745.785,1745.785,1657.669,1685.205,19450389.0
2018-11-21,1690.713,1734.77,1690.713,1734.77,14925956.0
2018-11-22,1718.249,1729.263,1693.466,1729.263,934743.0
2018-11-23,1696.22,1696.22,1646.655,1663.177,6399259.0
2018-11-24,1696.22,1696.22,1646.655,1663.177,6399259.0
2018-11-25,1696.22,1696.22,1646.655,1663.177,6399259.0
2018-11-26,1668.684,1701.727,1668.684,1693.466,9311343.0
