,ECOPETL CB Equity,ECOPETL CB Equity,ECOPETL CB Equity,ECOPETL CB Equity,ECOPETL CB Equity
2010-05-03,1061.138,1068.786,1059.226,1066.874,6778248.0
2010-05-04,1061.138,1064.962,1055.402,1061.138,3361254.0
2010-05-05,1051.578,1051.578,1042.019,1042.019,10766514.0
2010-05-06,1042.019,1043.931,1009.515,1017.163,20058847.0
2010-05-07,1003.779,1020.987,986.572,1020.987,17031529.0
2010-05-08,1003.779,1020.987,986.572,1020.987,17031529.0
2010-05-09,1003.779,1020.987,986.572,1020.987,17031529.0
2010-05-10,1034.371,1049.666,1032.459,1040.107,8726235.0
2010-05-11,1040.107,1051.578,1034.371,1049.666,7107640.0
2010-05-12,1049.666,1061.138,1049.666,1061.138,9110836.0
2010-05-13,1059.226,1063.05,1051.578,1057.314,5848215.0
2010-05-14,1045.843,1053.49,1038.195,1047.755,9393688.0
2010-05-15,1045.843,1053.49,1038.195,1047.755,9393688.0
2010-05-16,1045.843,1053.49,1038.195,1047.755,9393688.0
2010-05-17,1045.843,1053.49,1038.195,1047.755,9393688.0
2010-05-18,1040.107,1040.107,1036.283,1036.283,2770881.0
2010-05-19,1034.371,1034.371,1020.987,1032.459,5707086.0
2010-05-20,1028.635,1028.635,1003.779,1017.163,12480007.0
2010-05-21,1009.515,1022.899,1005.691,1005.691,8713737.0
2010-05-22,1009.515,1022.899,1005.691,1005.691,8713737.0
2010-05-23,1009.515,1022.899,1005.691,1005.691,8713737.0
2010-05-24,1007.603,1017.163,1007.603,1017.163,5462375.0
2010-05-25,998.044,1007.603,992.308,1005.691,7268585.0
2010-05-26,1007.603,1028.635,999.955,1028.635,9174725.0
2010-05-27,1028.635,1036.283,1024.811,1030.547,8100760.0
2010-05-28,1028.635,1036.283,1020.987,1036.283,5799484.0
2010-05-29,1028.635,1036.283,1020.987,1036.283,5799484.0
2010-05-30,1028.635,1036.283,1020.987,1036.283,5799484.0
2010-05-31,1032.459,1036.283,1028.635,1032.459,2138729.0
2010-06-01,1028.635,1043.931,1028.635,1043.931,6371349.0
2010-06-02,1040.107,1047.755,1040.107,1043.931,4552385.0
2010-06-03,1047.755,1047.755,1040.107,1040.107,2061572.0
2010-06-04,1032.459,1042.019,1028.635,1028.635,3594413.0
2010-06-05,1032.459,1042.019,1028.635,1028.635,3594413.0
2010-06-06,1032.459,1042.019,1028.635,1028.635,3594413.0
2010-06-07,1032.459,1042.019,1028.635,1028.635,3594413.0
2010-06-08,1028.635,1028.635,1017.163,1026.723,2114549.0
2010-06-09,1032.459,1036.283,1030.547,1032.459,4260972.0
2010-06-10,1032.459,1038.195,1030.547,1036.283,2664571.0
2010-06-11,1034.371,1040.107,1034.371,1036.283,3058689.0
2010-06-12,1034.371,1040.107,1034.371,1036.283,3058689.0
2010-06-13,1034.371,1040.107,1034.371,1036.283,3058689.0
2010-06-14,1034.371,1040.107,1034.371,1036.283,3058689.0
2010-06-15,1042.019,1045.843,1036.283,1040.107,1923765.0
2010-06-16,1040.107,1051.578,1040.107,1051.578,6512257.0
2010-06-17,1053.49,1053.49,1047.755,1051.578,3224517.0
2010-06-18,1051.578,1057.314,1049.666,1057.314,4871979.0
2010-06-19,1051.578,1057.314,1049.666,1057.314,4871979.0
2010-06-20,1051.578,1057.314,1049.666,1057.314,4871979.0
2010-06-21,1057.314,1063.05,1051.578,1051.578,5337470.0
2010-06-22,1049.666,1051.578,1043.931,1047.755,2912656.0
2010-06-23,1043.931,1055.402,1040.107,1055.402,3064038.0
2010-06-24,1047.755,1059.226,1047.755,1059.226,3624142.0
2010-06-25,1051.578,1061.138,1051.578,1061.138,2173206.0
2010-06-26,1051.578,1061.138,1051.578,1061.138,2173206.0
2010-06-27,1051.578,1061.138,1051.578,1061.138,2173206.0
2010-06-28,1055.402,1059.226,1051.578,1051.578,2036927.0
2010-06-29,1047.755,1051.578,1045.843,1047.755,1948462.0
2010-06-30,1043.931,1053.49,1043.931,1053.49,2373254.0
2010-07-01,1053.49,1053.49,1040.107,1045.843,1840595.0
2010-07-02,1045.843,1045.843,1042.019,1042.019,1091745.0
2010-07-03,1045.843,1045.843,1042.019,1042.019,1091745.0
2010-07-04,1045.843,1045.843,1042.019,1042.019,1091745.0
2010-07-05,1045.843,1045.843,1042.019,1042.019,1091745.0
2010-07-06,1042.019,1053.49,1042.019,1053.49,2034209.0
2010-07-07,1047.755,1057.314,1045.843,1057.314,4070785.0
2010-07-08,1059.226,1072.61,1059.226,1068.786,15980002.0
2010-07-09,1070.698,1082.17,1066.874,1080.258,9997968.0
2010-07-10,1070.698,1082.17,1066.874,1080.258,9997968.0
2010-07-11,1070.698,1082.17,1066.874,1080.258,9997968.0
2010-07-12,1082.17,1093.642,1082.17,1089.818,10250452.0
2010-07-13,1097.465,1103.201,1093.642,1093.642,10219776.0
2010-07-14,1093.642,1122.321,1093.642,1120.409,16410480.0
2010-07-15,1120.409,1145.265,1114.673,1139.529,14267672.0
2010-07-16,1137.617,1156.736,1135.705,1143.353,22497695.0
2010-07-17,1137.617,1156.736,1135.705,1143.353,22497695.0
2010-07-18,1137.617,1156.736,1135.705,1143.353,22497695.0
2010-07-19,1143.353,1149.088,1143.353,1149.088,4388541.0
2010-07-20,1143.353,1149.088,1143.353,1149.088,4388541.0
2010-07-21,1154.824,1185.416,1151.0,1185.416,17248519.0
2010-07-22,1187.328,1202.623,1177.768,1198.799,16559678.0
2010-07-23,1204.535,1204.535,1179.68,1179.68,9364744.0
2010-07-24,1204.535,1204.535,1179.68,1179.68,9364744.0
2010-07-25,1204.535,1204.535,1179.68,1179.68,9364744.0
2010-07-26,1194.975,1212.183,1187.328,1210.271,12608567.0
2010-07-27,1210.271,1210.271,1194.975,1196.887,9143585.0
2010-07-28,1194.975,1202.623,1183.504,1198.799,9504074.0
2010-07-29,1202.623,1204.535,1179.68,1183.504,11175109.0
2010-07-30,1179.68,1191.152,1177.768,1187.328,7572568.0
2010-07-31,1179.68,1191.152,1177.768,1187.328,7572568.0
2010-08-01,1179.68,1191.152,1177.768,1187.328,7572568.0
2010-08-02,1198.799,1204.535,1193.064,1202.623,7803288.0
2010-08-03,1216.007,1240.863,1204.535,1240.863,16490948.0
2010-08-04,1250.422,1267.63,1242.775,1265.718,12774860.0
2010-08-05,1265.718,1319.253,1261.894,1319.253,16908791.0
2010-08-06,1319.253,1319.253,1284.838,1286.75,13903938.0
2010-08-07,1319.253,1319.253,1284.838,1286.75,13903938.0
2010-08-08,1319.253,1319.253,1284.838,1286.75,13903938.0
2010-08-09,1300.133,1302.045,1281.014,1281.014,8705351.0
2010-08-10,1281.013,1286.801,1275.226,1275.226,7246843.0
2010-08-11,1269.438,1273.296,1252.075,1254.004,8112154.0
2010-08-12,1250.146,1265.58,1240.499,1265.58,8870569.0
2010-08-13,1269.438,1282.943,1263.65,1281.013,12514661.0
2010-08-14,1269.438,1282.943,1263.65,1281.013,12514661.0
2010-08-15,1269.438,1282.943,1263.65,1281.013,12514661.0
2010-08-16,1269.438,1282.943,1263.65,1281.013,12514661.0
2010-08-17,1292.589,1296.447,1286.801,1288.73,9428197.0
2010-08-18,1281.013,1281.013,1273.296,1277.155,6593662.0
2010-08-19,1273.296,1282.943,1271.367,1277.155,7864952.0
2010-08-20,1275.226,1275.226,1269.438,1273.296,2770824.0
2010-08-21,1275.226,1275.226,1269.438,1273.296,2770824.0
2010-08-22,1275.226,1275.226,1269.438,1273.296,2770824.0
2010-08-23,1284.872,1292.589,1277.155,1292.589,5900200.0
2010-08-24,1284.872,1296.447,1275.226,1296.447,4214877.0
2010-08-25,1296.447,1296.447,1288.73,1292.589,3122502.0
2010-08-26,1292.589,1319.598,1292.589,1308.023,8798061.0
2010-08-27,1319.598,1329.244,1311.881,1325.386,10628467.0
2010-08-28,1319.598,1329.244,1311.881,1325.386,10628467.0
2010-08-29,1319.598,1329.244,1311.881,1325.386,10628467.0
2010-08-30,1331.174,1331.174,1321.527,1331.174,4891052.0
2010-08-31,1323.457,1346.607,1323.457,1344.678,5917713.0
2010-09-01,1350.466,1389.051,1350.466,1381.334,10873860.0
2010-09-02,1389.051,1396.768,1350.466,1350.466,10174353.0
2010-09-03,1373.617,1373.617,1344.678,1350.466,11646145.0
2010-09-04,1373.617,1373.617,1344.678,1350.466,11646145.0
2010-09-05,1373.617,1373.617,1344.678,1350.466,11646145.0
2010-09-06,1352.395,1389.051,1352.395,1389.051,8993342.0
2010-09-07,1383.263,1404.485,1381.334,1396.768,9607084.0
2010-09-08,1408.343,1441.14,1408.343,1441.14,9358326.0
2010-09-09,1462.362,1479.725,1439.211,1454.645,15716152.0
2010-09-10,1460.432,1466.22,1419.919,1423.777,16645022.0
2010-09-11,1460.432,1466.22,1419.919,1423.777,16645022.0
2010-09-12,1460.432,1466.22,1419.919,1423.777,16645022.0
2010-09-13,1427.635,1441.14,1396.768,1406.414,12937030.0
2010-09-14,1406.414,1412.202,1390.98,1394.838,12203221.0
2010-09-15,1389.051,1398.697,1373.617,1373.617,16930417.0
2010-09-16,1373.617,1381.334,1367.829,1369.758,7829201.0
2010-09-17,1369.758,1377.475,1356.254,1362.041,5767619.0
2010-09-18,1369.758,1377.475,1356.254,1362.041,5767619.0
2010-09-19,1369.758,1377.475,1356.254,1362.041,5767619.0
2010-09-20,1362.041,1396.768,1362.041,1392.909,10659051.0
2010-09-21,1392.909,1421.848,1392.909,1406.414,12903145.0
2010-09-22,1414.131,1414.131,1381.334,1383.263,9044235.0
2010-09-23,1381.334,1387.121,1365.9,1373.617,9133958.0
2010-09-24,1385.192,1385.192,1377.475,1383.263,4996563.0
2010-09-25,1385.192,1385.192,1377.475,1383.263,4996563.0
2010-09-26,1385.192,1385.192,1377.475,1383.263,4996563.0
2010-09-27,1383.263,1390.98,1381.334,1387.121,3151317.0
2010-09-28,1385.192,1402.555,1383.263,1402.555,7635767.0
2010-09-29,1404.485,1439.211,1404.485,1439.211,16801827.0
2010-09-30,1464.291,1466.22,1425.706,1427.635,14087643.0
2010-10-01,1431.494,1441.14,1423.777,1437.282,8971999.0
2010-10-02,1431.494,1441.14,1423.777,1437.282,8971999.0
2010-10-03,1431.494,1441.14,1423.777,1437.282,8971999.0
2010-10-04,1446.928,1446.928,1433.423,1439.211,3834087.0
2010-10-05,1439.211,1475.866,1437.282,1497.088,22189020.0
2010-10-06,1497.088,1576.187,1502.876,1574.257,24576033.0
2010-10-07,1581.974,1581.974,1535.673,1539.531,15238664.0
2010-10-08,1535.673,1570.399,1524.097,1564.611,16263820.0
2010-10-09,1535.673,1570.399,1524.097,1564.611,16263820.0
2010-10-10,1535.673,1570.399,1524.097,1564.611,16263820.0
2010-10-11,1570.399,1587.762,1570.399,1583.904,8036230.0
2010-10-12,1581.974,1587.762,1562.682,1580.045,6599884.0
2010-10-13,1601.267,1612.842,1589.691,1607.055,15392021.0
2010-10-14,1620.559,1624.418,1595.479,1601.267,16650850.0
2010-10-15,1605.125,1607.055,1576.187,1597.408,9149755.0
2010-10-16,1605.125,1607.055,1576.187,1597.408,9149755.0
2010-10-17,1605.125,1607.055,1576.187,1597.408,9149755.0
2010-10-18,1605.125,1607.055,1576.187,1597.408,9149755.0
2010-10-19,1643.71,1655.285,1601.267,1647.568,18617430.0
2010-10-20,1655.285,1661.073,1612.842,1637.922,10358583.0
2010-10-21,1639.852,1655.285,1639.852,1647.568,8114740.0
2010-10-22,1649.498,1682.295,1649.498,1674.578,16000304.0
2010-10-23,1649.498,1682.295,1649.498,1674.578,16000304.0
2010-10-24,1649.498,1682.295,1649.498,1674.578,16000304.0
2010-10-25,1676.507,1691.941,1663.002,1672.649,8155594.0
2010-10-26,1668.79,1682.295,1643.71,1682.295,10821864.0
2010-10-27,1649.498,1682.295,1637.922,1682.295,11898886.0
2010-10-28,1682.295,1701.587,1682.295,1682.295,7678432.0
2010-10-29,1659.144,1705.446,1657.215,1701.587,7149075.0
2010-10-30,1659.144,1705.446,1657.215,1701.587,7149075.0
2010-10-31,1659.144,1705.446,1657.215,1701.587,7149075.0
2010-11-01,1659.144,1705.446,1657.215,1701.587,7149075.0
2010-11-02,1705.446,1736.313,1705.446,1707.375,6443519.0
2010-11-03,1717.021,1722.809,1707.375,1718.95,3711457.0
2010-11-04,1726.667,1751.747,1724.738,1753.677,9902711.0
2010-11-05,1753.677,1801.907,1749.818,1786.474,8388277.0
2010-11-06,1753.677,1801.907,1749.818,1786.474,8388277.0
2010-11-07,1753.677,1801.907,1749.818,1786.474,8388277.0
2010-11-08,1798.049,1809.624,1767.181,1794.191,8301508.0
2010-11-09,1809.624,1830.846,1798.049,1798.049,14387084.0
2010-11-10,1794.191,1813.483,1744.03,1744.03,12697040.0
2010-11-11,1755.606,1759.464,1674.578,1676.507,15148659.0
2010-11-12,1651.427,1674.578,1599.338,1599.338,21766562.0
2010-11-13,1651.427,1674.578,1599.338,1599.338,21766562.0
2010-11-14,1651.427,1674.578,1599.338,1599.338,21766562.0
2010-11-15,1651.427,1674.578,1599.338,1599.338,21766562.0
2010-11-16,1572.328,1583.904,1497.088,1551.107,19032935.0
2010-11-17,1585.833,1635.993,1551.107,1620.559,17671555.0
2010-11-18,1634.064,1717.021,1634.064,1643.71,16617295.0
2010-11-19,1632.135,1635.993,1562.682,1578.116,32592351.0
2010-11-20,1632.135,1635.993,1562.682,1578.116,32592351.0
2010-11-21,1632.135,1635.993,1562.682,1578.116,32592351.0
2010-11-22,1610.913,1626.347,1570.399,1581.974,12794201.0
2010-11-23,1562.682,1562.682,1533.743,1556.894,5568410.0
2010-11-24,1562.682,1597.408,1562.682,1587.762,9959748.0
2010-11-25,1593.55,1608.984,1545.319,1551.107,9444290.0
2010-11-26,1545.319,1545.319,1466.22,1518.31,18500297.0
2010-11-27,1545.319,1545.319,1466.22,1518.31,18500297.0
2010-11-28,1545.319,1545.319,1466.22,1518.31,18500297.0
2010-11-29,1512.522,1531.814,1452.716,1464.291,20025814.0
2010-11-30,1470.125,1493.46,1448.734,1493.46,11708921.0
2010-12-01,1516.795,1528.463,1493.46,1499.294,15534779.0
2010-12-02,1516.795,1555.687,1507.072,1551.798,13631988.0
2010-12-03,1544.02,1579.023,1536.241,1563.466,10695251.0
2010-12-04,1544.02,1579.023,1536.241,1563.466,10695251.0
2010-12-05,1544.02,1579.023,1536.241,1563.466,10695251.0
2010-12-06,1555.687,1577.078,1551.798,1573.189,6084583.0
2010-12-07,1579.023,1610.136,1579.023,1588.746,13644143.0
2010-12-08,1579.023,1610.136,1579.023,1588.746,13644143.0
2010-12-09,1588.746,1602.358,1575.133,1586.801,6601834.0
2010-12-10,1590.69,1596.524,1582.912,1582.912,5971310.0
2010-12-11,1590.69,1596.524,1582.912,1582.912,5971310.0
2010-12-12,1590.69,1596.524,1582.912,1582.912,5971310.0
2010-12-13,1594.58,1604.303,1584.857,1604.303,7594125.0
2010-12-14,1615.97,1633.472,1606.247,1629.583,9077734.0
2010-12-15,1621.804,1629.583,1594.58,1594.58,6402393.0
2010-12-16,1592.635,1592.635,1567.355,1592.635,9226492.0
2010-12-17,1588.746,1588.746,1561.521,1563.466,12301796.0
2010-12-18,1588.746,1588.746,1561.521,1563.466,12301796.0
2010-12-19,1588.746,1588.746,1561.521,1563.466,12301796.0
2010-12-20,1561.521,1569.3,1549.854,1559.577,9228235.0
2010-12-21,1559.577,1575.133,1557.632,1575.133,7056179.0
2010-12-22,1571.244,1592.635,1571.244,1592.635,7819581.0
2010-12-23,1588.746,1600.413,1582.912,1594.58,30659883.0
2010-12-24,1590.69,1596.524,1586.801,1596.524,2170000.0
2010-12-25,1590.69,1596.524,1586.801,1596.524,2170000.0
2010-12-26,1590.69,1596.524,1586.801,1596.524,2170000.0
2010-12-27,1598.469,1629.583,1594.58,1621.804,12713497.0
2010-12-28,1606.247,1621.804,1598.469,1600.413,14215649.0
2010-12-29,1604.303,1615.97,1596.524,1600.413,9206198.0
2010-12-30,1594.58,1598.469,1565.41,1594.58,4818478.0
2010-12-31,1594.58,1598.469,1565.41,1594.58,4818478.0
2011-01-01,1594.58,1598.469,1565.41,1594.58,4818478.0
2011-01-02,1594.58,1598.469,1565.41,1594.58,4818478.0
2011-01-03,1577.078,1594.58,1547.909,1555.687,4423007.0
2011-01-04,1555.687,1555.687,1530.407,1555.687,3343509.0
2011-01-05,1547.909,1547.909,1510.961,1510.961,3316222.0
2011-01-06,1509.017,1509.017,1479.848,1479.848,3586780.0
2011-01-07,1479.848,1512.906,1477.903,1512.906,6569679.0
2011-01-08,1479.848,1512.906,1477.903,1512.906,6569679.0
2011-01-09,1479.848,1512.906,1477.903,1512.906,6569679.0
2011-01-10,1479.848,1512.906,1477.903,1512.906,6569679.0
2011-01-11,1510.961,1510.961,1487.626,1493.46,4863245.0
2011-01-12,1510.961,1540.131,1493.46,1534.297,9152178.0
2011-01-13,1532.352,1571.244,1532.352,1571.244,8169894.0
2011-01-14,1557.632,1588.746,1555.687,1561.521,5287837.0
2011-01-15,1557.632,1588.746,1555.687,1561.521,5287837.0
2011-01-16,1557.632,1588.746,1555.687,1561.521,5287837.0
2011-01-17,1557.632,1575.133,1557.632,1575.133,2341785.0
2011-01-18,1565.41,1584.857,1565.41,1571.244,4384539.0
2011-01-19,1571.244,1580.967,1551.798,1557.632,5912866.0
2011-01-20,1555.687,1555.687,1520.684,1524.574,4649013.0
2011-01-21,1524.574,1544.02,1524.574,1526.518,4336356.0
2011-01-22,1524.574,1544.02,1524.574,1526.518,4336356.0
2011-01-23,1524.574,1544.02,1524.574,1526.518,4336356.0
2011-01-24,1516.795,1532.352,1501.238,1532.352,2294842.0
2011-01-25,1532.352,1532.352,1499.294,1501.238,3486511.0
2011-01-26,1509.017,1540.131,1507.072,1532.352,5671760.0
2011-01-27,1544.02,1555.687,1526.518,1528.463,4797554.0
2011-01-28,1532.352,1542.075,1526.518,1542.075,2990118.0
2011-01-29,1532.352,1542.075,1526.518,1542.075,2990118.0
2011-01-30,1532.352,1542.075,1526.518,1542.075,2990118.0
2011-01-31,1544.02,1559.577,1542.075,1544.02,7277154.0
2011-02-01,1551.798,1573.189,1544.02,1544.02,8434091.0
2011-02-02,1555.687,1555.687,1540.131,1540.131,2029977.0
2011-02-03,1538.186,1545.964,1524.574,1526.518,3487452.0
2011-02-04,1530.407,1540.131,1512.906,1522.629,5296606.0
2011-02-05,1530.407,1540.131,1512.906,1522.629,5296606.0
2011-02-06,1530.407,1540.131,1512.906,1522.629,5296606.0
2011-02-07,1522.629,1528.463,1505.128,1528.463,4659348.0
2011-02-08,1516.795,1551.798,1516.795,1551.798,6084257.0
2011-02-09,1544.02,1551.798,1532.352,1544.02,5921368.0
2011-02-10,1538.186,1538.186,1520.684,1520.684,2216602.0
2011-02-11,1520.684,1528.463,1514.851,1516.795,2998015.0
2011-02-12,1520.684,1528.463,1514.851,1516.795,2998015.0
2011-02-13,1520.684,1528.463,1514.851,1516.795,2998015.0
2011-02-14,1516.795,1522.629,1514.851,1516.795,3552721.0
2011-02-15,1522.629,1536.241,1516.795,1516.795,3489731.0
2011-02-16,1518.74,1530.407,1518.74,1524.574,4579764.0
2011-02-17,1520.684,1520.684,1493.46,1493.46,5901138.0
2011-02-18,1493.46,1497.349,1452.623,1458.457,6651516.0
2011-02-19,1493.46,1497.349,1452.623,1458.457,6651516.0
2011-02-20,1493.46,1497.349,1452.623,1458.457,6651516.0
2011-02-21,1466.235,1477.903,1466.235,1477.903,2106801.0
2011-02-22,1477.903,1483.737,1462.346,1462.346,2627055.0
2011-02-23,1475.958,1534.297,1468.18,1516.795,18164528.0
2011-02-24,1528.463,1549.854,1520.684,1530.407,18704927.0
2011-02-25,1524.574,1542.075,1522.629,1538.186,8489522.0
2011-02-26,1524.574,1542.075,1522.629,1538.186,8489522.0
2011-02-27,1524.574,1542.075,1522.629,1538.186,8489522.0
2011-02-28,1538.186,1547.909,1538.186,1542.075,8150167.0
2011-03-01,1549.854,1563.466,1545.964,1549.854,15723706.0
2011-03-02,1555.687,1559.577,1538.186,1538.186,3607723.0
2011-03-03,1536.241,1555.687,1536.241,1555.687,6214961.0
