,HOT GR Equity
2016-05-03,10.2625
2016-05-04,10.2625
2016-05-05,10.2625
2016-05-06,10.2625
2016-05-07,10.2625
2016-05-08,10.2625
2016-05-09,10.2625
2016-05-10,10.2625
2016-05-11,10.2625
2016-05-12,10.2625
2016-05-13,10.2625
2016-05-14,10.2625
2016-05-15,10.2625
2016-05-16,10.2625
2016-05-17,10.2625
2016-05-18,10.2625
2016-05-19,10.2625
2016-05-20,10.2625
2016-05-21,10.2625
2016-05-22,10.2625
2016-05-23,10.2625
2016-05-24,10.2625
2016-05-25,10.2625
2016-05-26,10.2625
2016-05-27,10.2625
2016-05-28,10.2625
2016-05-29,10.2625
2016-05-30,10.2625
2016-05-31,10.2625
2016-06-01,10.2625
2016-06-02,10.2625
2016-06-03,10.2625
2016-06-04,10.2625
2016-06-05,10.2625
2016-06-06,10.2625
2016-06-07,10.2625
2016-06-08,10.2625
2016-06-09,10.2625
2016-06-10,10.2625
2016-06-11,10.2625
2016-06-12,10.2625
2016-06-13,10.2625
2016-06-14,10.2625
2016-06-15,10.2625
2016-06-16,10.2625
2016-06-17,10.2625
2016-06-18,10.2625
2016-06-19,10.2625
2016-06-20,10.2625
2016-06-21,10.2625
2016-06-22,10.2625
2016-06-23,10.2625
2016-06-24,10.2625
2016-06-25,10.2625
2016-06-26,10.2625
2016-06-27,10.2625
2016-06-28,10.2625
2016-06-29,10.2625
2016-06-30,11.7913
2016-07-01,11.7913
2016-07-02,11.7913
2016-07-03,11.7913
2016-07-04,11.7913
2016-07-05,11.7913
2016-07-06,11.7913
2016-07-07,11.7913
2016-07-08,11.7913
2016-07-09,11.7913
2016-07-10,11.7913
2016-07-11,11.7913
2016-07-12,11.7913
2016-07-13,11.7913
2016-07-14,11.7913
2016-07-15,11.7913
2016-07-16,11.7913
2016-07-17,11.7913
2016-07-18,11.7913
2016-07-19,11.7913
2016-07-20,11.7913
2016-07-21,11.7913
2016-07-22,11.7913
2016-07-23,11.7913
2016-07-24,11.7913
2016-07-25,11.7913
2016-07-26,11.7913
2016-07-27,11.7913
2016-07-28,11.7913
2016-07-29,11.7913
2016-07-30,11.7913
2016-07-31,11.7913
2016-08-01,11.7913
2016-08-02,11.7913
2016-08-03,11.7913
2016-08-04,11.7913
2016-08-05,11.7913
2016-08-06,11.7913
2016-08-07,11.7913
2016-08-08,11.7913
2016-08-09,11.7913
2016-08-10,11.7913
2016-08-11,11.7913
2016-08-12,11.7913
2016-08-13,11.7913
2016-08-14,11.7913
2016-08-15,11.7913
2016-08-16,11.7913
2016-08-17,11.7913
2016-08-18,11.7913
2016-08-19,11.7913
2016-08-20,11.7913
2016-08-21,11.7913
2016-08-22,11.7913
2016-08-23,11.7913
2016-08-24,11.7913
2016-08-25,11.7913
2016-08-26,11.7913
2016-08-27,11.7913
2016-08-28,11.7913
2016-08-29,11.7913
2016-08-30,11.7913
2016-08-31,11.7913
2016-09-01,11.7913
2016-09-02,11.7913
2016-09-03,11.7913
2016-09-04,11.7913
2016-09-05,11.7913
2016-09-06,11.7913
2016-09-07,11.7913
2016-09-08,11.7913
2016-09-09,11.7913
2016-09-10,11.7913
2016-09-11,11.7913
2016-09-12,11.7913
2016-09-13,11.7913
2016-09-14,11.7913
2016-09-15,11.7913
2016-09-16,11.7913
2016-09-17,11.7913
2016-09-18,11.7913
2016-09-19,11.7913
2016-09-20,11.7913
2016-09-21,11.7913
2016-09-22,11.7913
2016-09-23,11.7913
2016-09-24,11.7913
2016-09-25,11.7913
2016-09-26,11.7913
2016-09-27,11.7913
2016-09-28,11.7913
2016-09-29,11.7913
2016-09-30,14.182
2016-10-01,14.182
2016-10-02,14.182
2016-10-03,14.182
2016-10-04,14.182
2016-10-05,14.182
2016-10-06,14.182
2016-10-07,14.182
2016-10-08,14.182
2016-10-09,14.182
2016-10-10,14.182
2016-10-11,14.182
2016-10-12,14.182
2016-10-13,14.182
2016-10-14,14.182
2016-10-15,14.182
2016-10-16,14.182
2016-10-17,14.182
2016-10-18,14.182
2016-10-19,14.182
2016-10-20,14.182
2016-10-21,14.182
2016-10-22,14.182
2016-10-23,14.182
2016-10-24,14.182
2016-10-25,14.182
2016-10-26,14.182
2016-10-27,14.182
2016-10-28,14.182
2016-10-29,14.182
2016-10-30,14.182
2016-10-31,14.182
2016-11-01,14.182
2016-11-02,14.182
2016-11-03,14.182
2016-11-04,14.182
2016-11-05,14.182
2016-11-06,14.182
2016-11-07,14.182
2016-11-08,14.182
2016-11-09,14.182
2016-11-10,14.182
2016-11-11,14.182
2016-11-12,14.182
2016-11-13,14.182
2016-11-14,14.182
2016-11-15,14.182
2016-11-16,14.182
2016-11-17,14.182
2016-11-18,14.182
2016-11-19,14.182
2016-11-20,14.182
2016-11-21,14.182
2016-11-22,14.182
2016-11-23,14.182
2016-11-24,14.182
2016-11-25,14.182
2016-11-26,14.182
2016-11-27,14.182
2016-11-28,14.182
2016-11-29,14.182
2016-11-30,14.182
2016-12-01,14.182
2016-12-02,14.182
2016-12-03,14.182
2016-12-04,14.182
2016-12-05,14.182
2016-12-06,14.182
2016-12-07,14.182
2016-12-08,14.182
2016-12-09,14.182
2016-12-10,14.182
2016-12-11,14.182
2016-12-12,14.182
2016-12-13,14.182
2016-12-14,14.182
2016-12-15,14.182
2016-12-16,14.182
2016-12-17,14.182
2016-12-18,14.182
2016-12-19,14.182
2016-12-20,14.182
2016-12-21,14.182
2016-12-22,14.182
2016-12-23,14.182
2016-12-24,14.182
2016-12-25,14.182
2016-12-26,14.182
2016-12-27,14.182
2016-12-28,14.182
2016-12-29,14.182
2016-12-30,14.182
2016-12-31,16.1953
2017-01-01,16.1953
2017-01-02,16.1953
2017-01-03,16.1953
2017-01-04,16.1953
2017-01-05,16.1953
2017-01-06,16.1953
2017-01-07,16.1953
2017-01-08,16.1953
2017-01-09,16.1953
2017-01-10,16.1953
2017-01-11,16.1953
2017-01-12,16.1953
2017-01-13,16.1953
2017-01-14,16.1953
2017-01-15,16.1953
2017-01-16,16.1953
2017-01-17,16.1953
2017-01-18,16.1953
2017-01-19,16.1953
2017-01-20,16.1953
2017-01-21,16.1953
2017-01-22,16.1953
2017-01-23,16.1953
2017-01-24,16.1953
2017-01-25,16.1953
2017-01-26,16.1953
2017-01-27,16.1953
2017-01-28,16.1953
2017-01-29,16.1953
2017-01-30,16.1953
2017-01-31,16.1953
2017-02-01,16.1953
2017-02-02,16.1953
2017-02-03,16.1953
2017-02-04,16.1953
2017-02-05,16.1953
2017-02-06,16.1953
2017-02-07,16.1953
2017-02-08,16.1953
2017-02-09,16.1953
2017-02-10,16.1953
2017-02-11,16.1953
2017-02-12,16.1953
2017-02-13,16.1953
2017-02-14,16.1953
2017-02-15,16.1953
2017-02-16,16.1953
2017-02-17,16.1953
2017-02-18,16.1953
2017-02-19,16.1953
2017-02-20,16.1953
2017-02-21,16.1953
2017-02-22,16.1953
2017-02-23,16.1953
2017-02-24,16.1953
2017-02-25,16.1953
2017-02-26,16.1953
2017-02-27,16.1953
2017-02-28,16.1953
2017-03-01,16.1953
2017-03-02,16.1953
2017-03-03,16.1953
2017-03-04,16.1953
2017-03-05,16.1953
2017-03-06,16.1953
2017-03-07,16.1953
2017-03-08,16.1953
2017-03-09,16.1953
2017-03-10,16.1953
2017-03-11,16.1953
2017-03-12,16.1953
2017-03-13,16.1953
2017-03-14,16.1953
2017-03-15,16.1953
2017-03-16,16.1953
2017-03-17,16.1953
2017-03-18,16.1953
2017-03-19,16.1953
2017-03-20,16.1953
2017-03-21,16.1953
2017-03-22,16.1953
2017-03-23,16.1953
2017-03-24,16.1953
2017-03-25,16.1953
2017-03-26,16.1953
2017-03-27,16.1953
2017-03-28,16.1953
2017-03-29,16.1953
2017-03-30,16.1953
2017-03-31,18.4856
2017-04-01,18.4856
2017-04-02,18.4856
2017-04-03,18.4856
2017-04-04,18.4856
2017-04-05,18.4856
2017-04-06,18.4856
2017-04-07,18.4856
2017-04-08,18.4856
2017-04-09,18.4856
2017-04-10,18.4856
2017-04-11,18.4856
2017-04-12,18.4856
2017-04-13,18.4856
2017-04-14,18.4856
2017-04-15,18.4856
2017-04-16,18.4856
2017-04-17,18.4856
2017-04-18,18.4856
2017-04-19,18.4856
2017-04-20,18.4856
2017-04-21,18.4856
2017-04-22,18.4856
2017-04-23,18.4856
2017-04-24,18.4856
2017-04-25,18.4856
2017-04-26,18.4856
2017-04-27,18.4856
2017-04-28,18.4856
2017-04-29,18.4856
2017-04-30,18.4856
2017-05-01,18.4856
2017-05-02,18.4856
2017-05-03,18.4856
2017-05-04,18.4856
2017-05-05,18.4856
2017-05-06,18.4856
2017-05-07,18.4856
2017-05-08,18.4856
2017-05-09,18.4856
2017-05-10,18.4856
2017-05-11,18.4856
2017-05-12,18.4856
2017-05-13,18.4856
2017-05-14,18.4856
2017-05-15,18.4856
2017-05-16,18.4856
2017-05-17,18.4856
2017-05-18,18.4856
2017-05-19,18.4856
2017-05-20,18.4856
2017-05-21,18.4856
2017-05-22,18.4856
2017-05-23,18.4856
2017-05-24,18.4856
2017-05-25,18.4856
2017-05-26,18.4856
2017-05-27,18.4856
2017-05-28,18.4856
2017-05-29,18.4856
2017-05-30,18.4856
2017-05-31,18.4856
2017-06-01,18.4856
2017-06-02,18.4856
2017-06-03,18.4856
2017-06-04,18.4856
2017-06-05,18.4856
2017-06-06,18.4856
2017-06-07,18.4856
2017-06-08,18.4856
2017-06-09,18.4856
2017-06-10,18.4856
2017-06-11,18.4856
2017-06-12,18.4856
2017-06-13,18.4856
2017-06-14,18.4856
2017-06-15,18.4856
2017-06-16,18.4856
2017-06-17,18.4856
2017-06-18,18.4856
2017-06-19,18.4856
2017-06-20,18.4856
2017-06-21,18.4856
2017-06-22,18.4856
2017-06-23,18.4856
2017-06-24,18.4856
2017-06-25,18.4856
2017-06-26,18.4856
2017-06-27,18.4856
2017-06-28,18.4856
2017-06-29,18.4856
2017-06-30,21.2158
2017-07-01,21.2158
2017-07-02,21.2158
2017-07-03,21.2158
2017-07-04,21.2158
2017-07-05,21.2158
2017-07-06,21.2158
2017-07-07,21.2158
2017-07-08,21.2158
2017-07-09,21.2158
2017-07-10,21.2158
2017-07-11,21.2158
2017-07-12,21.2158
2017-07-13,21.2158
2017-07-14,21.2158
2017-07-15,21.2158
2017-07-16,21.2158
2017-07-17,21.2158
2017-07-18,21.2158
2017-07-19,21.2158
2017-07-20,21.2158
2017-07-21,21.2158
2017-07-22,21.2158
2017-07-23,21.2158
2017-07-24,21.2158
2017-07-25,21.2158
2017-07-26,21.2158
2017-07-27,21.2158
2017-07-28,21.2158
2017-07-29,21.2158
2017-07-30,21.2158
2017-07-31,21.2158
2017-08-01,21.2158
2017-08-02,21.2158
2017-08-03,21.2158
2017-08-04,21.2158
2017-08-05,21.2158
2017-08-06,21.2158
2017-08-07,21.2158
2017-08-08,21.2158
2017-08-09,21.2158
2017-08-10,21.2158
2017-08-11,21.2158
2017-08-12,21.2158
2017-08-13,21.2158
2017-08-14,21.2158
2017-08-15,21.2158
2017-08-16,21.2158
2017-08-17,21.2158
2017-08-18,21.2158
2017-08-19,21.2158
2017-08-20,21.2158
2017-08-21,21.2158
2017-08-22,21.2158
2017-08-23,21.2158
2017-08-24,21.2158
2017-08-25,21.2158
2017-08-26,21.2158
2017-08-27,21.2158
2017-08-28,21.2158
2017-08-29,21.2158
2017-08-30,21.2158
2017-08-31,21.2158
2017-09-01,21.2158
2017-09-02,21.2158
2017-09-03,21.2158
2017-09-04,21.2158
2017-09-05,21.2158
2017-09-06,21.2158
2017-09-07,21.2158
2017-09-08,21.2158
2017-09-09,21.2158
2017-09-10,21.2158
2017-09-11,21.2158
2017-09-12,21.2158
2017-09-13,21.2158
2017-09-14,21.2158
2017-09-15,21.2158
2017-09-16,21.2158
2017-09-17,21.2158
2017-09-18,21.2158
2017-09-19,21.2158
2017-09-20,21.2158
2017-09-21,21.2158
2017-09-22,21.2158
2017-09-23,21.2158
2017-09-24,21.2158
2017-09-25,21.2158
2017-09-26,21.2158
2017-09-27,21.2158
2017-09-28,21.2158
2017-09-29,21.2158
2017-09-30,22.6397
2017-10-01,22.6397
2017-10-02,22.6397
2017-10-03,22.6397
2017-10-04,22.6397
2017-10-05,22.6397
2017-10-06,22.6397
2017-10-07,22.6397
2017-10-08,22.6397
2017-10-09,22.6397
2017-10-10,22.6397
2017-10-11,22.6397
2017-10-12,22.6397
2017-10-13,22.6397
2017-10-14,22.6397
2017-10-15,22.6397
2017-10-16,22.6397
2017-10-17,22.6397
2017-10-18,22.6397
2017-10-19,22.6397
2017-10-20,22.6397
2017-10-21,22.6397
2017-10-22,22.6397
2017-10-23,22.6397
2017-10-24,22.6397
2017-10-25,22.6397
2017-10-26,22.6397
2017-10-27,22.6397
2017-10-28,22.6397
2017-10-29,22.6397
2017-10-30,22.6397
2017-10-31,22.6397
2017-11-01,22.6397
2017-11-02,22.6397
2017-11-03,22.6397
2017-11-04,22.6397
2017-11-05,22.6397
2017-11-06,22.6397
2017-11-07,22.6397
2017-11-08,22.6397
2017-11-09,22.6397
2017-11-10,22.6397
2017-11-11,22.6397
2017-11-12,22.6397
2017-11-13,22.6397
2017-11-14,22.6397
2017-11-15,22.6397
2017-11-16,22.6397
2017-11-17,22.6397
2017-11-18,22.6397
2017-11-19,22.6397
2017-11-20,22.6397
2017-11-21,22.6397
2017-11-22,22.6397
2017-11-23,22.6397
2017-11-24,22.6397
2017-11-25,22.6397
2017-11-26,22.6397
2017-11-27,22.6397
2017-11-28,22.6397
2017-11-29,22.6397
2017-11-30,22.6397
2017-12-01,22.6397
2017-12-02,22.6397
2017-12-03,22.6397
2017-12-04,22.6397
2017-12-05,22.6397
2017-12-06,22.6397
2017-12-07,22.6397
2017-12-08,22.6397
2017-12-09,22.6397
2017-12-10,22.6397
2017-12-11,22.6397
2017-12-12,22.6397
2017-12-13,22.6397
2017-12-14,22.6397
2017-12-15,22.6397
2017-12-16,22.6397
2017-12-17,22.6397
2017-12-18,22.6397
2017-12-19,22.6397
2017-12-20,22.6397
2017-12-21,22.6397
2017-12-22,22.6397
2017-12-23,22.6397
2017-12-24,22.6397
2017-12-25,22.6397
2017-12-26,22.6397
2017-12-27,22.6397
2017-12-28,22.6397
2017-12-29,22.6397
2017-12-30,22.6397
2017-12-31,23.3616
2018-01-01,23.3616
2018-01-02,23.3616
2018-01-03,23.3616
2018-01-04,23.3616
2018-01-05,23.3616
2018-01-06,23.3616
2018-01-07,23.3616
2018-01-08,23.3616
2018-01-09,23.3616
2018-01-10,23.3616
2018-01-11,23.3616
2018-01-12,23.3616
2018-01-13,23.3616
2018-01-14,23.3616
2018-01-15,23.3616
2018-01-16,23.3616
2018-01-17,23.3616
2018-01-18,23.3616
2018-01-19,23.3616
2018-01-20,23.3616
2018-01-21,23.3616
2018-01-22,23.3616
2018-01-23,23.3616
2018-01-24,23.3616
2018-01-25,23.3616
2018-01-26,23.3616
2018-01-27,23.3616
2018-01-28,23.3616
2018-01-29,23.3616
2018-01-30,23.3616
2018-01-31,23.3616
2018-02-01,23.3616
2018-02-02,23.3616
2018-02-03,23.3616
2018-02-04,23.3616
2018-02-05,23.3616
2018-02-06,23.3616
2018-02-07,23.3616
2018-02-08,23.3616
2018-02-09,23.3616
2018-02-10,23.3616
2018-02-11,23.3616
2018-02-12,23.3616
2018-02-13,23.3616
2018-02-14,23.3616
2018-02-15,23.3616
2018-02-16,23.3616
2018-02-17,23.3616
2018-02-18,23.3616
2018-02-19,23.3616
2018-02-20,23.3616
2018-02-21,23.3616
2018-02-22,23.3616
2018-02-23,23.3616
2018-02-24,23.3616
2018-02-25,23.3616
2018-02-26,23.3616
2018-02-27,23.3616
2018-02-28,23.3616
2018-03-01,23.3616
2018-03-02,23.3616
2018-03-03,23.3616
2018-03-04,23.3616
2018-03-05,23.3616
2018-03-06,23.3616
2018-03-07,23.3616
2018-03-08,23.3616
2018-03-09,23.3616
2018-03-10,23.3616
2018-03-11,23.3616
2018-03-12,23.3616
2018-03-13,23.3616
2018-03-14,23.3616
2018-03-15,23.3616
2018-03-16,23.3616
2018-03-17,23.3616
2018-03-18,23.3616
2018-03-19,23.3616
2018-03-20,23.3616
2018-03-21,23.3616
2018-03-22,23.3616
2018-03-23,23.3616
2018-03-24,23.3616
2018-03-25,23.3616
2018-03-26,23.3616
2018-03-27,23.3616
2018-03-28,23.3616
2018-03-29,23.3616
2018-03-30,23.3616
2018-03-31,32.9295
2018-04-01,32.9295
2018-04-02,32.9295
2018-04-03,32.9295
2018-04-04,32.9295
2018-04-05,32.9295
2018-04-06,32.9295
2018-04-07,32.9295
2018-04-08,32.9295
2018-04-09,32.9295
2018-04-10,32.9295
2018-04-11,32.9295
2018-04-12,32.9295
2018-04-13,32.9295
2018-04-14,32.9295
2018-04-15,32.9295
2018-04-16,32.9295
2018-04-17,32.9295
2018-04-18,32.9295
2018-04-19,32.9295
2018-04-20,32.9295
2018-04-21,32.9295
2018-04-22,32.9295
2018-04-23,32.9295
2018-04-24,32.9295
2018-04-25,32.9295
2018-04-26,32.9295
2018-04-27,32.9295
2018-04-28,32.9295
2018-04-29,32.9295
2018-04-30,32.9295
2018-05-01,32.9295
2018-05-02,32.9295
2018-05-03,32.9295
2018-05-04,32.9295
2018-05-05,32.9295
2018-05-06,32.9295
2018-05-07,32.9295
2018-05-08,32.9295
2018-05-09,32.9295
2018-05-10,32.9295
2018-05-11,32.9295
2018-05-12,32.9295
2018-05-13,32.9295
2018-05-14,32.9295
2018-05-15,32.9295
2018-05-16,32.9295
2018-05-17,32.9295
2018-05-18,32.9295
2018-05-19,32.9295
2018-05-20,32.9295
2018-05-21,32.9295
2018-05-22,32.9295
2018-05-23,32.9295
2018-05-24,32.9295
2018-05-25,32.9295
2018-05-26,32.9295
2018-05-27,32.9295
2018-05-28,32.9295
2018-05-29,32.9295
2018-05-30,32.9295
2018-05-31,32.9295
2018-06-01,32.9295
2018-06-02,32.9295
2018-06-03,32.9295
2018-06-04,32.9295
2018-06-05,32.9295
2018-06-06,32.9295
2018-06-07,32.9295
2018-06-08,32.9295
2018-06-09,32.9295
2018-06-10,32.9295
2018-06-11,32.9295
2018-06-12,32.9295
2018-06-13,32.9295
2018-06-14,32.9295
2018-06-15,32.9295
2018-06-16,32.9295
2018-06-17,32.9295
2018-06-18,32.9295
2018-06-19,32.9295
2018-06-20,32.9295
2018-06-21,32.9295
2018-06-22,32.9295
2018-06-23,32.9295
2018-06-24,32.9295
2018-06-25,32.9295
2018-06-26,32.9295
2018-06-27,32.9295
2018-06-28,32.9295
2018-06-29,32.9295
2018-06-30,38.7149
2018-07-01,38.7149
2018-07-02,38.7149
2018-07-03,38.7149
2018-07-04,38.7149
2018-07-05,38.7149
2018-07-06,38.7149
2018-07-07,38.7149
2018-07-08,38.7149
2018-07-09,38.7149
2018-07-10,38.7149
2018-07-11,38.7149
2018-07-12,38.7149
2018-07-13,38.7149
2018-07-14,38.7149
2018-07-15,38.7149
2018-07-16,38.7149
2018-07-17,38.7149
2018-07-18,38.7149
2018-07-19,38.7149
2018-07-20,38.7149
2018-07-21,38.7149
2018-07-22,38.7149
2018-07-23,38.7149
2018-07-24,38.7149
2018-07-25,38.7149
2018-07-26,38.7149
2018-07-27,38.7149
2018-07-28,38.7149
2018-07-29,38.7149
2018-07-30,38.7149
2018-07-31,38.7149
2018-08-01,38.7149
2018-08-02,38.7149
2018-08-03,38.7149
2018-08-04,38.7149
2018-08-05,38.7149
2018-08-06,38.7149
2018-08-07,38.7149
2018-08-08,38.7149
2018-08-09,38.7149
2018-08-10,38.7149
2018-08-11,38.7149
2018-08-12,38.7149
2018-08-13,38.7149
2018-08-14,38.7149
2018-08-15,38.7149
2018-08-16,38.7149
2018-08-17,38.7149
2018-08-18,38.7149
2018-08-19,38.7149
2018-08-20,38.7149
2018-08-21,38.7149
2018-08-22,38.7149
2018-08-23,38.7149
2018-08-24,38.7149
2018-08-25,38.7149
2018-08-26,38.7149
2018-08-27,38.7149
2018-08-28,38.7149
2018-08-29,38.7149
2018-08-30,38.7149
2018-08-31,38.7149
2018-09-01,38.7149
2018-09-02,38.7149
2018-09-03,38.7149
2018-09-04,38.7149
2018-09-05,38.7149
2018-09-06,38.7149
2018-09-07,38.7149
2018-09-08,38.7149
2018-09-09,38.7149
2018-09-10,38.7149
2018-09-11,38.7149
2018-09-12,38.7149
2018-09-13,38.7149
2018-09-14,38.7149
2018-09-15,38.7149
2018-09-16,38.7149
2018-09-17,38.7149
2018-09-18,38.7149
2018-09-19,38.7149
2018-09-20,38.7149
2018-09-21,38.7149
2018-09-22,38.7149
2018-09-23,38.7149
2018-09-24,38.7149
2018-09-25,38.7149
2018-09-26,38.7149
2018-09-27,38.7149
2018-09-28,38.7149
2018-09-29,38.7149
2018-09-30,40.2207
2018-10-01,40.2207
2018-10-02,40.2207
2018-10-03,40.2207
2018-10-04,40.2207
2018-10-05,40.2207
2018-10-06,40.2207
2018-10-07,40.2207
2018-10-08,40.2207
2018-10-09,40.2207
2018-10-10,40.2207
2018-10-11,40.2207
2018-10-12,40.2207
2018-10-13,40.2207
2018-10-14,40.2207
2018-10-15,40.2207
2018-10-16,40.2207
2018-10-17,40.2207
2018-10-18,40.2207
2018-10-19,40.2207
2018-10-20,40.2207
2018-10-21,40.2207
2018-10-22,40.2207
2018-10-23,40.2207
2018-10-24,40.2207
2018-10-25,40.2207
2018-10-26,40.2207
2018-10-27,40.2207
2018-10-28,40.2207
2018-10-29,40.2207
2018-10-30,40.2207
2018-10-31,40.2207
2018-11-01,40.2207
2018-11-02,40.2207
2018-11-03,40.2207
2018-11-04,40.2207
2018-11-05,40.2207
2018-11-06,40.2207
2018-11-07,40.2207
2018-11-08,40.2207
2018-11-09,40.2207
2018-11-10,40.2207
2018-11-11,40.2207
2018-11-12,40.2207
2018-11-13,40.2207
2018-11-14,40.2207
2018-11-15,40.2207
2018-11-16,40.2207
2018-11-17,40.2207
2018-11-18,40.2207
2018-11-19,40.2207
2018-11-20,40.2207
2018-11-21,40.2207
2018-11-22,40.2207
2018-11-23,40.2207
2018-11-24,40.2207
2018-11-25,40.2207
2018-11-26,40.2207
2018-11-27,40.2207
2018-11-28,40.2207
2018-11-29,40.2207
2018-11-30,40.2207
2018-12-01,40.2207
2018-12-02,40.2207
2018-12-03,40.2207
2018-12-04,40.2207
2018-12-05,40.2207
2018-12-06,40.2207
2018-12-07,40.2207
2018-12-08,40.2207
2018-12-09,40.2207
2018-12-10,40.2207
2018-12-11,40.2207
2018-12-12,40.2207
2018-12-13,40.2207
2018-12-14,40.2207
2018-12-15,40.2207
2018-12-16,40.2207
2018-12-17,40.2207
2018-12-18,40.2207
2018-12-19,40.2207
2018-12-20,40.2207
2018-12-21,40.2207
2018-12-22,40.2207
2018-12-23,40.2207
2018-12-24,40.2207
2018-12-25,40.2207
2018-12-26,40.2207
2018-12-27,40.2207
2018-12-28,40.2207
2018-12-29,40.2207
2018-12-30,40.2207
2018-12-31,29.7642
2019-01-01,29.7642
2019-01-02,29.7642
2019-01-03,29.7642
2019-01-04,29.7642
2019-01-05,29.7642
2019-01-06,29.7642
2019-01-07,29.7642
2019-01-08,29.7642
2019-01-09,29.7642
2019-01-10,29.7642
2019-01-11,29.7642
2019-01-12,29.7642
2019-01-13,29.7642
2019-01-14,29.7642
2019-01-15,29.7642
2019-01-16,29.7642
2019-01-17,29.7642
2019-01-18,29.7642
2019-01-19,29.7642
2019-01-20,29.7642
2019-01-21,29.7642
2019-01-22,29.7642
2019-01-23,29.7642
2019-01-24,29.7642
2019-01-25,29.7642
2019-01-26,29.7642
2019-01-27,29.7642
2019-01-28,29.7642
2019-01-29,29.7642
2019-01-30,29.7642
2019-01-31,29.7642
2019-02-01,29.7642
2019-02-02,29.7642
2019-02-03,29.7642
2019-02-04,29.7642
2019-02-05,29.7642
2019-02-06,29.7642
2019-02-07,29.7642
2019-02-08,29.7642
2019-02-09,29.7642
2019-02-10,29.7642
2019-02-11,29.7642
2019-02-12,29.7642
2019-02-13,29.7642
2019-02-14,29.7642
2019-02-15,29.7642
2019-02-16,29.7642
2019-02-17,29.7642
2019-02-18,29.7642
2019-02-19,29.7642
2019-02-20,29.7642
2019-02-21,29.7642
2019-02-22,29.7642
2019-02-23,29.7642
2019-02-24,29.7642
2019-02-25,29.7642
2019-02-26,29.7642
2019-02-27,29.7642
2019-02-28,29.7642
2019-03-01,29.7642
2019-03-02,29.7642
2019-03-03,29.7642
2019-03-04,29.7642
2019-03-05,29.7642
2019-03-06,29.7642
2019-03-07,29.7642
2019-03-08,29.7642
2019-03-09,29.7642
2019-03-10,29.7642
2019-03-11,29.7642
2019-03-12,29.7642
2019-03-13,29.7642
2019-03-14,29.7642
2019-03-15,29.7642
2019-03-16,29.7642
2019-03-17,29.7642
2019-03-18,29.7642
2019-03-19,29.7642
2019-03-20,29.7642
2019-03-21,29.7642
2019-03-22,29.7642
2019-03-23,29.7642
2019-03-24,29.7642
2019-03-25,29.7642
2019-03-26,29.7642
2019-03-27,29.7642
2019-03-28,29.7642
2019-03-29,29.7642
2019-03-30,29.7642
2019-03-31,41.6943
2019-04-01,41.6943
2019-04-02,41.6943
2019-04-03,41.6943
2019-04-04,41.6943
2019-04-05,41.6943
2019-04-06,41.6943
2019-04-07,41.6943
2019-04-08,41.6943
2019-04-09,41.6943
2019-04-10,41.6943
2019-04-11,41.6943
2019-04-12,41.6943
2019-04-13,41.6943
2019-04-14,41.6943
2019-04-15,41.6943
2019-04-16,41.6943
2019-04-17,41.6943
2019-04-18,41.6943
2019-04-19,41.6943
2019-04-20,41.6943
2019-04-21,41.6943
2019-04-22,41.6943
2019-04-23,41.6943
2019-04-24,41.6943
2019-04-25,41.6943
2019-04-26,41.6943
2019-04-27,41.6943
2019-04-28,41.6943
2019-04-29,41.6943
2019-04-30,41.6943
2019-05-01,41.6943
2019-05-02,41.6943
2019-05-03,41.6943
2019-05-04,41.6943
2019-05-05,41.6943
2019-05-06,41.6943
2019-05-07,41.6943
2019-05-08,41.6943
2019-05-09,41.6943
2019-05-10,41.6943
2019-05-11,41.6943
2019-05-12,41.6943
2019-05-13,41.6943
2019-05-14,41.6943
2019-05-15,41.6943
2019-05-16,41.6943
2019-05-17,41.6943
2019-05-18,41.6943
2019-05-19,41.6943
2019-05-20,41.6943
2019-05-21,41.6943
2019-05-22,41.6943
2019-05-23,41.6943
2019-05-24,41.6943
2019-05-25,41.6943
2019-05-26,41.6943
2019-05-27,41.6943
2019-05-28,41.6943
2019-05-29,41.6943
2019-05-30,41.6943
2019-05-31,41.6943
2019-06-01,41.6943
2019-06-02,41.6943
2019-06-03,41.6943
2019-06-04,41.6943
2019-06-05,41.6943
2019-06-06,41.6943
2019-06-07,41.6943
2019-06-08,41.6943
2019-06-09,41.6943
2019-06-10,41.6943
2019-06-11,41.6943
2019-06-12,41.6943
2019-06-13,41.6943
2019-06-14,41.6943
2019-06-15,41.6943
2019-06-16,41.6943
2019-06-17,41.6943
2019-06-18,41.6943
2019-06-19,41.6943
2019-06-20,41.6943
2019-06-21,41.6943
2019-06-22,41.6943
2019-06-23,41.6943
2019-06-24,41.6943
2019-06-25,41.6943
2019-06-26,41.6943
2019-06-27,41.6943
2019-06-28,41.6943
2019-06-29,41.6943
2019-06-30,48.9953
2019-07-01,48.9953
2019-07-02,48.9953
2019-07-03,48.9953
2019-07-04,48.9953
2019-07-05,48.9953
2019-07-06,48.9953
2019-07-07,48.9953
2019-07-08,48.9953
2019-07-09,48.9953
2019-07-10,48.9953
2019-07-11,48.9953
2019-07-12,48.9953
2019-07-13,48.9953
2019-07-14,48.9953
2019-07-15,48.9953
2019-07-16,48.9953
2019-07-17,48.9953
2019-07-18,48.9953
2019-07-19,48.9953
