,REL LN Equity
2011-12-29,3.033
2011-12-30,3.048
2011-12-31,3.048
2012-01-01,3.048
2012-01-02,3.048
2012-01-03,3.074
2012-01-04,3.045
2012-01-05,2.995
2012-01-06,2.989
2012-01-07,2.989
2012-01-08,2.989
2012-01-09,2.986
2012-01-10,3.039
2012-01-11,3.039
2012-01-12,3.042
2012-01-13,3.066
2012-01-14,3.066
2012-01-15,3.066
2012-01-16,3.08
2012-01-17,3.074
2012-01-18,3.086
2012-01-19,3.098
2012-01-20,3.118
2012-01-21,3.118
2012-01-22,3.118
2012-01-23,3.157
2012-01-24,3.145
2012-01-25,3.148
2012-01-26,3.165
2012-01-27,3.139
2012-01-28,3.139
2012-01-29,3.139
2012-01-30,3.071
2012-01-31,3.083
2012-02-01,3.124
2012-02-02,3.104
2012-02-03,3.11
2012-02-04,3.11
2012-02-05,3.11
2012-02-06,3.101
2012-02-07,3.118
2012-02-08,3.092
2012-02-09,3.124
2012-02-10,3.116
2012-02-11,3.116
2012-02-12,3.116
2012-02-13,3.136
2012-02-14,3.151
2012-02-15,3.136
2012-02-16,3.227
2012-02-17,3.289
2012-02-18,3.289
2012-02-19,3.289
2012-02-20,3.274
2012-02-21,3.233
2012-02-22,3.224
2012-02-23,3.242
2012-02-24,3.265
2012-02-25,3.265
2012-02-26,3.265
2012-02-27,3.242
2012-02-28,3.233
2012-02-29,3.233
2012-03-01,3.221
2012-03-02,3.18
2012-03-03,3.18
2012-03-04,3.18
2012-03-05,3.162
2012-03-06,3.118
2012-03-07,3.142
2012-03-08,3.189
2012-03-09,3.204
2012-03-10,3.204
2012-03-11,3.204
2012-03-12,3.209
2012-03-13,3.236
2012-03-14,3.227
2012-03-15,3.209
2012-03-16,3.198
2012-03-17,3.198
2012-03-18,3.198
2012-03-19,3.186
2012-03-20,3.186
2012-03-21,3.183
2012-03-22,3.195
2012-03-23,3.224
2012-03-24,3.224
2012-03-25,3.224
2012-03-26,3.292
2012-03-27,3.292
2012-03-28,3.303
2012-03-29,3.23
2012-03-30,3.259
2012-03-31,3.259
2012-04-01,3.259
2012-04-02,3.315
2012-04-03,3.28
2012-04-04,3.174
2012-04-05,3.189
2012-04-06,3.189
2012-04-07,3.189
2012-04-08,3.189
2012-04-09,3.189
2012-04-10,3.16
2012-04-11,3.136
2012-04-12,3.162
2012-04-13,3.086
2012-04-14,3.086
2012-04-15,3.086
2012-04-16,3.095
2012-04-17,3.098
2012-04-18,3.104
2012-04-19,3.095
2012-04-20,3.098
2012-04-21,3.098
2012-04-22,3.098
2012-04-23,3.027
2012-04-24,3.089
2012-04-25,3.104
2012-04-26,3.076
2012-04-27,3.11
2012-04-28,3.11
2012-04-29,3.11
2012-04-30,3.088
2012-05-01,3.137
2012-05-02,3.122
2012-05-03,3.17
2012-05-04,3.095
2012-05-05,3.095
2012-05-06,3.095
2012-05-07,3.095
2012-05-08,3.098
2012-05-09,3.101
2012-05-10,3.095
2012-05-11,3.079
2012-05-12,3.079
2012-05-13,3.079
2012-05-14,3.034
2012-05-15,3.031
2012-05-16,3.028
2012-05-17,2.999
2012-05-18,2.975
2012-05-19,2.975
2012-05-20,2.975
2012-05-21,2.978
2012-05-22,3.019
2012-05-23,2.927
2012-05-24,2.97
2012-05-25,2.954
2012-05-26,2.954
2012-05-27,2.954
2012-05-28,2.979
2012-05-29,2.992
2012-05-30,2.936
2012-05-31,2.895
2012-06-01,2.843
2012-06-02,2.843
2012-06-03,2.843
2012-06-04,2.843
2012-06-05,2.843
2012-06-06,2.924
2012-06-07,2.949
2012-06-08,2.988
2012-06-09,2.988
2012-06-10,2.988
2012-06-11,2.953
2012-06-12,2.947
2012-06-13,2.933
2012-06-14,2.932
2012-06-15,2.905
2012-06-16,2.905
2012-06-17,2.905
2012-06-18,2.915
2012-06-19,2.949
2012-06-20,3.012
2012-06-21,2.991
2012-06-22,2.955
2012-06-23,2.955
2012-06-24,2.955
2012-06-25,2.944
2012-06-26,2.94
2012-06-27,3.005
2012-06-28,3.027
2012-06-29,3.098
2012-06-30,3.098
2012-07-01,3.098
2012-07-02,3.125
2012-07-03,3.167
2012-07-04,3.152
2012-07-05,3.146
2012-07-06,3.125
2012-07-07,3.125
2012-07-08,3.125
2012-07-09,3.122
2012-07-10,3.143
2012-07-11,3.143
2012-07-12,3.134
2012-07-13,3.237
2012-07-14,3.237
2012-07-15,3.237
2012-07-16,3.234
2012-07-17,3.228
2012-07-18,3.176
2012-07-19,3.188
2012-07-20,3.176
2012-07-21,3.176
2012-07-22,3.176
2012-07-23,3.107
2012-07-24,3.064
2012-07-25,3.128
2012-07-26,3.294
2012-07-27,3.322
2012-07-28,3.322
2012-07-29,3.322
2012-07-30,3.3
2012-07-31,3.258
2012-08-01,3.343
2012-08-02,3.3
2012-08-03,3.425
2012-08-04,3.425
2012-08-05,3.425
2012-08-06,3.391
2012-08-07,3.449
2012-08-08,3.443
2012-08-09,3.479
2012-08-10,3.452
2012-08-11,3.452
2012-08-12,3.452
2012-08-13,3.449
2012-08-14,3.498
2012-08-15,3.504
2012-08-16,3.544
2012-08-17,3.553
2012-08-18,3.553
2012-08-19,3.553
2012-08-20,3.538
2012-08-21,3.547
2012-08-22,3.513
2012-08-23,3.513
2012-08-24,3.528
2012-08-25,3.528
2012-08-26,3.528
2012-08-27,3.528
2012-08-28,3.538
2012-08-29,3.605
2012-08-30,3.632
2012-08-31,3.614
2012-09-01,3.614
2012-09-02,3.614
2012-09-03,3.666
2012-09-04,3.657
2012-09-05,3.703
2012-09-06,3.697
2012-09-07,3.681
2012-09-08,3.681
2012-09-09,3.681
2012-09-10,3.681
2012-09-11,3.657
2012-09-12,3.663
2012-09-13,3.678
2012-09-14,3.706
2012-09-15,3.706
2012-09-16,3.706
2012-09-17,3.672
2012-09-18,3.675
2012-09-19,3.712
2012-09-20,3.712
2012-09-21,3.718
2012-09-22,3.718
2012-09-23,3.718
2012-09-24,3.672
2012-09-25,3.703
2012-09-26,3.678
2012-09-27,3.654
2012-09-28,3.623
2012-09-29,3.623
2012-09-30,3.623
2012-10-01,3.66
2012-10-02,3.672
2012-10-03,3.687
2012-10-04,3.697
2012-10-05,3.73
2012-10-06,3.73
2012-10-07,3.73
2012-10-08,3.697
2012-10-09,3.694
2012-10-10,3.669
2012-10-11,3.697
2012-10-12,3.694
2012-10-13,3.694
2012-10-14,3.694
2012-10-15,3.721
2012-10-16,3.779
2012-10-17,3.779
2012-10-18,3.733
2012-10-19,3.721
2012-10-20,3.721
2012-10-21,3.721
2012-10-22,3.718
2012-10-23,3.675
2012-10-24,3.675
2012-10-25,3.672
2012-10-26,3.675
2012-10-27,3.675
2012-10-28,3.675
2012-10-29,3.691
2012-10-30,3.7
2012-10-31,3.709
2012-11-01,3.749
2012-11-02,3.779
2012-11-03,3.779
2012-11-04,3.779
2012-11-05,3.746
2012-11-06,3.798
2012-11-07,3.764
2012-11-08,3.724
2012-11-09,3.73
2012-11-10,3.73
2012-11-11,3.73
2012-11-12,3.736
2012-11-13,3.782
2012-11-14,3.801
2012-11-15,3.746
2012-11-16,3.687
2012-11-17,3.687
2012-11-18,3.687
2012-11-19,3.703
2012-11-20,3.721
2012-11-21,3.718
2012-11-22,3.782
2012-11-23,3.822
2012-11-24,3.822
2012-11-25,3.822
2012-11-26,3.819
2012-11-27,3.828
2012-11-28,3.893
2012-11-29,3.945
2012-11-30,3.932
2012-12-01,3.932
2012-12-02,3.932
2012-12-03,3.981
2012-12-04,3.963
2012-12-05,3.99
2012-12-06,3.984
2012-12-07,3.96
2012-12-08,3.96
2012-12-09,3.96
2012-12-10,3.963
2012-12-11,3.957
2012-12-12,3.929
2012-12-13,3.883
2012-12-14,3.859
2012-12-15,3.859
2012-12-16,3.859
2012-12-17,3.844
2012-12-18,3.877
2012-12-19,3.929
2012-12-20,3.938
2012-12-21,3.92
2012-12-22,3.92
2012-12-23,3.92
2012-12-24,3.954
2012-12-25,3.954
2012-12-26,3.954
2012-12-27,3.932
2012-12-28,3.908
2012-12-29,3.908
2012-12-30,3.908
2012-12-31,3.929
2013-01-01,3.929
2013-01-02,3.997
2013-01-03,4.018
2013-01-04,4.046
2013-01-05,4.046
2013-01-06,4.046
2013-01-07,3.99
2013-01-08,3.963
2013-01-09,3.92
2013-01-10,3.972
2013-01-11,4.039
2013-01-12,4.039
2013-01-13,4.039
2013-01-14,4.033
2013-01-15,4.07
2013-01-16,4.094
2013-01-17,4.153
2013-01-18,4.229
2013-01-19,4.229
2013-01-20,4.229
2013-01-21,4.211
2013-01-22,4.202
2013-01-23,4.162
2013-01-24,4.199
2013-01-25,4.232
2013-01-26,4.232
2013-01-27,4.232
2013-01-28,4.229
2013-01-29,4.214
2013-01-30,4.229
2013-01-31,4.205
2013-02-01,4.367
2013-02-02,4.367
2013-02-03,4.367
2013-02-04,4.272
2013-02-05,4.281
2013-02-06,4.296
2013-02-07,4.254
2013-02-08,4.254
2013-02-09,4.254
2013-02-10,4.254
2013-02-11,4.244
2013-02-12,4.205
2013-02-13,4.238
2013-02-14,4.211
2013-02-15,4.244
2013-02-16,4.244
2013-02-17,4.244
2013-02-18,4.251
2013-02-19,4.37
2013-02-20,4.379
2013-02-21,4.287
2013-02-22,4.312
2013-02-23,4.312
2013-02-24,4.312
2013-02-25,4.251
2013-02-26,4.235
2013-02-27,4.278
2013-02-28,4.339
2013-03-01,4.413
2013-03-02,4.413
2013-03-03,4.413
2013-03-04,4.401
2013-03-05,4.501
2013-03-06,4.474
2013-03-07,4.462
2013-03-08,4.483
2013-03-09,4.483
2013-03-10,4.483
2013-03-11,4.492
2013-03-12,4.529
2013-03-13,4.56
2013-03-14,4.609
2013-03-15,4.636
2013-03-16,4.636
2013-03-17,4.636
2013-03-18,4.645
2013-03-19,4.639
2013-03-20,4.685
2013-03-21,4.667
2013-03-22,4.7
2013-03-23,4.7
2013-03-24,4.7
2013-03-25,4.691
2013-03-26,4.786
2013-03-27,4.743
2013-03-28,4.78
2013-03-29,4.78
2013-03-30,4.78
2013-03-31,4.78
2013-04-01,4.78
2013-04-02,4.869
2013-04-03,4.832
2013-04-04,4.645
2013-04-05,4.535
2013-04-06,4.535
2013-04-07,4.535
2013-04-08,4.621
2013-04-09,4.59
2013-04-10,4.636
2013-04-11,4.703
2013-04-12,4.667
2013-04-13,4.667
2013-04-14,4.667
2013-04-15,4.667
2013-04-16,4.673
2013-04-17,4.676
2013-04-18,4.655
2013-04-19,4.667
2013-04-20,4.667
2013-04-21,4.667
2013-04-22,4.661
2013-04-23,4.765
2013-04-24,4.765
2013-04-25,4.749
2013-04-26,4.746
2013-04-27,4.746
2013-04-28,4.746
2013-04-29,4.661
2013-04-30,4.602
2013-05-01,4.565
2013-05-02,4.599
2013-05-03,4.649
2013-05-04,4.649
2013-05-05,4.649
2013-05-06,4.649
2013-05-07,4.599
2013-05-08,4.599
2013-05-09,4.665
2013-05-10,4.706
2013-05-11,4.706
2013-05-12,4.706
2013-05-13,4.681
2013-05-14,4.75
2013-05-15,4.787
2013-05-16,4.765
2013-05-17,4.737
2013-05-18,4.737
2013-05-19,4.737
2013-05-20,4.806
2013-05-21,4.837
2013-05-22,4.856
2013-05-23,4.756
2013-05-24,4.703
2013-05-25,4.703
2013-05-26,4.703
2013-05-27,4.703
2013-05-28,4.806
2013-05-29,4.7
2013-05-30,4.693
2013-05-31,4.637
2013-06-01,4.637
2013-06-02,4.637
2013-06-03,4.624
2013-06-04,4.64
2013-06-05,4.562
2013-06-06,4.577
2013-06-07,4.612
2013-06-08,4.612
2013-06-09,4.612
2013-06-10,4.653
2013-06-11,4.674
2013-06-12,4.671
2013-06-13,4.656
2013-06-14,4.618
2013-06-15,4.618
2013-06-16,4.618
2013-06-17,4.668
2013-06-18,4.703
2013-06-19,4.696
2013-06-20,4.584
2013-06-21,4.515
2013-06-22,4.515
