,APL PA Equity,APL PA Equity,APL PA Equity,APL PA Equity,APL PA Equity
2010-03-06,51.284,52.652,50.415,52.372,313217.0
2010-03-07,51.284,52.652,50.415,52.372,313217.0
2010-03-08,52.372,54.006,52.36,53.5,353367.0
2010-03-09,53.5,54.133,53.258,53.522,280627.0
2010-03-10,53.522,53.826,52.662,53.018,142964.0
2010-03-11,53.018,53.826,52.964,53.608,144502.0
2010-03-12,53.608,53.856,52.96,53.512,76121.0
2010-03-13,53.608,53.856,52.96,53.512,76121.0
2010-03-14,53.608,53.856,52.96,53.512,76121.0
2010-03-15,53.512,54.155,53.415,53.79,104725.0
2010-03-16,53.79,54.006,53.4,53.464,80860.0
2010-03-17,53.464,53.781,52.809,53.051,109445.0
2010-03-18,53.051,53.362,52.812,53.068,21859.0
2010-03-19,53.068,53.542,52.839,52.967,40202.0
2010-03-20,53.068,53.542,52.839,52.967,40202.0
2010-03-21,53.068,53.542,52.839,52.967,40202.0
2010-03-22,52.967,53.108,52.213,52.424,146156.0
2010-03-23,52.967,53.108,52.213,52.424,146156.0
2010-03-24,52.424,53.181,52.424,53.005,277396.0
2010-03-25,53.005,53.407,53.005,53.095,196072.0
2010-03-26,53.095,53.781,53.095,53.296,107922.0
2010-03-27,53.095,53.781,53.095,53.296,107922.0
2010-03-28,53.095,53.781,53.095,53.296,107922.0
2010-03-29,53.296,53.407,53.033,53.093,45386.0
2010-03-30,53.093,53.407,52.958,53.109,115964.0
2010-03-31,53.109,53.407,52.96,53.12,45516.0
2010-04-01,53.12,54.528,53.108,53.901,492234.0
2010-04-02,53.901,55.051,53.893,54.818,472126.0
2010-04-03,53.901,55.051,53.893,54.818,472126.0
2010-04-04,53.901,55.051,53.893,54.818,472126.0
2010-04-05,54.818,55.502,54.383,54.79,629696.0
2010-04-06,54.79,55.165,54.32,54.508,429183.0
2010-04-07,54.508,56.435,54.508,55.72,1298979.0
2010-04-08,55.72,56.025,55.06,55.214,194685.0
2010-04-09,55.214,55.799,55.202,55.368,391191.0
2010-04-10,55.214,55.799,55.202,55.368,391191.0
2010-04-11,55.214,55.799,55.202,55.368,391191.0
2010-04-12,55.368,55.973,54.791,54.824,131034.0
2010-04-13,54.824,54.828,54.529,54.604,89724.0
2010-04-14,54.604,54.903,54.013,54.408,98170.0
2010-04-15,54.408,55.053,54.408,54.944,91744.0
2010-04-16,54.944,55.726,54.905,55.166,231913.0
2010-04-17,54.944,55.726,54.905,55.166,231913.0
2010-04-18,54.944,55.726,54.905,55.166,231913.0
2010-04-19,55.166,55.166,54.387,54.534,167908.0
2010-04-20,54.534,54.903,54.454,54.677,111501.0
2010-04-21,54.677,54.903,54.006,54.32,113616.0
2010-04-22,54.32,54.903,54.32,54.614,65035.0
2010-04-23,54.614,54.614,54.021,54.218,33329.0
2010-04-24,54.614,54.614,54.021,54.218,33329.0
2010-04-25,54.614,54.614,54.021,54.218,33329.0
2010-04-26,54.218,54.604,54.006,54.293,48086.0
2010-04-27,54.293,54.305,53.557,53.796,63279.0
2010-04-28,53.796,54.155,53.557,53.832,24289.0
2010-04-29,53.832,54.589,53.558,53.678,14394.0
2010-04-30,53.678,53.678,52.584,52.655,149736.0
2010-05-01,53.678,53.678,52.584,52.655,149736.0
2010-05-02,53.678,53.678,52.584,52.655,149736.0
2010-05-03,52.655,53.542,51.911,52.026,73321.0
2010-05-04,52.026,52.734,52.026,52.112,179891.0
2010-05-05,52.112,52.36,51.762,52.209,74241.0
2010-05-06,52.209,52.869,52.076,52.222,305357.0
2010-05-07,52.222,52.222,51.239,51.424,201485.0
2010-05-08,52.222,52.222,51.239,51.424,201485.0
2010-05-09,52.222,52.222,51.239,51.424,201485.0
2010-05-10,51.424,51.949,51.424,51.878,89739.0
2010-05-11,51.878,52.397,51.627,51.714,40189.0
2010-05-12,51.714,52.061,51.178,52.02,84774.0
2010-05-13,52.02,52.36,51.911,52.062,35253.0
2010-05-14,52.062,52.062,51.762,51.8,8502.0
2010-05-15,52.062,52.062,51.762,51.8,8502.0
2010-05-16,52.062,52.062,51.762,51.8,8502.0
2010-05-17,51.8,51.8,50.415,50.438,100138.0
2010-05-18,50.438,51.238,50.438,51.147,58614.0
2010-05-19,51.147,51.147,50.116,50.578,156326.0
2010-05-20,50.578,50.864,50.266,50.798,32748.0
2010-05-21,50.798,50.864,49.82,50.049,151181.0
2010-05-22,50.798,50.864,49.82,50.049,151181.0
2010-05-23,50.798,50.864,49.82,50.049,151181.0
2010-05-24,50.049,50.098,49.218,49.251,63249.0
2010-05-25,49.251,49.817,46.789,46.998,200569.0
2010-05-26,46.998,48.134,46.974,47.682,99902.0
2010-05-27,47.682,48.47,46.526,46.766,122090.0
2010-05-28,46.766,47.872,46.226,47.318,162927.0
2010-05-29,46.766,47.872,46.226,47.318,162927.0
2010-05-30,46.766,47.872,46.226,47.318,162927.0
2010-05-31,47.318,47.497,44.953,45.022,339887.0
2010-06-01,45.022,45.022,42.772,42.772,1140977.0
2010-06-02,42.772,43.982,41.14,43.656,859051.0
2010-06-03,43.656,45.839,42.786,44.98,678056.0
2010-06-04,44.98,45.104,43.984,44.593,284779.0
2010-06-05,44.98,45.104,43.984,44.593,284779.0
2010-06-06,44.98,45.104,43.984,44.593,284779.0
2010-06-07,44.593,45.179,43.384,44.537,435313.0
2010-06-08,44.537,44.873,43.99,44.113,123921.0
2010-06-09,44.113,44.282,43.384,43.531,105242.0
2010-06-10,43.531,43.531,42.038,42.258,256699.0
2010-06-11,42.258,42.784,42.187,42.479,57374.0
2010-06-12,42.258,42.784,42.187,42.479,57374.0
2010-06-13,42.258,42.784,42.187,42.479,57374.0
2010-06-14,42.479,42.479,41.147,42.017,134203.0
2010-06-15,42.017,42.636,41.91,42.225,111605.0
2010-06-16,42.225,43.982,42.225,43.78,320937.0
2010-06-17,43.78,44.73,42.943,44.563,364874.0
2010-06-18,44.563,45.179,44.297,44.481,357219.0
2010-06-19,44.563,45.179,44.297,44.481,357219.0
2010-06-20,44.563,45.179,44.297,44.481,357219.0
2010-06-21,44.481,44.805,44.356,44.642,27175.0
2010-06-22,44.642,45.389,44.282,44.546,215981.0
2010-06-23,44.546,44.88,44.286,44.415,60268.0
2010-06-24,44.415,44.858,44.291,44.47,91377.0
2010-06-25,44.47,45.628,43.683,44.05,222918.0
2010-06-26,44.47,45.628,43.683,44.05,222918.0
2010-06-27,44.47,45.628,43.683,44.05,222918.0
2010-06-28,44.05,44.282,42.673,42.798,690003.0
2010-06-29,42.798,43.399,42.352,43.246,122669.0
2010-06-30,43.246,43.534,42.988,43.347,245890.0
2010-07-01,43.347,43.534,43.085,43.131,10437.0
2010-07-02,43.131,43.131,42.412,42.69,53994.0
2010-07-03,43.131,43.131,42.412,42.69,53994.0
2010-07-04,43.131,43.131,42.412,42.69,53994.0
2010-07-05,42.69,43.212,42.038,42.602,74451.0
2010-07-06,42.602,42.636,42.187,42.35,32484.0
2010-07-07,42.35,43.384,42.076,43.35,149768.0
2010-07-08,43.35,43.833,42.636,43.218,440214.0
2010-07-09,43.218,44.056,43.218,43.861,212168.0
2010-07-10,43.218,44.056,43.218,43.861,212168.0
2010-07-11,43.218,44.056,43.218,43.861,212168.0
2010-07-12,43.861,43.906,43.399,43.516,241847.0
2010-07-13,43.516,44.131,43.516,43.929,130682.0
2010-07-14,43.929,44.656,43.929,44.177,263995.0
2010-07-15,44.177,44.282,43.234,43.683,186367.0
2010-07-16,43.604,44.003,43.604,43.982,40433.0
2010-07-17,43.604,44.003,43.604,43.982,40433.0
2010-07-18,43.604,44.003,43.604,43.982,40433.0
2010-07-19,43.982,44.877,43.982,44.008,303590.0
2010-07-20,44.008,44.349,43.967,44.065,156103.0
2010-07-21,44.065,44.693,43.997,44.488,90642.0
2010-07-22,44.488,45.553,44.488,45.41,572115.0
2010-07-23,45.41,46.357,45.41,45.781,982752.0
2010-07-24,45.41,46.357,45.41,45.781,982752.0
2010-07-25,45.41,46.357,45.41,45.781,982752.0
2010-07-26,45.781,46.152,45.336,45.41,96373.0
2010-07-27,45.41,45.927,45.332,45.456,95554.0
2010-07-28,45.456,47.535,45.561,46.68,696339.0
2010-07-29,46.68,46.973,46.264,46.383,128032.0
2010-07-30,46.383,47.77,46.099,47.514,331811.0
2010-07-31,46.383,47.77,46.099,47.514,331811.0
2010-08-01,46.383,47.77,46.099,47.514,331811.0
2010-08-02,47.514,47.514,46.226,47.128,331860.0
2010-08-03,47.128,48.62,46.825,48.237,368137.0
2010-08-04,48.237,49.142,47.588,47.853,353743.0
2010-08-05,47.853,48.919,47.57,47.959,370211.0
2010-08-06,47.959,48.397,47.574,48.123,325799.0
2010-08-07,47.959,48.397,47.574,48.123,325799.0
2010-08-08,47.959,48.397,47.574,48.123,325799.0
2010-08-09,48.123,48.123,45.778,45.909,341373.0
2010-08-10,45.909,47.079,45.329,45.761,148733.0
2010-08-11,45.761,46.585,45.761,46.27,69673.0
2010-08-12,46.27,46.944,46.009,46.117,19395.0
2010-08-13,46.117,46.825,45.927,46.747,135581.0
2010-08-14,46.117,46.825,45.927,46.747,135581.0
2010-08-15,46.117,46.825,45.927,46.747,135581.0
2010-08-16,46.747,46.747,44.581,44.621,249560.0
2010-08-17,44.621,45.478,44.147,45.193,150515.0
2010-08-18,45.193,45.927,45.329,45.793,204025.0
2010-08-19,45.793,46.974,45.793,46.701,292224.0
2010-08-20,46.701,47.857,45.927,47.432,454179.0
2010-08-21,46.701,47.857,45.927,47.432,454179.0
2010-08-22,46.701,47.857,45.927,47.432,454179.0
2010-08-23,47.432,47.432,46.376,46.629,118843.0
2010-08-24,46.629,46.825,45.329,45.664,161635.0
2010-08-25,45.664,46.062,44.448,44.838,192115.0
2010-08-26,44.838,45.852,44.581,45.428,216946.0
2010-08-27,45.428,45.553,44.733,45.196,75244.0
2010-08-28,45.428,45.553,44.733,45.196,75244.0
2010-08-29,45.428,45.553,44.733,45.196,75244.0
2010-08-30,45.196,45.613,45.179,45.39,119619.0
2010-08-31,45.39,46.6,45.39,46.375,661537.0
2010-09-01,46.375,46.375,45.673,46.081,218914.0
2010-09-02,46.081,46.741,46.077,46.122,242765.0
2010-09-03,46.122,46.152,45.852,45.908,45578.0
2010-09-04,46.122,46.152,45.852,45.908,45578.0
2010-09-05,46.122,46.152,45.852,45.908,45578.0
2010-09-06,45.908,46.241,45.329,46.081,69965.0
2010-09-07,46.081,47.093,46.077,46.775,200869.0
2010-09-08,46.775,47.857,46.775,47.736,562613.0
2010-09-09,47.736,48.351,47.722,47.906,173664.0
2010-09-10,47.736,48.351,47.722,47.906,173664.0
2010-09-11,47.736,48.351,47.722,47.906,173664.0
2010-09-12,47.736,48.351,47.722,47.906,173664.0
2010-09-13,47.736,48.351,47.722,47.906,173664.0
2010-09-14,47.906,49.061,47.906,48.556,871217.0
2010-09-15,48.556,48.919,47.73,48.415,485892.0
2010-09-16,48.415,49.069,48.171,48.446,277754.0
2010-09-17,48.446,48.807,47.872,48.656,228852.0
2010-09-18,48.446,48.807,47.872,48.656,228852.0
2010-09-19,48.446,48.807,47.872,48.656,228852.0
2010-09-20,48.656,49.444,48.656,49.177,313042.0
2010-09-21,49.177,49.293,48.321,48.482,126276.0
2010-09-22,48.482,48.482,47.498,47.579,187497.0
2010-09-23,47.579,47.857,47.049,47.133,98811.0
2010-09-24,47.133,47.872,47.051,47.562,149042.0
2010-09-25,47.133,47.872,47.051,47.562,149042.0
2010-09-26,47.133,47.872,47.051,47.562,149042.0
2010-09-27,47.562,49.039,46.974,48.894,416113.0
2010-09-28,48.894,49.981,48.894,49.389,726989.0
2010-09-29,49.389,50.565,49.22,50.156,947739.0
2010-09-30,50.156,52.36,50.156,50.948,1743824.0
2010-10-01,50.948,51.358,50.714,51.064,426097.0
2010-10-02,50.948,51.358,50.714,51.064,426097.0
2010-10-03,50.948,51.358,50.714,51.064,426097.0
2010-10-04,51.064,52.285,51.064,52.098,570918.0
2010-10-05,52.098,53.19,52.098,52.946,1009660.0
2010-10-06,52.946,53.501,52.737,52.963,571419.0
2010-10-07,52.963,54.272,52.958,53.902,797599.0
2010-10-08,53.902,55.351,53.902,55.141,842581.0
2010-10-09,53.902,55.351,53.902,55.141,842581.0
2010-10-10,53.902,55.351,53.902,55.141,842581.0
2010-10-11,55.141,55.793,54.903,55.086,474176.0
2010-10-12,55.086,55.351,54.155,54.667,316805.0
2010-10-13,54.667,55.742,54.469,55.466,347950.0
2010-10-14,55.466,55.98,55.129,55.425,505721.0
2010-10-15,55.425,55.425,54.454,54.531,455630.0
2010-10-16,55.425,55.425,54.454,54.531,455630.0
2010-10-17,55.425,55.425,54.454,54.531,455630.0
2010-10-18,54.531,55.27,54.531,54.933,470869.0
2010-10-19,54.932,56.484,54.68,54.989,554771.0
2010-10-20,54.989,55.625,54.678,54.948,191336.0
2010-10-21,54.948,56.569,54.948,55.793,1494965.0
2010-10-22,55.793,56.894,55.793,56.212,1897094.0
2010-10-23,55.793,56.894,55.793,56.212,1897094.0
2010-10-24,55.793,56.894,55.793,56.212,1897094.0
2010-10-25,56.212,57.528,56.212,56.903,1343536.0
2010-10-26,56.903,57.537,56.389,56.539,604445.0
2010-10-27,56.539,57.243,56.539,56.636,232240.0
2010-10-28,56.636,56.958,56.199,56.56,334807.0
2010-10-29,56.353,56.863,56.199,56.478,202016.0
2010-10-30,56.353,56.863,56.199,56.478,202016.0
2010-10-31,56.353,56.863,56.199,56.478,202016.0
2010-11-01,56.478,56.937,55.441,55.69,420782.0
2010-11-02,55.69,57.718,55.69,57.241,1048081.0
2010-11-03,57.241,57.528,55.648,56.034,1116358.0
2010-11-04,56.034,56.958,55.914,56.805,525328.0
2010-11-05,56.805,58.012,56.805,57.894,1259336.0
2010-11-06,56.805,58.012,56.805,57.894,1259336.0
2010-11-07,56.805,58.012,56.805,57.894,1259336.0
2010-11-08,57.894,60.788,57.894,60.676,2265829.0
2010-11-09,57.894,60.788,57.894,60.676,2265829.0
2010-11-10,60.676,61.276,59.047,59.278,1061644.0
2010-11-11,59.278,60.281,58.705,58.76,702491.0
2010-11-12,58.821,58.821,57.148,57.431,959202.0
2010-11-13,58.821,58.821,57.148,57.431,959202.0
2010-11-14,58.821,58.821,57.148,57.431,959202.0
2010-11-15,57.431,58.24,57.385,57.68,431474.0
2010-11-16,57.68,58.627,57.68,58.384,919750.0
2010-11-17,57.68,58.627,57.68,58.384,919750.0
2010-11-18,57.68,58.627,57.68,58.384,919750.0
2010-11-19,57.68,58.627,57.68,58.384,919750.0
2010-11-20,57.68,58.627,57.68,58.384,919750.0
2010-11-21,57.68,58.627,57.68,58.384,919750.0
2010-11-22,58.384,59.806,58.384,59.696,1878655.0
2010-11-23,59.696,60.395,59.696,60.203,1233425.0
2010-11-24,60.203,61.401,60.19,60.841,2180972.0
2010-11-25,60.841,61.771,60.805,61.101,826724.0
2010-11-26,61.101,61.513,60.3,60.446,414211.0
2010-11-27,61.101,61.513,60.3,60.446,414211.0
2010-11-28,61.101,61.513,60.3,60.446,414211.0
2010-11-29,60.446,60.566,59.958,60.459,587398.0
2010-11-30,60.459,61.895,60.566,61.587,1639334.0
2010-12-01,61.587,61.98,60.15,60.233,772070.0
2010-12-02,60.233,61.335,60.281,61.143,720772.0
2010-12-03,61.143,62.085,61.139,61.456,1129732.0
2010-12-04,61.143,62.085,61.139,61.456,1129732.0
2010-12-05,61.143,62.085,61.139,61.456,1129732.0
2010-12-06,61.456,61.99,61.088,61.393,281624.0
2010-12-07,61.393,61.705,61.135,61.58,457663.0
2010-12-08,61.58,62.255,61.61,62.043,743884.0
2010-12-09,62.043,62.654,61.42,61.775,713232.0
2010-12-10,61.775,62.085,61.543,61.811,219242.0
2010-12-11,61.775,62.085,61.543,61.811,219242.0
2010-12-12,61.775,62.085,61.543,61.811,219242.0
2010-12-13,61.811,62.085,61.61,61.682,219659.0
2010-12-14,61.682,62.178,61.762,61.868,226933.0
2010-12-15,61.868,62.366,61.519,61.984,352690.0
2010-12-16,61.868,62.366,61.519,61.984,352690.0
2010-12-17,61.868,62.366,61.519,61.984,352690.0
2010-12-18,61.868,62.366,61.519,61.984,352690.0
2010-12-19,61.868,62.366,61.519,61.984,352690.0
2010-12-20,61.984,62.635,61.99,62.098,309964.0
2010-12-21,62.098,62.274,61.707,61.838,211898.0
2010-12-22,61.838,62.085,61.705,61.872,156730.0
2010-12-23,61.872,62.179,61.42,61.707,342959.0
2010-12-24,61.707,62.654,61.714,62.263,408800.0
2010-12-25,61.707,62.654,61.714,62.263,408800.0
2010-12-26,61.707,62.654,61.714,62.263,408800.0
2010-12-27,62.263,63.357,62.322,62.859,575077.0
2010-12-28,62.859,62.749,61.895,62.06,300965.0
2010-12-29,62.06,62.274,61.261,61.608,253701.0
2010-12-30,61.608,63.983,61.798,63.218,1124815.0
2010-12-31,63.218,64.154,62.939,63.512,548005.0
2011-01-01,63.218,64.154,62.939,63.512,548005.0
2011-01-02,63.218,64.154,62.939,63.512,548005.0
2011-01-03,63.512,63.584,61.707,63.062,437324.0
2011-01-04,63.062,64.363,63.319,64.196,552823.0
2011-01-05,64.196,65.481,63.793,64.724,765947.0
2011-01-06,64.724,65.787,64.743,65.401,579249.0
2011-01-07,65.401,65.88,64.847,65.236,379690.0
2011-01-08,65.401,65.88,64.847,65.236,379690.0
2011-01-09,65.401,65.88,64.847,65.236,379690.0
2011-01-10,65.236,65.927,64.365,64.657,283414.0
2011-01-11,64.657,66.261,64.363,66.003,589423.0
2011-01-12,66.003,69.303,66.356,69.303,1597223.0
2011-01-13,69.303,72.768,70.438,72.762,2111585.0
2011-01-14,72.762,75.734,72.147,73.197,1432334.0
2011-01-15,72.762,75.734,72.147,73.197,1432334.0
2011-01-16,72.762,75.734,72.147,73.197,1432334.0
2011-01-17,73.197,73.928,71.388,72.267,734351.0
2011-01-18,72.267,73.476,71.578,71.667,393169.0
2011-01-19,71.667,72.574,70.866,71.72,822220.0
2011-01-20,71.72,73.021,71.435,72.05,1131921.0
2011-01-21,72.05,75.65,72.341,74.319,1989241.0
2011-01-22,72.05,75.65,72.341,74.319,1989241.0
2011-01-23,72.05,75.65,72.341,74.319,1989241.0
2011-01-24,74.319,75.265,74.048,74.482,532573.0
2011-01-25,74.482,75.942,74.526,74.632,383134.0
2011-01-26,74.632,74.986,74.008,74.057,282598.0
2011-01-27,74.057,74.496,73.476,74.029,131360.0
2011-01-28,74.029,76.134,73.86,74.258,908888.0
2011-01-29,74.029,76.134,73.86,74.258,908888.0
2011-01-30,74.029,76.134,73.86,74.258,908888.0
2011-01-31,74.258,75.346,72.337,72.931,263639.0
2011-02-01,72.931,73.647,70.628,72.335,1005359.0
2011-02-02,72.335,72.622,69.299,71.139,1061413.0
2011-02-03,71.139,73.474,71.196,72.629,685456.0
2011-02-04,72.629,74.331,72.546,73.558,508102.0
2011-02-05,72.629,74.331,72.546,73.558,508102.0
2011-02-06,72.629,74.331,72.546,73.558,508102.0
2011-02-07,73.558,74.331,73.476,73.753,289170.0
2011-02-08,73.753,74.027,73.1,73.398,144549.0
2011-02-09,73.398,73.856,73.002,73.414,133184.0
2011-02-10,73.414,73.546,71.767,72.202,68665.0
2011-02-11,72.202,72.717,69.311,70.019,304385.0
2011-02-12,72.202,72.717,69.311,70.019,304385.0
2011-02-13,72.202,72.717,69.311,70.019,304385.0
2011-02-14,70.019,70.624,68.825,69.635,124740.0
2011-02-15,69.635,70.437,68.54,68.73,221490.0
2011-02-16,69.635,70.437,68.54,68.73,221490.0
2011-02-17,68.733,69.183,67.97,68.523,68603.0
2011-02-18,68.523,70.1,68.464,69.227,373849.0
2011-02-19,68.523,70.1,68.464,69.227,373849.0
2011-02-20,68.523,70.1,68.464,69.227,373849.0
2011-02-21,69.227,71.122,69.347,70.44,374132.0
2011-02-22,70.44,70.999,68.825,69.466,169479.0
2011-02-23,69.466,69.584,67.334,68.324,371146.0
2011-02-24,68.324,69.529,67.628,67.853,68198.0
2011-02-25,67.853,67.845,64.462,64.521,1245098.0
2011-02-26,67.853,67.845,64.462,64.521,1245098.0
2011-02-27,67.853,67.845,64.462,64.521,1245098.0
2011-02-28,64.521,67.432,62.923,67.138,243387.0
2011-03-01,66.651,69.984,67.167,69.631,868507.0
2011-03-02,69.631,70.174,67.784,68.835,433660.0
2011-03-03,68.835,70.372,68.765,69.182,315448.0
2011-03-04,69.182,71.734,68.804,71.509,505564.0
2011-03-05,69.182,71.734,68.804,71.509,505564.0
2011-03-06,69.182,71.734,68.804,71.509,505564.0
2011-03-07,71.317,73.214,71.862,72.099,480717.0
2011-03-08,72.099,72.234,71.352,71.568,42919.0
2011-03-09,71.577,73.018,71.354,71.921,188968.0
2011-03-10,71.93,71.94,70.793,71.038,413539.0
2011-03-11,70.958,71.127,69.196,69.952,333553.0
2011-03-12,70.958,71.127,69.196,69.952,333553.0
2011-03-13,70.958,71.127,69.196,69.952,333553.0
2011-03-14,69.952,70.274,69.394,69.549,138409.0
2011-03-15,69.549,69.372,66.353,66.893,453290.0
2011-03-16,66.893,68.912,66.291,68.335,670651.0
2011-03-17,68.335,69.588,68.02,68.808,617724.0
2011-03-18,68.808,70.078,68.039,69.057,437701.0
2011-03-19,68.808,70.078,68.039,69.057,437701.0
2011-03-20,68.808,70.078,68.039,69.057,437701.0
2011-03-21,69.057,69.294,67.647,68.049,176917.0
2011-03-22,68.049,69.392,67.922,68.808,127971.0
2011-03-23,68.049,69.392,67.922,68.808,127971.0
2011-03-24,68.808,69.978,68.841,69.337,161726.0
2011-03-25,69.337,69.98,69.049,69.29,102348.0
2011-03-26,69.337,69.98,69.049,69.29,102348.0
2011-03-27,69.337,69.98,69.049,69.29,102348.0
2011-03-28,69.29,69.686,69.294,69.349,110502.0
2011-03-29,69.349,71.45,69.686,70.754,500476.0
2011-03-30,70.754,71.352,70.568,71.238,130480.0
2011-03-31,71.238,72.526,71.185,71.96,472873.0
2011-04-01,71.96,73.114,71.989,72.122,451251.0
2011-04-02,71.96,73.114,71.989,72.122,451251.0
2011-04-03,71.96,73.114,71.989,72.122,451251.0
2011-04-04,72.122,72.526,70.764,70.927,142844.0
2011-04-05,70.927,72.518,70.764,72.162,238642.0
2011-04-06,72.162,73.214,71.793,72.168,203287.0
2011-04-07,72.168,72.92,71.842,72.211,115882.0
2011-04-08,72.211,74.096,71.548,73.504,444998.0
2011-04-09,72.211,74.096,71.548,73.504,444998.0
2011-04-10,72.211,74.096,71.548,73.504,444998.0
2011-04-11,73.504,74.077,72.969,73.163,86263.0
2011-04-12,73.163,73.508,71.94,72.601,146797.0
2011-04-13,72.601,72.92,71.842,72.122,141815.0
2011-04-14,72.122,72.567,71.156,71.329,101030.0
2011-04-15,71.329,71.94,70.999,71.354,108418.0
2011-04-16,71.329,71.94,70.999,71.354,108418.0
2011-04-17,71.329,71.94,70.999,71.354,108418.0
2011-04-18,71.354,72.136,71.568,71.942,38806.0
2011-04-19,71.942,72.381,71.176,71.281,73427.0
2011-04-20,71.281,72.528,71.278,72.395,100285.0
2011-04-21,72.395,73.861,72.332,73.667,455760.0
2011-04-22,73.667,74.194,73.116,73.195,142114.0
2011-04-23,73.667,74.194,73.116,73.195,142114.0
2011-04-24,73.667,74.194,73.116,73.195,142114.0
2011-04-25,73.195,73.351,72.53,72.779,44393.0
2011-04-26,72.779,72.92,72.352,72.761,15811.0
2011-04-27,72.761,73.43,72.528,72.765,104065.0
2011-04-28,72.765,74.096,72.577,73.777,251541.0
2011-04-29,73.777,75.939,73.704,75.543,708883.0
2011-04-30,73.777,75.939,73.704,75.543,708883.0
2011-05-01,73.777,75.939,73.704,75.543,708883.0
2011-05-02,75.543,76.053,73.92,74.929,265421.0
2011-05-03,74.929,75.743,74.292,75.029,176873.0
2011-05-04,75.029,75.467,73.187,73.775,273809.0
2011-05-05,73.775,74.439,73.704,74.304,175856.0
2011-05-06,74.304,74.665,73.702,73.871,41521.0
2011-05-07,74.304,74.665,73.702,73.871,41521.0
2011-05-08,74.304,74.665,73.702,73.871,41521.0
2011-05-09,73.871,74.39,73.508,73.693,62566.0
