,APL PA Equity,APL PA Equity,APL PA Equity,APL PA Equity,APL PA Equity
2017-08-21,252.86,252.86,248.396,248.997,11400.0
2017-08-22,244.92,248.87,244.525,245.694,4800.0
2017-08-23,248.87,254.401,247.302,250.932,81000.0
2017-08-24,252.031,252.031,248.08,249.163,40950.0
2017-08-25,249.261,252.031,248.87,250.79,22500.0
2017-08-26,249.261,252.031,248.87,250.79,22500.0
2017-08-27,249.261,252.031,248.87,250.79,22500.0
2017-08-28,247.685,250.846,246.903,249.36,3450.0
2017-08-29,244.924,250.846,244.924,249.775,26850.0
2017-08-30,249.775,254.796,249.775,253.714,2550.0
2017-08-31,252.031,256.771,250.846,250.846,3600.0
2017-09-01,252.031,256.771,250.846,250.846,3600.0
2017-09-02,252.031,256.771,250.846,250.846,3600.0
2017-09-03,252.031,256.771,250.846,250.846,3600.0
2017-09-04,252.031,256.771,250.846,250.846,3600.0
2017-09-05,256.368,256.771,254.006,254.697,13050.0
2017-09-06,256.376,256.771,252.821,253.275,9750.0
2017-09-07,250.869,250.869,248.87,248.882,4800.0
2017-09-08,249.265,252.821,248.874,251.975,5475.0
2017-09-09,249.265,252.821,248.874,251.975,5475.0
2017-09-10,249.265,252.821,248.874,251.975,5475.0
2017-09-11,256.767,256.771,239.378,244.355,112350.0
2017-09-12,240.974,244.92,238.995,242.696,9150.0
2017-09-13,244.13,248.001,241.365,246.951,11925.0
2017-09-14,244.92,246.895,243.735,244.916,17025.0
2017-09-15,244.92,245.706,239.785,240.602,10800.0
2017-09-16,244.92,245.706,239.785,240.602,10800.0
2017-09-17,244.92,245.706,239.785,240.602,10800.0
2017-09-18,243.933,244.92,237.474,244.272,143250.0
2017-09-19,245.07,247.385,244.92,247.18,86250.0
2017-09-20,246.895,249.858,246.895,249.546,18075.0
2017-09-21,250.842,250.842,246.5,246.891,39150.0
2017-09-22,245.315,250.846,244.92,247.31,2625.0
2017-09-23,245.315,250.846,244.92,247.31,2625.0
2017-09-24,245.315,250.846,244.92,247.31,2625.0
2017-09-25,247.29,247.369,242.945,246.37,3975.0
2017-09-26,246.895,248.823,245.71,248.357,2325.0
2017-09-27,247.737,247.737,245.311,246.891,3900.0
2017-09-28,243.936,246.895,243.936,246.22,1350.0
2017-09-29,250.842,250.846,244.13,247.184,8325.0
2017-09-30,250.842,250.846,244.13,247.184,8325.0
2017-10-01,250.842,250.846,244.13,247.184,8325.0
2017-10-02,244.328,244.328,244.328,244.328,375.0
2017-10-03,246.895,246.895,239.453,240.101,9525.0
2017-10-04,240.176,240.97,238.402,240.168,18450.0
2017-10-05,238.995,240.575,238.995,239.39,5550.0
2017-10-06,239.034,244.13,238.995,243.933,17100.0
2017-10-07,239.034,244.13,238.995,243.933,17100.0
2017-10-08,239.034,244.13,238.995,243.933,17100.0
2017-10-09,245.71,246.895,240.575,243.138,82875.0
2017-10-10,242.937,244.92,238.6,242.471,103425.0
2017-10-11,243.588,246.069,242.347,242.777,13275.0
2017-10-12,245.651,246.069,237.798,239.865,50700.0
2017-10-13,237.798,241.933,237.798,241.917,8250.0
2017-10-14,237.798,241.933,237.798,241.917,8250.0
2017-10-15,237.798,241.933,237.798,241.917,8250.0
2017-10-16,239.87,253.927,239.87,248.749,28650.0
2017-10-17,248.964,251.644,239.865,242.07,21825.0
2017-10-18,244.828,246.028,241.106,243.095,57375.0
2017-10-19,243.588,251.445,244.229,251.056,50400.0
2017-10-20,248.137,251.445,248.137,250.262,2775.0
2017-10-21,248.137,251.445,248.137,250.262,2775.0
2017-10-22,248.137,251.445,248.137,250.262,2775.0
2017-10-23,248.162,252.272,248.137,248.137,1875.0
2017-10-24,246.069,248.137,243.406,248.137,11925.0
2017-10-25,246.069,248.137,243.406,248.137,11925.0
2017-10-26,248.137,252.686,248.137,252.314,6450.0
2017-10-27,244.419,252.272,244.419,252.272,2400.0
2017-10-28,244.419,252.272,244.419,252.272,2400.0
2017-10-29,244.419,252.272,244.419,252.272,2400.0
2017-10-30,249.377,252.272,249.377,252.272,2175.0
2017-10-31,252.19,252.276,252.272,252.272,13275.0
2017-11-01,254.34,256.408,248.604,252.756,11625.0
2017-11-02,254.34,254.34,249.382,249.894,600.0
2017-11-03,253.095,254.34,253.095,254.34,900.0
2017-11-04,253.095,254.34,253.095,254.34,900.0
2017-11-05,253.095,254.34,253.095,254.34,900.0
2017-11-06,254.34,254.34,252.293,252.293,16050.0
2017-11-07,249.382,253.922,248.137,250.205,10500.0
2017-11-08,249.377,251.85,248.554,249.075,12825.0
2017-11-09,252.264,255.978,251.445,255.581,9675.0
2017-11-10,250.618,253.099,250.205,252.272,1350.0
2017-11-11,250.618,253.099,250.205,252.272,1350.0
2017-11-12,250.618,253.099,250.205,252.272,1350.0
2017-11-13,252.475,252.479,251.491,251.863,3675.0
2017-11-14,252.272,252.272,248.964,248.968,2550.0
2017-11-15,248.141,252.479,246.896,251.441,2775.0
2017-11-16,248.964,249.572,247.578,247.822,27750.0
2017-11-17,247.723,248.956,246.917,248.166,16875.0
2017-11-18,247.723,248.956,246.917,248.166,16875.0
2017-11-19,247.723,248.956,246.917,248.166,16875.0
2017-11-20,246.896,248.137,242.388,244.245,23175.0
2017-11-21,242.76,244.415,239.865,241.937,24525.0
2017-11-22,244.828,246.855,243.174,245.519,1725.0
2017-11-23,245.655,245.655,240.693,241.193,139275.0
2017-11-24,239.907,241.106,238.629,239.133,37500.0
2017-11-25,239.907,241.106,238.629,239.133,37500.0
2017-11-26,239.907,241.106,238.629,239.133,37500.0
2017-11-27,239.038,241.065,237.798,241.061,1575.0
2017-11-28,237.818,241.106,237.802,239.865,3000.0
2017-11-29,239.865,240.899,238.625,238.674,2775.0
2017-11-30,241.313,241.313,239.865,239.865,8625.0
2017-12-01,241.313,241.313,239.865,239.865,8625.0
2017-12-02,241.313,241.313,239.865,239.865,8625.0
2017-12-03,241.313,241.313,239.865,239.865,8625.0
2017-12-04,237.839,240.693,237.798,240.279,3900.0
2017-12-05,239.448,239.841,236.441,237.798,2700.0
2017-12-06,237.798,239.038,236.557,236.64,1050.0
2017-12-07,236.557,236.557,230.296,230.887,6150.0
2017-12-08,231.594,233.662,223.323,225.333,26550.0
2017-12-09,231.594,233.662,223.323,225.333,26550.0
2017-12-10,231.594,233.662,223.323,225.333,26550.0
2017-12-11,225.391,226.218,219.187,219.961,28275.0
2017-12-12,221.255,221.627,211.371,217.103,33825.0
2017-12-13,219.146,220.221,215.052,219.394,13050.0
2017-12-14,215.465,215.879,215.052,215.821,2400.0
2017-12-15,214.225,214.225,208.848,210.598,3750.0
2017-12-16,214.225,214.225,208.848,210.598,3750.0
2017-12-17,214.225,214.225,208.848,210.598,3750.0
2017-12-18,208.848,208.853,204.713,206.479,43200.0
2017-12-19,207.608,207.608,202.645,204.713,18750.0
2017-12-20,204.713,206.781,202.645,202.653,88125.0
2017-12-21,205.953,206.781,202.645,202.781,26850.0
2017-12-22,201.156,206.727,201.156,206.487,1575.0
2017-12-23,201.156,206.727,201.156,206.487,1575.0
2017-12-24,201.156,206.727,201.156,206.487,1575.0
2017-12-25,201.156,206.727,201.156,206.487,1575.0
2017-12-26,206.367,208.848,201.843,207.765,8475.0
2017-12-27,210.478,215.052,208.848,212.252,7275.0
2017-12-28,214.638,216.284,210.916,215.61,11325.0
2017-12-29,217.115,217.12,215.465,216.326,3900.0
2017-12-30,217.115,217.12,215.465,216.326,3900.0
2017-12-31,217.115,217.12,215.465,216.326,3900.0
2018-01-01,215.052,219.187,215.052,216.987,15600.0
2018-01-02,217.12,224.651,217.12,223.799,4500.0
2018-01-03,224.977,231.594,224.977,228.29,18750.0
2018-01-04,228.29,231.594,225.461,226.681,53850.0
2018-01-05,226.321,229.609,226.313,229.307,1800.0
2018-01-06,226.321,229.609,226.313,229.307,1800.0
2018-01-07,226.321,229.609,226.313,229.307,1800.0
2018-01-08,231.181,232.326,229.32,232.326,25350.0
2018-01-09,227.086,237.798,227.086,234.89,11100.0
2018-01-10,234.903,241.933,234.903,239.865,21300.0
2018-01-11,236.143,239.865,235.11,239.601,11775.0
2018-01-12,238.211,238.232,236.143,237.669,12750.0
2018-01-13,238.211,238.232,236.143,237.669,12750.0
2018-01-14,238.211,238.232,236.143,237.669,12750.0
2018-01-15,236.143,236.143,235.316,236.143,2400.0
2018-01-16,237.798,237.798,236.557,236.578,1200.0
2018-01-17,239.865,246.846,236.557,244.82,6525.0
2018-01-18,246.069,248.137,241.933,243.195,9675.0
2018-01-19,241.52,244.001,239.87,243.191,4800.0
2018-01-20,241.52,244.001,239.87,243.191,4800.0
2018-01-21,241.52,244.001,239.87,243.191,4800.0
2018-01-22,244.001,244.001,241.933,243.029,7425.0
2018-01-23,241.933,243.997,241.106,241.933,5625.0
2018-01-24,245.655,245.655,236.143,240.407,18675.0
2018-01-25,246.028,246.028,239.038,239.961,21750.0
2018-01-26,239.865,240.693,235.734,237.703,34800.0
2018-01-27,239.865,240.693,235.734,237.703,34800.0
2018-01-28,239.865,240.693,235.734,237.703,34800.0
2018-01-29,236.971,240.693,236.971,239.973,19050.0
2018-01-30,242.31,242.31,238.645,241.052,7200.0
2018-01-31,241.933,242.963,241.933,242.306,15600.0
2018-02-01,242.144,243.997,240.899,241.875,32400.0
2018-02-02,239.87,244.001,239.87,242.971,18975.0
2018-02-03,239.87,244.001,239.87,242.971,18975.0
2018-02-04,239.87,244.001,239.87,242.971,18975.0
2018-02-05,239.87,244.001,239.87,242.971,18975.0
2018-02-06,241.927,246.15,239.36,242.292,23175.0
2018-02-07,246.235,246.277,239.147,241.439,29250.0
2018-02-08,241.053,244.028,237.832,239.805,11400.0
2018-02-09,237.683,240.633,237.683,238.159,2400.0
2018-02-10,237.683,240.633,237.683,238.159,2400.0
2018-02-11,237.683,240.633,237.683,238.159,2400.0
2018-02-12,237.878,238.086,231.296,233.499,8625.0
2018-02-13,239.364,239.784,237.662,237.666,39075.0
2018-02-14,237.662,238.931,237.662,237.662,28500.0
2018-02-15,237.666,239.759,237.662,237.662,41625.0
2018-02-16,234.271,237.874,234.267,237.662,27600.0
2018-02-17,234.271,237.874,234.267,237.662,27600.0
2018-02-18,234.271,237.874,234.267,237.662,27600.0
2018-02-19,239.147,239.784,234.267,236.648,1200.0
2018-02-20,234.691,238.074,233.842,234.691,8025.0
2018-02-21,234.055,239.784,234.055,237.866,26100.0
2018-02-22,237.662,237.866,237.662,237.866,150.0
2018-02-23,238.299,238.299,234.691,234.903,3300.0
2018-02-24,238.299,238.299,234.691,234.903,3300.0
2018-02-25,238.299,238.299,234.691,234.903,3300.0
2018-02-26,234.908,237.658,234.903,237.658,525.0
2018-02-27,237.658,239.771,237.658,238.918,17175.0
2018-02-28,238.918,241.057,236.389,239.593,3000.0
2018-03-01,241.864,244.028,241.906,243.192,5550.0
2018-03-02,241.906,242.755,241.906,242.7,13500.0
2018-03-03,241.906,242.755,241.906,242.7,13500.0
2018-03-04,241.906,242.755,241.906,242.7,13500.0
2018-03-05,241.91,243.179,241.906,242.224,5850.0
2018-03-06,244.452,244.452,241.906,243.12,4125.0
2018-03-07,242.755,243.604,241.906,241.906,22500.0
2018-03-08,241.906,243.179,241.906,241.914,39750.0
2018-03-09,241.91,242.288,241.906,241.906,4875.0
2018-03-10,241.91,242.288,241.906,241.906,4875.0
2018-03-11,241.91,242.288,241.906,241.906,4875.0
2018-03-12,241.906,243.604,241.906,242.666,32025.0
2018-03-13,242.67,243.986,240.251,241.842,81375.0
2018-03-14,240.208,241.906,239.784,241.825,22875.0
2018-03-15,241.588,241.906,239.792,240.421,1800.0
2018-03-16,240.208,241.906,240.208,241.897,975.0
2018-03-17,240.208,241.906,240.208,241.897,975.0
2018-03-18,240.208,241.906,240.208,241.897,975.0
2018-03-19,240.208,241.566,240.022,240.204,8475.0
2018-03-20,242.322,244.495,242.245,244.032,9825.0
2018-03-21,244.028,245.25,242.352,242.708,25650.0
2018-03-22,244.452,244.877,244.24,244.24,2475.0
2018-03-23,244.452,244.877,244.24,244.24,2475.0
2018-03-24,244.452,244.877,244.24,244.24,2475.0
2018-03-25,244.452,244.877,244.24,244.24,2475.0
2018-03-26,246.15,248.272,245.301,246.867,3150.0
2018-03-27,246.574,248.272,243.604,243.935,35625.0
2018-03-28,244.028,244.07,243.604,243.956,4725.0
2018-03-29,244.452,244.452,242.33,243.943,4950.0
2018-03-30,244.028,244.028,241.906,243.837,11400.0
2018-03-31,244.028,244.028,241.906,243.837,11400.0
2018-04-01,244.028,244.028,241.906,243.837,11400.0
2018-04-02,244.873,246.15,244.873,245.912,1500.0
2018-04-03,246.15,254.426,246.574,253.81,25350.0
2018-04-04,254.001,263.083,254.001,255.886,15975.0
2018-04-05,256.802,258.457,256.802,257.261,4050.0
2018-04-06,257.609,260.579,256.76,257.439,3000.0
2018-04-07,257.609,260.579,256.76,257.439,3000.0
2018-04-08,257.609,260.579,256.76,257.439,3000.0
2018-04-09,257.609,258.882,253.789,256.993,4350.0
2018-04-10,256.76,258.457,256.76,256.972,825.0
2018-04-11,258.457,259.306,256.123,257.52,9525.0
2018-04-12,256.335,256.76,252.091,256.76,55650.0
2018-04-13,255.911,258.245,254.638,257.409,4575.0
2018-04-14,255.911,258.245,254.638,257.409,4575.0
2018-04-15,255.911,258.245,254.638,257.409,4575.0
2018-04-16,253.547,261.004,253.547,258.899,19950.0
2018-04-17,258.882,264.076,258.457,263.228,46125.0
2018-04-18,263.126,273.736,263.126,269.386,50100.0
2018-04-19,271.571,271.609,263.55,264.318,51000.0
2018-04-20,264.399,267.582,263.126,265.566,2400.0
2018-04-21,264.399,267.582,263.126,265.566,2400.0
2018-04-22,264.399,267.582,263.126,265.566,2400.0
2018-04-23,265.566,267.582,265.142,267.37,8700.0
2018-04-24,267.37,271.614,267.37,271.342,7425.0
2018-04-25,271.614,273.736,268.876,271.194,7575.0
2018-04-26,269.534,271.614,267.374,269.492,900.0
2018-04-27,267.794,271.614,256.76,268.244,7575.0
2018-04-28,267.794,271.614,256.76,268.244,7575.0
2018-04-29,267.794,271.614,256.76,268.244,7575.0
2018-04-30,269.449,269.449,267.37,267.37,900.0
2018-05-01,269.449,269.449,267.37,267.37,900.0
2018-05-02,269.488,269.488,263.55,263.898,2775.0
2018-05-03,261.64,265.244,259.306,260.227,5550.0
2018-05-04,260.155,263.975,259.349,260.664,4575.0
2018-05-05,260.155,263.975,259.349,260.664,4575.0
2018-05-06,260.155,263.975,259.349,260.664,4575.0
2018-05-07,263.932,263.932,262.489,262.617,9000.0
2018-05-08,261.428,261.428,258.691,259.731,8025.0
2018-05-09,258.033,258.457,257.184,258.326,11250.0
2018-05-10,262.646,263.975,261.004,261.186,13500.0
2018-05-11,265.248,265.248,261.004,262.701,11400.0
2018-05-12,265.248,265.248,261.004,262.701,11400.0
2018-05-13,265.248,265.248,261.004,262.701,11400.0
2018-05-14,258.924,258.882,255.062,255.279,12150.0
2018-05-15,254.642,258.882,252.516,258.882,19575.0
2018-05-16,258.882,263.126,258.457,262.493,38925.0
2018-05-17,258.67,258.882,255.487,258.882,1725.0
2018-05-18,258.033,259.306,256.76,258.912,363225.0
2018-05-19,258.033,259.306,256.76,258.912,363225.0
2018-05-20,258.033,259.306,256.76,258.912,363225.0
2018-05-21,255.699,258.882,250.415,253.581,34875.0
2018-05-22,250.394,257.18,250.394,254.638,8325.0
2018-05-23,258.839,258.839,252.728,253.293,5175.0
2018-05-24,254.129,258.457,252.516,252.953,2925.0
2018-05-25,252.94,258.415,251.243,251.909,2475.0
2018-05-26,252.94,258.415,251.243,251.909,2475.0
2018-05-27,252.94,258.415,251.243,251.909,2475.0
2018-05-28,256.76,256.76,251.667,254.778,1200.0
2018-05-29,255.274,255.274,253.152,254.15,5325.0
2018-05-30,252.108,252.52,251.031,251.502,3825.0
2018-05-31,251.243,255.274,251.243,254.46,28050.0
2018-06-01,254.638,254.638,252.516,254.116,6225.0
2018-06-02,254.638,254.638,252.516,254.116,6225.0
2018-06-03,254.638,254.638,252.516,254.116,6225.0
2018-06-04,254.638,256.76,254.638,256.582,15975.0
2018-06-05,257.651,257.651,254.638,254.85,5550.0
2018-06-06,255.911,255.911,254.638,254.638,8475.0
2018-06-07,255.533,258.839,254.638,258.712,17025.0
2018-06-08,255.533,258.839,254.638,258.712,17025.0
2018-06-09,255.533,258.839,254.638,258.712,17025.0
2018-06-10,255.533,258.839,254.638,258.712,17025.0
2018-06-11,257.609,258.882,257.609,258.882,20700.0
2018-06-12,258.457,260.579,257.184,258.818,11700.0
2018-06-13,258.818,260.537,256.76,256.87,5850.0
2018-06-14,258.457,260.49,258.457,259.098,33825.0
2018-06-15,258.457,260.49,258.457,259.098,33825.0
2018-06-16,258.457,260.49,258.457,259.098,33825.0
2018-06-17,258.457,260.49,258.457,259.098,33825.0
2018-06-18,258.457,260.49,258.457,259.098,33825.0
2018-06-19,259.361,260.155,258.033,260.155,8100.0
2018-06-20,261.339,264.887,260.579,261.008,6750.0
2018-06-21,258.462,262.277,258.457,261.004,8550.0
2018-06-22,259.306,259.306,254.638,256.543,34800.0
2018-06-23,259.306,259.306,254.638,256.543,34800.0
2018-06-24,259.306,259.306,254.638,256.543,34800.0
2018-06-25,258.033,258.033,248.696,250.228,10650.0
2018-06-26,250.385,261.004,250.385,254.595,44250.0
2018-06-27,255.168,255.168,247.848,248.556,81150.0
2018-06-28,250.351,258.882,250.182,255.737,12300.0
2018-06-29,252.584,254.638,248.314,250.39,29250.0
2018-06-30,252.584,254.638,248.314,250.39,29250.0
2018-07-01,252.584,254.638,248.314,250.39,29250.0
2018-07-02,250.394,250.394,244.028,245.348,54300.0
2018-07-03,242.759,245.577,242.755,244.367,1200.0
2018-07-04,241.948,242.012,238.086,240.773,19500.0
2018-07-05,238.12,241.906,237.238,237.687,27000.0
2018-07-06,234.695,237.662,234.267,237.611,6075.0
2018-07-07,234.695,237.662,234.267,237.611,6075.0
2018-07-08,234.695,237.662,234.267,237.611,6075.0
2018-07-09,237.662,237.662,235.536,237.658,6600.0
2018-07-10,235.54,237.662,233.418,237.645,77700.0
2018-07-11,237.662,237.662,236.809,236.809,47550.0
2018-07-12,231.317,239.784,225.779,237.174,4725.0
2018-07-13,235.54,237.662,235.54,237.556,12075.0
2018-07-14,235.54,237.662,235.54,237.556,12075.0
2018-07-15,235.54,237.662,235.54,237.556,12075.0
2018-07-16,237.662,237.662,235.54,235.964,3375.0
2018-07-17,235.54,235.54,231.296,233.346,29850.0
2018-07-18,233.418,235.54,233.418,233.418,23250.0
2018-07-19,235.54,240.208,235.54,239.784,15750.0
2018-07-20,237.704,239.826,235.54,235.565,59700.0
2018-07-21,237.704,239.826,235.54,235.565,59700.0
2018-07-22,237.704,239.826,235.54,235.565,59700.0
2018-07-23,233.46,235.582,233.46,233.842,3000.0
2018-07-24,237.641,237.662,233.418,234.305,62325.0
2018-07-25,237.641,237.662,233.418,234.305,62325.0
2018-07-26,235.54,237.662,234.691,235.544,14250.0
2018-07-27,237.662,237.704,235.752,237.484,17550.0
2018-07-28,237.662,237.704,235.752,237.484,17550.0
2018-07-29,237.662,237.704,235.752,237.484,17550.0
2018-07-30,237.704,238.086,235.773,236.452,13950.0
2018-07-31,236.389,237.666,235.116,235.468,12825.0
2018-08-01,235.54,235.582,233.015,235.544,11550.0
2018-08-02,235.582,235.582,233.036,233.325,24075.0
2018-08-03,233.418,236.389,232.361,235.926,83925.0
2018-08-04,233.418,236.389,232.361,235.926,83925.0
2018-08-05,233.418,236.389,232.361,235.926,83925.0
2018-08-06,236.177,237.662,236.177,237.543,13425.0
2018-08-07,237.704,239.742,237.662,239.147,9975.0
2018-08-08,239.784,239.826,238.515,238.71,8475.0
2018-08-09,237.662,237.662,235.964,236.724,32700.0
2018-08-10,237.233,248.272,237.233,244.126,50850.0
2018-08-11,237.233,248.272,237.233,244.126,50850.0
2018-08-12,237.233,248.272,237.233,244.126,50850.0
2018-08-13,245.726,248.314,241.906,247.198,58575.0
2018-08-14,245.726,248.314,241.906,247.198,58575.0
2018-08-15,259.557,259.557,256.802,259.557,448800.0
2018-08-16,261.004,261.004,256.229,257.592,163500.0
2018-08-17,259.09,260.579,256.972,257.256,58350.0
2018-08-18,259.09,260.579,256.972,257.256,58350.0
2018-08-19,259.09,260.579,256.972,257.256,58350.0
2018-08-20,258.776,263.55,257.481,260.189,62325.0
2018-08-21,258.776,263.55,257.481,260.189,62325.0
2018-08-22,258.776,263.55,257.481,260.189,62325.0
2018-08-23,258.776,263.55,257.481,260.189,62325.0
2018-08-24,260.579,261.899,259.391,259.646,20475.0
2018-08-25,260.579,261.899,259.391,259.646,20475.0
2018-08-26,260.579,261.899,259.391,259.646,20475.0
2018-08-27,258.457,263.953,258.457,263.045,43200.0
2018-08-28,264.823,268.308,263.13,266.496,89625.0
2018-08-29,267.794,268.134,266.479,266.737,48600.0
2018-08-30,267.366,268.516,262.273,264.522,47925.0
2018-08-31,265.46,265.46,262.744,263.092,9525.0
2018-09-01,265.46,265.46,262.744,263.092,9525.0
2018-09-02,265.46,265.46,262.744,263.092,9525.0
2018-09-03,262.701,264.399,261.004,263.567,22800.0
2018-09-04,264.611,265.884,263.762,265.316,18375.0
2018-09-05,265.248,265.672,261.004,261.449,88125.0
2018-09-06,261.853,261.853,254.638,254.926,94500.0
2018-09-07,255.911,256.972,253.407,254.557,52125.0
2018-09-08,255.911,256.972,253.407,254.557,52125.0
2018-09-09,255.911,256.972,253.407,254.557,52125.0
2018-09-10,254.213,254.218,246.574,247.321,44325.0
2018-09-11,248.654,250.818,248.654,249.829,18900.0
2018-09-12,250.394,254.638,249.545,250.211,25275.0
2018-09-13,249.549,259.306,249.549,257.112,54300.0
2018-09-14,258.457,259.306,255.487,256.302,59625.0
2018-09-15,258.457,259.306,255.487,256.302,59625.0
2018-09-16,258.457,259.306,255.487,256.302,59625.0
2018-09-17,259.79,259.79,247.651,249.547,27438.0
2018-09-18,247.04,252.751,244.521,250.126,20375.0
2018-09-19,250.759,252.326,248.129,250.036,9500.0
2018-09-20,250.759,252.326,248.129,250.036,9500.0
2018-09-21,250.759,252.326,248.129,250.036,9500.0
2018-09-22,250.759,252.326,248.129,250.036,9500.0
2018-09-23,250.759,252.326,248.129,250.036,9500.0
2018-09-24,250.812,252.347,243.826,243.916,20563.0
2018-09-25,243.852,243.852,239.655,240.17,33500.0
2018-09-26,239.602,241.063,238.141,238.8,27750.0
2018-09-27,240.664,240.664,234.342,238.385,9813.0
2018-09-28,236.414,238.539,234.342,235.803,11000.0
2018-09-29,236.414,238.539,234.342,235.803,11000.0
2018-09-30,236.414,238.539,234.342,235.803,11000.0
2018-10-01,234.831,234.831,233.758,233.88,12000.0
2018-10-02,233.227,233.763,231.697,232.536,9750.0
2018-10-03,231.633,232.164,230.661,231.399,8875.0
2018-10-04,230.57,230.836,226.326,227.043,12250.0
2018-10-05,228.445,232.642,228.429,230.145,17375.0
2018-10-06,228.445,232.642,228.429,230.145,17375.0
2018-10-07,228.445,232.642,228.429,230.145,17375.0
2018-10-08,228.445,232.164,223.133,226.357,16063.0
2018-10-09,223.133,234.821,223.133,226.591,70875.0
2018-10-10,222.176,228.445,222.07,227.266,3938.0
2018-10-11,228.445,228.977,226.586,226.634,3875.0
2018-10-12,228.445,233.758,225.789,226.065,75563.0
2018-10-13,228.445,233.758,225.789,226.065,75563.0
2018-10-14,228.445,233.758,225.789,226.065,75563.0
2018-10-15,223.239,224.195,215.164,219.812,19813.0
2018-10-16,223.133,227.542,222.176,223.489,3688.0
2018-10-17,227.648,234.661,224.2,233.445,71125.0
2018-10-18,230.894,234.289,230.894,233.317,50500.0
2018-10-19,232.164,238.539,231.096,237.971,11000.0
2018-10-20,232.164,238.539,231.096,237.971,11000.0
2018-10-21,232.164,238.539,231.096,237.971,11000.0
2018-10-22,233.822,236.414,232.164,233.03,11938.0
2018-10-23,233.758,233.758,225.258,226.628,23250.0
2018-10-24,232.695,237.955,232.164,237.955,38375.0
2018-10-25,243.321,249.85,241.674,245.802,71688.0
2018-10-26,240.133,253.415,240.133,252.613,60500.0
2018-10-27,240.133,253.415,240.133,252.613,60500.0
2018-10-28,240.133,253.415,240.133,252.613,60500.0
2018-10-29,255.54,261.384,255.54,258.451,89125.0
2018-10-30,264.173,264.173,256.422,257.352,29688.0
2018-10-31,261.782,261.782,251.555,252.05,41875.0
2018-11-01,249.696,257.665,249.696,251.97,173500.0
2018-11-02,251.555,260.321,249.701,251.986,63938.0
2018-11-03,251.555,260.321,249.701,251.986,63938.0
2018-11-04,251.555,260.321,249.701,251.986,63938.0
2018-11-05,252.352,257.134,249.696,256.603,14125.0
2018-11-06,256.071,257.665,248.633,255.211,23375.0
2018-11-07,257.66,258.674,254.477,255.901,77500.0
2018-11-08,254.217,260.321,253.946,258.775,66750.0
2018-11-09,257.665,264.572,257.665,263.02,18688.0
2018-11-10,257.665,264.572,257.665,263.02,18688.0
2018-11-11,257.665,264.572,257.665,263.02,18688.0
2018-11-12,264.572,265.634,260.321,263.222,20313.0
2018-11-13,261.379,267.228,258.728,264.927,17625.0
2018-11-14,264.577,270.947,264.572,268.189,16500.0
2018-11-15,266.431,270.947,266.431,267.488,8938.0
2018-11-16,266.713,272.009,266.713,270.469,13875.0
2018-11-17,266.713,272.009,266.713,270.469,13875.0
2018-11-18,266.713,272.009,266.713,270.469,13875.0
2018-11-19,270.415,272.009,267.494,271.09,4625.0
2018-11-20,268.827,270.41,266.165,268.189,15000.0
2018-11-21,268.827,270.41,266.165,268.189,15000.0
2018-11-22,265.634,268.29,264.566,264.566,10688.0
2018-11-23,265.103,270.947,257.665,264.736,13438.0
2018-11-24,265.103,270.947,257.665,264.736,13438.0
2018-11-25,265.103,270.947,257.665,264.736,13438.0
2018-11-26,264.731,267.759,262.978,263.684,5188.0
2018-11-27,262.978,266.165,262.978,263.615,14313.0
2018-11-28,262.186,263.504,259.684,259.684,2938.0
2018-11-29,260.321,260.321,255.009,255.227,5500.0
2018-11-30,255.009,256.124,253.707,254.95,8375.0
2018-12-01,255.009,256.124,253.707,254.95,8375.0
2018-12-02,255.009,256.124,253.707,254.95,8375.0
2018-12-03,247.045,255.009,242.205,243.241,14125.0
2018-12-04,234.847,244.383,231.08,232.446,84938.0
2018-12-05,234.289,234.289,221.539,226.798,91063.0
2018-12-06,231.102,232.164,216.226,217.437,71250.0
2018-12-07,216.763,219.945,215.695,219.557,79875.0
2018-12-08,216.763,219.945,215.695,219.557,79875.0
2018-12-09,216.763,219.945,215.695,219.557,79875.0
2018-12-10,225.731,227.85,222.07,225.481,33000.0
2018-12-11,223.133,225.789,216.763,224.009,57438.0
2018-12-12,221.008,222.84,215.429,218.468,117188.0
2018-12-13,218.936,219.414,211.976,214.144,63375.0
2018-12-14,217.283,219.414,214.632,216.975,6250.0
2018-12-15,217.283,219.414,214.632,216.975,6250.0
2018-12-16,217.283,219.414,214.632,216.975,6250.0
2018-12-17,217.023,218.877,216.757,217.257,9750.0
2018-12-18,216.757,218.829,216.226,218.117,9563.0
2018-12-19,217.82,219.679,217.815,218.978,17000.0
2018-12-20,219.414,225.789,218.882,225.173,16063.0
2018-12-21,223.133,231.102,223.133,228.275,12750.0
2018-12-22,223.133,231.102,223.133,228.275,12750.0
2018-12-23,223.133,231.102,223.133,228.275,12750.0
2018-12-24,223.133,233.758,223.133,233.429,25125.0
2018-12-25,223.133,233.758,223.133,233.429,25125.0
2018-12-26,234.821,235.086,231.102,232.945,17688.0
2018-12-27,236.414,236.414,225.789,229.758,27000.0
2018-12-28,226.32,236.414,222.07,228.514,9375.0
2018-12-29,226.32,236.414,222.07,228.514,9375.0
2018-12-30,226.32,236.414,222.07,228.514,9375.0
2018-12-31,230.039,230.57,223.138,229.232,6563.0
2019-01-01,230.836,236.414,230.836,236.026,7000.0
