,HSY US Equity
2020-11-19,20.9591
2020-11-20,20.7574
2020-11-21,20.7574
2020-11-22,20.7574
2020-11-23,20.6391
2020-11-24,20.8109
2020-11-25,20.8035
2020-11-26,20.8035
2020-11-27,20.791
2020-11-28,20.791
2020-11-29,20.791
2020-11-30,20.7711
2020-12-01,21.0387
2020-12-02,20.9404
2020-12-03,21.0126
2020-12-04,21.1421
2020-12-05,21.1421
2020-12-06,21.1421
2020-12-07,20.9989
2020-12-08,21.1122
2020-12-09,21.3002
2020-12-10,20.9964
2020-12-11,20.923
2020-12-12,20.923
2020-12-13,20.923
2020-12-14,20.9267
2020-12-15,21.0624
2020-12-16,21.0686
2020-12-17,21.2342
2020-12-18,21.1433
2020-12-19,21.1433
2020-12-20,21.1433
2020-12-21,20.9914
2020-12-22,20.862
2020-12-23,20.9653
2020-12-24,21.0275
2020-12-25,21.0275
2020-12-26,21.0275
2020-12-27,21.0275
2020-12-28,21.2578
2020-12-29,21.213
2020-12-30,21.0997
2020-12-31,19.7586
2021-01-01,19.7586
2021-01-02,19.7586
2021-01-03,19.7586
2021-01-04,19.5924
2021-01-05,19.5726
2021-01-06,19.6342
2021-01-07,19.6237
2021-01-08,19.7237
2021-01-09,19.7237
2021-01-10,19.7237
2021-01-11,19.5006
2021-01-12,19.4157
2021-01-13,19.4785
2021-01-14,19.1879
2021-01-15,19.3088
2021-01-16,19.3088
2021-01-17,19.3088
2021-01-18,19.3088
2021-01-19,19.3425
2021-01-20,19.4448
2021-01-21,19.3692
2021-01-22,19.2786
2021-01-23,19.2786
2021-01-24,19.2786
2021-01-25,19.2007
2021-01-26,19.432
2021-01-27,19.045
2021-01-28,19.2797
2021-01-29,18.9578
2021-01-30,18.9578
2021-01-31,18.9578
2021-02-01,18.9195
2021-02-02,19.1531
2021-02-03,19.0903
2021-02-04,19.1647
2021-02-05,19.0926
2021-02-06,19.0926
2021-02-07,19.0926
2021-02-08,19.4099
2021-02-09,19.4436
2021-02-10,19.4878
2021-02-11,19.5366
2021-02-12,19.6482
2021-02-13,19.6482
2021-02-14,19.6482
2021-02-15,19.6482
2021-02-16,19.6482
2021-02-17,19.5551
2021-02-18,19.7517
2021-02-19,19.2728
2021-02-20,19.2728
2021-02-21,19.2728
2021-02-22,19.2034
2021-02-23,19.1722
2021-02-24,19.1248
2021-02-25,19.1248
2021-02-26,18.9027
2021-02-27,18.9027
2021-02-28,18.9027
2021-03-01,18.8495
2021-03-02,18.868
2021-03-03,18.7546
2021-03-04,18.9536
2021-03-05,19.4498
2021-03-06,19.4498
2021-03-07,19.4498
2021-03-08,19.6129
2021-03-09,19.4706
2021-03-10,19.7124
2021-03-11,19.6256
2021-03-12,19.6881
2021-03-13,19.6881
2021-03-14,19.6881
2021-03-15,19.7899
2021-03-16,19.8096
2021-03-17,19.9333
2021-03-18,20.108
2021-03-19,19.9495
2021-03-20,19.9495
2021-03-21,19.9495
2021-03-22,20.1439
2021-03-23,20.2063
2021-03-24,20.2456
2021-03-25,20.2202
2021-03-26,20.4781
2021-03-27,20.4781
2021-03-28,20.4781
2021-03-29,20.6933
2021-03-30,20.4307
2021-03-31,20.3497
2021-04-01,18.6076
2021-04-02,18.6076
2021-04-03,18.6076
2021-04-04,18.6076
2021-04-05,18.6699
2021-04-06,18.8188
2021-04-07,18.7783
2021-04-08,18.7298
2021-04-09,18.6655
2021-04-10,18.6655
2021-04-11,18.6655
2021-04-12,18.676
2021-04-13,18.5937
2021-04-14,18.5272
2021-04-15,18.8132
2021-04-16,18.8227
2021-04-17,18.8227
2021-04-18,18.8227
2021-04-19,18.8216
2021-04-20,18.9493
2021-04-21,19.0284
2021-04-22,18.9545
2021-04-23,18.8691
2021-04-24,18.8691
2021-04-25,18.8691
2021-04-26,18.6159
2021-04-27,18.5821
2021-04-28,18.5979
2021-04-29,19.1634
2021-04-30,19.1786
2021-05-01,19.1786
2021-05-02,19.1786
2021-05-03,19.4361
2021-05-04,19.4541
2021-05-05,19.6071
2021-05-06,19.6356
2021-05-07,19.6208
2021-05-08,19.6208
2021-05-09,19.6208
2021-05-10,19.8129
2021-05-11,19.6662
2021-05-12,19.5269
2021-05-13,19.9491
2021-05-14,19.8974
2021-05-15,19.8974
2021-05-16,19.8974
2021-05-17,20.043
2021-05-18,20.0747
2021-05-19,20.0209
2021-05-20,20.1064
2021-05-21,20.1771
2021-05-22,20.1771
2021-05-23,20.1771
2021-05-24,20.213
2021-05-25,20.2784
2021-05-26,20.2341
2021-05-27,20.1444
2021-05-28,20.1021
2021-05-29,20.1021
2021-05-30,20.1021
2021-05-31,20.1021
2021-06-01,20.0599
2021-06-02,20.1538
2021-06-03,20.2594
2021-06-04,20.2974
2021-06-05,20.2974
2021-06-06,20.2974
2021-06-07,20.2013
2021-06-08,20.1581
2021-06-09,20.0821
2021-06-10,20.2425
2021-06-11,20.2868
2021-06-12,20.2868
2021-06-13,20.2868
2021-06-14,20.2731
2021-06-15,20.2921
2021-06-16,20.062
2021-06-17,20.1507
2021-06-18,19.8319
2021-06-19,19.8319
2021-06-20,19.8319
2021-06-21,20.0166
2021-06-22,20.0198
2021-06-23,19.8193
2021-06-24,20.0325
2021-06-25,20.3206
2021-06-26,20.3206
2021-06-27,20.3206
2021-06-28,20.2594
2021-06-29,19.9913
2021-06-30,20.2214
2021-07-01,20.1707
2021-07-02,19.715
2021-07-03,19.715
2021-07-04,19.715
2021-07-05,19.715
2021-07-06,19.8269
2021-07-07,19.9765
2021-07-08,19.8971
2021-07-09,19.9948
2021-07-10,19.9948
2021-07-11,19.9948
2021-07-12,20.0019
2021-07-13,19.9114
2021-07-14,20.0782
2021-07-15,20.2736
2021-07-16,20.3245
2021-07-17,20.3245
2021-07-18,20.3245
2021-07-19,20.2675
2021-07-20,20.354
2021-07-21,20.124
2021-07-22,20.0111
2021-07-23,20.2502
2021-07-24,20.2502
2021-07-25,20.2502
2021-07-26,20.122
2021-07-27,20.2482
2021-07-28,19.9694
2021-07-29,20.0909
2021-07-30,20.1274
2021-07-31,20.1274
2021-08-01,20.1274
2021-08-02,20.0798
2021-08-03,20.2256
2021-08-04,20.0545
2021-08-05,20.1142
2021-08-06,20.098
2021-08-07,20.098
2021-08-08,20.098
2021-08-09,20.0859
2021-08-10,20.1355
2021-08-11,20.1061
2021-08-12,20.0018
2021-08-13,20.1801
2021-08-14,20.1801
2021-08-15,20.1801
2021-08-16,20.3583
2021-08-17,20.4566
2021-08-18,20.1912
2021-08-19,20.2662
2021-08-20,20.2439
2021-08-21,20.2439
2021-08-22,20.2439
2021-08-23,20.1142
2021-08-24,19.8499
2021-08-25,19.7952
2021-08-26,19.7456
2021-08-27,19.7982
2021-08-28,19.7982
2021-08-29,19.7982
2021-08-30,19.8894
2021-08-31,20.0079
2021-09-01,20.0606
2021-09-02,20.0606
2021-09-03,20.0373
2021-09-04,20.0373
2021-09-05,20.0373
2021-09-06,20.0373
2021-09-07,19.6058
2021-09-08,19.8995
2021-09-09,19.7749
2021-09-10,19.7405
2021-09-11,19.7405
2021-09-12,19.7405
2021-09-13,19.783
2021-09-14,19.6889
2021-09-15,19.7425
2021-09-16,19.7911
2021-09-17,19.7415
2021-09-18,19.7415
2021-09-19,19.7415
2021-09-20,19.5754
2021-09-21,19.4083
2021-09-22,19.4701
2021-09-23,19.539
2021-09-24,19.6372
2021-09-25,19.6372
2021-09-26,19.6372
2021-09-27,19.3192
2021-09-28,19.0943
2021-09-29,19.4205
2021-09-30,19.1521
2021-10-01,19.7124
2021-10-02,19.7124
2021-10-03,19.7124
2021-10-04,19.7932
2021-10-05,20.0945
2021-10-06,20.517
2021-10-07,20.4653
2021-10-08,20.4342
2021-10-09,20.4342
2021-10-10,20.4342
2021-10-11,20.4818
2021-10-12,20.6154
2021-10-13,20.6827
2021-10-14,20.896
2021-10-15,20.6268
2021-10-16,20.6268
2021-10-17,20.6268
2021-10-18,20.5357
2021-10-19,20.6361
2021-10-20,20.6869
2021-10-21,20.6982
2021-10-22,20.8846
2021-10-23,20.8846
2021-10-24,20.8846
2021-10-25,20.691
2021-10-26,20.8443
2021-10-27,20.6164
2021-10-28,20.6018
2021-10-29,20.1825
2021-10-30,20.1825
2021-10-31,20.1825
2021-11-01,20.1131
2021-11-02,20.198
2021-11-03,20.3078
2021-11-04,20.1846
2021-11-05,20.1866
2021-11-06,20.1866
2021-11-07,20.1866
2021-11-08,20.1193
2021-11-09,20.2684
2021-11-10,20.6184
2021-11-11,20.4931
2021-11-12,20.4248
2021-11-13,20.4248
2021-11-14,20.4248
2021-11-15,20.402
2021-11-16,20.4279
2021-11-17,20.5915
2021-11-18,20.6753
2021-11-19,20.5946
2021-11-20,20.5946
2021-11-21,20.5946
2021-11-22,20.783
2021-11-23,20.8928
2021-11-24,20.7644
2021-11-25,20.7644
2021-11-26,20.4486
2021-11-27,20.4486
2021-11-28,20.4486
2021-11-29,20.577
2021-11-30,20.4041
2021-12-01,20.1991
2021-12-02,20.3212
2021-12-03,20.6236
2021-12-04,20.6236
2021-12-05,20.6236
2021-12-06,20.7364
2021-12-07,20.871
2021-12-08,20.9973
2021-12-09,21.0263
2021-12-10,21.338
2021-12-11,21.338
2021-12-12,21.338
2021-12-13,21.5595
2021-12-14,21.4601
2021-12-15,21.6755
2021-12-16,21.9198
2021-12-17,21.4529
2021-12-18,21.4529
2021-12-19,21.4529
2021-12-20,21.4705
2021-12-21,21.4229
2021-12-22,21.5823
2021-12-23,21.5399
2021-12-24,21.5399
2021-12-25,21.5399
2021-12-26,21.5399
2021-12-27,21.6869
2021-12-28,21.7997
2021-12-29,21.8877
2021-12-30,21.8308
2021-12-31,21.9709
2022-01-01,21.9709
2022-01-02,21.9709
2022-01-03,21.9447
2022-01-04,22.111
2022-01-05,22.3267
2022-01-06,22.2833
2022-01-07,22.2108
2022-01-08,22.2108
2022-01-09,22.2108
2022-01-10,22.0888
2022-01-11,22.0273
2022-01-12,22.2098
2022-01-13,22.3005
2022-01-14,22.5817
2022-01-15,22.5817
2022-01-16,22.5817
2022-01-17,22.5817
2022-01-18,22.4597
2022-01-19,22.5928
2022-01-20,22.5444
2022-01-21,22.6644
2022-01-22,22.6644
2022-01-23,22.6644
2022-01-24,22.621
2022-01-25,22.1019
2022-01-26,22.0374
2022-01-27,22.0616
2022-01-28,22.3096
2022-01-29,22.3096
2022-01-30,22.3096
2022-01-31,22.3337
2022-02-01,22.1987
2022-02-02,22.4819
2022-02-03,23.0242
2022-02-04,22.9093
2022-02-05,22.9093
2022-02-06,22.9093
2022-02-07,23.1038
2022-02-08,23.3347
2022-02-09,22.996
2022-02-10,22.9738
2022-02-11,23.1522
2022-02-12,23.1522
2022-02-13,23.1522
2022-02-14,22.9668
2022-02-15,22.9194
2022-02-16,22.8962
2022-02-17,22.8337
2022-02-18,22.8146
2022-02-19,22.8146
2022-02-20,22.8146
2022-02-21,22.8146
2022-02-22,22.7584
2022-02-23,22.8126
2022-02-24,22.2342
2022-02-25,22.9884
2022-02-26,22.9884
2022-02-27,22.9884
2022-02-28,22.7815
2022-03-01,23.0426
2022-03-02,23.3609
2022-03-03,23.372
2022-03-04,23.842
2022-03-05,23.842
2022-03-06,23.842
2022-03-07,23.8982
2022-03-08,22.9572
2022-03-09,23.0446
2022-03-10,23.0707
2022-03-11,23.0255
2022-03-12,23.0255
2022-03-13,23.0255
2022-03-14,23.2284
2022-03-15,23.4403
2022-03-16,23.127
2022-03-17,23.2284
2022-03-18,23.2304
2022-03-19,23.2304
2022-03-20,23.2304
2022-03-21,23.3941
2022-03-22,23.3881
2022-03-23,23.3338
2022-03-24,23.6833
2022-03-25,23.9976
2022-03-26,23.9976
2022-03-27,23.9976
2022-03-28,24.0258
2022-03-29,24.0348
2022-03-30,24.2266
2022-03-31,24.2246
2022-04-01,22.5515
2022-04-02,22.5515
2022-04-03,22.5515
2022-04-04,22.3427
2022-04-05,22.518
2022-04-06,22.828
2022-04-07,22.9171
2022-04-08,23.0412
2022-04-09,23.0412
2022-04-10,23.0412
2022-04-11,23.0608
2022-04-12,23.255
2022-04-13,23.2141
2022-04-14,23.2513
2022-04-15,23.2513
2022-04-16,23.2513
2022-04-17,23.2513
2022-04-18,23.1054
2022-04-19,23.3442
2022-04-20,23.5951
2022-04-21,23.5124
2022-04-22,23.0803
2022-04-23,23.0803
2022-04-24,23.0803
2022-04-25,23.1583
2022-04-26,22.7076
2022-04-27,22.9037
2022-04-28,23.4435
2022-04-29,23.2381
2022-04-30,23.2381
2022-05-01,23.2381
2022-05-02,22.4721
2022-05-03,22.7082
2022-05-04,23.1972
2022-05-05,23.0587
2022-05-06,23.2641
2022-05-07,23.2641
2022-05-08,23.2641
2022-05-09,22.9992
2022-05-10,22.9945
2022-05-11,23.1321
2022-05-12,22.9369
2022-05-13,23.2511
2022-05-14,23.2511
2022-05-15,23.2511
2022-05-16,23.5681
2022-05-17,23.2046
2022-05-18,21.5573
2022-05-19,21.3184
2022-05-20,21.4913
2022-05-21,21.4913
2022-05-22,21.4913
2022-05-23,21.7023
2022-05-24,22.0928
2022-05-25,21.905
2022-05-26,21.7293
2022-05-27,22.0147
2022-05-28,22.0147
2022-05-29,22.0147
2022-05-30,22.0147
2022-05-31,21.931
2022-06-01,21.7432
2022-06-02,21.7005
2022-06-03,21.6958
2022-06-04,21.6958
2022-06-05,21.6958
2022-06-06,21.9031
2022-06-07,21.9366
2022-06-08,21.8232
2022-06-09,21.7209
2022-06-10,22.0835
2022-06-11,22.0835
2022-06-12,22.0835
2022-06-13,21.7776
2022-06-14,21.4736
2022-06-15,21.4179
2022-06-16,21.0525
2022-06-17,21.403
2022-06-18,21.403
2022-06-19,21.403
2022-06-20,21.403
2022-06-21,22.2434
2022-06-22,22.2276
2022-06-23,22.526
2022-06-24,22.7909
2022-06-25,22.7909
2022-06-26,22.7909
2022-06-27,22.7909
2022-06-28,22.5548
2022-06-29,22.6004
2022-06-30,22.2517
2022-07-01,22.8088
2022-07-02,22.8088
2022-07-03,22.8088
2022-07-04,22.8088
2022-07-05,22.5615
2022-07-06,22.7754
2022-07-07,22.7094
2022-07-08,22.6963
2022-07-09,22.6963
2022-07-10,22.6963
2022-07-11,22.7624
2022-07-12,22.728
2022-07-13,22.6954
2022-07-14,22.5178
2022-07-15,22.4184
2022-07-16,22.4184
2022-07-17,22.4184
2022-07-18,22.2566
2022-07-19,22.3542
2022-07-20,22.2863
2022-07-21,22.3356
2022-07-22,22.3365
2022-07-23,22.3365
2022-07-24,22.3365
2022-07-25,22.4239
2022-07-26,22.5309
2022-07-27,22.5513
2022-07-28,23.0498
2022-07-29,23.3919
2022-07-30,23.3919
2022-07-31,23.3919
2022-08-01,23.5606
2022-08-02,23.5031
2022-08-03,23.4067
2022-08-04,23.1398
2022-08-05,23.3131
2022-08-06,23.3131
2022-08-07,23.3131
2022-08-08,23.2417
2022-08-09,23.4225
2022-08-10,23.2528
2022-08-11,23.1342
2022-08-12,23.188
2022-08-13,23.188
2022-08-14,23.188
2022-08-15,23.6106
2022-08-16,23.6477
2022-08-17,23.6254
2022-08-18,23.6412
2022-08-19,23.8757
2022-08-20,23.8757
2022-08-21,23.8757
2022-08-22,23.7126
2022-08-23,23.8182
2022-08-24,23.8942
2022-08-25,23.8924
2022-08-26,23.4577
2022-08-27,23.4577
2022-08-28,23.4577
2022-08-29,23.3854
2022-08-30,23.2297
2022-08-31,23.0869
2022-09-01,23.3548
2022-09-02,23.0295
2022-09-03,23.0295
2022-09-04,23.0295
2022-09-05,23.0295
2022-09-06,22.909
2022-09-07,23.4188
2022-09-08,23.162
2022-09-09,23.2334
2022-09-10,23.2334
2022-09-11,23.2334
2022-09-12,23.3196
2022-09-13,22.9229
2022-09-14,22.8163
2022-09-15,22.6188
2022-09-16,22.6439
2022-09-17,22.6439
2022-09-18,22.6439
2022-09-19,22.9201
2022-09-20,22.883
2022-09-21,22.9701
2022-09-22,23.1657
2022-09-23,23.0193
2022-09-24,23.0193
2022-09-25,23.0193
2022-09-26,23.0044
2022-09-27,22.7866
2022-09-28,23.238
2022-09-29,23.0063
2022-09-30,22.8325
2022-10-01,22.8325
2022-10-02,22.8325
2022-10-03,23.2147
2022-10-04,23.3185
2022-10-05,23.2643
2022-10-06,22.8493
2022-10-07,22.8372
2022-10-08,22.8372
2022-10-09,22.8372
2022-10-10,23.1203
2022-10-11,23.2989
2022-10-12,23.2119
2022-10-13,23.5175
2022-10-14,23.0418
2022-10-15,23.0418
2022-10-16,23.0418
2022-10-17,23.3232
2022-10-18,23.4717
2022-10-19,23.3736
2022-10-20,23.2316
2022-10-21,23.5568
2022-10-22,23.5568
2022-10-23,23.5568
2022-10-24,23.9063
2022-10-25,24.1082
2022-10-26,23.9839
2022-10-27,24.1372
2022-10-28,24.654
2022-10-29,24.654
2022-10-30,24.654
2022-10-31,24.5428
2022-11-01,24.4484
2022-11-02,24.2007
2022-11-03,23.9185
2022-11-04,23.6429
2022-11-05,23.6429
2022-11-06,23.6429
2022-11-07,23.6681
2022-11-08,23.8336
2022-11-09,23.8009
2022-11-10,23.3876
2022-11-11,22.6938
2022-11-12,22.6938
2022-11-13,22.6938
2022-11-14,22.6227
2022-11-15,22.547
2022-11-16,23.0931
2022-11-17,22.95
2022-11-18,23.2857
2022-11-19,23.2857
2022-11-20,23.2857
2022-11-21,23.9327
2022-11-22,23.9383
2022-11-23,23.9365
2022-11-24,23.9365
2022-11-25,24.0851
2022-11-26,24.0851
2022-11-27,24.0851
2022-11-28,23.9795
2022-11-29,23.7794
2022-11-30,24.217
2022-12-01,23.9093
2022-12-02,24.1758
2022-12-03,24.1758
2022-12-04,24.1758
2022-12-05,24.0374
2022-12-06,23.9729
2022-12-07,24.3591
2022-12-08,24.7911
2022-12-09,24.3666
2022-12-10,24.3666
2022-12-11,24.3666
2022-12-12,24.6022
2022-12-13,24.3254
2022-12-14,24.2955
2022-12-15,24.1207
2022-12-16,24.2011
2022-12-17,24.2011
2022-12-18,24.2011
2022-12-19,24.1908
2022-12-20,24.0748
2022-12-21,24.1992
2022-12-22,24.1945
2022-12-23,24.2834
2022-12-24,24.2834
2022-12-25,24.2834
2022-12-26,24.2834
2022-12-27,24.2693
2022-12-28,24.0019
2022-12-29,24.0374
2022-12-30,23.065
2022-12-31,23.065
2023-01-01,23.065
2023-01-02,23.065
2023-01-03,22.6441
2023-01-04,22.3121
2023-01-05,22.2949
2023-01-06,22.528
2023-01-07,22.528
2023-01-08,22.528
2023-01-09,22.5044
2023-01-10,22.4491
2023-01-11,22.6133
2023-01-12,22.3955
2023-01-13,22.6151
2023-01-14,22.6151
2023-01-15,22.6151
2023-01-16,22.6151
2023-01-17,22.5742
2023-01-18,21.7225
2023-01-19,21.6635
2023-01-20,21.5184
2023-01-21,21.5184
2023-01-22,21.5184
2023-01-23,21.7469
2023-01-24,22.0418
2023-01-25,22.1053
2023-01-26,22.0164
2023-01-27,21.903
2023-01-28,21.903
2023-01-29,21.903
2023-01-30,22.3048
2023-01-31,22.4327
2023-02-01,22.4962
2023-02-02,23.3235
2023-02-03,23.4923
2023-02-04,23.4923
2023-02-05,23.4923
2023-02-06,23.8778
2023-02-07,23.5676
2023-02-08,23.3616
2023-02-09,23.3898
2023-02-10,23.7481
2023-02-11,23.7481
2023-02-12,23.7481
2023-02-13,23.8216
2023-02-14,23.7299
2023-02-15,23.6002
2023-02-16,23.3961
2023-02-17,23.7809
2023-02-18,23.7809
2023-02-19,23.7809
2023-02-20,23.7809
2023-02-21,23.7998
2023-02-22,23.706
2023-02-23,23.761
2023-02-24,23.6302
2023-02-25,23.6302
2023-02-26,23.6302
2023-02-27,23.6482
2023-02-28,23.567
2023-03-01,23.4163
2023-03-02,23.5742
2023-03-03,23.5742
2023-03-04,23.5742
2023-03-05,23.5742
2023-03-06,23.7078
2023-03-07,23.5697
2023-03-08,23.6266
2023-03-09,23.5941
2023-03-10,23.5146
2023-03-11,23.5146
2023-03-12,23.5146
2023-03-13,23.7701
2023-03-14,23.8991
2023-03-15,24.1175
2023-03-16,24.1699
2023-03-17,24.0029
