,TERP US Equity
2023-03-11,99.9278
2023-03-12,99.9278
2023-03-13,99.9278
2023-03-14,99.9278
2023-03-15,99.9278
2023-03-16,99.9278
2023-03-17,99.9278
2023-03-18,99.9278
2023-03-19,99.9278
2023-03-20,99.9278
2023-03-21,99.9278
2023-03-22,99.9278
2023-03-23,99.9278
2023-03-24,99.9278
2023-03-25,99.9278
2023-03-26,99.9278
2023-03-27,99.9278
2023-03-28,99.9278
2023-03-29,99.9278
2023-03-30,99.9278
2023-03-31,99.9278
2023-04-01,99.9278
2023-04-02,99.9278
2023-04-03,99.9278
2023-04-04,99.9278
2023-04-05,99.9278
2023-04-06,99.9278
2023-04-07,99.9278
2023-04-08,99.9278
2023-04-09,99.9278
2023-04-10,99.9278
2023-04-11,99.9278
2023-04-12,99.9278
2023-04-13,99.9278
2023-04-14,99.9278
2023-04-15,99.9278
2023-04-16,99.9278
2023-04-17,99.9278
2023-04-18,99.9278
2023-04-19,99.9278
2023-04-20,99.9278
2023-04-21,99.9278
2023-04-22,99.9278
2023-04-23,99.9278
2023-04-24,99.9278
2023-04-25,99.9278
2023-04-26,99.9278
2023-04-27,99.9278
2023-04-28,99.9278
2023-04-29,99.9278
2023-04-30,99.9278
2023-05-01,99.9278
2023-05-02,99.9278
2023-05-03,99.9278
2023-05-04,99.9278
2023-05-05,99.9278
2023-05-06,99.9278
2023-05-07,99.9278
2023-05-08,99.9278
2023-05-09,99.9278
2023-05-10,99.9278
2023-05-11,99.9278
2023-05-12,99.9278
2023-05-13,99.9278
2023-05-14,99.9278
2023-05-15,99.9278
2023-05-16,99.9278
2023-05-17,99.9278
2023-05-18,99.9278
2023-05-19,99.9278
2023-05-20,99.9278
2023-05-21,99.9278
2023-05-22,99.9278
2023-05-23,99.9278
2023-05-24,99.9278
2023-05-25,99.9278
2023-05-26,99.9278
2023-05-27,99.9278
2023-05-28,99.9278
2023-05-29,99.9278
2023-05-30,99.9278
2023-05-31,99.9278
2023-06-01,99.9278
2023-06-02,99.9278
2023-06-03,99.9278
2023-06-04,99.9278
2023-06-05,99.9278
2023-06-06,99.9278
2023-06-07,99.9278
2023-06-08,99.9278
2023-06-09,99.9278
2023-06-10,99.9278
2023-06-11,99.9278
2023-06-12,99.9278
2023-06-13,99.9278
2023-06-14,99.9278
2023-06-15,99.9278
2023-06-16,99.9278
2023-06-17,99.9278
2023-06-18,99.9278
2023-06-19,99.9278
2023-06-20,99.9278
2023-06-21,99.9278
2023-06-22,99.9278
2023-06-23,99.9278
2023-06-24,99.9278
2023-06-25,99.9278
2023-06-26,99.9278
2023-06-27,99.9278
2023-06-28,99.9278
2023-06-29,99.9278
2023-06-30,99.9278
2023-07-01,99.9278
2023-07-02,99.9278
2023-07-03,99.9278
2023-07-04,99.9278
2023-07-05,99.9278
2023-07-06,99.9278
2023-07-07,99.9278
2023-07-08,99.9278
2023-07-09,99.9278
2023-07-10,99.9278
2023-07-11,99.9278
2023-07-12,99.9278
2023-07-13,99.9278
2023-07-14,99.9278
2023-07-15,99.9278
2023-07-16,99.9278
2023-07-17,99.9278
2023-07-18,99.9278
2023-07-19,99.9278
2023-07-20,99.9278
2023-07-21,99.9278
2023-07-22,99.9278
2023-07-23,99.9278
2023-07-24,99.9278
2023-07-25,99.9278
2023-07-26,99.9278
2023-07-27,99.9278
2023-07-28,99.9278
2023-07-29,99.9278
2023-07-30,99.9278
2023-07-31,99.9278
2023-08-01,99.9278
2023-08-02,99.9278
2023-08-03,99.9278
2023-08-04,99.9278
2023-08-05,99.9278
2023-08-06,99.9278
2023-08-07,99.9278
2023-08-08,99.9278
2023-08-09,99.9278
2023-08-10,99.9278
2023-08-11,99.9278
2023-08-12,99.9278
2023-08-13,99.9278
2023-08-14,99.9278
2023-08-15,99.9278
2023-08-16,99.9278
2023-08-17,99.9278
2023-08-18,99.9278
2023-08-19,99.9278
2023-08-20,99.9278
2023-08-21,99.9278
2023-08-22,99.9278
2023-08-23,99.9278
2023-08-24,99.9278
2023-08-25,99.9278
2023-08-26,99.9278
2023-08-27,99.9278
2023-08-28,99.9278
2023-08-29,99.9278
2023-08-30,99.9278
2023-08-31,99.9278
2023-09-01,99.9278
2023-09-02,99.9278
2023-09-03,99.9278
2023-09-04,99.9278
2023-09-05,99.9278
2023-09-06,99.9278
2023-09-07,99.9278
2023-09-08,99.9278
2023-09-09,99.9278
2023-09-10,99.9278
2023-09-11,99.9278
2023-09-12,99.9278
2023-09-13,99.9278
2023-09-14,99.9278
2023-09-15,99.9278
2023-09-16,99.9278
2023-09-17,99.9278
2023-09-18,99.9278
2023-09-19,99.9278
2023-09-20,99.9278
2023-09-21,99.9278
2023-09-22,99.9278
2023-09-23,99.9278
2023-09-24,99.9278
2023-09-25,99.9278
2023-09-26,99.9278
2023-09-27,99.9278
2023-09-28,99.9278
2023-09-29,99.9278
2023-09-30,99.9278
2023-10-01,99.9278
2023-10-02,99.9278
2023-10-03,99.9278
2023-10-04,99.9278
2023-10-05,99.9278
2023-10-06,99.9278
2023-10-07,99.9278
2023-10-08,99.9278
2023-10-09,99.9278
2023-10-10,99.9278
2023-10-11,99.9278
2023-10-12,99.9278
2023-10-13,99.9278
2023-10-14,99.9278
2023-10-15,99.9278
2023-10-16,99.9278
2023-10-17,99.9278
2023-10-18,99.9278
2023-10-19,99.9278
2023-10-20,99.9278
2023-10-21,99.9278
2023-10-22,99.9278
2023-10-23,99.9278
2023-10-24,99.9278
2023-10-25,99.9278
2023-10-26,99.9278
2023-10-27,99.9278
2023-10-28,99.9278
2023-10-29,99.9278
2023-10-30,99.9278
2023-10-31,99.9278
2023-11-01,99.9278
2023-11-02,99.9278
2023-11-03,99.9278
2023-11-04,99.9278
2023-11-05,99.9278
2023-11-06,99.9278
2023-11-07,99.9278
2023-11-08,99.9278
2023-11-09,99.9278
2023-11-10,99.9278
2023-11-11,99.9278
2023-11-12,99.9278
2023-11-13,99.9278
2023-11-14,99.9278
2023-11-15,99.9278
2023-11-16,99.9278
2023-11-17,99.9278
2023-11-18,99.9278
2023-11-19,99.9278
2023-11-20,99.9278
2023-11-21,99.9278
2023-11-22,99.9278
2023-11-23,99.9278
2023-11-24,99.9278
2023-11-25,99.9278
2023-11-26,99.9278
2023-11-27,99.9278
2023-11-28,99.9278
2023-11-29,99.9278
2023-11-30,99.9278
2023-12-01,99.9278
2023-12-02,99.9278
2023-12-03,99.9278
2023-12-04,99.9278
2023-12-05,99.9278
2023-12-06,99.9278
2023-12-07,99.9278
2023-12-08,99.9278
2023-12-09,99.9278
2023-12-10,99.9278
2023-12-11,99.9278
2023-12-12,99.9278
2023-12-13,99.9278
2023-12-14,99.9278
2023-12-15,99.9278
2023-12-16,99.9278
2023-12-17,99.9278
2023-12-18,99.9278
2023-12-19,99.9278
2023-12-20,99.9278
2023-12-21,99.9278
2023-12-22,99.9278
2023-12-23,99.9278
2023-12-24,99.9278
2023-12-25,99.9278
2023-12-26,99.9278
2023-12-27,99.9278
2023-12-28,99.9278
2023-12-29,99.9278
2023-12-30,99.9278
2023-12-31,99.9278
2024-01-01,99.9278
2024-01-02,99.9278
2024-01-03,99.9278
2024-01-04,99.9278
2024-01-05,99.9278
2024-01-06,99.9278
2024-01-07,99.9278
2024-01-08,99.9278
2024-01-09,99.9278
2024-01-10,99.9278
2024-01-11,99.9278
2024-01-12,99.9278
2024-01-13,99.9278
2024-01-14,99.9278
2024-01-15,99.9278
2024-01-16,99.9278
2024-01-17,99.9278
2024-01-18,99.9278
2024-01-19,99.9278
2024-01-20,99.9278
2024-01-21,99.9278
2024-01-22,99.9278
2024-01-23,99.9278
2024-01-24,99.9278
2024-01-25,99.9278
2024-01-26,99.9278
2024-01-27,99.9278
2024-01-28,99.9278
2024-01-29,99.9278
2024-01-30,99.9278
2024-01-31,99.9278
2024-02-01,99.9278
2024-02-02,99.9278
2024-02-03,99.9278
2024-02-04,99.9278
2024-02-05,99.9278
2024-02-06,99.9278
2024-02-07,99.9278
2024-02-08,99.9278
2024-02-09,99.9278
2024-02-10,99.9278
2024-02-11,99.9278
2024-02-12,99.9278
2024-02-13,99.9278
2024-02-14,99.9278
2024-02-15,99.9278
2024-02-16,99.9278
2024-02-17,99.9278
2024-02-18,99.9278
2024-02-19,99.9278
2024-02-20,99.9278
2024-02-21,99.9278
2024-02-22,99.9278
2024-02-23,99.9278
2024-02-24,99.9278
2024-02-25,99.9278
2024-02-26,99.9278
2024-02-27,99.9278
2024-02-28,99.9278
2024-02-29,99.9278
2024-03-01,99.9278
2024-03-02,99.9278
2024-03-03,99.9278
2024-03-04,99.9278
2024-03-05,99.9278
2024-03-06,99.9278
2024-03-07,99.9278
2024-03-08,99.9278
2024-03-09,99.9278
2024-03-10,99.9278
2024-03-11,99.9278
2024-03-12,99.9278
2024-03-13,99.9278
2024-03-14,99.9278
2024-03-15,99.9278
2024-03-16,99.9278
2024-03-17,99.9278
2024-03-18,99.9278
2024-03-19,99.9278
2024-03-20,99.9278
2024-03-21,99.9278
2024-03-22,99.9278
2024-03-23,99.9278
2024-03-24,99.9278
2024-03-25,99.9278
2024-03-26,99.9278
2024-03-27,99.9278
2024-03-28,99.9278
2024-03-29,99.9278
2024-03-30,99.9278
2024-03-31,99.9278
2024-04-01,99.9278
2024-04-02,99.9278
2024-04-03,99.9278
2024-04-04,99.9278
2024-04-05,99.9278
2024-04-06,99.9278
2024-04-07,99.9278
2024-04-08,99.9278
