,PUMP US Equity
2022-11-15,9.9342
2022-11-16,9.9342
2022-11-17,9.9342
2022-11-18,9.9342
2022-11-19,9.9342
2022-11-20,9.9342
2022-11-21,9.9342
2022-11-22,9.9342
2022-11-23,9.9342
2022-11-24,9.9342
2022-11-25,9.9342
2022-11-26,9.9342
2022-11-27,9.9342
2022-11-28,9.9342
2022-11-29,9.9342
2022-11-30,9.9342
2022-12-01,9.9342
2022-12-02,9.9342
2022-12-03,9.9342
2022-12-04,9.9342
2022-12-05,9.9342
2022-12-06,9.9342
2022-12-07,9.9342
2022-12-08,9.9342
2022-12-09,9.9342
2022-12-10,9.9342
2022-12-11,9.9342
2022-12-12,9.9342
2022-12-13,9.9342
2022-12-14,9.9342
2022-12-15,9.9342
2022-12-16,9.9342
2022-12-17,9.9342
2022-12-18,9.9342
2022-12-19,9.9342
2022-12-20,9.9342
2022-12-21,9.9342
2022-12-22,9.9342
2022-12-23,9.9342
2022-12-24,9.9342
2022-12-25,9.9342
2022-12-26,9.9342
2022-12-27,9.9342
2022-12-28,9.9342
2022-12-29,9.9342
2022-12-30,9.9342
2022-12-31,9.9342
2023-01-01,9.9342
2023-01-02,9.9342
2023-01-03,9.9342
2023-01-04,9.9342
2023-01-05,9.9342
2023-01-06,9.9342
2023-01-07,9.9342
2023-01-08,9.9342
2023-01-09,9.9342
2023-01-10,9.9342
2023-01-11,9.9342
2023-01-12,9.9342
2023-01-13,9.9342
2023-01-14,9.9342
2023-01-15,9.9342
2023-01-16,9.9342
2023-01-17,9.9342
2023-01-18,9.9342
2023-01-19,9.9342
2023-01-20,9.9342
2023-01-21,9.9342
2023-01-22,9.9342
2023-01-23,9.9342
2023-01-24,9.9342
2023-01-25,9.9342
2023-01-26,9.9342
2023-01-27,9.9342
2023-01-28,9.9342
2023-01-29,9.9342
2023-01-30,9.9342
2023-01-31,9.9342
2023-02-01,9.9342
2023-02-02,9.9342
2023-02-03,9.9342
2023-02-04,9.9342
2023-02-05,9.9342
2023-02-06,9.9342
2023-02-07,9.9342
2023-02-08,9.9342
2023-02-09,9.9342
2023-02-10,9.9342
2023-02-11,9.9342
2023-02-12,9.9342
2023-02-13,9.9342
2023-02-14,9.9342
2023-02-15,9.9342
2023-02-16,9.9342
2023-02-17,9.9342
2023-02-18,9.9342
2023-02-19,9.9342
2023-02-20,9.9342
2023-02-21,9.9342
2023-02-22,9.9342
2023-02-23,9.9342
2023-02-24,9.9342
2023-02-25,9.9342
2023-02-26,9.9342
2023-02-27,9.9342
2023-02-28,9.9342
2023-03-01,9.9342
2023-03-02,9.9342
2023-03-03,9.9342
2023-03-04,9.9342
2023-03-05,9.9342
2023-03-06,9.9342
2023-03-07,9.9342
2023-03-08,9.9342
2023-03-09,9.9342
2023-03-10,9.9342
2023-03-11,9.9342
