,STLD US Equity
2023-03-15,3.6034
2023-03-16,3.7557
2023-03-17,3.6762
2023-03-18,3.6762
2023-03-19,3.6762
2023-03-20,3.8029
2023-03-21,3.9168
2023-03-22,3.7894
2023-03-23,3.7972
2023-03-24,3.8272
2023-03-25,3.8272
2023-03-26,3.8272
2023-03-27,3.9047
2023-03-28,3.8555
2023-03-29,3.8969
2023-03-30,3.9269
2023-03-31,4.537
2023-04-01,4.537
2023-04-02,4.537
2023-04-03,4.5413
2023-04-04,4.1588
2023-04-05,4.1561
2023-04-06,4.1642
2023-04-07,4.1642
2023-04-08,4.1642
2023-04-09,4.1642
2023-04-10,4.2761
2023-04-11,4.3415
2023-04-12,4.2858
2023-04-13,4.2327
2023-04-14,4.2041
2023-04-15,4.2041
2023-04-16,4.2041
2023-04-17,4.2653
2023-04-18,4.3214
2023-04-19,4.2722
2023-04-20,4.4751
2023-04-21,4.4205
2023-04-22,4.4205
2023-04-23,4.4205
2023-04-24,4.3814
2023-04-25,4.1863
2023-04-26,4.1151
2023-04-27,4.2006
2023-04-28,4.1844
2023-04-29,4.1844
2023-04-30,4.1844
2023-05-01,4.2029
2023-05-02,4.153
2023-05-03,4.1112
2023-05-04,3.8909
2023-05-05,3.9054
2023-05-06,3.9054
2023-05-07,3.9054
2023-05-08,3.8932
2023-05-09,3.8795
2023-05-10,3.8398
2023-05-11,3.8593
2023-05-12,3.8673
2023-05-13,3.8673
2023-05-14,3.8673
2023-05-15,3.8985
2023-05-16,3.8017
2023-05-17,3.8463
2023-05-18,3.8905
2023-05-19,3.8619
2023-05-20,3.8619
2023-05-21,3.8619
2023-05-22,3.8669
2023-05-23,3.8154
2023-05-24,3.7166
2023-05-25,3.7731
2023-05-26,3.8082
2023-05-27,3.8082
2023-05-28,3.8082
2023-05-29,3.8082
2023-05-30,3.7082
2023-05-31,3.6651
2023-06-01,3.6754
2023-06-02,3.8867
2023-06-03,3.8867
2023-06-04,3.8867
2023-06-05,3.8856
2023-06-06,3.9474
2023-06-07,4.0263
2023-06-08,3.9878
2023-06-09,3.9443
2023-06-10,3.9443
2023-06-11,3.9443
2023-06-12,4.0141
2023-06-13,4.2448
2023-06-14,4.1529
2023-06-15,4.2013
2023-06-16,4.0705
2023-06-17,4.0705
2023-06-18,4.0705
2023-06-19,4.0705
2023-06-20,4.0114
2023-06-21,4.0545
2023-06-22,4.0663
2023-06-23,4.0763
2023-06-24,4.0763
2023-06-25,4.0763
2023-06-26,4.1159
2023-06-27,4.2307
2023-06-28,4.2399
2023-06-29,4.3226
2023-06-30,4.9898
2023-07-01,4.9898
2023-07-02,4.9898
2023-07-03,5.0705
2023-07-04,5.0705
2023-07-05,4.8294
2023-07-06,4.7758
2023-07-07,4.8255
2023-07-08,4.8255
2023-07-09,4.8255
2023-07-10,4.8277
2023-07-11,4.897
2023-07-12,4.904
2023-07-13,4.9445
2023-07-14,4.8778
2023-07-15,4.8778
2023-07-16,4.8778
2023-07-17,4.9031
2023-07-18,4.9807
2023-07-19,4.8316
2023-07-20,4.6952
2023-07-21,4.6137
2023-07-22,4.6137
2023-07-23,4.6137
2023-07-24,4.6869
2023-07-25,4.8238
2023-07-26,4.7645
2023-07-27,4.7091
2023-07-28,4.7667
2023-07-29,4.7667
2023-07-30,4.7667
2023-07-31,4.8874
2023-08-01,4.9057
2023-08-02,4.8342
2023-08-03,4.8377
2023-08-04,4.7658
2023-08-05,4.7658
2023-08-06,4.7658
2023-08-07,4.795
2023-08-08,4.6819
2023-08-09,4.7084
2023-08-10,4.6025
2023-08-11,4.6114
2023-08-12,4.6114
2023-08-13,4.6114
2023-08-14,4.8399
2023-08-15,4.693
2023-08-16,4.7635
2023-08-17,4.7455
2023-08-18,4.737
2023-08-19,4.737
2023-08-20,4.737
2023-08-21,4.6781
2023-08-22,4.7203
2023-08-23,4.6366
2023-08-24,4.558
2023-08-25,4.5884
2023-08-26,4.5884
2023-08-27,4.5884
2023-08-28,4.6037
2023-08-29,4.7938
2023-08-30,4.7874
2023-08-31,4.7947
2023-09-01,4.825
2023-09-02,4.825
2023-09-03,4.825
2023-09-04,4.825
2023-09-05,4.7515
2023-09-06,4.6836
2023-09-07,4.7293
2023-09-08,4.6388
2023-09-09,4.6388
2023-09-10,4.6388
2023-09-11,4.5277
2023-09-12,4.5209
2023-09-13,4.4555
2023-09-14,4.6212
2023-09-15,4.4581
2023-09-16,4.4581
2023-09-17,4.4581
2023-09-18,4.4325
2023-09-19,4.4829
2023-09-20,4.5239
2023-09-21,4.4935
2023-09-22,4.5602
2023-09-23,4.5602
2023-09-24,4.5602
2023-09-25,4.7007
2023-09-26,4.6336
2023-09-27,4.7883
2023-09-28,4.7673
2023-09-29,5.4704
2023-09-30,5.4704
2023-10-01,5.4704
2023-10-02,5.426
2023-10-03,5.4211
2023-10-04,5.4382
2023-10-05,5.4582
2023-10-06,5.5207
2023-10-07,5.5207
2023-10-08,5.5207
2023-10-09,5.5441
2023-10-10,5.5944
2023-10-11,5.6301
2023-10-12,5.402
2023-10-13,5.4064
2023-10-14,5.4064
2023-10-15,5.4064
2023-10-16,5.3483
2023-10-17,5.4489
2023-10-18,5.2843
2023-10-19,5.0787
2023-10-20,5.0665
2023-10-21,5.0665
2023-10-22,5.0665
2023-10-23,5.0567
2023-10-24,5.1969
2023-10-25,5.11
2023-10-26,5.233
2023-10-27,5.3185
2023-10-28,5.3185
2023-10-29,5.3185
2023-10-30,5.342
2023-10-31,5.4357
2023-11-01,5.5583
2023-11-02,5.6814
2023-11-03,5.6975
2023-11-04,5.6975
2023-11-05,5.6975
2023-11-06,5.6946
2023-11-07,5.6184
2023-11-08,5.5656
2023-11-09,5.42
2023-11-10,5.4353
2023-11-11,5.4353
2023-11-12,5.4353
2023-11-13,5.3599
2023-11-14,5.5178
2023-11-15,5.5421
2023-11-16,5.4763
2023-11-17,5.5264
2023-11-18,5.5264
2023-11-19,5.5264
2023-11-20,5.5708
2023-11-21,5.6089
2023-11-22,5.6108
2023-11-23,5.6108
2023-11-24,5.5536
2023-11-25,5.5536
2023-11-26,5.5536
2023-11-27,5.7325
2023-11-28,5.6838
2023-11-29,5.7439
2023-11-30,5.9176
2023-12-01,5.9472
2023-12-02,5.9472
2023-12-03,5.9472
2023-12-04,5.9004
2023-12-05,5.7974
2023-12-06,5.6576
2023-12-07,5.6924
2023-12-08,5.6328
2023-12-09,5.6328
2023-12-10,5.6328
2023-12-11,5.7096
2023-12-12,5.6628
2023-12-13,5.7377
2023-12-14,5.9176
2023-12-15,6.1748
2023-12-16,6.1748
2023-12-17,6.1748
2023-12-18,6.0607
2023-12-19,6.1175
2023-12-20,5.972
2023-12-21,5.9682
2023-12-22,6.0469
2023-12-23,6.0469
2023-12-24,6.0469
2023-12-25,6.0469
2023-12-26,6.0188
2023-12-27,6.0021
2023-12-28,5.9152
2023-12-29,6.3978
2023-12-30,6.3978
2023-12-31,6.3978
2024-01-01,6.3978
2024-01-02,6.4394
2024-01-03,6.4496
2024-01-04,6.3135
2024-01-05,6.3012
2024-01-06,6.3012
2024-01-07,6.3012
2024-01-08,6.3433
2024-01-09,6.1364
2024-01-10,6.1277
2024-01-11,6.142
2024-01-12,6.1472
2024-01-13,6.1472
2024-01-14,6.1472
2024-01-15,6.1472
2024-01-16,6.064
2024-01-17,6.1025
2024-01-18,6.1199
2024-01-19,6.1287
2024-01-20,6.1287
2024-01-21,6.1287
2024-01-22,6.2607
2024-01-23,6.2971
2024-01-24,6.3177
2024-01-25,6.2848
2024-01-26,6.2899
2024-01-27,6.2899
2024-01-28,6.2899
2024-01-29,6.3341
2024-01-30,6.6211
2024-01-31,6.5308
2024-02-01,6.4845
2024-02-02,6.5035
2024-02-03,6.5035
2024-02-04,6.5035
2024-02-05,6.5718
2024-02-06,6.5041
2024-02-07,6.7295
2024-02-08,6.7439
2024-02-09,6.7516
2024-02-10,6.7516
2024-02-11,6.7516
2024-02-12,6.691
2024-02-13,6.4116
2024-02-14,6.482
2024-02-15,6.7064
2024-02-16,6.6668
2024-02-17,6.6668
2024-02-18,6.6668
2024-02-19,6.6668
2024-02-20,6.6294
2024-02-21,6.6006
2024-02-22,6.7408
2024-02-23,6.8553
2024-02-24,6.8553
2024-02-25,6.8553
2024-02-26,7.0638
2024-02-27,7.1613
2024-02-28,7.1367
2024-02-29,7.0495
2024-03-01,7.044
2024-03-02,7.044
2024-03-03,7.044
2024-03-04,6.8698
2024-03-05,6.7825
2024-03-06,6.8558
2024-03-07,6.9787
2024-03-08,6.932
2024-03-09,6.932
2024-03-10,6.932
2024-03-11,6.8538
2024-03-12,6.925
2024-03-13,7.056
2024-03-14,6.9662
2024-03-15,7.2543
2024-03-16,7.2543
2024-03-17,7.2543
2024-03-18,7.3582
2024-03-19,7.4038
2024-03-20,7.4962
2024-03-21,7.5534
2024-03-22,7.5609
2024-03-23,7.5609
2024-03-24,7.5609
2024-03-25,7.5679
2024-03-26,7.6021
2024-03-27,7.7105
2024-03-28,7.7727
2024-03-29,7.7727
2024-03-30,7.7727
2024-03-31,7.7727
2024-04-01,7.8244
2024-04-02,7.7562
2024-04-03,7.7476
2024-04-04,7.6964
2024-04-05,7.7245
2024-04-06,7.7245
2024-04-07,7.7245
2024-04-08,7.7536
