,EXEL US Equity
2020-08-28,17.1786
2020-08-29,17.1786
2020-08-30,17.1786
2020-08-31,17.746
2020-09-01,17.1305
2020-09-02,17.4479
2020-09-03,16.3129
2020-09-04,16.2552
2020-09-05,16.2552
2020-09-06,16.2552
2020-09-07,16.2552
2020-09-08,16.2889
2020-09-09,16.7073
2020-09-10,16.4668
2020-09-11,17.2748
2020-09-12,17.2748
2020-09-13,17.2748
2020-09-14,20.1602
2020-09-15,20.5449
2020-09-16,21.9876
2020-09-17,22.2858
2020-09-18,22.1511
2020-09-19,22.1511
2020-09-20,22.1511
2020-09-21,21.1989
2020-09-22,21.0066
2020-09-23,19.1888
2020-09-24,18.7271
2020-09-25,19.3042
2020-09-26,19.3042
2020-09-27,19.3042
2020-09-28,19.1984
2020-09-29,19.939
2020-09-30,39.3349
2020-10-01,39.5054
2020-10-02,37.3454
2020-10-03,37.3454
2020-10-04,37.3454
2020-10-05,38.4443
2020-10-06,37.5538
2020-10-07,38.2075
2020-10-08,39.9886
2020-10-09,38.3117
2020-10-10,38.3117
2020-10-11,38.3117
2020-10-12,38.4443
2020-10-13,38.4822
2020-10-14,37.6864
2020-10-15,37.3833
2020-10-16,37.0233
2020-10-17,37.0233
2020-10-18,37.0233
2020-10-19,35.7727
2020-10-20,35.2043
2020-10-21,34.2948
2020-10-22,34.3706
2020-10-23,35.2422
2020-10-24,35.2422
2020-10-25,35.2422
2020-10-26,34.5032
2020-10-27,34.0295
2020-10-28,32.7032
2020-10-29,32.6464
2020-10-30,31.8127
2020-10-31,31.8127
2020-11-01,31.8127
2020-11-02,32.059
2020-11-03,32.9685
2020-11-04,35.8106
2020-11-05,35.1655
2020-11-06,32.407
2020-11-07,32.407
2020-11-08,32.407
2020-11-09,32.9587
2020-11-10,33.3962
2020-11-11,32.388
2020-11-12,31.5128
2020-11-13,31.3606
2020-11-14,31.3606
2020-11-15,31.3606
2020-11-16,30.3904
2020-11-17,29.6675
2020-11-18,29.639
2020-11-19,29.1538
2020-11-20,28.9826
2020-11-21,28.9826
2020-11-22,28.9826
2020-11-23,27.9934
2020-11-24,28.0504
2020-11-25,28.6402
2020-11-26,28.6402
2020-11-27,29.9338
2020-11-28,29.9338
2020-11-29,29.9338
2020-11-30,29.4582
2020-12-01,29.4582
2020-12-02,29.7816
2020-12-03,28.8495
2020-12-04,29.1158
2020-12-05,29.1158
2020-12-06,29.1158
2020-12-07,28.8685
2020-12-08,29.3821
2020-12-09,28.7163
2020-12-10,29.8197
2020-12-11,30.8089
2020-12-12,30.8089
2020-12-13,30.8089
2020-12-14,32.1216
2020-12-15,32.6162
2020-12-16,31.4177
2020-12-17,31.3797
2020-12-18,30.9611
2020-12-19,30.9611
2020-12-20,30.9611
2020-12-21,31.1894
2020-12-22,31.2275
2020-12-23,32.1121
2020-12-24,32.407
2020-12-25,32.407
2020-12-26,32.407
2020-12-27,32.407
2020-12-28,31.8363
2020-12-29,31.2655
2020-12-30,31.4558
2020-12-31,46.0855
2021-01-01,46.0855
2021-01-02,46.0855
2021-01-03,46.0855
2021-01-04,47.3822
2021-01-05,49.75
2021-01-06,51.1313
2021-01-07,52.9072
2021-01-08,53.8374
2021-01-09,53.8374
2021-01-10,53.8374
2021-01-11,57.5865
2021-01-12,60.6027
2021-01-13,58.2066
2021-01-14,56.5435
2021-01-15,56.3885
2021-01-16,56.3885
2021-01-17,56.3885
2021-01-18,56.3885
2021-01-19,56.0079
2021-01-20,52.1461
2021-01-21,49.6091
2021-01-22,51.9206
2021-01-23,51.9206
2021-01-24,51.9206
2021-01-25,53.8374
2021-01-26,52.8226
2021-01-27,52.428
2021-01-28,52.3716
2021-01-29,52.1179
2021-01-30,52.1179
2021-01-31,52.1179
2021-02-01,52.1461
2021-02-02,53.1045
2021-02-03,54.0065
2021-02-04,54.0911
2021-02-05,54.824
2021-02-06,54.824
2021-02-07,54.824
2021-02-08,56.6281
2021-02-09,54.2038
2021-02-10,54.4293
2021-02-11,52.0733
2021-02-12,51.6197
2021-02-13,51.6197
2021-02-14,51.6197
2021-02-15,51.6197
2021-02-16,51.7048
2021-02-17,54.3127
2021-02-18,52.6119
2021-02-19,52.4702
2021-02-20,52.4702
2021-02-21,52.4702
2021-02-22,51.9032
2021-02-23,52.4843
2021-02-24,53.7458
2021-02-25,51.7615
2021-02-26,50.9111
2021-02-27,50.9111
2021-02-28,50.9111
2021-03-01,52.7253
2021-03-02,51.9032
2021-03-03,49.9756
2021-03-04,49.9189
2021-03-05,52.8103
2021-03-06,52.8103
2021-03-07,52.8103
2021-03-08,52.1583
2021-03-09,52.4418
2021-03-10,52.4702
2021-03-11,54.1993
2021-03-12,55.5033
2021-03-13,55.5033
2021-03-14,55.5033
2021-03-15,58.0262
2021-03-16,56.3254
2021-03-17,55.1348
2021-03-18,54.3127
2021-03-19,55.8435
2021-03-20,55.8435
2021-03-21,55.8435
2021-03-22,56.4671
2021-03-23,53.9159
2021-03-24,51.5064
2021-03-25,52.0166
2021-03-26,53.8308
2021-03-27,53.8308
2021-03-28,53.8308
2021-03-29,52.1016
2021-03-30,51.7898
2021-03-31,112.3621
2021-04-01,115.5031
2021-04-02,115.5031
2021-04-03,115.5031
2021-04-04,115.5031
2021-04-05,117.6366
2021-04-06,116.7476
2021-04-07,117.281
2021-04-08,116.9254
2021-04-09,115.5031
2021-04-10,115.5031
2021-04-11,115.5031
2021-04-12,114.9697
2021-04-13,117.281
2021-04-14,121.0146
2021-04-15,120.9262
2021-04-16,118.7851
2021-04-17,118.7851
2021-04-18,118.7851
2021-04-19,119.6772
2021-04-20,124.2567
2021-04-21,125.2083
2021-04-22,125.1488
2021-04-23,125.5652
2021-04-24,125.5652
2021-04-25,125.5652
2021-04-26,126.3383
2021-04-27,124.9704
2021-04-28,125.6841
2021-04-29,125.3273
2021-04-30,124.911
2021-05-01,124.911
2021-05-02,124.911
2021-05-03,125.7436
2021-05-04,120.0935
2021-05-05,121.0451
2021-05-06,116.7121
2021-05-07,127.9632
2021-05-08,127.9632
2021-05-09,127.9632
2021-05-10,127.0107
2021-05-11,125.463
2021-05-12,128.2609
2021-05-13,129.9872
2021-05-14,130.642
2021-05-15,130.642
2021-05-16,130.642
2021-05-17,128.7371
2021-05-18,123.3794
2021-05-19,118.9743
2021-05-20,123.3199
2021-05-21,124.0938
2021-05-22,124.0938
2021-05-23,124.0938
2021-05-24,119.4505
2021-05-25,111.5926
2021-05-26,111.8307
2021-05-27,112.307
2021-05-28,112.7237
2021-05-29,112.7237
2021-05-30,112.7237
2021-05-31,112.7237
2021-06-01,114.7477
2021-06-02,111.414
2021-06-03,110.5806
2021-06-04,111.6521
2021-06-05,111.6521
2021-06-06,111.6521
2021-06-07,109.8067
2021-06-08,110.6997
2021-06-09,114.0928
2021-06-10,115.1048
2021-06-11,115.2834
2021-06-12,115.2834
2021-06-13,115.2834
2021-06-14,113.9738
2021-06-15,113.2594
2021-06-16,112.0093
2021-06-17,110.2234
2021-06-18,111.8902
2021-06-19,111.8902
2021-06-20,111.8902
2021-06-21,113.8547
2021-06-22,114.3905
2021-06-23,110.7592
2021-06-24,114.5691
2021-06-25,117.9027
2021-06-26,117.9027
2021-06-27,117.9027
2021-06-28,85.7568
2021-06-29,85.3401
2021-06-30,44.113
2021-07-01,45.4277
2021-07-02,44.2382
2021-07-03,44.2382
2021-07-04,44.2382
2021-07-05,44.2382
2021-07-06,44.6451
2021-07-07,43.3305
2021-07-08,42.8922
2021-07-09,43.4557
2021-07-10,43.4557
2021-07-11,43.4557
2021-07-12,43.487
2021-07-13,42.5166
2021-07-14,41.828
2021-07-15,41.5776
2021-07-16,39.6681
2021-07-17,39.6681
2021-07-18,39.6681
2021-07-19,38.1031
2021-07-20,39.9186
2021-07-21,40.3881
2021-07-22,40.1064
2021-07-23,39.449
2021-07-24,39.449
2021-07-25,39.449
2021-07-26,38.7604
2021-07-27,39.1986
2021-07-28,40.7324
2021-07-29,39.856
2021-07-30,39.8247
2021-07-31,39.8247
2021-08-01,39.8247
2021-08-02,41.0141
2021-08-03,40.2003
2021-08-04,39.6368
2021-08-05,40.5763
2021-08-06,41.363
2021-08-07,41.363
2021-08-08,41.363
2021-08-09,42.307
2021-08-10,41.2371
2021-08-11,41.9924
2021-08-12,43.6287
2021-08-13,44.6042
2021-08-14,44.6042
2021-08-15,44.6042
2021-08-16,45.265
2021-08-17,46.8699
2021-08-18,44.5413
2021-08-19,43.0623
2021-08-20,45.1077
2021-08-21,45.1077
2021-08-22,45.1077
2021-08-23,46.209
2021-08-24,46.6496
2021-08-25,46.5867
2021-08-26,46.9957
2021-08-27,48.223
2021-08-28,48.223
2021-08-29,48.223
2021-08-30,47.688
2021-08-31,47.4048
2021-09-01,48.5691
2021-09-02,50.8663
2021-09-03,49.2929
2021-09-04,49.2929
2021-09-05,49.2929
2021-09-06,49.2929
2021-09-07,48.5062
2021-09-08,49.639
2021-09-09,48.5691
2021-09-10,49.8908
2021-09-11,49.8908
2021-09-12,49.8908
2021-09-13,50.7089
2021-09-14,50.4257
2021-09-15,51.4956
2021-09-16,51.7159
2021-09-17,52.2823
2021-09-18,52.2823
2021-09-19,52.2823
2021-09-20,49.4502
2021-09-21,51.0551
2021-09-22,50.646
2021-09-23,51.59
2021-09-24,51.118
2021-09-25,51.118
2021-09-26,51.118
2021-09-27,52.2194
2021-09-28,51.9047
2021-09-29,51.9991
2021-09-30,27.3244
2021-10-01,27.9729
2021-10-02,27.9729
2021-10-03,27.9729
2021-10-04,27.1623
2021-10-05,26.9515
2021-10-06,26.9353
2021-10-07,28.0054
2021-10-08,28.1026
2021-10-09,28.1026
2021-10-10,28.1026
2021-10-11,28.1837
2021-10-12,27.7459
2021-10-13,27.827
2021-10-14,28.4593
2021-10-15,28.4269
2021-10-16,28.4269
2021-10-17,28.4269
2021-10-18,27.6
2021-10-19,27.9081
2021-10-20,28.1351
2021-10-21,27.6325
2021-10-22,27.7459
2021-10-23,27.7459
2021-10-24,27.7459
2021-10-25,28.1188
2021-10-26,28.1675
2021-10-27,27.5838
2021-10-28,28.3296
2021-10-29,27.9243
2021-10-30,27.9243
2021-10-31,27.9243
2021-11-01,28.2323
2021-11-02,28.676
2021-11-03,24.3775
2021-11-04,23.8727
2021-11-05,24.5729
2021-11-06,24.5729
2021-11-07,24.5729
2021-11-08,23.5959
2021-11-09,23.0749
2021-11-10,22.9121
2021-11-11,22.0979
2021-11-12,22.5213
2021-11-13,22.5213
2021-11-14,22.5213
2021-11-15,22.4724
2021-11-16,22.2445
2021-11-17,22.1631
2021-11-18,21.5281
2021-11-19,22.4073
2021-11-20,22.4073
2021-11-21,22.4073
2021-11-22,21.0884
2021-11-23,21.3815
2021-11-24,21.5118
2021-11-25,21.5118
2021-11-26,20.8279
2021-11-27,20.8279
2021-11-28,20.8279
2021-11-29,20.5837
2021-11-30,20.3883
2021-12-01,19.7533
2021-12-02,19.8835
2021-12-03,18.8415
2021-12-04,18.8415
2021-12-05,18.8415
2021-12-06,19.3951
2021-12-07,20.0301
2021-12-08,20.5186
2021-12-09,20.0301
2021-12-10,20.1603
2021-12-11,20.1603
2021-12-12,20.1603
2021-12-13,20.7302
2021-12-14,20.7302
2021-12-15,22.1305
2021-12-16,21.756
2021-12-17,22.6841
2021-12-18,22.6841
2021-12-19,22.6841
2021-12-20,23.4657
2021-12-21,23.8727
2021-12-22,24.1495
2021-12-23,24.4426
2021-12-24,24.4426
2021-12-25,24.4426
2021-12-26,24.4426
2021-12-27,24.0193
2021-12-28,23.7262
2021-12-29,23.9704
2021-12-30,23.3842
2021-12-31,15.255
2022-01-01,15.255
2022-01-02,15.255
2022-01-03,16.2483
2022-01-04,15.7737
2022-01-05,14.979
2022-01-06,15.266
2022-01-07,15.7627
2022-01-08,15.7627
2022-01-09,15.7627
2022-01-10,15.2439
2022-01-11,15.2439
2022-01-12,14.9018
2022-01-13,14.6921
2022-01-14,15.0784
2022-01-15,15.0784
2022-01-16,15.0784
2022-01-17,15.0784
2022-01-18,14.2616
2022-01-19,13.9305
2022-01-20,13.8753
2022-01-21,14.1954
2022-01-22,14.1954
2022-01-23,14.1954
2022-01-24,15.5199
2022-01-25,15.1777
2022-01-26,14.8576
2022-01-27,14.3058
2022-01-28,14.6921
2022-01-29,14.6921
2022-01-30,14.6921
2022-01-31,15.0563
2022-02-01,15.4095
2022-02-02,14.8576
2022-02-03,14.8907
2022-02-04,15.8179
2022-02-05,15.8179
2022-02-06,15.8179
2022-02-07,16.16
2022-02-08,16.0276
2022-02-09,16.469
2022-02-10,15.9724
2022-02-11,15.7737
2022-02-12,15.7737
2022-02-13,15.7737
2022-02-14,15.5971
2022-02-15,16.2483
2022-02-16,16.1379
2022-02-17,15.3212
2022-02-18,16.8759
2022-02-19,16.8759
2022-02-20,16.8759
2022-02-21,16.8759
2022-02-22,16.9205
2022-02-23,16.7199
2022-02-24,17.4776
2022-02-25,17.5668
2022-02-26,17.5668
2022-02-27,17.5668
2022-02-28,17.9568
2022-03-01,18.358
2022-03-02,18.4583
2022-03-03,18.5474
2022-03-04,18.1462
2022-03-05,18.1462
2022-03-06,18.1462
2022-03-07,18.1462
2022-03-08,17.8454
2022-03-09,18.3245
2022-03-10,18.8483
2022-03-11,18.4694
2022-03-12,18.4694
2022-03-13,18.4694
2022-03-14,18.0237
2022-03-15,17.7005
2022-03-16,18.0905
2022-03-17,18.202
2022-03-18,18.9152
2022-03-19,18.9152
2022-03-20,18.9152
2022-03-21,18.7591
2022-03-22,19.1715
2022-03-23,18.8149
2022-03-24,19.0712
2022-03-25,19.4612
2022-03-26,19.4612
2022-03-27,19.4612
2022-03-28,19.3163
2022-03-29,19.5838
2022-03-30,20.0852
2022-03-31,15.2789
2022-04-01,15.4666
2022-04-02,15.4666
2022-04-03,15.4666
2022-04-04,15.6969
2022-04-05,15.4751
2022-04-06,15.6286
2022-04-07,15.5007
2022-04-08,15.5774
2022-04-09,15.5774
2022-04-10,15.5774
2022-04-11,15.0401
2022-04-12,15.023
2022-04-13,15.5519
2022-04-14,15.6824
2022-04-15,15.6824
2022-04-16,15.6824
2022-04-17,15.6824
2022-04-18,15.4772
2022-04-19,15.4003
2022-04-20,15.5969
2022-04-21,15.2293
2022-04-22,15.1096
2022-04-23,15.1096
2022-04-24,15.1096
2022-04-25,15.4687
2022-04-26,14.9643
2022-04-27,15.2635
2022-04-28,15.4088
2022-04-29,15.0412
2022-04-30,15.0412
2022-05-01,15.0412
2022-05-02,15.3148
2022-05-03,15.2464
2022-05-04,15.4601
2022-05-05,14.9985
2022-05-06,14.3145
2022-05-07,14.3145
2022-05-08,14.3145
2022-05-09,12.4765
2022-05-10,12.8736
2022-05-11,12.9335
2022-05-12,12.8992
2022-05-13,13.139
2022-05-14,13.139
2022-05-15,13.139
2022-05-16,13.2932
2022-05-17,13.6615
2022-05-18,12.6338
2022-05-19,10.8781
2022-05-20,11.1522
2022-05-21,11.1522
2022-05-22,11.1522
2022-05-23,11.1436
2022-05-24,11.1008
2022-05-25,11.195
2022-05-26,11.5204
2022-05-27,11.7003
2022-05-28,11.7003
2022-05-29,11.7003
2022-05-30,11.7003
2022-05-31,11.6403
2022-06-01,11.7602
2022-06-02,11.9914
2022-06-03,12.2484
2022-06-04,12.2484
2022-06-05,12.2484
2022-06-06,12.0257
2022-06-07,12.6166
2022-06-08,12.4025
2022-06-09,12.1113
2022-06-10,11.4776
2022-06-11,11.4776
2022-06-12,11.4776
2022-06-13,11.0408
2022-06-14,11.0751
2022-06-15,11.3063
2022-06-16,10.9894
2022-06-17,11.8373
2022-06-18,11.8373
2022-06-19,11.8373
2022-06-20,11.8373
2022-06-21,12.5139
2022-06-22,13.2332
2022-06-23,14.2096
2022-06-24,14.9718
2022-06-25,14.9718
2022-06-26,14.9718
2022-06-27,14.9718
2022-06-28,13.8756
2022-06-29,13.7471
2022-06-30,15.8224
2022-07-01,16.5401
2022-07-02,16.5401
2022-07-03,16.5401
2022-07-04,16.5401
2022-07-05,17.2098
2022-07-06,16.5018
2022-07-07,16.674
2022-07-08,16.9611
2022-07-09,16.9611
2022-07-10,16.9611
2022-07-11,15.6406
2022-07-12,16.0616
2022-07-13,16.5975
2022-07-14,16.3296
2022-07-15,16.32
2022-07-16,16.32
2022-07-17,16.32
2022-07-18,16.5401
2022-07-19,16.7984
2022-07-20,16.9132
2022-07-21,16.3583
2022-07-22,15.8607
2022-07-23,15.8607
2022-07-24,15.8607
2022-07-25,16.0042
2022-07-26,16.3104
2022-07-27,16.2721
2022-07-28,15.7363
2022-07-29,15.9181
2022-07-30,15.9181
2022-07-31,15.9181
2022-08-01,15.9564
2022-08-02,16.4635
2022-08-03,16.3774
2022-08-04,16.4157
2022-08-05,16.4922
2022-08-06,16.4922
2022-08-07,16.4922
2022-08-08,16.5209
2022-08-09,16.1206
2022-08-10,14.6229
2022-08-11,14.3637
2022-08-12,14.6037
2022-08-13,14.6037
2022-08-14,14.6037
2022-08-15,14.5269
2022-08-16,14.6325
2022-08-17,14.4405
2022-08-18,14.3541
2022-08-19,14.4597
2022-08-20,14.4597
2022-08-21,14.4597
2022-08-22,14.2869
2022-08-23,14.2485
2022-08-24,14.1525
2022-08-25,13.9604
2022-08-26,13.4036
2022-08-27,13.4036
2022-08-28,13.4036
2022-08-29,13.1828
2022-08-30,13.058
2022-08-31,12.9332
2022-09-01,13.394
2022-09-02,13.0964
2022-09-03,13.0964
2022-09-04,13.0964
2022-09-05,13.0964
2022-09-06,12.5779
2022-09-07,12.9716
2022-09-08,13.0004
2022-09-09,13.0868
2022-09-10,13.0868
2022-09-11,13.0868
2022-09-12,13.154
2022-09-13,12.3571
2022-09-14,12.3955
2022-09-15,12.3475
2022-09-16,12.3667
2022-09-17,12.3667
2022-09-18,12.3667
2022-09-19,12.1459
2022-09-20,12.1267
2022-09-21,11.7427
2022-09-22,11.8099
2022-09-23,11.5314
2022-09-24,11.5314
2022-09-25,11.5314
2022-09-26,11.157
2022-09-27,11.1666
2022-09-28,11.445
2022-09-29,11.109
2022-09-30,9.9921
2022-10-01,9.9921
2022-10-02,9.9921
2022-10-03,10.5809
2022-10-04,10.6336
2022-10-05,10.2558
2022-10-06,9.9218
2022-10-07,9.746
2022-10-08,9.746
2022-10-09,9.746
2022-10-10,9.3593
2022-10-11,9.8427
2022-10-12,9.6757
2022-10-13,9.9745
2022-10-14,9.9657
2022-10-15,9.9657
2022-10-16,9.9657
2022-10-17,10.5633
2022-10-18,10.7391
2022-10-19,10.493
2022-10-20,10.3876
2022-10-21,10.6688
2022-10-22,10.6688
2022-10-23,10.6688
2022-10-24,10.5546
2022-10-25,10.8621
2022-10-26,10.5721
2022-10-27,10.5546
2022-10-28,10.827
2022-10-29,10.827
2022-10-30,10.827
2022-10-31,10.783
2022-11-01,11.0099
2022-11-02,11.1948
2022-11-03,10.5166
2022-11-04,10.7104
2022-11-05,10.7104
2022-11-06,10.7104
2022-11-07,10.6135
2022-11-08,10.7985
2022-11-09,10.6487
2022-11-10,11.1068
2022-11-11,11.0099
2022-11-12,11.0099
2022-11-13,11.0099
2022-11-14,10.9306
2022-11-15,11.0099
2022-11-16,11.0539
2022-11-17,11.1156
2022-11-18,11.1068
2022-11-19,11.1068
2022-11-20,11.1068
2022-11-21,11.0275
2022-11-22,11.2917
2022-11-23,11.0627
2022-11-24,11.0627
2022-11-25,11.1332
2022-11-26,11.1332
2022-11-27,11.1332
2022-11-28,11.0011
2022-11-29,10.6928
2022-11-30,11.2565
2022-12-01,11.2213
2022-12-02,11.5295
2022-12-03,11.5295
2022-12-04,11.5295
2022-12-05,11.3798
2022-12-06,10.8954
2022-12-07,10.6135
2022-12-08,10.7632
2022-12-09,10.1026
2022-12-10,10.1026
2022-12-11,10.1026
2022-12-12,10.3757
2022-12-13,10.3492
2022-12-14,10.4726
2022-12-15,10.129
2022-12-16,10.2524
2022-12-17,10.2524
2022-12-18,10.2524
2022-12-19,9.8119
2022-12-20,10.0322
2022-12-21,10.0938
2022-12-22,10.2083
2022-12-23,10.1555
2022-12-24,10.1555
2022-12-25,10.1555
2022-12-26,10.1555
2022-12-27,9.8472
2022-12-28,9.7855
2022-12-29,10.0057
2022-12-30,20.2162
2022-12-31,20.2162
2023-01-01,20.2162
2023-01-02,20.2162
2023-01-03,20.6325
2023-01-04,21.8011
2023-01-05,21.0967
2023-01-06,22.1854
2023-01-07,22.1854
2023-01-08,22.1854
2023-01-09,21.513
2023-01-10,22.0253
2023-01-11,21.4169
2023-01-12,21.2568
2023-01-13,20.8406
2023-01-14,20.8406
2023-01-15,20.8406
2023-01-16,20.8406
2023-01-17,20.6645
2023-01-18,20.6325
2023-01-19,21.0007
2023-01-20,21.3209
2023-01-21,21.3209
2023-01-22,21.3209
2023-01-23,21.7851
2023-01-24,22.3295
2023-01-25,22.2814
2023-01-26,22.8898
2023-01-27,22.5056
2023-01-28,22.5056
2023-01-29,22.5056
2023-01-30,22.3775
2023-01-31,22.7457
2023-02-01,22.6496
2023-02-02,22.7297
2023-02-03,22.6336
2023-02-04,22.6336
2023-02-05,22.6336
2023-02-06,22.1854
2023-02-07,22.3483
2023-02-08,23.1043
2023-02-09,22.8148
2023-02-10,22.7665
2023-02-11,22.7665
2023-02-12,22.7665
2023-02-13,22.9917
2023-02-14,23.619
2023-02-15,23.1204
2023-02-16,22.7022
2023-02-17,22.67
2023-02-18,22.67
2023-02-19,22.67
2023-02-20,22.67
2023-02-21,22.6057
2023-02-22,22.477
2023-02-23,22.5735
2023-02-24,22.091
2023-02-25,22.091
2023-02-26,22.091
2023-02-27,22.6057
2023-02-28,22.0105
2023-03-01,22.6379
2023-03-02,22.1714
2023-03-03,22.1231
2023-03-04,22.1231
2023-03-05,22.1231
2023-03-06,21.0294
2023-03-07,21.0454
2023-03-08,20.8524
2023-03-09,21.3511
2023-03-10,21.3671
2023-03-11,21.3671
2023-03-12,21.3671
2023-03-13,21.5762
2023-03-14,22.6379
2023-03-15,23.1687
2023-03-16,22.9917
2023-03-17,22.7665
