,AEE US Equity
2023-03-21,24.3672
2023-03-22,24.0334
2023-03-23,23.8258
2023-03-24,24.4191
2023-03-25,24.4191
2023-03-26,24.4191
2023-03-27,24.4104
2023-03-28,24.5107
2023-03-29,24.7852
2023-03-30,24.8614
2023-03-31,24.9663
2023-04-01,24.9663
2023-04-02,24.9663
2023-04-03,24.927
2023-04-04,24.9697
2023-04-05,25.4588
2023-04-06,25.5955
2023-04-07,25.5955
2023-04-08,25.5955
2023-04-09,25.5955
2023-04-10,25.5853
2023-04-11,25.6126
2023-04-12,25.5784
2023-04-13,25.6007
2023-04-14,25.4912
2023-04-15,25.4912
2023-04-16,25.4912
2023-04-17,25.5391
2023-04-18,25.2912
2023-04-19,25.4622
2023-04-20,25.4981
2023-04-21,25.5767
2023-04-22,25.5767
2023-04-23,25.5767
2023-04-24,25.7067
2023-04-25,25.7135
2023-04-26,25.4109
2023-04-27,25.5357
2023-04-28,25.4075
2023-04-29,25.4075
2023-04-30,25.4075
2023-05-01,25.5203
2023-05-02,25.4314
2023-05-03,25.3527
2023-05-04,25.5408
2023-05-05,25.6639
2023-05-06,25.6639
2023-05-07,25.6639
2023-05-08,25.4365
2023-05-09,25.3852
2023-05-10,25.5494
2023-05-11,25.3852
2023-05-12,25.1937
2023-05-13,25.1937
2023-05-14,25.1937
2023-05-15,24.7389
2023-05-16,24.4755
2023-05-17,24.443
2023-05-18,24.4482
2023-05-19,24.5781
2023-05-20,24.5781
2023-05-21,24.5781
2023-05-22,24.4926
2023-05-23,24.337
2023-05-24,24.2379
2023-05-25,24.0361
2023-05-26,24.0053
2023-05-27,24.0053
2023-05-28,24.0053
2023-05-29,24.0053
2023-05-30,23.8976
2023-05-31,24.0566
2023-06-01,23.9352
2023-06-02,24.0737
2023-06-03,24.0737
2023-06-04,24.0737
2023-06-05,24.2054
2023-06-06,24.1387
2023-06-07,24.4875
2023-06-08,24.5217
2023-06-09,24.4482
2023-06-10,24.4482
2023-06-11,24.4482
2023-06-12,24.4772
2023-06-13,24.3063
2023-06-14,24.3593
2023-06-15,24.5525
2023-06-16,24.5713
2023-06-17,24.5713
2023-06-18,24.5713
2023-06-19,24.5713
2023-06-20,24.3661
2023-06-21,24.4208
2023-06-22,24.2652
2023-06-23,24.0156
2023-06-24,24.0156
2023-06-25,24.0156
2023-06-26,24.2122
2023-06-27,24.3165
2023-06-28,24.019
2023-06-29,24.0429
2023-06-30,24.1578
2023-07-01,24.1578
2023-07-02,24.1578
2023-07-03,24.357
2023-07-04,24.357
2023-07-05,24.5072
2023-07-06,24.4296
2023-07-07,24.2574
2023-07-08,24.2574
2023-07-09,24.2574
2023-07-10,24.2304
2023-07-11,24.4532
2023-07-12,24.6473
2023-07-13,24.7621
2023-07-14,24.7992
2023-07-15,24.7992
2023-07-16,24.7992
2023-07-17,24.6237
2023-07-18,24.6034
2023-07-19,24.752
2023-07-20,25.0457
2023-07-21,25.2752
2023-07-22,25.2752
2023-07-23,25.2752
2023-07-24,25.1047
2023-07-25,25.2296
2023-07-26,25.2431
2023-07-27,24.9933
2023-07-28,24.86
2023-07-29,24.86
2023-07-30,24.86
2023-07-31,24.833
2023-08-01,24.6591
2023-08-02,24.6169
2023-08-03,24.3688
2023-08-04,24.1122
2023-08-05,24.1122
2023-08-06,24.1122
2023-08-07,24.0801
2023-08-08,24.1038
2023-08-09,24.0464
2023-08-10,23.9552
2023-08-11,24.0295
2023-08-12,24.0295
2023-08-13,24.0295
2023-08-14,23.8708
2023-08-15,23.6666
2023-08-16,23.7966
2023-08-17,23.7392
2023-08-18,23.9721
2023-08-19,23.9721
2023-08-20,23.9721
2023-08-21,23.8877
2023-08-22,23.9265
2023-08-23,23.9299
2023-08-24,23.8725
2023-08-25,23.9519
2023-08-26,23.9519
2023-08-27,23.9519
2023-08-28,23.9299
2023-08-29,23.9671
2023-08-30,23.9434
2023-08-31,23.7527
2023-09-01,23.6143
2023-09-02,23.6143
2023-09-03,23.6143
2023-09-04,23.6143
2023-09-05,23.4168
2023-09-06,23.4826
2023-09-07,23.6565
2023-09-08,23.7763
2023-09-09,23.7763
2023-09-10,23.7763
2023-09-11,23.7527
2023-09-12,23.6632
2023-09-13,23.8928
2023-09-14,24.0515
2023-09-15,24.0059
2023-09-16,24.0059
2023-09-17,24.0059
2023-09-18,23.9907
2023-09-19,23.913
2023-09-20,23.9502
2023-09-21,23.8962
2023-09-22,23.9114
2023-09-23,23.9114
2023-09-24,23.9114
2023-09-25,23.7999
2023-09-26,23.3442
2023-09-27,23.2193
2023-09-28,22.9374
2023-09-29,22.7898
2023-09-30,22.7898
2023-10-01,22.7898
2023-10-02,22.1713
2023-10-03,22.412
2023-10-04,22.4555
2023-10-05,22.5257
2023-10-06,22.6511
2023-10-07,22.6511
2023-10-08,22.6511
2023-10-09,22.8283
2023-10-10,23.0139
2023-10-11,23.2178
2023-10-12,23.1058
2023-10-13,23.3114
2023-10-14,23.3114
2023-10-15,23.3114
2023-10-16,23.3733
2023-10-17,23.3867
2023-10-18,23.4017
2023-10-19,23.2613
2023-10-20,23.0406
2023-10-21,23.0406
2023-10-22,23.0406
2023-10-23,22.8316
2023-10-24,23.0456
2023-10-25,23.1275
2023-10-26,23.161
2023-10-27,22.8818
2023-10-28,22.8818
2023-10-29,22.8818
2023-10-30,22.8249
2023-10-31,22.937
2023-11-01,23.1259
2023-11-02,23.3399
2023-11-03,23.4051
2023-11-04,23.4051
2023-11-05,23.4051
2023-11-06,23.3666
2023-11-07,23.3198
2023-11-08,23.2513
2023-11-09,23.0022
2023-11-10,23.0306
2023-11-11,23.0306
2023-11-12,23.0306
2023-11-13,22.7815
2023-11-14,23.2111
2023-11-15,23.2663
2023-11-16,23.1158
2023-11-17,23.1727
2023-11-18,23.1727
2023-11-19,23.1727
2023-11-20,23.1225
2023-11-21,23.1025
2023-11-22,23.1526
2023-11-23,23.1526
2023-11-24,23.181
2023-11-25,23.181
2023-11-26,23.181
2023-11-27,23.2295
2023-11-28,23.2947
2023-11-29,23.1509
2023-11-30,23.2513
2023-12-01,23.482
2023-12-02,23.482
2023-12-03,23.482
2023-12-04,23.4084
2023-12-05,23.273
2023-12-06,23.502
2023-12-07,23.4418
2023-12-08,23.3231
2023-12-09,23.3231
2023-12-10,23.3231
2023-12-11,23.3499
2023-12-12,23.3131
2023-12-13,23.8748
2023-12-14,22.844
2023-12-15,22.293
2023-12-16,22.293
2023-12-17,22.293
2023-12-18,22.1942
2023-12-19,22.3969
2023-12-20,22.3449
2023-12-21,22.355
2023-12-22,22.35
2023-12-23,22.35
2023-12-24,22.35
2023-12-25,22.35
2023-12-26,22.2997
2023-12-27,22.288
2023-12-28,22.3885
2023-12-29,22.87
2023-12-30,22.87
2023-12-31,22.87
2024-01-01,22.87
2024-01-02,23.1501
2024-01-03,23.0945
2024-01-04,23.135
2024-01-05,23.1586
2024-01-06,23.1586
2024-01-07,23.1586
2024-01-08,23.2615
2024-01-09,23.1535
2024-01-10,23.113
2024-01-11,22.8464
2024-01-12,22.794
2024-01-13,22.794
2024-01-14,22.794
2024-01-15,22.794
2024-01-16,22.6793
2024-01-17,22.5291
2024-01-18,22.4092
2024-01-19,22.3536
2024-01-20,22.3536
2024-01-21,22.3536
2024-01-22,22.281
2024-01-23,22.3097
2024-01-24,22.1983
2024-01-25,22.4211
2024-01-26,22.3924
2024-01-27,22.3924
2024-01-28,22.3924
2024-01-29,22.4396
2024-01-30,22.4801
2024-01-31,22.4025
2024-02-01,22.5932
2024-02-02,22.3755
2024-02-03,22.3755
2024-02-04,22.3755
2024-02-05,22.1325
2024-02-06,22.2017
2024-02-07,22.254
2024-02-08,22.124
2024-02-09,22.2557
2024-02-10,22.2557
2024-02-11,22.2557
2024-02-12,22.335
2024-02-13,22.1831
2024-02-14,22.2405
2024-02-15,22.3974
2024-02-16,22.3924
2024-02-17,22.3924
2024-02-18,22.3924
2024-02-19,22.3924
2024-02-20,22.4531
2024-02-21,22.7113
2024-02-22,22.6118
2024-02-23,22.7451
2024-02-24,22.7451
2024-02-25,22.7451
2024-02-26,22.6151
2024-02-27,22.6978
2024-02-28,22.7265
2024-02-29,22.6759
2024-03-01,22.6978
2024-03-02,22.6978
2024-03-03,22.6978
2024-03-04,22.9257
2024-03-05,22.8329
2024-03-06,23.0016
2024-03-07,22.9949
2024-03-08,22.9831
2024-03-09,22.9831
2024-03-10,22.9831
2024-03-11,23.0911
2024-03-12,22.8666
2024-03-13,22.8801
2024-03-14,22.708
2024-03-15,22.7417
2024-03-16,22.7417
2024-03-17,22.7417
2024-03-18,22.8075
2024-03-19,22.8312
2024-03-20,22.821
2024-03-21,22.7789
2024-03-22,22.7586
2024-03-23,22.7586
2024-03-24,22.7586
2024-03-25,22.7181
2024-03-26,22.6388
2024-03-27,23.1741
2024-03-28,23.3127
2024-03-29,23.3127
2024-03-30,23.3127
2024-03-31,23.3127
2024-04-01,23.1895
2024-04-02,23.2853
2024-04-03,23.1741
2024-04-04,23.1296
2024-04-05,23.0988
2024-04-06,23.0988
2024-04-07,23.0988
2024-04-08,23.2066
