,ORLY US Equity
2022-07-09,17.1396
2022-07-10,17.1396
2022-07-11,17.0811
2022-07-12,17.0356
2022-07-13,17.3501
2022-07-14,17.5002
2022-07-15,17.7138
2022-07-16,17.7138
2022-07-17,17.7138
2022-07-18,17.4766
2022-07-19,17.8526
2022-07-20,17.8671
2022-07-21,17.7741
2022-07-22,17.8272
2022-07-23,17.8272
2022-07-24,17.8272
2022-07-25,17.7591
2022-07-26,17.5358
2022-07-27,17.8544
2022-07-28,17.7725
2022-07-29,17.6973
2022-07-30,17.6973
2022-07-31,17.6973
2022-08-01,17.8161
2022-08-02,17.8046
2022-08-03,17.7365
2022-08-04,17.7705
2022-08-05,17.8165
2022-08-06,17.8165
2022-08-07,17.8165
2022-08-08,17.7814
2022-08-09,17.8852
2022-08-10,17.9466
2022-08-11,17.9374
2022-08-12,18.2035
2022-08-13,18.2035
2022-08-14,18.2035
2022-08-15,18.3426
2022-08-16,18.4438
2022-08-17,18.4693
2022-08-18,18.3155
2022-08-19,18.3118
2022-08-20,18.3118
2022-08-21,18.3118
2022-08-22,18.046
2022-08-23,17.9523
2022-08-24,17.7583
2022-08-25,17.8133
2022-08-26,17.487
2022-08-27,17.487
2022-08-28,17.487
2022-08-29,17.6176
2022-08-30,17.4754
2022-08-31,17.4505
2022-09-01,17.6547
2022-09-02,17.5724
2022-09-03,17.5724
2022-09-04,17.5724
2022-09-05,17.5724
2022-09-06,17.6779
2022-09-07,18.0466
2022-09-08,18.139
2022-09-09,17.9726
2022-09-10,17.9726
2022-09-11,17.9726
2022-09-12,18.1124
2022-09-13,17.419
2022-09-14,17.2825
2022-09-15,17.2703
2022-09-16,17.3716
2022-09-17,17.3716
2022-09-18,17.3716
2022-09-19,17.4103
2022-09-20,17.5368
2022-09-21,17.4135
2022-09-22,17.3727
2022-09-23,17.2563
2022-09-24,17.2563
2022-09-25,17.2563
2022-09-26,17.3762
2022-09-27,17.3646
2022-09-28,17.8985
2022-09-29,17.7703
2022-09-30,17.3018
2022-10-01,17.3018
2022-10-02,17.3018
2022-10-03,17.6205
2022-10-04,17.8679
2022-10-05,17.9191
2022-10-06,17.9259
2022-10-07,17.4612
2022-10-08,17.4612
2022-10-09,17.4612
2022-10-10,17.7576
2022-10-11,17.8935
2022-10-12,17.8218
2022-10-13,18.0456
2022-10-14,17.9152
2022-10-15,17.9152
2022-10-16,17.9152
2022-10-17,18.0088
2022-10-18,18.1343
2022-10-19,18.04
2022-10-20,17.8939
2022-10-21,18.1764
2022-10-22,18.1764
2022-10-23,18.1764
2022-10-24,18.7002
2022-10-25,18.8563
2022-10-26,18.8935
2022-10-27,19.5182
2022-10-28,20.0098
2022-10-29,20.0098
2022-10-30,20.0098
2022-10-31,20.0284
2022-11-01,19.9609
2022-11-02,19.5585
2022-11-03,19.6492
2022-11-04,19.5719
2022-11-05,19.5719
2022-11-06,19.5719
2022-11-07,19.8799
2022-11-08,19.8874
2022-11-09,19.7853
2022-11-10,20.1069
2022-11-11,19.5072
2022-11-12,19.5072
2022-11-13,19.5072
2022-11-14,19.7051
2022-11-15,19.7093
2022-11-16,19.8974
2022-11-17,19.8125
2022-11-18,19.9884
2022-11-19,19.9884
2022-11-20,19.9884
2022-11-21,20.1608
2022-11-22,20.2826
2022-11-23,20.2548
2022-11-24,20.2548
2022-11-25,20.3641
2022-11-26,20.3641
2022-11-27,20.3641
2022-11-28,20.2917
2022-11-29,20.2317
2022-11-30,20.546
2022-12-01,20.3898
2022-12-02,20.4159
2022-12-03,20.4159
2022-12-04,20.4159
2022-12-05,20.0909
2022-12-06,19.8057
2022-12-07,19.7872
2022-12-08,19.9479
2022-12-09,19.7662
2022-12-10,19.7662
2022-12-11,19.7662
2022-12-12,19.9052
2022-12-13,19.5743
2022-12-14,19.4839
2022-12-15,19.329
2022-12-16,19.426
2022-12-17,19.426
2022-12-18,19.426
2022-12-19,19.5249
2022-12-20,19.6777
2022-12-21,19.8897
2022-12-22,19.6809
2022-12-23,19.8882
2022-12-24,19.8882
2022-12-25,19.8882
2022-12-26,19.8882
2022-12-27,20.1067
2022-12-28,20.1232
2022-12-29,20.1028
2022-12-30,20.055
2022-12-31,20.055
2023-01-01,20.055
2023-01-02,20.055
2023-01-03,19.9849
2023-01-04,19.6888
2023-01-05,19.8487
2023-01-06,20.023
2023-01-07,20.023
2023-01-08,20.023
2023-01-09,19.7305
2023-01-10,19.6918
2023-01-11,19.6626
2023-01-12,19.3523
2023-01-13,19.4501
2023-01-14,19.4501
2023-01-15,19.4501
2023-01-16,19.4501
2023-01-17,19.3288
2023-01-18,19.2301
2023-01-19,18.9897
2023-01-20,18.9823
2023-01-21,18.9823
2023-01-22,18.9823
2023-01-23,19.0039
2023-01-24,19.1032
2023-01-25,19.1324
2023-01-26,19.1358
2023-01-27,18.5119
2023-01-28,18.5119
2023-01-29,18.5119
2023-01-30,18.9028
2023-01-31,18.9604
2023-02-01,19.2904
2023-02-02,19.2424
2023-02-03,19.0132
2023-02-04,19.0132
2023-02-05,19.0132
2023-02-06,19.3226
2023-02-07,19.1441
2023-02-08,18.8548
2023-02-09,19.421
2023-02-10,19.5965
2023-02-11,19.5965
2023-02-12,19.5965
2023-02-13,20.1066
2023-02-14,20.3496
2023-02-15,20.3544
2023-02-16,20.3707
2023-02-17,20.603
2023-02-18,20.603
2023-02-19,20.603
2023-02-20,20.603
2023-02-21,20.3312
2023-02-22,19.9593
2023-02-23,19.9308
2023-02-24,19.7337
2023-02-25,19.7337
2023-02-26,19.7337
2023-02-27,20.0321
2023-02-28,19.5513
2023-03-01,19.4283
2023-03-02,19.7771
2023-03-03,19.7173
2023-03-04,19.7173
2023-03-05,19.7173
2023-03-06,19.7468
2023-03-07,19.5224
2023-03-08,19.5609
2023-03-09,19.3883
2023-03-10,19.3383
2023-03-11,19.3383
2023-03-12,19.3383
2023-03-13,19.3029
2023-03-14,19.3657
2023-03-15,19.3035
2023-03-16,19.3299
2023-03-17,18.8768
2023-03-18,18.8768
