,SPGI US Equity
2020-12-29,21.5782
2020-12-30,21.7145
2020-12-31,22.8289
2021-01-01,22.8289
2021-01-02,22.8289
2021-01-03,22.8289
2021-01-04,23.1295
2021-01-05,22.8103
2021-01-06,22.8375
2021-01-07,22.8515
2021-01-08,22.7038
2021-01-09,22.7038
2021-01-10,22.7038
2021-01-11,22.195
2021-01-12,21.9728
2021-01-13,21.7193
2021-01-14,21.3289
2021-01-15,21.3136
2021-01-16,21.3136
2021-01-17,21.3136
2021-01-18,21.3136
2021-01-19,21.7918
2021-01-20,22.3772
2021-01-21,22.0965
2021-01-22,21.9309
2021-01-23,21.9309
2021-01-24,21.9309
2021-01-25,21.9169
2021-01-26,22.1884
2021-01-27,21.3427
2021-01-28,22.1857
2021-01-29,22.0546
2021-01-30,22.0546
2021-01-31,22.0546
2021-02-01,22.3767
2021-02-02,22.9263
2021-02-03,22.537
2021-02-04,22.8165
2021-02-05,22.5217
2021-02-06,22.5217
2021-02-07,22.5217
2021-02-08,22.6162
2021-02-09,23.0786
2021-02-10,23.1222
2021-02-11,23.5475
2021-02-12,23.5515
2021-02-13,23.5515
2021-02-14,23.5515
2021-02-15,23.5515
2021-02-16,23.4769
2021-02-17,23.5169
2021-02-18,23.4856
2021-02-19,23.5375
2021-02-20,23.5375
2021-02-21,23.5375
2021-02-22,23.1415
2021-02-23,22.6018
2021-02-24,23.0417
2021-02-25,22.9592
2021-02-26,22.88
2021-02-27,22.88
2021-02-28,22.88
2021-03-01,23.4237
2021-03-02,23.1182
2021-03-03,22.6917
2021-03-04,22.7589
2021-03-05,23.2234
2021-03-06,23.2234
2021-03-07,23.2234
2021-03-08,23.7691
2021-03-09,23.7291
2021-03-10,23.8775
2021-03-11,23.9301
2021-03-12,23.9614
2021-03-13,23.9614
2021-03-14,23.9614
2021-03-15,24.3527
2021-03-16,24.161
2021-03-17,24.2657
2021-03-18,24.1506
2021-03-19,24.0781
2021-03-20,24.0781
2021-03-21,24.0781
2021-03-22,23.9563
2021-03-23,24.0421
2021-03-24,24.3722
2021-03-25,24.3396
2021-03-26,24.8886
2021-03-27,24.8886
2021-03-28,24.8886
2021-03-29,25.0534
2021-03-30,24.4567
2021-03-31,23.273
2021-04-01,23.8953
2021-04-02,23.8953
2021-04-03,23.8953
2021-04-04,23.8953
2021-04-05,24.1828
2021-04-06,24.0989
2021-04-07,23.803
2021-04-08,24.0836
2021-04-09,24.3056
2021-04-10,24.3056
2021-04-11,24.3056
2021-04-12,24.4335
2021-04-13,24.5519
2021-04-14,24.4921
2021-04-15,24.6855
2021-04-16,24.8764
2021-04-17,24.8764
2021-04-18,24.8764
2021-04-19,24.7727
2021-04-20,24.9394
2021-04-21,25.1748
2021-04-22,25.2098
2021-04-23,25.5171
2021-04-24,25.5171
2021-04-25,25.5171
2021-04-26,25.2492
2021-04-27,25.2626
2021-04-28,25.0043
2021-04-29,25.8072
2021-04-30,25.6616
2021-05-01,25.6616
2021-05-02,25.6616
2021-05-03,25.885
2021-05-04,26.0905
2021-05-05,25.7679
2021-05-06,25.6095
2021-05-07,25.682
2021-05-08,25.682
2021-05-09,25.682
2021-05-10,25.6597
2021-05-11,24.9795
2021-05-12,24.3445
2021-05-13,24.9814
2021-05-14,24.9471
2021-05-15,24.9471
2021-05-16,24.9471
2021-05-17,24.6792
2021-05-18,24.3719
2021-05-19,24.4069
2021-05-20,24.6525
2021-05-21,24.8415
2021-05-22,24.8415
2021-05-23,24.8415
2021-05-24,24.9401
2021-05-25,24.9108
2021-05-26,24.9159
2021-05-27,25.0349
2021-05-28,24.9668
2021-05-29,24.9668
2021-05-30,24.9668
2021-05-31,24.9668
2021-06-01,24.5844
2021-06-02,24.9897
2021-06-03,25.0864
2021-06-04,25.2919
2021-06-05,25.2919
2021-06-06,25.2919
2021-06-07,25.0788
2021-06-08,25.2799
2021-06-09,25.2939
2021-06-10,25.4288
2021-06-11,25.7953
2021-06-12,25.7953
2021-06-13,25.7953
2021-06-14,26.0421
2021-06-15,26.0199
2021-06-16,25.8124
2021-06-17,26.2833
2021-06-18,25.682
2021-06-19,25.682
2021-06-20,25.682
2021-06-21,26.2426
2021-06-22,26.5187
2021-06-23,26.3259
2021-06-24,26.9845
2021-06-25,27.0596
2021-06-26,27.0596
2021-06-27,27.0596
2021-06-28,26.9603
2021-06-29,26.9463
2021-06-30,26.4768
2021-07-01,26.5867
2021-07-02,26.7393
2021-07-03,26.7393
2021-07-04,26.7393
2021-07-05,26.7393
2021-07-06,26.8047
2021-07-07,27.0239
2021-07-08,26.892
2021-07-09,26.7425
2021-07-10,26.7425
2021-07-11,26.7425
2021-07-12,26.5584
2021-07-13,26.3825
2021-07-14,26.4849
2021-07-15,26.544
2021-07-16,26.7261
2021-07-17,26.7261
2021-07-18,26.7261
2021-07-19,26.3951
2021-07-20,26.8493
2021-07-21,26.892
2021-07-22,26.9887
2021-07-23,26.9824
2021-07-24,26.9824
2021-07-25,26.9824
2021-07-26,26.6621
2021-07-27,26.6238
2021-07-28,26.5484
2021-07-29,27.3009
2021-07-30,27.6356
2021-07-31,27.6356
2021-08-01,27.6356
2021-08-02,27.9831
2021-08-03,28.0962
2021-08-04,28.313
2021-08-05,28.4525
2021-08-06,28.4437
2021-08-07,28.4437
2021-08-08,28.4437
2021-08-09,28.1
2021-08-10,27.9982
2021-08-11,27.9423
2021-08-12,28.1402
2021-08-13,28.4538
2021-08-14,28.4538
2021-08-15,28.4538
2021-08-16,28.7284
2021-08-17,28.6071
2021-08-18,27.716
2021-08-19,27.9636
2021-08-20,28.1886
2021-08-21,28.1886
2021-08-22,28.1886
2021-08-23,28.2829
2021-08-24,28.1936
2021-08-25,28.2093
2021-08-26,28.166
2021-08-27,28.2376
2021-08-28,28.2376
2021-08-29,28.2376
2021-08-30,28.6002
2021-08-31,28.5845
2021-09-01,28.8862
2021-09-02,28.9352
2021-09-03,29.1036
2021-09-04,29.1036
2021-09-05,29.1036
2021-09-06,29.1036
2021-09-07,28.7668
2021-09-08,29.0112
2021-09-09,29.0602
2021-09-10,28.988
2021-09-11,28.988
2021-09-12,28.988
2021-09-13,28.9364
2021-09-14,29.0728
2021-09-15,29.108
2021-09-16,29.2274
2021-09-17,28.7479
2021-09-18,28.7479
2021-09-19,28.7479
2021-09-20,28.6505
2021-09-21,28.6712
2021-09-22,28.6989
2021-09-23,29.0778
2021-09-24,29.1664
2021-09-25,29.1664
2021-09-26,29.1664
2021-09-27,28.6794
2021-09-28,27.4716
2021-09-29,27.5036
2021-09-30,26.289
2021-10-01,26.4994
2021-10-02,26.4994
2021-10-03,26.4994
2021-10-04,25.7408
2021-10-05,26.3036
2021-10-06,26.463
2021-10-07,26.7687
2021-10-08,26.5819
2021-10-09,26.5819
2021-10-10,26.5819
2021-10-11,26.5073
2021-10-12,26.6395
2021-10-13,26.625
2021-10-14,27.3133
2021-10-15,27.4431
2021-10-16,27.4431
2021-10-17,27.4431
2021-10-18,27.682
2021-10-19,27.8779
2021-10-20,27.2393
2021-10-21,27.5352
2021-10-22,27.8415
2021-10-23,27.8415
2021-10-24,27.8415
2021-10-25,27.6523
2021-10-26,28.6984
2021-10-27,28.5759
2021-10-28,28.9949
2021-10-29,29.2769
2021-10-30,29.2769
2021-10-31,29.2769
2021-11-01,28.6111
2021-11-02,28.4898
2021-11-03,28.118
2021-11-04,28.585
2021-11-05,28.4358
2021-11-06,28.4358
2021-11-07,28.4358
2021-11-08,28.5189
2021-11-09,28.5383
2021-11-10,28.0671
2021-11-11,27.904
2021-11-12,28.0155
2021-11-13,28.0155
2021-11-14,28.0155
2021-11-15,28.3746
2021-11-16,29.0471
2021-11-17,28.7518
2021-11-18,28.6566
2021-11-19,28.4977
2021-11-20,28.4977
2021-11-21,28.4977
2021-11-22,28.3048
2021-11-23,28.3175
2021-11-24,28.6323
2021-11-25,28.6323
2021-11-26,28.0865
2021-11-27,28.0865
2021-11-28,28.0865
2021-11-29,28.7172
2021-11-30,28.1593
2021-12-01,27.7548
2021-12-02,28.477
2021-12-03,28.1647
2021-12-04,28.1647
2021-12-05,28.1647
2021-12-06,28.2078
2021-12-07,29.0526
2021-12-08,29.2066
2021-12-09,28.8828
2021-12-10,29.2472
2021-12-11,29.2472
2021-12-12,29.2472
2021-12-13,29.562
2021-12-14,29.0453
2021-12-15,29.5686
2021-12-16,29.4389
2021-12-17,28.8815
2021-12-18,28.8815
2021-12-19,28.8815
2021-12-20,28.4388
2021-12-21,29.0544
2021-12-22,29.2224
2021-12-23,29.2515
2021-12-24,29.2515
2021-12-25,29.2515
2021-12-26,29.2515
2021-12-27,29.5159
2021-12-28,29.3339
2021-12-29,29.3006
2021-12-30,29.0538
2021-12-31,27.3409
2022-01-01,27.3409
2022-01-02,27.3409
2022-01-03,26.7227
2022-01-04,26.6496
2022-01-05,26.4178
2022-01-06,26.2009
2022-01-07,25.9035
2022-01-08,25.9035
2022-01-09,25.9035
2022-01-10,25.2551
2022-01-11,25.5765
2022-01-12,25.9658
2022-01-13,25.3053
2022-01-14,25.0821
2022-01-15,25.0821
2022-01-16,25.0821
2022-01-17,25.0821
2022-01-18,24.6135
2022-01-19,24.545
2022-01-20,24.2613
2022-01-21,24.2014
2022-01-22,24.2014
2022-01-23,24.2014
2022-01-24,24.2596
2022-01-25,23.2081
2022-01-26,23.0945
2022-01-27,22.9541
2022-01-28,23.6128
2022-01-29,23.6128
2022-01-30,23.6128
2022-01-31,24.1037
2022-02-01,24.2316
2022-02-02,24.4948
2022-02-03,23.9856
2022-02-04,24.0564
2022-02-05,24.0564
2022-02-06,24.0564
2022-02-07,23.5346
2022-02-08,23.2224
2022-02-09,23.6607
2022-02-10,23.0417
2022-02-11,22.5398
2022-02-12,22.5398
2022-02-13,22.5398
2022-02-14,22.1429
2022-02-15,22.409
2022-02-16,22.4764
2022-02-17,22.1874
2022-02-18,22.0264
2022-02-19,22.0264
2022-02-20,22.0264
2022-02-21,22.0264
2022-02-22,22.1166
2022-02-23,21.7237
2022-02-24,22.1983
2022-02-25,22.1531
2022-02-26,22.1531
2022-02-27,22.1531
2022-02-28,31.9353
2022-03-01,33.1842
2022-03-02,33.9009
2022-03-03,34.0168
2022-03-04,34.6085
2022-03-05,34.6085
2022-03-06,34.6085
2022-03-07,32.7695
2022-03-08,32.9785
2022-03-09,33.2622
2022-03-10,32.527
2022-03-11,32.2693
2022-03-12,32.2693
2022-03-13,32.2693
2022-03-14,32.0444
2022-03-15,32.9164
2022-03-16,33.3227
2022-03-17,34.1981
2022-03-18,34.8091
2022-03-19,34.8091
2022-03-20,34.8091
2022-03-21,34.3743
2022-03-22,34.4539
2022-03-23,33.7495
2022-03-24,33.9106
2022-03-25,34.3873
2022-03-26,34.3873
2022-03-27,34.3873
2022-03-28,34.472
2022-03-29,34.7144
2022-03-30,34.8377
2022-03-31,30.5314
2022-04-01,30.3728
2022-04-02,30.3728
2022-04-03,30.3728
2022-04-04,30.8155
2022-04-05,30.6486
2022-04-06,30.5797
2022-04-07,30.863
2022-04-08,30.732
2022-04-09,30.732
2022-04-10,30.732
2022-04-11,30.2163
2022-04-12,29.644
2022-04-13,29.575
2022-04-14,28.9738
2022-04-15,28.9738
2022-04-16,28.9738
2022-04-17,28.9738
2022-04-18,29.1786
2022-04-19,29.5089
2022-04-20,29.6399
2022-04-21,29.1972
2022-04-22,28.427
2022-04-23,28.427
2022-04-24,28.427
2022-04-25,28.5346
2022-04-26,28.1402
2022-04-27,28.4946
2022-04-28,28.9021
2022-04-29,28.2091
2022-04-30,28.2091
2022-05-01,28.2091
2022-05-02,27.5762
2022-05-03,27.046
2022-05-04,26.8534
2022-05-05,25.677
2022-05-06,25.6
2022-05-07,25.6
2022-05-08,25.6
2022-05-09,24.4526
2022-05-10,24.3999
2022-05-11,24.2527
2022-05-12,24.5127
2022-05-13,24.9983
2022-05-14,24.9983
2022-05-15,24.9983
2022-05-16,24.8976
2022-05-17,25.1624
2022-05-18,24.5438
2022-05-19,24.6755
2022-05-20,25.3744
2022-05-21,25.3744
2022-05-22,25.3744
2022-05-23,25.9215
2022-05-24,25.9451
2022-05-25,25.7283
2022-05-26,26.0532
2022-05-27,26.6049
2022-05-28,26.6049
2022-05-29,26.6049
2022-05-30,26.6049
2022-05-31,25.8512
2022-06-01,24.6714
2022-06-02,25.4163
2022-06-03,24.9361
2022-06-04,24.9361
2022-06-05,24.9361
2022-06-06,25.1192
2022-06-07,25.5122
2022-06-08,25.1225
2022-06-09,24.9699
2022-06-10,24.7221
2022-06-11,24.7221
2022-06-12,24.7221
2022-06-13,24.0197
2022-06-14,23.6868
2022-06-15,23.9508
2022-06-16,23.5922
2022-06-17,23.8556
2022-06-18,23.8556
2022-06-19,23.8556
2022-06-20,23.8556
2022-06-21,23.8617
2022-06-22,24.2095
2022-06-23,24.7882
2022-06-24,25.3231
2022-06-25,25.3231
2022-06-26,25.3231
2022-06-27,25.2427
2022-06-28,24.718
2022-06-29,24.8565
2022-06-30,23.4866
2022-07-01,23.8841
2022-07-02,23.8841
2022-07-03,23.8841
2022-07-04,23.8841
2022-07-05,23.9469
2022-07-06,24.2449
2022-07-07,24.4231
2022-07-08,24.4643
2022-07-09,24.4643
2022-07-10,24.4643
2022-07-11,24.4091
2022-07-12,24.0566
2022-07-13,23.8011
2022-07-14,24.0008
2022-07-15,24.2722
2022-07-16,24.2722
2022-07-17,24.2722
2022-07-18,24.0128
2022-07-19,24.7597
2022-07-20,24.8523
2022-07-21,25.0438
2022-07-22,25.0641
2022-07-23,25.0641
2022-07-24,25.0641
2022-07-25,24.5625
2022-07-26,24.6951
2022-07-27,24.9994
2022-07-28,25.8661
2022-07-29,26.0145
2022-07-30,26.0145
2022-07-31,26.0145
2022-08-01,25.9606
2022-08-02,25.5611
2022-08-03,25.0189
2022-08-04,25.6248
2022-08-05,25.5471
2022-08-06,25.5471
2022-08-07,25.5471
2022-08-08,25.6385
2022-08-09,25.5744
2022-08-10,26.5766
2022-08-11,26.1393
2022-08-12,26.497
2022-08-13,26.497
2022-08-14,26.497
2022-08-15,26.4453
2022-08-16,26.301
2022-08-17,26.2363
2022-08-18,26.2146
2022-08-19,25.7505
2022-08-20,25.7505
2022-08-21,25.7505
2022-08-22,25.5346
2022-08-23,25.3076
2022-08-24,25.4886
2022-08-25,25.7318
2022-08-26,24.7639
2022-08-27,24.7639
2022-08-28,24.7639
2022-08-29,24.5735
2022-08-30,24.2351
2022-08-31,24.0248
2022-09-01,24.0118
2022-09-02,23.7418
2022-09-03,23.7418
2022-09-04,23.7418
2022-09-05,23.7418
2022-09-06,24.3116
2022-09-07,24.7309
2022-09-08,24.9505
2022-09-09,25.0973
2022-09-10,25.0973
2022-09-11,25.0973
2022-09-12,25.2267
2022-09-13,24.2942
2022-09-14,23.9614
2022-09-15,23.7063
2022-09-16,23.6447
2022-09-17,23.6447
2022-09-18,23.6447
2022-09-19,23.5589
2022-09-20,23.2267
2022-09-21,22.9486
2022-09-22,22.1704
2022-09-23,21.8898
2022-09-24,21.8898
2022-09-25,21.8898
2022-09-26,21.7387
2022-09-27,21.6043
2022-09-28,21.6976
2022-09-29,21.4276
2022-09-30,22.4469
2022-10-01,22.4469
2022-10-02,22.4469
2022-10-03,23.0605
2022-10-04,23.6299
2022-10-05,23.5064
2022-10-06,23.1502
2022-10-07,22.3936
2022-10-08,22.3936
2022-10-09,22.3936
2022-10-10,22.016
2022-10-11,21.756
2022-10-12,21.5253
2022-10-13,21.5974
2022-10-14,21.2295
2022-10-15,21.2295
2022-10-16,21.2295
2022-10-17,21.9296
2022-10-18,22.1518
2022-10-19,21.8958
2022-10-20,21.5812
2022-10-21,21.8353
2022-10-22,21.8353
2022-10-23,21.8353
2022-10-24,22.1245
2022-10-25,22.8811
2022-10-26,22.8486
2022-10-27,23.3543
2022-10-28,23.359
2022-10-29,23.359
2022-10-30,23.359
2022-10-31,22.9983
2022-11-01,22.6732
2022-11-02,22.3309
2022-11-03,22.2395
2022-11-04,22.6903
2022-11-05,22.6903
2022-11-06,22.6903
2022-11-07,22.8713
2022-11-08,22.9151
2022-11-09,22.5443
2022-11-10,24.5832
2022-11-11,25.2175
2022-11-12,25.2175
2022-11-13,25.2175
2022-11-14,24.6759
2022-11-15,25.1197
2022-11-16,25.0568
2022-11-17,24.6187
2022-11-18,24.5616
2022-11-19,24.5616
2022-11-20,24.5616
2022-11-21,24.66
2022-11-22,24.9667
2022-11-23,25.3489
2022-11-24,25.3489
2022-11-25,25.3261
2022-11-26,25.3261
2022-11-27,25.3261
2022-11-28,24.8879
2022-11-29,24.6422
2022-11-30,25.0016
2022-12-01,25.6226
2022-12-02,25.4461
2022-12-03,25.4461
2022-12-04,25.4461
2022-12-05,24.8435
2022-12-06,24.9311
2022-12-07,24.9203
2022-12-08,25.0022
2022-12-09,24.6175
2022-12-10,24.6175
2022-12-11,24.6175
2022-12-12,24.6454
2022-12-13,25.3121
2022-12-14,25.0676
2022-12-15,24.4797
2022-12-16,24.1635
2022-12-17,24.1635
2022-12-18,24.1635
2022-12-19,23.9133
2022-12-20,23.6879
2022-12-21,24.0269
2022-12-22,23.6879
2022-12-23,23.7406
2022-12-24,23.7406
2022-12-25,23.7406
2022-12-26,23.7406
2022-12-27,23.6377
2022-12-28,23.5285
2022-12-29,24.1768
2022-12-30,24.7241
2022-12-31,24.7241
2023-01-01,24.7241
2023-01-02,24.7241
2023-01-03,24.7392
2023-01-04,25.1622
2023-01-05,24.7989
2023-01-06,25.5701
2023-01-07,25.5701
2023-01-08,25.5701
2023-01-09,25.7341
2023-01-10,25.9996
2023-01-11,26.6331
2023-01-12,26.8771
2023-01-13,26.7859
2023-01-14,26.7859
2023-01-15,26.7859
2023-01-16,26.7859
2023-01-17,26.8535
2023-01-18,26.6364
2023-01-19,26.4417
2023-01-20,26.8955
2023-01-21,26.8955
2023-01-22,26.8955
2023-01-23,27.0732
2023-01-24,26.8738
2023-01-25,26.7859
2023-01-26,26.8515
2023-01-27,27.2457
2023-01-28,27.2457
2023-01-29,27.2457
2023-01-30,26.7702
2023-01-31,27.3473
2023-02-01,27.4942
2023-02-02,27.8864
2023-02-03,27.2142
2023-02-04,27.2142
2023-02-05,27.2142
2023-02-06,26.9355
2023-02-07,27.0961
2023-02-08,26.7512
2023-02-09,26.6069
2023-02-10,26.3424
2023-02-11,26.3424
2023-02-12,26.3424
2023-02-13,26.7792
2023-02-14,26.4072
2023-02-15,26.5828
2023-02-16,25.9509
2023-02-17,26.146
2023-02-18,26.146
2023-02-19,26.146
2023-02-20,26.146
2023-02-21,25.4952
2023-02-22,25.1977
2023-02-23,25.3228
2023-02-24,25.015
2023-02-25,25.015
2023-02-26,25.015
2023-02-27,24.8938
2023-02-28,24.8737
2023-03-01,24.652
2023-03-02,24.7888
2023-03-03,25.1893
2023-03-04,25.1893
2023-03-05,25.1893
2023-03-06,25.5296
2023-03-07,24.5788
2023-03-08,24.7233
2023-03-09,24.4025
2023-03-10,23.9235
2023-03-11,23.9235
2023-03-12,23.9235
2023-03-13,23.8101
2023-03-14,24.3247
2023-03-15,24.4057
2023-03-16,24.7894
