,QNST US Equity
2020-12-16,126.3386
2020-12-17,127.1847
2020-12-18,132.7817
2020-12-19,132.7817
2020-12-20,132.7817
2020-12-21,129.9832
2020-12-22,132.7817
2020-12-23,131.4801
2020-12-24,134.9945
2020-12-25,134.9945
2020-12-26,134.9945
2020-12-27,134.9945
2020-12-28,132.977
2020-12-29,129.5927
2020-12-30,129.8531
2020-12-31,157.6799
2021-01-01,157.6799
2021-01-02,157.6799
2021-01-03,157.6799
2021-01-04,156.4062
2021-01-05,160.1478
2021-01-06,162.2175
2021-01-07,164.4465
2021-01-08,157.9984
2021-01-09,157.9984
2021-01-10,157.9984
2021-01-11,150.2765
2021-01-12,154.8539
2021-01-13,148.1271
2021-01-14,150.6745
2021-01-15,143.8284
2021-01-16,143.8284
2021-01-17,143.8284
2021-01-18,143.8284
2021-01-19,152.8239
2021-01-20,161.5807
2021-01-21,159.6701
2021-01-22,162.6952
2021-01-23,162.6952
2021-01-24,162.6952
2021-01-25,161.7399
2021-01-26,162.8544
2021-01-27,156.3266
2021-01-28,160.307
2021-01-29,155.5306
2021-01-30,155.5306
2021-01-31,155.5306
2021-02-01,158.9537
2021-02-02,162.1379
2021-02-03,160.4662
2021-02-04,181.6416
2021-02-05,180.1575
2021-02-06,180.1575
2021-02-07,180.1575
2021-02-08,179.8366
2021-02-09,184.489
2021-02-10,183.2056
2021-02-11,183.7671
2021-02-12,185.612
2021-02-13,185.612
2021-02-14,185.612
2021-02-15,185.612
2021-02-16,182.7243
2021-02-17,181.0398
2021-02-18,181.6013
2021-02-19,184.3286
2021-02-20,184.3286
2021-02-21,184.3286
2021-02-22,180.0773
2021-02-23,177.1896
2021-02-24,178.7136
2021-02-25,173.58
2021-02-26,178.6334
2021-02-27,178.6334
2021-02-28,178.6334
2021-03-01,183.4463
2021-03-02,178.2324
2021-03-03,176.6281
2021-03-04,169.8901
2021-03-05,172.457
2021-03-06,172.457
2021-03-07,172.457
2021-03-08,172.5372
2021-03-09,175.5051
2021-03-10,175.8259
2021-03-11,179.2751
2021-03-12,174.7832
2021-03-13,174.7832
2021-03-14,174.7832
2021-03-15,171.0933
2021-03-16,170.6923
2021-03-17,174.2217
2021-03-18,164.8367
2021-03-19,164.596
2021-03-20,164.596
2021-03-21,164.596
2021-03-22,164.9971
2021-03-23,156.5747
2021-03-24,151.2003
2021-03-25,148.7137
2021-03-26,151.441
2021-03-27,151.441
2021-03-28,151.441
2021-03-29,149.9971
2021-03-30,149.5961
2021-03-31,111.398
2021-04-01,113.7882
2021-04-02,113.7882
2021-04-03,113.7882
2021-04-04,113.7882
2021-04-05,116.6565
2021-04-06,114.4455
2021-04-07,109.9041
2021-04-08,111.4577
2021-04-09,110.5614
2021-04-10,110.5614
2021-04-11,110.5614
2021-04-12,110.7407
2021-04-13,109.6053
2021-04-14,109.3663
2021-04-15,110.3821
2021-04-16,110.8004
2021-04-17,110.8004
2021-04-18,110.8004
2021-04-19,109.187
2021-04-20,106.259
2021-04-21,108.8285
2021-04-22,110.1431
2021-04-23,112.6529
2021-04-24,112.6529
2021-04-25,112.6529
2021-04-26,113.3102
2021-04-27,112.8919
2021-04-28,113.9675
2021-04-29,111.5773
2021-04-30,111.2187
2021-05-01,111.2187
2021-05-02,111.2187
2021-05-03,113.9077
2021-05-04,109.7248
2021-05-05,109.7248
2021-05-06,99.5664
2021-05-07,102.2738
2021-05-08,102.2738
2021-05-09,102.2738
2021-05-10,97.2239
2021-05-11,101.1917
2021-05-12,96.2019
2021-05-13,97.6447
2021-05-14,98.4864
2021-05-15,98.4864
2021-05-16,98.4864
2021-05-17,97.4043
2021-05-18,97.8852
2021-05-19,98.6066
2021-05-20,98.9673
2021-05-21,98.6667
2021-05-22,98.6667
2021-05-23,98.6667
2021-05-24,99.9893
2021-05-25,98.306
2021-05-26,100.35
2021-05-27,100.5304
2021-05-28,98.9673
2021-05-29,98.9673
2021-05-30,98.9673
2021-05-31,98.9673
2021-06-01,100.2899
2021-06-02,98.306
2021-06-03,97.0436
2021-06-04,97.284
2021-06-05,97.284
2021-06-06,97.284
2021-06-07,98.0054
2021-06-08,98.4864
2021-06-09,97.7049
2021-06-10,96.5626
2021-06-11,97.4644
2021-06-12,97.4644
2021-06-13,97.4644
2021-06-14,97.284
2021-06-15,95.8412
2021-06-16,97.6447
2021-06-17,100.5304
2021-06-18,98.6066
2021-06-19,98.6066
2021-06-20,98.6066
2021-06-21,99.5685
2021-06-22,100.9512
2021-06-23,101.3119
2021-06-24,103.416
2021-06-25,102.1536
2021-06-26,102.1536
2021-06-27,102.1536
2021-06-28,102.8148
2021-06-29,104.2577
2021-06-30,64.6331
2021-07-01,64.7101
2021-07-02,64.5176
2021-07-03,64.5176
2021-07-04,64.5176
2021-07-05,64.5176
2021-07-06,63.9401
2021-07-07,62.5924
2021-07-08,61.9764
2021-07-09,63.786
2021-07-10,63.786
2021-07-11,63.786
2021-07-12,64.2866
2021-07-13,62.939
2021-07-14,61.8609
2021-07-15,61.9379
2021-07-16,62.0149
2021-07-17,62.0149
2021-07-18,62.0149
2021-07-19,61.7069
2021-07-20,63.016
2021-07-21,64.6331
2021-07-22,63.632
2021-07-23,64.7871
2021-07-24,64.7871
2021-07-25,64.7871
2021-07-26,63.632
2021-07-27,62.2074
2021-07-28,63.324
2021-07-29,63.9016
2021-07-30,63.709
2021-07-31,63.709
2021-08-01,63.709
2021-08-02,62.9775
2021-08-03,61.1678
2021-08-04,61.1678
2021-08-05,66.4813
2021-08-06,65.3262
2021-08-07,65.3262
2021-08-08,65.3262
2021-08-09,63.2085
2021-08-10,62.785
2021-08-11,60.4748
2021-08-12,58.6266
2021-08-13,59.5122
2021-08-14,59.5122
2021-08-15,59.5122
2021-08-16,57.6255
2021-08-17,56.3164
2021-08-18,56.4319
2021-08-19,55.1998
2021-08-20,57.3175
2021-08-21,57.3175
2021-08-22,57.3175
2021-08-23,58.3571
2021-08-24,59.4737
2021-08-25,59.4737
2021-08-26,60.4853
2021-08-27,62.0399
2021-08-28,62.0399
2021-08-29,62.0399
2021-08-30,62.273
2021-08-31,62.7006
2021-09-01,64.1385
2021-09-02,65.1879
2021-09-03,65.8486
2021-09-04,65.8486
2021-09-05,65.8486
2021-09-06,65.8486
2021-09-07,64.6049
2021-09-08,65.8874
2021-09-09,66.3927
2021-09-10,65.3853
2021-09-11,65.3853
2021-09-12,65.3853
2021-09-13,66.2015
2021-09-14,65.5019
2021-09-15,65.6574
2021-09-16,62.7424
2021-09-17,63.3254
2021-09-18,63.3254
2021-09-19,63.3254
2021-09-20,61.4987
2021-09-21,62.0039
2021-09-22,63.442
2021-09-23,64.4525
2021-09-24,63.0145
2021-09-25,63.0145
2021-09-26,63.0145
2021-09-27,63.7918
2021-09-28,62.1594
2021-09-29,62.3149
2021-09-30,57.3753
2021-10-01,58.933
2021-10-02,58.933
2021-10-03,58.933
2021-10-04,56.5784
2021-10-05,57.0493
2021-10-06,56.8319
2021-10-07,57.6289
2021-10-08,57.9549
2021-10-09,57.9549
2021-10-10,57.9549
2021-10-11,56.4697
2021-10-12,56.4335
2021-10-13,56.1074
2021-10-14,55.7452
2021-10-15,55.4554
2021-10-16,55.4554
2021-10-17,55.4554
2021-10-18,54.5859
2021-10-19,49.5505
2021-10-20,49.0072
2021-10-21,49.1883
2021-10-22,47.4857
2021-10-23,47.4857
2021-10-24,47.4857
2021-10-25,46.6163
2021-10-26,46.5438
2021-10-27,44.9861
2021-10-28,44.9499
2021-10-29,44.4789
2021-10-30,44.4789
2021-10-31,44.4789
2021-11-01,45.7831
2021-11-02,41.8707
2021-11-03,42.4503
2021-11-04,49.8894
2021-11-05,48.8729
2021-11-06,48.8729
2021-11-07,48.8729
2021-11-08,51.2327
2021-11-09,51.5957
2021-11-10,53.1568
2021-11-11,54.3912
2021-11-12,55.6981
2021-11-13,55.6981
2021-11-14,55.6981
2021-11-15,56.1701
2021-11-16,55.8433
2021-11-17,54.5001
2021-11-18,53.5562
2021-11-19,53.6288
2021-11-20,53.6288
2021-11-21,53.6288
2021-11-22,52.6485
2021-11-23,52.0677
2021-11-24,51.7046
2021-11-25,51.7046
2021-11-26,50.2161
2021-11-27,50.2161
2021-11-28,50.2161
2021-11-29,48.9092
2021-11-30,49.3448
2021-12-01,47.5659
2021-12-02,49.7079
2021-12-03,50.3614
2021-12-04,50.3614
2021-12-05,50.3614
2021-12-06,57.0414
2021-12-07,59.147
2021-12-08,60.7081
2021-12-09,59.2922
2021-12-10,58.7114
2021-12-11,58.7114
2021-12-12,58.7114
2021-12-13,59.1833
2021-12-14,59.2196
2021-12-15,61.0349
2021-12-16,58.4209
2021-12-17,58.1305
2021-12-18,58.1305
2021-12-19,58.1305
2021-12-20,56.3153
2021-12-21,58.8929
2021-12-22,59.2559
2021-12-23,60.3451
2021-12-24,60.3451
2021-12-25,60.3451
2021-12-26,60.3451
2021-12-27,61.289
2021-12-28,59.6916
2021-12-29,59.5101
2021-12-30,60.0546
2021-12-31,115.9461
2022-01-01,115.9461
2022-01-02,115.9461
2022-01-03,118.0819
2022-01-04,116.658
2022-01-05,113.0984
2022-01-06,111.5321
2022-01-07,108.3996
2022-01-08,108.3996
2022-01-09,108.3996
2022-01-10,106.6909
2022-01-11,112.244
2022-01-12,107.6165
2022-01-13,104.2704
2022-01-14,102.2057
2022-01-15,102.2057
2022-01-16,102.2057
2022-01-17,102.2057
2022-01-18,99.5004
2022-01-19,97.3646
2022-01-20,96.0831
2022-01-21,93.6625
2022-01-22,93.6625
2022-01-23,93.6625
2022-01-24,99.6428
2022-01-25,99.0732
2022-01-26,95.7271
2022-01-27,97.151
2022-01-28,97.9341
2022-01-29,97.9341
2022-01-30,97.9341
2022-01-31,100.9955
2022-02-01,99.6428
2022-02-02,99.0732
2022-02-03,95.2288
2022-02-04,96.2967
2022-02-05,96.2967
2022-02-06,96.2967
2022-02-07,99.0732
2022-02-08,97.2934
2022-02-09,67.9994
2022-02-10,69.5747
2022-02-11,68.8586
2022-02-12,68.8586
2022-02-13,68.8586
2022-02-14,65.2786
2022-02-15,71.9375
2022-02-16,66.281
2022-02-17,66.2094
2022-02-18,64.4193
2022-02-19,64.4193
2022-02-20,64.4193
2022-02-21,64.4193
2022-02-22,63.4885
2022-02-23,63.2737
2022-02-24,65.565
2022-02-25,67.2834
2022-02-26,67.2834
2022-02-27,67.2834
2022-02-28,66.997
2022-03-01,65.2786
2022-03-02,66.7822
2022-03-03,63.6317
2022-03-04,61.3405
2022-03-05,61.3405
2022-03-06,61.3405
2022-03-07,61.2689
2022-03-08,62.1997
2022-03-09,67.5698
2022-03-10,68.5722
2022-03-11,67.4982
2022-03-12,67.4982
2022-03-13,67.4982
2022-03-14,68.7154
2022-03-15,69.5747
2022-03-16,75.088
2022-03-17,75.8756
2022-03-18,75.3744
2022-03-19,75.3744
2022-03-20,75.3744
2022-03-21,72.7251
2022-03-22,72.7251
2022-03-23,69.8611
2022-03-24,68.8586
2022-03-25,67.8562
2022-03-26,67.8562
2022-03-27,67.8562
2022-03-28,68.5722
2022-03-29,70.7203
2022-03-30,70.5771
2022-03-31,220.082
2022-04-01,226.6059
2022-04-02,226.6059
2022-04-03,226.6059
2022-04-04,234.7046
2022-04-05,231.3301
2022-04-06,225.7061
2022-04-07,227.9557
2022-04-08,225.4811
2022-04-09,225.4811
2022-04-10,225.4811
2022-04-11,220.307
2022-04-12,220.5319
2022-04-13,225.7061
2022-04-14,213.3331
2022-04-15,213.3331
2022-04-16,213.3331
2022-04-17,213.3331
2022-04-18,207.7091
2022-04-19,208.159
2022-04-20,206.8092
2022-04-21,200.0603
2022-04-22,188.5872
2022-04-23,188.5872
2022-04-24,188.5872
2022-04-25,190.162
2022-04-26,177.1141
2022-04-27,172.165
2022-04-28,179.8137
2022-04-29,173.0648
2022-04-30,173.0648
2022-05-01,173.0648
2022-05-02,180.2636
2022-05-03,151.4684
2022-05-04,159.5671
2022-05-05,175.0895
2022-05-06,173.6075
2022-05-07,173.6075
2022-05-08,173.6075
2022-05-09,172.0254
2022-05-10,180.3878
2022-05-11,178.1277
2022-05-12,183.5519
2022-05-13,192.1402
2022-05-14,192.1402
2022-05-15,192.1402
2022-05-16,188.5241
2022-05-17,195.0783
2022-05-18,191.4622
2022-05-19,198.4684
2022-05-20,196.6604
2022-05-21,196.6604
2022-05-22,196.6604
2022-05-23,189.4281
2022-05-24,188.2981
2022-05-25,194.1743
2022-05-26,201.1805
2022-05-27,212.029
2022-05-28,212.029
2022-05-29,212.029
2022-05-30,212.029
2022-05-31,207.7348
2022-06-01,204.1187
2022-06-02,208.6388
2022-06-03,204.7967
2022-06-04,204.7967
2022-06-05,204.7967
2022-06-06,208.4128
2022-06-07,211.3509
2022-06-08,209.0908
2022-06-09,199.1465
2022-06-10,194.4003
2022-06-11,194.4003
2022-06-12,194.4003
2022-06-13,186.49
2022-06-14,186.49
2022-06-15,194.8523
2022-06-16,187.394
2022-06-17,191.2362
2022-06-18,191.2362
2022-06-19,191.2362
2022-06-20,191.2362
2022-06-21,198.2424
2022-06-22,200.7285
2022-06-23,198.2424
2022-06-24,184.4559
2022-06-25,184.4559
2022-06-26,184.4559
2022-06-27,188.5241
2022-06-28,180.8398
2022-06-29,182.8738
2022-06-30,182.8738
2022-07-01,182.8738
2022-07-02,182.8738
2022-07-03,182.8738
2022-07-04,182.8738
2022-07-05,182.8738
2022-07-06,182.8738
2022-07-07,182.8738
2022-07-08,182.8738
2022-07-09,182.8738
2022-07-10,182.8738
2022-07-11,182.8738
2022-07-12,182.8738
2022-07-13,182.8738
2022-07-14,182.8738
2022-07-15,182.8738
2022-07-16,182.8738
2022-07-17,182.8738
2022-07-18,182.8738
2022-07-19,182.8738
2022-07-20,182.8738
2022-07-21,182.8738
2022-07-22,182.8738
2022-07-23,182.8738
2022-07-24,182.8738
2022-07-25,182.8738
2022-07-26,182.8738
2022-07-27,182.8738
2022-07-28,182.8738
2022-07-29,182.8738
2022-07-30,182.8738
2022-07-31,182.8738
2022-08-01,182.8738
2022-08-02,182.8738
2022-08-03,182.8738
2022-08-04,182.8738
2022-08-05,182.8738
2022-08-06,182.8738
2022-08-07,182.8738
2022-08-08,182.8738
2022-08-09,182.8738
2022-08-10,182.8738
2022-08-11,182.8738
2022-08-12,182.8738
2022-08-13,182.8738
2022-08-14,182.8738
2022-08-15,182.8738
2022-08-16,182.8738
2022-08-17,182.8738
2022-08-18,182.8738
2022-08-19,182.8738
2022-08-20,182.8738
2022-08-21,182.8738
2022-08-22,182.8738
2022-08-23,182.8738
2022-08-24,182.8738
2022-08-25,182.8738
2022-08-26,182.8738
2022-08-27,182.8738
2022-08-28,182.8738
2022-08-29,182.8738
2022-08-30,182.8738
2022-08-31,182.8738
2022-09-01,182.8738
2022-09-02,182.8738
2022-09-03,182.8738
2022-09-04,182.8738
2022-09-05,182.8738
2022-09-06,182.8738
2022-09-07,182.8738
2022-09-08,182.8738
2022-09-09,182.8738
2022-09-10,182.8738
2022-09-11,182.8738
2022-09-12,182.8738
2022-09-13,182.8738
2022-09-14,182.8738
2022-09-15,182.8738
2022-09-16,182.8738
2022-09-17,182.8738
2022-09-18,182.8738
2022-09-19,182.8738
2022-09-20,182.8738
2022-09-21,182.8738
2022-09-22,182.8738
2022-09-23,182.8738
2022-09-24,182.8738
2022-09-25,182.8738
2022-09-26,182.8738
2022-09-27,182.8738
2022-09-28,182.8738
2022-09-29,182.8738
2022-09-30,182.8738
2022-10-01,182.8738
2022-10-02,182.8738
2022-10-03,182.8738
2022-10-04,182.8738
2022-10-05,182.8738
2022-10-06,182.8738
2022-10-07,182.8738
2022-10-08,182.8738
2022-10-09,182.8738
2022-10-10,182.8738
2022-10-11,182.8738
2022-10-12,182.8738
2022-10-13,182.8738
2022-10-14,182.8738
2022-10-15,182.8738
2022-10-16,182.8738
2022-10-17,182.8738
2022-10-18,182.8738
2022-10-19,182.8738
2022-10-20,182.8738
2022-10-21,182.8738
2022-10-22,182.8738
2022-10-23,182.8738
2022-10-24,182.8738
2022-10-25,182.8738
2022-10-26,182.8738
2022-10-27,182.8738
2022-10-28,182.8738
2022-10-29,182.8738
2022-10-30,182.8738
2022-10-31,182.8738
2022-11-01,182.8738
2022-11-02,182.8738
2022-11-03,182.8738
2022-11-04,182.8738
2022-11-05,182.8738
2022-11-06,182.8738
2022-11-07,182.8738
2022-11-08,182.8738
2022-11-09,182.8738
2022-11-10,182.8738
2022-11-11,182.8738
2022-11-12,182.8738
2022-11-13,182.8738
2022-11-14,182.8738
2022-11-15,182.8738
2022-11-16,182.8738
2022-11-17,182.8738
2022-11-18,182.8738
2022-11-19,182.8738
2022-11-20,182.8738
2022-11-21,182.8738
2022-11-22,182.8738
2022-11-23,182.8738
2022-11-24,182.8738
2022-11-25,182.8738
2022-11-26,182.8738
2022-11-27,182.8738
2022-11-28,182.8738
2022-11-29,182.8738
2022-11-30,182.8738
2022-12-01,182.8738
2022-12-02,182.8738
2022-12-03,182.8738
2022-12-04,182.8738
2022-12-05,182.8738
2022-12-06,182.8738
2022-12-07,182.8738
2022-12-08,182.8738
2022-12-09,182.8738
2022-12-10,182.8738
2022-12-11,182.8738
2022-12-12,182.8738
2022-12-13,182.8738
2022-12-14,182.8738
2022-12-15,182.8738
2022-12-16,182.8738
2022-12-17,182.8738
2022-12-18,182.8738
2022-12-19,182.8738
2022-12-20,182.8738
2022-12-21,182.8738
2022-12-22,182.8738
2022-12-23,182.8738
2022-12-24,182.8738
2022-12-25,182.8738
2022-12-26,182.8738
2022-12-27,182.8738
2022-12-28,182.8738
2022-12-29,182.8738
2022-12-30,182.8738
2022-12-31,182.8738
2023-01-01,182.8738
2023-01-02,182.8738
2023-01-03,182.8738
2023-01-04,182.8738
2023-01-05,182.8738
2023-01-06,182.8738
2023-01-07,182.8738
2023-01-08,182.8738
2023-01-09,182.8738
2023-01-10,182.8738
2023-01-11,182.8738
2023-01-12,182.8738
2023-01-13,182.8738
2023-01-14,182.8738
2023-01-15,182.8738
2023-01-16,182.8738
2023-01-17,182.8738
2023-01-18,182.8738
2023-01-19,182.8738
2023-01-20,182.8738
2023-01-21,182.8738
2023-01-22,182.8738
2023-01-23,182.8738
2023-01-24,182.8738
2023-01-25,182.8738
2023-01-26,182.8738
2023-01-27,182.8738
2023-01-28,182.8738
2023-01-29,182.8738
2023-01-30,182.8738
2023-01-31,182.8738
2023-02-01,182.8738
2023-02-02,182.8738
2023-02-03,182.8738
2023-02-04,182.8738
2023-02-05,182.8738
2023-02-06,182.8738
2023-02-07,182.8738
2023-02-08,182.8738
2023-02-09,182.8738
2023-02-10,182.8738
2023-02-11,182.8738
2023-02-12,182.8738
2023-02-13,182.8738
2023-02-14,182.8738
2023-02-15,182.8738
2023-02-16,182.8738
2023-02-17,182.8738
2023-02-18,182.8738
2023-02-19,182.8738
2023-02-20,182.8738
2023-02-21,182.8738
2023-02-22,182.8738
2023-02-23,182.8738
2023-02-24,182.8738
2023-02-25,182.8738
2023-02-26,182.8738
2023-02-27,182.8738
2023-02-28,182.8738
2023-03-01,182.8738
2023-03-02,182.8738
2023-03-03,182.8738
2023-03-04,182.8738
2023-03-05,182.8738
2023-03-06,182.8738
2023-03-07,182.8738
2023-03-08,182.8738
2023-03-09,182.8738
2023-03-10,182.8738
2023-03-11,182.8738
2023-03-12,182.8738
2023-03-13,182.8738
2023-03-14,182.8738
2023-03-15,182.8738
2023-03-16,182.8738
