,MKL US Equity
2020-03-30,5.6801
2020-03-31,5.6801
2020-04-01,5.6801
2020-04-02,5.6801
2020-04-03,5.6801
2020-04-04,5.6801
2020-04-05,5.6801
2020-04-06,5.6801
2020-04-07,5.6801
2020-04-08,5.6801
2020-04-09,5.6801
2020-04-10,5.6801
2020-04-11,5.6801
2020-04-12,5.6801
2020-04-13,5.6801
2020-04-14,5.6801
2020-04-15,5.6801
2020-04-16,5.6801
2020-04-17,5.6801
2020-04-18,5.6801
2020-04-19,5.6801
2020-04-20,5.6801
2020-04-21,5.6801
2020-04-22,5.6801
2020-04-23,5.6801
2020-04-24,5.6801
2020-04-25,5.6801
2020-04-26,5.6801
2020-04-27,5.6801
2020-04-28,5.6801
2020-04-29,5.6801
2020-04-30,5.6801
2020-05-01,5.6801
2020-05-02,5.6801
2020-05-03,5.6801
2020-05-04,5.6801
2020-05-05,5.6801
2020-05-06,5.6801
2020-05-07,5.6801
2020-05-08,5.6801
2020-05-09,5.6801
2020-05-10,5.6801
2020-05-11,5.6801
2020-05-12,5.6801
2020-05-13,5.6801
2020-05-14,5.6801
2020-05-15,5.6801
2020-05-16,5.6801
2020-05-17,5.6801
2020-05-18,5.6801
2020-05-19,5.6801
2020-05-20,5.6801
2020-05-21,5.6801
2020-05-22,5.6801
2020-05-23,5.6801
2020-05-24,5.6801
2020-05-25,5.6801
2020-05-26,5.6801
2020-05-27,5.6801
2020-05-28,5.6801
2020-05-29,5.6801
2020-05-30,5.6801
2020-05-31,5.6801
2020-06-01,5.6801
2020-06-02,5.6801
2020-06-03,5.6801
2020-06-04,5.6801
2020-06-05,5.6801
2020-06-06,5.6801
2020-06-07,5.6801
2020-06-08,5.6801
2020-06-09,5.6801
2020-06-10,5.6801
2020-06-11,5.6801
2020-06-12,5.6801
2020-06-13,5.6801
2020-06-14,5.6801
2020-06-15,5.6801
2020-06-16,5.6801
2020-06-17,5.6801
2020-06-18,5.6801
2020-06-19,5.6801
2020-06-20,5.6801
2020-06-21,5.6801
2020-06-22,5.6801
2020-06-23,5.6801
2020-06-24,5.6801
2020-06-25,5.6801
2020-06-26,5.6801
2020-06-27,5.6801
2020-06-28,5.6801
2020-06-29,5.6801
2020-06-30,25.3055
2020-07-01,25.0509
2020-07-02,24.8007
2020-07-03,24.8007
2020-07-04,24.8007
2020-07-05,24.8007
2020-07-06,25.0562
2020-07-07,24.4649
2020-07-08,24.5959
2020-07-09,24.4493
2020-07-10,25.0438
2020-07-11,25.0438
2020-07-12,25.0438
2020-07-13,24.9838
2020-07-14,25.4198
2020-07-15,25.8052
2020-07-16,26.1728
2020-07-17,25.7868
2020-07-18,25.7868
2020-07-19,25.7868
2020-07-20,25.876
2020-07-21,26.1906
2020-07-22,26.3106
2020-07-23,27.1263
2020-07-24,27.9163
2020-07-25,27.9163
2020-07-26,27.9163
2020-07-27,27.9014
2020-07-28,27.2718
2020-07-29,27.8158
2020-07-30,28.7687
2020-07-31,28.7452
2020-08-01,28.7452
2020-08-02,28.7452
2020-08-03,28.8527
2020-08-04,28.6922
2020-08-05,29.2676
2020-08-06,29.6915
2020-08-07,30.0326
2020-08-08,30.0326
2020-08-09,30.0326
2020-08-10,30.2907
2020-08-11,30.1359
2020-08-12,29.541
2020-08-13,29.8594
2020-08-14,30.2349
2020-08-15,30.2349
2020-08-16,30.2349
2020-08-17,29.5648
2020-08-18,29.5294
2020-08-19,29.5911
2020-08-20,29.4329
2020-08-21,29.4436
2020-08-22,29.4436
2020-08-23,29.4436
2020-08-24,30.0054
2020-08-25,30.195
2020-08-26,29.9021
2020-08-27,30.6436
2020-08-28,30.4101
2020-08-29,30.4101
2020-08-30,30.4101
2020-08-31,29.942
2020-09-01,29.97
2020-09-02,30.3917
2020-09-03,30.081
2020-09-04,29.4266
2020-09-05,29.4266
2020-09-06,29.4266
2020-09-07,29.4266
2020-09-08,28.3292
2020-09-09,28.8898
2020-09-10,28.7573
2020-09-11,28.9625
2020-09-12,28.9625
2020-09-13,28.9625
2020-09-14,28.7978
2020-09-15,28.3402
2020-09-16,28.2675
2020-09-17,27.7408
2020-09-18,26.909
2020-09-19,26.909
2020-09-20,26.909
2020-09-21,26.5391
2020-09-22,26.8309
2020-09-23,26.1016
2020-09-24,26.0979
2020-09-25,26.0464
2020-09-26,26.0464
2020-09-27,26.0464
2020-09-28,26.8725
2020-09-29,26.5974
2020-09-30,16.3822
2020-10-01,16.2443
2020-10-02,16.4335
2020-10-03,16.4335
2020-10-04,16.4335
2020-10-05,16.7776
2020-10-06,16.4722
2020-10-07,16.5236
2020-10-08,16.7985
2020-10-09,16.5839
2020-10-10,16.5839
2020-10-11,16.5839
2020-10-12,17.21
2020-10-13,16.6545
2020-10-14,16.6507
2020-10-15,16.5508
2020-10-16,16.3466
2020-10-17,16.3466
2020-10-18,16.3466
2020-10-19,16.0485
2020-10-20,16.127
2020-10-21,16.7408
2020-10-22,17.0872
2020-10-23,17.2953
2020-10-24,17.2953
2020-10-25,17.2953
2020-10-26,16.7641
2020-10-27,16.3132
2020-10-28,15.7475
2020-10-29,16.0211
2020-10-30,15.6819
2020-10-31,15.6819
2020-11-01,15.6819
2020-11-02,16.1484
2020-11-03,16.4161
2020-11-04,16.418
2020-11-05,16.6861
2020-11-06,16.4377
2020-11-07,16.4377
2020-11-08,16.4377
2020-11-09,17.3109
2020-11-10,17.6153
2020-11-11,17.4135
2020-11-12,17.1403
2020-11-13,17.5536
2020-11-14,17.5536
2020-11-15,17.5536
2020-11-16,18.0107
2020-11-17,17.7637
2020-11-18,17.4329
2020-11-19,16.9756
2020-11-20,16.7877
2020-11-21,16.7877
2020-11-22,16.7877
2020-11-23,16.8141
2020-11-24,17.304
2020-11-25,16.953
2020-11-26,16.953
2020-11-27,16.9066
2020-11-28,16.9066
2020-11-29,16.9066
2020-11-30,16.3848
2020-12-01,16.7414
2020-12-02,16.6912
2020-12-03,16.4668
2020-12-04,16.8312
2020-12-05,16.8312
2020-12-06,16.8312
2020-12-07,16.5271
2020-12-08,16.8336
2020-12-09,16.9777
2020-12-10,17.3095
2020-12-11,16.9886
2020-12-12,16.9886
2020-12-13,16.9886
2020-12-14,16.7079
2020-12-15,17.0947
2020-12-16,17.0085
2020-12-17,17.0215
2020-12-18,16.6277
2020-12-19,16.6277
2020-12-20,16.6277
2020-12-21,16.6361
2020-12-22,16.5042
2020-12-23,16.6553
2020-12-24,16.6772
2020-12-25,16.6772
2020-12-26,16.6772
2020-12-27,16.6772
2020-12-28,16.694
2020-12-29,16.7096
2020-12-30,17.1704
2020-12-31,12.5676
2021-01-01,12.5676
2021-01-02,12.5676
2021-01-03,12.5676
2021-01-04,12.4238
2021-01-05,12.3893
2021-01-06,12.874
2021-01-07,12.827
2021-01-08,12.7803
2021-01-09,12.7803
2021-01-10,12.7803
2021-01-11,12.5595
2021-01-12,12.4961
2021-01-13,12.3596
2021-01-14,12.3596
2021-01-15,12.2417
2021-01-16,12.2417
2021-01-17,12.2417
2021-01-18,12.2417
2021-01-19,12.2026
2021-01-20,12.5516
2021-01-21,12.1923
2021-01-22,12.1056
2021-01-23,12.1056
2021-01-24,12.1056
2021-01-25,12.0605
2021-01-26,11.986
2021-01-27,11.5184
2021-01-28,11.967
2021-01-29,11.8211
2021-01-30,11.8211
2021-01-31,11.8211
2021-02-01,12.0609
2021-02-02,12.2817
2021-02-03,12.7531
2021-02-04,13.0031
2021-02-05,13.3465
2021-02-06,13.3465
2021-02-07,13.3465
2021-02-08,13.2368
2021-02-09,13.3413
2021-02-10,13.4811
2021-02-11,13.7888
2021-02-12,13.4337
2021-02-13,13.4337
2021-02-14,13.4337
2021-02-15,13.4337
2021-02-16,13.1418
2021-02-17,13.2809
2021-02-18,13.1808
2021-02-19,13.2498
2021-02-20,13.2498
2021-02-21,13.2498
2021-02-22,13.1786
2021-02-23,13.4588
2021-02-24,13.5359
2021-02-25,13.2128
2021-02-26,13.222
2021-02-27,13.222
2021-02-28,13.222
2021-03-01,13.4261
2021-03-02,13.4304
2021-03-03,13.4673
2021-03-04,13.3571
2021-03-05,13.433
2021-03-06,13.433
2021-03-07,13.433
2021-03-08,13.7093
2021-03-09,13.4962
2021-03-10,13.7424
2021-03-11,13.7387
2021-03-12,14.0039
2021-03-13,14.0039
2021-03-14,14.0039
2021-03-15,13.8675
2021-03-16,13.8406
2021-03-17,13.9233
2021-03-18,13.8689
2021-03-19,13.5922
2021-03-20,13.5922
2021-03-21,13.5922
2021-03-22,13.4864
2021-03-23,13.6184
2021-03-24,13.6572
2021-03-25,13.8211
2021-03-26,13.9424
2021-03-27,13.9424
2021-03-28,13.9424
2021-03-29,13.998
2021-03-30,14.0028
2021-03-31,4.4157
2021-04-01,4.4807
2021-04-02,4.4807
2021-04-03,4.4807
2021-04-04,4.4807
2021-04-05,4.5425
2021-04-06,4.5458
2021-04-07,4.5272
2021-04-08,4.5271
2021-04-09,4.548
2021-04-10,4.548
2021-04-11,4.548
2021-04-12,4.5812
2021-04-13,4.5896
2021-04-14,4.642
2021-04-15,4.6619
2021-04-16,4.6969
2021-04-17,4.6969
2021-04-18,4.6969
2021-04-19,4.6853
2021-04-20,4.6326
2021-04-21,4.6946
2021-04-22,4.583
2021-04-23,4.6002
2021-04-24,4.6002
2021-04-25,4.6002
2021-04-26,4.5745
2021-04-27,4.5992
2021-04-28,4.5569
2021-04-29,4.5388
2021-04-30,4.5479
2021-05-01,4.5479
2021-05-02,4.5479
2021-05-03,4.6017
2021-05-04,4.5683
2021-05-05,4.5801
2021-05-06,4.6302
2021-05-07,4.7124
2021-05-08,4.7124
2021-05-09,4.7124
2021-05-10,4.6954
2021-05-11,4.6141
2021-05-12,4.5464
2021-05-13,4.6823
2021-05-14,4.7609
2021-05-15,4.7609
2021-05-16,4.7609
2021-05-17,4.6399
2021-05-18,4.6758
2021-05-19,4.71
2021-05-20,4.8191
2021-05-21,4.7855
2021-05-22,4.7855
2021-05-23,4.7855
2021-05-24,4.7484
2021-05-25,4.7027
2021-05-26,4.669
2021-05-27,4.7631
2021-05-28,4.7315
2021-05-29,4.7315
2021-05-30,4.7315
2021-05-31,4.7315
2021-06-01,4.7453
2021-06-02,4.7373
2021-06-03,4.7353
2021-06-04,4.7416
2021-06-05,4.7416
2021-06-06,4.7416
2021-06-07,4.6741
2021-06-08,4.6711
2021-06-09,4.6259
2021-06-10,4.6435
2021-06-11,4.6578
2021-06-12,4.6578
2021-06-13,4.6578
2021-06-14,4.6506
2021-06-15,4.6914
2021-06-16,4.6356
2021-06-17,4.5837
2021-06-18,4.4677
2021-06-19,4.4677
2021-06-20,4.4677
2021-06-21,4.5768
2021-06-22,4.5854
2021-06-23,4.5348
2021-06-24,4.5387
2021-06-25,4.6197
2021-06-26,4.6197
2021-06-27,4.6197
2021-06-28,4.5691
2021-06-29,4.6213
2021-06-30,5.0144
2021-07-01,5.1204
2021-07-02,5.1399
2021-07-03,5.1399
2021-07-04,5.1399
2021-07-05,5.1399
2021-07-06,5.1382
2021-07-07,5.2492
2021-07-08,5.1069
2021-07-09,5.2159
2021-07-10,5.2159
2021-07-11,5.2159
2021-07-12,5.1053
2021-07-13,5.0339
2021-07-14,5.0292
2021-07-15,5.0775
2021-07-16,5.1288
2021-07-17,5.1288
2021-07-18,5.1288
2021-07-19,5.0038
2021-07-20,5.1192
2021-07-21,5.1884
2021-07-22,5.1307
2021-07-23,5.1809
2021-07-24,5.1809
2021-07-25,5.1809
2021-07-26,5.1193
2021-07-27,5.129
2021-07-28,5.0577
2021-07-29,5.0996
2021-07-30,5.0904
2021-07-31,5.0904
2021-08-01,5.0904
2021-08-02,5.0908
2021-08-03,5.0803
2021-08-04,5.0945
2021-08-05,5.2189
2021-08-06,5.2779
2021-08-07,5.2779
2021-08-08,5.2779
2021-08-09,5.2731
2021-08-10,5.2841
2021-08-11,5.3784
2021-08-12,5.3675
2021-08-13,5.3499
2021-08-14,5.3499
2021-08-15,5.3499
2021-08-16,5.3431
2021-08-17,5.3061
2021-08-18,5.2822
2021-08-19,5.2706
2021-08-20,5.3234
2021-08-21,5.3234
2021-08-22,5.3234
2021-08-23,5.2842
2021-08-24,5.2976
2021-08-25,5.3368
2021-08-26,5.3058
2021-08-27,5.3387
2021-08-28,5.3387
2021-08-29,5.3387
2021-08-30,5.2983
2021-08-31,5.3287
2021-09-01,5.3243
2021-09-02,5.3102
2021-09-03,5.2719
2021-09-04,5.2719
2021-09-05,5.2719
2021-09-06,5.2719
2021-09-07,5.2049
2021-09-08,5.2985
2021-09-09,5.2456
2021-09-10,5.1871
2021-09-11,5.1871
2021-09-12,5.1871
2021-09-13,5.239
2021-09-14,5.1639
2021-09-15,5.1329
2021-09-16,5.1282
2021-09-17,5.0921
2021-09-18,5.0921
2021-09-19,5.0921
2021-09-20,5.0494
2021-09-21,5.0593
2021-09-22,5.1249
2021-09-23,5.105
2021-09-24,5.1602
2021-09-25,5.1602
2021-09-26,5.1602
2021-09-27,5.1329
2021-09-28,5.0335
2021-09-29,5.0855
2021-09-30,5.5214
2021-10-01,5.5505
2021-10-02,5.5505
2021-10-03,5.5505
2021-10-04,5.5418
2021-10-05,5.6597
2021-10-06,5.7338
2021-10-07,5.7796
2021-10-08,5.8257
2021-10-09,5.8257
2021-10-10,5.8257
2021-10-11,5.7134
2021-10-12,5.795
2021-10-13,5.8446
2021-10-14,5.9587
2021-10-15,6.057
2021-10-16,6.057
2021-10-17,6.057
2021-10-18,5.9599
2021-10-19,6.0187
2021-10-20,6.0754
2021-10-21,6.0489
2021-10-22,6.0643
2021-10-23,6.0643
2021-10-24,6.0643
2021-10-25,6.1048
2021-10-26,6.0835
2021-10-27,5.9818
2021-10-28,6.0812
2021-10-29,6.0298
2021-10-30,6.0298
2021-10-31,6.0298
2021-11-01,6.0426
2021-11-02,6.077
2021-11-03,5.9966
2021-11-04,5.9534
2021-11-05,6.0047
2021-11-06,6.0047
2021-11-07,6.0047
2021-11-08,5.9973
2021-11-09,5.969
2021-11-10,5.9567
2021-11-11,5.9431
2021-11-12,5.9061
2021-11-13,5.9061
2021-11-14,5.9061
2021-11-15,5.8549
2021-11-16,5.8473
2021-11-17,5.7972
2021-11-18,5.7488
2021-11-19,5.6991
2021-11-20,5.6991
2021-11-21,5.6991
2021-11-22,5.7865
2021-11-23,5.8969
2021-11-24,5.8596
2021-11-25,5.8596
2021-11-26,5.7156
2021-11-27,5.7156
2021-11-28,5.7156
2021-11-29,5.7087
2021-11-30,5.4988
2021-12-01,5.4698
2021-12-02,5.6182
2021-12-03,5.5591
2021-12-04,5.5591
2021-12-05,5.5591
2021-12-06,5.7056
2021-12-07,5.7334
2021-12-08,5.7108
2021-12-09,5.6398
2021-12-10,5.7003
2021-12-11,5.7003
2021-12-12,5.7003
2021-12-13,5.649
2021-12-14,5.677
2021-12-15,5.6357
2021-12-16,5.6513
2021-12-17,5.6079
2021-12-18,5.6079
2021-12-19,5.6079
2021-12-20,5.4878
2021-12-21,5.4696
2021-12-22,5.5407
2021-12-23,5.5583
2021-12-24,5.5583
2021-12-25,5.5583
2021-12-26,5.5583
2021-12-27,5.5992
2021-12-28,5.6444
2021-12-29,5.6911
2021-12-30,5.6517
2021-12-31,5.7015
2022-01-01,5.7015
2022-01-02,5.7015
2022-01-03,5.6582
2022-01-04,5.7136
2022-01-05,5.6977
2022-01-06,5.729
2022-01-07,5.7871
2022-01-08,5.7871
2022-01-09,5.7871
2022-01-10,5.7923
2022-01-11,5.7881
2022-01-12,5.8226
2022-01-13,5.8486
2022-01-14,5.8772
2022-01-15,5.8772
2022-01-16,5.8772
2022-01-17,5.8772
2022-01-18,5.8076
2022-01-19,5.7169
2022-01-20,5.7054
2022-01-21,5.6365
2022-01-22,5.6365
2022-01-23,5.6365
2022-01-24,5.6826
2022-01-25,5.5112
2022-01-26,5.5211
2022-01-27,5.5058
2022-01-28,5.6129
2022-01-29,5.6129
2022-01-30,5.6129
2022-01-31,5.6963
2022-02-01,5.8213
2022-02-02,5.9381
2022-02-03,5.7957
2022-02-04,5.7974
2022-02-05,5.7974
2022-02-06,5.7974
2022-02-07,5.8097
2022-02-08,5.8499
2022-02-09,5.7989
2022-02-10,5.7676
2022-02-11,5.7209
2022-02-12,5.7209
2022-02-13,5.7209
2022-02-14,5.6942
2022-02-15,5.7986
2022-02-16,5.8568
2022-02-17,5.7554
2022-02-18,5.7568
2022-02-19,5.7568
2022-02-20,5.7568
2022-02-21,5.7568
2022-02-22,5.704
2022-02-23,5.6285
2022-02-24,5.5911
2022-02-25,5.767
2022-02-26,5.767
2022-02-27,5.767
2022-02-28,5.7154
2022-03-01,5.6486
2022-03-02,5.7782
2022-03-03,5.7864
2022-03-04,5.7824
2022-03-05,5.7824
2022-03-06,5.7824
2022-03-07,5.6172
2022-03-08,5.6145
2022-03-09,5.807
2022-03-10,5.8753
2022-03-11,5.9565
2022-03-12,5.9565
2022-03-13,5.9565
2022-03-14,6.1775
2022-03-15,6.2484
2022-03-16,6.2933
2022-03-17,6.4116
2022-03-18,6.4791
2022-03-19,6.4791
2022-03-20,6.4791
2022-03-21,6.5433
2022-03-22,6.6226
2022-03-23,6.6453
2022-03-24,6.7765
2022-03-25,6.7698
2022-03-26,6.7698
2022-03-27,6.7698
2022-03-28,6.7072
2022-03-29,6.7264
2022-03-30,6.7301
2022-03-31,8.5682
2022-04-01,8.6648
2022-04-02,8.6648
2022-04-03,8.6648
2022-04-04,8.5734
2022-04-05,8.5599
2022-04-06,8.6772
2022-04-07,8.6251
2022-04-08,8.6071
2022-04-09,8.6071
2022-04-10,8.6071
2022-04-11,8.5787
2022-04-12,8.5969
2022-04-13,8.5896
2022-04-14,8.5669
2022-04-15,8.5669
2022-04-16,8.5669
2022-04-17,8.5669
2022-04-18,8.5877
2022-04-19,8.5494
2022-04-20,8.6872
2022-04-21,8.611
2022-04-22,8.5112
2022-04-23,8.5112
2022-04-24,8.5112
2022-04-25,8.4399
2022-04-26,8.2885
2022-04-27,8.156
2022-04-28,8.1442
2022-04-29,7.9051
2022-04-30,7.9051
2022-05-01,7.9051
2022-05-02,7.8807
2022-05-03,7.8522
2022-05-04,7.9883
2022-05-05,7.8152
2022-05-06,7.7749
2022-05-07,7.7749
2022-05-08,7.7749
2022-05-09,7.5498
2022-05-10,7.5515
2022-05-11,7.5289
2022-05-12,7.5712
2022-05-13,7.7557
2022-05-14,7.7557
2022-05-15,7.7557
2022-05-16,7.7539
2022-05-17,7.963
2022-05-18,7.8815
2022-05-19,7.9136
2022-05-20,7.7967
2022-05-21,7.7967
2022-05-22,7.7967
2022-05-23,7.8947
2022-05-24,7.8427
2022-05-25,7.8338
2022-05-26,8.0328
2022-05-27,8.1768
2022-05-28,8.1768
2022-05-29,8.1768
2022-05-30,8.1768
2022-05-31,7.9918
2022-06-01,7.9827
2022-06-02,8.0938
2022-06-03,8.0494
2022-06-04,8.0494
2022-06-05,8.0494
2022-06-06,8.1143
2022-06-07,8.2024
2022-06-08,8.0504
2022-06-09,7.8694
2022-06-10,7.7849
2022-06-11,7.7849
2022-06-12,7.7849
2022-06-13,7.5727
2022-06-14,7.6012
2022-06-15,7.6151
2022-06-16,7.411
2022-06-17,7.5236
2022-06-18,7.5236
2022-06-19,7.5236
2022-06-20,7.5236
2022-06-21,7.5377
2022-06-22,7.4583
2022-06-23,7.4613
2022-06-24,7.5808
2022-06-25,7.5808
2022-06-26,7.5808
2022-06-27,7.6399
2022-06-28,7.6076
2022-06-29,7.5436
2022-06-30,49.974
2022-07-01,50.9714
2022-07-02,50.9714
2022-07-03,50.9714
2022-07-04,50.9714
2022-07-05,50.0618
2022-07-06,50.2131
2022-07-07,50.2765
2022-07-08,50.0876
2022-07-09,50.0876
2022-07-10,50.0876
2022-07-11,50.3835
2022-07-12,50.417
2022-07-13,50.2096
2022-07-14,48.2389
2022-07-15,49.2533
2022-07-16,49.2533
2022-07-17,49.2533
2022-07-18,48.5985
2022-07-19,49.3732
2022-07-20,49.2324
2022-07-21,49.3105
2022-07-22,48.9087
2022-07-23,48.9087
2022-07-24,48.9087
2022-07-25,49.522
2022-07-26,49.6189
2022-07-27,50.1186
2022-07-28,49.3112
2022-07-29,50.1096
2022-07-30,50.1096
2022-07-31,50.1096
2022-08-01,49.4091
2022-08-02,48.4624
2022-08-03,47.1172
2022-08-04,45.9632
2022-08-05,45.4796
2022-08-06,45.4796
2022-08-07,45.4796
2022-08-08,46.1334
2022-08-09,45.8145
2022-08-10,46.5815
2022-08-11,47.2131
2022-08-12,47.5543
2022-08-13,47.5543
2022-08-14,47.5543
2022-08-15,47.6519
2022-08-16,48.8035
2022-08-17,48.7834
2022-08-18,49.0908
2022-08-19,48.3043
2022-08-20,48.3043
2022-08-21,48.3043
2022-08-22,47.0637
2022-08-23,47.0801
2022-08-24,47.2201
2022-08-25,47.7158
2022-08-26,47.277
2022-08-27,47.277
2022-08-28,47.277
2022-08-29,47.0908
2022-08-30,46.3238
2022-08-31,46.3887
2022-09-01,46.5291
2022-09-02,45.9465
2022-09-03,45.9465
2022-09-04,45.9465
2022-09-05,45.9465
2022-09-06,46.1299
2022-09-07,46.3811
2022-09-08,46.8237
2022-09-09,46.5989
2022-09-10,46.5989
2022-09-11,46.5989
2022-09-12,46.5875
2022-09-13,46.1285
2022-09-14,46.2578
2022-09-15,46.2953
2022-09-16,46.0017
2022-09-17,46.0017
2022-09-18,46.0017
2022-09-19,46.5798
2022-09-20,45.7665
2022-09-21,44.4617
2022-09-22,43.7662
2022-09-23,43.1739
2022-09-24,43.1739
2022-09-25,43.1739
2022-09-26,42.0734
2022-09-27,42.4795
2022-09-28,43.1923
2022-09-29,43.1711
2022-09-30,58.8234
2022-10-01,58.8234
2022-10-02,58.8234
2022-10-03,61.0001
2022-10-04,63.0278
2022-10-05,61.9501
2022-10-06,61.7181
2022-10-07,62.0992
2022-10-08,62.0992
2022-10-09,62.0992
2022-10-10,62.4623
2022-10-11,61.8343
2022-10-12,60.8689
2022-10-13,62.1534
2022-10-14,61.2141
2022-10-15,61.2141
2022-10-16,61.2141
2022-10-17,61.8852
2022-10-18,62.8869
2022-10-19,62.5785
2022-10-20,60.5775
2022-10-21,61.2006
2022-10-22,61.2006
2022-10-23,61.2006
2022-10-24,61.8963
2022-10-25,62.1757
2022-10-26,62.3931
2022-10-27,62.7659
2022-10-28,64.5054
2022-10-29,64.5054
2022-10-30,64.5054
2022-10-31,64.7243
2022-11-01,64.4471
2022-11-02,64.4558
2022-11-03,65.1053
2022-11-04,64.6368
2022-11-05,64.6368
2022-11-06,64.6368
2022-11-07,65.7784
2022-11-08,65.0167
2022-11-09,64.8415
2022-11-10,68.1959
2022-11-11,68.3018
2022-11-12,68.3018
2022-11-13,68.3018
2022-11-14,67.5339
2022-11-15,66.9007
2022-11-16,67.2667
2022-11-17,66.8064
2022-11-18,66.9614
2022-11-19,66.9614
2022-11-20,66.9614
2022-11-21,67.3134
2022-11-22,67.6735
2022-11-23,68.036
2022-11-24,68.036
2022-11-25,69.1584
2022-11-26,69.1584
2022-11-27,69.1584
2022-11-28,68.3505
2022-11-29,68.4694
2022-11-30,70.1175
2022-12-01,71.0689
2022-12-02,71.0289
2022-12-03,71.0289
2022-12-04,71.0289
2022-12-05,69.1439
2022-12-06,69.6601
2022-12-07,68.6422
2022-12-08,68.4092
2022-12-09,68.8281
2022-12-10,68.8281
2022-12-11,68.8281
2022-12-12,68.5729
2022-12-13,68.4169
2022-12-14,68.5532
2022-12-15,67.9585
2022-12-16,66.6797
2022-12-17,66.6797
2022-12-18,66.6797
2022-12-19,67.0067
2022-12-20,67.4491
2022-12-21,68.4544
2022-12-22,68.4058
2022-12-23,69.2893
2022-12-24,69.2893
2022-12-25,69.2893
2022-12-26,69.2893
2022-12-27,69.6952
2022-12-28,69.1237
2022-12-29,70.1829
2022-12-30,436.6079
2022-12-31,436.6079
2023-01-01,436.6079
2023-01-02,436.6079
2023-01-03,437.9621
2023-01-04,445.8306
2023-01-05,447.5929
2023-01-06,456.7097
2023-01-07,456.7097
2023-01-08,456.7097
2023-01-09,450.4313
2023-01-10,452.9856
2023-01-11,458.2605
2023-01-12,462.1508
2023-01-13,473.6285
2023-01-14,473.6285
2023-01-15,473.6285
2023-01-16,473.6285
2023-01-17,462.5347
2023-01-18,455.6094
2023-01-19,453.0037
2023-01-20,455.6729
2023-01-21,455.6729
2023-01-22,455.6729
2023-01-23,458.9345
2023-01-24,458.3904
2023-01-25,462.571
2023-01-26,463.1665
2023-01-27,460.5064
2023-01-28,460.5064
2023-01-29,460.5064
2023-01-30,460.1014
2023-01-31,464.2638
2023-02-01,461.8969
2023-02-02,431.6185
2023-02-03,441.2598
2023-02-04,441.2598
2023-02-05,441.2598
2023-02-06,446.9824
2023-02-07,460.8923
2023-02-08,452.343
2023-02-09,447.1121
2023-02-10,448.0925
2023-02-11,448.0925
2023-02-12,448.0925
2023-02-13,451.0217
2023-02-14,444.9582
2023-02-15,444.9461
2023-02-16,437.1933
2023-02-17,438.1067
2023-02-18,438.1067
2023-02-19,438.1067
2023-02-20,438.1067
2023-02-21,441.3462
2023-02-22,440.7404
2023-02-23,441.4305
2023-02-24,440.861
2023-02-25,440.861
2023-02-26,440.861
2023-02-27,437.8325
2023-02-28,439.0981
2023-03-01,438.4442
2023-03-02,441.2467
2023-03-03,443.4646
2023-03-04,443.4646
2023-03-05,443.4646
2023-03-06,440.5536
2023-03-07,437.1123
2023-03-08,435.0149
2023-03-09,425.7938
2023-03-10,418.7423
2023-03-11,418.7423
2023-03-12,418.7423
2023-03-13,410.2565
2023-03-14,417.769
