,DISCK US Equity
2020-04-04,9.6105
2020-04-05,9.6105
2020-04-06,9.87
2020-04-07,10.0434
2020-04-08,10.1784
2020-04-09,10.3803
2020-04-10,10.3803
2020-04-11,10.3803
2020-04-12,10.3803
2020-04-13,10.3171
2020-04-14,10.4215
2020-04-15,10.2444
2020-04-16,10.1555
2020-04-17,10.4655
2020-04-18,10.4655
2020-04-19,10.4655
2020-04-20,10.3712
2020-04-21,10.2162
2020-04-22,10.0217
2020-04-23,10.1304
2020-04-24,10.2498
2020-04-25,10.2498
2020-04-26,10.2498
2020-04-27,10.5259
2020-04-28,10.6839
2020-04-29,10.875
2020-04-30,10.4348
2020-05-01,10.7588
2020-05-02,10.7588
2020-05-03,10.7588
2020-05-04,10.6735
2020-05-05,10.4769
2020-05-06,10.4477
2020-05-07,10.3366
2020-05-08,10.3881
2020-05-09,10.3881
2020-05-10,10.3881
2020-05-11,10.1706
2020-05-12,10.0257
2020-05-13,9.9245
2020-05-14,10.1359
2020-05-15,10.1848
2020-05-16,10.1848
2020-05-17,10.1848
2020-05-18,10.294
2020-05-19,10.2467
2020-05-20,10.2327
2020-05-21,10.1023
2020-05-22,10.0743
2020-05-23,10.0743
2020-05-24,10.0743
2020-05-25,10.0743
2020-05-26,10.3867
2020-05-27,10.5319
2020-05-28,10.3833
2020-05-29,10.3347
2020-05-30,10.3347
2020-05-31,10.3347
2020-06-01,10.3841
2020-06-02,10.3531
2020-06-03,10.4655
2020-06-04,10.5887
2020-06-05,10.9166
2020-06-06,10.9166
2020-06-07,10.9166
2020-06-08,11.175
2020-06-09,10.7841
2020-06-10,10.6372
2020-06-11,10.388
2020-06-12,10.3586
2020-06-13,10.3586
2020-06-14,10.3586
2020-06-15,10.5401
2020-06-16,10.4364
2020-06-17,10.469
2020-06-18,10.5122
2020-06-19,10.4857
2020-06-20,10.4857
2020-06-21,10.4857
2020-06-22,10.4003
2020-06-23,10.4886
2020-06-24,10.3652
2020-06-25,10.3616
2020-06-26,10.1434
2020-06-27,10.1434
2020-06-28,10.1434
2020-06-29,10.3185
2020-06-30,10.6802
2020-07-01,10.6424
2020-07-02,10.577
2020-07-03,10.577
2020-07-04,10.577
2020-07-05,10.577
2020-07-06,10.7521
2020-07-07,10.5647
2020-07-08,10.4524
2020-07-09,10.253
2020-07-10,10.4442
2020-07-11,10.4442
2020-07-12,10.4442
2020-07-13,10.4717
2020-07-14,10.5097
2020-07-15,10.7482
2020-07-16,10.846
2020-07-17,10.7045
2020-07-18,10.7045
2020-07-19,10.7045
2020-07-20,10.5619
2020-07-21,10.6302
2020-07-22,10.6462
2020-07-23,10.6913
2020-07-24,10.6338
2020-07-25,10.6338
2020-07-26,10.6338
2020-07-27,10.5946
2020-07-28,10.5631
2020-07-29,10.5829
2020-07-30,10.6028
2020-07-31,10.5731
2020-08-01,10.5731
2020-08-02,10.5731
2020-08-03,10.7006
2020-08-04,10.7886
2020-08-05,10.6621
2020-08-06,10.787
2020-08-07,10.6224
2020-08-08,10.6224
2020-08-09,10.6224
2020-08-10,10.8397
2020-08-11,10.9835
2020-08-12,10.8503
2020-08-13,10.9336
2020-08-14,11.0481
2020-08-15,11.0481
2020-08-16,11.0481
2020-08-17,10.9587
2020-08-18,10.9585
2020-08-19,10.9372
2020-08-20,10.9138
2020-08-21,10.8707
2020-08-22,10.8707
2020-08-23,10.8707
2020-08-24,11.0435
2020-08-25,11.0473
2020-08-26,11.0039
2020-08-27,10.9515
2020-08-28,11.0057
2020-08-29,11.0057
2020-08-30,11.0057
2020-08-31,10.8221
2020-09-01,10.7321
2020-09-02,10.8063
2020-09-03,10.7169
2020-09-04,10.9532
2020-09-05,10.9532
2020-09-06,10.9532
2020-09-07,10.9532
2020-09-08,10.9239
2020-09-09,11.0414
2020-09-10,11.1052
2020-09-11,10.9843
2020-09-12,10.9843
2020-09-13,10.9843
2020-09-14,11.1774
2020-09-15,11.1855
2020-09-16,11.2917
2020-09-17,11.2491
2020-09-18,11.195
2020-09-19,11.195
2020-09-20,11.195
2020-09-21,10.8319
2020-09-22,10.7983
2020-09-23,10.5967
2020-09-24,10.6528
2020-09-25,10.5942
2020-09-26,10.5942
2020-09-27,10.5942
2020-09-28,10.7163
2020-09-29,10.6644
2020-09-30,10.9678
2020-10-01,10.9124
2020-10-02,10.916
2020-10-03,10.916
2020-10-04,10.916
2020-10-05,10.9963
2020-10-06,10.9096
2020-10-07,11.057
2020-10-08,11.1627
2020-10-09,11.0475
2020-10-10,11.0475
2020-10-11,11.0475
2020-10-12,11.0677
2020-10-13,10.9056
2020-10-14,10.7729
2020-10-15,10.8131
2020-10-16,10.8105
2020-10-17,10.8105
2020-10-18,10.8105
2020-10-19,10.6472
2020-10-20,10.6584
2020-10-21,10.7711
2020-10-22,10.842
2020-10-23,10.8508
2020-10-24,10.8508
2020-10-25,10.8508
2020-10-26,10.7241
2020-10-27,10.6429
2020-10-28,10.4613
2020-10-29,10.5297
2020-10-30,10.6422
2020-10-31,10.6422
2020-11-01,10.6422
2020-11-02,10.8594
2020-11-03,10.7424
2020-11-04,10.7062
2020-11-05,10.8562
2020-11-06,10.6306
2020-11-07,10.6306
2020-11-08,10.6306
2020-11-09,10.9638
2020-11-10,11.0655
2020-11-11,10.9359
2020-11-12,10.8119
2020-11-13,11.0703
2020-11-14,11.0703
2020-11-15,11.0703
2020-11-16,11.2786
2020-11-17,11.3471
2020-11-18,11.3659
2020-11-19,11.4616
2020-11-20,11.5486
2020-11-21,11.5486
2020-11-22,11.5486
2020-11-23,11.7524
2020-11-24,11.8957
2020-11-25,11.9498
2020-11-26,11.9498
2020-11-27,11.9509
2020-11-28,11.9509
2020-11-29,11.9509
2020-11-30,11.848
2020-12-01,11.9847
2020-12-02,12.1159
2020-12-03,12.0919
2020-12-04,12.1405
2020-12-05,12.1405
2020-12-06,12.1405
2020-12-07,12.1871
2020-12-08,12.0371
2020-12-09,12.1535
2020-12-10,12.2153
2020-12-11,12.222
2020-12-12,12.222
2020-12-13,12.222
2020-12-14,12.1919
2020-12-15,12.1758
2020-12-16,12.1507
2020-12-17,12.1897
2020-12-18,11.9434
2020-12-19,11.9434
2020-12-20,11.9434
2020-12-21,11.8447
2020-12-22,11.821
2020-12-23,12.0661
2020-12-24,12.1337
2020-12-25,12.1337
2020-12-26,12.1337
2020-12-27,12.1337
2020-12-28,12.2913
2020-12-29,12.3412
2020-12-30,12.4184
2020-12-31,13.7953
2021-01-01,13.7953
2021-01-02,13.7953
2021-01-03,13.7953
2021-01-04,13.9248
2021-01-05,14.066
2021-01-06,14.7353
2021-01-07,14.8099
2021-01-08,14.878
2021-01-09,14.878
2021-01-10,14.878
2021-01-11,14.9879
2021-01-12,15.0468
2021-01-13,15.3361
2021-01-14,15.5131
2021-01-15,15.4352
2021-01-16,15.4352
2021-01-17,15.4352
2021-01-18,15.4352
2021-01-19,15.3067
2021-01-20,15.4598
2021-01-21,15.5141
2021-01-22,15.6414
2021-01-23,15.6414
2021-01-24,15.6414
2021-01-25,15.9234
2021-01-26,16.2798
2021-01-27,16.3471
2021-01-28,16.2786
2021-01-29,16.4276
2021-01-30,16.4276
2021-01-31,16.4276
2021-02-01,16.481
2021-02-02,16.168
2021-02-03,16.3197
2021-02-04,16.3329
2021-02-05,16.6897
2021-02-06,16.6897
2021-02-07,16.6897
2021-02-08,16.8421
2021-02-09,16.913
2021-02-10,17.2526
2021-02-11,17.4873
2021-02-12,17.9251
2021-02-13,17.9251
2021-02-14,17.9251
2021-02-15,17.9251
2021-02-16,17.8957
2021-02-17,18.2294
2021-02-18,18.3995
2021-02-19,18.6093
2021-02-20,18.6093
2021-02-21,18.6093
2021-02-22,19.5241
2021-02-23,18.9724
2021-02-24,18.753
2021-02-25,18.7652
2021-02-26,19.1389
2021-02-27,19.1389
2021-02-28,19.1389
2021-03-01,20.1271
2021-03-02,20.3352
2021-03-03,20.8284
2021-03-04,21.2706
2021-03-05,21.5983
2021-03-06,21.5983
2021-03-07,21.5983
2021-03-08,22.1746
2021-03-09,21.5339
2021-03-10,22.1617
2021-03-11,22.4193
2021-03-12,23.3626
2021-03-13,23.3626
2021-03-14,23.3626
2021-03-15,23.8655
2021-03-16,24.3193
2021-03-17,24.229
2021-03-18,24.5621
2021-03-19,25.0574
2021-03-20,25.0574
2021-03-21,25.0574
2021-03-22,24.7716
2021-03-23,24.0921
2021-03-24,21.5626
2021-03-25,20.5697
2021-03-26,16.7069
2021-03-27,16.7069
2021-03-28,16.7069
2021-03-29,16.5889
2021-03-30,17.4549
2021-03-31,21.6433
2021-04-01,21.1656
2021-04-02,21.1656
2021-04-03,21.1656
2021-04-04,21.1656
2021-04-05,20.4113
2021-04-06,20.5699
2021-04-07,20.4038
2021-04-08,19.9347
2021-04-09,19.7895
2021-04-10,19.7895
2021-04-11,19.7895
2021-04-12,19.3635
2021-04-13,19.3957
2021-04-14,19.5582
2021-04-15,19.1933
2021-04-16,18.8939
2021-04-17,18.8939
2021-04-18,18.8939
2021-04-19,18.6158
2021-04-20,18.3139
2021-04-21,19.0259
2021-04-22,18.974
2021-04-23,19.029
2021-04-24,19.029
2021-04-25,19.029
2021-04-26,19.1441
2021-04-27,19.2293
2021-04-28,18.7803
2021-04-29,18.8793
2021-04-30,19.1413
2021-05-01,19.1413
2021-05-02,19.1413
2021-05-03,18.7134
2021-05-04,18.7773
2021-05-05,18.9665
2021-05-06,18.8214
2021-05-07,19.0538
2021-05-08,19.0538
2021-05-09,19.0538
2021-05-10,18.8991
2021-05-11,18.7243
2021-05-12,18.4644
2021-05-13,18.2865
2021-05-14,18.0267
2021-05-15,18.0267
2021-05-16,18.0267
2021-05-17,18.2755
2021-05-18,18.089
2021-05-19,18.0231
2021-05-20,17.4426
2021-05-21,17.314
2021-05-22,17.314
2021-05-23,17.314
2021-05-24,17.2309
2021-05-25,17.0833
2021-05-26,17.4131
2021-05-27,17.5787
2021-05-28,17.5232
2021-05-29,17.5232
2021-05-30,17.5232
2021-05-31,17.5232
2021-06-01,17.4967
2021-06-02,17.5316
2021-06-03,17.3754
2021-06-04,17.3528
2021-06-05,17.3528
2021-06-06,17.3528
2021-06-07,17.2873
2021-06-08,17.0001
2021-06-09,17.0988
2021-06-10,16.9896
2021-06-11,17.1978
2021-06-12,17.1978
2021-06-13,17.1978
2021-06-14,17.1385
2021-06-15,16.9662
2021-06-16,17.0537
2021-06-17,16.7688
2021-06-18,16.6694
2021-06-19,16.6694
2021-06-20,16.6694
2021-06-21,16.8138
2021-06-22,16.7831
2021-06-23,16.8388
2021-06-24,16.9521
2021-06-25,17.1469
2021-06-26,17.1469
2021-06-27,17.1469
2021-06-28,17.065
2021-06-29,16.945
2021-06-30,16.175
2021-07-01,16.2492
2021-07-02,16.2857
2021-07-03,16.2857
2021-07-04,16.2857
2021-07-05,16.2857
2021-07-06,16.0378
2021-07-07,15.7108
2021-07-08,15.5434
2021-07-09,15.6855
2021-07-10,15.6855
2021-07-11,15.6855
2021-07-12,15.785
2021-07-13,15.5597
2021-07-14,15.48
2021-07-15,15.3911
2021-07-16,15.3202
2021-07-17,15.3202
2021-07-18,15.3202
2021-07-19,15.1528
2021-07-20,15.2343
2021-07-21,15.4171
2021-07-22,15.3547
2021-07-23,15.3345
2021-07-24,15.3345
2021-07-25,15.3345
2021-07-26,15.5799
2021-07-27,15.4094
2021-07-28,15.5097
2021-07-29,15.6877
2021-07-30,15.3701
2021-07-31,15.3701
2021-08-01,15.3701
2021-08-02,15.3601
2021-08-03,15.0752
2021-08-04,14.9912
2021-08-05,15.3644
2021-08-06,15.1935
2021-08-07,15.1935
2021-08-08,15.1935
2021-08-09,15.2853
2021-08-10,15.3442
2021-08-11,15.3133
2021-08-12,15.1589
2021-08-13,15.0317
2021-08-14,15.0317
2021-08-15,15.0317
2021-08-16,15.0462
2021-08-17,15.1228
2021-08-18,15.025
2021-08-19,14.8021
2021-08-20,14.8659
2021-08-21,14.8659
2021-08-22,14.8659
2021-08-23,15.0
2021-08-24,15.1098
2021-08-25,15.2174
2021-08-26,14.9665
2021-08-27,15.0737
2021-08-28,15.0737
2021-08-29,15.0737
2021-08-30,15.1623
2021-08-31,15.3899
2021-09-01,15.2692
2021-09-02,15.3946
2021-09-03,15.2492
2021-09-04,15.2492
2021-09-05,15.2492
2021-09-06,15.2492
2021-09-07,15.1407
2021-09-08,14.8147
2021-09-09,14.7632
2021-09-10,14.5605
2021-09-11,14.5605
2021-09-12,14.5605
2021-09-13,14.8455
2021-09-14,14.5939
2021-09-15,14.6913
2021-09-16,14.7479
2021-09-17,14.8174
2021-09-18,14.8174
2021-09-19,14.8174
2021-09-20,15.12
2021-09-21,14.3711
2021-09-22,14.7711
2021-09-23,14.6686
2021-09-24,14.628
2021-09-25,14.628
2021-09-26,14.628
2021-09-27,14.8604
2021-09-28,14.6691
2021-09-29,14.5537
2021-09-30,15.6709
2021-10-01,15.8709
2021-10-02,15.8709
2021-10-03,15.8709
2021-10-04,15.7952
2021-10-05,15.9776
2021-10-06,15.8445
2021-10-07,15.8511
2021-10-08,15.7263
2021-10-09,15.7263
2021-10-10,15.7263
2021-10-11,15.4091
2021-10-12,15.2811
2021-10-13,15.6524
2021-10-14,15.4517
2021-10-15,15.3895
2021-10-16,15.3895
2021-10-17,15.3895
2021-10-18,15.3428
2021-10-19,15.3979
2021-10-20,15.523
2021-10-21,15.4328
2021-10-22,15.4388
2021-10-23,15.4388
2021-10-24,15.4388
2021-10-25,15.5041
2021-10-26,15.2815
2021-10-27,14.9469
2021-10-28,15.1506
2021-10-29,14.8754
2021-10-30,14.8754
2021-10-31,14.8754
2021-11-01,15.1861
2021-11-02,15.187
2021-11-03,15.515
2021-11-04,15.5176
2021-11-05,15.8173
2021-11-06,15.8173
2021-11-07,15.8173
2021-11-08,15.7045
2021-11-09,15.8132
2021-11-10,16.0204
2021-11-11,16.3155
2021-11-12,16.2676
2021-11-13,16.2676
2021-11-14,16.2676
2021-11-15,16.314
2021-11-16,16.2447
2021-11-17,16.2158
2021-11-18,15.9825
2021-11-19,15.4463
2021-11-20,15.4463
2021-11-21,15.4463
2021-11-22,15.5316
2021-11-23,15.4888
2021-11-24,15.4307
2021-11-25,15.4307
2021-11-26,15.2947
2021-11-27,15.2947
2021-11-28,15.2947
2021-11-29,15.2477
2021-11-30,14.7001
2021-12-01,14.4133
2021-12-02,14.7829
2021-12-03,14.8379
2021-12-04,14.8379
2021-12-05,14.8379
2021-12-06,15.0345
2021-12-07,14.9597
2021-12-08,14.8757
2021-12-09,14.7416
2021-12-10,14.6344
2021-12-11,14.6344
2021-12-12,14.6344
2021-12-13,14.4742
2021-12-14,14.3308
2021-12-15,14.3517
2021-12-16,14.6313
2021-12-17,14.54
2021-12-18,14.54
2021-12-19,14.54
2021-12-20,14.3816
2021-12-21,14.5149
2021-12-22,14.6424
2021-12-23,14.8607
2021-12-24,14.8607
2021-12-25,14.8607
2021-12-26,14.8607
2021-12-27,14.833
2021-12-28,14.8209
2021-12-29,14.6807
2021-12-30,14.8375
2021-12-31,14.5072
2022-01-01,14.5072
2022-01-02,14.5072
2022-01-03,15.0599
2022-01-04,15.5119
2022-01-05,15.4044
2022-01-06,15.204
2022-01-07,16.6436
2022-01-08,16.6436
2022-01-09,16.6436
2022-01-10,16.426
2022-01-11,16.3524
2022-01-12,16.3605
2022-01-13,16.4751
2022-01-14,17.057
2022-01-15,17.057
2022-01-16,17.057
2022-01-17,17.057
2022-01-18,16.542
2022-01-19,16.1651
2022-01-20,15.845
2022-01-21,15.4015
2022-01-22,15.4015
2022-01-23,15.4015
2022-01-24,15.5049
2022-01-25,15.5937
2022-01-26,14.8103
2022-01-27,15.0871
2022-01-28,15.6848
2022-01-29,15.6848
2022-01-30,15.6848
2022-01-31,15.8852
2022-02-01,15.7051
2022-02-02,15.8698
2022-02-03,16.2227
2022-02-04,16.2012
2022-02-05,16.2012
2022-02-06,16.2012
2022-02-07,16.0374
2022-02-08,16.0195
2022-02-09,16.5558
2022-02-10,16.6385
2022-02-11,16.4728
2022-02-12,16.4728
2022-02-13,16.4728
2022-02-14,16.449
2022-02-15,16.7502
2022-02-16,16.4129
2022-02-17,16.5509
2022-02-18,16.5526
2022-02-19,16.5526
2022-02-20,16.5526
2022-02-21,16.5526
2022-02-22,16.0498
2022-02-23,16.0524
2022-02-24,15.8404
2022-02-25,15.9906
2022-02-26,15.9906
2022-02-27,15.9906
2022-02-28,15.918
2022-03-01,15.9295
2022-03-02,16.3248
2022-03-03,16.1467
2022-03-04,15.5735
2022-03-05,15.5735
2022-03-06,15.5735
2022-03-07,15.1569
2022-03-08,15.0643
2022-03-09,15.0905
2022-03-10,15.0256
2022-03-11,14.6992
2022-03-12,14.6992
2022-03-13,14.6992
2022-03-14,14.6529
2022-03-15,15.0247
2022-03-16,15.2048
2022-03-17,15.2287
2022-03-18,15.4145
2022-03-19,15.4145
2022-03-20,15.4145
2022-03-21,15.3749
2022-03-22,15.6297
2022-03-23,15.5396
2022-03-24,15.6793
2022-03-25,15.7513
2022-03-26,15.7513
2022-03-27,15.7513
2022-03-28,15.2242
2022-03-29,15.4331
2022-03-30,15.2723
2022-03-31,14.4778
2022-04-01,14.5073
2022-04-02,14.5073
2022-04-03,14.5073
2022-04-04,14.7053
2022-04-05,14.2412
2022-04-06,14.0598
2022-04-07,13.7629
2022-04-08,14.2143
2022-04-09,14.2143
2022-04-10,14.2143
2022-04-11,10.0916
2022-04-12,10.0916
2022-04-13,10.0916
2022-04-14,10.0916
2022-04-15,10.0916
2022-04-16,10.0916
2022-04-17,10.0916
2022-04-18,10.0916
2022-04-19,10.0916
2022-04-20,10.0916
2022-04-21,10.0916
2022-04-22,10.0916
2022-04-23,10.0916
2022-04-24,10.0916
2022-04-25,10.0916
2022-04-26,10.0916
2022-04-27,10.0916
2022-04-28,10.0916
2022-04-29,10.0916
2022-04-30,10.0916
2022-05-01,10.0916
2022-05-02,10.0916
2022-05-03,10.0916
2022-05-04,10.0916
2022-05-05,10.0916
2022-05-06,10.0916
2022-05-07,10.0916
2022-05-08,10.0916
2022-05-09,10.0916
2022-05-10,10.0916
2022-05-11,10.0916
2022-05-12,10.0916
2022-05-13,10.0916
2022-05-14,10.0916
2022-05-15,10.0916
2022-05-16,10.0916
2022-05-17,10.0916
2022-05-18,10.0916
2022-05-19,10.0916
2022-05-20,10.0916
2022-05-21,10.0916
2022-05-22,10.0916
2022-05-23,10.0916
2022-05-24,10.0916
2022-05-25,10.0916
2022-05-26,10.0916
2022-05-27,10.0916
2022-05-28,10.0916
2022-05-29,10.0916
2022-05-30,10.0916
2022-05-31,10.0916
2022-06-01,10.0916
2022-06-02,10.0916
2022-06-03,10.0916
2022-06-04,10.0916
2022-06-05,10.0916
2022-06-06,10.0916
2022-06-07,10.0916
2022-06-08,10.0916
2022-06-09,10.0916
2022-06-10,10.0916
2022-06-11,10.0916
2022-06-12,10.0916
2022-06-13,10.0916
2022-06-14,10.0916
2022-06-15,10.0916
2022-06-16,10.0916
2022-06-17,10.0916
2022-06-18,10.0916
2022-06-19,10.0916
2022-06-20,10.0916
2022-06-21,10.0916
2022-06-22,10.0916
2022-06-23,10.0916
2022-06-24,10.0916
2022-06-25,10.0916
2022-06-26,10.0916
2022-06-27,10.0916
2022-06-28,10.0916
2022-06-29,10.0916
2022-06-30,10.0916
2022-07-01,10.0916
2022-07-02,10.0916
2022-07-03,10.0916
2022-07-04,10.0916
2022-07-05,10.0916
2022-07-06,10.0916
2022-07-07,10.0916
2022-07-08,10.0916
2022-07-09,10.0916
2022-07-10,10.0916
2022-07-11,10.0916
2022-07-12,10.0916
2022-07-13,10.0916
2022-07-14,10.0916
2022-07-15,10.0916
2022-07-16,10.0916
2022-07-17,10.0916
2022-07-18,10.0916
2022-07-19,10.0916
2022-07-20,10.0916
2022-07-21,10.0916
2022-07-22,10.0916
2022-07-23,10.0916
2022-07-24,10.0916
2022-07-25,10.0916
2022-07-26,10.0916
2022-07-27,10.0916
2022-07-28,10.0916
2022-07-29,10.0916
2022-07-30,10.0916
2022-07-31,10.0916
2022-08-01,10.0916
2022-08-02,10.0916
2022-08-03,10.0916
2022-08-04,10.0916
2022-08-05,10.0916
2022-08-06,10.0916
2022-08-07,10.0916
2022-08-08,10.0916
2022-08-09,10.0916
2022-08-10,10.0916
2022-08-11,10.0916
2022-08-12,10.0916
2022-08-13,10.0916
2022-08-14,10.0916
2022-08-15,10.0916
2022-08-16,10.0916
2022-08-17,10.0916
2022-08-18,10.0916
2022-08-19,10.0916
2022-08-20,10.0916
2022-08-21,10.0916
2022-08-22,10.0916
2022-08-23,10.0916
2022-08-24,10.0916
2022-08-25,10.0916
2022-08-26,10.0916
2022-08-27,10.0916
2022-08-28,10.0916
2022-08-29,10.0916
2022-08-30,10.0916
2022-08-31,10.0916
2022-09-01,10.0916
2022-09-02,10.0916
2022-09-03,10.0916
2022-09-04,10.0916
2022-09-05,10.0916
2022-09-06,10.0916
2022-09-07,10.0916
2022-09-08,10.0916
2022-09-09,10.0916
2022-09-10,10.0916
2022-09-11,10.0916
2022-09-12,10.0916
2022-09-13,10.0916
2022-09-14,10.0916
2022-09-15,10.0916
2022-09-16,10.0916
2022-09-17,10.0916
2022-09-18,10.0916
2022-09-19,10.0916
2022-09-20,10.0916
2022-09-21,10.0916
2022-09-22,10.0916
2022-09-23,10.0916
2022-09-24,10.0916
2022-09-25,10.0916
2022-09-26,10.0916
2022-09-27,10.0916
2022-09-28,10.0916
2022-09-29,10.0916
2022-09-30,10.0916
2022-10-01,10.0916
2022-10-02,10.0916
2022-10-03,10.0916
2022-10-04,10.0916
2022-10-05,10.0916
2022-10-06,10.0916
2022-10-07,10.0916
2022-10-08,10.0916
2022-10-09,10.0916
2022-10-10,10.0916
2022-10-11,10.0916
2022-10-12,10.0916
2022-10-13,10.0916
2022-10-14,10.0916
2022-10-15,10.0916
2022-10-16,10.0916
2022-10-17,10.0916
2022-10-18,10.0916
2022-10-19,10.0916
2022-10-20,10.0916
2022-10-21,10.0916
2022-10-22,10.0916
2022-10-23,10.0916
2022-10-24,10.0916
2022-10-25,10.0916
2022-10-26,10.0916
2022-10-27,10.0916
2022-10-28,10.0916
2022-10-29,10.0916
2022-10-30,10.0916
2022-10-31,10.0916
2022-11-01,10.0916
2022-11-02,10.0916
2022-11-03,10.0916
2022-11-04,10.0916
2022-11-05,10.0916
2022-11-06,10.0916
2022-11-07,10.0916
2022-11-08,10.0916
2022-11-09,10.0916
2022-11-10,10.0916
2022-11-11,10.0916
2022-11-12,10.0916
2022-11-13,10.0916
2022-11-14,10.0916
2022-11-15,10.0916
2022-11-16,10.0916
2022-11-17,10.0916
2022-11-18,10.0916
2022-11-19,10.0916
2022-11-20,10.0916
2022-11-21,10.0916
2022-11-22,10.0916
2022-11-23,10.0916
2022-11-24,10.0916
2022-11-25,10.0916
2022-11-26,10.0916
2022-11-27,10.0916
2022-11-28,10.0916
2022-11-29,10.0916
2022-11-30,10.0916
2022-12-01,10.0916
2022-12-02,10.0916
2022-12-03,10.0916
2022-12-04,10.0916
2022-12-05,10.0916
2022-12-06,10.0916
2022-12-07,10.0916
2022-12-08,10.0916
2022-12-09,10.0916
2022-12-10,10.0916
2022-12-11,10.0916
2022-12-12,10.0916
2022-12-13,10.0916
2022-12-14,10.0916
2022-12-15,10.0916
2022-12-16,10.0916
2022-12-17,10.0916
2022-12-18,10.0916
2022-12-19,10.0916
2022-12-20,10.0916
2022-12-21,10.0916
2022-12-22,10.0916
2022-12-23,10.0916
2022-12-24,10.0916
2022-12-25,10.0916
2022-12-26,10.0916
2022-12-27,10.0916
2022-12-28,10.0916
2022-12-29,10.0916
2022-12-30,10.0916
2022-12-31,10.0916
2023-01-01,10.0916
2023-01-02,10.0916
2023-01-03,10.0916
2023-01-04,10.0916
2023-01-05,10.0916
2023-01-06,10.0916
2023-01-07,10.0916
2023-01-08,10.0916
2023-01-09,10.0916
2023-01-10,10.0916
2023-01-11,10.0916
2023-01-12,10.0916
2023-01-13,10.0916
2023-01-14,10.0916
2023-01-15,10.0916
2023-01-16,10.0916
2023-01-17,10.0916
2023-01-18,10.0916
2023-01-19,10.0916
2023-01-20,10.0916
2023-01-21,10.0916
2023-01-22,10.0916
2023-01-23,10.0916
2023-01-24,10.0916
2023-01-25,10.0916
2023-01-26,10.0916
2023-01-27,10.0916
2023-01-28,10.0916
2023-01-29,10.0916
2023-01-30,10.0916
2023-01-31,10.0916
2023-02-01,10.0916
2023-02-02,10.0916
2023-02-03,10.0916
2023-02-04,10.0916
2023-02-05,10.0916
2023-02-06,10.0916
2023-02-07,10.0916
2023-02-08,10.0916
2023-02-09,10.0916
2023-02-10,10.0916
2023-02-11,10.0916
2023-02-12,10.0916
2023-02-13,10.0916
2023-02-14,10.0916
2023-02-15,10.0916
2023-02-16,10.0916
2023-02-17,10.0916
2023-02-18,10.0916
2023-02-19,10.0916
2023-02-20,10.0916
2023-02-21,10.0916
2023-02-22,10.0916
2023-02-23,10.0916
2023-02-24,10.0916
2023-02-25,10.0916
2023-02-26,10.0916
2023-02-27,10.0916
2023-02-28,10.0916
2023-03-01,10.0916
2023-03-02,10.0916
2023-03-03,10.0916
2023-03-04,10.0916
2023-03-05,10.0916
2023-03-06,10.0916
2023-03-07,10.0916
2023-03-08,10.0916
2023-03-09,10.0916
2023-03-10,10.0916
2023-03-11,10.0916
2023-03-12,10.0916
2023-03-13,10.0916
2023-03-14,10.0916
