,LPLA US Equity
2020-04-24,7.678
2020-04-25,7.678
2020-04-26,7.678
2020-04-27,7.9817
2020-04-28,8.1
2020-04-29,8.3975
2020-04-30,8.2873
2020-05-01,8.445
2020-05-02,8.445
2020-05-03,8.445
2020-05-04,8.4235
2020-05-05,8.4454
2020-05-06,8.4857
2020-05-07,8.6751
2020-05-08,8.8001
2020-05-09,8.8001
2020-05-10,8.8001
2020-05-11,8.7296
2020-05-12,8.3901
2020-05-13,8.1971
2020-05-14,8.3901
2020-05-15,8.4973
2020-05-16,8.4973
2020-05-17,8.4973
2020-05-18,9.002
2020-05-19,8.8823
2020-05-20,9.1146
2020-05-21,8.9788
2020-05-22,8.9493
2020-05-23,8.9493
2020-05-24,8.9493
2020-05-25,8.9493
2020-05-26,9.3817
2020-05-27,9.5443
2020-05-28,9.363
2020-05-29,9.2692
2020-05-30,9.2692
2020-05-31,9.2692
2020-06-01,9.4479
2020-06-02,9.631
2020-06-03,9.9044
2020-06-04,9.9776
2020-06-05,10.2224
2020-06-06,10.2224
2020-06-07,10.2224
2020-06-08,10.4279
2020-06-09,10.5333
2020-06-10,10.3011
2020-06-11,9.732
2020-06-12,10.0384
2020-06-13,10.0384
2020-06-14,10.0384
2020-06-15,10.1259
2020-06-16,10.209
2020-06-17,10.2885
2020-06-18,10.1804
2020-06-19,10.1125
2020-06-20,10.1125
2020-06-21,10.1125
2020-06-22,10.0545
2020-06-23,10.0527
2020-06-24,9.673
2020-06-25,9.8088
2020-06-26,9.3925
2020-06-27,9.3925
2020-06-28,9.3925
2020-06-29,9.723
2020-06-30,10.0571
2020-07-01,9.8979
2020-07-02,9.9336
2020-07-03,9.9336
2020-07-04,9.9336
2020-07-05,9.9336
2020-07-06,10.0234
2020-07-07,9.7695
2020-07-08,9.8882
2020-07-09,9.646
2020-07-10,9.8776
2020-07-11,9.8776
2020-07-12,9.8776
2020-07-13,9.8323
2020-07-14,9.8709
2020-07-15,10.144
2020-07-16,10.0369
2020-07-17,9.9712
2020-07-18,9.9712
2020-07-19,9.9712
2020-07-20,9.8873
2020-07-21,10.034
2020-07-22,9.9211
2020-07-23,9.8284
2020-07-24,9.8207
2020-07-25,9.8207
2020-07-26,9.8207
2020-07-27,9.9684
2020-07-28,9.8747
2020-07-29,10.3119
2020-07-30,10.1615
2020-07-31,10.1383
2020-08-01,10.1383
2020-08-02,10.1383
2020-08-03,10.2805
2020-08-04,10.2327
2020-08-05,10.3837
2020-08-06,10.4979
2020-08-07,10.7263
2020-08-08,10.7263
2020-08-09,10.7263
2020-08-10,10.6189
2020-08-11,10.6411
2020-08-12,10.6566
2020-08-13,10.5986
2020-08-14,10.5821
2020-08-15,10.5821
2020-08-16,10.5821
2020-08-17,10.3469
2020-08-18,10.2627
2020-08-19,10.3808
2020-08-20,10.2385
2020-08-21,10.225
2020-08-22,10.225
2020-08-23,10.225
2020-08-24,10.3634
2020-08-25,10.3953
2020-08-26,10.3353
2020-08-27,10.4427
2020-08-28,10.4621
2020-08-29,10.4621
2020-08-30,10.4621
2020-08-31,10.4427
2020-09-01,10.5047
2020-09-02,10.6595
2020-09-03,10.5686
2020-09-04,10.5976
2020-09-05,10.5976
2020-09-06,10.5976
2020-09-07,10.5976
2020-09-08,10.1959
2020-09-09,10.2714
2020-09-10,10.1369
2020-09-11,10.0962
2020-09-12,10.0962
2020-09-13,10.0962
2020-09-14,10.3227
2020-09-15,10.2898
2020-09-16,10.3034
2020-09-17,10.1301
2020-09-18,10.133
2020-09-19,10.133
2020-09-20,10.133
2020-09-21,9.8978
2020-09-22,9.8794
2020-09-23,9.7149
2020-09-24,9.6868
2020-09-25,9.7788
2020-09-26,9.7788
2020-09-27,9.7788
2020-09-28,9.9578
2020-09-29,9.8504
2020-09-30,10.5446
2020-10-01,10.5426
2020-10-02,10.591
2020-10-03,10.591
2020-10-04,10.591
2020-10-05,10.8321
2020-10-06,10.8558
2020-10-07,10.8805
2020-10-08,11.099
2020-10-09,11.1814
2020-10-10,11.1814
2020-10-11,11.1814
2020-10-12,11.2978
2020-10-13,11.0423
2020-10-14,10.9671
2020-10-15,11.0866
2020-10-16,11.2535
2020-10-17,11.2535
2020-10-18,11.2535
2020-10-19,11.1865
2020-10-20,11.1804
2020-10-21,11.0464
2020-10-22,11.2113
2020-10-23,11.2164
2020-10-24,11.2164
2020-10-25,11.2164
2020-10-26,10.9877
2020-10-27,10.8496
2020-10-28,10.559
2020-10-29,10.6477
2020-10-30,10.8998
2020-10-31,10.8998
2020-11-01,10.8998
2020-11-02,10.9618
2020-11-03,11.1956
2020-11-04,10.7483
2020-11-05,10.768
2020-11-06,10.5107
2020-11-07,10.5107
2020-11-08,10.5107
2020-11-09,11.5112
2020-11-10,11.7214
2020-11-11,11.7183
2020-11-12,11.5871
2020-11-13,11.8939
2020-11-14,11.8939
2020-11-15,11.8939
2020-11-16,12.0767
2020-11-17,12.2121
2020-11-18,12.117
2020-11-19,12.0395
2020-11-20,11.9486
2020-11-21,11.9486
2020-11-22,11.9486
2020-11-23,12.1563
2020-11-24,12.4393
2020-11-25,12.2916
2020-11-26,12.2916
2020-11-27,12.2245
2020-11-28,12.2245
2020-11-29,12.2245
2020-11-30,12.021
2020-12-01,12.2854
2020-12-02,12.4713
2020-12-03,12.8339
2020-12-04,13.1252
2020-12-05,13.1252
2020-12-06,13.1252
2020-12-07,12.898
2020-12-08,12.7833
2020-12-09,12.8143
2020-12-10,12.7647
2020-12-11,12.7316
2020-12-12,12.7316
2020-12-13,12.7316
2020-12-14,12.744
2020-12-15,13.0953
2020-12-16,13.1851
2020-12-17,13.2605
2020-12-18,13.3411
2020-12-19,13.3411
2020-12-20,13.3411
2020-12-21,13.3008
2020-12-22,13.3473
2020-12-23,13.4134
2020-12-24,13.3711
2020-12-25,13.3711
2020-12-26,13.3711
2020-12-27,13.3711
2020-12-28,13.4134
2020-12-29,13.3927
2020-12-30,13.3876
2020-12-31,13.5194
2021-01-01,13.5194
2021-01-02,13.5194
2021-01-03,13.5194
2021-01-04,13.4254
2021-01-05,13.4008
2021-01-06,13.9972
2021-01-07,14.3627
2021-01-08,14.647
2021-01-09,14.647
2021-01-10,14.647
2021-01-11,14.864
2021-01-12,15.2466
2021-01-13,15.0339
2021-01-14,15.1622
2021-01-15,15.0702
2021-01-16,15.0702
2021-01-17,15.0702
2021-01-18,15.0702
2021-01-19,15.159
2021-01-20,15.1579
2021-01-21,14.864
2021-01-22,14.6641
2021-01-23,14.6641
2021-01-24,14.6641
2021-01-25,14.4161
2021-01-26,14.3103
2021-01-27,13.6295
2021-01-28,14.2067
2021-01-29,13.9598
2021-01-30,13.9598
2021-01-31,13.9598
2021-02-01,14.2355
2021-02-02,14.6053
2021-02-03,14.7624
2021-02-04,14.9901
2021-02-05,15.8439
2021-02-06,15.8439
2021-02-07,15.8439
2021-02-08,15.6479
2021-02-09,15.8975
2021-02-10,16.1685
2021-02-11,16.1653
2021-02-12,16.3324
2021-02-13,16.3324
2021-02-14,16.3324
2021-02-15,16.3324
2021-02-16,16.6345
2021-02-17,16.4824
2021-02-18,16.3356
2021-02-19,16.5145
2021-02-20,16.5145
2021-02-21,16.5145
2021-02-22,16.7813
2021-02-23,16.9245
2021-02-24,16.9223
2021-02-25,16.569
2021-02-26,16.5088
2021-02-27,16.5088
2021-02-28,16.5088
2021-03-01,16.9148
2021-03-02,16.8375
2021-03-03,16.8461
2021-03-04,16.5163
2021-03-05,16.773
2021-03-06,16.773
2021-03-07,16.773
2021-03-08,16.8912
2021-03-09,17.1382
2021-03-10,17.4443
2021-03-11,17.6731
2021-03-12,17.7837
2021-03-13,17.7837
2021-03-14,17.7837
2021-03-15,17.8944
2021-03-16,17.4894
2021-03-17,17.7773
2021-03-18,17.8654
2021-03-19,18.0931
2021-03-20,18.0931
2021-03-21,18.0931
2021-03-22,17.9739
2021-03-23,17.1445
2021-03-24,16.9388
2021-03-25,17.3384
2021-03-26,17.6432
2021-03-27,17.6432
2021-03-28,17.6432
2021-03-29,17.5807
2021-03-30,17.6292
2021-03-31,19.2229
2021-04-01,19.3689
2021-04-02,19.3689
2021-04-03,19.3689
2021-04-04,19.3689
2021-04-05,19.5701
2021-04-06,19.3838
2021-04-07,19.477
2021-04-08,19.6609
2021-04-09,19.7241
2021-04-10,19.7241
2021-04-11,19.7241
2021-04-12,19.9311
2021-04-13,19.6575
2021-04-14,19.8782
2021-04-15,19.8437
2021-04-16,19.8483
2021-04-17,19.8483
2021-04-18,19.8483
2021-04-19,19.6988
2021-04-20,19.1401
2021-04-21,19.3712
2021-04-22,19.3999
2021-04-23,19.961
2021-04-24,19.961
2021-04-25,19.961
2021-04-26,20.0081
2021-04-27,20.276
2021-04-28,20.4254
2021-04-29,20.6852
2021-04-30,20.8945
2021-05-01,20.8945
2021-05-02,20.8945
2021-05-03,20.53
2021-05-04,20.7224
2021-05-05,20.8673
2021-05-06,20.8857
2021-05-07,20.8236
2021-05-08,20.8236
2021-05-09,20.8236
2021-05-10,20.3934
2021-05-11,19.9402
2021-05-12,19.3536
2021-05-13,19.6135
2021-05-14,20.13
2021-05-15,20.13
2021-05-16,20.13
2021-05-17,19.992
2021-05-18,19.7182
2021-05-19,19.7159
2021-05-20,19.9908
2021-05-21,19.992
2021-05-22,19.992
2021-05-23,19.992
2021-05-24,19.9713
2021-05-25,19.7723
2021-05-26,19.7642
2021-05-27,19.8183
2021-05-28,19.8896
2021-05-29,19.8896
2021-05-30,19.8896
2021-05-31,19.8896
2021-06-01,19.8862
2021-06-02,19.7516
2021-06-03,19.4433
2021-06-04,19.0798
2021-06-05,19.0798
2021-06-06,19.0798
2021-06-07,19.1879
2021-06-08,19.1063
2021-06-09,18.798
2021-06-10,18.6945
2021-06-11,18.8705
2021-06-12,18.8705
2021-06-13,18.8705
2021-06-14,18.7635
2021-06-15,18.79
2021-06-16,19.0775
2021-06-17,18.8969
2021-06-18,18.3632
2021-06-19,18.3632
2021-06-20,18.3632
2021-06-21,19.0442
2021-06-22,18.7129
2021-06-23,18.8245
2021-06-24,18.9038
2021-06-25,19.2788
2021-06-26,19.2788
2021-06-27,19.2788
2021-06-28,18.6554
2021-06-29,18.4702
2021-06-30,18.497
2021-07-01,19.1573
2021-07-02,19.0625
2021-07-03,19.0625
2021-07-04,19.0625
2021-07-05,19.0625
2021-07-06,18.7295
2021-07-07,18.7386
2021-07-08,18.277
2021-07-09,18.8232
2021-07-10,18.8232
2021-07-11,18.8232
2021-07-12,18.9891
2021-07-13,18.69
2021-07-14,18.4993
2021-07-15,18.4666
2021-07-16,18.1934
2021-07-17,18.1934
2021-07-18,18.1934
2021-07-19,17.6619
2021-07-20,18.3797
2021-07-21,18.9146
2021-07-22,18.6923
2021-07-23,18.953
2021-07-24,18.953
2021-07-25,18.953
2021-07-26,18.9868
2021-07-27,18.9665
2021-07-28,19.0997
2021-07-29,19.5094
2021-07-30,19.2552
2021-07-31,19.2552
2021-08-01,19.2552
2021-08-02,18.9468
2021-08-03,18.7778
2021-08-04,18.7031
2021-08-05,19.2706
2021-08-06,19.6728
2021-08-07,19.6728
2021-08-08,19.6728
2021-08-09,19.7226
2021-08-10,19.726
2021-08-11,19.879
2021-08-12,20.0512
2021-08-13,19.8473
2021-08-14,19.8473
2021-08-15,19.8473
2021-08-16,19.6909
2021-08-17,19.4134
2021-08-18,19.3091
2021-08-19,19.0633
2021-08-20,19.4134
2021-08-21,19.4134
2021-08-22,19.4134
2021-08-23,19.6547
2021-08-24,19.8008
2021-08-25,20.0716
2021-08-26,19.9707
2021-08-27,20.357
2021-08-28,20.357
2021-08-29,20.357
2021-08-30,20.075
2021-08-31,20.0126
2021-09-01,20.1758
2021-09-02,20.2596
2021-09-03,20.2324
2021-09-04,20.2324
2021-09-05,20.2324
2021-09-06,20.2324
2021-09-07,19.9945
2021-09-08,19.8382
2021-09-09,19.8257
2021-09-10,19.5844
2021-09-11,19.5844
2021-09-12,19.5844
2021-09-13,19.6887
2021-09-14,19.4632
2021-09-15,19.7566
2021-09-16,19.6014
2021-09-17,19.8948
2021-09-18,19.8948
2021-09-19,19.8948
2021-09-20,19.4156
2021-09-21,19.4032
2021-09-22,19.9651
2021-09-23,20.6301
2021-09-24,20.8952
2021-09-25,20.8952
2021-09-26,20.8952
2021-09-27,21.5171
2021-09-28,21.1636
2021-09-29,21.3007
2021-09-30,20.8933
2021-10-01,21.2783
2021-10-02,21.2783
2021-10-03,21.2783
2021-10-04,20.998
2021-10-05,21.4865
2021-10-06,21.5181
2021-10-07,21.7477
2021-10-08,22.0741
2021-10-09,22.0741
2021-10-10,22.0741
2021-10-11,22.0539
2021-10-12,22.0269
2021-10-13,22.037
2021-10-14,22.3826
2021-10-15,22.6651
2021-10-16,22.6651
2021-10-17,22.6651
2021-10-18,22.6617
2021-10-19,22.8013
2021-10-20,22.8745
2021-10-21,22.7585
2021-10-22,22.9353
2021-10-23,22.9353
2021-10-24,22.9353
2021-10-25,22.9038
2021-10-26,22.9488
2021-10-27,22.6178
2021-10-28,22.9161
2021-10-29,21.7106
2021-10-30,21.7106
2021-10-31,21.7106
2021-11-01,22.01
2021-11-02,22.3704
2021-11-03,22.6987
2021-11-04,22.3783
2021-11-05,22.159
2021-11-06,22.159
2021-11-07,22.159
2021-11-08,22.0297
2021-11-09,21.6823
2021-11-10,21.6407
2021-11-11,21.7329
2021-11-12,21.7892
2021-11-13,21.7892
2021-11-14,21.7892
2021-11-15,22.0118
2021-11-16,22.1219
2021-11-17,21.9758
2021-11-18,21.9724
2021-11-19,21.6958
2021-11-20,21.6958
2021-11-21,21.6958
2021-11-22,21.8454
2021-11-23,22.4165
2021-11-24,22.584
2021-11-25,22.584
2021-11-26,21.2135
2021-11-27,21.2135
2021-11-28,21.2135
2021-11-29,21.5294
2021-11-30,20.9673
2021-12-01,20.6435
2021-12-02,21.3912
2021-12-03,21.0033
2021-12-04,21.0033
2021-12-05,21.0033
2021-12-06,21.3259
2021-12-07,21.7093
2021-12-08,21.7273
2021-12-09,21.39
2021-12-10,21.2664
2021-12-11,21.2664
2021-12-12,21.2664
2021-12-13,20.892
2021-12-14,21.1854
2021-12-15,21.6138
2021-12-16,21.399
2021-12-17,20.9324
2021-12-18,20.9324
2021-12-19,20.9324
2021-12-20,20.4097
2021-12-21,21.0393
2021-12-22,21.3304
2021-12-23,21.5317
2021-12-24,21.5317
2021-12-25,21.5317
2021-12-26,21.5317
2021-12-27,21.5227
2021-12-28,21.3799
2021-12-29,21.3439
2021-12-30,21.4462
2021-12-31,21.8918
2022-01-01,21.8918
2022-01-02,21.8918
2022-01-03,22.1996
2022-01-04,22.9116
2022-01-05,22.9151
2022-01-06,23.4727
2022-01-07,23.8588
2022-01-08,23.8588
2022-01-09,23.8588
2022-01-10,24.1041
2022-01-11,24.0689
2022-01-12,24.0416
2022-01-13,23.6703
2022-01-14,23.6737
2022-01-15,23.6737
2022-01-16,23.6737
2022-01-17,23.6737
2022-01-18,22.9151
2022-01-19,22.3858
2022-01-20,22.4585
2022-01-21,21.885
2022-01-22,21.885
2022-01-23,21.885
2022-01-24,21.8475
2022-01-25,21.8532
2022-01-26,22.203
2022-01-27,22.203
2022-01-28,22.5993
2022-01-29,22.5993
2022-01-30,22.5993
2022-01-31,23.2807
2022-02-01,23.8531
2022-02-02,23.7225
2022-02-03,23.3137
2022-02-04,24.2533
2022-02-05,24.2533
2022-02-06,24.2533
2022-02-07,24.0992
2022-02-08,25.1952
2022-02-09,25.3334
2022-02-10,25.1838
2022-02-11,24.9152
2022-02-12,24.9152
2022-02-13,24.9152
2022-02-14,24.5197
2022-02-15,24.9662
2022-02-16,25.1476
2022-02-17,24.4052
2022-02-18,24.2442
2022-02-19,24.2442
2022-02-20,24.2442
2022-02-21,24.2442
2022-02-22,24.299
2022-02-23,23.9976
2022-02-24,23.7483
2022-02-25,24.4169
2022-02-26,24.4169
2022-02-27,24.4169
2022-02-28,24.2152
2022-03-01,22.4418
2022-03-02,23.1806
2022-03-03,22.7682
2022-03-04,21.5138
2022-03-05,21.5138
2022-03-06,21.5138
2022-03-07,19.9909
2022-03-08,20.1733
2022-03-09,21.2554
2022-03-10,21.5535
2022-03-11,21.4798
2022-03-12,21.4798
2022-03-13,21.4798
2022-03-14,21.8798
2022-03-15,22.1857
2022-03-16,23.4809
2022-03-17,23.7619
2022-03-18,24.222
2022-03-19,24.222
2022-03-20,24.222
2022-03-21,24.1041
2022-03-22,24.8304
2022-03-23,24.546
2022-03-24,25.0525
2022-03-25,24.9687
2022-03-26,24.9687
2022-03-27,24.9687
2022-03-28,24.8678
2022-03-29,24.7353
2022-03-30,24.7534
2022-03-31,23.1765
2022-04-01,23.2547
2022-04-02,23.2547
2022-04-03,23.2547
2022-04-04,23.3675
2022-04-05,23.5919
2022-04-06,23.3619
2022-04-07,23.8309
2022-04-08,24.5739
2022-04-09,24.5739
2022-04-10,24.5739
2022-04-11,25.1709
2022-04-12,25.2513
2022-04-13,26.6197
2022-04-14,26.8388
2022-04-15,26.8388
2022-04-16,26.8388
2022-04-17,26.8388
2022-04-18,26.5906
2022-04-19,27.2054
2022-04-20,27.1361
2022-04-21,25.3542
2022-04-22,24.6466
2022-04-23,24.6466
2022-04-24,24.6466
2022-04-25,24.7438
2022-04-26,23.8484
2022-04-27,24.0474
2022-04-28,24.3783
2022-04-29,23.7791
2022-04-30,23.7791
2022-05-01,23.7791
2022-05-02,24.074
2022-05-03,24.1166
2022-05-04,24.4136
2022-05-05,23.3718
2022-05-06,22.7856
2022-05-07,22.7856
2022-05-08,22.7856
2022-05-09,21.478
2022-05-10,22.0096
2022-05-11,22.0453
2022-05-12,21.8153
2022-05-13,22.2474
2022-05-14,22.2474
2022-05-15,22.2474
2022-05-16,21.8287
2022-05-17,22.6594
2022-05-18,22.0297
2022-05-19,22.1815
2022-05-20,22.5232
2022-05-21,22.5232
2022-05-22,22.5232
2022-05-23,23.287
2022-05-24,23.316
2022-05-25,23.804
2022-05-26,24.5119
2022-05-27,25.1964
2022-05-28,25.1964
2022-05-29,25.1964
2022-05-30,25.1964
2022-05-31,24.6839
2022-06-01,24.2205
2022-06-02,24.9184
2022-06-03,24.8916
2022-06-04,24.8916
2022-06-05,24.8916
2022-06-06,24.9999
2022-06-07,25.5224
2022-06-08,25.4175
2022-06-09,24.5655
2022-06-10,23.8419
2022-06-11,23.8419
2022-06-12,23.8419
2022-06-13,22.914
2022-06-14,23.8285
2022-06-15,23.8475
2022-06-16,23.2155
2022-06-17,23.4779
2022-06-18,23.4779
2022-06-19,23.4779
2022-06-20,23.4779
2022-06-21,24.1836
2022-06-22,23.7236
2022-06-23,22.6282
2022-06-24,23.8609
2022-06-25,23.8609
2022-06-26,23.8609
2022-06-27,24.2383
2022-06-28,24.1535
2022-06-29,23.5851
2022-06-30,22.1436
2022-07-01,21.8062
2022-07-02,21.8062
2022-07-03,21.8062
2022-07-04,21.8062
2022-07-05,22.2391
2022-07-06,21.3142
2022-07-07,21.7491
2022-07-08,21.8695
2022-07-09,21.8695
2022-07-10,21.8695
2022-07-11,21.3163
2022-07-12,21.4377
2022-07-13,21.3589
2022-07-14,20.9032
2022-07-15,21.5571
2022-07-16,21.5571
2022-07-17,21.5571
2022-07-18,21.5706
2022-07-19,22.4062
2022-07-20,22.9086
2022-07-21,23.1577
2022-07-22,22.9646
2022-07-23,22.9646
2022-07-24,22.9646
2022-07-25,23.331
2022-07-26,23.1442
2022-07-27,23.4556
2022-07-28,24.1271
2022-07-29,24.7842
2022-07-30,24.7842
2022-07-31,24.7842
2022-08-01,24.4811
2022-08-02,24.9108
2022-08-03,25.5253
2022-08-04,25.7013
2022-08-05,26.307
2022-08-06,26.307
2022-08-07,26.307
2022-08-08,26.0678
2022-08-09,26.6052
2022-08-10,26.1921
2022-08-11,26.16
2022-08-12,26.5597
2022-08-13,26.5597
2022-08-14,26.5597
2022-08-15,26.3992
2022-08-16,26.7202
2022-08-17,26.9987
2022-08-18,27.0122
2022-08-19,26.2294
2022-08-20,26.2294
2022-08-21,26.2294
2022-08-22,25.8783
2022-08-23,26.0637
2022-08-24,26.3195
2022-08-25,26.658
2022-08-26,26.4126
2022-08-27,26.4126
2022-08-28,26.4126
2022-08-29,26.1931
2022-08-30,26.0264
2022-08-31,25.9125
2022-09-01,26.0306
2022-09-02,25.6971
2022-09-03,25.6971
2022-09-04,25.6971
2022-09-05,25.6971
2022-09-06,25.8607
2022-09-07,26.1672
2022-09-08,26.7367
2022-09-09,26.9407
2022-09-10,26.9407
2022-09-11,26.9407
2022-09-12,27.0173
2022-09-13,26.9666
2022-09-14,27.1085
2022-09-15,27.1416
2022-09-16,26.8009
2022-09-17,26.8009
2022-09-18,26.8009
2022-09-19,26.9884
2022-09-20,26.7233
2022-09-21,26.657
2022-09-22,26.774
2022-09-23,25.9136
2022-09-24,25.9136
2022-09-25,25.9136
2022-09-26,25.2592
2022-09-27,25.6205
2022-09-28,26.0078
2022-09-29,25.4093
2022-09-30,20.3389
2022-10-01,20.3389
2022-10-02,20.3389
2022-10-03,20.9372
2022-10-04,22.1448
2022-10-05,22.2723
2022-10-06,22.6967
2022-10-07,22.3643
2022-10-08,22.3643
2022-10-09,22.3643
2022-10-10,22.4917
2022-10-11,22.1415
2022-10-12,22.2048
2022-10-13,22.8529
2022-10-14,22.0318
2022-10-15,22.0318
2022-10-16,22.0318
2022-10-17,21.9862
2022-10-18,22.3322
2022-10-19,21.9069
2022-10-20,21.7558
2022-10-21,22.0301
2022-10-22,22.0301
2022-10-23,22.0301
2022-10-24,22.2107
2022-10-25,22.5752
2022-10-26,22.9145
2022-10-27,23.1963
2022-10-28,23.8558
2022-10-29,23.8558
2022-10-30,23.8558
2022-10-31,23.4728
2022-11-01,23.7717
2022-11-02,23.7044
2022-11-03,24.0564
2022-11-04,24.3797
2022-11-05,24.3797
2022-11-06,24.3797
2022-11-07,24.4572
2022-11-08,24.5683
2022-11-09,23.637
2022-11-10,22.3233
2022-11-11,21.1124
2022-11-12,21.1124
2022-11-13,21.1124
2022-11-14,21.3406
2022-11-15,21.6842
2022-11-16,20.2947
2022-11-17,20.2257
2022-11-18,20.2779
2022-11-19,20.2779
2022-11-20,20.2779
2022-11-21,20.6577
2022-11-22,21.4021
2022-11-23,20.9457
2022-11-24,20.9457
2022-11-25,21.4181
2022-11-26,21.4181
2022-11-27,21.4181
2022-11-28,21.6892
2022-11-29,22.1044
2022-11-30,21.8349
2022-12-01,21.5132
2022-12-02,21.7507
2022-12-03,21.7507
2022-12-04,21.7507
2022-12-05,20.7158
2022-12-06,21.0214
2022-12-07,20.8033
2022-12-08,20.5996
2022-12-09,20.5153
2022-12-10,20.5153
2022-12-11,20.5153
2022-12-12,20.6265
2022-12-13,19.8686
2022-12-14,19.9604
2022-12-15,19.5284
2022-12-16,19.328
2022-12-17,19.328
2022-12-18,19.328
2022-12-19,19.5141
2022-12-20,19.5175
2022-12-21,19.7911
2022-12-22,19.6791
2022-12-23,20.0699
2022-12-24,20.0699
2022-12-25,20.0699
2022-12-26,20.0699
2022-12-27,19.8897
2022-12-28,19.8375
2022-12-29,19.9916
2022-12-30,15.6316
2022-12-31,15.6316
2023-01-01,15.6316
2023-01-02,15.6316
2023-01-03,15.6985
2023-01-04,15.4535
2023-01-05,15.8779
2023-01-06,16.0284
2023-01-07,16.0284
2023-01-08,16.0284
2023-01-09,16.0387
2023-01-10,16.2496
2023-01-11,15.9242
2023-01-12,16.3428
2023-01-13,16.5396
2023-01-14,16.5396
2023-01-15,16.5396
2023-01-16,16.5396
2023-01-17,16.7003
2023-01-18,16.5139
2023-01-19,15.9062
2023-01-20,16.1544
2023-01-21,16.1544
2023-01-22,16.1544
2023-01-23,16.3248
2023-01-24,16.5794
2023-01-25,16.6457
2023-01-26,16.665
2023-01-27,16.6495
2023-01-28,16.6495
2023-01-29,16.6495
2023-01-30,16.6785
2023-01-31,16.9788
2023-02-01,16.8778
2023-02-02,16.1692
2023-02-03,16.7711
2023-02-04,16.7711
2023-02-05,16.7711
2023-02-06,16.9164
2023-02-07,17.4791
2023-02-08,17.4932
2023-02-09,17.2397
2023-02-10,17.1033
2023-02-11,17.1033
2023-02-12,17.1033
2023-02-13,17.2557
2023-02-14,17.417
2023-02-15,17.602
2023-02-16,17.62
2023-02-17,17.7352
2023-02-18,17.7352
2023-02-19,17.7352
2023-02-20,17.7352
2023-02-21,17.4676
2023-02-22,17.3921
2023-02-23,17.1686
2023-02-24,17.4483
2023-02-25,17.4483
2023-02-26,17.4483
2023-02-27,17.4006
2023-02-28,17.5919
2023-03-01,17.8614
2023-03-02,17.9726
2023-03-03,17.9739
2023-03-04,17.9739
2023-03-05,17.9739
2023-03-06,17.8379
2023-03-07,17.876
2023-03-08,17.8201
2023-03-09,17.1426
2023-03-10,16.4479
2023-03-11,16.4479
2023-03-12,16.4479
2023-03-13,14.6137
2023-03-14,14.8215
2023-03-15,14.1568
2023-03-16,14.6099
2023-03-17,14.1542
2023-03-18,14.1542
