,BERY US Equity
2023-03-21,13.0696
2023-03-22,13.0587
2023-03-23,13.017
2023-03-24,13.0319
2023-03-25,13.0319
2023-03-26,13.0319
2023-03-27,13.0855
2023-03-28,13.1311
2023-03-29,13.1629
2023-03-30,13.1966
2023-03-31,13.773
2023-04-01,13.773
2023-04-02,13.773
2023-04-03,13.733
2023-04-04,13.6232
2023-04-05,13.6529
2023-04-06,13.655
2023-04-07,13.655
2023-04-08,13.655
2023-04-09,13.655
2023-04-10,13.6868
2023-04-11,13.6652
2023-04-12,13.6889
2023-04-13,13.7422
2023-04-14,13.7063
2023-04-15,13.7063
2023-04-16,13.7063
2023-04-17,13.7412
2023-04-18,13.7679
2023-04-19,13.7494
2023-04-20,13.7042
2023-04-21,13.6704
2023-04-22,13.6704
2023-04-23,13.6704
2023-04-24,13.6817
2023-04-25,13.5236
2023-04-26,13.458
2023-04-27,13.5421
2023-04-28,13.6611
2023-04-29,13.6611
2023-04-30,13.6611
2023-05-01,13.6755
2023-05-02,13.499
2023-05-03,13.2753
2023-05-04,13.4166
2023-05-05,13.5385
2023-05-06,13.5385
2023-05-07,13.5385
2023-05-08,13.6463
2023-05-09,13.7149
2023-05-10,13.607
2023-05-11,13.5748
2023-05-12,13.5184
2023-05-13,13.5184
2023-05-14,13.5184
2023-05-15,13.6604
2023-05-16,13.5466
2023-05-17,13.6403
2023-05-18,13.6615
2023-05-19,13.5839
2023-05-20,13.5839
2023-05-21,13.5839
2023-05-22,13.6745
2023-05-23,13.6262
2023-05-24,13.7733
2023-05-25,13.6685
2023-05-26,13.6745
2023-05-27,13.6745
2023-05-28,13.6745
2023-05-29,13.6745
2023-05-30,13.5949
2023-05-31,13.4932
2023-06-01,13.5546
2023-06-02,13.7683
2023-06-03,13.7683
2023-06-04,13.7683
2023-06-05,13.8529
2023-06-06,13.9214
2023-06-07,13.995
2023-06-08,13.9355
2023-06-09,13.9053
2023-06-10,13.9053
2023-06-11,13.9053
2023-06-12,13.9748
2023-06-13,14.0877
2023-06-14,14.0403
2023-06-15,14.1129
2023-06-16,14.2499
2023-06-17,14.2499
2023-06-18,14.2499
2023-06-19,14.2499
2023-06-20,14.0534
2023-06-21,14.0988
2023-06-22,14.0877
2023-06-23,13.998
2023-06-24,13.998
2023-06-25,13.998
2023-06-26,14.0484
2023-06-27,14.1995
2023-06-28,14.1411
2023-06-29,14.1663
2023-06-30,15.1565
2023-07-01,15.1565
2023-07-02,15.1565
2023-07-03,15.1971
2023-07-04,15.1971
2023-07-05,15.0655
2023-07-06,15.057
2023-07-07,15.1811
2023-07-08,15.1811
2023-07-09,15.1811
2023-07-10,15.2271
2023-07-11,15.3106
2023-07-12,15.3641
2023-07-13,15.3063
2023-07-14,15.2474
2023-07-15,15.2474
2023-07-16,15.2474
2023-07-17,15.2967
2023-07-18,15.4047
2023-07-19,15.4047
2023-07-20,15.4005
2023-07-21,15.4208
2023-07-22,15.4208
2023-07-23,15.4208
2023-07-24,15.4668
2023-07-25,15.4433
2023-07-26,15.2977
2023-07-27,15.2442
2023-07-28,15.2571
2023-07-29,15.2571
2023-07-30,15.2571
2023-07-31,15.2881
2023-08-01,15.2025
2023-08-02,15.0056
2023-08-03,14.9714
2023-08-04,14.9831
2023-08-05,14.9831
2023-08-06,14.9831
2023-08-07,15.0538
2023-08-08,14.8569
2023-08-09,14.9742
2023-08-10,15.3294
2023-08-11,15.2944
2023-08-12,15.2944
2023-08-13,15.2944
2023-08-14,15.2615
2023-08-15,15.2032
2023-08-16,15.1014
2023-08-17,15.0601
2023-08-18,14.9255
2023-08-19,14.9255
2023-08-20,14.9255
2023-08-21,14.9096
2023-08-22,14.9085
2023-08-23,14.9149
2023-08-24,14.9117
2023-08-25,14.9689
2023-08-26,14.9689
2023-08-27,14.9689
2023-08-28,15.0898
2023-08-29,15.1693
2023-08-30,15.1534
2023-08-31,15.199
2023-09-01,15.2552
2023-09-02,15.2552
2023-09-03,15.2552
2023-09-04,15.2552
2023-09-05,14.9127
2023-09-06,14.9212
2023-09-07,14.7463
2023-09-08,14.8396
2023-09-09,14.8396
2023-09-10,14.8396
2023-09-11,14.9096
2023-09-12,14.9276
2023-09-13,15.0039
2023-09-14,15.0908
2023-09-15,15.0304
2023-09-16,15.0304
2023-09-17,15.0304
2023-09-18,14.9827
2023-09-19,14.9774
2023-09-20,14.9477
2023-09-21,14.8449
2023-09-22,14.7887
2023-09-23,14.7887
2023-09-24,14.7887
2023-09-25,14.8205
2023-09-26,14.7145
2023-09-27,14.6933
2023-09-28,14.8459
2023-09-29,14.5863
2023-09-30,14.5863
2023-10-01,14.5863
2023-10-02,14.5392
2023-10-03,14.2667
2023-10-04,14.3367
2023-10-05,14.1189
2023-10-06,13.9295
2023-10-07,13.9295
2023-10-08,13.9295
2023-10-09,14.0029
2023-10-10,14.1309
2023-10-11,14.0729
2023-10-12,13.8978
2023-10-13,13.9
2023-10-14,13.9
2023-10-15,13.9
2023-10-16,14.0653
2023-10-17,14.1802
2023-10-18,14.039
2023-10-19,13.9273
2023-10-20,13.8726
2023-10-21,13.8726
2023-10-22,13.8726
2023-10-23,13.7796
2023-10-24,13.9087
2023-10-25,13.7391
2023-10-26,13.8277
2023-10-27,13.773
2023-10-28,13.773
2023-10-29,13.773
2023-10-30,13.8332
2023-10-31,13.8299
2023-11-01,13.9142
2023-11-02,14.074
2023-11-03,14.2459
2023-11-04,14.2459
2023-11-05,14.2459
2023-11-06,14.1276
2023-11-07,14.0904
2023-11-08,14.1058
2023-11-09,14.0861
2023-11-10,14.1484
2023-11-11,14.1484
2023-11-12,14.1484
2023-11-13,14.1025
2023-11-14,14.4396
2023-11-15,14.5129
2023-11-16,14.769
2023-11-17,14.6319
2023-11-18,14.6319
2023-11-19,14.6319
2023-11-20,14.7272
2023-11-21,14.6929
2023-11-22,14.6704
2023-11-23,14.6704
2023-11-24,14.7293
2023-11-25,14.7293
2023-11-26,14.7293
2023-11-27,14.7186
2023-11-28,14.6854
2023-11-29,14.7582
2023-11-30,14.8877
2023-12-01,14.9809
2023-12-02,14.9809
2023-12-03,14.9809
2023-12-04,14.9166
2023-12-05,14.7946
2023-12-06,14.7561
2023-12-07,14.8117
2023-12-08,14.8128
2023-12-09,14.8128
2023-12-10,14.8128
2023-12-11,14.8267
2023-12-12,14.8171
2023-12-13,15.0751
2023-12-14,15.196
2023-12-15,15.1885
2023-12-16,15.1885
2023-12-17,15.1885
2023-12-18,15.1361
2023-12-19,15.1714
2023-12-20,15.0173
2023-12-21,15.0783
2023-12-22,15.1115
2023-12-23,15.1115
2023-12-24,15.1115
2023-12-25,15.1115
2023-12-26,15.089
2023-12-27,15.0772
2023-12-28,15.1007
2023-12-29,16.252
2023-12-30,16.252
2023-12-31,16.252
2024-01-01,16.252
2024-01-02,16.1901
2024-01-03,16.0156
2024-01-04,16.0471
2024-01-05,16.1878
2024-01-06,16.1878
2024-01-07,16.1878
2024-01-08,16.1766
2024-01-09,16.1529
2024-01-10,16.1372
2024-01-11,16.127
2024-01-12,15.9998
2024-01-13,15.9998
2024-01-14,15.9998
2024-01-15,15.9998
2024-01-16,16.0921
2024-01-17,16.0392
2024-01-18,16.1439
2024-01-19,16.2081
2024-01-20,16.2081
2024-01-21,16.2081
2024-01-22,16.2374
2024-01-23,16.2317
2024-01-24,16.1248
2024-01-25,16.1833
2024-01-26,16.1844
2024-01-27,16.1844
2024-01-28,16.1844
2024-01-29,16.207
2024-01-30,16.2272
2024-01-31,16.0347
2024-02-01,16.0674
2024-02-02,16.0437
2024-02-03,16.0437
2024-02-04,16.0437
2024-02-05,15.8816
2024-02-06,15.9019
2024-02-07,15.0497
2024-02-08,14.9815
2024-02-09,15.3316
2024-02-10,15.3316
2024-02-11,15.3316
2024-02-12,15.2932
2024-02-13,15.2153
2024-02-14,15.2266
2024-02-15,15.3384
2024-02-16,15.2627
2024-02-17,15.2627
2024-02-18,15.2627
2024-02-19,15.2627
2024-02-20,15.3136
2024-02-21,15.3949
2024-02-22,15.5079
2024-02-23,15.4152
2024-02-24,15.4152
2024-02-25,15.4152
2024-02-26,15.2401
2024-02-27,15.2582
2024-02-28,15.1735
2024-02-29,15.2413
2024-03-01,15.2661
2024-03-02,15.2661
2024-03-03,15.2661
2024-03-04,15.1803
2024-03-05,15.3328
2024-03-06,15.4062
2024-03-07,15.3339
2024-03-08,15.4796
2024-03-09,15.4796
2024-03-10,15.4796
2024-03-11,15.5203
2024-03-12,15.5
2024-03-13,15.5553
2024-03-14,15.439
2024-03-15,15.4107
2024-03-16,15.4107
2024-03-17,15.4107
2024-03-18,15.3102
2024-03-19,15.3136
2024-03-20,15.3045
2024-03-21,15.3644
2024-03-22,15.3305
2024-03-23,15.3305
2024-03-24,15.3305
2024-03-25,15.3813
2024-03-26,15.3565
2024-03-27,15.4977
2024-03-28,15.4977
2024-03-29,15.4977
2024-03-30,15.4977
2024-03-31,15.4977
2024-04-01,15.5135
2024-04-02,15.4051
2024-04-03,15.361
2024-04-04,15.3305
2024-04-05,15.3407
2024-04-06,15.3407
2024-04-07,15.3407
2024-04-08,15.3542
