,AL US Equity
2020-07-23,14.0247
2020-07-24,13.9444
2020-07-25,13.9444
2020-07-26,13.9444
2020-07-27,13.8968
2020-07-28,13.8707
2020-07-29,14.0014
2020-07-30,13.9603
2020-07-31,13.9155
2020-08-01,13.9155
2020-08-02,13.9155
2020-08-03,13.9986
2020-08-04,14.0396
2020-08-05,14.1152
2020-08-06,14.1156
2020-08-07,14.2548
2020-08-08,14.2548
2020-08-09,14.2548
2020-08-10,14.3483
2020-08-11,14.4016
2020-08-12,14.424
2020-08-13,14.3679
2020-08-14,14.3548
2020-08-15,14.3548
2020-08-16,14.3548
2020-08-17,14.296
2020-08-18,14.281
2020-08-19,14.2847
2020-08-20,14.2502
2020-08-21,14.1876
2020-08-22,14.1876
2020-08-23,14.1876
2020-08-24,14.3614
2020-08-25,14.3576
2020-08-26,14.2689
2020-08-27,14.4034
2020-08-28,14.4875
2020-08-29,14.4875
2020-08-30,14.4875
2020-08-31,14.3726
2020-09-01,14.4203
2020-09-02,14.4109
2020-09-03,14.3903
2020-09-04,14.4716
2020-09-05,14.4716
2020-09-06,14.4716
2020-09-07,14.4716
2020-09-08,14.4483
2020-09-09,14.3941
2020-09-10,14.353
2020-09-11,14.4221
2020-09-12,14.4221
2020-09-13,14.4221
2020-09-14,14.5193
2020-09-15,14.4427
2020-09-16,14.5558
2020-09-17,14.5156
2020-09-18,14.3717
2020-09-19,14.3717
2020-09-20,14.3717
2020-09-21,14.2567
2020-09-22,14.2483
2020-09-23,14.0932
2020-09-24,14.0044
2020-09-25,14.0848
2020-09-26,14.0848
2020-09-27,14.0848
2020-09-28,14.2576
2020-09-29,14.2034
2020-09-30,14.8423
2020-10-01,14.9877
2020-10-02,14.9992
2020-10-03,14.9992
2020-10-04,14.9992
2020-10-05,15.0416
2020-10-06,14.8924
2020-10-07,14.9598
2020-10-08,14.9684
2020-10-09,15.0127
2020-10-10,15.0127
2020-10-11,15.0127
2020-10-12,14.9906
2020-10-13,14.875
2020-10-14,14.85
2020-10-15,14.8876
2020-10-16,14.8837
2020-10-17,14.8837
2020-10-18,14.8837
2020-10-19,14.9405
2020-10-20,15.0012
2020-10-21,14.9415
2020-10-22,15.0888
2020-10-23,15.1003
2020-10-24,15.1003
2020-10-25,15.1003
2020-10-26,14.9655
2020-10-27,14.824
2020-10-28,14.6468
2020-10-29,14.7094
2020-10-30,14.6324
2020-10-31,14.6324
2020-11-01,14.6324
2020-11-02,14.7865
2020-11-03,14.8693
2020-11-04,14.799
2020-11-05,14.9723
2020-11-06,14.955
2020-11-07,14.955
2020-11-08,14.955
2020-11-09,15.4932
2020-11-10,15.2669
2020-11-11,15.3449
2020-11-12,15.3305
2020-11-13,15.4085
2020-11-14,15.4085
2020-11-15,15.4085
2020-11-16,15.7204
2020-11-17,15.8071
2020-11-18,15.8206
2020-11-19,15.7262
2020-11-20,15.5991
2020-11-21,15.5991
2020-11-22,15.5991
2020-11-23,15.7907
2020-11-24,15.8427
2020-11-25,15.7291
2020-11-26,15.7291
2020-11-27,15.6665
2020-11-28,15.6665
2020-11-29,15.6665
2020-11-30,15.5307
2020-12-01,15.6511
2020-12-02,15.6877
2020-12-03,15.9361
2020-12-04,16.1229
2020-12-05,16.1229
2020-12-06,16.1229
2020-12-07,15.9592
2020-12-08,15.9515
2020-12-09,15.9698
2020-12-10,16.1104
2020-12-11,16.1075
2020-12-12,16.1075
2020-12-13,16.1075
2020-12-14,16.0516
2020-12-15,16.0536
2020-12-16,16.0324
2020-12-17,16.0853
2020-12-18,16.0112
2020-12-19,16.0112
2020-12-20,16.0112
2020-12-21,16.041
2020-12-22,15.9322
2020-12-23,16.1287
2020-12-24,16.1681
2020-12-25,16.1681
2020-12-26,16.1681
2020-12-27,16.1681
2020-12-28,16.1807
2020-12-29,16.1826
2020-12-30,16.2741
2020-12-31,17.913
2021-01-01,17.913
2021-01-02,17.913
2021-01-03,17.913
2021-01-04,17.707
2021-01-05,17.844
2021-01-06,17.9069
2021-01-07,17.8419
2021-01-08,17.8014
2021-01-09,17.8014
2021-01-10,17.8014
2021-01-11,17.9667
2021-01-12,18.0378
2021-01-13,17.8886
2021-01-14,17.9951
2021-01-15,17.7973
2021-01-16,17.7973
2021-01-17,17.7973
2021-01-18,17.7973
2021-01-19,17.8835
2021-01-20,17.9373
2021-01-21,17.7861
2021-01-22,17.7182
2021-01-23,17.7182
2021-01-24,17.7182
2021-01-25,17.7486
2021-01-26,17.6573
2021-01-27,17.5132
2021-01-28,17.6735
2021-01-29,17.427
2021-01-30,17.427
2021-01-31,17.427
2021-02-01,17.5122
2021-02-02,17.639
2021-02-03,17.7861
2021-02-04,17.8064
2021-02-05,17.7861
2021-02-06,17.7861
2021-02-07,17.7861
2021-02-08,17.8206
2021-02-09,17.7922
2021-02-10,17.8237
2021-02-11,17.7344
2021-02-12,17.779
2021-02-13,17.779
2021-02-14,17.779
2021-02-15,17.779
2021-02-16,17.7293
2021-02-17,17.8196
2021-02-18,17.778
2021-02-19,17.9698
2021-02-20,17.9698
2021-02-21,17.9698
2021-02-22,18.123
2021-02-23,18.1584
2021-02-24,18.2335
2021-02-25,17.9868
2021-02-26,18.0629
2021-02-27,18.0629
2021-02-28,18.0629
2021-03-01,18.0548
2021-03-02,17.9634
2021-03-03,18.199
2021-03-04,18.2478
2021-03-05,18.2792
2021-03-06,18.2792
2021-03-07,18.2792
2021-03-08,18.5351
2021-03-09,18.3625
2021-03-10,18.3554
2021-03-11,18.6874
2021-03-12,18.6824
2021-03-13,18.6824
2021-03-14,18.6824
2021-03-15,18.6346
2021-03-16,18.5138
2021-03-17,18.5605
2021-03-18,18.4133
2021-03-19,18.2977
2021-03-20,18.2977
2021-03-21,18.2977
2021-03-22,18.3394
2021-03-23,18.0881
2021-03-24,18.1542
2021-03-25,18.3669
2021-03-26,18.492
2021-03-27,18.492
2021-03-28,18.492
2021-03-29,18.433
2021-03-30,18.494
2021-03-31,19.6946
2021-04-01,19.7631
2021-04-02,19.7631
2021-04-03,19.7631
2021-04-04,19.7631
2021-04-05,19.7192
2021-04-06,19.7374
2021-04-07,19.7299
2021-04-08,19.7214
2021-04-09,19.6946
2021-04-10,19.6946
2021-04-11,19.6946
2021-04-12,19.671
2021-04-13,19.6175
2021-04-14,19.6571
2021-04-15,19.7331
2021-04-16,19.6453
2021-04-17,19.6453
2021-04-18,19.6453
2021-04-19,19.5821
2021-04-20,19.4161
2021-04-21,19.4729
2021-04-22,19.4065
2021-04-23,19.5061
2021-04-24,19.5061
2021-04-25,19.5061
2021-04-26,19.6035
2021-04-27,19.6657
2021-04-28,19.6164
2021-04-29,19.5661
2021-04-30,19.4493
2021-05-01,19.4493
2021-05-02,19.4493
2021-05-03,19.5125
2021-05-04,19.5018
2021-05-05,19.6485
2021-05-06,19.6768
2021-05-07,19.1765
2021-05-08,19.1765
2021-05-09,19.1765
2021-05-10,19.3201
2021-05-11,19.2537
2021-05-12,19.0758
2021-05-13,19.2344
2021-05-14,19.4154
2021-05-15,19.4154
2021-05-16,19.4154
2021-05-17,19.4004
2021-05-18,19.3265
2021-05-19,19.3479
2021-05-20,19.2997
2021-05-21,19.3158
2021-05-22,19.3158
2021-05-23,19.3158
2021-05-24,19.3458
2021-05-25,19.3372
2021-05-26,19.4936
2021-05-27,19.4904
2021-05-28,19.4883
2021-05-29,19.4883
2021-05-30,19.4883
2021-05-31,19.4883
2021-06-01,19.6104
2021-06-02,19.529
2021-06-03,19.4508
2021-06-04,19.4476
2021-06-05,19.4476
2021-06-06,19.4476
2021-06-07,19.4529
2021-06-08,19.5129
2021-06-09,19.3822
2021-06-10,19.3383
2021-06-11,19.4015
2021-06-12,19.4015
2021-06-13,19.4015
2021-06-14,19.3501
2021-06-15,19.3951
2021-06-16,19.3019
2021-06-17,19.1422
2021-06-18,18.988
2021-06-19,18.988
2021-06-20,18.988
2021-06-21,19.1658
2021-06-22,19.1155
2021-06-23,19.1015
2021-06-24,19.2001
2021-06-25,19.2108
2021-06-26,19.2108
2021-06-27,19.2108
2021-06-28,19.0126
2021-06-29,18.9173
2021-06-30,20.4586
2021-07-01,20.5355
2021-07-02,20.5129
2021-07-03,20.5129
2021-07-04,20.5129
2021-07-05,20.5129
2021-07-06,20.3805
2021-07-07,20.3907
2021-07-08,20.3466
2021-07-09,20.5151
2021-07-10,20.5151
2021-07-11,20.5151
2021-07-12,20.5015
2021-07-13,20.4077
2021-07-14,20.3998
2021-07-15,20.4314
2021-07-16,20.2934
2021-07-17,20.2934
2021-07-18,20.2934
2021-07-19,20.143
2021-07-20,20.3986
2021-07-21,20.4823
2021-07-22,20.4088
2021-07-23,20.3918
2021-07-24,20.3918
2021-07-25,20.3918
2021-07-26,20.4348
2021-07-27,20.4156
2021-07-28,20.4914
2021-07-29,20.5479
2021-07-30,20.5287
2021-07-31,20.5287
2021-08-01,20.5287
2021-08-02,20.4993
2021-08-03,20.5457
2021-08-04,20.5004
2021-08-05,20.6255
2021-08-06,20.5509
2021-08-07,20.5509
2021-08-08,20.5509
2021-08-09,20.4593
2021-08-10,20.5498
2021-08-11,20.6583
2021-08-12,20.6595
2021-08-13,20.6583
2021-08-14,20.6583
2021-08-15,20.6583
2021-08-16,20.6131
2021-08-17,20.5396
2021-08-18,20.4208
2021-08-19,20.2749
2021-08-20,20.267
2021-08-21,20.267
2021-08-22,20.267
2021-08-23,20.2534
2021-08-24,20.3699
2021-08-25,20.4084
2021-08-26,20.2172
2021-08-27,20.3043
2021-08-28,20.3043
2021-08-29,20.3043
2021-08-30,20.2421
2021-08-31,20.233
2021-09-01,20.2013
2021-09-02,20.2749
2021-09-03,20.3292
2021-09-04,20.3292
2021-09-05,20.3292
2021-09-06,20.3292
2021-09-07,20.2206
2021-09-08,20.1504
2021-09-09,20.2025
2021-09-10,20.0837
2021-09-11,20.0837
2021-09-12,20.0837
2021-09-13,20.1708
2021-09-14,20.1222
2021-09-15,20.164
2021-09-16,20.1154
2021-09-17,20.0147
2021-09-18,20.0147
2021-09-19,20.0147
2021-09-20,20.0079
2021-09-21,19.8937
2021-09-22,19.9661
2021-09-23,20.1222
2021-09-24,20.1256
2021-09-25,20.1256
2021-09-26,20.1256
2021-09-27,20.2285
2021-09-28,20.2477
2021-09-29,20.2545
2021-09-30,20.8009
2021-10-01,21.0763
2021-10-02,21.0763
2021-10-03,21.0763
2021-10-04,20.9495
2021-10-05,21.0089
2021-10-06,21.0785
2021-10-07,21.0934
2021-10-08,21.0877
2021-10-09,21.0877
2021-10-10,21.0877
2021-10-11,21.0534
2021-10-12,21.0705
2021-10-13,21.082
2021-10-14,21.106
2021-10-15,21.1345
2021-10-16,21.1345
2021-10-17,21.1345
2021-10-18,21.0945
2021-10-19,21.0363
2021-10-20,21.0991
2021-10-21,21.0603
2021-10-22,21.0751
2021-10-23,21.0751
2021-10-24,21.0751
2021-10-25,21.0877
2021-10-26,21.1391
2021-10-27,20.9792
2021-10-28,20.9906
2021-10-29,20.8821
2021-10-30,20.8821
2021-10-31,20.8821
2021-11-01,21.1745
2021-11-02,21.2933
2021-11-03,21.3904
2021-11-04,21.2056
2021-11-05,21.8958
2021-11-06,21.8958
2021-11-07,21.8958
2021-11-08,21.9677
2021-11-09,21.9711
2021-11-10,21.914
2021-11-11,21.7555
2021-11-12,21.719
2021-11-13,21.719
2021-11-14,21.719
2021-11-15,21.6699
2021-11-16,21.5992
2021-11-17,21.5627
2021-11-18,21.4976
2021-11-19,21.3619
2021-11-20,21.3619
2021-11-21,21.3619
2021-11-22,21.444
2021-11-23,21.5182
2021-11-24,21.4554
2021-11-25,21.4554
2021-11-26,20.9968
2021-11-27,20.9968
2021-11-28,20.9968
2021-11-29,21.031
2021-11-30,20.9375
2021-12-01,20.8143
2021-12-02,21.0664
2021-12-03,20.9729
2021-12-04,20.9729
2021-12-05,20.9729
2021-12-06,21.1622
2021-12-07,21.2763
2021-12-08,21.4064
2021-12-09,21.3836
2021-12-10,21.3824
2021-12-11,21.3824
2021-12-12,21.3824
2021-12-13,21.2341
2021-12-14,21.112
2021-12-15,21.1269
2021-12-16,21.0801
2021-12-17,21.0459
2021-12-18,21.0459
2021-12-19,21.0459
2021-12-20,20.9626
2021-12-21,21.2444
2021-12-22,21.3026
2021-12-23,21.314
2021-12-24,21.314
2021-12-25,21.314
2021-12-26,21.314
2021-12-27,21.3824
2021-12-28,21.3733
2021-12-29,21.3436
2021-12-30,21.3254
2021-12-31,20.7087
2022-01-01,20.7087
2022-01-02,20.7087
2022-01-03,20.7974
2022-01-04,20.8439
2022-01-05,20.805
2022-01-06,20.8774
2022-01-07,20.9207
2022-01-08,20.9207
2022-01-09,20.9207
2022-01-10,20.938
2022-01-11,20.8753
2022-01-12,20.8504
2022-01-13,20.766
2022-01-14,20.7379
2022-01-15,20.7379
2022-01-16,20.7379
2022-01-17,20.7379
2022-01-18,20.6622
2022-01-19,20.5541
2022-01-20,20.4622
2022-01-21,20.3248
2022-01-22,20.3248
2022-01-23,20.3248
2022-01-24,20.3389
2022-01-25,20.2286
2022-01-26,20.1691
2022-01-27,20.0891
2022-01-28,20.1453
2022-01-29,20.1453
2022-01-30,20.1453
2022-01-31,20.2307
2022-02-01,20.2924
2022-02-02,20.2664
2022-02-03,20.1539
2022-02-04,20.1658
2022-02-05,20.1658
2022-02-06,20.1658
2022-02-07,20.221
2022-02-08,20.4048
2022-02-09,20.5216
2022-02-10,20.4924
2022-02-11,20.3843
2022-02-12,20.3843
2022-02-13,20.3843
2022-02-14,20.4027
2022-02-15,20.619
2022-02-16,20.672
2022-02-17,20.55
2022-02-18,20.7946
2022-02-19,20.7946
2022-02-20,20.7946
2022-02-21,20.7946
2022-02-22,20.7718
2022-02-23,20.7199
2022-02-24,20.6701
2022-02-25,20.7956
2022-02-26,20.7956
2022-02-27,20.7956
2022-02-28,20.444
2022-03-01,20.1627
2022-03-02,20.3444
2022-03-03,20.1573
2022-03-04,19.8803
2022-03-05,19.8803
2022-03-06,19.8803
2022-03-07,19.5611
2022-03-08,19.7807
2022-03-09,19.8121
2022-03-10,19.811
2022-03-11,19.9755
2022-03-12,19.9755
2022-03-13,19.9755
2022-03-14,20.0826
2022-03-15,20.2417
2022-03-16,20.4029
2022-03-17,20.4191
2022-03-18,20.484
2022-03-19,20.484
2022-03-20,20.484
2022-03-21,20.4899
2022-03-22,20.6157
2022-03-23,20.5842
2022-03-24,20.6753
2022-03-25,20.7707
2022-03-26,20.7707
2022-03-27,20.7707
2022-03-28,20.8097
2022-03-29,20.8259
2022-03-30,20.7501
2022-03-31,63.8081
2022-04-01,63.7165
2022-04-02,63.7165
2022-04-03,63.7165
2022-04-04,63.5955
2022-04-05,63.288
2022-04-06,63.1179
2022-04-07,63.0198
2022-04-08,62.866
2022-04-09,62.866
2022-04-10,62.866
2022-04-11,62.938
2022-04-12,62.8137
2022-04-13,63.2095
2022-04-14,63.3731
2022-04-15,63.3731
2022-04-16,63.3731
2022-04-17,63.3731
2022-04-18,63.4319
2022-04-19,64.0273
2022-04-20,64.096
2022-04-21,64.0142
2022-04-22,63.7067
2022-04-23,63.7067
2022-04-24,63.7067
2022-04-25,63.517
2022-04-26,62.794
2022-04-27,62.5716
2022-04-28,62.8431
2022-04-29,62.3786
2022-04-30,62.3786
2022-05-01,62.3786
2022-05-02,62.2935
2022-05-03,62.48
2022-05-04,62.6632
2022-05-05,62.0129
2022-05-06,61.4003
2022-05-07,61.4003
2022-05-08,61.4003
2022-05-09,60.1561
2022-05-10,60.7306
2022-05-11,60.3782
2022-05-12,59.9593
2022-05-13,60.6449
2022-05-14,60.6449
2022-05-15,60.6449
2022-05-16,60.4639
2022-05-17,61.0861
2022-05-18,60.6988
2022-05-19,60.6544
2022-05-20,60.6227
2022-05-21,60.6227
2022-05-22,60.6227
2022-05-23,60.7401
2022-05-24,60.3338
2022-05-25,60.5401
2022-05-26,60.9655
2022-05-27,61.2861
2022-05-28,61.2861
2022-05-29,61.2861
2022-05-30,61.2861
2022-05-31,61.14
2022-06-01,61.0004
2022-06-02,61.4257
2022-06-03,61.1146
2022-06-04,61.1146
2022-06-05,61.1146
2022-06-06,61.1369
2022-06-07,61.267
2022-06-08,61.0639
2022-06-09,60.7591
2022-06-10,60.0386
2022-06-11,60.0386
2022-06-12,60.0386
2022-06-13,59.4292
2022-06-14,59.2609
2022-06-15,59.5371
2022-06-16,58.7689
2022-06-17,58.9975
2022-06-18,58.9975
2022-06-19,58.9975
2022-06-20,58.9975
2022-06-21,59.1911
2022-06-22,59.1118
2022-06-23,58.8166
2022-06-24,59.6831
2022-06-25,59.6831
2022-06-26,59.6831
2022-06-27,59.5815
2022-06-28,59.6133
2022-06-29,59.6609
2022-06-30,56.6936
2022-07-01,56.7252
2022-07-02,56.7252
2022-07-03,56.7252
2022-07-04,56.7252
2022-07-05,56.5528
2022-07-06,56.3661
2022-07-07,56.5959
2022-07-08,56.7366
2022-07-09,56.7366
2022-07-10,56.7366
2022-07-11,56.5269
2022-07-12,56.7252
2022-07-13,56.4724
2022-07-14,56.4092
2022-07-15,56.7654
2022-07-16,56.7654
2022-07-17,56.7654
2022-07-18,56.8774
2022-07-19,57.1675
2022-07-20,57.3313
2022-07-21,57.3198
2022-07-22,57.1675
2022-07-23,57.1675
2022-07-24,57.1675
2022-07-25,57.1302
2022-07-26,56.9952
2022-07-27,57.2681
2022-07-28,57.4117
2022-07-29,57.7507
2022-07-30,57.7507
2022-07-31,57.7507
2022-08-01,57.7593
2022-08-02,57.6415
2022-08-03,57.8598
2022-08-04,57.9838
2022-08-05,58.0872
2022-08-06,58.0872
2022-08-07,58.0872
2022-08-08,58.001
2022-08-09,57.9522
2022-08-10,58.1447
2022-08-11,58.3746
2022-08-12,58.5987
2022-08-13,58.5987
2022-08-14,58.5987
2022-08-15,58.6705
2022-08-16,58.9061
2022-08-17,58.6504
2022-08-18,58.6131
2022-08-19,58.2165
2022-08-20,58.2165
2022-08-21,58.2165
2022-08-22,57.8257
2022-08-23,57.9091
2022-08-24,58.0096
2022-08-25,58.2711
2022-08-26,57.8573
2022-08-27,57.8573
2022-08-28,57.8573
2022-08-29,57.7884
2022-08-30,57.6993
2022-08-31,57.5384
2022-09-01,57.4005
2022-09-02,57.4838
2022-09-03,57.4838
2022-09-04,57.4838
2022-09-05,57.4838
2022-09-06,57.5643
2022-09-07,57.6993
2022-09-08,57.7252
2022-09-09,57.9522
2022-09-10,57.9522
2022-09-11,57.9522
2022-09-12,58.1217
2022-09-13,57.5643
2022-09-14,57.5125
2022-09-15,57.4493
2022-09-16,56.8746
2022-09-17,56.8746
2022-09-18,56.8746
2022-09-19,57.2051
2022-09-20,57.0442
2022-09-21,56.7338
2022-09-22,56.412
2022-09-23,56.1534
2022-09-24,56.1534
2022-09-25,56.1534
2022-09-26,55.7425
2022-09-27,55.9695
2022-09-28,56.2568
2022-09-29,56.1304
2022-09-30,55.2357
2022-10-01,55.2357
2022-10-02,55.2357
2022-10-03,55.5091
2022-10-04,55.989
2022-10-05,55.8467
2022-10-06,55.7546
2022-10-07,55.6123
2022-10-08,55.6123
2022-10-09,55.6123
2022-10-10,55.604
2022-10-11,55.2831
2022-10-12,55.3919
2022-10-13,55.5956
2022-10-14,55.4003
2022-10-15,55.4003
2022-10-16,55.4003
2022-10-17,55.71
2022-10-18,55.8913
2022-10-19,55.7183
2022-10-20,55.7323
2022-10-21,56.0336
2022-10-22,56.0336
2022-10-23,56.0336
2022-10-24,55.9555
2022-10-25,56.2149
2022-10-26,56.1814
2022-10-27,56.293
2022-10-28,56.3544
2022-10-29,56.3544
2022-10-30,56.3544
2022-10-31,56.4297
2022-11-01,56.5357
2022-11-02,56.2568
2022-11-03,56.2568
2022-11-04,56.3851
2022-11-05,56.3851
2022-11-06,56.3851
2022-11-07,56.4911
2022-11-08,56.5413
2022-11-09,56.2902
2022-11-10,56.7812
2022-11-11,57.1077
2022-11-12,57.1077
2022-11-13,57.1077
2022-11-14,57.0714
2022-11-15,57.0295
2022-11-16,56.7868
2022-11-17,56.8343
2022-11-18,56.9291
2022-11-19,56.9291
2022-11-20,56.9291
2022-11-21,56.8482
2022-11-22,57.1355
2022-11-23,57.2527
2022-11-24,57.2527
2022-11-25,57.3057
2022-11-26,57.3057
2022-11-27,57.3057
2022-11-28,57.0491
2022-11-29,57.169
2022-11-30,57.3587
2022-12-01,57.4368
2022-12-02,57.4871
2022-12-03,57.4871
2022-12-04,57.4871
2022-12-05,57.3001
2022-12-06,57.3029
2022-12-07,57.1579
2022-12-08,57.1886
2022-12-09,57.2416
2022-12-10,57.2416
2022-12-11,57.2416
2022-12-12,57.342
2022-12-13,57.4229
2022-12-14,57.4815
2022-12-15,57.1104
2022-12-16,57.063
2022-12-17,57.063
2022-12-18,57.063
2022-12-19,56.8036
2022-12-20,56.9793
2022-12-21,57.116
2022-12-22,56.89
2022-12-23,57.0072
2022-12-24,57.0072
2022-12-25,57.0072
2022-12-26,57.0072
2022-12-27,57.222
2022-12-28,56.9877
2022-12-29,57.2806
2022-12-30,56.4171
2022-12-31,56.4171
2023-01-01,56.4171
2023-01-02,56.4171
2023-01-03,56.594
2023-01-04,57.0622
2023-01-05,57.0459
2023-01-06,57.1602
2023-01-07,57.1602
2023-01-08,57.1602
2023-01-09,57.5494
2023-01-10,57.6937
2023-01-11,57.5004
2023-01-12,57.7699
2023-01-13,57.7998
2023-01-14,57.7998
2023-01-15,57.7998
2023-01-16,57.7998
2023-01-17,57.7426
2023-01-18,57.6773
2023-01-19,57.6528
2023-01-20,57.9413
2023-01-21,57.9413
2023-01-22,57.9413
2023-01-23,58.0203
2023-01-24,57.9604
2023-01-25,57.9822
2023-01-26,58.1101
2023-01-27,58.1101
2023-01-28,58.1101
2023-01-29,58.1101
2023-01-30,57.9903
2023-01-31,58.1999
2023-02-01,58.336
2023-02-02,58.3142
2023-02-03,58.1346
2023-02-04,58.1346
2023-02-05,58.1346
2023-02-06,57.9658
2023-02-07,58.1264
2023-02-08,57.9332
2023-02-09,57.7726
2023-02-10,57.7726
2023-02-11,57.7726
2023-02-12,57.7726
2023-02-13,57.8978
2023-02-14,58.0339
2023-02-15,58.1482
2023-02-16,58.0661
2023-02-17,57.6332
2023-02-18,57.6332
2023-02-19,57.6332
2023-02-20,57.6332
2023-02-21,57.3991
2023-02-22,57.5842
2023-02-23,57.7122
2023-02-24,57.6196
2023-02-25,57.6196
2023-02-26,57.6196
2023-02-27,57.6087
2023-02-28,57.7421
2023-03-01,57.7721
2023-03-02,57.7639
2023-03-03,57.8238
2023-03-04,57.8238
2023-03-05,57.8238
2023-03-06,57.4917
2023-03-07,57.4073
2023-03-08,57.2575
2023-03-09,56.7729
2023-03-10,56.645
2023-03-11,56.645
2023-03-12,56.645
2023-03-13,56.3945
2023-03-14,56.6151
2023-03-15,56.2639
2023-03-16,56.3347
2023-03-17,55.8991
2023-03-18,55.8991
