,UVE US Equity
2020-09-18,14.269
2020-09-19,14.269
2020-09-20,14.269
2020-09-21,13.1797
2020-09-22,12.2947
2020-09-23,10.7969
2020-09-24,10.0707
2020-09-25,9.2083
2020-09-26,9.2083
2020-09-27,9.2083
2020-09-28,9.7303
2020-09-29,8.0963
2020-09-30,8.0963
2020-10-01,8.0963
2020-10-02,8.0963
2020-10-03,8.0963
2020-10-04,8.0963
2020-10-05,8.0963
2020-10-06,8.0963
2020-10-07,8.0963
2020-10-08,8.0963
2020-10-09,8.0963
2020-10-10,8.0963
2020-10-11,8.0963
2020-10-12,8.0963
2020-10-13,8.0963
2020-10-14,8.0963
2020-10-15,8.0963
2020-10-16,8.0963
2020-10-17,8.0963
2020-10-18,8.0963
2020-10-19,8.0963
2020-10-20,8.0963
2020-10-21,8.0963
2020-10-22,8.0963
2020-10-23,8.0963
2020-10-24,8.0963
2020-10-25,8.0963
2020-10-26,8.0963
2020-10-27,8.0963
2020-10-28,8.0963
2020-10-29,8.0963
2020-10-30,8.0963
2020-10-31,8.0963
2020-11-01,8.0963
2020-11-02,8.0963
2020-11-03,8.0963
2020-11-04,8.0963
2020-11-05,8.0963
2020-11-06,8.0963
2020-11-07,8.0963
2020-11-08,8.0963
2020-11-09,8.0963
2020-11-10,8.0963
2020-11-11,8.0963
2020-11-12,8.0963
2020-11-13,8.0963
2020-11-14,8.0963
2020-11-15,8.0963
2020-11-16,8.0963
2020-11-17,8.0963
2020-11-18,8.0963
2020-11-19,8.0963
2020-11-20,8.0963
2020-11-21,8.0963
2020-11-22,8.0963
2020-11-23,8.0963
2020-11-24,8.0963
2020-11-25,8.0963
2020-11-26,8.0963
2020-11-27,8.0963
2020-11-28,8.0963
2020-11-29,8.0963
2020-11-30,8.0963
2020-12-01,8.0963
2020-12-02,8.0963
2020-12-03,8.0963
2020-12-04,8.0963
2020-12-05,8.0963
2020-12-06,8.0963
2020-12-07,8.0963
2020-12-08,8.0963
2020-12-09,8.0963
2020-12-10,8.0963
2020-12-11,8.0963
2020-12-12,8.0963
2020-12-13,8.0963
2020-12-14,8.0963
2020-12-15,8.0963
2020-12-16,8.0963
2020-12-17,8.0963
2020-12-18,8.0963
2020-12-19,8.0963
2020-12-20,8.0963
2020-12-21,8.0963
2020-12-22,8.0963
2020-12-23,8.0963
2020-12-24,8.0963
2020-12-25,8.0963
2020-12-26,8.0963
2020-12-27,8.0963
2020-12-28,8.0963
2020-12-29,8.0963
2020-12-30,8.0963
2020-12-31,15.3806
2021-01-01,15.3806
2021-01-02,15.3806
2021-01-03,15.3806
2021-01-04,15.3678
2021-01-05,15.4064
2021-01-06,16.3593
2021-01-07,16.2949
2021-01-08,15.9215
2021-01-09,15.9215
2021-01-10,15.9215
2021-01-11,15.973
2021-01-12,16.1404
2021-01-13,15.9086
2021-01-14,15.973
2021-01-15,15.7669
2021-01-16,15.7669
2021-01-17,15.7669
2021-01-18,15.7669
2021-01-19,15.9859
2021-01-20,16.2563
2021-01-21,15.9987
2021-01-22,16.2434
2021-01-23,16.2434
2021-01-24,16.2434
2021-01-25,16.5782
2021-01-26,16.2949
2021-01-27,14.6724
2021-01-28,13.7452
2021-01-29,13.1658
2021-01-30,13.1658
2021-01-31,13.1658
2021-02-01,13.2559
2021-02-02,13.3718
2021-02-03,13.3203
2021-02-04,13.7452
2021-02-05,13.7323
2021-02-06,13.7323
2021-02-07,13.7323
2021-02-08,14.0285
2021-02-09,14.2989
2021-02-10,14.4535
2021-02-11,14.6595
2021-02-12,14.3762
2021-02-13,14.3762
2021-02-14,14.3762
2021-02-15,14.3762
2021-02-16,14.08
2021-02-17,14.2346
2021-02-18,13.346
2021-02-19,13.0627
2021-02-20,13.0627
2021-02-21,13.0627
2021-02-22,13.8482
2021-02-23,13.9641
2021-02-24,14.1573
2021-02-25,13.7967
2021-02-26,14.9767
2021-02-27,14.9767
2021-02-28,14.9767
2021-03-01,14.8392
2021-03-02,14.7623
2021-03-03,15.3009
2021-03-04,14.9803
2021-03-05,15.9293
2021-03-06,15.9293
2021-03-07,15.9293
2021-03-08,16.9424
2021-03-09,16.6474
2021-03-10,16.3397
2021-03-11,16.6218
2021-03-12,16.8398
2021-03-13,16.8398
2021-03-14,16.8398
2021-03-15,17.1348
2021-03-16,16.8911
2021-03-17,16.5705
2021-03-18,16.1216
2021-03-19,15.878
2021-03-20,15.878
2021-03-21,15.878
2021-03-22,15.3394
2021-03-23,14.9803
2021-03-24,14.6084
2021-03-25,14.6597
2021-03-26,15.1726
2021-03-27,15.1726
2021-03-28,15.1726
2021-03-29,14.7494
2021-03-30,14.5442
2021-03-31,11.0399
2021-04-01,11.1627
2021-04-02,11.1627
2021-04-03,11.1627
2021-04-04,11.1627
2021-04-05,10.8605
2021-04-06,10.8039
2021-04-07,10.6717
2021-04-08,10.4828
2021-04-09,10.3318
2021-04-10,10.3318
2021-04-11,10.3318
2021-04-12,10.4073
2021-04-13,10.53
2021-04-14,10.6434
2021-04-15,10.6528
2021-04-16,10.7095
2021-04-17,10.7095
2021-04-18,10.7095
2021-04-19,10.8416
2021-04-20,10.3695
2021-04-21,10.6811
2021-04-22,10.4828
2021-04-23,10.6434
2021-04-24,10.6434
2021-04-25,10.6434
2021-04-26,10.4356
2021-04-27,10.3318
2021-04-28,10.6245
2021-04-29,10.6099
2021-04-30,10.676
2021-05-01,10.676
2021-05-02,10.676
2021-05-03,11.1483
2021-05-04,11.29
2021-05-05,11.1955
2021-05-06,11.2522
2021-05-07,11.3467
2021-05-08,11.3467
2021-05-09,11.3467
2021-05-10,11.2805
2021-05-11,11.0066
2021-05-12,10.9122
2021-05-13,11.1011
2021-05-14,11.1955
2021-05-15,11.1955
2021-05-16,11.1955
2021-05-17,11.1389
2021-05-18,10.9877
2021-05-19,10.9594
2021-05-20,10.846
2021-05-21,10.761
2021-05-22,10.761
2021-05-23,10.761
2021-05-24,10.6193
2021-05-25,10.4682
2021-05-26,10.6382
2021-05-27,10.6288
2021-05-28,10.8177
2021-05-29,10.8177
2021-05-30,10.8177
2021-05-31,10.8177
2021-06-01,10.7232
2021-06-02,10.7988
2021-06-03,10.5532
2021-06-04,10.6949
2021-06-05,10.6949
2021-06-06,10.6949
2021-06-07,10.761
2021-06-08,10.8272
2021-06-09,10.8272
2021-06-10,10.7988
2021-06-11,10.8272
2021-06-12,10.8272
2021-06-13,10.8272
2021-06-14,10.9405
2021-06-15,11.0633
2021-06-16,10.9594
2021-06-17,10.6855
2021-06-18,10.2226
2021-06-19,10.2226
2021-06-20,10.2226
2021-06-21,10.4115
2021-06-22,10.6005
2021-06-23,10.4871
2021-06-24,10.6666
2021-06-25,10.7421
2021-06-26,10.7421
2021-06-27,10.7421
2021-06-28,10.5816
2021-06-29,10.5343
2021-06-30,4.3319
2021-07-01,4.4893
2021-07-02,4.2882
2021-07-03,4.2882
2021-07-04,4.2882
2021-07-05,4.2882
2021-07-06,4.1482
2021-07-07,4.087
2021-07-08,3.7809
2021-07-09,3.9733
2021-07-10,3.9733
2021-07-11,3.9733
2021-07-12,4.1482
2021-07-13,4.1745
2021-07-14,4.157
2021-07-15,4.1832
2021-07-16,4.2007
2021-07-17,4.2007
2021-07-18,4.2007
2021-07-19,3.7721
2021-07-20,3.8771
2021-07-21,3.9558
2021-07-22,3.6934
2021-07-23,3.7546
2021-07-24,3.7546
2021-07-25,3.7546
2021-07-26,3.9296
2021-07-27,3.7984
2021-07-28,3.9933
2021-07-29,4.4839
2021-07-30,4.5979
2021-07-31,4.5979
2021-08-01,4.5979
2021-08-02,4.3876
2021-08-03,4.4139
2021-08-04,4.3613
2021-08-05,4.4664
2021-08-06,4.703
2021-08-07,4.703
2021-08-08,4.703
2021-08-09,4.703
2021-08-10,4.9658
2021-08-11,4.9658
2021-08-12,4.7556
2021-08-13,4.6329
2021-08-14,4.6329
2021-08-15,4.6329
2021-08-16,4.5541
2021-08-17,4.668
2021-08-18,4.519
2021-08-19,4.3438
2021-08-20,4.4664
2021-08-21,4.4664
2021-08-22,4.4664
2021-08-23,4.3613
2021-08-24,4.2825
2021-08-25,4.2825
2021-08-26,4.3263
2021-08-27,4.9133
2021-08-28,4.9133
2021-08-29,4.9133
2021-08-30,4.5891
2021-08-31,4.668
2021-09-01,4.3876
2021-09-02,4.2211
2021-09-03,4.151
2021-09-04,4.151
2021-09-05,4.151
2021-09-06,4.151
2021-09-07,3.8444
2021-09-08,4.0196
2021-09-09,4.0459
2021-09-10,3.9758
2021-09-11,3.9758
2021-09-12,3.9758
2021-09-13,4.0371
2021-09-14,3.9232
2021-09-15,3.7042
2021-09-16,3.4764
2021-09-17,3.5728
2021-09-18,3.5728
2021-09-19,3.5728
2021-09-20,3.5027
2021-09-21,3.2574
2021-09-22,3.4852
2021-09-23,3.4677
2021-09-24,3.5903
2021-09-25,3.5903
2021-09-26,3.5903
2021-09-27,3.6867
2021-09-28,3.6166
2021-09-29,3.6604
2021-09-30,2.8859
2021-10-01,2.8575
2021-10-02,2.8575
2021-10-03,2.8575
2021-10-04,2.8622
2021-10-05,3.0376
2021-10-06,2.9523
2021-10-07,3.1324
2021-10-08,3.2035
2021-10-09,3.2035
2021-10-10,3.2035
2021-10-11,3.1703
2021-10-12,3.1371
2021-10-13,3.1371
2021-10-14,3.1608
2021-10-15,3.1182
2021-10-16,3.1182
2021-10-17,3.1182
2021-10-18,3.0613
2021-10-19,3.0755
2021-10-20,3.1229
2021-10-21,3.1608
2021-10-22,3.1087
2021-10-23,3.1087
2021-10-24,3.1087
2021-10-25,3.194
2021-10-26,3.1324
2021-10-27,3.0832
2021-10-28,3.5982
2021-10-29,3.6832
2021-10-30,3.6832
2021-10-31,3.6832
2021-11-01,3.6548
2021-11-02,3.5934
2021-11-03,3.8627
2021-11-04,3.7399
2021-11-05,3.9194
2021-11-06,3.9194
2021-11-07,3.9194
2021-11-08,3.9383
2021-11-09,3.9336
2021-11-10,3.9808
2021-11-11,4.0942
2021-11-12,4.0753
2021-11-13,4.0753
2021-11-14,4.0753
2021-11-15,3.9619
2021-11-16,4.0281
2021-11-17,3.9619
2021-11-18,3.9714
2021-11-19,3.9336
2021-11-20,3.9336
2021-11-21,3.9336
2021-11-22,4.0281
2021-11-23,4.0801
2021-11-24,4.1226
2021-11-25,4.1226
2021-11-26,3.9714
2021-11-27,3.9714
2021-11-28,3.9714
2021-11-29,3.8958
2021-11-30,3.8249
2021-12-01,3.8911
2021-12-02,4.0281
2021-12-03,4.0186
2021-12-04,4.0186
2021-12-05,4.0186
2021-12-06,4.2643
2021-12-07,4.2312
2021-12-08,4.2832
2021-12-09,4.0612
2021-12-10,4.1557
2021-12-11,4.1557
2021-12-12,4.1557
2021-12-13,4.4769
2021-12-14,4.5714
2021-12-15,4.7699
2021-12-16,4.6659
2021-12-17,4.6943
2021-12-18,4.6943
2021-12-19,4.6943
2021-12-20,4.5005
2021-12-21,4.4769
2021-12-22,4.5194
2021-12-23,4.6565
2021-12-24,4.6565
2021-12-25,4.6565
2021-12-26,4.6565
2021-12-27,4.699
2021-12-28,4.647
2021-12-29,4.6565
2021-12-30,4.6517
2021-12-31,14.1118
2022-01-01,14.1118
2022-01-02,14.1118
2022-01-03,14.1332
2022-01-04,14.38
2022-01-05,14.7234
2022-01-06,15.7214
2022-01-07,15.539
2022-01-08,15.539
2022-01-09,15.539
2022-01-10,16.5262
2022-01-11,16.6335
2022-01-12,16.3009
2022-01-13,16.7301
2022-01-14,16.6657
2022-01-15,16.6657
2022-01-16,16.6657
2022-01-17,16.6657
2022-01-18,16.4404
2022-01-19,15.539
2022-01-20,15.1527
2022-01-21,14.5303
2022-01-22,14.5303
2022-01-23,14.5303
2022-01-24,15.1097
2022-01-25,14.9273
2022-01-26,14.9595
2022-01-27,14.1976
2022-01-28,14.144
2022-01-29,14.144
2022-01-30,14.144
2022-01-31,14.3693
2022-02-01,14.2727
2022-02-02,14.262
2022-02-03,14.0367
2022-02-04,13.9723
2022-02-05,13.9723
2022-02-06,13.9723
2022-02-07,14.0796
2022-02-08,14.659
2022-02-09,14.3264
2022-02-10,14.2084
2022-02-11,9.2078
2022-02-12,9.2078
2022-02-13,9.2078
2022-02-14,9.24
2022-02-15,9.5726
2022-02-16,9.4439
2022-02-17,9.4653
2022-02-18,9.401
2022-02-19,9.401
2022-02-20,9.401
2022-02-21,9.401
2022-02-22,9.358
2022-02-23,9.3044
2022-02-24,9.4546
2022-02-25,8.9082
2022-02-26,8.9082
2022-02-27,8.9082
2022-02-28,8.3039
2022-03-01,8.4545
2022-03-02,8.5621
2022-03-03,9.0139
2022-03-04,9.0891
2022-03-05,9.0891
2022-03-06,9.0891
2022-03-07,9.3688
2022-03-08,9.1322
2022-03-09,9.1107
2022-03-10,9.1107
2022-03-11,9.0139
2022-03-12,9.0139
2022-03-13,9.0139
2022-03-14,9.0784
2022-03-15,9.2613
2022-03-16,9.5194
2022-03-17,9.7776
2022-03-18,9.7883
2022-03-19,9.7883
2022-03-20,9.7883
2022-03-21,10.1863
2022-03-22,10.0142
2022-03-23,9.9282
2022-03-24,10.0357
2022-03-25,10.4445
2022-03-26,10.4445
2022-03-27,10.4445
2022-03-28,10.2724
2022-03-29,10.3692
2022-03-30,10.0895
2022-03-31,21.4359
2022-04-01,21.3986
2022-04-02,21.3986
2022-04-03,21.3986
2022-04-04,20.8585
2022-04-05,20.6722
2022-04-06,20.5604
2022-04-07,20.8771
2022-04-08,20.5418
2022-04-09,20.5418
2022-04-10,20.5418
2022-04-11,20.0761
2022-04-12,19.5732
2022-04-13,19.5732
2022-04-14,19.6664
2022-04-15,19.6664
2022-04-16,19.6664
2022-04-17,19.6664
2022-04-18,19.5732
2022-04-19,20.0389
2022-04-20,20.5977
2022-04-21,19.9644
2022-04-22,19.4987
2022-04-23,19.4987
2022-04-24,19.4987
2022-04-25,19.4615
2022-04-26,18.9399
2022-04-27,18.7909
2022-04-28,19.1448
2022-04-29,19.7036
2022-04-30,19.7036
2022-05-01,19.7036
2022-05-02,19.8507
2022-05-03,19.5186
2022-05-04,20.0167
2022-05-05,19.537
2022-05-06,19.5186
2022-05-07,19.5186
2022-05-08,19.5186
2022-05-09,19.4448
2022-05-10,18.6883
2022-05-11,19.168
2022-05-12,19.2787
2022-05-13,18.799
2022-05-14,18.799
2022-05-15,18.799
2022-05-16,19.1865
2022-05-17,20.5149
2022-05-18,20.109
2022-05-19,19.2787
2022-05-20,18.9835
2022-05-21,18.9835
2022-05-22,18.9835
2022-05-23,18.7437
2022-05-24,19.2603
2022-05-25,19.3525
2022-05-26,19.8322
2022-05-27,19.8507
2022-05-28,19.8507
2022-05-29,19.8507
2022-05-30,19.8507
2022-05-31,20.109
2022-06-01,19.5186
2022-06-02,19.6846
2022-06-03,19.1496
2022-06-04,19.1496
2022-06-05,19.1496
2022-06-06,19.7769
2022-06-07,19.7031
2022-06-08,19.3894
2022-06-09,18.8728
2022-06-10,18.7806
2022-06-11,18.7806
2022-06-12,18.7806
2022-06-13,18.799
2022-06-14,18.799
2022-06-15,19.2049
2022-06-16,18.6699
2022-06-17,19.4817
2022-06-18,19.4817
2022-06-19,19.4817
2022-06-20,19.4817
2022-06-21,19.5555
2022-06-22,20.109
2022-06-23,19.8691
2022-06-24,20.2197
2022-06-25,20.2197
2022-06-26,20.2197
2022-06-27,20.0721
2022-06-28,20.4042
2022-06-29,19.7769
2022-06-30,19.7769
2022-07-01,19.7769
2022-07-02,19.7769
2022-07-03,19.7769
2022-07-04,19.7769
2022-07-05,19.7769
2022-07-06,19.7769
2022-07-07,19.7769
2022-07-08,19.7769
2022-07-09,19.7769
2022-07-10,19.7769
2022-07-11,19.7769
2022-07-12,19.7769
2022-07-13,19.7769
2022-07-14,19.7769
2022-07-15,19.7769
2022-07-16,19.7769
2022-07-17,19.7769
2022-07-18,19.7769
2022-07-19,19.7769
2022-07-20,19.7769
2022-07-21,19.7769
2022-07-22,19.7769
2022-07-23,19.7769
2022-07-24,19.7769
2022-07-25,19.7769
2022-07-26,19.7769
2022-07-27,19.7769
2022-07-28,19.7769
2022-07-29,19.7769
2022-07-30,19.7769
2022-07-31,19.7769
2022-08-01,19.7769
2022-08-02,19.7769
2022-08-03,19.7769
2022-08-04,19.7769
2022-08-05,19.7769
2022-08-06,19.7769
2022-08-07,19.7769
2022-08-08,19.7769
2022-08-09,19.7769
2022-08-10,19.7769
2022-08-11,19.7769
2022-08-12,19.7769
2022-08-13,19.7769
2022-08-14,19.7769
2022-08-15,19.7769
2022-08-16,19.7769
2022-08-17,19.7769
2022-08-18,19.7769
2022-08-19,19.7769
2022-08-20,19.7769
2022-08-21,19.7769
2022-08-22,19.7769
2022-08-23,19.7769
2022-08-24,19.7769
2022-08-25,19.7769
2022-08-26,19.7769
2022-08-27,19.7769
2022-08-28,19.7769
2022-08-29,19.7769
2022-08-30,19.7769
2022-08-31,19.7769
2022-09-01,19.7769
2022-09-02,19.7769
2022-09-03,19.7769
2022-09-04,19.7769
2022-09-05,19.7769
2022-09-06,19.7769
2022-09-07,19.7769
2022-09-08,19.7769
2022-09-09,19.7769
2022-09-10,19.7769
2022-09-11,19.7769
2022-09-12,19.7769
2022-09-13,19.7769
2022-09-14,19.7769
2022-09-15,19.7769
2022-09-16,19.7769
2022-09-17,19.7769
2022-09-18,19.7769
2022-09-19,19.7769
2022-09-20,19.7769
2022-09-21,19.7769
2022-09-22,19.7769
2022-09-23,19.7769
2022-09-24,19.7769
2022-09-25,19.7769
2022-09-26,19.7769
2022-09-27,19.7769
2022-09-28,19.7769
2022-09-29,19.7769
2022-09-30,19.7769
2022-10-01,19.7769
2022-10-02,19.7769
2022-10-03,19.7769
2022-10-04,19.7769
2022-10-05,19.7769
2022-10-06,19.7769
2022-10-07,19.7769
2022-10-08,19.7769
2022-10-09,19.7769
2022-10-10,19.7769
2022-10-11,19.7769
2022-10-12,19.7769
2022-10-13,19.7769
2022-10-14,19.7769
2022-10-15,19.7769
2022-10-16,19.7769
2022-10-17,19.7769
2022-10-18,19.7769
2022-10-19,19.7769
2022-10-20,19.7769
2022-10-21,19.7769
2022-10-22,19.7769
2022-10-23,19.7769
2022-10-24,19.7769
2022-10-25,19.7769
2022-10-26,19.7769
2022-10-27,19.7769
2022-10-28,19.7769
2022-10-29,19.7769
2022-10-30,19.7769
2022-10-31,19.7769
2022-11-01,19.7769
2022-11-02,19.7769
2022-11-03,19.7769
2022-11-04,19.7769
2022-11-05,19.7769
2022-11-06,19.7769
2022-11-07,19.7769
2022-11-08,19.7769
2022-11-09,19.7769
2022-11-10,19.7769
2022-11-11,19.7769
2022-11-12,19.7769
2022-11-13,19.7769
2022-11-14,19.7769
2022-11-15,19.7769
2022-11-16,19.7769
2022-11-17,19.7769
2022-11-18,19.7769
2022-11-19,19.7769
2022-11-20,19.7769
2022-11-21,19.7769
2022-11-22,19.7769
2022-11-23,19.7769
2022-11-24,19.7769
2022-11-25,19.7769
2022-11-26,19.7769
2022-11-27,19.7769
2022-11-28,19.7769
2022-11-29,19.7769
2022-11-30,19.7769
2022-12-01,19.7769
2022-12-02,19.7769
2022-12-03,19.7769
2022-12-04,19.7769
2022-12-05,19.7769
2022-12-06,19.7769
2022-12-07,19.7769
2022-12-08,19.7769
2022-12-09,19.7769
2022-12-10,19.7769
2022-12-11,19.7769
2022-12-12,19.7769
2022-12-13,19.7769
2022-12-14,19.7769
2022-12-15,19.7769
2022-12-16,19.7769
2022-12-17,19.7769
2022-12-18,19.7769
2022-12-19,19.7769
2022-12-20,19.7769
2022-12-21,19.7769
2022-12-22,19.7769
2022-12-23,19.7769
2022-12-24,19.7769
2022-12-25,19.7769
2022-12-26,19.7769
2022-12-27,19.7769
2022-12-28,19.7769
2022-12-29,19.7769
2022-12-30,19.7769
2022-12-31,19.7769
2023-01-01,19.7769
2023-01-02,19.7769
2023-01-03,19.7769
2023-01-04,19.7769
2023-01-05,19.7769
2023-01-06,19.7769
2023-01-07,19.7769
2023-01-08,19.7769
2023-01-09,19.7769
2023-01-10,19.7769
2023-01-11,19.7769
2023-01-12,19.7769
2023-01-13,19.7769
2023-01-14,19.7769
2023-01-15,19.7769
2023-01-16,19.7769
2023-01-17,19.7769
2023-01-18,19.7769
2023-01-19,19.7769
2023-01-20,19.7769
2023-01-21,19.7769
2023-01-22,19.7769
2023-01-23,19.7769
2023-01-24,19.7769
2023-01-25,19.7769
2023-01-26,19.7769
2023-01-27,19.7769
2023-01-28,19.7769
2023-01-29,19.7769
2023-01-30,19.7769
2023-01-31,19.7769
2023-02-01,19.7769
2023-02-02,19.7769
2023-02-03,19.7769
2023-02-04,19.7769
2023-02-05,19.7769
2023-02-06,19.7769
2023-02-07,19.7769
2023-02-08,19.7769
2023-02-09,19.7769
2023-02-10,19.7769
2023-02-11,19.7769
2023-02-12,19.7769
2023-02-13,19.7769
2023-02-14,19.7769
2023-02-15,19.7769
2023-02-16,19.7769
2023-02-17,19.7769
2023-02-18,19.7769
2023-02-19,19.7769
2023-02-20,19.7769
2023-02-21,19.7769
2023-02-22,19.7769
2023-02-23,19.7769
2023-02-24,19.7769
2023-02-25,19.7769
2023-02-26,19.7769
2023-02-27,19.7769
2023-02-28,19.7769
2023-03-01,19.7769
2023-03-02,19.7769
2023-03-03,19.7769
2023-03-04,19.7769
2023-03-05,19.7769
2023-03-06,19.7769
2023-03-07,19.7769
2023-03-08,19.7769
2023-03-09,19.7769
2023-03-10,19.7769
2023-03-11,19.7769
2023-03-12,19.7769
2023-03-13,19.7769
2023-03-14,19.7769
2023-03-15,19.7769
