,MGY US Equity
2020-11-11,9.4216
2020-11-12,9.4216
2020-11-13,9.4216
2020-11-14,9.4216
2020-11-15,9.4216
2020-11-16,9.4216
2020-11-17,9.4216
2020-11-18,9.4216
2020-11-19,9.4216
2020-11-20,9.4216
2020-11-21,9.4216
2020-11-22,9.4216
2020-11-23,9.4216
2020-11-24,9.4216
2020-11-25,9.4216
2020-11-26,9.4216
2020-11-27,9.4216
2020-11-28,9.4216
2020-11-29,9.4216
2020-11-30,9.4216
2020-12-01,9.4216
2020-12-02,9.4216
2020-12-03,9.4216
2020-12-04,9.4216
2020-12-05,9.4216
2020-12-06,9.4216
2020-12-07,9.4216
2020-12-08,9.4216
2020-12-09,9.4216
2020-12-10,9.4216
2020-12-11,9.4216
2020-12-12,9.4216
2020-12-13,9.4216
2020-12-14,9.4216
2020-12-15,9.4216
2020-12-16,9.4216
2020-12-17,9.4216
2020-12-18,9.4216
2020-12-19,9.4216
2020-12-20,9.4216
2020-12-21,9.4216
2020-12-22,9.4216
2020-12-23,9.4216
2020-12-24,9.4216
2020-12-25,9.4216
2020-12-26,9.4216
2020-12-27,9.4216
2020-12-28,9.4216
2020-12-29,9.4216
2020-12-30,9.4216
2020-12-31,9.4216
2021-01-01,9.4216
2021-01-02,9.4216
2021-01-03,9.4216
2021-01-04,9.4216
2021-01-05,9.4216
2021-01-06,9.4216
2021-01-07,9.4216
2021-01-08,9.4216
2021-01-09,9.4216
2021-01-10,9.4216
2021-01-11,9.4216
2021-01-12,9.4216
2021-01-13,9.4216
2021-01-14,9.4216
2021-01-15,9.4216
2021-01-16,9.4216
2021-01-17,9.4216
2021-01-18,9.4216
2021-01-19,9.4216
2021-01-20,9.4216
2021-01-21,9.4216
2021-01-22,9.4216
2021-01-23,9.4216
2021-01-24,9.4216
2021-01-25,9.4216
2021-01-26,9.4216
2021-01-27,9.4216
2021-01-28,9.4216
2021-01-29,9.4216
2021-01-30,9.4216
2021-01-31,9.4216
2021-02-01,9.4216
2021-02-02,9.4216
2021-02-03,9.4216
2021-02-04,9.4216
2021-02-05,9.4216
2021-02-06,9.4216
2021-02-07,9.4216
2021-02-08,9.4216
2021-02-09,9.4216
2021-02-10,9.4216
2021-02-11,9.4216
2021-02-12,9.4216
2021-02-13,9.4216
2021-02-14,9.4216
2021-02-15,9.4216
2021-02-16,9.4216
2021-02-17,9.4216
2021-02-18,9.4216
2021-02-19,9.4216
2021-02-20,9.4216
2021-02-21,9.4216
2021-02-22,9.4216
2021-02-23,9.4216
2021-02-24,9.4216
2021-02-25,9.4216
2021-02-26,9.4216
2021-02-27,9.4216
2021-02-28,9.4216
2021-03-01,9.4216
2021-03-02,9.4216
2021-03-03,9.4216
2021-03-04,9.4216
2021-03-05,9.4216
2021-03-06,9.4216
2021-03-07,9.4216
2021-03-08,9.4216
2021-03-09,9.4216
2021-03-10,9.4216
2021-03-11,9.4216
2021-03-12,9.4216
2021-03-13,9.4216
2021-03-14,9.4216
2021-03-15,9.4216
2021-03-16,9.4216
2021-03-17,9.4216
2021-03-18,9.4216
2021-03-19,9.4216
2021-03-20,9.4216
2021-03-21,9.4216
2021-03-22,9.4216
2021-03-23,9.4216
2021-03-24,9.4216
2021-03-25,9.4216
2021-03-26,9.4216
2021-03-27,9.4216
2021-03-28,9.4216
2021-03-29,9.4216
2021-03-30,9.4216
2021-03-31,21.724
2021-04-01,22.9724
2021-04-02,22.9724
2021-04-03,22.9724
2021-04-04,22.9724
2021-04-05,22.0757
2021-04-06,22.1812
2021-04-07,22.5856
2021-04-08,22.146
2021-04-09,22.0229
2021-04-10,22.0229
2021-04-11,22.0229
2021-04-12,21.3724
2021-04-13,20.6867
2021-04-14,22.1284
2021-04-15,21.7944
2021-04-16,21.0735
2021-04-17,21.0735
2021-04-18,21.0735
2021-04-19,21.0031
2021-04-20,20.2823
2021-04-21,20.546
2021-04-22,20.4405
2021-04-23,20.4581
2021-04-24,20.4581
2021-04-25,20.4581
2021-04-26,20.8625
2021-04-27,20.8976
2021-04-28,21.9702
2021-04-29,22.1109
2021-04-30,21.3372
2021-05-01,21.3372
2021-05-02,21.3372
2021-05-03,21.6185
2021-05-04,21.601
2021-05-05,22.6141
2021-05-06,22.5093
2021-05-07,23.0685
2021-05-08,23.0685
2021-05-09,23.0685
2021-05-10,22.8763
2021-05-11,22.4569
2021-05-12,22.4743
2021-05-13,21.8627
2021-05-14,23.2258
2021-05-15,23.2258
2021-05-16,23.2258
2021-05-17,23.9772
2021-05-18,22.8588
2021-05-19,22.2996
2021-05-20,22.4044
2021-05-21,22.1773
2021-05-22,22.1773
2021-05-23,22.1773
2021-05-24,22.7714
2021-05-25,22.02
2021-05-26,22.8238
2021-05-27,23.4704
2021-05-28,24.117
2021-05-29,24.117
2021-05-30,24.117
2021-05-31,24.117
2021-06-01,25.5849
2021-06-02,26.6859
2021-06-03,26.4237
2021-06-04,26.3014
2021-06-05,26.3014
2021-06-06,26.3014
2021-06-07,26.7907
2021-06-08,27.4548
2021-06-09,27.0354
2021-06-10,27.3324
2021-06-11,27.9965
2021-06-12,27.9965
2021-06-13,27.9965
2021-06-14,28.0664
2021-06-15,29.4644
2021-06-16,29.2023
2021-06-17,27.5946
2021-06-18,26.2665
2021-06-19,26.2665
2021-06-20,26.2665
2021-06-21,27.2276
2021-06-22,27.6819
2021-06-23,28.4159
2021-06-24,28.9052
2021-06-25,29.8664
2021-06-26,29.8664
2021-06-27,29.8664
2021-06-28,28.346
2021-06-29,28.2586
2021-06-30,13.5567
2021-07-01,13.9277
2021-07-02,13.8288
2021-07-03,13.8288
2021-07-04,13.8288
2021-07-05,13.8288
2021-07-06,13.1939
2021-07-07,13.0785
2021-07-08,13.0373
2021-07-09,13.4495
2021-07-10,13.4495
2021-07-11,13.4495
2021-07-12,13.6721
2021-07-13,13.4495
2021-07-14,12.8311
2021-07-15,12.5343
2021-07-16,12.0314
2021-07-17,12.0314
2021-07-18,12.0314
2021-07-19,11.446
2021-07-20,11.9407
2021-07-21,12.2457
2021-07-22,12.1303
2021-07-23,11.9654
2021-07-24,11.9654
2021-07-25,11.9654
2021-07-26,12.4684
2021-07-27,12.1303
2021-07-28,12.4189
2021-07-29,12.3282
2021-07-30,12.2128
2021-07-31,12.2128
2021-08-01,12.2128
2021-08-02,12.1221
2021-08-03,11.985
2021-08-04,11.3827
2021-08-05,12.0974
2021-08-06,12.2982
2021-08-07,12.2982
2021-08-08,12.2982
2021-08-09,11.8244
2021-08-10,12.25
2021-08-11,12.5632
2021-08-12,12.7158
2021-08-13,12.242
2021-08-14,12.242
2021-08-15,12.242
2021-08-16,11.8806
2021-08-17,11.8324
2021-08-18,11.4068
2021-08-19,11.1739
2021-08-20,11.2703
2021-08-21,11.2703
2021-08-22,11.2703
2021-08-23,11.8806
2021-08-24,12.1777
2021-08-25,12.3223
2021-08-26,12.2661
2021-08-27,12.7881
2021-08-28,12.7881
2021-08-29,12.7881
2021-08-30,13.0611
2021-08-31,13.2619
2021-09-01,13.1575
2021-09-02,13.808
2021-09-03,13.4385
2021-09-04,13.4385
2021-09-05,13.4385
2021-09-06,13.4385
2021-09-07,13.286
2021-09-08,13.4546
2021-09-09,13.5911
2021-09-10,13.5349
2021-09-11,13.5349
2021-09-12,13.5349
2021-09-13,13.7839
2021-09-14,13.4305
2021-09-15,14.2657
2021-09-16,14.4745
2021-09-17,14.089
2021-09-18,14.089
2021-09-19,14.089
2021-09-20,13.6393
2021-09-21,13.5429
2021-09-22,13.7517
2021-09-23,14.5468
2021-09-24,14.0167
2021-09-25,14.0167
2021-09-26,14.0167
2021-09-27,14.9965
2021-09-28,15.0366
2021-09-29,14.4884
2021-09-30,9.6135
2021-10-01,9.953
2021-10-02,9.953
2021-10-03,9.953
2021-10-04,10.3395
2021-10-05,10.2246
2021-10-06,10.1149
2021-10-07,10.2141
2021-10-08,10.6581
2021-10-09,10.6581
2021-10-10,10.6581
2021-10-11,10.7678
2021-10-12,10.6947
2021-10-13,10.9088
2021-10-14,11.0028
2021-10-15,10.9036
2021-10-16,10.9036
2021-10-17,10.9036
2021-10-18,11.1386
2021-10-19,11.0237
2021-10-20,11.2013
2021-10-21,11.0864
2021-10-22,11.264
2021-10-23,11.264
2021-10-24,11.264
2021-10-25,11.6975
2021-10-26,11.7863
2021-10-27,11.4677
2021-10-28,11.4886
2021-10-29,11.2274
2021-10-30,11.2274
2021-10-31,11.2274
2021-11-01,11.6296
2021-11-02,11.2619
2021-11-03,10.874
2021-11-04,10.9574
2021-11-05,11.1086
2021-11-06,11.1086
2021-11-07,11.1086
2021-11-08,11.3015
2021-11-09,11.2546
2021-11-10,10.775
2021-11-11,10.8219
2021-11-12,10.8897
2021-11-13,10.8897
2021-11-14,10.8897
2021-11-15,11.0096
2021-11-16,10.9105
2021-11-17,10.5664
2021-11-18,10.702
2021-11-19,10.3005
2021-11-20,10.3005
2021-11-21,10.3005
2021-11-22,10.3318
2021-11-23,10.6446
2021-11-24,10.8427
2021-11-25,10.8427
2021-11-26,10.1337
2021-11-27,10.1337
2021-11-28,10.1337
2021-11-29,10.41
2021-11-30,10.2119
2021-12-01,9.7792
2021-12-02,10.0086
2021-12-03,9.8886
2021-12-04,9.8886
2021-12-05,9.8886
2021-12-06,10.5299
2021-12-07,11.0982
2021-12-08,11.2807
2021-12-09,10.9157
2021-12-10,10.9783
2021-12-11,10.9783
2021-12-12,10.9783
2021-12-13,10.5664
2021-12-14,10.3266
2021-12-15,10.2797
2021-12-16,10.118
2021-12-17,9.9721
2021-12-18,9.9721
2021-12-19,9.9721
2021-12-20,9.6384
2021-12-21,10.0503
2021-12-22,10.1545
2021-12-23,10.0868
2021-12-24,10.0868
2021-12-25,10.0868
2021-12-26,10.0868
2021-12-27,10.5716
2021-12-28,10.4048
2021-12-29,10.4361
2021-12-30,10.1962
2021-12-31,7.2802
2022-01-01,7.2802
2022-01-02,7.2802
2022-01-03,7.6407
2022-01-04,8.12
2022-01-05,7.6905
2022-01-06,7.7902
2022-01-07,7.6714
2022-01-08,7.6714
2022-01-09,7.6714
2022-01-10,7.6023
2022-01-11,8.097
2022-01-12,8.1431
2022-01-13,8.12
2022-01-14,8.5687
2022-01-15,8.5687
2022-01-16,8.5687
2022-01-17,8.5687
2022-01-18,8.2313
2022-01-19,8.2696
2022-01-20,7.8976
2022-01-21,7.656
2022-01-22,7.656
2022-01-23,7.656
2022-01-24,7.9321
2022-01-25,8.3693
2022-01-26,8.3578
2022-01-27,8.4038
2022-01-28,8.3732
2022-01-29,8.3732
2022-01-30,8.3732
2022-01-31,8.3386
2022-02-01,8.7106
2022-02-02,8.6646
2022-02-03,8.795
2022-02-04,8.4422
2022-02-05,8.4422
2022-02-06,8.4422
2022-02-07,8.4575
2022-02-08,7.9551
2022-02-09,8.2926
2022-02-10,8.0932
2022-02-11,8.3003
2022-02-12,8.3003
2022-02-13,8.3003
2022-02-14,8.0357
2022-02-15,7.7557
2022-02-16,7.8286
2022-02-17,7.8308
2022-02-18,7.7594
2022-02-19,7.7594
2022-02-20,7.7594
2022-02-21,7.7594
2022-02-22,7.6278
2022-02-23,7.7331
2022-02-24,7.876
2022-02-25,7.9248
2022-02-26,7.9248
2022-02-27,7.9248
2022-02-28,8.4475
2022-03-01,8.5189
2022-03-02,8.6505
2022-03-03,8.5716
2022-03-04,8.9927
2022-03-05,8.9927
2022-03-06,8.9927
2022-03-07,9.0115
2022-03-08,8.91
2022-03-09,8.7633
2022-03-10,8.6951
2022-03-11,8.4062
2022-03-12,8.4062
2022-03-13,8.4062
2022-03-14,8.0863
2022-03-15,8.064
2022-03-16,8.1384
2022-03-17,8.7001
2022-03-18,8.6778
2022-03-19,8.6778
2022-03-20,8.6778
2022-03-21,8.9977
2022-03-22,8.9642
2022-03-23,9.1242
2022-03-24,9.1205
2022-03-25,9.5074
2022-03-26,9.5074
2022-03-27,9.5074
2022-03-28,9.2023
2022-03-29,9.2544
2022-03-30,9.1837
2022-03-31,7.2354
2022-04-01,7.2991
2022-04-02,7.2991
2022-04-03,7.2991
2022-04-04,7.3962
2022-04-05,7.3507
2022-04-06,7.1959
2022-04-07,7.4418
2022-04-08,7.8181
2022-04-09,7.8181
2022-04-10,7.8181
2022-04-11,7.6815
2022-04-12,7.8121
2022-04-13,7.9577
2022-04-14,8.0215
2022-04-15,8.0215
2022-04-16,8.0215
2022-04-17,8.0215
2022-04-18,8.0609
2022-04-19,7.9395
2022-04-20,8.0458
2022-04-21,7.6148
2022-04-22,7.3446
2022-04-23,7.3446
2022-04-24,7.3446
2022-04-25,7.1656
2022-04-26,7.0229
2022-04-27,7.0533
2022-04-28,7.3507
2022-04-29,7.1109
2022-04-30,7.1109
2022-05-01,7.1109
2022-05-02,7.0806
2022-05-03,7.4478
2022-05-04,7.7847
2022-05-05,7.6117
2022-05-06,7.8485
2022-05-07,7.8485
2022-05-08,7.8485
2022-05-09,7.0351
2022-05-10,6.7823
2022-05-11,6.8518
2022-05-12,6.885
2022-05-13,7.2232
2022-05-14,7.2232
2022-05-15,7.2232
2022-05-16,7.2746
2022-05-17,7.4859
2022-05-18,7.2353
2022-05-19,7.3198
2022-05-20,7.4618
2022-05-21,7.4618
2022-05-22,7.4618
2022-05-23,7.797
2022-05-24,7.7607
2022-05-25,8.0597
2022-05-26,8.1926
2022-05-27,8.5761
2022-05-28,8.5761
2022-05-29,8.5761
2022-05-30,8.5761
2022-05-31,8.3949
2022-06-01,8.6153
2022-06-02,8.291
2022-06-03,8.4016
2022-06-04,8.4016
2022-06-05,8.4016
2022-06-06,8.485
2022-06-07,8.9172
2022-06-08,8.8188
2022-06-09,8.7562
2022-06-10,8.64
2022-06-11,8.64
2022-06-12,8.64
2022-06-13,8.1662
2022-06-14,8.19
2022-06-15,8.1185
2022-06-16,7.6148
2022-06-17,7.141
2022-06-18,7.141
2022-06-19,7.141
2022-06-20,7.141
2022-06-21,7.4181
2022-06-22,6.9622
2022-06-23,6.5718
2022-06-24,6.3781
2022-06-25,6.3781
2022-06-26,6.3781
2022-06-27,6.5539
2022-06-28,6.843
2022-06-29,6.6463
2022-06-30,4.8071
2022-07-01,4.8212
2022-07-02,4.8212
2022-07-03,4.8212
2022-07-04,4.8212
2022-07-05,4.3869
2022-07-06,4.3799
2022-07-07,4.6639
2022-07-08,4.6216
2022-07-09,4.6216
2022-07-10,4.6216
2022-07-11,4.563
2022-07-12,4.4362
2022-07-13,4.4855
2022-07-14,4.4245
2022-07-15,4.5348
2022-07-16,4.5348
2022-07-17,4.5348
2022-07-18,4.6991
2022-07-19,4.9831
2022-07-20,5.1193
2022-07-21,4.9245
2022-07-22,4.7836
2022-07-23,4.7836
2022-07-24,4.7836
2022-07-25,5.1592
2022-07-26,5.1146
2022-07-27,5.3587
2022-07-28,5.3611
2022-07-29,5.5442
2022-07-30,5.5442
2022-07-31,5.5442
2022-08-01,5.4432
2022-08-02,5.5184
2022-08-03,5.2282
2022-08-04,4.9382
2022-08-05,5.024
2022-08-06,5.024
2022-08-07,5.024
2022-08-08,5.0264
2022-08-09,5.024
2022-08-10,5.1424
2022-08-11,5.3048
2022-08-12,5.3675
2022-08-13,5.3675
2022-08-14,5.3675
2022-08-15,5.1981
2022-08-16,5.0983
2022-08-17,5.1957
2022-08-18,5.5136
2022-08-19,5.3953
2022-08-20,5.3953
2022-08-21,5.3953
2022-08-22,5.3651
2022-08-23,5.5415
2022-08-24,5.6645
2022-08-25,5.6389
2022-08-26,5.6134
2022-08-27,5.6134
2022-08-28,5.6134
2022-08-29,5.7596
2022-08-30,5.4069
2022-08-31,5.4185
2022-09-01,5.1053
2022-09-02,5.2584
2022-09-03,5.2584
2022-09-04,5.2584
2022-09-05,5.2584
2022-09-06,5.1447
2022-09-07,4.9962
2022-09-08,5.0658
2022-09-09,5.2584
2022-09-10,5.2584
2022-09-11,5.2584
2022-09-12,5.3605
2022-09-13,5.2004
2022-09-14,5.4881
2022-09-15,5.205
2022-09-16,5.147
2022-09-17,5.147
2022-09-18,5.147
2022-09-19,5.0913
2022-09-20,5.1053
2022-09-21,4.8802
2022-09-22,4.7758
2022-09-23,4.2815
2022-09-24,4.2815
2022-09-25,4.2815
2022-09-26,4.1284
2022-09-27,4.2212
2022-09-28,4.4324
2022-09-29,4.4486
2022-09-30,3.7204
2022-10-01,3.7204
2022-10-02,3.7204
2022-10-03,4.0676
2022-10-04,4.225
2022-10-05,4.328
2022-10-06,4.4834
2022-10-07,4.3643
2022-10-08,4.3643
2022-10-09,4.3643
2022-10-10,4.2755
2022-10-11,4.116
2022-10-12,4.2997
2022-10-13,4.4067
2022-10-14,4.1584
2022-10-15,4.1584
2022-10-16,4.1584
2022-10-17,4.2815
2022-10-18,4.3663
2022-10-19,4.5419
2022-10-20,4.5036
2022-10-21,4.7478
2022-10-22,4.7478
2022-10-23,4.7478
2022-10-24,4.8003
2022-10-25,4.8083
2022-10-26,4.9557
2022-10-27,4.7942
2022-10-28,4.7498
2022-10-29,4.7498
2022-10-30,4.7498
2022-10-31,4.9052
2022-11-01,4.881
2022-11-02,4.7343
2022-11-03,4.8145
2022-11-04,4.9971
2022-11-05,4.9971
2022-11-06,4.9971
2022-11-07,5.2377
2022-11-08,5.1836
2022-11-09,4.7824
2022-11-10,4.9449
2022-11-11,5.1535
2022-11-12,5.1535
2022-11-13,5.1535
2022-11-14,5.0652
2022-11-15,5.2257
2022-11-16,5.0051
2022-11-17,4.9549
2022-11-18,4.9991
2022-11-19,4.9991
2022-11-20,4.9991
2022-11-21,4.8546
2022-11-22,5.0793
2022-11-23,4.9168
2022-11-24,4.9168
2022-11-25,4.9148
2022-11-26,4.9148
2022-11-27,4.9148
2022-11-28,4.7343
2022-11-29,4.8025
2022-11-30,4.9529
2022-12-01,4.8627
2022-12-02,4.8907
2022-12-03,4.8907
2022-12-04,4.8907
2022-12-05,4.5859
2022-12-06,4.4495
2022-12-07,4.3913
2022-12-08,4.2309
2022-12-09,4.1647
2022-12-10,4.1647
2022-12-11,4.1647
2022-12-12,4.285
2022-12-13,4.3793
2022-12-14,4.3773
2022-12-15,4.4094
2022-12-16,4.3171
2022-12-17,4.3171
2022-12-18,4.3171
2022-12-19,4.2489
2022-12-20,4.277
2022-12-21,4.4154
2022-12-22,4.3372
2022-12-23,4.5498
2022-12-24,4.5498
2022-12-25,4.5498
2022-12-26,4.5498
2022-12-27,4.5257
2022-12-28,4.3231
2022-12-29,4.4033
2022-12-30,4.4605
2022-12-31,4.4605
2023-01-01,4.4605
2023-01-02,4.4605
2023-01-03,4.2048
2023-01-04,4.2451
2023-01-05,4.1726
2023-01-06,4.2149
2023-01-07,4.2149
2023-01-08,4.2149
2023-01-09,4.2954
2023-01-10,4.2612
2023-01-11,4.3538
2023-01-12,4.5209
2023-01-13,4.531
2023-01-14,4.531
2023-01-15,4.531
2023-01-16,4.531
2023-01-17,4.4988
2023-01-18,4.376
2023-01-19,4.4787
2023-01-20,4.535
2023-01-21,4.535
2023-01-22,4.535
2023-01-23,4.5813
2023-01-24,4.4303
2023-01-25,4.3921
2023-01-26,4.533
2023-01-27,4.4847
2023-01-28,4.4847
2023-01-29,4.4847
2023-01-30,4.3579
2023-01-31,4.4928
2023-02-01,4.3719
2023-02-02,4.3538
2023-02-03,4.3901
2023-02-04,4.3901
2023-02-05,4.3901
2023-02-06,4.235
2023-02-07,4.4565
2023-02-08,4.3579
2023-02-09,4.2109
2023-02-10,4.4565
2023-02-11,4.4565
2023-02-12,4.4565
2023-02-13,4.384
2023-02-14,4.4001
2023-02-15,4.2854
2023-02-16,4.1731
2023-02-17,3.9679
2023-02-18,3.9679
2023-02-19,3.9679
2023-02-20,3.9679
2023-02-21,3.9141
2023-02-22,3.8982
2023-02-23,4.0655
2023-02-24,4.1233
2023-02-25,4.1233
2023-02-26,4.1233
2023-02-27,4.1352
2023-02-28,4.0914
2023-03-01,4.193
2023-03-02,4.2886
2023-03-03,4.3683
2023-03-04,4.3683
2023-03-05,4.3683
2023-03-06,4.3085
2023-03-07,4.1711
2023-03-08,4.0575
2023-03-09,3.9938
2023-03-10,3.8842
2023-03-11,3.8842
2023-03-12,3.8842
2023-03-13,3.7727
2023-03-14,3.8205
2023-03-15,3.5914
2023-03-16,3.7169
