,PGR US Equity
2020-10-23,9.2824
2020-10-24,9.2824
2020-10-25,9.2824
2020-10-26,9.2134
2020-10-27,9.2098
2020-10-28,9.0124
2020-10-29,8.9672
2020-10-30,9.0416
2020-10-31,9.0416
2020-11-01,9.0416
2020-11-02,9.2629
2020-11-03,9.2691
2020-11-04,9.3922
2020-11-05,9.5188
2020-11-06,9.5737
2020-11-07,9.5737
2020-11-08,9.5737
2020-11-09,8.9079
2020-11-10,9.108
2020-11-11,9.1142
2020-11-12,9.2877
2020-11-13,9.3745
2020-11-14,9.3745
2020-11-15,9.3745
2020-11-16,9.3957
2020-11-17,9.3098
2020-11-18,9.2673
2020-11-19,9.2514
2020-11-20,9.1514
2020-11-21,9.1514
2020-11-22,9.1514
2020-11-23,9.1328
2020-11-24,8.7494
2020-11-25,8.8176
2020-11-26,8.8176
2020-11-27,8.7317
2020-11-28,8.7317
2020-11-29,8.7317
2020-11-30,8.6149
2020-12-01,8.7963
2020-12-02,8.7998
2020-12-03,8.7202
2020-12-04,8.8282
2020-12-05,8.8282
2020-12-06,8.8282
2020-12-07,8.8928
2020-12-08,9.122
2020-12-09,9.1893
2020-12-10,9.2424
2020-12-11,9.2592
2020-12-12,9.2592
2020-12-13,9.2592
2020-12-14,9.2335
2020-12-15,9.4628
2020-12-16,9.4336
2020-12-17,9.4291
2020-12-18,9.4843
2020-12-19,9.4843
2020-12-20,9.4843
2020-12-21,9.5719
2020-12-22,9.5764
2020-12-23,9.5339
2020-12-24,9.6047
2020-12-25,9.6047
2020-12-26,9.6047
2020-12-27,9.6047
2020-12-28,9.5879
2020-12-29,9.5498
2020-12-30,9.525
2020-12-31,8.6421
2021-01-01,8.6421
2021-01-02,8.6421
2021-01-03,8.6421
2021-01-04,8.5035
2021-01-05,8.4893
2021-01-06,8.635
2021-01-07,8.3142
2021-01-08,8.2952
2021-01-09,8.2952
2021-01-10,8.2952
2021-01-11,8.3419
2021-01-12,8.3404
2021-01-13,8.3293
2021-01-14,8.2121
2021-01-15,8.319
2021-01-16,8.319
2021-01-17,8.319
2021-01-18,8.319
2021-01-19,8.4291
2021-01-20,8.4188
2021-01-21,8.2762
2021-01-22,8.1218
2021-01-23,8.1218
2021-01-24,8.1218
2021-01-25,8.1305
2021-01-26,8.075
2021-01-27,7.7032
2021-01-28,7.818
2021-01-29,7.7151
2021-01-30,7.7151
2021-01-31,7.7151
2021-02-01,7.6359
2021-02-02,7.6803
2021-02-03,7.6969
2021-02-04,7.7903
2021-02-05,7.7373
2021-02-06,7.7373
2021-02-07,7.7373
2021-02-08,7.6343
2021-02-09,7.6422
2021-02-10,7.5836
2021-02-11,7.6502
2021-02-12,7.6422
2021-02-13,7.6422
2021-02-14,7.6422
2021-02-15,7.6422
2021-02-16,7.552
2021-02-17,7.6407
2021-02-18,7.7931
2021-02-19,7.7107
2021-02-20,7.7107
2021-02-21,7.7107
2021-02-22,7.7685
2021-02-23,7.9239
2021-02-24,7.7646
2021-02-25,7.7147
2021-02-26,7.6227
2021-02-27,7.6227
2021-02-28,7.6227
2021-03-01,7.7572
2021-03-02,7.842
2021-03-03,7.8539
2021-03-04,7.7057
2021-03-05,7.9094
2021-03-06,7.9094
2021-03-07,7.9094
2021-03-08,8.0251
2021-03-09,7.9585
2021-03-10,8.1202
2021-03-11,8.1654
2021-03-12,8.1852
2021-03-13,8.1852
2021-03-14,8.1852
2021-03-15,8.2122
2021-03-16,8.2114
2021-03-17,8.0235
2021-03-18,7.9641
2021-03-19,8.0108
2021-03-20,8.0108
2021-03-21,8.0108
2021-03-22,7.9467
2021-03-23,7.9958
2021-03-24,8.1335
2021-03-25,8.2713
2021-03-26,8.352
2021-03-27,8.352
2021-03-28,8.352
2021-03-29,8.428
2021-03-30,8.3765
2021-03-31,7.3541
2021-04-01,7.3499
2021-04-02,7.3499
2021-04-03,7.3499
2021-04-04,7.3499
2021-04-05,7.4315
2021-04-06,7.3416
2021-04-07,7.3716
2021-04-08,7.3102
2021-04-09,7.359
2021-04-10,7.359
2021-04-11,7.359
2021-04-12,7.4113
2021-04-13,7.4713
2021-04-14,7.4636
2021-04-15,7.6887
2021-04-16,7.5743
2021-04-17,7.5743
2021-04-18,7.5743
2021-04-19,7.6113
2021-04-20,7.6461
2021-04-21,7.7452
2021-04-22,7.6712
2021-04-23,7.7138
2021-04-24,7.7138
2021-04-25,7.7138
2021-04-26,7.651
2021-04-27,7.6545
2021-04-28,7.6859
2021-04-29,7.7968
2021-04-30,7.7124
2021-05-01,7.7124
2021-05-02,7.7124
2021-05-03,7.8393
2021-05-04,7.8785
2021-05-05,7.9252
2021-05-06,7.9531
2021-05-07,8.0214
2021-05-08,8.0214
2021-05-09,8.0214
2021-05-10,8.0605
2021-05-11,8.0145
2021-05-12,7.9921
2021-05-13,8.0821
2021-05-14,8.1553
2021-05-15,8.1553
2021-05-16,8.1553
2021-05-17,8.1177
2021-05-18,8.0772
2021-05-19,7.73
2021-05-20,7.8025
2021-05-21,7.6003
2021-05-22,7.6003
2021-05-23,7.6003
2021-05-24,7.4831
2021-05-25,7.4706
2021-05-26,7.5487
2021-05-27,7.601
2021-05-28,7.5961
2021-05-29,7.5961
2021-05-30,7.5961
2021-05-31,7.5961
2021-06-01,7.6121
2021-06-02,7.693
2021-06-03,7.6574
2021-06-04,7.6853
2021-06-05,7.6853
2021-06-06,7.6853
2021-06-07,7.4085
2021-06-08,7.3716
2021-06-09,7.299
2021-06-10,7.2433
2021-06-11,7.214
2021-06-12,7.214
2021-06-13,7.214
2021-06-14,7.1805
2021-06-15,7.2251
2021-06-16,7.1682
2021-06-17,7.0928
2021-06-18,7.1256
2021-06-19,7.1256
2021-06-20,7.1256
2021-06-21,7.2853
2021-06-22,7.3098
2021-06-23,7.3077
2021-06-24,7.3614
2021-06-25,7.4423
2021-06-26,7.4423
2021-06-27,7.4423
2021-06-28,7.4758
2021-06-29,7.5532
2021-06-30,8.8841
2021-07-01,8.9359
2021-07-02,8.9465
2021-07-03,8.9465
2021-07-04,8.9465
2021-07-05,8.9465
2021-07-06,8.8553
2021-07-07,8.958
2021-07-08,8.9071
2021-07-09,9.0008
2021-07-10,9.0008
2021-07-11,9.0008
2021-07-12,9.0213
2021-07-13,8.8496
2021-07-14,8.8216
2021-07-15,8.6148
2021-07-16,8.7159
2021-07-17,8.7159
2021-07-18,8.7159
2021-07-19,8.5836
2021-07-20,8.5713
2021-07-21,8.5376
2021-07-22,8.4875
2021-07-23,8.5968
2021-07-24,8.5968
2021-07-25,8.5968
2021-07-26,8.5894
2021-07-27,8.6913
2021-07-28,8.5795
2021-07-29,8.6814
2021-07-30,8.6321
2021-07-31,8.6321
2021-08-01,8.6321
2021-08-02,8.6222
2021-08-03,8.7508
2021-08-04,8.6472
2021-08-05,8.653
2021-08-06,8.7762
2021-08-07,8.7762
2021-08-08,8.7762
2021-08-09,8.7927
2021-08-10,8.7294
2021-08-11,8.7902
2021-08-12,8.7779
2021-08-13,8.7105
2021-08-14,8.7105
2021-08-15,8.7105
2021-08-16,8.791
2021-08-17,8.6735
2021-08-18,8.6671
2021-08-19,8.7189
2021-08-20,8.8315
2021-08-21,8.8315
2021-08-22,8.8315
2021-08-23,8.8085
2021-08-24,8.7542
2021-08-25,8.7205
2021-08-26,8.7214
2021-08-27,8.8249
2021-08-28,8.8249
2021-08-29,8.8249
2021-08-30,8.7148
2021-08-31,8.7304
2021-09-01,8.7362
2021-09-02,8.7312
2021-09-03,8.7214
2021-09-04,8.7214
2021-09-05,8.7214
2021-09-06,8.7214
2021-09-07,8.5595
2021-09-08,8.5619
2021-09-09,8.474
2021-09-10,8.4658
2021-09-11,8.4658
2021-09-12,8.4658
2021-09-13,8.5381
2021-09-14,8.4724
2021-09-15,8.4814
2021-09-16,8.4551
2021-09-17,8.4239
2021-09-18,8.4239
2021-09-19,8.4239
2021-09-20,8.391
2021-09-21,8.3795
2021-09-22,8.377
2021-09-23,8.3384
2021-09-24,8.3376
2021-09-25,8.3376
2021-09-26,8.3376
2021-09-27,8.2653
2021-09-28,8.2382
2021-09-29,8.3031
2021-09-30,10.8756
2021-10-01,10.9359
2021-10-02,10.9359
2021-10-03,10.9359
2021-10-04,10.8668
2021-10-05,10.971
2021-10-06,11.0818
2021-10-07,10.9579
2021-10-08,10.9348
2021-10-09,10.9348
2021-10-10,10.9348
2021-10-11,10.9645
2021-10-12,10.8899
2021-10-13,10.9228
2021-10-14,10.8339
2021-10-15,10.9699
2021-10-16,10.9699
2021-10-17,10.9699
2021-10-18,10.8701
2021-10-19,11.1202
2021-10-20,11.3265
2021-10-21,11.3407
2021-10-22,11.4493
2021-10-23,11.4493
2021-10-24,11.4493
2021-10-25,11.5294
2021-10-26,11.5184
2021-10-27,11.3045
2021-10-28,11.457
2021-10-29,11.3681
2021-10-30,11.3681
2021-10-31,11.3681
2021-11-01,11.3484
2021-11-02,11.3354
2021-11-03,11.3936
2021-11-04,11.33
2021-11-05,11.4692
2021-11-06,11.4692
2021-11-07,11.4692
2021-11-08,11.5317
2021-11-09,11.4265
2021-11-10,11.455
2021-11-11,11.4714
2021-11-12,11.5054
2021-11-13,11.5054
2021-11-14,11.5054
2021-11-15,11.2653
2021-11-16,11.2543
2021-11-17,10.9089
2021-11-18,10.8965
2021-11-19,10.8505
2021-11-20,10.8505
2021-11-21,10.8505
2021-11-22,11.0422
2021-11-23,11.3127
2021-11-24,11.4354
2021-11-25,11.4354
2021-11-26,11.3204
2021-11-27,11.3204
2021-11-28,11.3204
2021-11-29,11.362
2021-11-30,11.1397
2021-12-01,11.1605
2021-12-02,11.4748
2021-12-03,11.3894
2021-12-04,11.3894
2021-12-05,11.3894
2021-12-06,11.5613
2021-12-07,11.5635
2021-12-08,11.3784
2021-12-09,11.3927
2021-12-10,11.3719
2021-12-11,11.3719
2021-12-12,11.3719
2021-12-13,11.5504
2021-12-14,11.5997
2021-12-15,12.1112
2021-12-16,12.2437
2021-12-17,12.0192
2021-12-18,12.0192
2021-12-19,12.0192
2021-12-20,12.0794
2021-12-21,12.0466
2021-12-22,12.04
2021-12-23,12.0499
2021-12-24,12.0499
2021-12-25,12.0499
2021-12-26,12.0499
2021-12-27,12.2766
2021-12-28,12.2799
2021-12-29,12.3478
2021-12-30,12.247
2021-12-31,14.762
2022-01-01,14.762
2022-01-02,14.762
2022-01-03,14.6763
2022-01-04,14.6974
2022-01-05,14.7937
2022-01-06,15.1051
2022-01-07,15.6237
2022-01-08,15.6237
2022-01-09,15.6237
2022-01-10,15.7319
2022-01-11,15.5894
2022-01-12,15.7122
2022-01-13,15.6343
2022-01-14,15.699
2022-01-15,15.699
2022-01-16,15.699
2022-01-17,15.699
2022-01-18,15.7148
2022-01-19,15.4192
2022-01-20,15.3585
2022-01-21,15.4707
2022-01-22,15.4707
2022-01-23,15.4707
2022-01-24,15.7161
2022-01-25,15.6396
2022-01-26,15.4192
2022-01-27,15.4205
2022-01-28,15.563
2022-01-29,15.563
2022-01-30,15.563
2022-01-31,15.5551
2022-02-01,15.4812
2022-02-02,15.6633
2022-02-03,15.6924
2022-02-04,15.6092
2022-02-05,15.6092
2022-02-06,15.6092
2022-02-07,15.6132
2022-02-08,15.6264
2022-02-09,15.5248
2022-02-10,15.2714
2022-02-11,15.2305
2022-02-12,15.2305
2022-02-13,15.2305
2022-02-14,15.2318
2022-02-15,15.1751
2022-02-16,15.2147
2022-02-17,15.1025
2022-02-18,15.2582
2022-02-19,15.2582
2022-02-20,15.2582
2022-02-21,15.2582
2022-02-22,15.2371
2022-02-23,15.022
2022-02-24,14.7924
2022-02-25,15.3677
2022-02-26,15.3677
2022-02-27,15.3677
2022-02-28,15.2056
2022-03-01,14.8504
2022-03-02,15.0722
2022-03-03,15.0933
2022-03-04,15.372
2022-03-05,15.372
2022-03-06,15.372
2022-03-07,15.2835
2022-03-08,14.919
2022-03-09,14.9639
2022-03-10,15.0392
2022-03-11,15.1541
2022-03-12,15.1541
2022-03-13,15.1541
2022-03-14,15.1765
2022-03-15,15.3878
2022-03-16,15.2333
2022-03-17,15.6797
2022-03-18,15.9042
2022-03-19,15.9042
2022-03-20,15.9042
2022-03-21,16.031
2022-03-22,16.1855
2022-03-23,16.2713
2022-03-24,16.2845
2022-03-25,16.6239
2022-03-26,16.6239
2022-03-27,16.6239
2022-03-28,16.6525
2022-03-29,16.5613
2022-03-30,16.6908
2022-03-31,24.8498
2022-04-01,25.0878
2022-04-02,25.0878
2022-04-03,25.0878
2022-04-04,24.8716
2022-04-05,24.8974
2022-04-06,25.421
2022-04-07,25.9486
2022-04-08,25.7463
2022-04-09,25.7463
2022-04-10,25.7463
2022-04-11,25.7305
2022-04-12,25.1096
2022-04-13,24.8339
2022-04-14,24.4769
2022-04-15,24.4769
2022-04-16,24.4769
2022-04-17,24.4769
2022-04-18,23.987
2022-04-19,24.2865
2022-04-20,24.6614
2022-04-21,24.6574
2022-04-22,23.7292
2022-04-23,23.7292
2022-04-24,23.7292
2022-04-25,24.1695
2022-04-26,23.743
2022-04-27,23.4535
2022-04-28,24.1417
2022-04-29,23.5348
2022-04-30,23.5348
2022-05-01,23.5348
2022-05-02,24.1238
2022-05-03,24.5007
2022-05-04,25.2167
2022-05-05,24.5364
2022-05-06,23.9513
2022-05-07,23.9513
2022-05-08,23.9513
2022-05-09,23.8104
2022-05-10,23.7152
2022-05-11,23.6359
2022-05-12,23.8204
2022-05-13,23.626
2022-05-14,23.626
2022-05-15,23.626
2022-05-16,24.0088
2022-05-17,24.2944
2022-05-18,24.4352
2022-05-19,24.1417
2022-05-20,24.2547
2022-05-21,24.2547
2022-05-22,24.2547
2022-05-23,24.6415
2022-05-24,24.9965
2022-05-25,25.1731
2022-05-26,25.4091
2022-05-27,26.1093
2022-05-28,26.1093
2022-05-29,26.1093
2022-05-30,26.1093
2022-05-31,25.9188
2022-06-01,25.7383
2022-06-02,25.9188
2022-06-03,25.8653
2022-06-04,25.8653
2022-06-05,25.8653
2022-06-06,26.0557
2022-06-07,26.2778
2022-06-08,25.9684
2022-06-09,25.1572
2022-06-10,24.7645
2022-06-11,24.7645
2022-06-12,24.7645
2022-06-13,24.7605
2022-06-14,24.5364
2022-06-15,24.5681
2022-06-16,24.1
2022-06-17,23.9711
2022-06-18,23.9711
2022-06-19,23.9711
2022-06-20,23.9711
2022-06-21,24.4916
2022-06-22,24.4262
2022-06-23,24.0096
2022-06-24,25.2473
2022-06-25,25.2473
2022-06-26,25.2473
2022-06-27,25.3604
2022-06-28,25.1343
2022-06-29,24.7812
2022-06-30,56.5482
2022-07-01,57.5273
2022-07-02,57.5273
2022-07-03,57.5273
2022-07-04,57.5273
2022-07-05,56.9336
2022-07-06,58.2184
2022-07-07,58.4753
2022-07-08,58.369
2022-07-09,58.369
2022-07-10,58.369
2022-07-11,58.3424
2022-07-12,56.8938
2022-07-13,57.0577
2022-07-14,54.8028
2022-07-15,56.4641
2022-07-16,56.4641
2022-07-17,56.4641
2022-07-18,53.8991
2022-07-19,54.6389
2022-07-20,54.3642
2022-07-21,54.3421
2022-07-22,54.2978
2022-07-23,54.2978
2022-07-24,54.2978
2022-07-25,54.9401
2022-07-26,54.918
2022-07-27,55.1528
2022-07-28,55.6268
2022-07-29,56.0122
2022-07-30,56.0122
2022-07-31,56.0122
2022-08-01,55.2148
2022-08-02,55.1851
2022-08-03,55.8762
2022-08-04,56.7755
2022-08-05,57.44
2022-08-06,57.44
2022-08-07,57.44
2022-08-08,57.5331
2022-08-09,58.0514
2022-08-10,58.5963
2022-08-11,58.4058
2022-08-12,58.9862
2022-08-13,58.9862
2022-08-14,58.9862
2022-08-15,59.0925
2022-08-16,59.3051
2022-08-17,61.3186
2022-08-18,61.828
2022-08-19,61.5047
2022-08-20,61.5047
2022-08-21,61.5047
2022-08-22,60.8225
2022-08-23,60.1404
2022-08-24,60.6188
2022-08-25,61.0396
2022-08-26,60.4771
2022-08-27,60.4771
2022-08-28,60.4771
2022-08-29,60.4151
2022-08-30,60.0696
2022-08-31,59.3653
2022-09-01,59.8304
2022-09-02,59.259
2022-09-03,59.259
2022-09-04,59.259
2022-09-05,59.259
2022-09-06,59.29
2022-09-07,61.3806
2022-09-08,62.2754
2022-09-09,62.0362
2022-09-10,62.0362
2022-09-11,62.0362
2022-09-12,62.2222
2022-09-13,61.1636
2022-09-14,61.7527
2022-09-15,61.3608
2022-09-16,60.3859
2022-09-17,60.3859
2022-09-18,60.3859
2022-09-19,61.4494
2022-09-20,60.4789
2022-09-21,58.8215
2022-09-22,59.2913
2022-09-23,58.8968
2022-09-24,58.8968
2022-09-25,58.8968
2022-09-26,57.7225
2022-09-27,57.82
2022-09-28,57.7978
2022-09-29,57.5053
2022-09-30,55.9202
2022-10-01,55.9202
2022-10-02,55.9202
2022-10-03,57.8037
2022-10-04,59.3139
2022-10-05,58.6115
2022-10-06,58.4271
2022-10-07,58.4447
2022-10-08,58.4447
2022-10-09,58.4447
2022-10-10,59.2217
2022-10-11,59.0988
2022-10-12,58.1988
2022-10-13,58.6466
2022-10-14,55.7797
2022-10-15,55.7797
2022-10-16,55.7797
2022-10-17,57.4041
2022-10-18,57.6983
2022-10-19,58.111
2022-10-20,57.0837
2022-10-21,58.6598
2022-10-22,58.6598
2022-10-23,58.6598
2022-10-24,59.0154
2022-10-25,58.5105
2022-10-26,58.8705
2022-10-27,59.5071
2022-10-28,61.8428
2022-10-29,61.8428
2022-10-30,61.8428
2022-10-31,61.272
2022-11-01,61.5413
2022-11-02,60.975
2022-11-03,60.795
2022-11-04,60.4877
2022-11-05,60.4877
2022-11-06,60.4877
2022-11-07,60.7862
2022-11-08,61.5764
2022-11-09,60.9618
2022-11-10,61.8574
2022-11-11,60.3165
2022-11-12,60.3165
2022-11-13,60.3165
2022-11-14,58.8897
2022-11-15,58.9248
2022-11-16,60.176
2022-11-17,61.0956
2022-11-18,61.2448
2022-11-19,61.2448
2022-11-20,61.2448
2022-11-21,61.8813
2022-11-22,62.0042
2022-11-23,62.4432
2022-11-24,62.4432
2022-11-25,62.6539
2022-11-26,62.6539
2022-11-27,62.6539
2022-11-28,61.9735
2022-11-29,62.4564
2022-11-30,62.9085
2022-12-01,62.5178
2022-12-02,63.0665
2022-12-03,63.0665
2022-12-04,63.0665
2022-12-05,62.5178
2022-12-06,62.3905
2022-12-07,62.1754
2022-12-08,62.4827
2022-12-09,61.6926
2022-12-10,61.6926
2022-12-11,61.6926
2022-12-12,61.9384
2022-12-13,61.2097
2022-12-14,60.4635
2022-12-15,60.9376
2022-12-16,60.4064
2022-12-17,60.4064
2022-12-18,60.4064
2022-12-19,60.6786
2022-12-20,60.7313
2022-12-21,61.5784
2022-12-22,61.3502
2022-12-23,61.7189
2022-12-24,61.7189
2022-12-25,61.7189
2022-12-26,61.7189
2022-12-27,62.0394
2022-12-28,61.8418
2022-12-29,62.2106
2022-12-30,70.9474
2022-12-31,70.9474
2023-01-01,70.9474
2023-01-02,70.9474
2023-01-03,71.1632
2023-01-04,71.7153
2023-01-05,71.8608
2023-01-06,73.4066
2023-01-07,73.4066
2023-01-08,73.4066
2023-01-09,72.1017
2023-01-10,72.6086
2023-01-11,72.2222
2023-01-12,72.5685
2023-01-13,72.9248
2023-01-14,72.9248
2023-01-15,72.9248
2023-01-16,72.9248
2023-01-17,71.4392
2023-01-18,70.2046
2023-01-19,69.0452
2023-01-20,69.9034
2023-01-21,69.9034
2023-01-22,69.9034
2023-01-23,69.6475
2023-01-24,70.6864
2023-01-25,73.8266
2023-01-26,73.5456
2023-01-27,73.6259
2023-01-28,73.6259
2023-01-29,73.6259
2023-01-30,73.7915
2023-01-31,74.2682
2023-02-01,75.0861
2023-02-02,73.5757
2023-02-03,74.2481
2023-02-04,74.2481
2023-02-05,74.2481
2023-02-06,74.9306
2023-02-07,75.4474
2023-02-08,75.2818
2023-02-09,74.6847
2023-02-10,75.4625
2023-02-11,75.4625
2023-02-12,75.4625
2023-02-13,75.9543
2023-02-14,75.7335
2023-02-15,77.0833
2023-02-16,77.4233
2023-02-17,76.9111
2023-02-18,76.9111
2023-02-19,76.9111
2023-02-20,76.9111
2023-02-21,77.4434
2023-02-22,77.3982
2023-02-23,77.3329
2023-02-24,77.0567
2023-02-25,77.0567
2023-02-26,77.0567
2023-02-27,77.0013
2023-02-28,77.9203
2023-03-01,77.2725
2023-03-02,77.2825
2023-03-03,78.9648
2023-03-04,78.9648
2023-03-05,78.9648
2023-03-06,78.9849
2023-03-07,78.5782
2023-03-08,78.0408
2023-03-09,77.1871
2023-03-10,76.479
2023-03-11,76.479
2023-03-12,76.479
2023-03-13,75.9166
2023-03-14,77.0766
2023-03-15,73.6719
2023-03-16,77.5939
2023-03-17,74.3046
