,MSEX US Equity
2020-11-12,40.788
2020-11-13,40.9167
2020-11-14,40.9167
2020-11-15,40.9167
2020-11-16,41.5364
2020-11-17,41.2456
2020-11-18,40.235
2020-11-19,40.2684
2020-11-20,40.359
2020-11-21,40.359
2020-11-22,40.359
2020-11-23,40.8452
2020-11-24,41.2456
2020-11-25,40.9882
2020-11-26,40.9882
2020-11-27,40.2207
2020-11-28,40.2207
2020-11-29,40.2207
2020-11-30,39.6916
2020-12-01,40.3399
2020-12-02,40.6402
2020-12-03,40.216
2020-12-04,40.7117
2020-12-05,40.7117
2020-12-06,40.7117
2020-12-07,40.5592
2020-12-08,40.7117
2020-12-09,41.3457
2020-12-10,42.0607
2020-12-11,42.5946
2020-12-12,42.5946
2020-12-13,42.5946
2020-12-14,42.0941
2020-12-15,42.4707
2020-12-16,41.8605
2020-12-17,42.1132
2020-12-18,41.1884
2020-12-19,41.1884
2020-12-20,41.1884
2020-12-21,40.3495
2020-12-22,40.6641
2020-12-23,40.7213
2020-12-24,40.9834
2020-12-25,40.9834
2020-12-26,40.9834
2020-12-27,40.9834
2020-12-28,41.5459
2020-12-29,41.2456
2020-12-30,41.3266
2020-12-31,41.3129
2021-01-01,41.3129
2021-01-02,41.3129
2021-01-03,41.3129
2021-01-04,40.6407
2021-01-05,40.65
2021-01-06,41.9712
2021-01-07,41.1869
2021-01-08,41.2662
2021-01-09,41.2662
2021-01-10,41.2662
2021-01-11,40.3512
2021-01-12,40.2765
2021-01-13,40.1878
2021-01-14,40.2952
2021-01-15,40.9254
2021-01-16,40.9254
2021-01-17,40.9254
2021-01-18,40.9254
2021-01-19,41.565
2021-01-20,41.4623
2021-01-21,41.4716
2021-01-22,41.9525
2021-01-23,41.9525
2021-01-24,41.9525
2021-01-25,41.7144
2021-01-26,45.9907
2021-01-27,43.8432
2021-01-28,44.1513
2021-01-29,44.6415
2021-01-30,44.6415
2021-01-31,44.6415
2021-02-01,44.7676
2021-02-02,45.2718
2021-02-03,44.9076
2021-02-04,45.6266
2021-02-05,46.2568
2021-02-06,46.2568
2021-02-07,46.2568
2021-02-08,47.2559
2021-02-09,47.1765
2021-02-10,46.0747
2021-02-11,45.5145
2021-02-12,44.4968
2021-02-13,44.4968
2021-02-14,44.4968
2021-02-15,44.4968
2021-02-16,43.7965
2021-02-17,43.1383
2021-02-18,43.3717
2021-02-19,43.1896
2021-02-20,43.1896
2021-02-21,43.1896
2021-02-22,41.9665
2021-02-23,40.6733
2021-02-24,40.6547
2021-02-25,39.002
2021-02-26,39.5484
2021-02-27,39.5484
2021-02-28,39.5484
2021-03-01,39.7119
2021-03-02,40.0854
2021-03-03,39.6138
2021-03-04,39.7866
2021-03-05,40.4871
2021-03-06,40.4871
2021-03-07,40.4871
2021-03-08,40.9167
2021-03-09,42.425
2021-03-10,42.7893
2021-03-11,43.2283
2021-03-12,43.9101
2021-03-13,43.9101
2021-03-14,43.9101
2021-03-15,43.7746
2021-03-16,43.9194
2021-03-17,43.373
2021-03-18,43.6159
2021-03-19,44.4144
2021-03-20,44.4144
2021-03-21,44.4144
2021-03-22,43.8494
2021-03-23,43.7933
2021-03-24,43.7513
2021-03-25,44.2977
2021-03-26,44.4658
2021-03-27,44.4658
2021-03-28,44.4658
2021-03-29,45.1476
2021-03-30,44.0175
2021-03-31,45.9143
2021-04-01,45.9717
2021-04-02,45.9717
2021-04-03,45.9717
2021-04-04,45.9717
2021-04-05,46.2827
2021-04-06,46.2827
2021-04-07,45.7325
2021-04-08,46.0148
2021-04-09,46.2492
2021-04-10,46.2492
2021-04-11,46.2492
2021-04-12,46.9985
2021-04-13,47.2856
2021-04-14,47.0559
2021-04-15,47.434
2021-04-16,47.7928
2021-04-17,47.7928
2021-04-18,47.7928
2021-04-19,47.5249
2021-04-20,48.0177
2021-04-21,48.1948
2021-04-22,48.3862
2021-04-23,48.4819
2021-04-24,48.4819
2021-04-25,48.4819
2021-04-26,47.9077
2021-04-27,47.2043
2021-04-28,46.9555
2021-04-29,47.1756
2021-04-30,47.3574
2021-05-01,47.3574
2021-05-02,47.3574
2021-05-03,47.4148
2021-05-04,46.7353
2021-05-05,46.3151
2021-05-06,46.3581
2021-05-07,46.7122
2021-05-08,46.7122
2021-05-09,46.7122
2021-05-10,46.9036
2021-05-11,46.6739
2021-05-12,45.2336
2021-05-13,45.9275
2021-05-14,46.2624
2021-05-15,46.2624
2021-05-16,46.2624
2021-05-17,46.6883
2021-05-18,46.7027
2021-05-19,46.784
2021-05-20,46.7122
2021-05-21,46.6405
2021-05-22,46.6405
2021-05-23,46.6405
2021-05-24,46.8031
2021-05-25,48.6885
2021-05-26,48.7315
2021-05-27,48.7363
2021-05-28,49.2435
2021-05-29,49.2435
2021-05-30,49.2435
2021-05-31,49.2435
2021-06-01,49.0665
2021-06-02,48.8129
2021-06-03,49.2579
2021-06-04,49.1622
2021-06-05,49.1622
2021-06-06,49.1622
2021-06-07,50.0953
2021-06-08,50.2197
2021-06-09,49.7651
2021-06-10,49.3727
2021-06-11,49.6933
2021-06-12,49.6933
2021-06-13,49.6933
2021-06-14,49.6742
2021-06-15,49.4541
2021-06-16,49.411
2021-06-17,49.8608
2021-06-18,48.4301
2021-06-19,48.4301
2021-06-20,48.4301
2021-06-21,49.143
2021-06-22,48.4157
2021-06-23,47.3582
2021-06-24,47.9037
2021-06-25,47.7649
2021-06-26,47.7649
2021-06-27,47.7649
2021-06-28,48.1812
2021-06-29,47.4635
2021-06-30,46.9097
2021-07-01,47.4394
2021-07-02,47.4914
2021-07-03,47.4914
2021-07-04,47.4914
2021-07-05,47.4914
2021-07-06,47.2833
2021-07-07,47.709
2021-07-08,47.4299
2021-07-09,48.0542
2021-07-10,48.0542
2021-07-11,48.0542
2021-07-12,48.5603
2021-07-13,54.0655
2021-07-14,51.1521
2021-07-15,51.2987
2021-07-16,53.181
2021-07-17,53.181
2021-07-18,53.181
2021-07-19,52.7743
2021-07-20,53.583
2021-07-21,53.3891
2021-07-22,53.2378
2021-07-23,53.8242
2021-07-24,53.8242
2021-07-25,53.8242
2021-07-26,53.8763
2021-07-27,54.8695
2021-07-28,55.2147
2021-07-29,56.1417
2021-07-30,56.4068
2021-07-31,56.4068
2021-08-01,56.4068
2021-08-02,57.4291
2021-08-03,58.5744
2021-08-04,58.8773
2021-08-05,60.3539
2021-08-06,59.5825
2021-08-07,59.5825
2021-08-08,59.5825
2021-08-09,58.4135
2021-08-10,58.4703
2021-08-11,58.2194
2021-08-12,58.5081
2021-08-13,59.7765
2021-08-14,59.7765
2021-08-15,59.7765
2021-08-16,59.6866
2021-08-17,58.7448
2021-08-18,58.0301
2021-08-19,58.546
2021-08-20,59.2701
2021-08-21,59.2701
2021-08-22,59.2701
2021-08-23,59.3648
2021-08-24,59.3742
2021-08-25,59.3364
2021-08-26,59.0524
2021-08-27,58.9483
2021-08-28,58.9483
2021-08-29,58.9483
2021-08-30,60.1457
2021-08-31,60.0368
2021-09-01,61.5087
2021-09-02,61.9347
2021-09-03,61.5419
2021-09-04,61.5419
2021-09-05,61.5419
2021-09-06,61.5419
2021-09-07,61.4567
2021-09-08,62.8197
2021-09-09,62.2755
2021-09-10,61.0781
2021-09-11,61.0781
2021-09-12,61.0781
2021-09-13,60.0984
2021-09-14,59.7813
2021-09-15,59.4452
2021-09-16,58.9483
2021-09-17,58.2999
2021-09-18,58.2999
2021-09-19,58.2999
2021-09-20,58.4277
2021-09-21,58.7542
2021-09-22,58.5981
2021-09-23,58.0254
2021-09-24,57.7935
2021-09-25,57.7935
2021-09-26,57.7935
2021-09-27,57.6988
2021-09-28,57.2823
2021-09-29,57.3249
2021-09-30,60.3104
2021-10-01,59.9228
2021-10-02,59.9228
2021-10-03,59.9228
2021-10-04,61.0954
2021-10-05,61.2643
2021-10-06,62.0841
2021-10-07,61.7363
2021-10-08,61.155
2021-10-09,61.155
2021-10-10,61.155
2021-10-11,60.7824
2021-10-12,61.2494
2021-10-13,61.309
2021-10-14,61.95
2021-10-15,61.622
2021-10-16,61.622
2021-10-17,61.622
2021-10-18,61.945
2021-10-19,61.622
2021-10-20,61.791
2021-10-21,62.3524
2021-10-22,63.0232
2021-10-23,63.0232
2021-10-24,63.0232
2021-10-25,63.4008
2021-10-26,63.3213
2021-10-27,62.3971
2021-10-28,63.3859
2021-10-29,63.9774
2021-10-30,63.9774
2021-10-31,63.9774
2021-11-01,59.5041
2021-11-02,59.3153
2021-11-03,59.693
2021-11-04,59.7676
2021-11-05,60.6225
2021-11-06,60.6225
2021-11-07,60.6225
2021-11-08,60.3342
2021-11-09,60.4386
2021-11-10,61.701
2021-11-11,61.5569
2021-11-12,61.7408
2021-11-13,61.7408
2021-11-14,61.7408
2021-11-15,61.6613
2021-11-16,62.0937
2021-11-17,62.6404
2021-11-18,62.6156
2021-11-19,64.211
2021-11-20,64.211
2021-11-21,64.211
2021-11-22,64.4595
2021-11-23,63.7836
2021-11-24,62.3024
2021-11-25,62.3024
2021-11-26,61.2189
2021-11-27,61.2189
2021-11-28,61.2189
2021-11-29,61.7358
2021-11-30,60.4584
2021-12-01,59.5986
2021-12-02,60.8213
2021-12-03,60.3143
2021-12-04,60.3143
2021-12-05,60.3143
2021-12-06,60.4386
2021-12-07,60.5479
2021-12-08,60.5231
2021-12-09,59.0618
2021-12-10,59.2705
2021-12-11,59.2705
2021-12-12,59.2705
2021-12-13,59.698
2021-12-14,58.9872
2021-12-15,59.7576
2021-12-16,60.9555
2021-12-17,63.0728
2021-12-18,63.0728
2021-12-19,63.0728
2021-12-20,63.3661
2021-12-21,64.2409
2021-12-22,65.5729
2021-12-23,65.1256
2021-12-24,65.1256
2021-12-25,65.1256
2021-12-26,65.1256
2021-12-27,65.7518
2021-12-28,65.7568
2021-12-29,67.1584
2021-12-30,68.3513
2021-12-31,73.3149
2022-01-01,73.3149
2022-01-02,73.3149
2022-01-03,72.6985
2022-01-04,72.6036
2022-01-05,72.2875
2022-01-06,71.2971
2022-01-07,69.0474
2022-01-08,69.0474
2022-01-09,69.0474
2022-01-10,67.6829
2022-01-11,67.0243
2022-01-12,66.1814
2022-01-13,65.0961
2022-01-14,63.7263
2022-01-15,63.7263
2022-01-16,63.7263
2022-01-17,63.7263
2022-01-18,62.0404
2022-01-19,61.4978
2022-01-20,62.0299
2022-01-21,61.503
2022-01-22,61.503
2022-01-23,61.503
2022-01-24,62.0141
2022-01-25,64.485
2022-01-26,62.7885
2022-01-27,62.3249
2022-01-28,62.6094
2022-01-29,62.6094
2022-01-30,62.6094
2022-01-31,63.2732
2022-02-01,62.4355
2022-02-02,61.5241
2022-02-03,60.8445
2022-02-04,61.1132
2022-02-05,61.1132
2022-02-06,61.1132
2022-02-07,61.1448
2022-02-08,61.8244
2022-02-09,61.2027
2022-02-10,60.3387
2022-02-11,60.6811
2022-02-12,60.6811
2022-02-13,60.6811
2022-02-14,60.7812
2022-02-15,60.6706
2022-02-16,60.6864
2022-02-17,60.9393
2022-02-18,60.9551
2022-02-19,60.9551
2022-02-20,60.9551
2022-02-21,60.9551
2022-02-22,61.4767
2022-02-23,60.4335
2022-02-24,61.5083
2022-02-25,61.8437
2022-02-26,61.8437
2022-02-27,61.8437
2022-02-28,62.7307
2022-03-01,62.5671
2022-03-02,63.0951
2022-03-03,64.6632
2022-03-04,66.1945
2022-03-05,66.1945
2022-03-06,66.1945
2022-03-07,66.2314
2022-03-08,64.79
2022-03-09,64.0085
2022-03-10,63.1532
2022-03-11,62.4139
2022-03-12,62.4139
2022-03-13,62.4139
2022-03-14,61.944
2022-03-15,63.1848
2022-03-16,62.4984
2022-03-17,63.9768
2022-03-18,64.5735
2022-03-19,64.5735
2022-03-20,64.5735
2022-03-21,64.658
2022-03-22,63.8765
2022-03-23,62.9208
2022-03-24,63.9821
2022-03-25,64.056
2022-03-26,64.056
2022-03-27,64.056
2022-03-28,64.1669
2022-03-29,65.7404
2022-03-30,65.6137
2022-03-31,54.2677
2022-04-01,55.9644
2022-04-02,55.9644
2022-04-03,55.9644
2022-04-04,53.5243
2022-04-05,53.5768
2022-04-06,54.224
2022-04-07,53.5986
2022-04-08,52.7859
2022-04-09,52.7859
2022-04-10,52.7859
2022-04-11,52.5583
2022-04-12,52.4445
2022-04-13,51.6479
2022-04-14,50.1816
2022-04-15,50.1816
2022-04-16,50.1816
2022-04-17,50.1816
2022-04-18,49.2494
2022-04-19,49.5032
2022-04-20,50.2736
2022-04-21,49.4857
2022-04-22,49.4813
2022-04-23,49.4813
2022-04-24,49.4813
2022-04-25,48.7416
2022-04-26,48.072
2022-04-27,47.3279
2022-04-28,47.6956
2022-04-29,47.2272
2022-04-30,47.2272
2022-05-01,47.2272
2022-05-02,45.7296
2022-05-03,46.3339
2022-05-04,47.2622
2022-05-05,46.2288
2022-05-06,46.9732
2022-05-07,46.9732
2022-05-08,46.9732
2022-05-09,46.9163
2022-05-10,46.8944
2022-05-11,47.087
2022-05-12,47.7176
2022-05-13,48.2036
2022-05-14,48.2036
2022-05-15,48.2036
2022-05-16,47.503
2022-05-17,47.2578
2022-05-18,47.0038
2022-05-19,47.271
2022-05-20,47.376
2022-05-21,47.376
2022-05-22,47.376
2022-05-23,47.1527
2022-05-24,47.2228
2022-05-25,46.5616
2022-05-26,45.156
2022-05-27,46.4083
2022-05-28,46.4083
2022-05-29,46.4083
2022-05-30,46.4083
2022-05-31,45.5107
2022-06-01,45.2961
2022-06-02,46.509
2022-06-03,46.2332
2022-06-04,46.2332
2022-06-05,46.2332
2022-06-06,46.439
2022-06-07,46.636
2022-06-08,45.5544
2022-06-09,44.8013
2022-06-10,45.0596
2022-06-11,45.0596
2022-06-12,45.0596
2022-06-13,43.0848
2022-06-14,42.3754
2022-06-15,42.9972
2022-06-16,42.5505
2022-06-17,43.4395
2022-06-18,43.4395
2022-06-19,43.4395
2022-06-20,43.4395
2022-06-21,43.7328
2022-06-22,44.1094
2022-06-23,45.2304
2022-06-24,45.9266
2022-06-25,45.9266
2022-06-26,45.9266
2022-06-27,46.1281
2022-06-28,45.8785
2022-06-29,46.1237
2022-06-30,46.6344
2022-07-01,47.8782
2022-07-02,47.8782
2022-07-03,47.8782
2022-07-04,47.8782
2022-07-05,47.4477
2022-07-06,48.0174
2022-07-07,47.5607
2022-07-08,47.1998
2022-07-09,47.1998
2022-07-10,47.1998
2022-07-11,47.1258
2022-07-12,46.4691
2022-07-13,46.5735
2022-07-14,46.6605
2022-07-15,47.2563
2022-07-16,47.2563
2022-07-17,47.2563
2022-07-18,46.5474
2022-07-19,47.3389
2022-07-20,47.3737
2022-07-21,47.3607
2022-07-22,47.7086
2022-07-23,47.7086
2022-07-24,47.7086
2022-07-25,48.2088
2022-07-26,48.9525
2022-07-27,48.6219
2022-07-28,49.9528
2022-07-29,49.985
2022-07-30,49.985
2022-07-31,49.985
2022-08-01,47.1106
2022-08-02,48.0527
2022-08-03,48.7768
2022-08-04,49.3176
2022-08-05,48.8815
2022-08-06,48.8815
2022-08-07,48.8815
2022-08-08,48.6852
2022-08-09,48.6852
2022-08-10,49.0428
2022-08-11,48.6067
2022-08-12,49.4659
2022-08-13,49.4659
2022-08-14,49.4659
2022-08-15,50.2292
2022-08-16,50.046
2022-08-17,49.8454
2022-08-18,49.6666
2022-08-19,49.5924
2022-08-20,49.5924
2022-08-21,49.5924
2022-08-22,48.9512
2022-08-23,48.0615
2022-08-24,48.1269
2022-08-25,48.6895
2022-08-26,48.0833
2022-08-27,48.0833
2022-08-28,48.0833
2022-08-29,47.9481
2022-08-30,47.1063
2022-08-31,47.2197
2022-09-01,47.4726
2022-09-02,47.4116
2022-09-03,47.4116
2022-09-04,47.4116
2022-09-05,47.4116
2022-09-06,46.7355
2022-09-07,47.272
2022-09-08,47.0539
2022-09-09,47.0496
2022-09-10,47.0496
2022-09-11,47.0496
2022-09-12,47.525
2022-09-13,46.9449
2022-09-14,48.563
2022-09-15,47.6602
2022-09-16,47.3505
2022-09-17,47.3505
2022-09-18,47.3505
2022-09-19,46.7879
2022-09-20,46.1467
2022-09-21,45.6058
2022-09-22,45.3747
2022-09-23,45.222
2022-09-24,45.222
2022-09-25,45.222
2022-09-26,44.1621
2022-09-27,43.3334
2022-09-28,43.8001
2022-09-29,42.8056
2022-09-30,37.6173
2022-10-01,37.6173
2022-10-02,37.6173
2022-10-03,39.2768
2022-10-04,39.4702
2022-10-05,38.4567
2022-10-06,37.3311
2022-10-07,36.7973
2022-10-08,36.7973
2022-10-09,36.7973
2022-10-10,37.157
2022-10-11,38.1472
2022-10-12,37.7682
2022-10-13,39.0331
2022-10-14,39.0949
2022-10-15,39.0949
2022-10-16,39.0949
2022-10-17,40.12
2022-10-18,40.2206
2022-10-19,39.7255
2022-10-20,38.3291
2022-10-21,38.7894
2022-10-22,38.7894
2022-10-23,38.7894
2022-10-24,40.12
2022-10-25,41.1296
2022-10-26,40.9246
2022-10-27,41.6015
2022-10-28,42.6022
2022-10-29,42.6022
2022-10-30,42.6022
2022-10-31,42.4201
2022-11-01,41.8777
2022-11-02,41.0021
2022-11-03,40.8742
2022-11-04,41.8041
2022-11-05,41.8041
2022-11-06,41.8041
2022-11-07,41.5096
2022-11-08,41.8041
2022-11-09,41.405
2022-11-10,42.6022
2022-11-11,42.2148
2022-11-12,42.2148
2022-11-13,42.2148
2022-11-14,42.3969
2022-11-15,43.2377
2022-11-16,43.5515
2022-11-17,43.2105
2022-11-18,44.0552
2022-11-19,44.0552
2022-11-20,44.0552
2022-11-21,43.8576
2022-11-22,44.1249
2022-11-23,44.3884
2022-11-24,44.3884
2022-11-25,44.4659
2022-11-26,44.4659
2022-11-27,44.4659
2022-11-28,43.536
2022-11-29,42.9781
2022-11-30,43.9622
2022-12-01,43.3152
2022-12-02,43.0284
2022-12-03,43.0284
2022-12-04,43.0284
2022-12-05,42.8037
2022-12-06,42.4899
2022-12-07,42.6991
2022-12-08,42.9509
2022-12-09,43.2687
2022-12-10,43.2687
2022-12-11,43.2687
2022-12-12,43.0478
2022-12-13,43.1834
2022-12-14,42.9781
2022-12-15,41.8816
2022-12-16,41.8196
2022-12-17,41.8196
2022-12-18,41.8196
2022-12-19,41.7809
2022-12-20,41.4244
2022-12-21,41.8351
2022-12-22,40.7231
2022-12-23,41.0951
2022-12-24,41.0951
2022-12-25,41.0951
2022-12-26,41.0951
2022-12-27,40.4752
2022-12-28,39.7429
2022-12-29,39.9598
2022-12-30,37.0475
2022-12-31,37.0475
2023-01-01,37.0475
2023-01-02,37.0475
2023-01-03,37.5729
2023-01-04,38.1319
2023-01-05,36.6562
2023-01-06,37.5506
2023-01-07,37.5506
2023-01-08,37.5506
2023-01-09,37.5394
2023-01-10,38.0015
2023-01-11,38.2251
2023-01-12,38.0388
2023-01-13,38.2176
2023-01-14,38.2176
2023-01-15,38.2176
2023-01-16,38.2176
2023-01-17,38.0313
2023-01-18,37.8338
2023-01-19,37.4761
2023-01-20,37.7816
2023-01-21,37.7816
2023-01-22,37.7816
2023-01-23,38.3742
2023-01-24,38.6276
2023-01-25,39.6226
2023-01-26,39.8014
2023-01-27,39.753
2023-01-28,39.753
2023-01-29,39.753
2023-01-30,38.6574
2023-01-31,38.9816
2023-02-01,39.9207
2023-02-02,40.871
2023-02-03,41.102
2023-02-04,41.102
2023-02-05,41.102
2023-02-06,41.3032
2023-02-07,40.8449
2023-02-08,39.8126
2023-02-09,39.2164
2023-02-10,39.4027
2023-02-11,39.4027
2023-02-12,39.4027
2023-02-13,39.6375
2023-02-14,39.5368
2023-02-15,39.6524
2023-02-16,39.2126
2023-02-17,39.8424
2023-02-18,39.8424
2023-02-19,39.8424
2023-02-20,39.8424
2023-02-21,39.5406
2023-02-22,39.4474
2023-02-23,39.1418
2023-02-24,38.7456
2023-02-25,38.7456
2023-02-26,38.7456
2023-02-27,37.2323
2023-02-28,36.2446
2023-03-01,36.3005
2023-03-02,36.3415
2023-03-03,36.0321
2023-03-04,36.0321
2023-03-05,36.0321
2023-03-06,35.5662
2023-03-07,35.6296
2023-03-08,35.9427
2023-03-09,35.5103
2023-03-10,34.9363
2023-03-11,34.9363
2023-03-12,34.9363
2023-03-13,35.0891
2023-03-14,35.7898
2023-03-15,35.9576
2023-03-16,36.3638
2023-03-17,36.1365
2023-03-18,36.1365
