,LUV US Equity
2020-05-27,8.8141
2020-05-28,8.5348
2020-05-29,8.4216
2020-05-30,8.4216
2020-05-31,8.4216
2020-06-01,8.8041
2020-06-02,9.0205
2020-06-03,9.5087
2020-06-04,9.9743
2020-06-05,9.9516
2020-06-06,9.9516
2020-06-07,9.9516
2020-06-08,10.5581
2020-06-09,9.9089
2020-06-10,9.6899
2020-06-11,8.6053
2020-06-12,9.3703
2020-06-13,9.3703
2020-06-14,9.3703
2020-06-15,9.4886
2020-06-16,9.5465
2020-06-17,9.481
2020-06-18,9.3653
2020-06-19,9.0381
2020-06-20,9.0381
2020-06-21,9.0381
2020-06-22,8.9903
2020-06-23,9.0884
2020-06-24,8.4593
2020-06-25,8.6405
2020-06-26,8.3863
2020-06-27,8.3863
2020-06-28,8.3863
2020-06-29,9.1614
2020-06-30,69.2721
2020-07-01,68.3892
2020-07-02,69.1289
2020-07-03,69.1289
2020-07-04,69.1289
2020-07-05,69.1289
2020-07-06,69.5584
2020-07-07,66.4802
2020-07-08,66.1939
2020-07-09,63.0441
2020-07-10,66.9813
2020-07-11,66.9813
2020-07-12,66.9813
2020-07-13,65.5973
2020-07-14,67.0529
2020-07-15,73.0184
2020-07-16,69.3436
2020-07-17,69.1527
2020-07-18,69.1527
2020-07-19,69.1527
2020-07-20,66.4086
2020-07-21,67.9358
2020-07-22,67.1722
2020-07-23,65.9553
2020-07-24,63.2589
2020-07-25,63.2589
2020-07-26,63.2589
2020-07-27,63.0108
2020-07-28,64.8258
2020-07-29,63.6317
2020-07-30,61.6496
2020-07-31,61.4824
2020-08-01,61.4824
2020-08-02,61.4824
2020-08-03,63.1302
2020-08-04,62.7003
2020-08-05,65.8527
2020-08-06,66.5691
2020-08-07,67.1901
2020-08-08,67.1901
2020-08-09,67.1901
2020-08-10,71.2738
2020-08-11,71.9902
2020-08-12,71.8947
2020-08-13,70.6051
2020-08-14,71.0589
2020-08-15,71.0589
2020-08-16,71.0589
2020-08-17,68.4558
2020-08-18,69.2916
2020-08-19,69.5543
2020-08-20,70.0081
2020-08-21,70.5573
2020-08-22,70.5573
2020-08-23,70.5573
2020-08-24,75.859
2020-08-25,76.2172
2020-08-26,74.5933
2020-08-27,77.6263
2020-08-28,80.3965
2020-08-29,80.3965
2020-08-30,80.3965
2020-08-31,77.4591
2020-09-01,78.2472
2020-09-02,81.2562
2020-09-03,80.2293
2020-09-04,81.7816
2020-09-05,81.7816
2020-09-06,81.7816
2020-09-07,81.7816
2020-09-08,84.4325
2020-09-09,81.3756
2020-09-10,80.707
2020-09-11,80.7308
2020-09-12,80.7308
2020-09-13,80.7308
2020-09-14,83.3817
2020-09-15,84.6952
2020-09-16,88.2535
2020-09-17,84.1937
2020-09-18,82.8324
2020-09-19,82.8324
2020-09-20,82.8324
2020-09-21,77.3158
2020-09-22,78.7487
2020-09-23,77.3874
2020-09-24,75.7396
2020-09-25,76.3128
2020-09-26,76.3128
2020-09-27,76.3128
2020-09-28,79.0353
2020-09-29,77.5307
2020-09-30,77.5307
2020-10-01,77.5307
2020-10-02,77.5307
2020-10-03,77.5307
2020-10-04,77.5307
2020-10-05,77.5307
2020-10-06,77.5307
2020-10-07,77.5307
2020-10-08,77.5307
2020-10-09,77.5307
2020-10-10,77.5307
2020-10-11,77.5307
2020-10-12,77.5307
2020-10-13,77.5307
2020-10-14,77.5307
2020-10-15,77.5307
2020-10-16,77.5307
2020-10-17,77.5307
2020-10-18,77.5307
2020-10-19,77.5307
2020-10-20,77.5307
2020-10-21,77.5307
2020-10-22,77.5307
2020-10-23,77.5307
2020-10-24,77.5307
2020-10-25,77.5307
2020-10-26,77.5307
2020-10-27,77.5307
2020-10-28,77.5307
2020-10-29,77.5307
2020-10-30,77.5307
2020-10-31,77.5307
2020-11-01,77.5307
2020-11-02,77.5307
2020-11-03,77.5307
2020-11-04,77.5307
2020-11-05,77.5307
2020-11-06,77.5307
2020-11-07,77.5307
2020-11-08,77.5307
2020-11-09,77.5307
2020-11-10,77.5307
2020-11-11,77.5307
2020-11-12,77.5307
2020-11-13,77.5307
2020-11-14,77.5307
2020-11-15,77.5307
2020-11-16,77.5307
2020-11-17,77.5307
2020-11-18,77.5307
2020-11-19,77.5307
2020-11-20,77.5307
2020-11-21,77.5307
2020-11-22,77.5307
2020-11-23,77.5307
2020-11-24,77.5307
2020-11-25,77.5307
2020-11-26,77.5307
2020-11-27,77.5307
2020-11-28,77.5307
2020-11-29,77.5307
2020-11-30,77.5307
2020-12-01,77.5307
2020-12-02,77.5307
2020-12-03,77.5307
2020-12-04,77.5307
2020-12-05,77.5307
2020-12-06,77.5307
2020-12-07,77.5307
2020-12-08,77.5307
2020-12-09,77.5307
2020-12-10,77.5307
2020-12-11,77.5307
2020-12-12,77.5307
2020-12-13,77.5307
2020-12-14,77.5307
2020-12-15,77.5307
2020-12-16,77.5307
2020-12-17,77.5307
2020-12-18,77.5307
2020-12-19,77.5307
2020-12-20,77.5307
2020-12-21,77.5307
2020-12-22,77.5307
2020-12-23,77.5307
2020-12-24,77.5307
2020-12-25,77.5307
2020-12-26,77.5307
2020-12-27,77.5307
2020-12-28,77.5307
2020-12-29,77.5307
2020-12-30,77.5307
2020-12-31,77.5307
2021-01-01,77.5307
2021-01-02,77.5307
2021-01-03,77.5307
2021-01-04,77.5307
2021-01-05,77.5307
2021-01-06,77.5307
2021-01-07,77.5307
2021-01-08,77.5307
2021-01-09,77.5307
2021-01-10,77.5307
2021-01-11,77.5307
2021-01-12,77.5307
2021-01-13,77.5307
2021-01-14,77.5307
2021-01-15,77.5307
2021-01-16,77.5307
2021-01-17,77.5307
2021-01-18,77.5307
2021-01-19,77.5307
2021-01-20,77.5307
2021-01-21,77.5307
2021-01-22,77.5307
2021-01-23,77.5307
2021-01-24,77.5307
2021-01-25,77.5307
2021-01-26,77.5307
2021-01-27,77.5307
2021-01-28,77.5307
2021-01-29,77.5307
2021-01-30,77.5307
2021-01-31,77.5307
2021-02-01,77.5307
2021-02-02,77.5307
2021-02-03,77.5307
2021-02-04,77.5307
2021-02-05,77.5307
2021-02-06,77.5307
2021-02-07,77.5307
2021-02-08,77.5307
2021-02-09,77.5307
2021-02-10,77.5307
2021-02-11,77.5307
2021-02-12,77.5307
2021-02-13,77.5307
2021-02-14,77.5307
2021-02-15,77.5307
2021-02-16,77.5307
2021-02-17,77.5307
2021-02-18,77.5307
2021-02-19,77.5307
2021-02-20,77.5307
2021-02-21,77.5307
2021-02-22,77.5307
2021-02-23,77.5307
2021-02-24,77.5307
2021-02-25,77.5307
2021-02-26,77.5307
2021-02-27,77.5307
2021-02-28,77.5307
2021-03-01,77.5307
2021-03-02,77.5307
2021-03-03,77.5307
2021-03-04,77.5307
2021-03-05,77.5307
2021-03-06,77.5307
2021-03-07,77.5307
2021-03-08,77.5307
2021-03-09,77.5307
2021-03-10,77.5307
2021-03-11,77.5307
2021-03-12,77.5307
2021-03-13,77.5307
2021-03-14,77.5307
2021-03-15,77.5307
2021-03-16,77.5307
2021-03-17,77.5307
2021-03-18,77.5307
2021-03-19,77.5307
2021-03-20,77.5307
2021-03-21,77.5307
2021-03-22,77.5307
2021-03-23,77.5307
2021-03-24,77.5307
2021-03-25,77.5307
2021-03-26,77.5307
2021-03-27,77.5307
2021-03-28,77.5307
2021-03-29,77.5307
2021-03-30,77.5307
2021-03-31,77.5307
2021-04-01,77.5307
2021-04-02,77.5307
2021-04-03,77.5307
2021-04-04,77.5307
2021-04-05,77.5307
2021-04-06,77.5307
2021-04-07,77.5307
2021-04-08,77.5307
2021-04-09,77.5307
2021-04-10,77.5307
2021-04-11,77.5307
2021-04-12,77.5307
2021-04-13,77.5307
2021-04-14,77.5307
2021-04-15,77.5307
2021-04-16,77.5307
2021-04-17,77.5307
2021-04-18,77.5307
2021-04-19,77.5307
2021-04-20,77.5307
2021-04-21,77.5307
2021-04-22,77.5307
2021-04-23,77.5307
2021-04-24,77.5307
2021-04-25,77.5307
2021-04-26,77.5307
2021-04-27,77.5307
2021-04-28,77.5307
2021-04-29,77.5307
2021-04-30,77.5307
2021-05-01,77.5307
2021-05-02,77.5307
2021-05-03,77.5307
2021-05-04,77.5307
2021-05-05,77.5307
2021-05-06,77.5307
2021-05-07,77.5307
2021-05-08,77.5307
2021-05-09,77.5307
2021-05-10,77.5307
2021-05-11,77.5307
2021-05-12,77.5307
2021-05-13,77.5307
2021-05-14,77.5307
2021-05-15,77.5307
2021-05-16,77.5307
2021-05-17,77.5307
2021-05-18,77.5307
2021-05-19,77.5307
2021-05-20,77.5307
2021-05-21,77.5307
2021-05-22,77.5307
2021-05-23,77.5307
2021-05-24,77.5307
2021-05-25,77.5307
2021-05-26,77.5307
2021-05-27,77.5307
2021-05-28,77.5307
2021-05-29,77.5307
2021-05-30,77.5307
2021-05-31,77.5307
2021-06-01,77.5307
2021-06-02,77.5307
2021-06-03,77.5307
2021-06-04,77.5307
2021-06-05,77.5307
2021-06-06,77.5307
2021-06-07,77.5307
2021-06-08,77.5307
2021-06-09,77.5307
2021-06-10,77.5307
2021-06-11,77.5307
2021-06-12,77.5307
2021-06-13,77.5307
2021-06-14,77.5307
2021-06-15,77.5307
2021-06-16,77.5307
2021-06-17,77.5307
2021-06-18,77.5307
2021-06-19,77.5307
2021-06-20,77.5307
2021-06-21,77.5307
2021-06-22,77.5307
2021-06-23,77.5307
2021-06-24,77.5307
2021-06-25,77.5307
2021-06-26,77.5307
2021-06-27,77.5307
2021-06-28,77.5307
2021-06-29,77.5307
2021-06-30,77.5307
2021-07-01,77.5307
2021-07-02,77.5307
2021-07-03,77.5307
2021-07-04,77.5307
2021-07-05,77.5307
2021-07-06,77.5307
2021-07-07,77.5307
2021-07-08,77.5307
2021-07-09,77.5307
2021-07-10,77.5307
2021-07-11,77.5307
2021-07-12,77.5307
2021-07-13,77.5307
2021-07-14,77.5307
2021-07-15,77.5307
2021-07-16,77.5307
2021-07-17,77.5307
2021-07-18,77.5307
2021-07-19,77.5307
2021-07-20,77.5307
2021-07-21,77.5307
2021-07-22,77.5307
2021-07-23,77.5307
2021-07-24,77.5307
2021-07-25,77.5307
2021-07-26,77.5307
2021-07-27,77.5307
2021-07-28,77.5307
2021-07-29,77.5307
2021-07-30,77.5307
2021-07-31,77.5307
2021-08-01,77.5307
2021-08-02,77.5307
2021-08-03,77.5307
2021-08-04,77.5307
2021-08-05,77.5307
2021-08-06,77.5307
2021-08-07,77.5307
2021-08-08,77.5307
2021-08-09,77.5307
2021-08-10,77.5307
2021-08-11,77.5307
2021-08-12,77.5307
2021-08-13,77.5307
2021-08-14,77.5307
2021-08-15,77.5307
2021-08-16,77.5307
2021-08-17,77.5307
2021-08-18,77.5307
2021-08-19,77.5307
2021-08-20,77.5307
2021-08-21,77.5307
2021-08-22,77.5307
2021-08-23,77.5307
2021-08-24,77.5307
2021-08-25,77.5307
2021-08-26,77.5307
2021-08-27,77.5307
2021-08-28,77.5307
2021-08-29,77.5307
2021-08-30,77.5307
2021-08-31,77.5307
2021-09-01,77.5307
2021-09-02,77.5307
2021-09-03,77.5307
2021-09-04,77.5307
2021-09-05,77.5307
2021-09-06,77.5307
2021-09-07,77.5307
2021-09-08,77.5307
2021-09-09,77.5307
2021-09-10,77.5307
2021-09-11,77.5307
2021-09-12,77.5307
2021-09-13,77.5307
2021-09-14,77.5307
2021-09-15,77.5307
2021-09-16,77.5307
2021-09-17,77.5307
2021-09-18,77.5307
2021-09-19,77.5307
2021-09-20,77.5307
2021-09-21,77.5307
2021-09-22,77.5307
2021-09-23,77.5307
2021-09-24,77.5307
2021-09-25,77.5307
2021-09-26,77.5307
2021-09-27,77.5307
2021-09-28,77.5307
2021-09-29,77.5307
2021-09-30,76.3005
2021-10-01,81.1397
2021-10-02,81.1397
2021-10-03,81.1397
2021-10-04,82.3164
2021-10-05,81.3386
2021-10-06,81.3055
2021-10-07,80.626
2021-10-08,80.4271
2021-10-09,80.4271
2021-10-10,80.4271
2021-10-11,76.6982
2021-10-12,77.5435
2021-10-13,76.0022
2021-10-14,76.4331
2021-10-15,74.5272
2021-10-16,74.5272
2021-10-17,74.5272
2021-10-18,73.5494
2021-10-19,72.9031
2021-10-20,73.0523
2021-10-21,71.7099
2021-10-22,70.0029
2021-10-23,70.0029
2021-10-24,70.0029
2021-10-25,69.7543
2021-10-26,69.9733
2021-10-27,68.2821
2021-10-28,69.393
2021-10-29,69.4593
2021-10-30,69.4593
2021-10-31,69.4593
2021-11-01,72.5267
2021-11-02,72.1619
2021-11-03,73.0738
2021-11-04,72.4272
2021-11-05,77.6666
2021-11-06,77.6666
2021-11-07,77.6666
2021-11-08,76.2407
2021-11-09,75.478
2021-11-10,73.4552
2021-11-11,72.4438
2021-11-12,71.3495
2021-11-13,71.3495
2021-11-14,71.3495
2021-11-15,72.5267
2021-11-16,69.9899
2021-11-17,69.6583
2021-11-18,67.9505
2021-11-19,68.7132
2021-11-20,68.7132
2021-11-21,68.7132
2021-11-22,70.1888
2021-11-23,68.9619
2021-11-24,68.9785
2021-11-25,68.9785
2021-11-26,65.6127
2021-11-27,65.6127
2021-11-28,65.6127
2021-11-29,64.9163
2021-11-30,64.6842
2021-12-01,61.6168
2021-12-02,66.2427
2021-12-03,64.4852
2021-12-04,64.4852
2021-12-05,64.4852
2021-12-06,66.6075
2021-12-07,66.0272
2021-12-08,66.1267
2021-12-09,63.3743
2021-12-10,60.6551
2021-12-11,60.6551
2021-12-12,60.6551
2021-12-13,58.1846
2021-12-14,57.7867
2021-12-15,57.5712
2021-12-16,56.6095
2021-12-17,56.8251
2021-12-18,56.8251
2021-12-19,56.8251
2021-12-20,56.3276
2021-12-21,58.8313
2021-12-22,59.2458
2021-12-23,60.4893
2021-12-24,60.4893
2021-12-25,60.4893
2021-12-26,60.4893
2021-12-27,60.3069
2021-12-28,61.1857
2021-12-29,60.9701
2021-12-30,61.8987
2021-12-31,12.9093
2022-01-01,12.9093
2022-01-02,12.9093
2022-01-03,13.3082
2022-01-04,13.5352
2022-01-05,13.3048
2022-01-06,13.2704
2022-01-07,13.7726
2022-01-08,13.7726
2022-01-09,13.7726
2022-01-10,13.7347
2022-01-11,13.9376
2022-01-12,13.7244
2022-01-13,13.9239
2022-01-14,13.9342
2022-01-15,13.9342
2022-01-16,13.9342
2022-01-17,13.9342
2022-01-18,13.8001
2022-01-19,13.4561
2022-01-20,13.4252
2022-01-21,13.0916
2022-01-22,13.0916
2022-01-23,13.0916
2022-01-24,13.2635
2022-01-25,13.2566
2022-01-26,13.2085
2022-01-27,12.9024
2022-01-28,12.9402
2022-01-29,12.9402
2022-01-30,12.9402
2022-01-31,13.5696
2022-02-01,13.7141
2022-02-02,13.408
2022-02-03,13.1156
2022-02-04,13.1913
2022-02-05,13.1913
2022-02-06,13.1913
2022-02-07,13.5255
2022-02-08,14.0315
2022-02-09,14.3585
2022-02-10,14.1898
2022-02-11,13.8456
2022-02-12,13.8456
2022-02-13,13.8456
2022-02-14,13.794
2022-02-15,14.4548
2022-02-16,14.4961
2022-02-17,14.1382
2022-02-18,14.0005
2022-02-19,14.0005
2022-02-20,14.0005
2022-02-21,14.0005
2022-02-22,13.8766
2022-02-23,13.3225
2022-02-24,13.436
2022-02-25,13.7114
2022-02-26,13.7114
2022-02-27,13.7114
2022-02-28,13.2502
2022-03-01,12.6134
2022-03-02,12.7408
2022-03-03,12.5171
2022-03-04,12.1763
2022-03-05,12.1763
2022-03-06,12.1763
2022-03-07,10.9751
2022-03-08,11.6532
2022-03-09,12.1694
2022-03-10,12.2968
2022-03-11,12.0249
2022-03-12,12.0249
2022-03-13,12.0249
2022-03-14,11.9767
2022-03-15,12.6513
2022-03-16,13.0161
2022-03-17,12.8991
2022-03-18,13.0574
2022-03-19,13.0574
2022-03-20,13.0574
2022-03-21,12.8991
2022-03-22,12.9955
2022-03-23,12.9301
2022-03-24,13.2915
2022-03-25,13.4498
2022-03-26,13.4498
2022-03-27,13.4498
2022-03-28,13.4636
2022-03-29,13.7768
2022-03-30,13.8594
2022-03-31,17.2358
2022-04-01,17.2833
2022-04-02,17.2833
2022-04-03,17.2833
2022-04-04,17.2919
2022-04-05,16.9809
2022-04-06,16.3414
2022-04-07,15.7625
2022-04-08,15.2808
2022-04-09,15.2808
2022-04-10,15.2808
2022-04-11,15.8775
2022-04-12,15.964
2022-04-13,17.3607
2022-04-14,17.6677
2022-04-15,17.6677
2022-04-16,17.6677
2022-04-17,17.6677
2022-04-18,17.4515
2022-04-19,17.9228
2022-04-20,17.9142
2022-04-21,18.3682
2022-04-22,17.7066
2022-04-23,17.7066
2022-04-24,17.7066
2022-04-25,17.525
2022-04-26,16.9153
2022-04-27,17.3131
2022-04-28,17.7282
2022-04-29,17.6504
2022-04-30,17.6504
2022-05-01,17.6504
2022-05-02,17.572
2022-05-03,17.8834
2022-05-04,18.2381
2022-05-05,17.7753
2022-05-06,17.3947
2022-05-07,17.3947
2022-05-08,17.3947
2022-05-09,16.4043
2022-05-10,16.733
2022-05-11,16.0496
2022-05-12,15.7555
2022-05-13,16.041
2022-05-14,16.041
2022-05-15,16.041
2022-05-16,16.1232
2022-05-17,16.9579
2022-05-18,16.5773
2022-05-19,16.2918
2022-05-20,15.8939
2022-05-21,15.8939
2022-05-22,15.8939
2022-05-23,16.2097
2022-05-24,15.496
2022-05-25,15.8074
2022-05-26,16.9103
2022-05-27,17.2563
2022-05-28,17.2563
2022-05-29,17.2563
2022-05-30,17.2563
2022-05-31,17.2823
2022-06-01,16.5427
2022-06-02,16.7243
2022-06-03,16.4086
2022-06-04,16.4086
2022-06-05,16.4086
2022-06-06,16.6595
2022-06-07,16.8584
2022-06-08,16.2053
2022-06-09,15.6301
2022-06-10,14.8084
2022-06-11,14.8084
2022-06-12,14.8084
2022-06-13,13.7185
2022-06-14,13.5455
2022-06-15,13.5498
2022-06-16,12.5767
2022-06-17,12.8578
2022-06-18,12.8578
2022-06-19,12.8578
2022-06-20,12.8578
2022-06-21,12.7237
2022-06-22,12.8837
2022-06-23,12.9919
2022-06-24,13.766
2022-06-25,13.766
2022-06-26,13.766
2022-06-27,13.446
2022-06-28,13.2989
2022-06-29,13.0957
2022-06-30,8.7791
2022-07-01,8.966
2022-07-02,8.966
2022-07-03,8.966
2022-07-04,8.966
2022-07-05,8.8986
2022-07-06,8.8373
2022-07-07,8.963
2022-07-08,8.9568
2022-07-09,8.9568
2022-07-10,8.9568
2022-07-11,8.9967
2022-07-12,9.5207
2022-07-13,9.6004
2022-07-14,9.4962
2022-07-15,9.8394
2022-07-16,9.8394
2022-07-17,9.8394
2022-07-18,9.9528
2022-07-19,10.4247
2022-07-20,10.4277
2022-07-21,10.2408
2022-07-22,10.0416
2022-07-23,10.0416
2022-07-24,10.0416
2022-07-25,10.1581
2022-07-26,9.8455
2022-07-27,10.204
2022-07-28,9.4012
2022-07-29,9.392
2022-07-30,9.392
2022-07-31,9.392
2022-08-01,9.4502
2022-08-02,9.2464
2022-08-03,9.6696
2022-08-04,9.6052
2022-08-05,9.6113
2022-08-06,9.6113
2022-08-07,9.6113
2022-08-08,9.6941
2022-08-09,9.4672
2022-08-10,9.7554
2022-08-11,9.6604
2022-08-12,9.8106
2022-08-13,9.8106
2022-08-14,9.8106
2022-08-15,9.8658
2022-08-16,9.9364
2022-08-17,9.6512
2022-08-18,9.6635
2022-08-19,9.3262
2022-08-20,9.3262
2022-08-21,9.3262
2022-08-22,9.2004
2022-08-23,9.2004
2022-08-24,9.3016
2022-08-25,9.5316
2022-08-26,9.2188
2022-08-27,9.2188
2022-08-28,9.2188
2022-08-29,9.1882
2022-08-30,9.1176
2022-08-31,8.9643
2022-09-01,8.9429
2022-09-02,8.9766
2022-09-03,8.9766
2022-09-04,8.9766
2022-09-05,8.9766
2022-09-06,8.9766
2022-09-07,9.2986
2022-09-08,9.2587
2022-09-09,9.4764
2022-09-10,9.4764
2022-09-11,9.4764
2022-09-12,9.5991
2022-09-13,9.2066
2022-09-14,9.3721
2022-09-15,9.0256
2022-09-16,8.3602
2022-09-17,8.3602
2022-09-18,8.3602
2022-09-19,8.7129
2022-09-20,8.4706
2022-09-21,8.1732
2022-09-22,7.8297
2022-09-23,7.5384
2022-09-24,7.5384
2022-09-25,7.5384
2022-09-26,7.3299
2022-09-27,7.3698
2022-09-28,7.655
2022-09-29,7.4127
2022-09-30,9.2285
2022-10-01,9.2285
2022-10-02,9.2285
2022-10-03,9.3697
2022-10-04,10.1016
2022-10-05,10.0273
2022-10-06,9.8601
2022-10-07,9.6112
2022-10-08,9.6112
2022-10-09,9.6112
2022-10-10,9.5332
2022-10-11,9.4403
2022-10-12,9.5072
2022-10-13,9.8193
2022-10-14,9.9419
2022-10-15,9.9419
2022-10-16,9.9419
2022-10-17,9.927
2022-10-18,10.1462
2022-10-19,10.0756
2022-10-20,9.9604
2022-10-21,10.0682
2022-10-22,10.0682
2022-10-23,10.0682
2022-10-24,10.2985
2022-10-25,10.6329
2022-10-26,10.54
2022-10-27,10.8819
2022-10-28,11.2311
2022-10-29,11.2311
2022-10-30,11.2311
2022-10-31,11.2848
2022-11-01,11.5042
2022-11-02,11.3406
2022-11-03,11.5116
2022-11-04,11.5562
2022-11-05,11.5562
2022-11-06,11.5562
2022-11-07,11.6752
2022-11-08,11.6901
2022-11-09,11.6009
2022-11-10,12.2032
2022-11-11,12.0321
2022-11-12,12.0321
2022-11-13,12.0321
2022-11-14,11.8053
2022-11-15,12.1362
2022-11-16,11.8946
2022-11-17,11.7607
2022-11-18,11.9392
2022-11-19,11.9392
2022-11-20,11.9392
2022-11-21,11.8053
2022-11-22,11.9615
2022-11-23,12.1325
2022-11-24,12.1325
2022-11-25,12.3519
2022-11-26,12.3519
2022-11-27,12.3519
2022-11-28,12.1102
2022-11-29,12.363
2022-11-30,12.6084
2022-12-01,12.6716
2022-12-02,12.5489
2022-12-03,12.5489
2022-12-04,12.5489
2022-12-05,12.456
2022-12-06,12.5229
2022-12-07,11.8277
2022-12-08,11.7087
2022-12-09,11.902
2022-12-10,11.902
2022-12-11,11.902
2022-12-12,12.2478
2022-12-13,11.8128
2022-12-14,11.9503
2022-12-15,11.6343
2022-12-16,11.6306
2022-12-17,11.6306
2022-12-18,11.6306
2022-12-19,11.2848
2022-12-20,11.2997
2022-12-21,11.3778
2022-12-22,10.9539
2022-12-23,11.1882
2022-12-24,11.1882
2022-12-25,11.1882
2022-12-26,11.1882
2022-12-27,10.3888
2022-12-28,9.7382
2022-12-29,10.1806
2022-12-30,16.9022
2022-12-31,16.9022
2023-01-01,16.9022
2023-01-02,16.9022
2023-01-03,16.2769
2023-01-04,16.873
2023-01-05,16.8204
2023-01-06,17.7262
2023-01-07,17.7262
2023-01-08,17.7262
2023-01-09,18.0359
2023-01-10,18.3866
2023-01-11,18.2463
2023-01-12,18.8307
2023-01-13,18.8424
2023-01-14,18.8424
2023-01-15,18.8424
2023-01-16,18.8424
2023-01-17,18.8716
2023-01-18,18.4392
2023-01-19,18.5268
2023-01-20,18.8833
2023-01-21,18.8833
2023-01-22,18.8833
2023-01-23,18.6671
2023-01-24,18.6612
2023-01-25,18.7723
2023-01-26,18.0885
2023-01-27,18.4041
2023-01-28,18.4041
2023-01-29,18.4041
2023-01-30,17.9541
2023-01-31,18.1294
2023-02-01,18.0476
2023-02-02,18.7431
2023-02-03,18.4684
2023-02-04,18.4684
2023-02-05,18.4684
2023-02-06,18.2755
2023-02-07,18.3939
2023-02-08,17.8733
2023-02-09,17.6101
2023-02-10,17.4463
2023-02-11,17.4463
2023-02-12,17.4463
2023-02-13,17.7388
2023-02-14,17.9962
2023-02-15,18.119
2023-02-16,17.9377
2023-02-17,17.9084
2023-02-18,17.9084
2023-02-19,17.9084
2023-02-20,17.9084
2023-02-21,16.9726
2023-02-22,16.879
2023-02-23,16.9024
2023-02-24,16.8614
2023-02-25,16.8614
2023-02-26,16.8614
2023-02-27,16.8439
2023-02-28,16.8673
2023-03-01,16.9082
2023-03-02,17.0661
2023-03-03,17.2182
2023-03-04,17.2182
2023-03-05,17.2182
2023-03-06,16.9726
2023-03-07,16.7444
2023-03-08,17.0544
2023-03-09,16.5748
2023-03-10,16.3935
2023-03-11,16.3935
2023-03-12,16.3935
