,PLAY US Equity
2021-01-18,87.781
2021-01-19,87.781
2021-01-20,87.781
2021-01-21,87.781
2021-01-22,87.781
2021-01-23,87.781
2021-01-24,87.781
2021-01-25,87.781
2021-01-26,87.781
2021-01-27,87.781
2021-01-28,87.781
2021-01-29,87.781
2021-01-30,87.781
2021-01-31,87.781
2021-02-01,87.781
2021-02-02,87.781
2021-02-03,87.781
2021-02-04,87.781
2021-02-05,87.781
2021-02-06,87.781
2021-02-07,87.781
2021-02-08,87.781
2021-02-09,87.781
2021-02-10,87.781
2021-02-11,87.781
2021-02-12,87.781
2021-02-13,87.781
2021-02-14,87.781
2021-02-15,87.781
2021-02-16,87.781
2021-02-17,87.781
2021-02-18,87.781
2021-02-19,87.781
2021-02-20,87.781
2021-02-21,87.781
2021-02-22,87.781
2021-02-23,87.781
2021-02-24,87.781
2021-02-25,87.781
2021-02-26,87.781
2021-02-27,87.781
2021-02-28,87.781
2021-03-01,87.781
2021-03-02,87.781
2021-03-03,87.781
2021-03-04,87.781
2021-03-05,87.781
2021-03-06,87.781
2021-03-07,87.781
2021-03-08,87.781
2021-03-09,87.781
2021-03-10,87.781
2021-03-11,87.781
2021-03-12,87.781
2021-03-13,87.781
2021-03-14,87.781
2021-03-15,87.781
2021-03-16,87.781
2021-03-17,87.781
2021-03-18,87.781
2021-03-19,87.781
2021-03-20,87.781
2021-03-21,87.781
2021-03-22,87.781
2021-03-23,87.781
2021-03-24,87.781
2021-03-25,87.781
2021-03-26,87.781
2021-03-27,87.781
2021-03-28,87.781
2021-03-29,87.781
2021-03-30,87.781
2021-03-31,87.781
2021-04-01,87.781
2021-04-02,87.781
2021-04-03,87.781
2021-04-04,87.781
2021-04-05,87.781
2021-04-06,87.781
2021-04-07,87.781
2021-04-08,87.781
2021-04-09,87.781
2021-04-10,87.781
2021-04-11,87.781
2021-04-12,87.781
2021-04-13,87.781
2021-04-14,87.781
2021-04-15,87.781
2021-04-16,87.781
2021-04-17,87.781
2021-04-18,87.781
2021-04-19,87.781
2021-04-20,87.781
2021-04-21,87.781
2021-04-22,87.781
2021-04-23,87.781
2021-04-24,87.781
2021-04-25,87.781
2021-04-26,87.781
2021-04-27,87.781
2021-04-28,87.781
2021-04-29,87.781
2021-04-30,87.781
2021-05-01,87.781
2021-05-02,87.781
2021-05-03,87.781
2021-05-04,87.781
2021-05-05,87.781
2021-05-06,87.781
2021-05-07,87.781
2021-05-08,87.781
2021-05-09,87.781
2021-05-10,87.781
2021-05-11,87.781
2021-05-12,87.781
2021-05-13,87.781
2021-05-14,87.781
2021-05-15,87.781
2021-05-16,87.781
2021-05-17,87.781
2021-05-18,87.781
2021-05-19,87.781
2021-05-20,87.781
2021-05-21,87.781
2021-05-22,87.781
2021-05-23,87.781
2021-05-24,87.781
2021-05-25,87.781
2021-05-26,87.781
2021-05-27,87.781
2021-05-28,87.781
2021-05-29,87.781
2021-05-30,87.781
2021-05-31,87.781
2021-06-01,87.781
2021-06-02,87.781
2021-06-03,87.781
2021-06-04,87.781
2021-06-05,87.781
2021-06-06,87.781
2021-06-07,87.781
2021-06-08,87.781
2021-06-09,87.781
2021-06-10,87.781
2021-06-11,87.781
2021-06-12,87.781
2021-06-13,87.781
2021-06-14,87.781
2021-06-15,87.781
2021-06-16,87.781
2021-06-17,87.781
2021-06-18,87.781
2021-06-19,87.781
2021-06-20,87.781
2021-06-21,87.781
2021-06-22,87.781
2021-06-23,87.781
2021-06-24,87.781
2021-06-25,87.781
2021-06-26,87.781
2021-06-27,87.781
2021-06-28,87.781
2021-06-29,87.781
2021-06-30,87.781
2021-07-01,87.781
2021-07-02,87.781
2021-07-03,87.781
2021-07-04,87.781
2021-07-05,87.781
2021-07-06,87.781
2021-07-07,87.781
2021-07-08,87.781
2021-07-09,87.781
2021-07-10,87.781
2021-07-11,87.781
2021-07-12,87.781
2021-07-13,87.781
2021-07-14,87.781
2021-07-15,87.781
2021-07-16,87.781
2021-07-17,87.781
2021-07-18,87.781
2021-07-19,87.781
2021-07-20,87.781
2021-07-21,87.781
2021-07-22,87.781
2021-07-23,87.781
2021-07-24,87.781
2021-07-25,87.781
2021-07-26,87.781
2021-07-27,87.781
2021-07-28,87.781
2021-07-29,87.781
2021-07-30,547.8604
2021-07-31,547.8604
2021-08-01,547.8604
2021-08-02,545.6422
2021-08-03,544.3747
2021-08-04,540.6513
2021-08-05,551.5837
2021-08-06,559.5849
2021-08-07,559.5849
2021-08-08,559.5849
2021-08-09,549.2071
2021-08-10,563.229
2021-08-11,577.2509
2021-08-12,576.4587
2021-08-13,566.7939
2021-08-14,566.7939
2021-08-15,566.7939
2021-08-16,564.7342
2021-08-17,549.3655
2021-08-18,550.7123
2021-08-19,533.6008
2021-08-20,537.4033
2021-08-21,537.4033
2021-08-22,537.4033
2021-08-23,551.9798
2021-08-24,564.4965
2021-08-25,578.5185
2021-08-26,574.0029
2021-08-27,587.4703
2021-08-28,587.4703
2021-08-29,587.4703
2021-08-30,573.3692
2021-08-31,580.6574
2021-09-01,581.5288
2021-09-02,578.1224
2021-09-03,572.7354
2021-09-04,572.7354
2021-09-05,572.7354
2021-09-06,572.7354
2021-09-07,563.8628
2021-09-08,559.6641
2021-09-09,565.5466
2021-09-10,568.8013
2021-09-11,568.8013
2021-09-12,568.8013
2021-09-13,572.056
2021-09-14,560.1486
2021-09-15,568.6425
2021-09-16,573.8024
2021-09-17,573.3261
2021-09-18,573.3261
2021-09-19,573.3261
2021-09-20,573.9611
2021-09-21,569.2776
2021-09-22,589.0437
2021-09-23,600.5541
2021-09-24,614.2872
2021-09-25,614.2872
2021-09-26,614.2872
2021-09-27,610.3975
2021-09-28,604.1263
2021-09-29,594.8386
2021-09-30,588.488
2021-10-01,614.5254
2021-10-02,614.5254
2021-10-03,614.5254
2021-10-04,605.0789
2021-10-05,606.9841
2021-10-06,610.7944
2021-10-07,605.7933
2021-10-08,586.9798
2021-10-09,586.9798
2021-10-10,586.9798
2021-10-11,586.5829
2021-10-12,593.886
2021-10-13,586.9798
2021-10-14,587.6942
2021-10-15,578.1684
2021-10-16,578.1684
2021-10-17,578.1684
2021-10-18,575.9457
2021-10-19,572.5322
2021-10-20,568.2456
2021-10-21,577.1364
2021-10-22,588.0118
2021-10-23,588.0118
2021-10-24,588.0118
2021-10-25,597.5376
2021-10-26,592.6159
2021-10-27,586.186
2021-10-28,579.5973
2021-10-29,41.2525
2021-10-30,41.2525
2021-10-31,41.2525
2021-11-01,41.8265
2021-11-02,41.1578
2021-11-03,42.094
2021-11-04,41.6147
2021-11-05,43.0748
2021-11-06,43.0748
2021-11-07,43.0748
2021-11-08,42.2333
2021-11-09,42.4953
2021-11-10,41.8655
2021-11-11,41.9547
2021-11-12,41.7485
2021-11-13,41.7485
2021-11-14,41.7485
2021-11-15,41.7429
2021-11-16,41.9324
2021-11-17,42.3169
2021-11-18,41.8042
2021-11-19,40.8568
2021-11-20,40.8568
2021-11-21,40.8568
2021-11-22,40.6785
2021-11-23,40.7008
2021-11-24,40.8513
2021-11-25,40.8513
2021-11-26,39.5695
2021-11-27,39.5695
2021-11-28,39.5695
2021-11-29,39.0456
2021-11-30,38.6611
2021-12-01,37.357
2021-12-02,38.4382
2021-12-03,37.3682
2021-12-04,37.3682
2021-12-05,37.3682
2021-12-06,38.7614
2021-12-07,39.0702
2021-12-08,40.6696
2021-12-09,39.7077
2021-12-10,39.7804
2021-12-11,39.7804
2021-12-12,39.7804
2021-12-13,40.5186
2021-12-14,41.8216
2021-12-15,40.7479
2021-12-16,39.0758
2021-12-17,39.4393
2021-12-18,39.4393
2021-12-19,39.4393
2021-12-20,39.2212
2021-12-21,41.4078
2021-12-22,42.1291
2021-12-23,42.6324
2021-12-24,42.6324
2021-12-25,42.6324
2021-12-26,42.6324
2021-12-27,42.6772
2021-12-28,42.2969
2021-12-29,42.2298
2021-12-30,42.0844
2021-12-31,42.0341
2022-01-01,42.0341
2022-01-02,42.0341
2022-01-03,42.4814
2022-01-04,42.8785
2022-01-05,41.9893
2022-01-06,41.9893
2022-01-07,42.0508
2022-01-08,42.0508
2022-01-09,42.0508
2022-01-10,42.2074
2022-01-11,42.1907
2022-01-12,42.1795
2022-01-13,41.8383
2022-01-14,41.8439
2022-01-15,41.8439
2022-01-16,41.8439
2022-01-17,41.8439
2022-01-18,40.3061
2022-01-19,40.4515
2022-01-20,39.9426
2022-01-21,39.5568
2022-01-22,39.5568
2022-01-23,39.5568
2022-01-24,40.3564
2022-01-25,40.5466
2022-01-26,39.9706
2022-01-27,39.6406
2022-01-28,18.3687
2022-01-29,18.3687
2022-01-30,18.3687
2022-01-31,18.4929
2022-02-01,18.674
2022-02-02,18.4955
2022-02-03,18.5162
2022-02-04,18.6818
2022-02-05,18.6818
2022-02-06,18.6818
2022-02-07,19.0258
2022-02-08,19.357
2022-02-09,19.4423
2022-02-10,19.5484
2022-02-11,19.5355
2022-02-12,19.5355
2022-02-13,19.5355
2022-02-14,19.6001
2022-02-15,20.2701
2022-02-16,20.5909
2022-02-17,20.2003
2022-02-18,20.2106
2022-02-19,20.2106
2022-02-20,20.2106
2022-02-21,20.2106
2022-02-22,19.9623
2022-02-23,19.8019
2022-02-24,20.0321
2022-02-25,20.3995
2022-02-26,20.3995
2022-02-27,20.3995
2022-02-28,20.4461
2022-03-01,20.6453
2022-03-02,21.2635
2022-03-03,20.5081
2022-03-04,19.8226
2022-03-05,19.8226
2022-03-06,19.8226
2022-03-07,18.2523
2022-03-08,18.586
2022-03-09,19.1914
2022-03-10,19.3647
2022-03-11,19.4113
2022-03-12,19.4113
2022-03-13,19.4113
2022-03-14,19.2561
2022-03-15,19.5355
2022-03-16,20.2986
2022-03-17,20.4512
2022-03-18,20.3167
2022-03-19,20.3167
2022-03-20,20.3167
2022-03-21,20.1615
2022-03-22,20.5237
2022-03-23,20.7125
2022-03-24,20.609
2022-03-25,20.4461
2022-03-26,20.4461
2022-03-27,20.4461
2022-03-28,20.3891
2022-03-29,22.0853
2022-03-30,22.1839
2022-03-31,21.9737
2022-04-01,21.7583
2022-04-02,21.7583
2022-04-03,21.7583
2022-04-04,21.3899
2022-04-05,21.2732
2022-04-06,20.2639
2022-04-07,20.0122
2022-04-08,19.7268
2022-04-09,19.7268
2022-04-10,19.7268
2022-04-11,20.3209
2022-04-12,20.3832
2022-04-13,21.1408
2022-04-14,21.1642
2022-04-15,21.1642
2022-04-16,21.1642
2022-04-17,21.1642
2022-04-18,21.6131
2022-04-19,21.9114
2022-04-20,21.818
2022-04-21,21.4729
2022-04-22,21.4522
2022-04-23,21.4522
2022-04-24,21.4522
2022-04-25,21.8258
2022-04-26,21.3121
2022-04-27,21.159
2022-04-28,21.3769
2022-04-29,15.4679
2022-04-30,15.4679
2022-05-01,15.4679
2022-05-02,15.624
2022-05-03,15.7371
2022-05-04,15.8991
2022-05-05,15.2074
2022-05-06,15.3559
2022-05-07,15.3559
2022-05-08,15.3559
2022-05-09,14.2924
2022-05-10,14.4351
2022-05-11,14.1008
2022-05-12,14.091
2022-05-13,14.2201
2022-05-14,14.2201
2022-05-15,14.2201
2022-05-16,13.8995
2022-05-17,14.1536
2022-05-18,13.6746
2022-05-19,13.5808
2022-05-20,13.4048
2022-05-21,13.4048
2022-05-22,13.4048
2022-05-23,13.3833
2022-05-24,12.5955
2022-05-25,13.1429
2022-05-26,14.0304
2022-05-27,14.1047
2022-05-28,14.1047
2022-05-29,14.1047
2022-05-30,14.1047
2022-05-31,13.9972
2022-06-01,14.0089
2022-06-02,14.0285
2022-06-03,13.5476
2022-06-04,13.5476
2022-06-05,13.5476
2022-06-06,13.8721
2022-06-07,14.2691
2022-06-08,14.6624
2022-06-09,14.3832
2022-06-10,13.988
2022-06-11,13.988
2022-06-12,13.988
2022-06-13,13.3706
2022-06-14,13.465
2022-06-15,13.7167
2022-06-16,13.0816
2022-06-17,13.2999
2022-06-18,13.2999
2022-06-19,13.2999
2022-06-20,13.2999
2022-06-21,13.0109
2022-06-22,13.1249
2022-06-23,12.9814
2022-06-24,13.6144
2022-06-25,13.6144
2022-06-26,13.6144
2022-06-27,13.4611
2022-06-28,13.1996
2022-06-29,13.2291
2022-06-30,13.0344
2022-07-01,13.2173
2022-07-02,13.2173
2022-07-03,13.2173
2022-07-04,13.2173
2022-07-05,13.2979
2022-07-06,12.9558
2022-07-07,13.0679
2022-07-08,12.9126
2022-07-09,12.9126
2022-07-10,12.9126
2022-07-11,12.9302
2022-07-12,12.6845
2022-07-13,12.8378
2022-07-14,12.7789
2022-07-15,12.8693
2022-07-16,12.8693
2022-07-17,12.8693
2022-07-18,13.119
2022-07-19,13.41
2022-07-20,13.5083
2022-07-21,13.4689
2022-07-22,13.3628
2022-07-23,13.3628
2022-07-24,13.3628
2022-07-25,13.4257
2022-07-26,13.2664
2022-07-27,13.5751
2022-07-28,13.8759
2022-07-29,20.4172
2022-07-30,20.4172
2022-07-31,20.4172
2022-08-01,20.5406
2022-08-02,20.7893
2022-08-03,20.9559
2022-08-04,20.8975
2022-08-05,20.785
2022-08-06,20.785
2022-08-07,20.785
2022-08-08,21.1268
2022-08-09,21.0013
2022-08-10,21.4124
2022-08-11,21.5638
2022-08-12,21.6676
2022-08-13,21.6676
2022-08-14,21.6676
2022-08-15,21.6525
2022-08-16,21.7996
2022-08-17,21.4903
2022-08-18,21.7001
2022-08-19,21.4859
2022-08-20,21.4859
2022-08-21,21.4859
2022-08-22,21.2025
2022-08-23,21.4167
2022-08-24,21.5205
2022-08-25,21.7628
2022-08-26,21.4773
2022-08-27,21.4773
2022-08-28,21.4773
2022-08-29,21.328
2022-08-30,21.2004
2022-08-31,21.2782
2022-09-01,21.3626
2022-09-02,21.4275
2022-09-03,21.4275
2022-09-04,21.4275
2022-09-05,21.4275
2022-09-06,21.5141
2022-09-07,21.7049
2022-09-08,20.3785
2022-09-09,20.6216
2022-09-10,20.6216
2022-09-11,20.6216
2022-09-12,20.6366
2022-09-13,20.0608
2022-09-14,20.2762
2022-09-15,20.3231
2022-09-16,20.321
2022-09-17,20.321
2022-09-18,20.321
2022-09-19,20.0544
2022-09-20,19.9542
2022-09-21,19.7729
2022-09-22,19.4531
2022-09-23,19.21
2022-09-24,19.21
2022-09-25,19.21
2022-09-26,18.9008
2022-09-27,18.9797
2022-09-28,19.1652
2022-09-29,19.0458
2022-09-30,18.952
2022-10-01,18.952
2022-10-02,18.952
2022-10-03,19.0159
2022-10-04,19.4168
2022-10-05,19.3081
2022-10-06,19.2078
2022-10-07,19.1524
2022-10-08,19.1524
2022-10-09,19.1524
2022-10-10,19.0842
2022-10-11,19.0671
2022-10-12,19.259
2022-10-13,19.5042
2022-10-14,19.4595
2022-10-15,19.4595
2022-10-16,19.4595
2022-10-17,19.5938
2022-10-18,19.9137
2022-10-19,19.8284
2022-10-20,19.9158
2022-10-21,20.1248
2022-10-22,20.1248
2022-10-23,20.1248
2022-10-24,20.0032
2022-10-25,20.193
2022-10-26,20.4809
2022-10-27,20.6152
2022-10-28,20.3052
2022-10-29,20.3052
2022-10-30,20.3052
2022-10-31,20.222
2022-11-01,19.8475
2022-11-02,19.4022
2022-11-03,19.6748
2022-11-04,19.7809
2022-11-05,19.7809
2022-11-06,19.7809
2022-11-07,19.6394
2022-11-08,19.6561
2022-11-09,19.475
2022-11-10,20.2303
2022-11-11,20.12
2022-11-12,20.12
2022-11-13,20.12
2022-11-14,20.0534
2022-11-15,20.1991
2022-11-16,20.1096
2022-11-17,20.1283
2022-11-18,20.1283
2022-11-19,20.1283
2022-11-20,20.1283
2022-11-21,19.8391
2022-11-22,19.7476
2022-11-23,19.8017
2022-11-24,19.8017
2022-11-25,20.016
2022-11-26,20.016
2022-11-27,20.016
2022-11-28,20.145
2022-11-29,20.0888
2022-11-30,20.1824
2022-12-01,20.0846
2022-12-02,20.0576
2022-12-03,20.0576
2022-12-04,20.0576
2022-12-05,19.6789
2022-12-06,19.4711
2022-12-07,18.9108
2022-12-08,19.2253
2022-12-09,19.1566
2022-12-10,19.1566
2022-12-11,19.1566
2022-12-12,19.3878
2022-12-13,19.3482
2022-12-14,19.3232
2022-12-15,19.1107
2022-12-16,18.9899
2022-12-17,18.9899
2022-12-18,18.9899
2022-12-19,18.8233
2022-12-20,18.865
2022-12-21,18.9545
2022-12-22,19.1941
2022-12-23,19.2191
2022-12-24,19.2191
2022-12-25,19.2191
2022-12-26,19.2191
2022-12-27,19.1899
2022-12-28,19.2107
2022-12-29,19.2357
2022-12-30,19.3128
2022-12-31,19.3128
2023-01-01,19.3128
2023-01-02,19.3128
2023-01-03,19.319
2023-01-04,19.6731
2023-01-05,19.7794
2023-01-06,19.971
2023-01-07,19.971
2023-01-08,19.971
2023-01-09,20.2949
2023-01-10,20.4896
2023-01-11,20.4501
2023-01-12,20.6938
2023-01-13,20.8833
2023-01-14,20.8833
2023-01-15,20.8833
2023-01-16,20.8833
2023-01-17,20.4896
2023-01-18,20.4709
2023-01-19,20.4646
2023-01-20,20.7
2023-01-21,20.7
2023-01-22,20.7
2023-01-23,20.7042
2023-01-24,20.4771
2023-01-25,20.3563
2023-01-26,20.4875
2023-01-27,17.8677
2023-01-28,17.8677
2023-01-29,17.8677
2023-01-30,17.8585
2023-01-31,18.1896
2023-02-01,18.3276
2023-02-02,18.3938
2023-02-03,18.4398
2023-02-04,18.4398
2023-02-05,18.4398
2023-02-06,18.3589
2023-02-07,18.4619
2023-02-08,18.2945
2023-02-09,18.3129
2023-02-10,18.2374
2023-02-11,18.2374
2023-02-12,18.2374
2023-02-13,18.2706
2023-02-14,18.2963
2023-02-15,18.2374
2023-02-16,18.2301
2023-02-17,18.07
2023-02-18,18.07
2023-02-19,18.07
2023-02-20,18.07
2023-02-21,17.7389
2023-02-22,17.8051
2023-02-23,17.772
2023-02-24,17.6359
2023-02-25,17.6359
2023-02-26,17.6359
2023-02-27,17.5329
2023-02-28,17.577
2023-03-01,17.5586
2023-03-02,17.6856
2023-03-03,17.8346
2023-03-04,17.8346
2023-03-05,17.8346
2023-03-06,17.5862
2023-03-07,17.4244
2023-03-08,17.4428
2023-03-09,17.1208
2023-03-10,16.8265
2023-03-11,16.8265
2023-03-12,16.8265
2023-03-13,16.5009
2023-03-14,16.4144
2023-03-15,16.4696
2023-03-16,16.6812
2023-03-17,16.523
2023-03-18,16.523
2023-03-19,16.523
2023-03-20,16.8283
2023-03-21,16.8798
2023-03-22,16.8449
2023-03-23,16.6885
2023-03-24,16.7161
2023-03-25,16.7161
2023-03-26,16.7161
2023-03-27,16.8523
2023-03-28,16.893
2023-03-29,16.9428
2023-03-30,16.9521
2023-03-31,17.0
2023-04-01,17.0
2023-04-02,17.0
2023-04-03,16.8506
2023-04-04,16.633
2023-04-05,16.384
2023-04-06,16.4818
2023-04-07,16.4818
2023-04-08,16.4818
2023-04-09,16.4818
2023-04-10,16.6385
2023-04-11,16.9502
2023-04-12,16.6109
2023-04-13,16.6385
2023-04-14,16.7031
