,TALO US Equity
2023-01-27,3.2754
2023-01-28,3.2754
2023-01-29,3.2754
2023-01-30,3.1599
2023-01-31,3.2048
2023-02-01,3.1621
2023-02-02,3.0993
2023-02-03,3.0791
2023-02-04,3.0791
2023-02-05,3.0791
2023-02-06,3.0915
2023-02-07,3.1038
2023-02-08,3.0567
2023-02-09,3.023
2023-02-10,3.1711
2023-02-11,3.1711
2023-02-12,3.1711
2023-02-13,3.1139
2023-02-14,4.2032
2023-02-15,4.186
2023-02-16,4.1551
2023-02-17,3.9989
2023-02-18,3.9989
2023-02-19,3.9989
2023-02-20,3.9989
2023-02-21,3.853
2023-02-22,3.8324
2023-02-23,3.9114
2023-02-24,4.0384
2023-02-25,4.0384
2023-02-26,4.0384
2023-02-27,4.083
2023-02-28,4.0401
2023-03-01,3.714
2023-03-02,3.7466
2023-03-03,3.8444
2023-03-04,3.8444
2023-03-05,3.8444
2023-03-06,3.6882
2023-03-07,3.6367
2023-03-08,3.5646
2023-03-09,3.4633
2023-03-10,3.3861
2023-03-11,3.3861
2023-03-12,3.3861
2023-03-13,3.3208
2023-03-14,3.271
2023-03-15,3.0462
2023-03-16,3.1354
2023-03-17,3.0238
2023-03-18,3.0238
2023-03-19,3.0238
2023-03-20,3.2024
2023-03-21,3.35
2023-03-22,3.259
2023-03-23,3.2625
2023-03-24,3.3758
2023-03-25,3.3758
2023-03-26,3.3758
2023-03-27,3.4616
2023-03-28,3.4994
2023-03-29,3.5766
2023-03-30,3.5045
2023-03-31,5.8123
2023-04-01,5.8123
2023-04-02,5.8123
2023-04-03,6.0259
2023-04-04,5.9107
2023-04-05,5.9035
2023-04-06,5.8027
2023-04-07,5.8027
2023-04-08,5.8027
2023-04-09,5.8027
2023-04-10,5.8363
2023-04-11,5.8363
2023-04-12,5.8219
2023-04-13,5.8099
2023-04-14,5.8418
2023-04-15,5.8418
2023-04-16,5.8418
2023-04-17,5.7082
2023-04-18,5.7488
2023-04-19,5.7488
2023-04-20,5.5842
2023-04-21,5.5484
2023-04-22,5.5484
2023-04-23,5.5484
2023-04-24,5.5293
2023-04-25,5.3457
2023-04-26,5.2503
2023-04-27,5.2789
2023-04-28,5.5007
2023-04-29,5.5007
2023-04-30,5.5007
2023-05-01,5.4936
2023-05-02,5.298
2023-05-03,5.298
2023-05-04,5.3004
2023-05-05,5.4459
2023-05-06,5.4459
2023-05-07,5.4459
2023-05-08,5.3886
2023-05-09,4.9021
2023-05-10,5.0142
2023-05-11,4.9903
2023-05-12,5.0237
2023-05-13,5.0237
2023-05-14,5.0237
2023-05-15,5.0881
2023-05-16,4.9713
2023-05-17,5.0309
2023-05-18,5.1191
2023-05-19,5.1287
2023-05-20,5.1287
2023-05-21,5.1287
2023-05-22,5.2742
2023-05-23,5.3481
2023-05-24,5.4101
2023-05-25,5.3028
2023-05-26,5.2837
2023-05-27,5.2837
2023-05-28,5.2837
2023-05-29,5.2837
2023-05-30,5.2575
2023-05-31,5.1859
2023-06-01,5.298
2023-06-02,5.5222
2023-06-03,5.5222
2023-06-04,5.5222
2023-06-05,5.4626
2023-06-06,5.62
2023-06-07,5.5866
2023-06-08,5.5389
2023-06-09,5.5484
2023-06-10,5.5484
2023-06-11,5.5484
2023-06-12,5.4745
2023-06-13,5.589
2023-06-14,5.5556
2023-06-15,5.6414
2023-06-16,5.6391
2023-06-17,5.6391
2023-06-18,5.6391
2023-06-19,5.6391
2023-06-20,5.5222
2023-06-21,5.5627
2023-06-22,5.5937
2023-06-23,5.4316
2023-06-24,5.4316
2023-06-25,5.4316
2023-06-26,5.5079
2023-06-27,5.484
2023-06-28,5.4936
2023-06-29,5.558
2023-06-30,10.1168
2023-07-01,10.1168
2023-07-02,10.1168
2023-07-03,10.1599
2023-07-04,10.1599
2023-07-05,10.134
2023-07-06,9.8492
2023-07-07,10.0779
2023-07-08,10.0779
2023-07-09,10.0779
2023-07-10,10.1729
2023-07-11,10.3196
2023-07-12,10.2333
2023-07-13,10.2808
2023-07-14,10.2894
2023-07-15,10.2894
2023-07-16,10.2894
2023-07-17,10.3024
2023-07-18,10.6347
2023-07-19,10.7081
2023-07-20,10.6995
2023-07-21,10.7642
2023-07-22,10.7642
2023-07-23,10.7642
2023-07-24,10.8333
2023-07-25,10.9196
2023-07-26,10.9843
2023-07-27,10.6908
2023-07-28,10.9369
2023-07-29,10.9369
2023-07-30,10.9369
2023-07-31,11.0361
2023-08-01,11.0232
2023-08-02,10.8721
2023-08-03,11.0707
2023-08-04,11.1656
2023-08-05,11.1656
2023-08-06,11.1656
2023-08-07,11.2088
2023-08-08,11.2519
2023-08-09,11.3716
2023-08-10,11.2991
2023-08-11,11.3502
2023-08-12,11.3502
2023-08-13,11.3502
2023-08-14,11.4142
2023-08-15,11.3033
2023-08-16,11.3076
2023-08-17,11.3673
2023-08-18,11.3972
2023-08-19,11.3972
2023-08-20,11.3972
2023-08-21,11.41
2023-08-22,11.3076
2023-08-23,11.2948
2023-08-24,11.1327
2023-08-25,11.2735
2023-08-26,11.2735
2023-08-27,11.2735
2023-08-28,11.3119
2023-08-29,11.3289
2023-08-30,11.4995
2023-08-31,11.4739
2023-09-01,11.5166
2023-09-02,11.5166
2023-09-03,11.5166
2023-09-04,11.5166
2023-09-05,11.4441
2023-09-06,11.3801
2023-09-07,11.3545
2023-09-08,11.3545
2023-09-09,11.3545
2023-09-10,11.3545
2023-09-11,11.2436
2023-09-12,11.3545
2023-09-13,11.2522
2023-09-14,11.3716
2023-09-15,11.1839
2023-09-16,11.1839
2023-09-17,11.1839
2023-09-18,11.0986
2023-09-19,11.0944
2023-09-20,11.0133
2023-09-21,10.8683
2023-09-22,10.9664
2023-09-23,10.9664
2023-09-24,10.9664
2023-09-25,11.2351
2023-09-26,11.0944
2023-09-27,11.3204
2023-09-28,11.3289
2023-09-29,12.8226
2023-09-30,12.8226
2023-10-01,12.8226
2023-10-02,12.3776
2023-10-03,12.4998
2023-10-04,12.089
2023-10-05,12.0548
2023-10-06,12.2113
2023-10-07,12.2113
2023-10-08,12.2113
2023-10-09,12.6074
2023-10-10,12.6172
2023-10-11,12.5732
2023-10-12,12.5292
2023-10-13,12.4998
2023-10-14,12.4998
2023-10-15,12.4998
2023-10-16,12.4705
2023-10-17,12.5292
2023-10-18,12.5878
2023-10-19,12.9253
2023-10-20,12.6368
2023-10-21,12.6368
2023-10-22,12.6368
2023-10-23,12.4509
2023-10-24,12.3727
2023-10-25,12.4705
2023-10-26,12.4069
2023-10-27,12.402
2023-10-28,12.402
2023-10-29,12.402
2023-10-30,12.2798
2023-10-31,12.3629
2023-11-01,12.1379
2023-11-02,12.4167
2023-11-03,12.3433
2023-11-04,12.3433
2023-11-05,12.3433
2023-11-06,11.9325
2023-11-07,11.6356
2023-11-08,11.4301
2023-11-09,11.6796
2023-11-10,11.704
2023-11-11,11.704
2023-11-12,11.704
2023-11-13,11.7627
2023-11-14,12.0464
2023-11-15,11.9535
2023-11-16,11.7676
2023-11-17,11.9242
2023-11-18,11.9242
2023-11-19,11.9242
2023-11-20,11.9242
2023-11-21,11.6111
2023-11-22,11.616
2023-11-23,11.616
2023-11-24,11.6307
2023-11-25,11.6307
2023-11-26,11.6307
2023-11-27,11.4888
2023-11-28,11.528
2023-11-29,11.6062
2023-11-30,11.5915
2023-12-01,11.5915
2023-12-02,11.5915
2023-12-03,11.5915
2023-12-04,11.2834
2023-12-05,11.0975
2023-12-06,10.7845
2023-12-07,11.0828
2023-12-08,11.3519
2023-12-09,11.3519
2023-12-10,11.3519
2023-12-11,11.1415
2023-12-12,10.9654
2023-12-13,11.2932
2023-12-14,11.6845
2023-12-15,11.6551
2023-12-16,11.6551
2023-12-17,11.6551
2023-12-18,11.7383
2023-12-19,11.8948
2023-12-20,11.7089
2023-12-21,11.7627
2023-12-22,11.7823
2023-12-23,11.7823
2023-12-24,11.7823
2023-12-25,11.7823
2023-12-26,11.8704
2023-12-27,11.8752
2023-12-28,11.7921
2023-12-29,13.9551
2023-12-30,13.9551
2023-12-31,13.9551
2024-01-01,13.9551
2024-01-02,14.0557
2024-01-03,14.2094
2024-01-04,13.6594
2024-01-05,13.6476
2024-01-06,13.6476
2024-01-07,13.6476
2024-01-08,13.5647
2024-01-09,13.3577
2024-01-10,13.2631
2024-01-11,13.3104
2024-01-12,13.5293
2024-01-13,13.5293
2024-01-14,13.5293
2024-01-15,13.5293
2024-01-16,13.0206
2024-01-17,12.9496
2024-01-18,14.8002
2024-01-19,14.8883
2024-01-20,14.8883
2024-01-21,14.8883
2024-01-22,15.1013
2024-01-23,14.9544
2024-01-24,15.116
2024-01-25,15.2776
2024-01-26,15.2188
2024-01-27,15.2188
2024-01-28,15.2188
2024-01-29,15.3804
2024-01-30,15.5273
2024-01-31,15.0646
2024-02-01,14.7561
2024-02-02,14.5211
2024-02-03,14.5211
2024-02-04,14.5211
2024-02-05,14.3448
2024-02-06,14.3595
2024-02-07,14.5064
2024-02-08,14.5945
2024-02-09,14.5725
2024-02-10,14.5725
2024-02-11,14.5725
2024-02-12,14.8149
2024-02-13,14.5725
2024-02-14,14.5652
2024-02-15,15.0793
2024-02-16,15.2041
2024-02-17,15.2041
2024-02-18,15.2041
2024-02-19,15.2041
2024-02-20,15.1087
2024-02-21,15.2702
2024-02-22,15.2335
2024-02-23,15.0499
2024-02-24,15.0499
2024-02-25,15.0499
2024-02-26,15.0572
2024-02-27,15.2409
2024-02-28,15.0866
2024-02-29,15.5124
2024-03-01,15.6182
2024-03-02,15.6182
2024-03-03,15.6182
2024-03-04,15.5577
2024-03-05,15.399
2024-03-06,15.2402
2024-03-07,15.0058
2024-03-08,15.157
2024-03-09,15.157
2024-03-10,15.157
2024-03-11,15.1419
2024-03-12,15.2326
2024-03-13,16.8776
2024-03-14,16.7771
2024-03-15,16.8034
2024-03-16,16.8034
2024-03-17,16.8034
2024-03-18,16.9437
2024-03-19,17.1891
2024-03-20,17.5836
2024-03-21,17.5661
2024-03-22,17.3381
2024-03-23,17.3381
2024-03-24,17.3381
2024-03-25,17.4521
2024-03-26,17.0839
2024-03-27,17.5047
2024-03-28,17.7502
2024-03-29,17.7502
2024-03-30,17.7502
2024-03-31,17.7502
2024-04-01,17.7414
2024-04-02,17.7765
2024-04-03,17.8554
2024-04-04,17.9167
2024-04-05,18.1008
2024-04-06,18.1008
2024-04-07,18.1008
2024-04-08,18.1622
