,EQH US Equity
2023-04-13,5.6949
2023-04-14,5.6949
2023-04-15,5.6949
2023-04-16,5.6949
2023-04-17,5.7805
2023-04-18,5.85
2023-04-19,5.8946
2023-04-20,5.834
2023-04-21,5.7876
2023-04-22,5.7876
2023-04-23,5.7876
2023-04-24,5.8019
2023-04-25,5.6807
2023-04-26,5.6682
2023-04-27,5.7502
2023-04-28,5.8197
2023-04-29,5.8197
2023-04-30,5.8197
2023-05-01,5.834
2023-05-02,5.6432
2023-05-03,5.5612
2023-05-04,5.2854
2023-05-05,5.4708
2023-05-06,5.4708
2023-05-07,5.4708
2023-05-08,5.3906
2023-05-09,5.2244
2023-05-10,5.2209
2023-05-11,5.3287
2023-05-12,5.3358
2023-05-13,5.3358
2023-05-14,5.3358
2023-05-15,5.4207
2023-05-16,5.3323
2023-05-17,5.5073
2023-05-18,5.5939
2023-05-19,5.5179
2023-05-20,5.5179
2023-05-21,5.5179
2023-05-22,5.6417
2023-05-23,5.6381
2023-05-24,5.5568
2023-05-25,5.6576
2023-05-26,5.6806
2023-05-27,5.6806
2023-05-28,5.6806
2023-05-29,5.6806
2023-05-30,5.6434
2023-05-31,5.525
2023-06-01,5.5975
2023-06-02,5.7389
2023-06-03,5.7389
2023-06-04,5.7389
2023-06-05,5.677
2023-06-06,5.7902
2023-06-07,5.868
2023-06-08,5.8697
2023-06-09,5.8821
2023-06-10,5.8821
2023-06-11,5.8821
2023-06-12,5.8291
2023-06-13,5.9811
2023-06-14,5.9192
2023-06-15,5.9069
2023-06-16,5.8591
2023-06-17,5.8591
2023-06-18,5.8591
2023-06-19,5.8591
2023-06-20,5.8326
2023-06-21,5.822
2023-06-22,5.7124
2023-06-23,5.6823
2023-06-24,5.6823
2023-06-25,5.6823
2023-06-26,5.7725
2023-06-27,5.8821
2023-06-28,5.8874
2023-06-29,5.9511
2023-06-30,6.7952
2023-07-01,6.7952
2023-07-02,6.7952
2023-07-03,6.8562
2023-07-04,6.8562
2023-07-05,6.7841
2023-07-06,6.7119
2023-07-07,6.8146
2023-07-08,6.8146
2023-07-09,6.8146
2023-07-10,6.8451
2023-07-11,6.9118
2023-07-12,6.9478
2023-07-13,7.0311
2023-07-14,6.8396
2023-07-15,6.8396
2023-07-16,6.8396
2023-07-17,6.9423
2023-07-18,7.081
2023-07-19,7.1588
2023-07-20,7.1865
2023-07-21,7.1421
2023-07-22,7.1421
2023-07-23,7.1421
2023-07-24,7.2531
2023-07-25,7.2726
2023-07-26,7.353
2023-07-27,7.2531
2023-07-28,7.2115
2023-07-29,7.2115
2023-07-30,7.2115
2023-07-31,7.2198
2023-08-01,7.292
2023-08-02,7.156
2023-08-03,7.0555
2023-08-04,7.0446
2023-08-05,7.0446
2023-08-06,7.0446
2023-08-07,7.1947
2023-08-08,7.1974
2023-08-09,6.9352
2023-08-10,6.8702
2023-08-11,6.9488
2023-08-12,6.9488
2023-08-13,6.9488
2023-08-14,6.8594
2023-08-15,6.7511
2023-08-16,6.697
2023-08-17,6.6726
2023-08-18,6.7159
2023-08-19,6.7159
2023-08-20,6.7159
2023-08-21,6.7132
2023-08-22,6.5806
2023-08-23,6.6591
2023-08-24,6.7268
2023-08-25,6.7647
2023-08-26,6.7647
2023-08-27,6.7647
2023-08-28,6.8919
2023-08-29,6.9704
2023-08-30,7.1383
2023-08-31,7.0543
2023-09-01,7.1599
2023-09-02,7.1599
2023-09-03,7.1599
2023-09-04,7.1599
2023-09-05,6.9839
2023-09-06,6.9542
2023-09-07,6.8026
2023-09-08,6.9677
2023-09-09,6.9677
2023-09-10,6.9677
2023-09-11,6.919
2023-09-12,7.0733
2023-09-13,7.0029
2023-09-14,7.1437
2023-09-15,7.1518
2023-09-16,7.1518
2023-09-17,7.1518
2023-09-18,7.1572
2023-09-19,7.1301
2023-09-20,7.1247
2023-09-21,6.8757
2023-09-22,6.8513
2023-09-23,6.8513
2023-09-24,6.8513
2023-09-25,6.9054
2023-09-26,6.7078
2023-09-27,6.7349
2023-09-28,6.8648
2023-09-29,5.4178
2023-09-30,5.4178
2023-10-01,5.4178
2023-10-02,5.2475
2023-10-03,5.1273
2023-10-04,5.1417
2023-10-05,5.1739
2023-10-06,5.2439
2023-10-07,5.2439
2023-10-08,5.2439
2023-10-09,5.2403
2023-10-10,5.3084
2023-10-11,5.3999
2023-10-12,5.2797
2023-10-13,5.2582
2023-10-14,5.2582
2023-10-15,5.2582
2023-10-16,5.3748
2023-10-17,5.4411
2023-10-18,5.3855
2023-10-19,5.2833
2023-10-20,5.1614
2023-10-21,5.1614
2023-10-22,5.1614
2023-10-23,5.1399
2023-10-24,5.1901
2023-10-25,5.0215
2023-10-26,5.113
2023-10-27,5.0179
2023-10-28,5.0179
2023-10-29,5.0179
2023-10-30,5.0394
2023-10-31,5.0914
2023-11-01,4.7779
2023-11-02,5.018
2023-11-03,5.1568
2023-11-04,5.1568
2023-11-05,5.1568
2023-11-06,4.9699
2023-11-07,4.9838
2023-11-08,4.9104
2023-11-09,4.872
2023-11-10,4.9699
2023-11-11,4.9699
2023-11-12,4.9699
2023-11-13,4.9349
2023-11-14,5.1865
2023-11-15,5.2425
2023-11-16,5.1935
2023-11-17,5.2861
2023-11-18,5.2861
2023-11-19,5.2861
2023-11-20,5.2931
2023-11-21,5.2529
2023-11-22,5.4224
2023-11-23,5.4224
2023-11-24,5.4557
2023-11-25,5.4557
2023-11-26,5.4557
2023-11-27,5.5256
2023-11-28,5.4923
2023-11-29,5.5622
2023-11-30,5.6898
2023-12-01,5.7894
2023-12-02,5.7894
2023-12-03,5.7894
2023-12-04,5.9624
2023-12-05,5.7999
2023-12-06,5.8401
2023-12-07,5.896
2023-12-08,5.9397
2023-12-09,5.9397
2023-12-10,5.9397
2023-12-11,6.0061
2023-12-12,6.0603
2023-12-13,6.1983
2023-12-14,6.3486
2023-12-15,6.2752
2023-12-16,6.2752
2023-12-17,6.2752
2023-12-18,6.256
2023-12-19,6.2682
2023-12-20,6.1844
2023-12-21,6.1791
2023-12-22,6.1284
2023-12-23,6.1284
2023-12-24,6.1284
2023-12-25,6.1284
2023-12-26,6.1861
2023-12-27,6.1616
2023-12-28,6.2141
2023-12-29,10.6725
2023-12-30,10.6725
2023-12-31,10.6725
2024-01-01,10.6725
2024-01-02,10.6094
2024-01-03,10.3676
2024-01-04,10.4167
2024-01-05,10.5849
2024-01-06,10.5849
2024-01-07,10.5849
2024-01-08,10.6339
2024-01-09,10.4342
2024-01-10,10.4868
2024-01-11,10.4903
2024-01-12,10.4482
2024-01-13,10.4482
2024-01-14,10.4482
2024-01-15,10.4482
2024-01-16,10.3361
2024-01-17,10.3046
2024-01-18,10.3746
2024-01-19,10.5814
2024-01-20,10.5814
2024-01-21,10.5814
2024-01-22,10.6795
2024-01-23,10.5744
2024-01-24,10.6409
2024-01-25,10.6795
2024-01-26,10.6164
2024-01-27,10.6164
2024-01-28,10.6164
2024-01-29,10.6725
2024-01-30,10.669
2024-01-31,10.4587
2024-02-01,10.3536
2024-02-02,10.5113
2024-02-03,10.5113
2024-02-04,10.5113
2024-02-05,10.4482
2024-02-06,10.4763
2024-02-07,10.6491
2024-02-08,10.618
2024-02-09,10.663
2024-02-10,10.663
2024-02-11,10.663
2024-02-12,10.7873
2024-02-13,10.4487
2024-02-14,10.6802
2024-02-15,10.9636
2024-02-16,10.8254
2024-02-17,10.8254
2024-02-18,10.8254
2024-02-19,10.8254
2024-02-20,10.8703
2024-02-21,10.7873
2024-02-22,10.9221
2024-02-23,10.9878
2024-02-24,10.9878
2024-02-25,10.9878
2024-02-26,10.7625
2024-02-27,10.7898
2024-02-28,10.6703
2024-02-29,10.6908
2024-03-01,10.5167
2024-03-02,10.5167
2024-03-03,10.5167
2024-03-04,10.4211
2024-03-05,10.527
2024-03-06,10.3358
2024-03-07,10.4621
2024-03-08,10.4723
2024-03-09,10.4723
2024-03-10,10.4723
2024-03-11,10.585
2024-03-12,10.8307
2024-03-13,11.0014
2024-03-14,11.0458
2024-03-15,11.0253
2024-03-16,11.0253
2024-03-17,11.0253
2024-03-18,11.1516
2024-03-19,11.2574
2024-03-20,11.4485
2024-03-21,11.5714
2024-03-22,11.4246
2024-03-23,11.4246
2024-03-24,11.4246
2024-03-25,11.7762
2024-03-26,11.7659
2024-03-27,11.9639
2024-03-28,11.9775
2024-03-29,11.9775
2024-03-30,11.9775
2024-03-31,11.9775
2024-04-01,11.783
2024-04-02,11.7181
2024-04-03,11.9195
2024-04-04,11.8342
2024-04-05,11.9025
2024-04-06,11.9025
2024-04-07,11.9025
2024-04-08,11.9127
