,SUPN US Equity
2020-08-03,5.8008
2020-08-04,5.6823
2020-08-05,5.7873
2020-08-06,5.7636
2020-08-07,5.7297
2020-08-08,5.7297
2020-08-09,5.7297
2020-08-10,5.7128
2020-08-11,5.6382
2020-08-12,5.8076
2020-08-13,5.8212
2020-08-14,6.0921
2020-08-15,6.0921
2020-08-16,6.0921
2020-08-17,6.3663
2020-08-18,6.4173
2020-08-19,5.857
2020-08-20,5.5786
2020-08-21,5.307
2020-08-22,5.307
2020-08-23,5.307
2020-08-24,5.2934
2020-08-25,5.4564
2020-08-26,5.5582
2020-08-27,5.565
2020-08-28,5.4258
2020-08-29,5.4258
2020-08-30,5.4258
2020-08-31,5.3783
2020-09-01,5.0727
2020-09-02,5.2628
2020-09-03,5.3002
2020-09-04,5.1813
2020-09-05,5.1813
2020-09-06,5.1813
2020-09-07,5.1813
2020-09-08,4.9878
2020-09-09,5.0829
2020-09-10,5.2289
2020-09-11,5.1406
2020-09-12,5.1406
2020-09-13,5.1406
2020-09-14,5.2968
2020-09-15,5.3681
2020-09-16,5.5446
2020-09-17,5.5446
2020-09-18,5.5005
2020-09-19,5.5005
2020-09-20,5.5005
2020-09-21,5.2119
2020-09-22,5.0948
2020-09-23,4.8486
2020-09-24,4.7705
2020-09-25,4.8078
2020-09-26,4.8078
2020-09-27,4.8078
2020-09-28,4.9674
2020-09-29,4.9946
2020-09-30,4.4956
2020-10-01,4.686
2020-10-02,4.5018
2020-10-03,4.5018
2020-10-04,4.5018
2020-10-05,4.6062
2020-10-06,4.4403
2020-10-07,4.5064
2020-10-08,4.5754
2020-10-09,4.6768
2020-10-10,4.6768
2020-10-11,4.6768
2020-10-12,4.5847
2020-10-13,4.5171
2020-10-14,4.3974
2020-10-15,4.3452
2020-10-16,4.3574
2020-10-17,4.3574
2020-10-18,4.3574
2020-10-19,4.25
2020-10-20,4.2331
2020-10-21,4.1609
2020-10-22,4.2776
2020-10-23,4.2653
2020-10-24,4.2653
2020-10-25,4.2653
2020-10-26,4.1456
2020-10-27,3.8815
2020-10-28,3.5315
2020-10-29,3.7311
2020-10-30,3.7341
2020-10-31,3.7341
2020-11-01,3.7341
2020-11-02,3.7372
2020-11-03,3.6696
2020-11-04,4.9969
2020-11-05,5.1689
2020-11-06,5.3398
2020-11-07,5.3398
2020-11-08,5.3398
2020-11-09,5.7607
2020-11-10,4.5704
2020-11-11,4.6487
2020-11-12,4.7716
2020-11-13,5.1647
2020-11-14,5.1647
2020-11-15,5.1647
2020-11-16,4.9651
2020-11-17,4.9774
2020-11-18,4.6886
2020-11-19,4.5811
2020-11-20,4.4797
2020-11-21,4.4797
2020-11-22,4.4797
2020-11-23,4.449
2020-11-24,4.6118
2020-11-25,4.6487
2020-11-26,4.6487
2020-11-27,4.8146
2020-11-28,4.8146
2020-11-29,4.8146
2020-11-30,4.6395
2020-12-01,4.8483
2020-12-02,4.7531
2020-12-03,4.7808
2020-12-04,4.8545
2020-12-05,4.8545
2020-12-06,4.8545
2020-12-07,4.7009
2020-12-08,4.8053
2020-12-09,4.8453
2020-12-10,4.8176
2020-12-11,4.7531
2020-12-12,4.7531
2020-12-13,4.7531
2020-12-14,4.7562
2020-12-15,4.7685
2020-12-16,4.7347
2020-12-17,4.6733
2020-12-18,4.8176
2020-12-19,4.8176
2020-12-20,4.8176
2020-12-21,4.9835
2020-12-22,5.0142
2020-12-23,6.0248
2020-12-24,5.9787
2020-12-25,5.9787
2020-12-26,5.9787
2020-12-27,5.9787
2020-12-28,5.7883
2020-12-29,5.8344
2020-12-30,5.8006
2020-12-31,5.5887
2021-01-01,5.5887
2021-01-02,5.5887
2021-01-03,5.5887
2021-01-04,5.5827
2021-01-05,5.8102
2021-01-06,5.9709
2021-01-07,6.0134
2021-01-08,6.2257
2021-01-09,6.2257
2021-01-10,6.2257
2021-01-11,6.526
2021-01-12,6.6655
2021-01-13,6.5199
2021-01-14,6.6898
2021-01-15,6.8202
2021-01-16,6.8202
2021-01-17,6.8202
2021-01-18,6.8202
2021-01-19,6.9809
2021-01-20,6.8445
2021-01-21,6.5593
2021-01-22,7.0386
2021-01-23,7.0386
2021-01-24,7.0386
2021-01-25,7.2372
2021-01-26,7.4208
2021-01-27,7.3358
2021-01-28,7.1053
2021-01-29,6.8718
2021-01-30,6.8718
2021-01-31,6.8718
2021-02-01,7.0598
2021-02-02,6.7686
2021-02-03,6.9051
2021-02-04,6.7444
2021-02-05,6.8809
2021-02-06,6.8809
2021-02-07,6.8809
2021-02-08,7.2721
2021-02-09,7.4177
2021-02-10,7.4966
2021-02-11,7.2539
2021-02-12,7.2297
2021-02-13,7.2297
2021-02-14,7.2297
2021-02-15,7.2297
2021-02-16,7.0659
2021-02-17,6.9809
2021-02-18,6.799
2021-02-19,6.9385
2021-02-20,6.9385
2021-02-21,6.9385
2021-02-22,6.8323
2021-02-23,6.9294
2021-02-24,7.3419
2021-02-25,6.89
2021-02-26,6.1358
2021-02-27,6.1358
2021-02-28,6.1358
2021-03-01,5.8679
2021-03-02,5.5575
2021-03-03,5.6031
2021-03-04,5.3079
2021-03-05,5.6107
2021-03-06,5.6107
2021-03-07,5.6107
2021-03-08,5.7218
2021-03-09,5.742
2021-03-10,5.8091
2021-03-11,6.0802
2021-03-12,6.0939
2021-03-13,6.0939
2021-03-14,6.0939
2021-03-15,6.1229
2021-03-16,5.9797
2021-03-17,6.0193
2021-03-18,5.7481
2021-03-19,5.9218
2021-03-20,5.9218
2021-03-21,5.9218
2021-03-22,6.2783
2021-03-23,5.8822
2021-03-24,5.6202
2021-03-25,5.934
2021-03-26,5.9492
2021-03-27,5.9492
2021-03-28,5.9492
2021-03-29,5.7725
2021-03-30,5.9294
2021-03-31,6.1854
2021-04-01,6.3664
2021-04-02,6.3664
2021-04-03,6.3664
2021-04-04,6.3664
2021-04-05,7.5026
2021-04-06,7.1641
2021-04-07,6.8792
2021-04-08,6.8323
2021-04-09,6.8993
2021-04-10,6.8993
2021-04-11,6.8993
2021-04-12,6.7853
2021-04-13,7.8981
2021-04-14,8.0925
2021-04-15,8.0858
2021-04-16,8.0355
2021-04-17,8.0355
2021-04-18,8.0355
2021-04-19,7.7841
2021-04-20,7.7003
2021-04-21,7.9316
2021-04-22,7.9014
2021-04-23,7.9383
2021-04-24,7.9383
2021-04-25,7.9383
2021-04-26,8.0992
2021-04-27,8.2232
2021-04-28,7.8612
2021-04-29,7.8914
2021-04-30,7.6166
2021-05-01,7.6166
2021-05-02,7.6166
2021-05-03,7.8264
2021-05-04,7.5175
2021-05-05,7.6484
2021-05-06,7.2455
2021-05-07,7.2723
2021-05-08,7.2723
2021-05-09,7.2723
2021-05-10,7.2656
2021-05-11,7.2757
2021-05-12,7.2925
2021-05-13,7.4268
2021-05-14,7.6652
2021-05-15,7.6652
2021-05-16,7.6652
2021-05-17,7.7995
2021-05-18,7.6921
2021-05-19,7.5477
2021-05-20,7.907
2021-05-21,7.7156
2021-05-22,7.7156
2021-05-23,7.7156
2021-05-24,7.5846
2021-05-25,7.4537
2021-05-26,7.504
2021-05-27,7.5107
2021-05-28,7.4335
2021-05-29,7.4335
2021-05-30,7.4335
2021-05-31,7.4335
2021-06-01,7.3361
2021-06-02,7.3026
2021-06-03,7.4033
2021-06-04,7.4436
2021-06-05,7.4436
2021-06-06,7.4436
2021-06-07,7.4134
2021-06-08,7.4939
2021-06-09,7.6887
2021-06-10,8.0983
2021-06-11,7.8868
2021-06-12,7.8868
2021-06-13,7.8868
2021-06-14,8.1454
2021-06-15,8.1286
2021-06-16,8.555
2021-06-17,8.3502
2021-06-18,8.1856
2021-06-19,8.1856
2021-06-20,8.1856
2021-06-21,8.4039
2021-06-22,8.3233
2021-06-23,8.1319
2021-06-24,8.2763
2021-06-25,8.377
2021-06-26,8.377
2021-06-27,8.377
2021-06-28,8.2091
2021-06-29,8.0312
2021-06-30,8.1218
2021-07-01,8.339
2021-07-02,7.9697
2021-07-03,7.9697
2021-07-04,7.9697
2021-07-05,7.9697
2021-07-06,7.8684
2021-07-07,7.5028
2021-07-08,7.2566
2021-07-09,7.2602
2021-07-10,7.2602
2021-07-11,7.2602
2021-07-12,7.1987
2021-07-13,7.0539
2021-07-14,6.6666
2021-07-15,6.5363
2021-07-16,6.5507
2021-07-17,6.5507
2021-07-18,6.5507
2021-07-19,6.8403
2021-07-20,6.7462
2021-07-21,7.0032
2021-07-22,6.8621
2021-07-23,6.8476
2021-07-24,6.8476
2021-07-25,6.8476
2021-07-26,6.891
2021-07-27,6.8331
2021-07-28,7.1191
2021-07-29,6.8874
2021-07-30,6.5073
2021-07-31,6.5073
2021-08-01,6.5073
2021-08-02,6.6557
2021-08-03,6.71
2021-08-04,6.815
2021-08-05,6.6243
2021-08-06,6.5556
2021-08-07,6.5556
2021-08-08,6.5556
2021-08-09,6.3125
2021-08-10,5.9206
2021-08-11,5.877
2021-08-12,6.0077
2021-08-13,5.9532
2021-08-14,5.9532
2021-08-15,5.9532
2021-08-16,5.9387
2021-08-17,5.9133
2021-08-18,5.692
2021-08-19,5.5178
2021-08-20,5.7174
2021-08-21,5.7174
2021-08-22,5.7174
2021-08-23,6.0802
2021-08-24,6.0839
2021-08-25,6.2109
2021-08-26,6.0802
2021-08-27,6.5846
2021-08-28,6.5846
2021-08-29,6.5846
2021-08-30,6.5592
2021-08-31,6.9656
2021-09-01,7.0636
2021-09-02,7.02
2021-09-03,6.9402
2021-09-04,6.9402
2021-09-05,6.9402
2021-09-06,6.9402
2021-09-07,6.8785
2021-09-08,6.7842
2021-09-09,6.9039
2021-09-10,6.6245
2021-09-11,6.6245
2021-09-12,6.6245
2021-09-13,6.7334
2021-09-14,6.7479
2021-09-15,6.7769
2021-09-16,6.8422
2021-09-17,6.8749
2021-09-18,6.8749
2021-09-19,6.8749
2021-09-20,6.708
2021-09-21,6.8676
2021-09-22,6.8132
2021-09-23,6.7479
2021-09-24,7.0672
2021-09-25,7.0672
2021-09-26,7.0672
2021-09-27,7.1216
2021-09-28,6.8096
2021-09-29,6.7189
2021-09-30,8.0211
2021-10-01,8.2589
2021-10-02,8.2589
2021-10-03,8.2589
2021-10-04,8.0168
2021-10-05,8.0513
2021-10-06,7.9216
2021-10-07,8.0859
2021-10-08,7.8914
2021-10-09,7.8914
2021-10-10,7.8914
2021-10-11,8.7777
2021-10-12,9.4694
2021-10-13,9.5299
2021-10-14,9.9233
2021-10-15,10.1784
2021-10-16,10.1784
2021-10-17,10.1784
2021-10-18,9.7547
2021-10-19,9.3137
2021-10-20,9.4175
2021-10-21,9.1927
2021-10-22,9.3743
2021-10-23,9.3743
2021-10-24,9.3743
2021-10-25,9.5169
2021-10-26,9.4737
2021-10-27,9.184
2021-10-28,9.2532
2021-10-29,9.3959
2021-10-30,9.3959
2021-10-31,9.3959
2021-11-01,9.6077
2021-11-02,9.4867
2021-11-03,9.4737
2021-11-04,10.1441
2021-11-05,10.421
2021-11-06,10.421
2021-11-07,10.421
2021-11-08,11.0094
2021-11-09,11.1478
2021-11-10,10.7584
2021-11-11,10.8709
2021-11-12,10.6719
2021-11-13,10.6719
2021-11-14,10.6719
2021-11-15,10.5897
2021-11-16,11.2949
2021-11-17,11.1608
2021-11-18,10.7022
2021-11-19,10.9704
2021-11-20,10.9704
2021-11-21,10.9704
2021-11-22,10.5508
2021-11-23,10.3561
2021-11-24,10.3085
2021-11-25,10.3085
2021-11-26,9.7331
2021-11-27,9.7331
2021-11-28,9.7331
2021-11-29,9.6639
2021-11-30,9.4563
2021-12-01,9.837
2021-12-02,9.9797
2021-12-03,9.638
2021-12-04,9.638
2021-12-05,9.638
2021-12-06,9.4995
2021-12-07,9.8889
2021-12-08,9.9019
2021-12-09,9.4
2021-12-10,8.989
2021-12-11,8.989
2021-12-12,8.989
2021-12-13,8.604
2021-12-14,8.6819
2021-12-15,8.8809
2021-12-16,8.7295
2021-12-17,8.9025
2021-12-18,8.9025
2021-12-19,8.9025
2021-12-20,9.3568
2021-12-21,9.3308
2021-12-22,9.7851
2021-12-23,9.8153
2021-12-24,9.8153
2021-12-25,9.8153
2021-12-26,9.8153
2021-12-27,9.9105
2021-12-28,9.6466
2021-12-29,9.4866
2021-12-30,9.4822
2021-12-31,17.656
2022-01-01,17.656
2022-01-02,17.656
2022-01-03,18.2248
2022-01-04,17.8415
2022-01-05,17.6313
2022-01-06,17.2542
2022-01-07,18.0084
2022-01-08,18.0084
2022-01-09,18.0084
2022-01-10,18.0455
2022-01-11,18.3175
2022-01-12,17.9713
2022-01-13,17.6808
2022-01-14,18.3979
2022-01-15,18.3979
2022-01-16,18.3979
2022-01-17,18.3979
2022-01-18,17.7117
2022-01-19,17.6499
2022-01-20,17.6931
2022-01-21,17.959
2022-01-22,17.959
2022-01-23,17.959
2022-01-24,17.6437
2022-01-25,17.9899
2022-01-26,17.7735
2022-01-27,17.5695
2022-01-28,18.6142
2022-01-29,18.6142
2022-01-30,18.6142
2022-01-31,18.7008
2022-02-01,19.2571
2022-02-02,19.016
2022-02-03,18.2309
2022-02-04,18.7502
2022-02-05,18.7502
2022-02-06,18.7502
2022-02-07,18.9109
2022-02-08,18.948
2022-02-09,19.0037
2022-02-10,18.5709
2022-02-11,18.2928
2022-02-12,18.2928
2022-02-13,18.2928
2022-02-14,18.2804
2022-02-15,18.5153
2022-02-16,18.6946
2022-02-17,18.8677
2022-02-18,19.968
2022-02-19,19.968
2022-02-20,19.968
2022-02-21,19.968
2022-02-22,19.5353
2022-02-23,19.1891
2022-02-24,19.5229
2022-02-25,18.7749
2022-02-26,18.7749
2022-02-27,18.7749
2022-02-28,19.3807
2022-03-01,17.9899
2022-03-02,18.4164
2022-03-03,18.3546
2022-03-04,18.3237
2022-03-05,18.3237
2022-03-06,18.3237
2022-03-07,18.2248
2022-03-08,18.1877
2022-03-09,18.5215
2022-03-10,19.0717
2022-03-11,18.7749
2022-03-12,18.7749
2022-03-13,18.7749
2022-03-14,18.2433
2022-03-15,18.2866
2022-03-16,18.8429
2022-03-17,18.9666
2022-03-18,18.948
2022-03-19,18.948
2022-03-20,18.948
2022-03-21,18.8986
2022-03-22,19.0778
2022-03-23,19.1088
2022-03-24,19.5786
2022-03-25,19.4302
2022-03-26,19.4302
2022-03-27,19.4302
2022-03-28,19.424
2022-03-29,19.7455
2022-03-30,19.6589
2022-03-31,23.1029
2022-04-01,23.0033
2022-04-02,23.0033
2022-04-03,23.0033
2022-04-04,22.7971
2022-04-05,23.0033
2022-04-06,24.326
2022-04-07,24.4754
2022-04-08,23.9563
2022-04-09,23.9563
2022-04-10,23.9563
2022-04-11,22.7615
2022-04-12,22.9322
2022-04-13,23.413
2022-04-14,22.3208
2022-04-15,22.3208
2022-04-16,22.3208
2022-04-17,22.3208
2022-04-18,21.0358
2022-04-19,20.9501
2022-04-20,21.2856
2022-04-21,21.2499
2022-04-22,21.1643
2022-04-23,21.1643
2022-04-24,21.1643
2022-04-25,21.0286
2022-04-26,20.3576
2022-04-27,20.2291
2022-04-28,20.4075
2022-04-29,20.0363
2022-04-30,20.0363
2022-05-01,20.0363
2022-05-02,20.7359
2022-05-03,20.7799
2022-05-04,20.987
2022-05-05,20.1372
2022-05-06,19.7444
2022-05-07,19.7444
2022-05-08,19.7444
2022-05-09,18.9516
2022-05-10,18.566
2022-05-11,18.2089
2022-05-12,19.0107
2022-05-13,19.2535
2022-05-14,19.2535
2022-05-15,19.2535
2022-05-16,19.7178
2022-05-17,20.332
2022-05-18,19.3678
2022-05-19,19.4821
2022-05-20,19.7464
2022-05-21,19.7464
2022-05-22,19.7464
2022-05-23,19.5107
2022-05-24,19.3892
2022-05-25,19.5964
2022-05-26,19.7249
2022-05-27,20.4035
2022-05-28,20.4035
2022-05-29,20.4035
2022-05-30,20.4035
2022-05-31,20.0249
2022-06-01,20.1035
2022-06-02,20.1963
2022-06-03,20.3178
2022-06-04,20.3178
2022-06-05,20.3178
2022-06-06,20.0963
2022-06-07,20.5892
2022-06-08,20.2749
2022-06-09,20.0321
2022-06-10,19.5107
2022-06-11,19.5107
2022-06-12,19.5107
2022-06-13,19.0535
2022-06-14,18.9964
2022-06-15,19.7106
2022-06-16,19.0392
2022-06-17,19.4178
2022-06-18,19.4178
2022-06-19,19.4178
2022-06-20,19.4178
2022-06-21,19.7892
2022-06-22,19.9463
2022-06-23,20.3963
2022-06-24,20.4035
2022-06-25,20.4035
2022-06-26,20.4035
2022-06-27,20.8249
2022-06-28,20.3892
2022-06-29,20.4749
2022-06-30,28.4837
2022-07-01,28.9252
2022-07-02,28.9252
2022-07-03,28.9252
2022-07-04,28.9252
2022-07-05,29.3873
2022-07-06,30.1062
2022-07-07,29.7057
2022-07-08,29.7468
2022-07-09,29.7468
2022-07-10,29.7468
2022-07-11,29.2025
2022-07-12,28.6583
2022-07-13,28.535
2022-07-14,28.3502
2022-07-15,29.2641
2022-07-16,29.2641
2022-07-17,29.2641
2022-07-18,28.7096
2022-07-19,29.5414
2022-07-20,29.0895
2022-07-21,29.4695
2022-07-22,30.0548
2022-07-23,30.0548
2022-07-24,30.0548
2022-07-25,30.1575
2022-07-26,30.6607
2022-07-27,30.9585
2022-07-28,31.092
2022-07-29,31.3898
2022-07-30,31.3898
2022-07-31,31.3898
2022-08-01,31.133
2022-08-02,31.6054
2022-08-03,31.667
2022-08-04,32.4783
2022-08-05,31.8108
2022-08-06,31.8108
2022-08-07,31.8108
2022-08-08,30.9462
2022-08-09,30.6891
2022-08-10,31.2753
2022-08-11,30.9359
2022-08-12,32.5094
2022-08-13,32.5094
2022-08-14,32.5094
2022-08-15,33.7436
2022-08-16,33.7333
2022-08-17,33.2499
2022-08-18,33.6099
2022-08-19,35.3068
2022-08-20,35.3068
2022-08-21,35.3068
2022-08-22,35.0806
2022-08-23,34.916
2022-08-24,34.988
2022-08-25,34.844
2022-08-26,33.5893
2022-08-27,33.5893
2022-08-28,33.5893
2022-08-29,33.4968
2022-08-30,33.2396
2022-08-31,33.9904
2022-09-01,34.8235
2022-09-02,34.155
2022-09-03,34.155
2022-09-04,34.155
2022-09-05,34.155
2022-09-06,33.867
2022-09-07,33.9801
2022-09-08,34.3195
2022-09-09,34.4224
2022-09-10,34.4224
2022-09-11,34.4224
2022-09-12,34.8955
2022-09-13,34.4018
2022-09-14,34.4018
2022-09-15,34.6075
2022-09-16,34.6795
2022-09-17,34.6795
2022-09-18,34.6795
2022-09-19,35.204
2022-09-20,34.3195
2022-09-21,34.0521
2022-09-22,32.6637
2022-09-23,32.8077
2022-09-24,32.8077
2022-09-25,32.8077
2022-09-26,32.2523
2022-09-27,31.4913
2022-09-28,33.1471
2022-09-29,33.0134
2022-09-30,96.7862
2022-10-01,96.7862
2022-10-02,96.7862
2022-10-03,95.7395
2022-10-04,98.0123
2022-10-05,96.4871
2022-10-06,97.4441
2022-10-07,95.1115
2022-10-08,95.1115
2022-10-09,95.1115
2022-10-10,90.4761
2022-10-11,89.1902
2022-10-12,88.5322
2022-10-13,91.6723
2022-10-14,92.6293
2022-10-15,92.6293
2022-10-16,92.6293
2022-10-17,95.889
2022-10-18,97.175
2022-10-19,95.6498
2022-10-20,93.9452
2022-10-21,96.1582
2022-10-22,96.1582
2022-10-23,96.1582
2022-10-24,96.9058
2022-10-25,98.0123
2022-10-26,98.9095
2022-10-27,97.474
2022-10-28,99.5375
2022-10-29,99.5375
2022-10-30,99.5375
2022-10-31,98.0422
2022-11-01,98.1619
2022-11-02,98.2516
2022-11-03,98.1619
2022-11-04,97.2348
2022-11-05,97.2348
2022-11-06,97.2348
2022-11-07,99.388
2022-11-08,99.3282
2022-11-09,94.3156
2022-11-10,99.1206
2022-11-11,101.4174
2022-11-12,101.4174
2022-11-13,101.4174
2022-11-14,99.8157
2022-11-15,98.3047
2022-11-16,97.4585
2022-11-17,98.5464
2022-11-18,99.9063
2022-11-19,99.9063
2022-11-20,99.9063
2022-11-21,100.2085
2022-11-22,101.1151
2022-11-23,100.8432
2022-11-24,100.8432
2022-11-25,101.9613
2022-11-26,101.9613
2022-11-27,101.9613
2022-11-28,103.1399
2022-11-29,104.3487
2022-11-30,106.5246
2022-12-01,107.4312
2022-12-02,108.912
2022-12-03,108.912
2022-12-04,108.912
2022-12-05,103.1701
2022-12-06,103.1399
2022-12-07,103.1701
2022-12-08,103.0795
2022-12-09,102.0218
2022-12-10,102.0218
2022-12-11,102.0218
2022-12-12,102.9888
2022-12-13,102.2333
2022-12-14,103.0492
2022-12-15,102.7773
2022-12-16,107.3708
2022-12-17,107.3708
2022-12-18,107.3708
2022-12-19,104.4696
2022-12-20,108.7005
2022-12-21,110.0301
2022-12-22,109.0329
2022-12-23,108.7911
2022-12-24,108.7911
2022-12-25,108.7911
2022-12-26,108.7911
2022-12-27,106.4037
2022-12-28,103.5932
2022-12-29,103.9861
2022-12-30,186.497
2022-12-31,186.497
2023-01-01,186.497
2023-01-02,186.497
2023-01-03,188.6067
2023-01-04,189.9076
2023-01-05,190.3999
2023-01-06,190.8452
2023-01-07,190.8452
2023-01-08,190.8452
2023-01-09,189.8725
2023-01-10,190.142
2023-01-11,190.0131
2023-01-12,190.0951
2023-01-13,191.4312
2023-01-14,191.4312
2023-01-15,191.4312
2023-01-16,191.4312
2023-01-17,191.6656
2023-01-18,191.8532
2023-01-19,192.0172
2023-01-20,191.9352
2023-01-21,191.9352
2023-01-22,191.9352
2023-01-23,192.9549
2023-01-24,193.2244
2023-01-25,192.7908
2023-01-26,192.8142
2023-01-27,192.3689
2023-01-28,192.3689
2023-01-29,192.3689
2023-01-30,192.8142
2023-01-31,192.7556
2023-02-01,193.4237
2023-02-02,193.9511
2023-02-03,193.4588
2023-02-04,193.4588
2023-02-05,193.4588
2023-02-06,192.4509
2023-02-07,189.3919
2023-02-08,189.5677
2023-02-09,190.3999
2023-02-10,190.0131
2023-02-11,190.0131
2023-02-12,190.0131
2023-02-13,190.9156
2023-02-14,189.9076
2023-02-15,189.8842
2023-02-16,189.9897
2023-02-17,190.7515
2023-02-18,190.7515
2023-02-19,190.7515
2023-02-20,190.7515
2023-02-21,190.1889
2023-02-22,189.8959
2023-02-23,189.9311
2023-02-24,189.2278
2023-02-25,189.2278
2023-02-26,189.2278
2023-02-27,189.181
2023-02-28,188.7473
2023-03-01,190.8594
2023-03-02,191.5534
2023-03-03,191.5063
2023-03-04,191.5063
2023-03-05,191.5063
2023-03-06,189.836
2023-03-07,189.8125
2023-03-08,189.0715
2023-03-09,187.6513
2023-03-10,185.9183
2023-03-11,185.9183
2023-03-12,185.9183
2023-03-13,185.9419
2023-03-14,187.557
2023-03-15,186.5549
2023-03-16,187.1208
