,CMI US Equity
2020-07-08,14.2489
2020-07-09,14.1125
2020-07-10,14.2314
2020-07-11,14.2314
2020-07-12,14.2314
2020-07-13,14.2737
2020-07-14,14.5602
2020-07-15,14.8089
2020-07-16,14.9555
2020-07-17,14.9103
2020-07-18,14.9103
2020-07-19,14.9103
2020-07-20,14.7054
2020-07-21,15.1342
2020-07-22,15.4317
2020-07-23,15.4084
2020-07-24,15.2844
2020-07-25,15.2844
2020-07-26,15.2844
2020-07-27,15.4827
2020-07-28,15.7932
2020-07-29,16.075
2020-07-30,15.7538
2020-07-31,15.6647
2020-08-01,15.6647
2020-08-02,15.6647
2020-08-03,15.8144
2020-08-04,15.6465
2020-08-05,16.0356
2020-08-06,15.8808
2020-08-07,16.1035
2020-08-08,16.1035
2020-08-09,16.1035
2020-08-10,16.8991
2020-08-11,17.0356
2020-08-12,17.1203
2020-08-13,16.9035
2020-08-14,17.143
2020-08-15,17.143
2020-08-16,17.143
2020-08-17,16.9203
2020-08-18,16.8802
2020-08-19,16.9721
2020-08-20,16.8137
2020-08-21,16.8159
2020-08-22,16.8159
2020-08-23,16.8159
2020-08-24,16.9685
2020-08-25,16.8911
2020-08-26,16.8247
2020-08-27,16.7166
2020-08-28,16.7933
2020-08-29,16.7933
2020-08-30,16.7933
2020-08-31,16.686
2020-09-01,16.9641
2020-09-02,17.094
2020-09-03,16.4896
2020-09-04,16.475
2020-09-05,16.475
2020-09-06,16.475
2020-09-07,16.475
2020-09-08,16.4531
2020-09-09,17.0378
2020-09-10,16.6794
2020-09-11,16.7342
2020-09-12,16.7342
2020-09-13,16.7342
2020-09-14,16.9291
2020-09-15,16.8962
2020-09-16,16.8575
2020-09-17,16.9189
2020-09-18,17.0254
2020-09-19,17.0254
2020-09-20,17.0254
2020-09-21,16.4393
2020-09-22,16.4692
2020-09-23,16.3765
2020-09-24,16.5524
2020-09-25,16.5524
2020-09-26,16.5524
2020-09-27,16.5524
2020-09-28,16.8605
2020-09-29,16.8687
2020-09-30,16.7398
2020-10-01,16.4347
2020-10-02,16.6791
2020-10-03,16.6791
2020-10-04,16.6791
2020-10-05,17.2353
2020-10-06,17.1227
2020-10-07,17.5071
2020-10-08,17.4693
2020-10-09,17.6404
2020-10-10,17.6404
2020-10-11,17.6404
2020-10-12,17.5241
2020-10-13,17.4278
2020-10-14,17.5256
2020-10-15,17.5759
2020-10-16,17.6019
2020-10-17,17.6019
2020-10-18,17.6019
2020-10-19,17.4797
2020-10-20,17.5626
2020-10-21,17.5611
2020-10-22,17.6604
2020-10-23,17.8596
2020-10-24,17.8596
2020-10-25,17.8596
2020-10-26,17.4449
2020-10-27,17.4147
2020-10-28,16.9552
2020-10-29,17.241
2020-10-30,17.4229
2020-10-31,17.4229
2020-11-01,17.4229
2020-11-02,18.0011
2020-11-03,18.324
2020-11-04,17.6388
2020-11-05,18.1414
2020-11-06,18.1028
2020-11-07,18.1028
2020-11-08,18.1028
2020-11-09,18.0968
2020-11-10,18.4598
2020-11-11,18.537
2020-11-12,18.4063
2020-11-13,18.6595
2020-11-14,18.6595
2020-11-15,18.6595
2020-11-16,18.3113
2020-11-17,18.2534
2020-11-18,18.4301
2020-11-19,18.4063
2020-11-20,18.2215
2020-11-21,18.2215
2020-11-22,18.2215
2020-11-23,18.5607
2020-11-24,18.5192
2020-11-25,18.2022
2020-11-26,18.2022
2020-11-27,18.1013
2020-11-28,18.1013
2020-11-29,18.1013
2020-11-30,18.2601
2020-12-01,18.2
2020-12-02,17.964
2020-12-03,17.4563
2020-12-04,17.4258
2020-12-05,17.4258
2020-12-06,17.4258
2020-12-07,17.3635
2020-12-08,17.5082
2020-12-09,17.742
2020-12-10,17.3976
2020-12-11,17.3316
2020-12-12,17.3316
2020-12-13,17.3316
2020-12-14,17.1645
2020-12-15,17.7309
2020-12-16,17.6403
2020-12-17,17.6856
2020-12-18,17.7509
2020-12-19,17.7509
2020-12-20,17.7509
2020-12-21,17.7814
2020-12-22,17.6938
2020-12-23,17.7443
2020-12-24,17.9157
2020-12-25,17.9157
2020-12-26,17.9157
2020-12-27,17.9157
2020-12-28,17.7383
2020-12-29,17.6307
2020-12-30,17.8014
2020-12-31,15.555
2021-01-01,15.555
2021-01-02,15.555
2021-01-03,15.555
2021-01-04,15.1812
2021-01-05,15.1982
2021-01-06,15.9783
2021-01-07,16.3449
2021-01-08,16.0253
2021-01-09,16.0253
2021-01-10,16.0253
2021-01-11,16.1799
2021-01-12,16.5289
2021-01-13,16.4532
2021-01-14,16.4832
2021-01-15,16.2164
2021-01-16,16.2164
2021-01-17,16.2164
2021-01-18,16.2164
2021-01-19,16.2895
2021-01-20,16.1701
2021-01-21,16.9203
2021-01-22,16.8531
2021-01-23,16.8531
2021-01-24,16.8531
2021-01-25,16.8231
2021-01-26,16.8413
2021-01-27,16.3378
2021-01-28,16.54
2021-01-29,16.0325
2021-01-30,16.0325
2021-01-31,16.0325
2021-02-01,15.9379
2021-02-02,15.9986
2021-02-03,16.1055
2021-02-04,15.8798
2021-02-05,15.6789
2021-02-06,15.6789
2021-02-07,15.6789
2021-02-08,16.263
2021-02-09,16.6774
2021-02-10,16.6921
2021-02-11,16.5684
2021-02-12,16.6179
2021-02-13,16.6179
2021-02-14,16.6179
2021-02-15,16.6179
2021-02-16,16.6511
2021-02-17,16.4773
2021-02-18,16.4682
2021-02-19,16.7995
2021-02-20,16.7995
2021-02-21,16.7995
2021-02-22,16.9628
2021-02-23,17.0689
2021-02-24,17.6038
2021-02-25,17.3702
2021-02-26,17.2186
2021-02-27,17.2186
2021-02-28,17.2186
2021-03-01,17.855
2021-03-02,17.5101
2021-03-03,17.7697
2021-03-04,17.5706
2021-03-05,18.0424
2021-03-06,18.0424
2021-03-07,18.0424
2021-03-08,18.2344
2021-03-09,18.0951
2021-03-10,18.5155
2021-03-11,18.2988
2021-03-12,18.5669
2021-03-13,18.5669
2021-03-14,18.5669
2021-03-15,18.7016
2021-03-16,18.1114
2021-03-17,18.2884
2021-03-18,18.1986
2021-03-19,18.045
2021-03-20,18.045
2021-03-21,18.045
2021-03-22,17.8875
2021-03-23,17.3682
2021-03-24,17.5114
2021-03-25,17.7379
2021-03-26,17.8186
2021-03-27,17.8186
2021-03-28,17.8186
2021-03-29,17.5878
2021-03-30,17.7609
2021-03-31,17.476
2021-04-01,16.3163
2021-04-02,16.3163
2021-04-03,16.3163
2021-04-04,16.3163
2021-04-05,16.5441
2021-04-06,16.4626
2021-04-07,16.3433
2021-04-08,16.2696
2021-04-09,16.4158
2021-04-10,16.4158
2021-04-11,16.4158
2021-04-12,16.5267
2021-04-13,16.4782
2021-04-14,16.5381
2021-04-15,16.5705
2021-04-16,16.7137
2021-04-17,16.7137
2021-04-18,16.7137
2021-04-19,16.6214
2021-04-20,16.4518
2021-04-21,16.637
2021-04-22,16.5201
2021-04-23,16.601
2021-04-24,16.601
2021-04-25,16.601
2021-04-26,16.3961
2021-04-27,16.3229
2021-04-28,16.1761
2021-04-29,16.26
2021-04-30,15.9759
2021-05-01,15.9759
2021-05-02,15.9759
2021-05-03,16.0706
2021-05-04,16.1541
2021-05-05,16.4746
2021-05-06,16.7712
2021-05-07,16.7987
2021-05-08,16.7987
2021-05-09,16.7987
2021-05-10,17.0588
2021-05-11,16.7025
2021-05-12,16.2773
2021-05-13,16.5918
2021-05-14,16.7557
2021-05-15,16.7557
2021-05-16,16.7557
2021-05-17,16.7945
2021-05-18,16.3622
2021-05-19,16.3712
2021-05-20,16.1278
2021-05-21,16.2247
2021-05-22,16.2247
2021-05-23,16.2247
2021-05-24,16.1493
2021-05-25,16.0788
2021-05-26,16.1236
2021-05-27,16.3688
2021-05-28,16.254
2021-05-29,16.254
2021-05-30,16.254
2021-05-31,16.254
2021-06-01,16.5219
2021-06-02,16.4077
2021-06-03,16.4746
2021-06-04,16.669
2021-06-05,16.669
2021-06-06,16.669
2021-06-07,16.37
2021-06-08,16.4119
2021-06-09,16.2235
2021-06-10,15.9526
2021-06-11,15.8187
2021-06-12,15.8187
2021-06-13,15.8187
2021-06-14,15.7254
2021-06-15,15.8246
2021-06-16,15.5795
2021-06-17,15.061
2021-06-18,14.8021
2021-06-19,14.8021
2021-06-20,14.8021
2021-06-21,14.9749
2021-06-22,15.0419
2021-06-23,15.1011
2021-06-24,15.1675
2021-06-25,15.2715
2021-06-26,15.2715
2021-06-27,15.2715
2021-06-28,15.2966
2021-06-29,15.1974
2021-06-30,15.4485
2021-07-01,15.3481
2021-07-02,13.2759
2021-07-03,13.2759
2021-07-04,13.2759
2021-07-05,13.2759
2021-07-06,12.9926
2021-07-07,13.1258
2021-07-08,13.0518
2021-07-09,13.3201
2021-07-10,13.3201
2021-07-11,13.3201
2021-07-12,13.3499
2021-07-13,13.2579
2021-07-14,13.1304
2021-07-15,13.1875
2021-07-16,13.1104
2021-07-17,13.1104
2021-07-18,13.1104
2021-07-19,12.8281
2021-07-20,13.0754
2021-07-21,13.1494
2021-07-22,13.0497
2021-07-23,13.0497
2021-07-24,13.0497
2021-07-25,13.0497
2021-07-26,13.0014
2021-07-27,12.8626
2021-07-28,12.7711
2021-07-29,12.8292
2021-07-30,12.7752
2021-07-31,12.7752
2021-08-01,12.7752
2021-08-02,12.6189
2021-08-03,12.6113
2021-08-04,12.5114
2021-08-05,12.37
2021-08-06,12.4109
2021-08-07,12.4109
2021-08-08,12.4109
2021-08-09,12.4902
2021-08-10,12.6477
2021-08-11,13.0532
2021-08-12,12.9183
2021-08-13,12.8471
2021-08-14,12.8471
2021-08-15,12.8471
2021-08-16,12.9264
2021-08-17,12.7522
2021-08-18,12.6381
2021-08-19,12.5331
2021-08-20,12.5417
2021-08-21,12.5417
2021-08-22,12.5417
2021-08-23,12.7224
2021-08-24,12.7674
2021-08-25,12.885
2021-08-26,12.8098
2021-08-27,12.9774
2021-08-28,12.9774
2021-08-29,12.9774
2021-08-30,12.8961
2021-08-31,12.7593
2021-09-01,12.7032
2021-09-02,12.8093
2021-09-03,12.8901
2021-09-04,12.8901
2021-09-05,12.8901
2021-09-06,12.8901
2021-09-07,12.6517
2021-09-08,12.6432
2021-09-09,12.6078
2021-09-10,12.625
2021-09-11,12.625
2021-09-12,12.625
2021-09-13,12.7406
2021-09-14,12.5492
2021-09-15,12.6815
2021-09-16,12.4427
2021-09-17,12.3407
2021-09-18,12.3407
2021-09-19,12.3407
2021-09-20,12.0266
2021-09-21,11.9292
2021-09-22,12.0342
2021-09-23,12.373
2021-09-24,12.3392
2021-09-25,12.3392
2021-09-26,12.3392
2021-09-27,12.47
2021-09-28,12.4301
2021-09-29,12.4912
2021-09-30,12.1826
2021-10-01,12.3365
2021-10-02,12.3365
2021-10-03,12.3365
2021-10-04,12.3143
2021-10-05,12.6758
2021-10-06,12.6718
2021-10-07,12.6854
2021-10-08,12.7431
2021-10-09,12.7431
2021-10-10,12.7431
2021-10-11,12.563
2021-10-12,12.4467
2021-10-13,12.5175
2021-10-14,12.8862
2021-10-15,12.8584
2021-10-16,12.8584
2021-10-17,12.8584
2021-10-18,12.7956
2021-10-19,12.9514
2021-10-20,13.0884
2021-10-21,12.9812
2021-10-22,12.9812
2021-10-23,12.9812
2021-10-24,12.9812
2021-10-25,13.0141
2021-10-26,12.8897
2021-10-27,12.6849
2021-10-28,13.0839
2021-10-29,12.9372
2021-10-30,12.9372
2021-10-31,12.9372
2021-11-01,13.2148
2021-11-02,13.0115
2021-11-03,12.6691
2021-11-04,12.6529
2021-11-05,12.7491
2021-11-06,12.7491
2021-11-07,12.7491
2021-11-08,12.799
2021-11-09,12.7053
2021-11-10,12.7814
2021-11-11,12.7104
2021-11-12,12.7124
2021-11-13,12.7124
2021-11-14,12.7124
2021-11-15,12.6968
2021-11-16,12.666
2021-11-17,12.4883
2021-11-18,12.2974
2021-11-19,12.0854
2021-11-20,12.0854
2021-11-21,12.0854
2021-11-22,12.2913
2021-11-23,12.2843
2021-11-24,12.1846
2021-11-25,12.1846
2021-11-26,11.8733
2021-11-27,11.8733
2021-11-28,11.8733
2021-11-29,11.7519
2021-11-30,11.3732
2021-12-01,11.3415
2021-12-02,11.6824
2021-12-03,11.7399
2021-12-04,11.7399
2021-12-05,11.7399
2021-12-06,11.8527
2021-12-07,11.8779
2021-12-08,11.9302
2021-12-09,11.8683
2021-12-10,11.7937
2021-12-11,11.7937
2021-12-12,11.7937
2021-12-13,11.694
2021-12-14,11.7172
2021-12-15,11.8189
2021-12-16,11.8033
2021-12-17,11.4377
2021-12-18,11.4377
2021-12-19,11.4377
2021-12-20,11.2342
2021-12-21,11.4744
2021-12-22,11.4321
2021-12-23,11.5857
2021-12-24,11.5857
2021-12-25,11.5857
2021-12-26,11.5857
2021-12-27,11.6986
2021-12-28,11.765
2021-12-29,11.825
2021-12-30,11.7807
2021-12-31,12.3998
2022-01-01,12.3998
2022-01-02,12.3998
2022-01-03,12.4733
2022-01-04,12.9163
2022-01-05,12.8655
2022-01-06,13.0368
2022-01-07,13.2567
2022-01-08,13.2567
2022-01-09,13.2567
2022-01-10,13.0997
2022-01-11,13.1531
2022-01-12,13.1145
2022-01-13,13.3428
2022-01-14,13.4253
2022-01-15,13.4253
2022-01-16,13.4253
2022-01-17,13.4253
2022-01-18,13.3439
2022-01-19,13.0849
2022-01-20,12.8534
2022-01-21,12.6758
2022-01-22,12.6758
2022-01-23,12.6758
2022-01-24,12.7096
2022-01-25,12.8502
2022-01-26,12.8074
2022-01-27,12.7138
2022-01-28,12.5505
2022-01-29,12.5505
2022-01-30,12.5505
2022-01-31,12.5447
2022-02-01,12.7905
2022-02-02,12.8401
2022-02-03,12.8367
2022-02-04,12.9078
2022-02-05,12.9078
2022-02-06,12.9078
2022-02-07,12.7993
2022-02-08,12.6337
2022-02-09,12.7384
2022-02-10,12.6184
2022-02-11,12.5632
2022-02-12,12.5632
2022-02-13,12.5632
2022-02-14,12.4195
2022-02-15,12.5742
2022-02-16,12.6232
2022-02-17,12.38
2022-02-18,12.3463
2022-02-19,12.3463
2022-02-20,12.3463
2022-02-21,12.3463
2022-02-22,12.1379
2022-02-23,11.7031
2022-02-24,11.5684
2022-02-25,11.5989
2022-02-26,11.5989
2022-02-27,11.5989
2022-02-28,11.6131
2022-03-01,11.1894
2022-03-02,11.7689
2022-03-03,11.8695
2022-03-04,11.5037
2022-03-05,11.5037
2022-03-06,11.5037
2022-03-07,10.8489
2022-03-08,11.0284
2022-03-09,11.3142
2022-03-10,11.2489
2022-03-11,11.1484
2022-03-12,11.1484
2022-03-13,11.1484
2022-03-14,11.2789
2022-03-15,11.3158
2022-03-16,11.6731
2022-03-17,11.681
2022-03-18,11.7516
2022-03-19,11.7516
2022-03-20,11.7516
2022-03-21,11.72
2022-03-22,11.9053
2022-03-23,11.8189
2022-03-24,11.8826
2022-03-25,11.9047
2022-03-26,11.9047
2022-03-27,11.9047
2022-03-28,11.7756
2022-03-29,12.0202
2022-03-30,11.8727
2022-03-31,12.7372
2022-04-01,12.5053
2022-04-02,12.5053
2022-04-03,12.5053
2022-04-04,12.5769
2022-04-05,12.4519
2022-04-06,12.3621
2022-04-07,12.2257
2022-04-08,12.145
2022-04-09,12.145
2022-04-10,12.145
2022-04-11,12.045
2022-04-12,12.0251
2022-04-13,12.1399
2022-04-14,12.216
2022-04-15,12.216
2022-04-16,12.216
2022-04-17,12.216
2022-04-18,12.2598
2022-04-19,12.5195
2022-04-20,12.7201
2022-04-21,12.8366
2022-04-22,12.4013
2022-04-23,12.4013
2022-04-24,12.4013
2022-04-25,12.228
2022-04-26,11.912
2022-04-27,12.1552
2022-04-28,12.1331
2022-04-29,11.8324
2022-04-30,11.8324
2022-05-01,11.8324
2022-05-02,12.1586
2022-05-03,12.4888
2022-05-04,12.8625
2022-05-05,12.5961
2022-05-06,12.4657
2022-05-07,12.4657
2022-05-08,12.4657
2022-05-09,12.5216
2022-05-10,12.2224
2022-05-11,12.153
2022-05-12,12.337
2022-05-13,12.4318
2022-05-14,12.4318
2022-05-15,12.4318
2022-05-16,12.5204
2022-05-17,12.8314
2022-05-18,12.6034
2022-05-19,12.4747
2022-05-20,12.2168
2022-05-21,12.2168
2022-05-22,12.2168
2022-05-23,12.2975
2022-05-24,12.1717
2022-05-25,12.5165
2022-05-26,12.569
2022-05-27,12.8184
2022-05-28,12.8184
2022-05-29,12.8184
2022-05-30,12.8184
2022-05-31,12.8834
2022-06-01,12.8117
2022-06-02,13.0256
2022-06-03,12.9906
2022-06-04,12.9906
2022-06-05,12.9906
2022-06-06,13.0826
2022-06-07,13.2299
2022-06-08,13.1464
2022-06-09,13.0177
2022-06-10,12.679
2022-06-11,12.679
2022-06-12,12.679
2022-06-13,12.1542
2022-06-14,12.1773
2022-06-15,12.3212
2022-06-16,11.7563
2022-06-17,11.8917
2022-06-18,11.8917
2022-06-19,11.8917
2022-06-20,11.8917
2022-06-21,12.1536
2022-06-22,12.0227
2022-06-23,11.5723
2022-06-24,12.0876
2022-06-25,12.0876
2022-06-26,12.0876
2022-06-27,12.1079
2022-06-28,12.1463
2022-06-29,12.0159
2022-06-30,11.3019
2022-07-01,11.3326
2022-07-02,11.3326
2022-07-03,11.3326
2022-07-04,11.3326
2022-07-05,11.3311
2022-07-06,11.3544
2022-07-07,11.7127
2022-07-08,11.6729
2022-07-09,11.6729
2022-07-10,11.6729
2022-07-11,11.4747
2022-07-12,11.7069
2022-07-13,11.6231
2022-07-14,11.3708
2022-07-15,11.4519
2022-07-16,11.4519
2022-07-17,11.4519
2022-07-18,11.5187
2022-07-19,11.9125
2022-07-20,11.9459
2022-07-21,11.9698
2022-07-22,11.9205
2022-07-23,11.9205
2022-07-24,11.9205
2022-07-25,11.9782
2022-07-26,11.8807
2022-07-27,12.1309
2022-07-28,12.45
2022-07-29,12.7744
2022-07-30,12.7744
2022-07-31,12.7744
2022-08-01,12.5904
2022-08-02,12.6232
2022-08-03,12.5781
2022-08-04,12.6718
2022-08-05,12.6973
2022-08-06,12.6973
2022-08-07,12.6973
2022-08-08,12.6703
2022-08-09,12.5966
2022-08-10,12.7963
2022-08-11,12.9017
2022-08-12,13.1072
2022-08-13,13.1072
2022-08-14,13.1072
2022-08-15,13.2651
2022-08-16,13.353
2022-08-17,13.2402
2022-08-18,13.2365
2022-08-19,13.1506
2022-08-20,13.1506
2022-08-21,13.1506
2022-08-22,12.9293
2022-08-23,12.9621
2022-08-24,12.9764
2022-08-25,13.1713
2022-08-26,12.8286
2022-08-27,12.8286
2022-08-28,12.8286
2022-08-29,12.7645
2022-08-30,12.5988
2022-08-31,12.451
2022-09-01,12.4271
2022-09-02,12.3186
2022-09-03,12.3186
2022-09-04,12.3186
2022-09-05,12.3186
2022-09-06,12.2958
2022-09-07,12.4844
2022-09-08,12.4208
2022-09-09,12.6152
2022-09-10,12.6152
2022-09-11,12.6152
2022-09-12,12.6756
2022-09-13,12.3085
2022-09-14,12.3392
2022-09-15,12.2465
2022-09-16,12.2296
2022-09-17,12.2296
2022-09-18,12.2296
2022-09-19,12.4372
2022-09-20,12.309
2022-09-21,12.2068
2022-09-22,12.0098
2022-09-23,11.8488
2022-09-24,11.8488
2022-09-25,11.8488
2022-09-26,11.7789
2022-09-27,11.8048
2022-09-28,12.0379
2022-09-29,11.88
2022-09-30,13.557
2022-10-01,13.557
2022-10-02,13.557
2022-10-03,13.8839
2022-10-04,14.5259
2022-10-05,14.6781
2022-10-06,14.4856
2022-10-07,14.3383
2022-10-08,14.3383
2022-10-09,14.3383
2022-10-10,14.4028
2022-10-11,14.4474
2022-10-12,14.3415
2022-10-13,14.677
2022-10-14,14.4033
2022-10-15,14.4033
2022-10-16,14.4033
2022-10-17,14.4496
2022-10-18,14.6555
2022-10-19,14.6996
2022-10-20,14.4587
2022-10-21,15.1314
2022-10-22,15.1314
2022-10-23,15.1314
2022-10-24,15.1728
2022-10-25,15.2331
2022-10-26,15.3562
2022-10-27,15.4616
2022-10-28,15.7762
2022-10-29,15.7762
2022-10-30,15.7762
2022-10-31,15.7616
2022-11-01,15.8794
2022-11-02,15.5863
2022-11-03,15.1298
2022-11-04,15.4342
2022-11-05,15.4342
2022-11-06,15.4342
2022-11-07,15.3363
2022-11-08,15.4772
2022-11-09,15.3976
2022-11-10,15.6364
2022-11-11,15.9613
2022-11-12,15.9613
2022-11-13,15.9613
2022-11-14,16.0097
2022-11-15,16.0979
2022-11-16,16.0581
2022-11-17,15.9726
2022-11-18,16.0764
2022-11-19,16.0764
2022-11-20,16.0764
2022-11-21,15.8903
2022-11-22,16.0743
2022-11-23,16.106
2022-11-24,16.106
2022-11-25,16.0823
2022-11-26,16.0823
2022-11-27,16.0823
2022-11-28,15.8252
2022-11-29,15.8672
2022-11-30,16.1221
2022-12-01,16.0199
2022-12-02,16.0463
2022-12-03,16.0463
2022-12-04,16.0463
2022-12-05,15.8096
2022-12-06,15.8328
2022-12-07,15.7338
2022-12-08,15.7144
2022-12-09,15.4218
2022-12-10,15.4218
2022-12-11,15.4218
2022-12-12,15.6359
2022-12-13,15.6698
2022-12-14,15.6209
2022-12-15,15.3024
2022-12-16,15.2852
2022-12-17,15.2852
2022-12-18,15.2852
2022-12-19,15.3708
2022-12-20,15.3853
2022-12-21,15.6413
2022-12-22,15.5585
2022-12-23,15.5897
2022-12-24,15.5897
2022-12-25,15.5897
2022-12-26,15.5897
2022-12-27,15.7419
2022-12-28,15.5918
2022-12-29,15.6149
2022-12-30,14.0663
2022-12-31,14.0663
2023-01-01,14.0663
2023-01-02,14.0663
2023-01-03,14.0062
2023-01-04,13.9782
2023-01-05,13.7982
2023-01-06,14.1439
2023-01-07,14.1439
2023-01-08,14.1439
2023-01-09,14.1626
2023-01-10,14.3278
2023-01-11,14.4457
2023-01-12,14.4429
2023-01-13,14.5652
2023-01-14,14.5652
2023-01-15,14.5652
2023-01-16,14.5652
2023-01-17,14.3962
2023-01-18,14.0221
2023-01-19,13.7385
2023-01-20,13.7418
2023-01-21,13.7418
2023-01-22,13.7418
2023-01-23,14.0943
2023-01-24,14.3345
2023-01-25,14.2575
2023-01-26,14.3307
2023-01-27,14.3745
2023-01-28,14.3745
2023-01-29,14.3745
2023-01-30,14.2845
2023-01-31,14.4154
2023-02-01,14.4814
2023-02-02,14.751
2023-02-03,14.7317
2023-02-04,14.7317
2023-02-05,14.7317
2023-02-06,14.5047
2023-02-07,14.5413
2023-02-08,14.3218
2023-02-09,14.276
2023-02-10,14.3127
2023-02-11,14.3127
2023-02-12,14.3127
2023-02-13,14.4053
2023-02-14,14.3909
2023-02-15,14.653
2023-02-16,14.6593
2023-02-17,14.8282
2023-02-18,14.8282
2023-02-19,14.8282
2023-02-20,14.8282
2023-02-21,14.5304
2023-02-22,14.4696
2023-02-23,14.3547
2023-02-24,14.1834
2023-02-25,14.1834
2023-02-26,14.1834
2023-02-27,14.1395
2023-02-28,14.1337
2023-03-01,14.4295
2023-03-02,14.6062
2023-03-03,14.8567
2023-03-04,14.8567
2023-03-05,14.8567
2023-03-06,14.8471
2023-03-07,14.7713
2023-03-08,14.7809
2023-03-09,14.4957
2023-03-10,14.0728
2023-03-11,14.0728
2023-03-12,14.0728
2023-03-13,13.8045
2023-03-14,13.8783
2023-03-15,13.526
2023-03-16,13.5911
