,AWR US Equity
2023-03-21,30.6456
2023-03-22,30.2602
2023-03-23,30.2193
2023-03-24,31.0455
2023-03-25,31.0455
2023-03-26,31.0455
2023-03-27,31.0455
2023-03-28,31.0192
2023-03-29,31.2061
2023-03-30,31.3929
2023-03-31,26.5316
2023-04-01,26.5316
2023-04-02,26.5316
2023-04-03,26.481
2023-04-04,26.7292
2023-04-05,27.2063
2023-04-06,27.4472
2023-04-07,27.4472
2023-04-08,27.4472
2023-04-09,27.4472
2023-04-10,27.4882
2023-04-11,27.7267
2023-04-12,27.5677
2023-04-13,27.6713
2023-04-14,27.0906
2023-04-15,27.0906
2023-04-16,27.0906
2023-04-17,26.9509
2023-04-18,26.5412
2023-04-19,26.7509
2023-04-20,27.0882
2023-04-21,27.0858
2023-04-22,27.0858
2023-04-23,27.0858
2023-04-24,27.0159
2023-04-25,27.1532
2023-04-26,26.7581
2023-04-27,26.7798
2023-04-28,26.4979
2023-04-29,26.4979
2023-04-30,26.4979
2023-05-01,26.3196
2023-05-02,26.4184
2023-05-03,26.5967
2023-05-04,26.9701
2023-05-05,27.0111
2023-05-06,27.0111
2023-05-07,27.0111
2023-05-08,26.9099
2023-05-09,26.8713
2023-05-10,27.3123
2023-05-11,26.6729
2023-05-12,27.2296
2023-05-13,27.2296
2023-05-14,27.2296
2023-05-15,26.9476
2023-05-16,26.7452
2023-05-17,27.0802
2023-05-18,26.7331
2023-05-19,26.0511
2023-05-20,26.0511
2023-05-21,26.0511
2023-05-22,26.6223
2023-05-23,26.6247
2023-05-24,26.3982
2023-05-25,26.256
2023-05-26,26.8006
2023-05-27,26.8006
2023-05-28,26.8006
2023-05-29,26.8006
2023-05-30,26.3644
2023-05-31,26.5187
2023-06-01,26.5114
2023-06-02,27.191
2023-06-03,27.191
2023-06-04,27.191
2023-06-05,26.697
2023-06-06,26.9404
2023-06-07,27.3621
2023-06-08,27.0729
2023-06-09,26.9524
2023-06-10,26.9524
2023-06-11,26.9524
2023-06-12,26.1789
2023-06-13,26.1692
2023-06-14,25.9114
2023-06-15,26.2512
2023-06-16,26.2415
2023-06-17,26.2415
2023-06-18,26.2415
2023-06-19,26.2415
2023-06-20,26.1861
2023-06-21,26.2078
2023-06-22,26.1259
2023-06-23,25.5113
2023-06-24,25.5113
2023-06-25,25.5113
2023-06-26,25.5643
2023-06-27,25.8728
2023-06-28,25.7089
2023-06-29,26.0536
2023-06-30,22.7147
2023-07-01,22.7147
2023-07-02,22.7147
2023-07-03,22.8351
2023-07-04,22.8351
2023-07-05,22.7147
2023-07-06,22.7853
2023-07-07,22.0585
2023-07-08,22.0585
2023-07-09,22.0585
2023-07-10,22.1519
2023-07-11,22.4613
2023-07-12,22.6171
2023-07-13,22.7791
2023-07-14,22.6586
2023-07-15,22.6586
2023-07-16,22.6586
2023-07-17,22.6835
2023-07-18,22.6794
2023-07-19,22.8746
2023-07-20,23.1113
2023-07-21,23.3127
2023-07-22,23.3127
2023-07-23,23.3127
2023-07-24,23.0345
2023-07-25,22.9556
2023-07-26,22.966
2023-07-27,22.6482
2023-07-28,22.9369
2023-07-29,22.9369
2023-07-30,22.9369
2023-07-31,23.0075
2023-08-01,22.6067
2023-08-02,22.7272
2023-08-03,22.4925
2023-08-04,22.505
2023-08-05,22.505
2023-08-06,22.505
2023-08-07,22.7377
2023-08-08,22.9578
2023-08-09,22.9682
2023-08-10,22.9994
2023-08-11,23.1551
2023-08-12,23.1551
2023-08-13,23.1551
2023-08-14,22.9475
2023-08-15,22.7356
2023-08-16,22.7813
2023-08-17,22.5488
2023-08-18,22.6152
2023-08-19,22.6152
2023-08-20,22.6152
2023-08-21,22.3058
2023-08-22,22.555
2023-08-23,22.5114
2023-08-24,22.4158
2023-08-25,22.6297
2023-08-26,22.6297
2023-08-27,22.6297
2023-08-28,22.5384
2023-08-29,22.3805
2023-08-30,22.2227
2023-08-31,22.1355
2023-09-01,22.1064
2023-09-02,22.1064
2023-09-03,22.1064
2023-09-04,22.1064
2023-09-05,21.6807
2023-09-06,21.6267
2023-09-07,21.8074
2023-09-08,21.7679
2023-09-09,21.7679
2023-09-10,21.7679
2023-09-11,21.7908
2023-09-12,21.6932
2023-09-13,21.9341
2023-09-14,22.0836
2023-09-15,22.0296
2023-09-16,22.0296
2023-09-17,22.0296
2023-09-18,21.8323
2023-09-19,21.7285
2023-09-20,21.6247
2023-09-21,21.4523
2023-09-22,21.4025
2023-09-23,21.4025
2023-09-24,21.4025
2023-09-25,21.417
2023-09-26,21.1014
2023-09-27,20.9477
2023-09-28,20.8397
2023-09-29,19.8392
2023-09-30,19.8392
2023-10-01,19.8392
2023-10-02,19.484
2023-10-03,19.3923
2023-10-04,19.6382
2023-10-05,19.9329
2023-10-06,19.9622
2023-10-07,19.9622
2023-10-08,19.9622
2023-10-09,20.089
2023-10-10,20.1085
2023-10-11,20.1788
2023-10-12,19.8529
2023-10-13,19.8236
2023-10-14,19.8236
2023-10-15,19.8236
2023-10-16,20.0383
2023-10-17,19.9583
2023-10-18,19.7592
2023-10-19,19.605
2023-10-20,19.5758
2023-10-21,19.5758
2023-10-22,19.5758
2023-10-23,19.4431
2023-10-24,19.6207
2023-10-25,19.4801
2023-10-26,19.808
2023-10-27,19.6207
2023-10-28,19.6207
2023-10-29,19.6207
2023-10-30,19.6324
2023-10-31,19.7163
2023-11-01,19.8939
2023-11-02,20.2256
2023-11-03,20.6647
2023-11-04,20.6647
2023-11-05,20.6647
2023-11-06,20.5613
2023-11-07,20.2003
2023-11-08,19.8256
2023-11-09,19.7163
2023-11-10,19.6089
2023-11-11,19.6089
2023-11-12,19.6089
2023-11-13,19.6421
2023-11-14,20.3779
2023-11-15,20.2081
2023-11-16,20.1749
2023-11-17,20.2432
2023-11-18,20.2432
2023-11-19,20.2432
2023-11-20,19.9934
2023-11-21,19.9427
2023-11-22,20.2627
2023-11-23,20.2627
2023-11-24,20.2276
2023-11-25,20.2276
2023-11-26,20.2276
2023-11-27,20.2139
2023-11-28,20.0734
2023-11-29,19.9466
2023-11-30,20.0773
2023-12-01,20.3427
2023-12-02,20.3427
2023-12-03,20.3427
2023-12-04,20.653
2023-12-05,20.4462
2023-12-06,20.5632
2023-12-07,20.5457
2023-12-08,20.4052
2023-12-09,20.4052
2023-12-10,20.4052
2023-12-11,20.3954
2023-12-12,20.4266
2023-12-13,20.9145
2023-12-14,20.8013
2023-12-15,20.5047
2023-12-16,20.5047
2023-12-17,20.5047
2023-12-18,20.4383
2023-12-19,20.692
2023-12-20,20.3388
2023-12-21,20.3622
2023-12-22,20.4227
2023-12-23,20.4227
2023-12-24,20.4227
2023-12-25,20.4227
2023-12-26,20.4423
2023-12-27,20.3193
2023-12-28,20.3544
2023-12-29,19.7087
2023-12-30,19.7087
2023-12-31,19.7087
2024-01-01,19.7087
2024-01-02,19.7162
2024-01-03,19.5395
2024-01-04,19.3046
2024-01-05,19.1674
2024-01-06,19.1674
2024-01-07,19.1674
2024-01-08,19.2783
2024-01-09,19.2463
2024-01-10,19.4173
2024-01-11,19.1373
2024-01-12,19.3685
2024-01-13,19.3685
2024-01-14,19.3685
2024-01-15,19.3685
2024-01-16,19.361
2024-01-17,19.0715
2024-01-18,19.0884
2024-01-19,19.0095
2024-01-20,19.0095
2024-01-21,19.0095
2024-01-22,19.2087
2024-01-23,19.1974
2024-01-24,18.7389
2024-01-25,18.8554
2024-01-26,18.7163
2024-01-27,18.7163
2024-01-28,18.7163
2024-01-29,18.8554
2024-01-30,18.7201
2024-01-31,18.6148
2024-02-01,18.8685
2024-02-02,18.7652
2024-02-03,18.7652
2024-02-04,18.7652
2024-02-05,18.5227
2024-02-06,18.7238
2024-02-07,18.6524
2024-02-08,18.7107
2024-02-09,18.7858
2024-02-10,18.7858
2024-02-11,18.7858
2024-02-12,19.0584
2024-02-13,18.5847
2024-02-14,18.6825
2024-02-15,19.1035
2024-02-16,18.9475
2024-02-17,18.9475
2024-02-18,18.9475
2024-02-19,18.9475
2024-02-20,18.9287
2024-02-21,18.9061
2024-02-22,18.4682
2024-02-23,18.16
2024-02-24,18.16
2024-02-25,18.16
2024-02-26,18.1337
2024-02-27,18.0547
2024-02-28,17.9232
2024-02-29,18.0153
2024-03-01,18.0585
2024-03-02,18.0585
2024-03-03,18.0585
2024-03-04,18.1994
2024-03-05,17.9739
2024-03-06,18.0115
2024-03-07,18.0566
2024-03-08,18.1825
2024-03-09,18.1825
2024-03-10,18.1825
2024-03-11,18.4908
2024-03-12,18.3197
2024-03-13,18.2859
2024-03-14,18.0867
2024-03-15,18.0829
2024-03-16,18.0829
2024-03-17,18.0829
2024-03-18,17.7972
2024-03-19,17.8611
2024-03-20,18.0134
2024-03-21,18.0303
2024-03-22,17.9626
2024-03-23,17.9626
2024-03-24,17.9626
2024-03-25,17.8348
2024-03-26,17.7803
2024-03-27,18.1393
2024-03-28,18.1713
2024-03-29,18.1713
2024-03-30,18.1713
2024-03-31,18.1713
2024-04-01,18.0622
2024-04-02,17.7521
2024-04-03,17.6657
2024-04-04,17.8066
2024-04-05,17.8002
2024-04-06,17.8002
2024-04-07,17.8002
2024-04-08,17.9024
