,LNTH US Equity
2020-06-07,15.9433
2020-06-08,16.7868
2020-06-09,16.3088
2020-06-10,15.4841
2020-06-11,14.3782
2020-06-12,14.4438
2020-06-13,14.4438
2020-06-14,14.4438
2020-06-15,14.9873
2020-06-16,15.4513
2020-06-17,15.231
2020-06-18,15.634
2020-06-19,16.1495
2020-06-20,16.1495
2020-06-21,16.1495
2020-06-22,24.159
2020-06-23,23.6262
2020-06-24,23.4695
2020-06-25,24.206
2020-06-26,23.1247
2020-06-27,23.1247
2020-06-28,23.1247
2020-06-29,24.206
2020-06-30,48.4527
2020-07-01,47.86
2020-07-02,49.2233
2020-07-03,49.2233
2020-07-04,49.2233
2020-07-05,49.2233
2020-07-06,49.5789
2020-07-07,48.6009
2020-07-08,48.6898
2020-07-09,48.6306
2020-07-10,48.8084
2020-07-11,48.8084
2020-07-12,48.8084
2020-07-13,48.8677
2020-07-14,50.4977
2020-07-15,52.8686
2020-07-16,52.513
2020-07-17,52.75
2020-07-18,52.75
2020-07-19,52.75
2020-07-20,52.424
2020-07-21,52.1277
2020-07-22,52.8686
2020-07-23,54.4986
2020-07-24,52.8686
2020-07-25,52.8686
2020-07-26,52.8686
2020-07-27,52.2759
2020-07-28,51.3275
2020-07-29,52.6315
2020-07-30,49.49
2020-07-31,46.039
2020-08-01,46.039
2020-08-02,46.039
2020-08-03,45.5053
2020-08-04,43.6078
2020-08-05,43.4299
2020-08-06,44.7048
2020-08-07,45.4757
2020-08-08,45.4757
2020-08-09,45.4757
2020-08-10,46.8395
2020-08-11,46.632
2020-08-12,46.1872
2020-08-13,46.1872
2020-08-14,46.2169
2020-08-15,46.2169
2020-08-16,46.2169
2020-08-17,46.0983
2020-08-18,45.2681
2020-08-19,45.9797
2020-08-20,45.8018
2020-08-21,45.0606
2020-08-22,45.0606
2020-08-23,45.0606
2020-08-24,45.8314
2020-08-25,45.5053
2020-08-26,43.6967
2020-08-27,44.6455
2020-08-28,46.0686
2020-08-29,46.0686
2020-08-30,46.0686
2020-08-31,45.8611
2020-09-01,45.0013
2020-09-02,45.9204
2020-09-03,45.0013
2020-09-04,44.6751
2020-09-05,44.6751
2020-09-06,44.6751
2020-09-07,44.6751
2020-09-08,43.7264
2020-09-09,44.5862
2020-09-10,44.1415
2020-09-11,43.3409
2020-09-12,43.3409
2020-09-13,43.3409
2020-09-14,44.7048
2020-09-15,44.1711
2020-09-16,44.9716
2020-09-17,44.942
2020-09-18,44.3786
2020-09-19,44.3786
2020-09-20,44.3786
2020-09-21,43.0445
2020-09-22,42.9555
2020-09-23,41.5917
2020-09-24,41.7399
2020-09-25,42.2439
2020-09-26,42.2439
2020-09-27,42.2439
2020-09-28,42.9259
2020-09-29,42.6887
2020-09-30,111.9227
2020-10-01,113.6754
2020-10-02,113.5992
2020-10-03,113.5992
2020-10-04,113.5992
2020-10-05,119.0095
2020-10-06,119.6191
2020-10-07,120.9907
2020-10-08,120.8383
2020-10-09,117.6378
2020-10-10,117.6378
2020-10-11,117.6378
2020-10-12,115.9614
2020-10-13,114.9708
2020-10-14,115.3518
2020-10-15,116.3424
2020-10-16,117.1044
2020-10-17,117.1044
2020-10-18,117.1044
2020-10-19,115.809
2020-10-20,114.2088
2020-10-21,110.8559
2020-10-22,114.5136
2020-10-23,113.904
2020-10-24,113.904
2020-10-25,113.904
2020-10-26,110.3225
2020-10-27,106.5886
2020-10-28,101.1783
2020-10-29,100.7592
2020-10-30,98.1303
2020-10-31,98.1303
2020-11-01,98.1303
2020-11-02,98.2827
2020-11-03,99.6543
2020-11-04,101.0259
2020-11-05,97.3631
2020-11-06,101.3291
2020-11-07,101.3291
2020-11-08,101.3291
2020-11-09,104.9136
2020-11-10,107.583
2020-11-11,104.8374
2020-11-12,103.312
2020-11-13,108.1169
2020-11-14,108.1169
2020-11-15,108.1169
2020-11-16,108.4982
2020-11-17,110.4812
2020-11-18,109.5659
2020-11-19,112.6166
2020-11-20,110.7862
2020-11-21,110.7862
2020-11-22,110.7862
2020-11-23,113.6081
2020-11-24,116.2012
2020-11-25,114.5233
2020-11-26,114.5233
2020-11-27,115.8199
2020-11-28,115.8199
2020-11-29,115.8199
2020-11-30,115.7436
2020-12-01,118.0316
2020-12-02,118.2604
2020-12-03,117.574
2020-12-04,120.1671
2020-12-05,120.1671
2020-12-06,120.1671
2020-12-07,120.4722
2020-12-08,121.9976
2020-12-09,128.099
2020-12-10,128.1752
2020-12-11,126.8787
2020-12-12,126.8787
2020-12-13,126.8787
2020-12-14,123.2941
2020-12-15,124.133
2020-12-16,125.5821
2020-12-17,127.7176
2020-12-18,128.6328
2020-12-19,128.6328
2020-12-20,128.6328
2020-12-21,129.0904
2020-12-22,127.4888
2020-12-23,128.4803
2020-12-24,127.7939
2020-12-25,127.7939
2020-12-26,127.7939
2020-12-27,127.7939
2020-12-28,128.2515
2020-12-29,121.0823
2020-12-30,116.6588
2020-12-31,116.6588
2021-01-01,116.6588
2021-01-02,116.6588
2021-01-03,116.6588
2021-01-04,116.6588
2021-01-05,116.6588
2021-01-06,116.6588
2021-01-07,116.6588
2021-01-08,116.6588
2021-01-09,116.6588
2021-01-10,116.6588
2021-01-11,116.6588
2021-01-12,116.6588
2021-01-13,116.6588
2021-01-14,116.6588
2021-01-15,116.6588
2021-01-16,116.6588
2021-01-17,116.6588
2021-01-18,116.6588
2021-01-19,116.6588
2021-01-20,116.6588
2021-01-21,116.6588
2021-01-22,116.6588
2021-01-23,116.6588
2021-01-24,116.6588
2021-01-25,116.6588
2021-01-26,116.6588
2021-01-27,116.6588
2021-01-28,116.6588
2021-01-29,116.6588
2021-01-30,116.6588
2021-01-31,116.6588
2021-02-01,116.6588
2021-02-02,116.6588
2021-02-03,116.6588
2021-02-04,116.6588
2021-02-05,116.6588
2021-02-06,116.6588
2021-02-07,116.6588
2021-02-08,116.6588
2021-02-09,116.6588
2021-02-10,116.6588
2021-02-11,116.6588
2021-02-12,116.6588
2021-02-13,116.6588
2021-02-14,116.6588
2021-02-15,116.6588
2021-02-16,116.6588
2021-02-17,116.6588
2021-02-18,116.6588
2021-02-19,116.6588
2021-02-20,116.6588
2021-02-21,116.6588
2021-02-22,116.6588
2021-02-23,116.6588
2021-02-24,116.6588
2021-02-25,116.6588
2021-02-26,116.6588
2021-02-27,116.6588
2021-02-28,116.6588
2021-03-01,116.6588
2021-03-02,116.6588
2021-03-03,116.6588
2021-03-04,116.6588
2021-03-05,116.6588
2021-03-06,116.6588
2021-03-07,116.6588
2021-03-08,116.6588
2021-03-09,116.6588
2021-03-10,116.6588
2021-03-11,116.6588
2021-03-12,116.6588
2021-03-13,116.6588
2021-03-14,116.6588
2021-03-15,116.6588
2021-03-16,116.6588
2021-03-17,116.6588
2021-03-18,116.6588
2021-03-19,116.6588
2021-03-20,116.6588
2021-03-21,116.6588
2021-03-22,116.6588
2021-03-23,116.6588
2021-03-24,116.6588
2021-03-25,116.6588
2021-03-26,116.6588
2021-03-27,116.6588
2021-03-28,116.6588
2021-03-29,116.6588
2021-03-30,116.6588
2021-03-31,359.464
2021-04-01,353.6948
2021-04-02,353.6948
2021-04-03,353.6948
2021-04-04,353.6948
2021-04-05,360.3996
2021-04-06,360.7114
2021-04-07,354.4744
2021-04-08,356.5014
2021-04-09,354.3185
2021-04-10,354.3185
2021-04-11,354.3185
2021-04-12,353.8507
2021-04-13,352.2915
2021-04-14,359.1522
2021-04-15,366.1688
2021-04-16,364.6095
2021-04-17,364.6095
2021-04-18,364.6095
2021-04-19,356.9692
2021-04-20,355.5659
2021-04-21,362.1147
2021-04-22,366.9484
2021-04-23,373.4972
2021-04-24,373.4972
2021-04-25,373.4972
2021-04-26,380.5138
2021-04-27,379.8901
2021-04-28,393.4555
2021-04-29,392.9878
2021-04-30,395.7944
2021-05-01,395.7944
2021-05-02,395.7944
2021-05-03,395.4826
2021-05-04,385.5873
2021-05-05,376.9533
2021-05-06,373.0287
2021-05-07,371.1449
2021-05-08,371.1449
2021-05-09,371.1449
2021-05-10,359.6852
2021-05-11,351.3651
2021-05-12,337.2366
2021-05-13,352.307
2021-05-14,357.8014
2021-05-15,357.8014
2021-05-16,357.8014
2021-05-17,356.0746
2021-05-18,352.7779
2021-05-19,353.0919
2021-05-20,360.1561
2021-05-21,364.2377
2021-05-22,364.2377
2021-05-23,364.2377
2021-05-24,359.8421
2021-05-25,344.1439
2021-05-26,332.5271
2021-05-27,383.8605
2021-05-28,406.937
2021-05-29,406.937
2021-05-30,406.937
2021-05-31,406.937
2021-06-01,412.2744
2021-06-02,410.3906
2021-06-03,411.8035
2021-06-04,412.2744
2021-06-05,412.2744
2021-06-06,412.2744
2021-06-07,421.5364
2021-06-08,424.99
2021-06-09,411.4895
2021-06-10,409.2917
2021-06-11,407.7219
2021-06-12,407.7219
2021-06-13,407.7219
2021-06-14,407.5649
2021-06-15,409.9197
2021-06-16,413.3733
2021-06-17,415.885
2021-06-18,412.7454
2021-06-19,412.7454
2021-06-20,412.7454
2021-06-21,421.2224
2021-06-22,427.0308
2021-06-23,433.9381
2021-06-24,442.8861
2021-06-25,453.2469
2021-06-26,453.2469
2021-06-27,453.2469
2021-06-28,452.776
2021-06-29,458.1134
2021-06-30,458.1134
2021-07-01,458.1134
2021-07-02,458.1134
2021-07-03,458.1134
2021-07-04,458.1134
2021-07-05,458.1134
2021-07-06,458.1134
2021-07-07,458.1134
2021-07-08,458.1134
2021-07-09,458.1134
2021-07-10,458.1134
2021-07-11,458.1134
2021-07-12,458.1134
2021-07-13,458.1134
2021-07-14,458.1134
2021-07-15,458.1134
2021-07-16,458.1134
2021-07-17,458.1134
2021-07-18,458.1134
2021-07-19,458.1134
2021-07-20,458.1134
2021-07-21,458.1134
2021-07-22,458.1134
2021-07-23,458.1134
2021-07-24,458.1134
2021-07-25,458.1134
2021-07-26,458.1134
2021-07-27,458.1134
2021-07-28,458.1134
2021-07-29,458.1134
2021-07-30,458.1134
2021-07-31,458.1134
2021-08-01,458.1134
2021-08-02,458.1134
2021-08-03,458.1134
2021-08-04,458.1134
2021-08-05,458.1134
2021-08-06,458.1134
2021-08-07,458.1134
2021-08-08,458.1134
2021-08-09,458.1134
2021-08-10,458.1134
2021-08-11,458.1134
2021-08-12,458.1134
2021-08-13,458.1134
2021-08-14,458.1134
2021-08-15,458.1134
2021-08-16,458.1134
2021-08-17,458.1134
2021-08-18,458.1134
2021-08-19,458.1134
2021-08-20,458.1134
2021-08-21,458.1134
2021-08-22,458.1134
2021-08-23,458.1134
2021-08-24,458.1134
2021-08-25,458.1134
2021-08-26,458.1134
2021-08-27,458.1134
2021-08-28,458.1134
2021-08-29,458.1134
2021-08-30,458.1134
2021-08-31,458.1134
2021-09-01,458.1134
2021-09-02,458.1134
2021-09-03,458.1134
2021-09-04,458.1134
2021-09-05,458.1134
2021-09-06,458.1134
2021-09-07,458.1134
2021-09-08,458.1134
2021-09-09,458.1134
2021-09-10,458.1134
2021-09-11,458.1134
2021-09-12,458.1134
2021-09-13,458.1134
2021-09-14,458.1134
2021-09-15,458.1134
2021-09-16,458.1134
2021-09-17,458.1134
2021-09-18,458.1134
2021-09-19,458.1134
2021-09-20,458.1134
2021-09-21,458.1134
2021-09-22,458.1134
2021-09-23,458.1134
2021-09-24,458.1134
2021-09-25,458.1134
2021-09-26,458.1134
2021-09-27,458.1134
2021-09-28,458.1134
2021-09-29,458.1134
2021-09-30,458.1134
2021-10-01,458.1134
2021-10-02,458.1134
2021-10-03,458.1134
2021-10-04,458.1134
2021-10-05,458.1134
2021-10-06,458.1134
2021-10-07,458.1134
2021-10-08,458.1134
2021-10-09,458.1134
2021-10-10,458.1134
2021-10-11,458.1134
2021-10-12,458.1134
2021-10-13,458.1134
2021-10-14,458.1134
2021-10-15,458.1134
2021-10-16,458.1134
2021-10-17,458.1134
2021-10-18,458.1134
2021-10-19,458.1134
2021-10-20,458.1134
2021-10-21,458.1134
2021-10-22,458.1134
2021-10-23,458.1134
2021-10-24,458.1134
2021-10-25,458.1134
2021-10-26,458.1134
2021-10-27,458.1134
2021-10-28,458.1134
2021-10-29,458.1134
2021-10-30,458.1134
2021-10-31,458.1134
2021-11-01,458.1134
2021-11-02,458.1134
2021-11-03,458.1134
2021-11-04,458.1134
2021-11-05,458.1134
2021-11-06,458.1134
2021-11-07,458.1134
2021-11-08,458.1134
2021-11-09,458.1134
2021-11-10,458.1134
2021-11-11,458.1134
2021-11-12,458.1134
2021-11-13,458.1134
2021-11-14,458.1134
2021-11-15,458.1134
2021-11-16,458.1134
2021-11-17,458.1134
2021-11-18,458.1134
2021-11-19,458.1134
2021-11-20,458.1134
2021-11-21,458.1134
2021-11-22,458.1134
2021-11-23,458.1134
2021-11-24,458.1134
2021-11-25,458.1134
2021-11-26,458.1134
2021-11-27,458.1134
2021-11-28,458.1134
2021-11-29,458.1134
2021-11-30,458.1134
2021-12-01,458.1134
2021-12-02,458.1134
2021-12-03,458.1134
2021-12-04,458.1134
2021-12-05,458.1134
2021-12-06,458.1134
2021-12-07,458.1134
2021-12-08,458.1134
2021-12-09,458.1134
2021-12-10,458.1134
2021-12-11,458.1134
2021-12-12,458.1134
2021-12-13,458.1134
2021-12-14,458.1134
2021-12-15,458.1134
2021-12-16,458.1134
2021-12-17,458.1134
2021-12-18,458.1134
2021-12-19,458.1134
2021-12-20,458.1134
2021-12-21,458.1134
2021-12-22,458.1134
2021-12-23,458.1134
2021-12-24,458.1134
2021-12-25,458.1134
2021-12-26,458.1134
2021-12-27,458.1134
2021-12-28,458.1134
2021-12-29,458.1134
2021-12-30,458.1134
2021-12-31,458.1134
2022-01-01,458.1134
2022-01-02,458.1134
2022-01-03,458.1134
2022-01-04,458.1134
2022-01-05,458.1134
2022-01-06,458.1134
2022-01-07,458.1134
2022-01-08,458.1134
2022-01-09,458.1134
2022-01-10,458.1134
2022-01-11,458.1134
2022-01-12,458.1134
2022-01-13,458.1134
2022-01-14,458.1134
2022-01-15,458.1134
2022-01-16,458.1134
2022-01-17,458.1134
2022-01-18,458.1134
2022-01-19,458.1134
2022-01-20,458.1134
2022-01-21,458.1134
2022-01-22,458.1134
2022-01-23,458.1134
2022-01-24,458.1134
2022-01-25,458.1134
2022-01-26,458.1134
2022-01-27,458.1134
2022-01-28,458.1134
2022-01-29,458.1134
2022-01-30,458.1134
2022-01-31,458.1134
2022-02-01,458.1134
2022-02-02,458.1134
2022-02-03,458.1134
2022-02-04,458.1134
2022-02-05,458.1134
2022-02-06,458.1134
2022-02-07,458.1134
2022-02-08,458.1134
2022-02-09,458.1134
2022-02-10,458.1134
2022-02-11,458.1134
2022-02-12,458.1134
2022-02-13,458.1134
2022-02-14,458.1134
2022-02-15,458.1134
2022-02-16,458.1134
2022-02-17,458.1134
2022-02-18,458.1134
2022-02-19,458.1134
2022-02-20,458.1134
2022-02-21,458.1134
2022-02-22,458.1134
2022-02-23,458.1134
2022-02-24,458.1134
2022-02-25,458.1134
2022-02-26,458.1134
2022-02-27,458.1134
2022-02-28,458.1134
2022-03-01,458.1134
2022-03-02,458.1134
2022-03-03,458.1134
2022-03-04,458.1134
2022-03-05,458.1134
2022-03-06,458.1134
2022-03-07,458.1134
2022-03-08,458.1134
2022-03-09,458.1134
2022-03-10,458.1134
2022-03-11,458.1134
2022-03-12,458.1134
2022-03-13,458.1134
2022-03-14,458.1134
2022-03-15,458.1134
2022-03-16,458.1134
2022-03-17,458.1134
2022-03-18,458.1134
2022-03-19,458.1134
2022-03-20,458.1134
2022-03-21,458.1134
2022-03-22,458.1134
2022-03-23,458.1134
2022-03-24,458.1134
2022-03-25,458.1134
2022-03-26,458.1134
2022-03-27,458.1134
2022-03-28,458.1134
2022-03-29,458.1134
2022-03-30,458.1134
2022-03-31,458.1134
2022-04-01,458.1134
2022-04-02,458.1134
2022-04-03,458.1134
2022-04-04,458.1134
2022-04-05,458.1134
2022-04-06,458.1134
2022-04-07,458.1134
2022-04-08,458.1134
2022-04-09,458.1134
2022-04-10,458.1134
2022-04-11,458.1134
2022-04-12,458.1134
2022-04-13,458.1134
2022-04-14,458.1134
2022-04-15,458.1134
2022-04-16,458.1134
2022-04-17,458.1134
2022-04-18,458.1134
2022-04-19,458.1134
2022-04-20,458.1134
2022-04-21,458.1134
2022-04-22,458.1134
2022-04-23,458.1134
2022-04-24,458.1134
2022-04-25,458.1134
2022-04-26,458.1134
2022-04-27,458.1134
2022-04-28,458.1134
2022-04-29,458.1134
2022-04-30,458.1134
2022-05-01,458.1134
2022-05-02,458.1134
2022-05-03,458.1134
2022-05-04,458.1134
2022-05-05,458.1134
2022-05-06,458.1134
2022-05-07,458.1134
2022-05-08,458.1134
2022-05-09,458.1134
2022-05-10,458.1134
2022-05-11,458.1134
2022-05-12,458.1134
2022-05-13,458.1134
2022-05-14,458.1134
2022-05-15,458.1134
2022-05-16,458.1134
2022-05-17,458.1134
2022-05-18,458.1134
2022-05-19,458.1134
2022-05-20,458.1134
2022-05-21,458.1134
2022-05-22,458.1134
2022-05-23,458.1134
2022-05-24,458.1134
2022-05-25,458.1134
2022-05-26,458.1134
2022-05-27,458.1134
2022-05-28,458.1134
2022-05-29,458.1134
2022-05-30,458.1134
2022-05-31,458.1134
2022-06-01,458.1134
2022-06-02,458.1134
2022-06-03,458.1134
2022-06-04,458.1134
2022-06-05,458.1134
2022-06-06,458.1134
2022-06-07,458.1134
2022-06-08,458.1134
2022-06-09,458.1134
2022-06-10,458.1134
2022-06-11,458.1134
2022-06-12,458.1134
2022-06-13,458.1134
2022-06-14,458.1134
2022-06-15,458.1134
2022-06-16,458.1134
2022-06-17,458.1134
2022-06-18,458.1134
2022-06-19,458.1134
2022-06-20,458.1134
2022-06-21,458.1134
2022-06-22,458.1134
2022-06-23,458.1134
2022-06-24,458.1134
2022-06-25,458.1134
2022-06-26,458.1134
2022-06-27,458.1134
2022-06-28,458.1134
2022-06-29,458.1134
2022-06-30,62.7646
2022-07-01,60.3683
2022-07-02,60.3683
2022-07-03,60.3683
2022-07-04,60.3683
2022-07-05,61.5333
2022-07-06,58.3982
2022-07-07,59.9989
2022-07-08,64.4316
2022-07-09,64.4316
2022-07-10,64.4316
2022-07-11,62.9635
2022-07-12,62.8214
2022-07-13,64.0906
2022-07-14,64.5452
2022-07-15,67.1405
2022-07-16,67.1405
2022-07-17,67.1405
2022-07-18,63.5697
2022-07-19,67.9266
2022-07-20,70.465
2022-07-21,68.3149
2022-07-22,65.2556
2022-07-23,65.2556
2022-07-24,65.2556
2022-07-25,66.97
2022-07-26,67.2825
2022-07-27,70.446
2022-07-28,71.9899
2022-07-29,72.8897
2022-07-30,72.8897
2022-07-31,72.8897
2022-08-01,71.8194
2022-08-02,72.3404
2022-08-03,72.1036
2022-08-04,67.8053
2022-08-05,74.7589
2022-08-06,74.7589
2022-08-07,74.7589
2022-08-08,75.347
2022-08-09,75.8878
2022-08-10,78.8096
2022-08-11,79.2839
2022-08-12,79.1037
2022-08-13,79.1037
2022-08-14,79.1037
2022-08-15,79.6254
2022-08-16,79.3219
2022-08-17,79.2555
2022-08-18,78.525
2022-08-19,78.4586
2022-08-20,78.4586
2022-08-21,78.4586
2022-08-22,76.8174
2022-08-23,76.9692
2022-08-24,78.8475
2022-08-25,82.3765
2022-08-26,77.5479
2022-08-27,77.5479
2022-08-28,77.5479
2022-08-29,76.2957
2022-08-30,73.6205
2022-08-31,74.9771
2022-09-01,74.8822
2022-09-02,74.6735
2022-09-03,74.6735
2022-09-04,74.6735
2022-09-05,74.6735
2022-09-06,75.6127
2022-09-07,79.2649
2022-09-08,80.4033
2022-09-09,80.9061
2022-09-10,80.9061
2022-09-11,80.9061
2022-09-12,82.035
2022-09-13,80.4697
2022-09-14,81.8548
2022-09-15,79.0183
2022-09-16,75.6506
2022-09-17,75.6506
2022-09-18,75.6506
2022-09-19,73.4592
2022-09-20,72.4252
2022-09-21,69.6646
2022-09-22,67.4068
2022-09-23,65.0732
2022-09-24,65.0732
2022-09-25,65.0732
2022-09-26,63.4036
2022-09-27,64.153
2022-09-28,65.9934
2022-09-29,65.6898
2022-09-30,27.6027
2022-10-01,27.6027
2022-10-02,27.6027
2022-10-03,29.2721
2022-10-04,30.1685
2022-10-05,30.5271
2022-10-06,29.3438
2022-10-07,25.6544
2022-10-08,25.6544
2022-10-09,25.6544
2022-10-10,25.9691
2022-10-11,26.2918
2022-10-12,26.5628
2022-10-13,27.8457
2022-10-14,27.009
2022-10-15,27.009
2022-10-16,27.009
2022-10-17,28.1047
2022-10-18,28.539
2022-10-19,27.6903
2022-10-20,28.1525
2022-10-21,28.3995
2022-10-22,28.3995
2022-10-23,28.3995
2022-10-24,28.4553
2022-10-25,29.2043
2022-10-26,29.8219
2022-10-27,29.0689
2022-10-28,29.6426
2022-10-29,29.6426
2022-10-30,29.6426
2022-10-31,29.0609
2022-11-01,28.5549
2022-11-02,27.0289
2022-11-03,23.5382
2022-11-04,23.7577
2022-11-05,23.7577
2022-11-06,23.7577
2022-11-07,22.0342
2022-11-08,22.3414
2022-11-09,21.8627
2022-11-10,23.3946
2022-11-11,22.11
2022-11-12,22.11
2022-11-13,22.11
2022-11-14,22.4212
2022-11-15,23.1393
2022-11-16,21.8507
2022-11-17,21.5674
2022-11-18,22.6007
2022-11-19,22.6007
2022-11-20,22.6007
2022-11-21,22.473
2022-11-22,22.6885
2022-11-23,23.0236
2022-11-24,23.0236
2022-11-25,22.8999
2022-11-26,22.8999
2022-11-27,22.8999
2022-11-28,23.8734
2022-11-29,23.7776
2022-11-30,24.3481
2022-12-01,24.017
2022-12-02,24.025
2022-12-03,24.025
2022-12-04,24.025
2022-12-05,21.9265
2022-12-06,21.715
2022-12-07,21.2563
2022-12-08,20.9291
2022-12-09,20.8493
2022-12-10,20.8493
2022-12-11,20.8493
2022-12-12,21.4916
2022-12-13,21.34
2022-12-14,21.2842
2022-12-15,20.6139
2022-12-16,20.7257
2022-12-17,20.7257
2022-12-18,20.7257
2022-12-19,20.4823
2022-12-20,20.4703
2022-12-21,20.4743
2022-12-22,20.0833
2022-12-23,19.7801
2022-12-24,19.7801
2022-12-25,19.7801
2022-12-26,19.7801
2022-12-27,19.1698
2022-12-28,19.0341
2022-12-29,19.7762
2022-12-30,101.6246
2022-12-31,101.6246
2023-01-01,101.6246
2023-01-02,101.6246
2023-01-03,101.0731
2023-01-04,101.7387
2023-01-05,97.7831
2023-01-06,96.9083
2023-01-07,96.9083
2023-01-08,96.9083
2023-01-09,95.5391
2023-01-10,96.509
2023-01-11,99.875
2023-01-12,102.2902
2023-01-13,105.6562
2023-01-14,105.6562
2023-01-15,105.6562
2023-01-16,105.6562
2023-01-17,107.5008
2023-01-18,109.973
2023-01-19,108.2045
2023-01-20,106.3028
2023-01-21,106.3028
2023-01-22,106.3028
2023-01-23,108.5277
2023-01-24,108.6418
2023-01-25,108.6418
2023-01-26,110.9049
2023-01-27,111.5895
2023-01-28,111.5895
2023-01-29,111.5895
2023-01-30,111.7226
2023-01-31,114.0617
2023-02-01,116.2296
2023-02-02,120.0711
2023-02-03,120.3373
2023-02-04,120.3373
2023-02-05,120.3373
2023-02-06,118.854
2023-02-07,118.854
2023-02-08,116.7431
2023-02-09,116.5719
2023-02-10,115.526
2023-02-11,115.526
2023-02-12,115.526
2023-02-13,115.2788
2023-02-14,114.6702
2023-02-15,118.873
2023-02-16,118.5307
2023-02-17,118.2835
2023-02-18,118.2835
2023-02-19,118.2835
2023-02-20,118.2835
2023-02-21,115.526
2023-02-22,115.488
2023-02-23,135.3156
2023-02-24,139.8313
2023-02-25,139.8313
2023-02-26,139.8313
2023-02-27,140.2605
2023-02-28,142.7236
2023-03-01,141.0815
2023-03-02,141.5854
2023-03-03,140.8203
2023-03-04,140.8203
2023-03-05,140.8203
2023-03-06,140.9322
2023-03-07,139.7567
2023-03-08,145.1121
2023-03-09,141.2495
2023-03-10,137.6854
2023-03-11,137.6854
2023-03-12,137.6854
2023-03-13,136.7337
2023-03-14,140.9696
2023-03-15,141.3801
