,ATO US Equity
2020-05-29,21.1877
2020-05-30,21.1877
2020-05-31,21.1877
2020-06-01,21.2136
2020-06-02,21.2593
2020-06-03,21.4894
2020-06-04,21.4071
2020-06-05,21.4543
2020-06-06,21.4543
2020-06-07,21.4543
2020-06-08,21.6829
2020-06-09,21.4223
2020-06-10,21.334
2020-06-11,20.653
2020-06-12,20.8297
2020-06-13,20.8297
2020-06-14,20.8297
2020-06-15,20.9288
2020-06-16,21.1085
2020-06-17,20.944
2020-06-18,20.9851
2020-06-19,20.7216
2020-06-20,20.7216
2020-06-21,20.7216
2020-06-22,20.7825
2020-06-23,20.5875
2020-06-24,20.6058
2020-06-25,20.3179
2020-06-26,20.3773
2020-06-27,20.3773
2020-06-28,20.3773
2020-06-29,20.5174
2020-06-30,20.4186
2020-07-01,20.5843
2020-07-02,20.6574
2020-07-03,20.6574
2020-07-04,20.6574
2020-07-05,20.6574
2020-07-06,20.6663
2020-07-07,20.4917
2020-07-08,20.3888
2020-07-09,20.1366
2020-07-10,20.3455
2020-07-11,20.3455
2020-07-12,20.3455
2020-07-13,20.435
2020-07-14,20.5455
2020-07-15,20.5768
2020-07-16,20.5634
2020-07-17,20.6395
2020-07-18,20.6395
2020-07-19,20.6395
2020-07-20,20.4529
2020-07-21,20.8021
2020-07-22,21.0826
2020-07-23,21.0334
2020-07-24,20.9289
2020-07-25,20.9289
2020-07-26,20.9289
2020-07-27,20.8648
2020-07-28,21.1677
2020-07-29,21.3258
2020-07-30,21.29
2020-07-31,21.3751
2020-08-01,21.3751
2020-08-02,21.3751
2020-08-03,21.2736
2020-08-04,21.199
2020-08-05,21.1639
2020-08-06,21.3159
2020-08-07,21.4679
2020-08-08,21.4679
2020-08-09,21.4679
2020-08-10,21.5175
2020-08-11,21.1398
2020-08-12,21.355
2020-08-13,21.3038
2020-08-14,21.2858
2020-08-15,21.2858
2020-08-16,21.2858
2020-08-17,21.2286
2020-08-18,21.0601
2020-08-19,21.0059
2020-08-20,20.8644
2020-08-21,20.735
2020-08-22,20.735
2020-08-23,20.735
2020-08-24,20.896
2020-08-25,20.6748
2020-08-26,20.5033
2020-08-27,20.4551
2020-08-28,20.5454
2020-08-29,20.5454
2020-08-30,20.5454
2020-08-31,20.5815
2020-09-01,20.2218
2020-09-02,20.3723
2020-09-03,20.3212
2020-09-04,20.1902
2020-09-05,20.1902
2020-09-06,20.1902
2020-09-07,20.1902
2020-09-08,20.0247
2020-09-09,20.1045
2020-09-10,19.7463
2020-09-11,19.5868
2020-09-12,19.5868
2020-09-13,19.5868
2020-09-14,19.6034
2020-09-15,19.4574
2020-09-16,19.6891
2020-09-17,19.6184
2020-09-18,19.4047
2020-09-19,19.4047
2020-09-20,19.4047
2020-09-21,19.4453
2020-09-22,19.6636
2020-09-23,19.5356
2020-09-24,19.644
2020-09-25,19.8938
2020-09-26,19.8938
2020-09-27,19.8938
2020-09-28,19.8622
2020-09-29,19.8712
2020-09-30,19.7915
2020-10-01,19.7737
2020-10-02,19.8553
2020-10-03,19.8553
2020-10-04,19.8553
2020-10-05,19.7366
2020-10-06,19.9979
2020-10-07,19.9088
2020-10-08,19.9697
2020-10-09,19.9281
2020-10-10,19.9281
2020-10-11,19.9281
2020-10-12,19.9429
2020-10-13,19.7648
2020-10-14,19.7098
2020-10-15,19.6297
2020-10-16,19.6282
2020-10-17,19.6282
2020-10-18,19.6282
2020-10-19,19.5911
2020-10-20,19.597
2020-10-21,19.7841
2020-10-22,19.9474
2020-10-23,20.1033
2020-10-24,20.1033
2020-10-25,20.1033
2020-10-26,20.0721
2020-10-27,20.0112
2020-10-28,19.3609
2020-10-29,19.2704
2020-10-30,19.2095
2020-10-31,19.2095
2020-11-01,19.2095
2020-11-02,19.7796
2020-11-03,20.0944
2020-11-04,19.7915
2020-11-05,19.7069
2020-11-06,19.502
2020-11-07,19.502
2020-11-08,19.502
2020-11-09,20.1181
2020-11-10,20.81
2020-11-11,20.5561
2020-11-12,20.2562
2020-11-13,21.0785
2020-11-14,21.0785
2020-11-15,21.0785
2020-11-16,20.9452
2020-11-17,20.7588
2020-11-18,20.171
2020-11-19,20.0088
2020-11-20,20.0952
2020-11-21,20.0952
2020-11-22,20.0952
2020-11-23,20.2755
2020-11-24,20.7937
2020-11-25,20.6619
2020-11-26,20.6619
2020-11-27,20.2694
2020-11-28,20.2694
2020-11-29,20.2694
2020-11-30,20.1285
2020-12-01,20.2422
2020-12-02,20.174
2020-12-03,20.224
2020-12-04,20.3376
2020-12-05,20.3376
2020-12-06,20.3376
2020-12-07,20.3346
2020-12-08,20.3861
2020-12-09,20.4104
2020-12-10,20.474
2020-12-11,20.6104
2020-12-12,20.6104
2020-12-13,20.6104
2020-12-14,20.677
2020-12-15,21.0058
2020-12-16,20.6528
2020-12-17,20.6134
2020-12-18,20.0272
2020-12-19,20.0272
2020-12-20,20.0272
2020-12-21,19.5585
2020-12-22,19.6055
2020-12-23,19.56
2020-12-24,19.6722
2020-12-25,19.6722
2020-12-26,19.6722
2020-12-27,19.6722
2020-12-28,19.7693
2020-12-29,19.7314
2020-12-30,19.7845
2020-12-31,19.1962
2021-01-01,19.1962
2021-01-02,19.1962
2021-01-03,19.1962
2021-01-04,18.9934
2021-01-05,18.7877
2021-01-06,18.9471
2021-01-07,18.3764
2021-01-08,18.3025
2021-01-09,18.3025
2021-01-10,18.3025
2021-01-11,18.0722
2021-01-12,18.065
2021-01-13,18.1866
2021-01-14,18.0679
2021-01-15,18.414
2021-01-16,18.414
2021-01-17,18.414
2021-01-18,18.414
2021-01-19,18.4213
2021-01-20,18.4227
2021-01-21,18.33
2021-01-22,18.2779
2021-01-23,18.2779
2021-01-24,18.2779
2021-01-25,18.4734
2021-01-26,18.5473
2021-01-27,18.5299
2021-01-28,18.2026
2021-01-29,18.2648
2021-01-30,18.2648
2021-01-31,18.2648
2021-02-01,18.2142
2021-02-02,18.432
2021-02-03,18.1949
2021-02-04,18.4497
2021-02-05,18.4895
2021-02-06,18.4895
2021-02-07,18.4895
2021-02-08,18.4939
2021-02-09,18.5705
2021-02-10,18.9019
2021-02-11,18.7826
2021-02-12,18.784
2021-02-13,18.784
2021-02-14,18.784
2021-02-15,18.784
2021-02-16,18.7958
2021-02-17,18.9873
2021-02-18,19.1729
2021-02-19,19.1537
2021-02-20,19.1537
2021-02-21,19.1537
2021-02-22,18.5425
2021-02-23,18.5749
2021-02-24,18.4335
2021-02-25,18.3687
2021-02-26,17.8355
2021-02-27,17.8355
2021-02-28,17.8355
2021-03-01,18.0034
2021-03-02,18.2229
2021-03-03,18.4011
2021-03-04,18.4674
2021-03-05,18.8812
2021-03-06,18.8812
2021-03-07,18.8812
2021-03-08,18.8709
2021-03-09,18.5322
2021-03-10,18.7487
2021-03-11,18.6117
2021-03-12,18.8385
2021-03-13,18.8385
2021-03-14,18.8385
2021-03-15,19.0992
2021-03-16,19.1891
2021-03-17,18.9873
2021-03-18,19.1493
2021-03-19,19.2318
2021-03-20,19.2318
2021-03-21,19.2318
2021-03-22,19.1508
2021-03-23,19.245
2021-03-24,19.491
2021-03-25,19.6722
2021-03-26,19.6957
2021-03-27,19.6957
2021-03-28,19.6957
2021-03-29,19.9328
2021-03-30,19.9387
2021-03-31,20.7801
2021-04-01,20.6952
2021-04-02,20.6952
2021-04-03,20.6952
2021-04-04,20.6952
2021-04-05,20.7481
2021-04-06,20.6979
2021-04-07,20.6938
2021-04-08,20.7063
2021-04-09,20.8191
2021-04-10,20.8191
2021-04-11,20.8191
2021-04-12,20.8511
2021-04-13,20.8135
2021-04-14,20.9583
2021-04-15,21.124
2021-04-16,21.1936
2021-04-17,21.1936
2021-04-18,21.1936
2021-04-19,21.1964
2021-04-20,21.5792
2021-04-21,21.4122
2021-04-22,21.4136
2021-04-23,21.4066
2021-04-24,21.4066
2021-04-25,21.4066
2021-04-26,21.2757
2021-04-27,21.1462
2021-04-28,20.982
2021-04-29,21.2437
2021-04-30,21.44
2021-05-01,21.44
2021-05-02,21.44
2021-05-03,21.4679
2021-05-04,21.4344
2021-05-05,21.5721
2021-05-06,21.6885
2021-05-07,21.6389
2021-05-08,21.6389
2021-05-09,21.6389
2021-05-10,21.7113
2021-05-11,21.399
2021-05-12,21.1065
2021-05-13,21.2996
2021-05-14,21.2783
2021-05-15,21.2783
2021-05-16,21.2783
2021-05-17,21.0015
2021-05-18,21.0909
2021-05-19,20.9447
2021-05-20,20.9745
2021-05-21,20.9546
2021-05-22,20.9546
2021-05-23,20.9546
2021-05-24,20.9901
2021-05-25,20.9703
2021-05-26,21.0171
2021-05-27,21.0938
2021-05-28,21.0952
2021-05-29,21.0952
2021-05-30,21.0952
2021-05-31,21.0952
2021-06-01,21.1335
2021-06-02,21.2797
2021-06-03,21.3819
2021-06-04,21.3138
2021-06-05,21.3138
2021-06-06,21.3138
2021-06-07,21.3507
2021-06-08,21.2542
2021-06-09,21.3762
2021-06-10,21.3862
2021-06-11,21.4671
2021-06-12,21.4671
2021-06-13,21.4671
2021-06-14,21.3692
2021-06-15,21.3493
2021-06-16,21.2939
2021-06-17,21.2556
2021-06-18,20.9121
2021-06-19,20.9121
2021-06-20,20.9121
2021-06-21,21.0767
2021-06-22,20.9873
2021-06-23,20.8368
2021-06-24,20.8524
2021-06-25,21.0611
2021-06-26,21.0611
2021-06-27,21.0611
2021-06-28,21.0356
2021-06-29,20.7034
2021-06-30,21.1975
2021-07-01,21.3218
2021-07-02,21.3404
2021-07-03,21.3404
2021-07-04,21.3404
2021-07-05,21.3404
2021-07-06,21.3361
2021-07-07,21.4605
2021-07-08,21.419
2021-07-09,21.5434
2021-07-10,21.5434
2021-07-11,21.5434
2021-07-12,21.6735
2021-07-13,21.582
2021-07-14,21.6749
2021-07-15,21.8708
2021-07-16,21.9308
2021-07-17,21.9308
2021-07-18,21.9308
2021-07-19,21.6034
2021-07-20,21.6806
2021-07-21,21.5034
2021-07-22,21.419
2021-07-23,21.6749
2021-07-24,21.6749
2021-07-25,21.6749
2021-07-26,21.6849
2021-07-27,21.9108
2021-07-28,21.8036
2021-07-29,21.7807
2021-07-30,21.552
2021-07-31,21.552
2021-08-01,21.552
2021-08-02,21.6878
2021-08-03,21.7078
2021-08-04,21.6668
2021-08-05,21.9412
2021-08-06,21.8812
2021-08-07,21.8812
2021-08-08,21.8812
2021-08-09,21.9141
2021-08-10,21.8812
2021-08-11,21.9169
2021-08-12,21.8355
2021-08-13,21.9641
2021-08-14,21.9641
2021-08-15,21.9641
2021-08-16,21.9069
2021-08-17,21.8898
2021-08-18,21.6096
2021-08-19,21.5595
2021-08-20,21.5781
2021-08-21,21.5781
2021-08-22,21.5781
2021-08-23,21.4423
2021-08-24,21.4852
2021-08-25,21.3951
2021-08-26,21.2822
2021-08-27,21.3794
2021-08-28,21.3794
2021-08-29,21.3794
2021-08-30,21.3923
2021-08-31,21.398
2021-09-01,21.5038
2021-09-02,21.5109
2021-09-03,21.3966
2021-09-04,21.3966
2021-09-05,21.3966
2021-09-06,21.3966
2021-09-07,21.2007
2021-09-08,21.418
2021-09-09,21.2093
2021-09-10,20.7704
2021-09-11,20.7704
2021-09-12,20.7704
2021-09-13,20.636
2021-09-14,20.5074
2021-09-15,20.2615
2021-09-16,20.2901
2021-09-17,20.1943
2021-09-18,20.1943
2021-09-19,20.1943
2021-09-20,20.2
2021-09-21,20.15
2021-09-22,20.1457
2021-09-23,20.057
2021-09-24,20.0699
2021-09-25,20.0699
2021-09-26,20.0699
2021-09-27,19.9784
2021-09-28,19.8512
2021-09-29,20.1685
2021-09-30,20.8761
2021-10-01,20.9599
2021-10-02,20.9599
2021-10-03,20.9599
2021-10-04,21.2157
2021-10-05,21.1376
2021-10-06,21.1593
2021-10-07,21.1015
2021-10-08,21.1304
2021-10-09,21.1304
2021-10-10,21.1304
2021-10-11,21.0076
2021-10-12,20.9888
2021-10-13,21.4541
2021-10-14,21.7056
2021-10-15,21.5697
2021-10-16,21.5697
2021-10-17,21.5697
2021-10-18,21.2952
2021-10-19,21.5524
2021-10-20,21.7894
2021-10-21,21.6348
2021-10-22,21.7201
2021-10-23,21.7201
2021-10-24,21.7201
2021-10-25,21.7432
2021-10-26,21.7186
2021-10-27,21.3934
2021-10-28,21.5539
2021-10-29,21.4426
2021-10-30,21.4426
2021-10-31,21.4426
2021-11-01,21.5755
2021-11-02,21.6839
2021-11-03,21.6218
2021-11-04,21.6608
2021-11-05,21.7128
2021-11-06,21.7128
2021-11-07,21.7128
2021-11-08,21.5654
2021-11-09,21.59
2021-11-10,21.7244
2021-11-11,21.8256
2021-11-12,22.0933
2021-11-13,22.0933
2021-11-14,22.0933
2021-11-15,22.2075
2021-11-16,21.9675
2021-11-17,21.8621
2021-11-18,21.6807
2021-11-19,22.0158
2021-11-20,22.0158
2021-11-21,22.0158
2021-11-22,22.1211
2021-11-23,22.0758
2021-11-24,22.0304
2021-11-25,22.0304
2021-11-26,21.7934
2021-11-27,21.7934
2021-11-28,21.7934
2021-11-29,21.8548
2021-11-30,21.3456
2021-12-01,21.2154
2021-12-02,21.3983
2021-12-03,21.7026
2021-12-04,21.7026
2021-12-05,21.7026
2021-12-06,21.966
2021-12-07,22.0129
2021-12-08,21.9441
2021-12-09,22.0641
2021-12-10,22.1387
2021-12-11,22.1387
2021-12-12,22.1387
2021-12-13,22.3743
2021-12-14,22.3436
2021-12-15,22.5455
2021-12-16,22.8133
2021-12-17,22.6214
2021-12-18,22.6214
2021-12-19,22.6214
2021-12-20,22.6947
2021-12-21,22.7137
2021-12-22,23.1038
2021-12-23,23.1932
2021-12-24,23.1932
2021-12-25,23.1932
2021-12-26,23.1932
2021-12-27,23.3883
2021-12-28,23.2959
2021-12-29,23.5012
2021-12-30,23.4513
2021-12-31,24.5448
2022-01-01,24.5448
2022-01-02,24.5448
2022-01-03,24.5809
2022-01-04,24.7689
2022-01-05,24.8201
2022-01-06,24.6952
2022-01-07,24.623
2022-01-08,24.623
2022-01-09,24.623
2022-01-10,24.6019
2022-01-11,24.5252
2022-01-12,24.459
2022-01-13,24.7283
2022-01-14,24.7373
2022-01-15,24.7373
2022-01-16,24.7373
2022-01-17,24.7373
2022-01-18,24.6411
2022-01-19,24.6305
2022-01-20,24.5824
2022-01-21,24.5177
2022-01-22,24.5177
2022-01-23,24.5177
2022-01-24,24.1761
2022-01-25,24.4169
2022-01-26,24.3763
2022-01-27,24.5538
2022-01-28,24.7464
2022-01-29,24.7464
2022-01-30,24.7464
2022-01-31,24.9134
2022-02-01,24.772
2022-02-02,24.8487
2022-02-03,24.8472
2022-02-04,24.6937
2022-02-05,24.6937
2022-02-06,24.6937
2022-02-07,24.7208
2022-02-08,25.1451
2022-02-09,25.4952
2022-02-10,25.0499
2022-02-11,25.162
2022-02-12,25.162
2022-02-13,25.162
2022-02-14,25.0545
2022-02-15,24.9854
2022-02-16,25.0714
2022-02-17,25.1589
2022-02-18,25.0637
2022-02-19,25.0637
2022-02-20,25.0637
2022-02-21,25.0637
2022-02-22,25.0975
2022-02-23,24.9639
2022-02-24,24.8656
2022-02-25,25.532
2022-02-26,25.532
2022-02-27,25.532
2022-02-28,25.6426
2022-03-01,25.661
2022-03-02,25.8468
2022-03-03,26.246
2022-03-04,26.6161
2022-03-05,26.6161
2022-03-06,26.6161
2022-03-07,26.5946
2022-03-08,26.1938
2022-03-09,26.0065
2022-03-10,26.1769
2022-03-11,26.246
2022-03-12,26.246
2022-03-13,26.246
2022-03-14,26.1109
2022-03-15,26.3028
2022-03-16,26.3397
2022-03-17,26.3581
2022-03-18,26.0909
2022-03-19,26.0909
2022-03-20,26.0909
2022-03-21,26.4763
2022-03-22,26.3105
2022-03-23,26.3335
2022-03-24,26.5424
2022-03-25,26.98
2022-03-26,26.98
2022-03-27,26.98
2022-03-28,26.8679
2022-03-29,27.0813
2022-03-30,27.264
2022-03-31,26.6696
2022-04-01,26.9633
2022-04-02,26.9633
2022-04-03,26.9633
2022-04-04,26.6222
2022-04-05,26.7828
2022-04-06,27.0612
2022-04-07,26.8792
2022-04-08,27.0092
2022-04-09,27.0092
2022-04-10,27.0092
2022-04-11,26.8256
2022-04-12,26.7782
2022-04-13,26.7323
2022-04-14,26.7078
2022-04-15,26.7078
2022-04-16,26.7078
2022-04-17,26.7078
2022-04-18,26.6864
2022-04-19,26.8409
2022-04-20,27.1591
2022-04-21,26.9251
2022-04-22,26.5487
2022-04-23,26.5487
2022-04-24,26.5487
2022-04-25,26.3958
2022-04-26,26.2963
2022-04-27,26.1449
2022-04-28,26.2596
2022-04-29,25.738
2022-04-30,25.738
2022-05-01,25.738
2022-05-02,25.4871
2022-05-03,25.6172
2022-05-04,26.4968
2022-05-05,26.4544
2022-05-06,26.4324
2022-05-07,26.4324
2022-05-08,26.4324
2022-05-09,26.233
2022-05-10,26.1514
2022-05-11,26.0744
2022-05-12,25.9912
2022-05-13,26.1278
2022-05-14,26.1278
2022-05-15,26.1278
2022-05-16,26.1592
2022-05-17,26.2519
2022-05-18,25.9535
2022-05-19,25.8782
2022-05-20,25.93
2022-05-21,25.93
2022-05-22,25.93
2022-05-23,26.2393
2022-05-24,26.6099
2022-05-25,26.5926
2022-05-26,26.7213
2022-05-27,26.8627
2022-05-28,26.8627
2022-05-29,26.8627
2022-05-30,26.8627
2022-05-31,26.6538
2022-06-01,26.6727
2022-06-02,26.6994
2022-06-03,26.6224
2022-06-04,26.6224
2022-06-05,26.6224
2022-06-06,26.7245
2022-06-07,26.8297
2022-06-08,26.4827
2022-06-09,26.1262
2022-06-10,25.9724
2022-06-11,25.9724
2022-06-12,25.9724
2022-06-13,25.1936
2022-06-14,24.9627
2022-06-15,25.0491
2022-06-16,24.812
2022-06-17,24.644
2022-06-18,24.644
2022-06-19,24.644
2022-06-20,24.644
2022-06-21,24.9517
2022-06-22,24.9816
2022-06-23,25.1983
2022-06-24,25.5437
2022-06-25,25.5437
2022-06-26,25.5437
2022-06-27,25.7808
2022-06-28,25.7651
2022-06-29,25.8044
2022-06-30,25.667
2022-07-01,26.1347
2022-07-02,26.1347
2022-07-03,26.1347
2022-07-04,26.1347
2022-07-05,25.4386
2022-07-06,25.805
2022-07-07,25.7038
2022-07-08,25.6594
2022-07-09,25.6594
2022-07-10,25.6594
2022-07-11,25.6701
2022-07-12,25.6287
2022-07-13,25.5106
2022-07-14,25.4861
2022-07-15,25.6364
2022-07-16,25.6364
2022-07-17,25.6364
2022-07-18,25.6364
2022-07-19,25.8771
2022-07-20,25.6057
2022-07-21,25.7468
2022-07-22,25.8587
2022-07-23,25.8587
2022-07-24,25.8587
2022-07-25,26.0765
2022-07-26,26.3034
2022-07-27,26.3402
2022-07-28,26.8677
2022-07-29,27.0916
2022-07-30,27.0916
2022-07-31,27.0916
2022-08-01,27.0579
2022-08-02,26.8938
2022-08-03,26.8834
2022-08-04,26.3511
2022-08-05,26.0517
2022-08-06,26.0517
2022-08-07,26.0517
2022-08-08,26.1613
2022-08-09,26.2662
2022-08-10,26.1412
2022-08-11,26.2646
2022-08-12,26.5239
2022-08-13,26.5239
2022-08-14,26.5239
2022-08-15,26.5918
2022-08-16,26.6211
2022-08-17,26.6335
2022-08-18,26.6983
2022-08-19,26.6875
2022-08-20,26.6875
2022-08-21,26.6875
2022-08-22,26.4004
2022-08-23,26.4112
2022-08-24,26.4884
2022-08-25,26.6211
2022-08-26,26.3758
2022-08-27,26.3758
2022-08-28,26.3758
2022-08-29,26.4328
2022-08-30,26.135
2022-08-31,25.973
2022-09-01,26.189
2022-09-02,26.1535
2022-09-03,26.1535
2022-09-04,26.1535
2022-09-05,26.1535
2022-09-06,26.1011
2022-09-07,26.6304
2022-09-08,26.6782
2022-09-09,26.6998
2022-09-10,26.6998
2022-09-11,26.6998
2022-09-12,26.9081
2022-09-13,26.4483
2022-09-14,26.5362
2022-09-15,26.0872
2022-09-16,26.0702
2022-09-17,26.0702
2022-09-18,26.0702
2022-09-19,26.2569
2022-09-20,25.9931
2022-09-21,25.8573
2022-09-22,25.9653
2022-09-23,25.6875
2022-09-24,25.6875
2022-09-25,25.6875
2022-09-26,25.3233
2022-09-27,25.0764
2022-09-28,25.3064
2022-09-29,24.6274
2022-09-30,24.5589
2022-10-01,24.5589
2022-10-02,24.5589
2022-10-03,25.0389
2022-10-04,25.2515
2022-10-05,24.9022
2022-10-06,24.4009
2022-10-07,24.1852
2022-10-08,24.1852
2022-10-09,24.1852
2022-10-10,24.2597
2022-10-11,24.6121
2022-10-12,24.1655
2022-10-13,24.4997
2022-10-14,23.9908
2022-10-15,23.9908
2022-10-16,23.9908
2022-10-17,24.2217
2022-10-18,24.5437
2022-10-19,24.5878
2022-10-20,24.2946
2022-10-21,24.5422
2022-10-22,24.5422
2022-10-23,24.5422
2022-10-24,24.483
2022-10-25,24.7822
2022-10-26,24.7974
2022-10-27,24.9903
2022-10-28,25.3579
2022-10-29,25.3579
2022-10-30,25.3579
2022-10-31,25.2728
2022-11-01,25.2303
2022-11-02,25.1209
2022-11-03,24.9979
2022-11-04,25.1938
2022-11-05,25.1938
2022-11-06,25.1938
2022-11-07,24.8809
2022-11-08,24.9827
2022-11-09,24.7564
2022-11-10,26.0702
2022-11-11,25.9016
2022-11-12,25.9016
2022-11-13,25.9016
2022-11-14,25.9984
2022-11-15,26.159
2022-11-16,26.2692
2022-11-17,26.0948
2022-11-18,26.6899
2022-11-19,26.6899
2022-11-20,26.6899
2022-11-21,26.8031
2022-11-22,27.0663
2022-11-23,27.23
2022-11-24,27.23
2022-11-25,27.3187
2022-11-26,27.3187
2022-11-27,27.3187
2022-11-28,27.1519
2022-11-29,27.2391
2022-11-30,27.4778
2022-12-01,27.0632
2022-12-02,26.9179
2022-12-03,26.9179
2022-12-04,26.9179
2022-12-05,26.8138
2022-12-06,27.0556
2022-12-07,27.051
2022-12-08,27.0647
2022-12-09,27.0907
2022-12-10,27.0907
2022-12-11,27.0907
2022-12-12,27.2942
2022-12-13,27.2223
2022-12-14,27.1932
2022-12-15,26.9668
2022-12-16,26.6614
2022-12-17,26.6614
2022-12-18,26.6614
2022-12-19,26.4639
2022-12-20,26.4012
2022-12-21,26.6324
2022-12-22,26.5481
2022-12-23,26.712
2022-12-24,26.712
2022-12-25,26.712
2022-12-26,26.712
2022-12-27,26.7855
2022-12-28,26.7074
2022-12-29,26.6186
2022-12-30,25.2889
2022-12-31,25.2889
2023-01-01,25.2889
2023-01-02,25.2889
2023-01-03,25.1619
2023-01-04,25.2699
2023-01-05,24.8219
2023-01-06,25.356
2023-01-07,25.356
2023-01-08,25.356
2023-01-09,25.5399
2023-01-10,25.6143
2023-01-11,25.9689
2023-01-12,25.9179
2023-01-13,25.6785
2023-01-14,25.6785
2023-01-15,25.6785
2023-01-16,25.6785
2023-01-17,25.5632
2023-01-18,25.2232
2023-01-19,25.2845
2023-01-20,25.4246
2023-01-21,25.4246
2023-01-22,25.4246
2023-01-23,25.5005
2023-01-24,25.6946
2023-01-25,25.7369
2023-01-26,25.7865
2023-01-27,25.8551
2023-01-28,25.8551
2023-01-29,25.8551
2023-01-30,25.7938
2023-01-31,26.0871
2023-02-01,26.2958
2023-02-02,26.3805
2023-02-03,26.0361
2023-02-04,26.0361
2023-02-05,26.0361
2023-02-06,26.1017
2023-02-07,26.2534
2023-02-08,26.1868
2023-02-09,25.9127
2023-02-10,26.1571
2023-02-11,26.1571
2023-02-12,26.1571
2023-02-13,26.2401
2023-02-14,26.086
2023-02-15,26.2549
2023-02-16,26.0742
2023-02-17,26.2845
2023-02-18,26.2845
2023-02-19,26.2845
2023-02-20,26.2845
2023-02-21,26.1275
2023-02-22,26.0668
2023-02-23,26.1423
2023-02-24,26.0831
2023-02-25,26.0831
2023-02-26,26.0831
2023-02-27,25.9571
2023-02-28,25.6475
2023-03-01,25.3112
2023-03-02,25.4519
2023-03-03,25.6356
2023-03-04,25.6356
2023-03-05,25.6356
2023-03-06,25.7349
2023-03-07,25.409
2023-03-08,25.5853
2023-03-09,25.3097
2023-03-10,25.1067
2023-03-11,25.1067
2023-03-12,25.1067
2023-03-13,25.3097
2023-03-14,25.5349
2023-03-15,25.7912
2023-03-16,25.8742
2023-03-17,25.926
2023-03-18,25.926
2023-03-19,25.926
