,NVGS US Equity
2022-02-10,34.5887
2022-02-11,34.5887
2022-02-12,34.5887
2022-02-13,34.5887
2022-02-14,34.5887
2022-02-15,34.5887
2022-02-16,34.5887
2022-02-17,34.5887
2022-02-18,34.5887
2022-02-19,34.5887
2022-02-20,34.5887
2022-02-21,34.5887
2022-02-22,34.5887
2022-02-23,34.5887
2022-02-24,34.5887
2022-02-25,34.5887
2022-02-26,34.5887
2022-02-27,34.5887
2022-02-28,34.5887
2022-03-01,34.5887
2022-03-02,34.5887
2022-03-03,34.5887
2022-03-04,34.5887
2022-03-05,34.5887
2022-03-06,34.5887
2022-03-07,34.5887
2022-03-08,34.5887
2022-03-09,34.5887
2022-03-10,34.5887
2022-03-11,34.5887
2022-03-12,34.5887
2022-03-13,34.5887
2022-03-14,34.5887
2022-03-15,34.5887
2022-03-16,34.5887
2022-03-17,34.5887
2022-03-18,34.5887
2022-03-19,34.5887
2022-03-20,34.5887
2022-03-21,34.5887
2022-03-22,34.5887
2022-03-23,34.5887
2022-03-24,34.5887
2022-03-25,34.5887
2022-03-26,34.5887
2022-03-27,34.5887
2022-03-28,34.5887
2022-03-29,34.5887
2022-03-30,34.5887
2022-03-31,711.0127
2022-04-01,719.824
2022-04-02,719.824
2022-04-03,719.824
2022-04-04,709.7073
2022-04-05,709.0546
2022-04-06,719.824
2022-04-07,719.4977
2022-04-08,728.3089
2022-04-09,728.3089
2022-04-10,728.3089
2022-04-11,720.4767
2022-04-12,737.7729
2022-04-13,761.2697
2022-04-14,770.081
2022-04-15,770.081
2022-04-16,770.081
2022-04-17,770.081
2022-04-18,769.8811
2022-04-19,756.4877
2022-04-20,756.4877
2022-04-21,731.661
2022-04-22,730.681
2022-04-23,730.681
2022-04-24,730.681
2022-04-25,714.6743
2022-04-26,717.9409
2022-04-27,728.721
2022-04-28,737.2143
2022-04-29,737.8677
2022-04-30,737.8677
2022-05-01,737.8677
2022-05-02,739.1743
2022-05-03,759.4277
2022-05-04,761.3877
2022-05-05,759.4277
2022-05-06,749.9544
2022-05-07,749.9544
2022-05-08,749.9544
2022-05-09,715.3276
2022-05-10,727.0876
2022-05-11,715.9809
2022-05-12,723.4943
2022-05-13,728.721
2022-05-14,728.721
2022-05-15,728.721
2022-05-16,754.5277
2022-05-17,763.0211
2022-05-18,761.3877
2022-05-19,761.7144
2022-05-20,770.5344
2022-05-21,770.5344
2022-05-22,770.5344
2022-05-23,774.4544
2022-05-24,758.1211
2022-05-25,776.7411
2022-05-26,761.7144
2022-05-27,755.5077
2022-05-28,755.5077
2022-05-29,755.5077
2022-05-30,755.5077
2022-05-31,755.8344
2022-06-01,774.7811
2022-06-02,804.1812
2022-06-03,781.9678
2022-06-04,781.9678
2022-06-05,781.9678
2022-06-06,802.5479
2022-06-07,782.2945
2022-06-08,768.5744
2022-06-09,741.1343
2022-06-10,731.0076
2022-06-11,731.0076
2022-06-12,731.0076
2022-06-13,704.5476
2022-06-14,707.1609
2022-06-15,707.8142
2022-06-16,689.8475
2022-06-17,676.1275
2022-06-18,676.1275
2022-06-19,676.1275
2022-06-20,676.1275
2022-06-21,696.0542
2022-06-22,674.4941
2022-06-23,657.8341
2022-06-24,669.5941
2022-06-25,669.5941
2022-06-26,669.5941
2022-06-27,686.2542
2022-06-28,690.8275
2022-06-29,681.3541
2022-06-30,133.8068
2022-07-01,132.6253
2022-07-02,132.6253
2022-07-03,132.6253
2022-07-04,132.6253
2022-07-05,130.1311
2022-07-06,127.3742
2022-07-07,131.1813
2022-07-08,129.8685
2022-07-09,129.8685
2022-07-10,129.8685
2022-07-11,127.6368
2022-07-12,127.046
2022-07-13,127.4399
2022-07-14,126.3897
2022-07-15,128.2932
2022-07-16,128.2932
2022-07-17,128.2932
2022-07-18,129.8029
2022-07-19,130.1967
2022-07-20,133.3474
2022-07-21,132.1002
2022-07-22,131.8377
2022-07-23,131.8377
2022-07-24,131.8377
2022-07-25,134.332
2022-07-26,132.691
2022-07-27,134.6601
2022-07-28,132.7566
2022-07-29,136.1698
2022-07-30,136.1698
2022-07-31,136.1698
2022-08-01,133.2817
2022-08-02,135.1196
2022-08-03,134.2007
2022-08-04,130.1311
2022-08-05,132.691
2022-08-06,132.691
2022-08-07,132.691
2022-08-08,133.8725
2022-08-09,136.6293
2022-08-10,134.5945
2022-08-11,136.0386
2022-08-12,135.2509
2022-08-13,135.2509
2022-08-14,135.2509
2022-08-15,139.3861
2022-08-16,137.7452
2022-08-17,138.5985
2022-08-18,143.0619
2022-08-19,133.8138
2022-08-20,133.8138
2022-08-21,133.8138
2022-08-22,137.5555
2022-08-23,137.8181
2022-08-24,138.4746
2022-08-25,141.4942
2022-08-26,142.282
2022-08-27,142.282
2022-08-28,142.282
2022-08-29,142.085
2022-08-30,138.0807
2022-08-31,139.0654
2022-09-01,135.7831
2022-09-02,137.9494
2022-09-03,137.9494
2022-09-04,137.9494
2022-09-05,137.9494
2022-09-06,136.4396
2022-09-07,133.6825
2022-09-08,134.8641
2022-09-09,137.4899
2022-09-10,137.4899
2022-09-11,137.4899
2022-09-12,138.4089
2022-09-13,137.0304
2022-09-14,137.8838
2022-09-15,138.0807
2022-09-16,134.5359
2022-09-17,134.5359
2022-09-18,134.5359
2022-09-19,136.5709
2022-09-20,134.4046
2022-09-21,132.8947
2022-09-22,134.6672
2022-09-23,131.7788
2022-09-24,131.7788
2022-09-25,131.7788
2022-09-26,128.4309
2022-09-27,132.107
2022-09-28,136.1113
2022-09-29,132.5009
2022-09-30,466.8886
2022-10-01,466.8886
2022-10-02,466.8886
2022-10-03,470.8525
2022-10-04,474.4862
2022-10-05,480.4321
2022-10-06,490.6723
2022-10-07,479.7714
2022-10-08,479.7714
2022-10-09,479.7714
2022-10-10,470.5222
2022-10-11,465.2369
2022-10-12,458.6303
2022-10-13,477.4591
2022-10-14,476.4681
2022-10-15,476.4681
2022-10-16,476.4681
2022-10-17,480.7624
2022-10-18,501.2429
2022-10-19,509.1708
2022-10-20,496.6183
2022-10-21,493.6453
2022-10-22,493.6453
2022-10-23,493.6453
2022-10-24,490.0117
2022-10-25,499.5912
2022-10-26,504.5462
2022-10-27,498.6002
2022-10-28,494.9666
2022-10-29,494.9666
2022-10-30,494.9666
2022-10-31,503.2249
2022-11-01,508.5101
2022-11-02,508.5101
2022-11-03,506.5282
2022-11-04,513.1348
2022-11-05,513.1348
2022-11-06,513.1348
2022-11-07,520.402
2022-11-08,522.7143
2022-11-09,503.2249
2022-11-10,501.2429
2022-11-11,508.1798
2022-11-12,508.1798
2022-11-13,508.1798
2022-11-14,510.4921
2022-11-15,519.411
2022-11-16,483.0747
2022-11-17,500.2519
2022-11-18,500.2519
2022-11-19,500.2519
2022-11-20,500.2519
2022-11-21,509.8315
2022-11-22,508.1798
2022-11-23,501.5732
2022-11-24,501.5732
2022-11-25,496.6183
2022-11-26,496.6183
2022-11-27,496.6183
2022-11-28,479.4411
2022-11-29,487.369
2022-11-30,489.6813
2022-12-01,487.6994
2022-12-02,498.2699
2022-12-03,498.2699
2022-12-04,498.2699
2022-12-05,481.4231
2022-12-06,472.5042
2022-12-07,463.5853
2022-12-08,470.5222
2022-12-09,474.1558
2022-12-10,474.1558
2022-12-11,474.1558
2022-12-12,483.7354
2022-12-13,486.0477
2022-12-14,488.36
2022-12-15,491.0027
2022-12-16,483.4051
2022-12-17,483.4051
2022-12-18,483.4051
2022-12-19,471.5132
2022-12-20,483.0747
2022-12-21,483.0747
2022-12-22,473.4952
2022-12-23,482.7444
2022-12-24,482.7444
2022-12-25,482.7444
2022-12-26,482.7444
2022-12-27,480.4321
2022-12-28,465.2369
2022-12-29,478.4501
2022-12-30,26.8049
2022-12-31,26.8049
2023-01-01,26.8049
2023-01-02,26.8049
2023-01-03,26.2716
2023-01-04,25.9855
2023-01-05,26.0505
2023-01-06,26.1806
2023-01-07,26.1806
2023-01-08,26.1806
2023-01-09,26.3887
2023-01-10,26.5838
2023-01-11,26.7789
2023-01-12,26.8699
2023-01-13,26.974
2023-01-14,26.974
2023-01-15,26.974
2023-01-16,26.974
2023-01-17,27.078
2023-01-18,27.065
2023-01-19,26.961
2023-01-20,27.2601
2023-01-21,27.2601
2023-01-22,27.2601
2023-01-23,27.5723
2023-01-24,27.7543
2023-01-25,27.7283
2023-01-26,27.6763
2023-01-27,28.1185
2023-01-28,28.1185
2023-01-29,28.1185
2023-01-30,27.9885
2023-01-31,28.0405
2023-02-01,28.1966
2023-02-02,28.3266
2023-02-03,28.1705
2023-02-04,28.1705
2023-02-05,28.1705
2023-02-06,28.0275
2023-02-07,28.4177
2023-02-08,28.4567
2023-02-09,28.4827
2023-02-10,28.6128
2023-02-11,28.6128
2023-02-12,28.6128
2023-02-13,28.6388
2023-02-14,28.5607
2023-02-15,28.7688
2023-02-16,28.6518
2023-02-17,28.5998
2023-02-18,28.5998
2023-02-19,28.5998
2023-02-20,28.5998
2023-02-21,28.6128
2023-02-22,28.7558
2023-02-23,29.185
2023-02-24,29.055
2023-02-25,29.055
2023-02-26,29.055
2023-02-27,29.185
2023-02-28,29.3151
2023-03-01,29.159
2023-03-02,29.3931
2023-03-03,29.5102
2023-03-04,29.5102
2023-03-05,29.5102
2023-03-06,28.7558
2023-03-07,28.7168
2023-03-08,28.8209
2023-03-09,28.3787
2023-03-10,27.9104
2023-03-11,27.9104
2023-03-12,27.9104
2023-03-13,27.5593
2023-03-14,27.8844
2023-03-15,27.4422
2023-03-16,27.13
2023-03-17,26.9349
2023-03-18,26.9349
