,ECHO US Equity
2020-07-19,43.8429
2020-07-20,43.2206
2020-07-21,43.8429
2020-07-22,44.2133
2020-07-23,46.6285
2020-07-24,47.0582
2020-07-25,47.0582
2020-07-26,47.0582
2020-07-27,47.5324
2020-07-28,45.1764
2020-07-29,45.836
2020-07-30,45.9249
2020-07-31,45.0731
2020-08-01,45.0731
2020-08-02,45.0731
2020-08-03,44.999
2020-08-04,45.999
2020-08-05,45.9842
2020-08-06,45.9175
2020-08-07,47.1249
2020-08-08,47.1249
2020-08-09,47.1249
2020-08-10,47.3027
2020-08-11,48.1026
2020-08-12,47.9989
2020-08-13,48.2063
2020-08-14,47.7471
2020-08-15,47.7471
2020-08-16,47.7471
2020-08-17,47.5101
2020-08-18,47.2434
2020-08-19,47.6286
2020-08-20,47.673
2020-08-21,47.5693
2020-08-22,47.5693
2020-08-23,47.5693
2020-08-24,48.1619
2020-08-25,48.4434
2020-08-26,48.4434
2020-08-27,48.5619
2020-08-28,49.0804
2020-08-29,49.0804
2020-08-30,49.0804
2020-08-31,48.4137
2020-09-01,49.3915
2020-09-02,48.9841
2020-09-03,48.0878
2020-09-04,47.9989
2020-09-05,47.9989
2020-09-06,47.9989
2020-09-07,47.9989
2020-09-08,47.0952
2020-09-09,48.3693
2020-09-10,49.0804
2020-09-11,47.7619
2020-09-12,47.7619
2020-09-13,47.7619
2020-09-14,47.3619
2020-09-15,47.5693
2020-09-16,47.9841
2020-09-17,47.2138
2020-09-18,47.0952
2020-09-19,47.0952
2020-09-20,47.0952
2020-09-21,45.7397
2020-09-22,45.8064
2020-09-23,46.236
2020-09-24,46.2805
2020-09-25,46.2508
2020-09-26,46.2508
2020-09-27,46.2508
2020-09-28,47.6582
2020-09-29,46.8434
2020-09-30,43.9127
2020-10-01,43.5828
2020-10-02,44.6727
2020-10-03,44.6727
2020-10-04,44.6727
2020-10-05,46.2931
2020-10-06,44.3285
2020-10-07,45.8486
2020-10-08,46.4939
2020-10-09,46.4222
2020-10-10,46.4222
2020-10-11,46.4222
2020-10-12,46.6086
2020-10-13,46.5369
2020-10-14,46.666
2020-10-15,47.7415
2020-10-16,47.1536
2020-10-17,47.1536
2020-10-18,47.1536
2020-10-19,46.709
2020-10-20,46.8811
2020-10-21,46.5656
2020-10-22,46.0924
2020-10-23,47.0102
2020-10-24,47.0102
2020-10-25,47.0102
2020-10-26,46.3505
2020-10-27,45.7626
2020-10-28,43.3391
2020-10-29,49.5313
2020-10-30,45.631
2020-10-31,45.631
2020-11-01,45.631
2020-11-02,45.9035
2020-11-03,47.6672
2020-11-04,47.6242
2020-11-05,47.9253
2020-11-06,47.8536
2020-11-07,47.8536
2020-11-08,47.8536
2020-11-09,48.9434
2020-11-10,49.3879
2020-11-11,48.2838
2020-11-12,49.2302
2020-11-13,48.2981
2020-11-14,48.2981
2020-11-15,48.2981
2020-11-16,49.1298
2020-11-17,49.5457
2020-11-18,48.9864
2020-11-19,48.5276
2020-11-20,47.8823
2020-11-21,47.8823
2020-11-22,47.8823
2020-11-23,49.5026
2020-11-24,50.2483
2020-11-25,50.2339
2020-11-26,50.2339
2020-11-27,49.2302
2020-11-28,49.2302
2020-11-29,49.2302
2020-11-30,47.6672
2020-12-01,48.0544
2020-12-02,48.2264
2020-12-03,48.6996
2020-12-04,49.1298
2020-12-05,49.1298
2020-12-06,49.1298
2020-12-07,48.7713
2020-12-08,48.8861
2020-12-09,49.6174
2020-12-10,48.8717
2020-12-11,49.0725
2020-12-12,49.0725
2020-12-13,49.0725
2020-12-14,45.2367
2020-12-15,45.6597
2020-12-16,45.8891
2020-12-17,46.9144
2020-12-18,47.1223
2020-12-19,47.1223
2020-12-20,47.1223
2020-12-21,47.1653
2020-12-22,46.7065
2020-12-23,46.4771
2020-12-24,46.6778
2020-12-25,46.6778
2020-12-26,46.6778
2020-12-27,46.6778
2020-12-28,46.7352
2020-12-29,46.0612
2020-12-30,45.631
2020-12-31,28.4073
2021-01-01,28.4073
2021-01-02,28.4073
2021-01-03,28.4073
2021-01-04,28.0555
2021-01-05,28.1457
2021-01-06,29.8055
2021-01-07,29.9859
2021-01-08,29.4356
2021-01-09,29.4356
2021-01-10,29.4356
2021-01-11,29.2823
2021-01-12,29.8686
2021-01-13,28.8763
2021-01-14,29.2732
2021-01-15,28.8403
2021-01-16,28.8403
2021-01-17,28.8403
2021-01-18,28.8403
2021-01-19,28.9169
2021-01-20,29.3454
2021-01-21,29.5529
2021-01-22,30.482
2021-01-23,30.482
2021-01-24,30.482
2021-01-25,31.7539
2021-01-26,32.2861
2021-01-27,30.1392
2021-01-28,29.0522
2021-01-29,27.9653
2021-01-30,27.9653
2021-01-31,27.9653
2021-02-01,28.4975
2021-02-02,29.183
2021-02-03,29.2462
2021-02-04,29.9047
2021-02-05,29.5258
2021-02-06,29.5258
2021-02-07,29.5258
2021-02-08,29.5258
2021-02-09,30.2655
2021-02-10,29.7784
2021-02-11,29.1289
2021-02-12,29.625
2021-02-13,29.625
2021-02-14,29.625
2021-02-15,29.625
2021-02-16,29.1019
2021-02-17,29.0071
2021-02-18,28.714
2021-02-19,29.607
2021-02-20,29.607
2021-02-21,29.607
2021-02-22,29.6882
2021-02-23,28.6824
2021-02-24,28.8042
2021-02-25,28.8763
2021-02-26,29.3455
2021-02-27,29.3455
2021-02-28,29.3455
2021-03-01,30.2837
2021-03-02,30.0311
2021-03-03,30.419
2021-03-04,30.1393
2021-03-05,30.7888
2021-03-06,30.7888
2021-03-07,30.7888
2021-03-08,31.7631
2021-03-09,32.3945
2021-03-10,32.7192
2021-03-11,33.495
2021-03-12,33.468
2021-03-13,33.468
2021-03-14,33.468
2021-03-15,32.5479
2021-03-16,34.4512
2021-03-17,34.4602
2021-03-18,33.937
2021-03-19,33.6484
2021-03-20,33.6484
2021-03-21,33.6484
2021-03-22,32.0337
2021-03-23,30.8249
2021-03-24,30.6174
2021-03-25,31.4022
2021-03-26,32.3855
2021-03-27,32.3855
2021-03-28,32.3855
2021-03-29,32.187
2021-03-30,32.9087
2021-03-31,21.5864
2021-04-01,21.8433
2021-04-02,21.8433
2021-04-03,21.8433
2021-04-04,21.8433
2021-04-05,22.608
2021-04-06,22.1798
2021-04-07,21.7883
2021-04-08,21.5986
2021-04-09,21.7638
2021-04-10,21.7638
2021-04-11,21.7638
2021-04-12,21.8923
2021-04-13,21.8311
2021-04-14,21.9901
2021-04-15,22.3083
2021-04-16,22.4857
2021-04-17,22.4857
2021-04-18,22.4857
2021-04-19,22.3817
2021-04-20,21.8189
2021-04-21,21.4702
2021-04-22,21.6353
2021-04-23,21.7516
2021-04-24,21.7516
2021-04-25,21.7516
2021-04-26,21.4151
2021-04-27,21.3356
2021-04-28,21.3906
2021-04-29,22.6717
2021-04-30,22.3962
2021-05-01,22.3962
2021-05-02,22.3962
2021-05-03,23.2167
2021-05-04,23.0392
2021-05-05,24.7599
2021-05-06,23.8475
2021-05-07,24.3802
2021-05-08,24.3802
2021-05-09,24.3802
2021-05-10,24.2516
2021-05-11,23.6393
2021-05-12,23.1004
2021-05-13,24.5701
2021-05-14,24.5272
2021-05-15,24.5272
2021-05-16,24.5272
2021-05-17,24.1659
2021-05-18,23.627
2021-05-19,23.1861
2021-05-20,22.5982
2021-05-21,23.0575
2021-05-22,23.0575
2021-05-23,23.0575
2021-05-24,23.2657
2021-05-25,22.8738
2021-05-26,23.082
2021-05-27,23.2351
2021-05-28,23.2902
2021-05-29,23.2902
2021-05-30,23.2902
2021-05-31,23.2902
2021-06-01,23.6393
2021-06-02,23.0208
2021-06-03,23.0392
2021-06-04,22.9963
2021-06-05,22.9963
2021-06-06,22.9963
2021-06-07,23.2474
2021-06-08,23.5107
2021-06-09,22.8432
2021-06-10,22.4207
2021-06-11,22.5431
2021-06-12,22.5431
2021-06-13,22.5431
2021-06-14,22.3349
2021-06-15,22.4696
2021-06-16,22.4145
2021-06-17,21.4286
2021-06-18,21.1041
2021-06-19,21.1041
2021-06-20,21.1041
2021-06-21,21.3306
2021-06-22,21.6674
2021-06-23,21.6919
2021-06-24,21.9124
2021-06-25,21.8879
2021-06-26,21.8879
2021-06-27,21.8879
2021-06-28,21.4164
2021-06-29,21.2449
2021-06-30,13.8407
2021-07-01,13.9629
2021-07-02,13.4007
2021-07-03,13.4007
2021-07-04,13.4007
2021-07-05,13.4007
2021-07-06,13.0462
2021-07-07,13.1603
2021-07-08,12.7366
2021-07-09,13.0218
2021-07-10,13.0218
2021-07-11,13.0218
2021-07-12,12.9484
2021-07-13,12.9769
2021-07-14,12.9729
2021-07-15,13.0707
2021-07-16,12.9688
2021-07-17,12.9688
2021-07-18,12.9688
2021-07-19,12.3862
2021-07-20,12.5165
2021-07-21,12.6062
2021-07-22,12.8506
2021-07-23,12.818
2021-07-24,12.818
2021-07-25,12.818
2021-07-26,12.598
2021-07-27,12.5858
2021-07-28,12.6591
2021-07-29,13.8011
2021-07-30,13.9152
2021-07-31,13.9152
2021-08-01,13.9152
2021-08-02,13.7767
2021-08-03,14.3307
2021-08-04,13.9233
2021-08-05,13.793
2021-08-06,14.0374
2021-08-07,14.0374
2021-08-08,14.0374
2021-08-09,13.8093
2021-08-10,13.9844
2021-08-11,14.294
2021-08-12,14.2492
2021-08-13,14.3266
2021-08-14,14.3266
2021-08-15,14.3266
2021-08-16,14.4977
2021-08-17,14.3307
2021-08-18,14.1759
2021-08-19,14.0089
2021-08-20,14.2818
2021-08-21,14.2818
2021-08-22,14.2818
2021-08-23,14.4732
2021-08-24,14.4284
2021-08-25,14.4529
2021-08-26,14.3592
2021-08-27,14.5791
2021-08-28,14.5791
2021-08-29,14.5791
2021-08-30,14.7462
2021-08-31,14.7095
2021-09-01,14.795
2021-09-02,14.8032
2021-09-03,14.6851
2021-09-04,14.6851
2021-09-05,14.6851
2021-09-06,14.6851
2021-09-07,14.3714
2021-09-08,14.3429
2021-09-09,14.074
2021-09-10,20.7463
2021-09-11,20.7463
2021-09-12,20.7463
2021-09-13,20.8273
2021-09-14,20.7907
2021-09-15,20.7866
2021-09-16,20.7866
2021-09-17,20.7948
2021-09-18,20.7948
2021-09-19,20.7948
2021-09-20,20.7825
2021-09-21,20.7459
2021-09-22,20.754
2021-09-23,20.75
2021-09-24,20.7581
2021-09-25,20.7581
2021-09-26,20.7581
2021-09-27,20.8681
2021-09-28,20.754
2021-09-29,20.8029
2021-09-30,16.5513
2021-10-01,16.5284
2021-10-02,16.5284
2021-10-03,16.5284
2021-10-04,16.5644
2021-10-05,16.6463
2021-10-06,16.6921
2021-10-07,16.6724
2021-10-08,16.6463
2021-10-09,16.6463
2021-10-10,16.6463
2021-10-11,16.6855
2021-10-12,16.6855
2021-10-13,16.6594
2021-10-14,16.6692
2021-10-15,16.6528
2021-10-16,16.6528
2021-10-17,16.6528
2021-10-18,16.6594
2021-10-19,16.6626
2021-10-20,16.6659
2021-10-21,16.6704
2021-10-22,16.6868
2021-10-23,16.6868
2021-10-24,16.6868
2021-10-25,16.6769
2021-10-26,16.7064
2021-10-27,16.6868
2021-10-28,16.7195
2021-10-29,16.7228
2021-10-30,16.7228
2021-10-31,16.7228
2021-11-01,16.6966
2021-11-02,16.6868
2021-11-03,16.6868
2021-11-04,16.7064
2021-11-05,16.7162
2021-11-06,16.7162
2021-11-07,16.7162
2021-11-08,16.6966
2021-11-09,16.7064
2021-11-10,16.6999
2021-11-11,16.7031
2021-11-12,16.6933
2021-11-13,16.6933
2021-11-14,16.6933
2021-11-15,16.7064
2021-11-16,16.7228
2021-11-17,16.726
2021-11-18,16.7195
2021-11-19,16.7195
2021-11-20,16.7195
2021-11-21,16.7195
2021-11-22,16.726
2021-11-23,16.726
2021-11-24,16.726
2021-11-25,16.726
2021-11-26,16.726
2021-11-27,16.726
2021-11-28,16.726
2021-11-29,16.726
2021-11-30,16.726
2021-12-01,16.726
2021-12-02,16.726
2021-12-03,16.726
2021-12-04,16.726
2021-12-05,16.726
2021-12-06,16.726
2021-12-07,16.726
2021-12-08,16.726
2021-12-09,16.726
2021-12-10,16.726
2021-12-11,16.726
2021-12-12,16.726
2021-12-13,16.726
2021-12-14,16.726
2021-12-15,16.726
2021-12-16,16.726
2021-12-17,16.726
2021-12-18,16.726
2021-12-19,16.726
2021-12-20,16.726
2021-12-21,16.726
2021-12-22,16.726
2021-12-23,16.726
2021-12-24,16.726
2021-12-25,16.726
2021-12-26,16.726
2021-12-27,16.726
2021-12-28,16.726
2021-12-29,16.726
2021-12-30,16.726
2021-12-31,16.726
2022-01-01,16.726
2022-01-02,16.726
2022-01-03,16.726
2022-01-04,16.726
2022-01-05,16.726
2022-01-06,16.726
2022-01-07,16.726
2022-01-08,16.726
2022-01-09,16.726
2022-01-10,16.726
2022-01-11,16.726
2022-01-12,16.726
2022-01-13,16.726
2022-01-14,16.726
2022-01-15,16.726
2022-01-16,16.726
2022-01-17,16.726
2022-01-18,16.726
2022-01-19,16.726
2022-01-20,16.726
2022-01-21,16.726
2022-01-22,16.726
2022-01-23,16.726
2022-01-24,16.726
2022-01-25,16.726
2022-01-26,16.726
2022-01-27,16.726
2022-01-28,16.726
2022-01-29,16.726
2022-01-30,16.726
2022-01-31,16.726
2022-02-01,16.726
2022-02-02,16.726
2022-02-03,16.726
2022-02-04,16.726
2022-02-05,16.726
2022-02-06,16.726
2022-02-07,16.726
2022-02-08,16.726
2022-02-09,16.726
2022-02-10,16.726
2022-02-11,16.726
2022-02-12,16.726
2022-02-13,16.726
2022-02-14,16.726
2022-02-15,16.726
2022-02-16,16.726
2022-02-17,16.726
2022-02-18,16.726
2022-02-19,16.726
2022-02-20,16.726
2022-02-21,16.726
2022-02-22,16.726
2022-02-23,16.726
2022-02-24,16.726
2022-02-25,16.726
2022-02-26,16.726
2022-02-27,16.726
2022-02-28,16.726
2022-03-01,16.726
2022-03-02,16.726
2022-03-03,16.726
2022-03-04,16.726
2022-03-05,16.726
2022-03-06,16.726
2022-03-07,16.726
2022-03-08,16.726
2022-03-09,16.726
2022-03-10,16.726
2022-03-11,16.726
2022-03-12,16.726
2022-03-13,16.726
2022-03-14,16.726
2022-03-15,16.726
2022-03-16,16.726
2022-03-17,16.726
2022-03-18,16.726
2022-03-19,16.726
2022-03-20,16.726
2022-03-21,16.726
2022-03-22,16.726
2022-03-23,16.726
2022-03-24,16.726
2022-03-25,16.726
2022-03-26,16.726
2022-03-27,16.726
2022-03-28,16.726
2022-03-29,16.726
2022-03-30,16.726
2022-03-31,16.726
2022-04-01,16.726
2022-04-02,16.726
2022-04-03,16.726
2022-04-04,16.726
2022-04-05,16.726
2022-04-06,16.726
2022-04-07,16.726
2022-04-08,16.726
2022-04-09,16.726
2022-04-10,16.726
2022-04-11,16.726
2022-04-12,16.726
2022-04-13,16.726
2022-04-14,16.726
2022-04-15,16.726
2022-04-16,16.726
2022-04-17,16.726
2022-04-18,16.726
2022-04-19,16.726
2022-04-20,16.726
2022-04-21,16.726
2022-04-22,16.726
2022-04-23,16.726
2022-04-24,16.726
2022-04-25,16.726
2022-04-26,16.726
2022-04-27,16.726
2022-04-28,16.726
2022-04-29,16.726
2022-04-30,16.726
2022-05-01,16.726
2022-05-02,16.726
2022-05-03,16.726
2022-05-04,16.726
2022-05-05,16.726
2022-05-06,16.726
2022-05-07,16.726
2022-05-08,16.726
2022-05-09,16.726
2022-05-10,16.726
2022-05-11,16.726
2022-05-12,16.726
2022-05-13,16.726
2022-05-14,16.726
2022-05-15,16.726
2022-05-16,16.726
2022-05-17,16.726
2022-05-18,16.726
2022-05-19,16.726
2022-05-20,16.726
2022-05-21,16.726
2022-05-22,16.726
2022-05-23,16.726
2022-05-24,16.726
2022-05-25,16.726
2022-05-26,16.726
2022-05-27,16.726
2022-05-28,16.726
2022-05-29,16.726
2022-05-30,16.726
2022-05-31,16.726
2022-06-01,16.726
2022-06-02,16.726
2022-06-03,16.726
2022-06-04,16.726
2022-06-05,16.726
2022-06-06,16.726
2022-06-07,16.726
2022-06-08,16.726
2022-06-09,16.726
2022-06-10,16.726
2022-06-11,16.726
2022-06-12,16.726
2022-06-13,16.726
2022-06-14,16.726
2022-06-15,16.726
2022-06-16,16.726
2022-06-17,16.726
2022-06-18,16.726
2022-06-19,16.726
2022-06-20,16.726
2022-06-21,16.726
2022-06-22,16.726
2022-06-23,16.726
2022-06-24,16.726
2022-06-25,16.726
2022-06-26,16.726
2022-06-27,16.726
2022-06-28,16.726
2022-06-29,16.726
2022-06-30,16.726
2022-07-01,16.726
2022-07-02,16.726
2022-07-03,16.726
2022-07-04,16.726
2022-07-05,16.726
2022-07-06,16.726
2022-07-07,16.726
2022-07-08,16.726
2022-07-09,16.726
2022-07-10,16.726
2022-07-11,16.726
2022-07-12,16.726
2022-07-13,16.726
2022-07-14,16.726
2022-07-15,16.726
2022-07-16,16.726
2022-07-17,16.726
2022-07-18,16.726
2022-07-19,16.726
2022-07-20,16.726
2022-07-21,16.726
2022-07-22,16.726
2022-07-23,16.726
2022-07-24,16.726
2022-07-25,16.726
2022-07-26,16.726
2022-07-27,16.726
2022-07-28,16.726
2022-07-29,16.726
2022-07-30,16.726
2022-07-31,16.726
2022-08-01,16.726
2022-08-02,16.726
2022-08-03,16.726
2022-08-04,16.726
2022-08-05,16.726
2022-08-06,16.726
2022-08-07,16.726
2022-08-08,16.726
2022-08-09,16.726
2022-08-10,16.726
2022-08-11,16.726
2022-08-12,16.726
2022-08-13,16.726
2022-08-14,16.726
2022-08-15,16.726
2022-08-16,16.726
2022-08-17,16.726
2022-08-18,16.726
2022-08-19,16.726
2022-08-20,16.726
2022-08-21,16.726
2022-08-22,16.726
2022-08-23,16.726
2022-08-24,16.726
2022-08-25,16.726
2022-08-26,16.726
2022-08-27,16.726
2022-08-28,16.726
2022-08-29,16.726
2022-08-30,16.726
2022-08-31,16.726
2022-09-01,16.726
2022-09-02,16.726
2022-09-03,16.726
2022-09-04,16.726
2022-09-05,16.726
2022-09-06,16.726
2022-09-07,16.726
2022-09-08,16.726
2022-09-09,16.726
2022-09-10,16.726
2022-09-11,16.726
2022-09-12,16.726
2022-09-13,16.726
2022-09-14,16.726
2022-09-15,16.726
2022-09-16,16.726
2022-09-17,16.726
2022-09-18,16.726
2022-09-19,16.726
2022-09-20,16.726
2022-09-21,16.726
2022-09-22,16.726
2022-09-23,16.726
2022-09-24,16.726
2022-09-25,16.726
2022-09-26,16.726
2022-09-27,16.726
2022-09-28,16.726
2022-09-29,16.726
2022-09-30,16.726
2022-10-01,16.726
2022-10-02,16.726
2022-10-03,16.726
2022-10-04,16.726
2022-10-05,16.726
2022-10-06,16.726
2022-10-07,16.726
2022-10-08,16.726
2022-10-09,16.726
2022-10-10,16.726
2022-10-11,16.726
2022-10-12,16.726
2022-10-13,16.726
2022-10-14,16.726
2022-10-15,16.726
2022-10-16,16.726
2022-10-17,16.726
2022-10-18,16.726
2022-10-19,16.726
2022-10-20,16.726
2022-10-21,16.726
2022-10-22,16.726
2022-10-23,16.726
2022-10-24,16.726
2022-10-25,16.726
2022-10-26,16.726
2022-10-27,16.726
2022-10-28,16.726
2022-10-29,16.726
2022-10-30,16.726
2022-10-31,16.726
2022-11-01,16.726
2022-11-02,16.726
2022-11-03,16.726
2022-11-04,16.726
2022-11-05,16.726
2022-11-06,16.726
2022-11-07,16.726
2022-11-08,16.726
2022-11-09,16.726
2022-11-10,16.726
2022-11-11,16.726
2022-11-12,16.726
2022-11-13,16.726
2022-11-14,16.726
2022-11-15,16.726
2022-11-16,16.726
2022-11-17,16.726
2022-11-18,16.726
2022-11-19,16.726
2022-11-20,16.726
2022-11-21,16.726
2022-11-22,16.726
2022-11-23,16.726
2022-11-24,16.726
2022-11-25,16.726
2022-11-26,16.726
2022-11-27,16.726
2022-11-28,16.726
2022-11-29,16.726
2022-11-30,16.726
2022-12-01,16.726
2022-12-02,16.726
2022-12-03,16.726
2022-12-04,16.726
2022-12-05,16.726
2022-12-06,16.726
2022-12-07,16.726
2022-12-08,16.726
2022-12-09,16.726
2022-12-10,16.726
2022-12-11,16.726
2022-12-12,16.726
2022-12-13,16.726
2022-12-14,16.726
2022-12-15,16.726
2022-12-16,16.726
2022-12-17,16.726
2022-12-18,16.726
2022-12-19,16.726
2022-12-20,16.726
2022-12-21,16.726
2022-12-22,16.726
2022-12-23,16.726
2022-12-24,16.726
2022-12-25,16.726
2022-12-26,16.726
2022-12-27,16.726
2022-12-28,16.726
2022-12-29,16.726
2022-12-30,16.726
2022-12-31,16.726
2023-01-01,16.726
2023-01-02,16.726
2023-01-03,16.726
2023-01-04,16.726
2023-01-05,16.726
2023-01-06,16.726
2023-01-07,16.726
2023-01-08,16.726
2023-01-09,16.726
2023-01-10,16.726
2023-01-11,16.726
2023-01-12,16.726
2023-01-13,16.726
2023-01-14,16.726
2023-01-15,16.726
2023-01-16,16.726
2023-01-17,16.726
2023-01-18,16.726
2023-01-19,16.726
2023-01-20,16.726
2023-01-21,16.726
2023-01-22,16.726
2023-01-23,16.726
2023-01-24,16.726
2023-01-25,16.726
2023-01-26,16.726
2023-01-27,16.726
2023-01-28,16.726
2023-01-29,16.726
2023-01-30,16.726
2023-01-31,16.726
2023-02-01,16.726
2023-02-02,16.726
2023-02-03,16.726
2023-02-04,16.726
2023-02-05,16.726
2023-02-06,16.726
2023-02-07,16.726
2023-02-08,16.726
2023-02-09,16.726
2023-02-10,16.726
2023-02-11,16.726
2023-02-12,16.726
2023-02-13,16.726
2023-02-14,16.726
2023-02-15,16.726
2023-02-16,16.726
2023-02-17,16.726
2023-02-18,16.726
2023-02-19,16.726
2023-02-20,16.726
2023-02-21,16.726
2023-02-22,16.726
2023-02-23,16.726
2023-02-24,16.726
2023-02-25,16.726
2023-02-26,16.726
2023-02-27,16.726
2023-02-28,16.726
2023-03-01,16.726
2023-03-02,16.726
2023-03-03,16.726
2023-03-04,16.726
2023-03-05,16.726
2023-03-06,16.726
2023-03-07,16.726
2023-03-08,16.726
2023-03-09,16.726
2023-03-10,16.726
2023-03-11,16.726
2023-03-12,16.726
2023-03-13,16.726
2023-03-14,16.726
2023-03-15,16.726
2023-03-16,16.726
2023-03-17,16.726
2023-03-18,16.726
2023-03-19,16.726
2023-03-20,16.726
2023-03-21,16.726
2023-03-22,16.726
2023-03-23,16.726
2023-03-24,16.726
2023-03-25,16.726
2023-03-26,16.726
2023-03-27,16.726
2023-03-28,16.726
2023-03-29,16.726
2023-03-30,16.726
2023-03-31,16.726
2023-04-01,16.726
2023-04-02,16.726
2023-04-03,16.726
2023-04-04,16.726
2023-04-05,16.726
2023-04-06,16.726
2023-04-07,16.726
2023-04-08,16.726
2023-04-09,16.726
2023-04-10,16.726
2023-04-11,16.726
2023-04-12,16.726
2023-04-13,16.726
2023-04-14,16.726
2023-04-15,16.726
2023-04-16,16.726
2023-04-17,16.726
2023-04-18,16.726
2023-04-19,16.726
2023-04-20,16.726
2023-04-21,16.726
2023-04-22,16.726
2023-04-23,16.726
2023-04-24,16.726
2023-04-25,16.726
2023-04-26,16.726
