,WNC US Equity
2021-03-05,112.774
2021-03-06,112.774
2021-03-07,112.774
2021-03-08,112.774
2021-03-09,112.774
2021-03-10,112.774
2021-03-11,112.774
2021-03-12,112.774
2021-03-13,112.774
2021-03-14,112.774
2021-03-15,112.774
2021-03-16,112.774
2021-03-17,112.774
2021-03-18,112.774
2021-03-19,112.774
2021-03-20,112.774
2021-03-21,112.774
2021-03-22,112.774
2021-03-23,112.774
2021-03-24,112.774
2021-03-25,112.774
2021-03-26,112.774
2021-03-27,112.774
2021-03-28,112.774
2021-03-29,112.774
2021-03-30,112.774
2021-03-31,34.8682
2021-04-01,34.3534
2021-04-02,34.3534
2021-04-03,34.3534
2021-04-04,34.3534
2021-04-05,34.8396
2021-04-06,35.3401
2021-04-07,34.4392
2021-04-08,34.6394
2021-04-09,34.8253
2021-04-10,34.8253
2021-04-11,34.8253
2021-04-12,35.2972
2021-04-13,34.7824
2021-04-14,34.8682
2021-04-15,35.1399
2021-04-16,34.9969
2021-04-17,34.9969
2021-04-18,34.9969
2021-04-19,34.5393
2021-04-20,33.9816
2021-04-21,34.3963
2021-04-22,34.0531
2021-04-23,34.4678
2021-04-24,34.4678
2021-04-25,34.4678
2021-04-26,34.4392
2021-04-27,34.5393
2021-04-28,33.9119
2021-04-29,33.8267
2021-04-30,32.989
2021-05-01,32.989
2021-05-02,32.989
2021-05-03,33.6847
2021-05-04,33.3439
2021-05-05,33.131
2021-05-06,33.5427
2021-05-07,33.8835
2021-05-08,33.8835
2021-05-09,33.8835
2021-05-10,33.2729
2021-05-11,32.4352
2021-05-12,31.6401
2021-05-13,32.1512
2021-05-14,32.6908
2021-05-15,32.6908
2021-05-16,32.6908
2021-05-17,32.3074
2021-05-18,31.4839
2021-05-19,31.4555
2021-05-20,30.6461
2021-05-21,30.9869
2021-05-22,30.9869
2021-05-23,30.9869
2021-05-24,30.7881
2021-05-25,30.135
2021-05-26,30.4757
2021-05-27,30.7029
2021-05-28,30.6319
2021-05-29,30.6319
2021-05-30,30.6319
2021-05-31,30.6319
2021-06-01,31.3561
2021-06-02,31.2851
2021-06-03,31.2567
2021-06-04,31.2993
2021-06-05,31.2993
2021-06-06,31.2993
2021-06-07,31.3845
2021-06-08,31.924
2021-06-09,32.0802
2021-06-10,31.4839
2021-06-11,31.3135
2021-06-12,31.3135
2021-06-13,31.3135
2021-06-14,30.8307
2021-06-15,31.1289
2021-06-16,30.6745
2021-06-17,29.6522
2021-06-18,29.3256
2021-06-19,29.3256
2021-06-20,29.3256
2021-06-21,29.2972
2021-06-22,29.8226
2021-06-23,30.2486
2021-06-24,30.6887
2021-06-25,30.9727
2021-06-26,30.9727
2021-06-27,30.9727
2021-06-28,30.5609
2021-06-29,30.8591
2021-06-30,21.159
2021-07-01,20.6236
2021-07-02,19.6502
2021-07-03,19.6502
2021-07-04,19.6502
2021-07-05,19.6502
2021-07-06,19.3095
2021-07-07,19.2705
2021-07-08,19.0758
2021-07-09,19.5918
2021-07-10,19.5918
2021-07-11,19.5918
2021-07-12,19.767
2021-07-13,19.3095
2021-07-14,19.1927
2021-07-15,19.2803
2021-07-16,19.0856
2021-07-17,19.0856
2021-07-18,19.0856
2021-07-19,18.7254
2021-07-20,19.3289
2021-07-21,19.6015
2021-07-22,19.2803
2021-07-23,19.6404
2021-07-24,19.6404
2021-07-25,19.6404
2021-07-26,19.7378
2021-07-27,19.5139
2021-07-28,18.8133
2021-07-29,19.2574
2021-07-30,19.418
2021-07-31,19.418
2021-08-01,19.418
2021-08-02,19.4086
2021-08-03,19.8338
2021-08-04,19.6448
2021-08-05,19.333
2021-08-06,19.8149
2021-08-07,19.8149
2021-08-08,19.8149
2021-08-09,19.5314
2021-08-10,19.9472
2021-08-11,20.2874
2021-08-12,20.1456
2021-08-13,20.0417
2021-08-14,20.0417
2021-08-15,20.0417
2021-08-16,19.9661
2021-08-17,19.6826
2021-08-18,19.4653
2021-08-19,19.2574
2021-08-20,19.7582
2021-08-21,19.7582
2021-08-22,19.7582
2021-08-23,19.8527
2021-08-24,19.9094
2021-08-25,19.8905
2021-08-26,19.8338
2021-08-27,20.4197
2021-08-28,20.4197
2021-08-29,20.4197
2021-08-30,20.3724
2021-08-31,20.2685
2021-09-01,19.9661
2021-09-02,20.1362
2021-09-03,20.1551
2021-09-04,20.1551
2021-09-05,20.1551
2021-09-06,20.1551
2021-09-07,20.3252
2021-09-08,19.9755
2021-09-09,19.6165
2021-09-10,18.8511
2021-09-11,18.8511
2021-09-12,18.8511
2021-09-13,19.3424
2021-09-14,18.9834
2021-09-15,19.2101
2021-09-16,19.1534
2021-09-17,19.2857
2021-09-18,19.2857
2021-09-19,19.2857
2021-09-20,18.9928
2021-09-21,19.0778
2021-09-22,19.418
2021-09-23,19.9094
2021-09-24,19.8999
2021-09-25,19.8999
2021-09-26,19.8999
2021-09-27,20.4574
2021-09-28,20.1078
2021-09-29,20.2779
2021-09-30,18.1403
2021-10-01,18.459
2021-10-02,18.459
2021-10-03,18.459
2021-10-04,18.7618
2021-10-05,18.7379
2021-10-06,18.4431
2021-10-07,18.8335
2021-10-08,18.8733
2021-10-09,18.8733
2021-10-10,18.8733
2021-10-11,18.5626
2021-10-12,18.467
2021-10-13,18.3873
2021-10-14,18.6343
2021-10-15,18.6741
2021-10-16,18.6741
2021-10-17,18.6741
2021-10-18,18.7538
2021-10-19,18.8016
2021-10-20,18.953
2021-10-21,18.9451
2021-10-22,18.8972
2021-10-23,18.8972
2021-10-24,18.8972
2021-10-25,18.8574
2021-10-26,18.4192
2021-10-27,18.1642
2021-10-28,18.5546
2021-10-29,18.459
2021-10-30,18.459
2021-10-31,18.459
2021-11-01,18.9769
2021-11-02,19.0168
2021-11-03,19.216
2021-11-04,19.3355
2021-11-05,19.8454
2021-11-06,19.8454
2021-11-07,19.8454
2021-11-08,20.2358
2021-11-09,20.5503
2021-11-10,20.4242
2021-11-11,20.4084
2021-11-12,20.44
2021-11-13,20.44
2021-11-14,20.44
2021-11-15,20.7632
2021-11-16,20.7395
2021-11-17,20.6922
2021-11-18,20.4163
2021-11-19,20.4163
2021-11-20,20.4163
2021-11-21,20.4163
2021-11-22,20.7316
2021-11-23,20.5897
2021-11-24,20.4321
2021-11-25,20.4321
2021-11-26,19.8487
2021-11-27,19.8487
2021-11-28,19.8487
2021-11-29,19.6832
2021-11-30,19.2496
2021-12-01,19.5728
2021-12-02,20.3611
2021-12-03,20.708
2021-12-04,20.708
2021-12-05,20.708
2021-12-06,20.4873
2021-12-07,20.5582
2021-12-08,20.5582
2021-12-09,20.5582
2021-12-10,20.6607
2021-12-11,20.6607
2021-12-12,20.6607
2021-12-13,20.6922
2021-12-14,20.3454
2021-12-15,20.3611
2021-12-16,20.1956
2021-12-17,20.4636
2021-12-18,20.4636
2021-12-19,20.4636
2021-12-20,20.1877
2021-12-21,20.6843
2021-12-22,20.9602
2021-12-23,21.583
2021-12-24,21.583
2021-12-25,21.583
2021-12-26,21.583
2021-12-27,21.449
2021-12-28,21.5988
2021-12-29,21.7249
2021-12-30,21.5357
2021-12-31,39.1076
2022-01-01,39.1076
2022-01-02,39.1076
2022-01-03,39.6298
2022-01-04,40.7179
2022-01-05,40.6743
2022-01-06,41.1966
2022-01-07,40.4567
2022-01-08,40.4567
2022-01-09,40.4567
2022-01-10,40.0505
2022-01-11,40.3552
2022-01-12,40.2826
2022-01-13,40.9065
2022-01-14,42.1686
2022-01-15,42.1686
2022-01-16,42.1686
2022-01-17,42.1686
2022-01-18,42.0525
2022-01-19,40.4712
2022-01-20,39.4122
2022-01-21,39.3832
2022-01-22,39.3832
2022-01-23,39.3832
2022-01-24,40.2536
2022-01-25,40.2536
2022-01-26,39.7459
2022-01-27,38.8464
2022-01-28,39.0205
2022-01-29,39.0205
2022-01-30,39.0205
2022-01-31,39.2526
2022-02-01,38.9335
2022-02-02,35.019
2022-02-03,35.665
2022-02-04,35.0334
2022-02-05,35.0334
2022-02-06,35.0334
2022-02-07,34.3875
2022-02-08,35.1482
2022-02-09,35.3205
2022-02-10,34.6602
2022-02-11,34.8324
2022-02-12,34.8324
2022-02-13,34.8324
2022-02-14,35.0764
2022-02-15,35.4066
2022-02-16,35.6219
2022-02-17,34.9903
2022-02-18,35.1052
2022-02-19,35.1052
2022-02-20,35.1052
2022-02-21,35.1052
2022-02-22,34.1147
2022-02-23,34.1434
2022-02-24,33.8198
2022-02-25,34.7919
2022-02-26,34.7919
2022-02-27,34.7919
2022-02-28,35.1493
2022-03-01,34.0056
2022-03-02,35.0492
2022-03-03,35.2065
2022-03-04,35.2636
2022-03-05,35.2636
2022-03-06,35.2636
2022-03-07,33.6625
2022-03-08,32.9477
2022-03-09,33.9913
2022-03-10,33.6768
2022-03-11,33.1193
2022-03-12,33.1193
2022-03-13,33.1193
2022-03-14,33.2908
2022-03-15,33.6768
2022-03-16,34.1486
2022-03-17,34.2344
2022-03-18,34.2058
2022-03-19,34.2058
2022-03-20,34.2058
2022-03-21,33.7054
2022-03-22,33.3051
2022-03-23,32.5904
2022-03-24,32.8763
2022-03-25,33.0907
2022-03-26,33.0907
2022-03-27,33.0907
2022-03-28,32.8048
2022-03-29,33.3623
2022-03-30,32.5705
2022-03-31,26.7427
2022-04-01,26.5035
2022-04-02,26.5035
2022-04-03,26.5035
2022-04-04,26.0706
2022-04-05,25.2844
2022-04-06,24.5211
2022-04-07,24.2021
2022-04-08,24.0768
2022-04-09,24.0768
2022-04-10,24.0768
2022-04-11,24.168
2022-04-12,24.5553
2022-04-13,25.2617
2022-04-14,24.8515
2022-04-15,24.8515
2022-04-16,24.8515
2022-04-17,24.8515
2022-04-18,25.0908
2022-04-19,25.9794
2022-04-20,26.1503
2022-04-21,26.8794
2022-04-22,26.0364
2022-04-23,26.0364
2022-04-24,26.0364
2022-04-25,25.9566
2022-04-26,25.5921
2022-04-27,26.1047
2022-04-28,27.0048
2022-04-29,26.1389
2022-04-30,26.1389
2022-05-01,26.1389
2022-05-02,26.3554
2022-05-03,26.6516
2022-05-04,26.9592
2022-05-05,26.3668
2022-05-06,25.8883
2022-05-07,25.8883
2022-05-08,25.8883
2022-05-09,25.968
2022-05-10,25.8883
2022-05-11,25.6718
2022-05-12,26.1731
2022-05-13,26.4921
2022-05-14,26.4921
2022-05-15,26.4921
2022-05-16,26.1389
2022-05-17,27.3466
2022-05-18,26.6402
2022-05-19,27.2098
2022-05-20,26.4807
2022-05-21,26.4807
2022-05-22,26.4807
2022-05-23,26.5377
2022-05-24,26.3668
2022-05-25,26.606
2022-05-26,27.0276
2022-05-27,27.3579
2022-05-28,27.3579
2022-05-29,27.3579
2022-05-30,27.3579
2022-05-31,27.3238
2022-06-01,27.8364
2022-06-02,28.2922
2022-06-03,28.3149
2022-06-04,28.3149
2022-06-05,28.3149
2022-06-06,28.4517
2022-06-07,28.463
2022-06-08,28.6112
2022-06-09,28.577
2022-06-10,27.62
2022-06-11,27.62
2022-06-12,27.62
2022-06-13,26.7313
2022-06-14,26.7997
2022-06-15,26.8225
2022-06-16,25.7288
2022-06-17,25.387
2022-06-18,25.387
2022-06-19,25.387
2022-06-20,25.387
2022-06-21,25.4895
2022-06-22,25.2731
2022-06-23,24.4414
2022-06-24,25.7402
2022-06-25,25.7402
2022-06-26,25.7402
2022-06-27,26.2528
2022-06-28,25.9908
2022-06-29,25.2275
2022-06-30,17.7762
2022-07-01,17.872
2022-07-02,17.872
2022-07-03,17.872
2022-07-04,17.872
2022-07-05,17.872
2022-07-06,17.5586
2022-07-07,18.0461
2022-07-08,18.107
2022-07-09,18.107
2022-07-10,18.107
2022-07-11,18.2115
2022-07-12,18.3072
2022-07-13,18.3508
2022-07-14,18.4204
2022-07-15,18.6468
2022-07-16,18.6468
2022-07-17,18.6468
2022-07-18,18.6294
2022-07-19,19.4042
2022-07-20,19.822
2022-07-21,19.9178
2022-07-22,19.8394
2022-07-23,19.8394
2022-07-24,19.8394
2022-07-25,20.0135
2022-07-26,19.9091
2022-07-27,20.3494
2022-07-28,20.8321
2022-07-29,21.5217
2022-07-30,21.5217
2022-07-31,21.5217
2022-08-01,21.8234
2022-08-02,21.2545
2022-08-03,21.3838
2022-08-04,21.2372
2022-08-05,21.2976
2022-08-06,21.2976
2022-08-07,21.2976
2022-08-08,21.4613
2022-08-09,21.039
2022-08-10,21.3751
2022-08-11,21.8234
2022-08-12,22.0303
2022-08-13,22.0303
2022-08-14,22.0303
2022-08-15,21.9527
2022-08-16,22.1768
2022-08-17,21.7975
2022-08-18,22.0734
2022-08-19,21.8923
2022-08-20,21.8923
2022-08-21,21.8923
2022-08-22,21.5993
2022-08-23,21.582
2022-08-24,21.6079
2022-08-25,21.9354
2022-08-26,21.2372
2022-08-27,21.2372
2022-08-28,21.2372
2022-08-29,20.8838
2022-08-30,20.6511
2022-08-31,20.1339
2022-09-01,20.0822
2022-09-02,19.8408
2022-09-03,19.8408
2022-09-04,19.8408
2022-09-05,19.8408
2022-09-06,19.246
2022-09-07,19.5391
2022-09-08,19.3064
2022-09-09,19.3495
2022-09-10,19.3495
2022-09-11,19.3495
2022-09-12,19.5908
2022-09-13,19.2029
2022-09-14,19.1857
2022-09-15,19.2202
2022-09-16,19.1253
2022-09-17,19.1253
2022-09-18,19.1253
2022-09-19,19.7891
2022-09-20,19.4874
2022-09-21,19.677
2022-09-22,19.3064
2022-09-23,19.1598
2022-09-24,19.1598
2022-09-25,19.1598
2022-09-26,18.9702
2022-09-27,19.3064
2022-09-28,19.9529
2022-09-29,19.3495
2022-09-30,12.546
2022-10-01,12.546
2022-10-02,12.546
2022-10-03,12.6793
2022-10-04,13.1272
2022-10-05,13.1432
2022-10-06,13.1858
2022-10-07,12.8659
2022-10-08,12.8659
2022-10-09,12.8659
2022-10-10,12.7913
2022-10-11,12.8659
2022-10-12,12.9086
2022-10-13,13.0685
2022-10-14,12.594
2022-10-15,12.594
2022-10-16,12.594
2022-10-17,12.8872
2022-10-18,13.0792
2022-10-19,12.8712
2022-10-20,12.466
2022-10-21,12.8766
2022-10-22,12.8766
2022-10-23,12.8766
2022-10-24,13.1378
2022-10-25,13.2178
2022-10-26,14.1746
2022-10-27,14.6643
2022-10-28,15.0855
2022-10-29,15.0855
2022-10-30,15.0855
2022-10-31,15.6489
2022-11-01,15.8753
2022-11-02,15.591
2022-11-03,15.691
2022-11-04,16.0543
2022-11-05,16.0543
2022-11-06,16.0543
2022-11-07,16.2544
2022-11-08,16.3439
2022-11-09,16.2386
2022-11-10,16.923
2022-11-11,17.0336
2022-11-12,17.0336
2022-11-13,17.0336
2022-11-14,17.1442
2022-11-15,17.3179
2022-11-16,17.0652
2022-11-17,17.2916
2022-11-18,17.8286
2022-11-19,17.8286
2022-11-20,17.8286
2022-11-21,17.2074
2022-11-22,17.5549
2022-11-23,17.7549
2022-11-24,17.7549
2022-11-25,17.7707
2022-11-26,17.7707
2022-11-27,17.7707
2022-11-28,17.6286
2022-11-29,17.5127
2022-11-30,17.4496
2022-12-01,17.776
2022-12-02,17.934
2022-12-03,17.934
2022-12-04,17.934
2022-12-05,17.6075
2022-12-06,17.697
2022-12-07,17.1916
2022-12-08,17.2495
2022-12-09,16.8283
2022-12-10,16.8283
2022-12-11,16.8283
2022-12-12,17.3811
2022-12-13,16.9388
2022-12-14,16.8388
2022-12-15,16.4229
2022-12-16,16.4334
2022-12-17,16.4334
2022-12-18,16.4334
2022-12-19,16.5282
2022-12-20,16.5176
2022-12-21,16.8335
2022-12-22,16.4439
2022-12-23,16.4913
2022-12-24,16.4913
2022-12-25,16.4913
2022-12-26,16.4913
2022-12-27,16.5545
2022-12-28,16.2965
2022-12-29,16.1491
2022-12-30,8.6223
2022-12-31,8.6223
2023-01-01,8.6223
2023-01-02,8.6223
2023-01-03,8.774
2023-01-04,8.7911
2023-01-05,8.6652
2023-01-06,8.9542
2023-01-07,8.9542
2023-01-08,8.9542
2023-01-09,9.0315
2023-01-10,9.5237
2023-01-11,9.475
2023-01-12,9.5323
2023-01-13,9.4178
2023-01-14,9.4178
2023-01-15,9.4178
2023-01-16,9.4178
2023-01-17,9.3577
2023-01-18,9.2118
2023-01-19,9.2547
2023-01-20,9.3234
2023-01-21,9.3234
2023-01-22,9.3234
2023-01-23,9.4436
2023-01-24,9.5122
2023-01-25,9.4264
2023-01-26,9.3177
2023-01-27,9.3348
2023-01-28,9.3348
2023-01-29,9.3348
2023-01-30,9.3634
2023-01-31,9.5266
2023-02-01,9.6467
2023-02-02,10.5097
2023-02-03,10.4528
2023-02-04,10.4528
2023-02-05,10.4528
2023-02-06,10.6947
2023-02-07,10.3788
2023-02-08,10.1483
2023-02-09,9.969
2023-02-10,9.9776
2023-02-11,9.9776
2023-02-12,9.9776
2023-02-13,10.1085
2023-02-14,10.154
2023-02-15,10.2821
2023-02-16,10.3418
2023-02-17,10.1796
2023-02-18,10.1796
2023-02-19,10.1796
2023-02-20,10.1796
2023-02-21,9.9377
2023-02-22,9.952
2023-02-23,9.7836
2023-02-24,9.6021
2023-02-25,9.6021
2023-02-26,9.6021
2023-02-27,9.6503
2023-02-28,9.9254
2023-03-01,9.9509
2023-03-02,10.2401
2023-03-03,10.0473
2023-03-04,10.0473
2023-03-05,10.0473
2023-03-06,9.8573
2023-03-07,9.9792
2023-03-08,9.863
2023-03-09,9.8261
2023-03-10,9.466
2023-03-11,9.466
2023-03-12,9.466
2023-03-13,9.1115
2023-03-14,9.2958
2023-03-15,9.0094
2023-03-16,9.1001
2023-03-17,8.6861
2023-03-18,8.6861
2023-03-19,8.6861
2023-03-20,8.93
2023-03-21,9.1682
2023-03-22,9.0009
2023-03-23,8.8874
2023-03-24,8.9158
2023-03-25,8.9158
2023-03-26,8.9158
2023-03-27,9.0122
2023-03-28,9.1228
2023-03-29,9.1206
2023-03-30,9.0037
2023-03-31,7.0128
2023-04-01,7.0128
2023-04-02,7.0128
2023-04-03,7.004
2023-04-04,6.7184
2023-04-05,6.5492
2023-04-06,6.3405
2023-04-07,6.3405
2023-04-08,6.3405
2023-04-09,6.3405
