,MDU US Equity
2020-07-31,12.8463
2020-08-01,12.8463
2020-08-02,12.8463
2020-08-03,12.9242
2020-08-04,12.9631
2020-08-05,13.4849
2020-08-06,13.6601
2020-08-07,13.7769
2020-08-08,13.7769
2020-08-09,13.7769
2020-08-10,13.9443
2020-08-11,13.8314
2020-08-12,13.7925
2020-08-13,13.7379
2020-08-14,13.6406
2020-08-15,13.6406
2020-08-16,13.6406
2020-08-17,13.5043
2020-08-18,13.5277
2020-08-19,13.5199
2020-08-20,13.4109
2020-08-21,13.407
2020-08-22,13.407
2020-08-23,13.407
2020-08-24,13.8158
2020-08-25,13.8976
2020-08-26,13.6095
2020-08-27,13.8275
2020-08-28,13.9015
2020-08-29,13.9015
2020-08-30,13.9015
2020-08-31,13.8742
2020-09-01,13.9248
2020-09-02,14.1468
2020-09-03,14.0962
2020-09-04,14.1156
2020-09-05,14.1156
2020-09-06,14.1156
2020-09-07,14.1156
2020-09-08,13.882
2020-09-09,13.9015
2020-09-10,13.7457
2020-09-11,13.7224
2020-09-12,13.7224
2020-09-13,13.7224
2020-09-14,13.8781
2020-09-15,13.9404
2020-09-16,14.1546
2020-09-17,13.8664
2020-09-18,13.5744
2020-09-19,13.5744
2020-09-20,13.5744
2020-09-21,13.4109
2020-09-22,13.4771
2020-09-23,13.1773
2020-09-24,13.2902
2020-09-25,13.3135
2020-09-26,13.3135
2020-09-27,13.3135
2020-09-28,13.4187
2020-09-29,13.3252
2020-09-30,13.0601
2020-10-01,13.026
2020-10-02,13.1662
2020-10-03,13.1662
2020-10-04,13.1662
2020-10-05,13.2344
2020-10-06,13.2799
2020-10-07,13.2875
2020-10-08,13.5072
2020-10-09,13.3519
2020-10-10,13.3519
2020-10-11,13.3519
2020-10-12,13.511
2020-10-13,13.3178
2020-10-14,13.2685
2020-10-15,13.5224
2020-10-16,13.6702
2020-10-17,13.6702
2020-10-18,13.6702
2020-10-19,13.4618
2020-10-20,13.4693
2020-10-21,13.5224
2020-10-22,13.6891
2020-10-23,13.9202
2020-10-24,13.9202
2020-10-25,13.9202
2020-10-26,13.655
2020-10-27,13.5565
2020-10-28,13.2572
2020-10-29,13.3746
2020-10-30,13.5375
2020-10-31,13.5375
2020-11-01,13.5375
2020-11-02,13.6512
2020-11-03,13.8103
2020-11-04,13.5603
2020-11-05,13.3708
2020-11-06,13.3481
2020-11-07,13.3481
2020-11-08,13.3481
2020-11-09,14.0528
2020-11-10,14.3332
2020-11-11,14.0036
2020-11-12,13.7876
2020-11-13,13.9505
2020-11-14,13.9505
2020-11-15,13.9505
2020-11-16,14.1854
2020-11-17,14.2044
2020-11-18,13.9657
2020-11-19,13.8937
2020-11-20,13.8861
2020-11-21,13.8861
2020-11-22,13.8861
2020-11-23,13.9998
2020-11-24,14.3749
2020-11-25,14.3446
2020-11-26,14.3446
2020-11-27,14.1968
2020-11-28,14.1968
2020-11-29,14.1968
2020-11-30,13.9846
2020-12-01,14.0831
2020-12-02,13.9922
2020-12-03,13.9884
2020-12-04,14.0869
2020-12-05,14.0869
2020-12-06,14.0869
2020-12-07,13.9733
2020-12-08,13.9089
2020-12-09,13.8331
2020-12-10,13.9089
2020-12-11,13.924
2020-12-12,13.924
2020-12-13,13.924
2020-12-14,14.1854
2020-12-15,14.3938
2020-12-16,14.3597
2020-12-17,14.4734
2020-12-18,14.3067
2020-12-19,14.3067
2020-12-20,14.3067
2020-12-21,14.0225
2020-12-22,14.1968
2020-12-23,14.2612
2020-12-24,14.2915
2020-12-25,14.2915
2020-12-26,14.2915
2020-12-27,14.2915
2020-12-28,14.4393
2020-12-29,14.2271
2020-12-30,14.3484
2020-12-31,13.9574
2021-01-01,13.9574
2021-01-02,13.9574
2021-01-03,13.9574
2021-01-04,13.7182
2021-01-05,13.7771
2021-01-06,14.2554
2021-01-07,14.0935
2021-01-08,14.1009
2021-01-09,14.1009
2021-01-10,14.1009
2021-01-11,14.2002
2021-01-12,14.4468
2021-01-13,14.4026
2021-01-14,14.5057
2021-01-15,14.4983
2021-01-16,14.4983
2021-01-17,14.4983
2021-01-18,14.4983
2021-01-19,14.4431
2021-01-20,14.6124
2021-01-21,14.41
2021-01-22,14.4689
2021-01-23,14.4689
2021-01-24,14.4689
2021-01-25,14.4578
2021-01-26,14.0862
2021-01-27,13.9243
2021-01-28,14.1524
2021-01-29,13.939
2021-01-30,13.939
2021-01-31,13.939
2021-02-01,14.1193
2021-02-02,14.1818
2021-02-03,14.1892
2021-02-04,14.1966
2021-02-05,14.1303
2021-02-06,14.1303
2021-02-07,14.1303
2021-02-08,14.2481
2021-02-09,14.3769
2021-02-10,14.3511
2021-02-11,14.329
2021-02-12,14.4909
2021-02-13,14.4909
2021-02-14,14.4909
2021-02-15,14.4909
2021-02-16,14.5498
2021-02-17,14.605
2021-02-18,14.6712
2021-02-19,14.7228
2021-02-20,14.7228
2021-02-21,14.7228
2021-02-22,14.7044
2021-02-23,14.8295
2021-02-24,15.0282
2021-02-25,14.7596
2021-02-26,14.605
2021-02-27,14.605
2021-02-28,14.605
2021-03-01,14.8148
2021-03-02,14.7522
2021-03-03,14.9583
2021-03-04,15.157
2021-03-05,15.5617
2021-03-06,15.5617
2021-03-07,15.5617
2021-03-08,15.6574
2021-03-09,15.4771
2021-03-10,15.7752
2021-03-11,15.6427
2021-03-12,15.8451
2021-03-13,15.8451
2021-03-14,15.8451
2021-03-15,16.0843
2021-03-16,15.8819
2021-03-17,15.6721
2021-03-18,15.6427
2021-03-19,15.5691
2021-03-20,15.5691
2021-03-21,15.5691
2021-03-22,15.2379
2021-03-23,15.3851
2021-03-24,15.5544
2021-03-25,15.8635
2021-03-26,15.8175
2021-03-27,15.8175
2021-03-28,15.8175
2021-03-29,15.8913
2021-03-30,15.9245
2021-03-31,15.2261
2021-04-01,15.2928
2021-04-02,15.2928
2021-04-03,15.2928
2021-04-04,15.2928
2021-04-05,15.3385
2021-04-06,15.2437
2021-04-07,15.1489
2021-04-08,15.205
2021-04-09,15.2823
2021-04-10,15.2823
2021-04-11,15.2823
2021-04-12,15.3771
2021-04-13,15.4297
2021-04-14,15.4613
2021-04-15,15.5526
2021-04-16,15.6615
2021-04-17,15.6615
2021-04-18,15.6615
2021-04-19,15.7247
2021-04-20,15.7352
2021-04-21,15.8511
2021-04-22,15.8265
2021-04-23,15.8686
2021-04-24,15.8686
2021-04-25,15.8686
2021-04-26,15.8967
2021-04-27,15.7668
2021-04-28,15.7317
2021-04-29,15.8827
2021-04-30,15.8756
2021-05-01,15.8756
2021-05-02,15.8756
2021-05-03,15.9353
2021-05-04,16.0898
2021-05-05,16.0723
2021-05-06,16.0652
2021-05-07,16.2584
2021-05-08,16.2584
2021-05-09,16.2584
2021-05-10,16.2268
2021-05-11,16.1249
2021-05-12,15.7528
2021-05-13,16.1284
2021-05-14,16.2232
2021-05-15,16.2232
2021-05-16,16.2232
2021-05-17,16.1987
2021-05-18,16.0301
2021-05-19,15.9002
2021-05-20,15.9213
2021-05-21,16.0231
2021-05-22,16.0231
2021-05-23,16.0231
2021-05-24,16.0933
2021-05-25,15.9318
2021-05-26,15.974
2021-05-27,15.9037
2021-05-28,15.9459
2021-05-29,15.9459
2021-05-30,15.9459
2021-05-31,15.9459
2021-06-01,15.9634
2021-06-02,15.9529
2021-06-03,16.0547
2021-06-04,15.995
2021-06-05,15.995
2021-06-06,15.995
2021-06-07,15.9669
2021-06-08,15.9143
2021-06-09,15.844
2021-06-10,15.7457
2021-06-11,15.8335
2021-06-12,15.8335
2021-06-13,15.8335
2021-06-14,15.6685
2021-06-15,15.6544
2021-06-16,15.5596
2021-06-17,15.2015
2021-06-18,14.889
2021-06-19,14.889
2021-06-20,14.889
2021-06-21,15.1594
2021-06-22,15.0154
2021-06-23,14.9557
2021-06-24,15.1875
2021-06-25,15.3349
2021-06-26,15.3349
2021-06-27,15.3349
2021-06-28,15.2015
2021-06-29,15.0154
2021-06-30,15.2802
2021-07-01,15.3857
2021-07-02,15.34
2021-07-03,15.34
2021-07-04,15.34
2021-07-05,15.34
2021-07-06,15.224
2021-07-07,15.2802
2021-07-08,15.108
2021-07-09,15.2451
2021-07-10,15.2451
2021-07-11,15.2451
2021-07-12,15.3048
2021-07-13,15.1959
2021-07-14,15.2556
2021-07-15,15.2451
2021-07-16,15.2873
2021-07-17,15.2873
2021-07-18,15.2873
2021-07-19,14.978
2021-07-20,15.2627
2021-07-21,15.2416
2021-07-22,15.1853
2021-07-23,15.3189
2021-07-24,15.3189
2021-07-25,15.3189
2021-07-26,15.2943
2021-07-27,15.34
2021-07-28,15.5087
2021-07-29,15.5016
2021-07-30,15.4138
2021-07-31,15.4138
2021-08-01,15.4138
2021-08-02,15.4735
2021-08-03,15.6703
2021-08-04,15.6352
2021-08-05,15.6414
2021-08-06,15.8925
2021-08-07,15.8925
2021-08-08,15.8925
2021-08-09,15.8995
2021-08-10,15.8394
2021-08-11,16.0056
2021-08-12,15.896
2021-08-13,15.9278
2021-08-14,15.9278
2021-08-15,15.9278
2021-08-16,15.8925
2021-08-17,15.8041
2021-08-18,15.7015
2021-08-19,15.6061
2021-08-20,15.7227
2021-08-21,15.7227
2021-08-22,15.7227
2021-08-23,15.6732
2021-08-24,15.6556
2021-08-25,15.7793
2021-08-26,15.6025
2021-08-27,15.7015
2021-08-28,15.7015
2021-08-29,15.7015
2021-08-30,15.6237
2021-08-31,15.6414
2021-09-01,15.7369
2021-09-02,15.7935
2021-09-03,15.6414
2021-09-04,15.6414
2021-09-05,15.6414
2021-09-06,15.6414
2021-09-07,15.4505
2021-09-08,15.4399
2021-09-09,15.3232
2021-09-10,15.1746
2021-09-11,15.1746
2021-09-12,15.1746
2021-09-13,15.164
2021-09-14,15.1746
2021-09-15,15.2595
2021-09-16,15.0084
2021-09-17,14.8635
2021-09-18,14.8635
2021-09-19,14.8635
2021-09-20,14.7079
2021-09-21,14.6725
2021-09-22,14.6442
2021-09-23,14.6902
2021-09-24,14.6831
2021-09-25,14.6831
2021-09-26,14.6831
2021-09-27,14.9271
2021-09-28,14.8705
2021-09-29,14.8918
2021-09-30,15.1223
2021-10-01,15.3509
2021-10-02,15.3509
2021-10-03,15.3509
2021-10-04,15.4307
2021-10-05,15.4416
2021-10-06,15.5323
2021-10-07,15.5831
2021-10-08,15.5468
2021-10-09,15.5468
2021-10-10,15.5468
2021-10-11,15.3255
2021-10-12,15.4198
2021-10-13,15.4125
2021-10-14,15.5831
2021-10-15,15.5903
2021-10-16,15.5903
2021-10-17,15.5903
2021-10-18,15.4742
2021-10-19,15.5613
2021-10-20,15.6774
2021-10-21,15.5758
2021-10-22,15.6738
2021-10-23,15.6738
2021-10-24,15.6738
2021-10-25,15.6883
2021-10-26,15.7246
2021-10-27,15.4851
2021-10-28,15.6375
2021-10-29,15.5069
2021-10-30,15.5069
2021-10-31,15.5069
2021-11-01,15.6411
2021-11-02,15.5613
2021-11-03,15.6375
2021-11-04,14.7265
2021-11-05,14.8614
2021-11-06,14.8614
2021-11-07,14.8614
2021-11-08,14.9489
2021-11-09,14.7739
2021-11-10,14.9489
2021-11-11,14.9452
2021-11-12,14.8905
2021-11-13,14.8905
2021-11-14,14.8905
2021-11-15,14.9926
2021-11-16,14.8723
2021-11-17,14.8395
2021-11-18,14.6609
2021-11-19,14.7338
2021-11-20,14.7338
2021-11-21,14.7338
2021-11-22,14.8577
2021-11-23,14.9999
2021-11-24,15.0363
2021-11-25,15.0363
2021-11-26,14.6646
2021-11-27,14.6646
2021-11-28,14.6646
2021-11-29,14.6682
2021-11-30,14.2819
2021-12-01,14.3475
2021-12-02,14.4568
2021-12-03,14.6062
2021-12-04,14.6062
2021-12-05,14.6062
2021-12-06,14.7666
2021-12-07,14.814
2021-12-08,14.7958
2021-12-09,14.7921
2021-12-10,14.7739
2021-12-11,14.7739
2021-12-12,14.7739
2021-12-13,14.7593
2021-12-14,14.7739
2021-12-15,15.1894
2021-12-16,15.1347
2021-12-17,15.0218
2021-12-18,15.0218
2021-12-19,15.0218
2021-12-20,14.8577
2021-12-21,15.0108
2021-12-22,15.0728
2021-12-23,15.1056
2021-12-24,15.1056
2021-12-25,15.1056
2021-12-26,15.1056
2021-12-27,15.2186
2021-12-28,15.43
2021-12-29,15.5612
2021-12-30,15.5612
2021-12-31,27.439
2022-01-01,27.439
2022-01-02,27.439
2022-01-03,27.3345
2022-01-04,27.5864
2022-01-05,27.482
2022-01-06,27.5372
2022-01-07,27.8137
2022-01-08,27.8137
2022-01-09,27.8137
2022-01-10,27.6048
2022-01-11,27.2363
2022-01-12,27.0888
2022-01-13,27.1503
2022-01-14,27.2055
2022-01-15,27.2055
2022-01-16,27.2055
2022-01-17,27.2055
2022-01-18,27.095
2022-01-19,26.8493
2022-01-20,26.6589
2022-01-21,26.3026
2022-01-22,26.3026
2022-01-23,26.3026
2022-01-24,26.407
2022-01-25,26.321
2022-01-26,26.3149
2022-01-27,26.2043
2022-01-28,26.3947
2022-01-29,26.3947
2022-01-30,26.3947
2022-01-31,26.536
2022-02-01,26.4009
2022-02-02,26.579
2022-02-03,26.2596
2022-02-04,26.0139
2022-02-05,26.0139
2022-02-06,26.0139
2022-02-07,26.1367
2022-02-08,26.1859
2022-02-09,26.321
2022-02-10,25.1785
2022-02-11,25.2215
2022-02-12,25.2215
2022-02-13,25.2215
2022-02-14,25.1048
2022-02-15,25.2829
2022-02-16,25.4795
2022-02-17,25.5286
2022-02-18,25.4549
2022-02-19,25.4549
2022-02-20,25.4549
2022-02-21,25.4549
2022-02-22,25.1048
2022-02-23,24.7362
2022-02-24,24.7178
2022-02-25,25.1478
2022-02-26,25.1478
2022-02-27,25.1478
2022-02-28,24.9389
2022-03-01,24.3984
2022-03-02,24.8837
2022-03-03,24.9574
2022-03-04,24.7485
2022-03-05,24.7485
2022-03-06,24.7485
2022-03-07,24.3001
2022-03-08,24.466
2022-03-09,24.4168
2022-03-10,24.2878
2022-03-11,23.9684
2022-03-12,23.9684
2022-03-13,23.9684
2022-03-14,24.1281
2022-03-15,24.3124
2022-03-16,24.4045
2022-03-17,24.466
2022-03-18,24.3185
2022-03-19,24.3185
2022-03-20,24.3185
2022-03-21,24.6072
2022-03-22,24.4905
2022-03-23,24.1895
2022-03-24,24.1895
2022-03-25,24.2571
2022-03-26,24.2571
2022-03-27,24.2571
2022-03-28,24.3984
2022-03-29,24.6379
2022-03-30,24.7239
2022-03-31,26.5703
2022-04-01,26.6677
2022-04-02,26.6677
2022-04-03,26.6677
2022-04-04,26.4599
2022-04-05,26.3301
2022-04-06,26.5313
2022-04-07,26.4924
2022-04-08,26.6677
2022-04-09,26.6677
2022-04-10,26.6677
2022-04-11,26.8819
2022-04-12,26.9144
2022-04-13,26.9468
2022-04-14,26.9079
2022-04-15,26.9079
2022-04-16,26.9079
2022-04-17,26.9079
2022-04-18,27.0961
2022-04-19,27.226
2022-04-20,27.4792
2022-04-21,27.2454
2022-04-22,26.9598
2022-04-23,26.9598
2022-04-24,26.9598
2022-04-25,26.6806
2022-04-26,26.356
2022-04-27,26.3885
2022-04-28,26.5313
2022-04-29,25.9925
2022-04-30,25.9925
2022-05-01,25.9925
2022-05-02,25.9665
2022-05-03,26.382
2022-05-04,26.5897
2022-05-05,26.1743
2022-05-06,25.8886
2022-05-07,25.8886
2022-05-08,25.8886
2022-05-09,25.7782
2022-05-10,25.5575
2022-05-11,25.5835
2022-05-12,25.7328
2022-05-13,26.0639
2022-05-14,26.0639
2022-05-15,26.0639
2022-05-16,26.4729
2022-05-17,27.0052
2022-05-18,26.7456
2022-05-19,26.6612
2022-05-20,26.5183
2022-05-21,26.5183
2022-05-22,26.5183
2022-05-23,26.6806
2022-05-24,26.6741
2022-05-25,26.7196
2022-05-26,26.8949
2022-05-27,27.0896
2022-05-28,27.0896
2022-05-29,27.0896
2022-05-30,27.0896
2022-05-31,27.0442
2022-06-01,26.8819
2022-06-02,27.1026
2022-06-03,27.0377
2022-06-04,27.0377
2022-06-05,27.0377
2022-06-06,27.1481
2022-06-07,27.3753
2022-06-08,26.9533
2022-06-09,26.7715
2022-06-10,26.8624
2022-06-11,26.8624
2022-06-12,26.8624
2022-06-13,26.1548
2022-06-14,25.986
2022-06-15,26.1872
2022-06-16,25.8237
2022-06-17,26.1678
2022-06-18,26.1678
2022-06-19,26.1678
2022-06-20,26.1678
2022-06-21,26.382
2022-06-22,26.7261
2022-06-23,26.8884
2022-06-24,27.3298
2022-06-25,27.3298
2022-06-26,27.3298
2022-06-27,27.2454
2022-06-28,27.1351
2022-06-29,26.7326
2022-06-30,31.9079
2022-07-01,32.4888
2022-07-02,32.4888
2022-07-03,32.4888
2022-07-04,32.4888
2022-07-05,31.515
2022-07-06,31.7713
2022-07-07,31.7456
2022-07-08,31.6944
2022-07-09,31.6944
2022-07-10,31.6944
2022-07-11,31.72
2022-07-12,31.72
2022-07-13,31.626
2022-07-14,31.6517
2022-07-15,31.8054
2022-07-16,31.8054
2022-07-17,31.8054
2022-07-18,31.5748
2022-07-19,31.9336
2022-07-20,31.609
2022-07-21,31.7115
2022-07-22,31.8823
2022-07-23,31.8823
2022-07-24,31.8823
2022-07-25,32.13
2022-07-26,32.3863
2022-07-27,32.5401
2022-07-28,32.8732
2022-07-29,33.2577
2022-07-30,33.2577
2022-07-31,33.2577
2022-08-01,32.9928
2022-08-02,32.728
2022-08-03,32.822
2022-08-04,34.3255
2022-08-05,33.7958
2022-08-06,33.7958
2022-08-07,33.7958
2022-08-08,33.6848
2022-08-09,34.1034
2022-08-10,35.1114
2022-08-11,35.1797
2022-08-12,35.5043
2022-08-13,35.5043
2022-08-14,35.5043
2022-08-15,36.034
2022-08-16,36.1792
2022-08-17,36.1877
2022-08-18,36.2561
2022-08-19,36.0938
2022-08-20,36.0938
2022-08-21,36.0938
2022-08-22,35.5727
2022-08-23,35.53
2022-08-24,35.5727
2022-08-25,35.7008
2022-08-26,35.4104
2022-08-27,35.4104
2022-08-28,35.4104
2022-08-29,35.2566
2022-08-30,34.8209
2022-08-31,34.6074
2022-09-01,34.6928
2022-09-02,34.4365
2022-09-03,34.4365
2022-09-04,34.4365
2022-09-05,34.4365
2022-09-06,34.2486
2022-09-07,34.6928
2022-09-08,34.8722
2022-09-09,34.9832
2022-09-10,34.9832
2022-09-11,34.9832
2022-09-12,34.9918
2022-09-13,34.2315
2022-09-14,34.3511
2022-09-15,34.2315
2022-09-16,34.0436
2022-09-17,34.0436
2022-09-18,34.0436
2022-09-19,34.2315
2022-09-20,34.0692
2022-09-21,33.7958
2022-09-22,33.5994
2022-09-23,32.9843
2022-09-24,32.9843
2022-09-25,32.9843
2022-09-26,32.6853
2022-09-27,32.318
2022-09-28,32.7366
2022-09-29,32.5315
2022-09-30,33.6103
2022-10-01,33.6103
2022-10-02,33.6103
2022-10-03,34.3491
2022-10-04,34.86
2022-10-05,34.7971
2022-10-06,34.3727
2022-10-07,33.8697
2022-10-08,33.8697
2022-10-09,33.8697
2022-10-10,33.909
2022-10-11,34.1919
2022-10-12,33.7203
2022-10-13,34.2469
2022-10-14,33.7911
2022-10-15,33.7911
2022-10-16,33.7911
2022-10-17,34.2469
2022-10-18,34.8521
2022-10-19,34.6714
2022-10-20,33.9719
2022-10-21,34.6085
2022-10-22,34.6085
2022-10-23,34.6085
2022-10-24,33.6653
2022-10-25,33.9719
2022-10-26,33.9561
2022-10-27,34.2862
2022-10-28,34.6478
2022-10-29,34.6478
2022-10-30,34.6478
2022-10-31,34.4984
2022-11-01,34.6792
2022-11-02,34.129
2022-11-03,34.5299
2022-11-04,34.9071
2022-11-05,34.9071
2022-11-06,34.9071
2022-11-07,34.9307
2022-11-08,35.3001
2022-11-09,34.915
2022-11-10,35.8896
2022-11-11,35.8817
2022-11-12,35.8817
2022-11-13,35.8817
2022-11-14,35.5988
2022-11-15,35.7324
2022-11-16,35.6381
2022-11-17,35.6224
2022-11-18,36.1411
2022-11-19,36.1411
2022-11-20,36.1411
2022-11-21,36.149
2022-11-22,36.5341
2022-11-23,36.5577
2022-11-24,36.5577
2022-11-25,36.817
2022-11-26,36.817
2022-11-27,36.817
2022-11-28,36.5184
2022-11-29,36.3455
2022-11-30,36.8642
2022-12-01,36.8328
2022-12-02,36.9114
2022-12-03,36.9114
2022-12-04,36.9114
2022-12-05,36.1725
2022-12-06,36.2354
2022-12-07,35.9996
2022-12-08,36.2197
2022-12-09,36.1647
2022-12-10,36.1647
2022-12-11,36.1647
2022-12-12,36.2511
2022-12-13,36.3612
2022-12-14,36.2354
2022-12-15,35.7324
2022-12-16,35.3001
2022-12-17,35.3001
2022-12-18,35.3001
2022-12-19,35.363
2022-12-20,35.3944
2022-12-21,35.8267
2022-12-22,35.8817
2022-12-23,36.0075
2022-12-24,36.0075
2022-12-25,36.0075
2022-12-26,36.0075
2022-12-27,36.259
2022-12-28,35.9525
2022-12-29,36.1804
2022-12-30,19.4216
2022-12-31,19.4216
2023-01-01,19.4216
2023-01-02,19.4216
2023-01-03,19.4896
2023-01-04,19.5576
2023-01-05,19.3154
2023-01-06,19.5024
2023-01-07,19.5024
2023-01-08,19.5024
2023-01-09,19.4471
2023-01-10,19.3792
2023-01-11,19.5661
2023-01-12,19.6765
2023-01-13,19.6638
2023-01-14,19.6638
2023-01-15,19.6638
2023-01-16,19.6638
2023-01-17,19.5533
2023-01-18,19.3069
2023-01-19,19.1965
2023-01-20,19.2942
2023-01-21,19.2942
2023-01-22,19.2942
2023-01-23,19.4046
2023-01-24,19.617
2023-01-25,19.5448
2023-01-26,19.6935
2023-01-27,19.5321
2023-01-28,19.5321
2023-01-29,19.5321
2023-01-30,19.4429
2023-01-31,19.6638
2023-02-01,19.804
2023-02-02,19.9314
2023-02-03,19.7063
2023-02-04,19.7063
2023-02-05,19.7063
2023-02-06,19.6086
2023-02-07,19.6255
2023-02-08,19.4259
2023-02-09,19.2984
2023-02-10,19.6128
2023-02-11,19.6128
2023-02-12,19.6128
2023-02-13,19.7955
2023-02-14,19.6893
2023-02-15,19.7827
2023-02-16,19.77
2023-02-17,19.9229
2023-02-18,19.9229
2023-02-19,19.9229
2023-02-20,19.9229
2023-02-21,19.7912
2023-02-22,19.753
2023-02-23,19.9059
2023-02-24,20.1451
2023-02-25,20.1451
2023-02-26,20.1451
2023-02-27,20.1791
2023-02-28,20.0813
2023-03-01,19.9579
2023-03-02,19.9196
2023-03-03,19.9919
2023-03-04,19.9919
2023-03-05,19.9919
2023-03-06,19.8005
2023-03-07,19.741
2023-03-08,19.7154
2023-03-09,19.49
2023-03-10,19.2305
2023-03-11,19.2305
2023-03-12,19.2305
2023-03-13,19.0731
2023-03-14,19.2603
2023-03-15,19.0689
2023-03-16,19.1199
2023-03-17,18.8817
