,LNT US Equity
2020-06-26,23.2575
2020-06-27,23.2575
2020-06-28,23.2575
2020-06-29,23.3683
2020-06-30,23.164
2020-07-01,23.4485
2020-07-02,23.6525
2020-07-03,23.6525
2020-07-04,23.6525
2020-07-05,23.6525
2020-07-06,23.5227
2020-07-07,23.3588
2020-07-08,23.3712
2020-07-09,23.2908
2020-07-10,23.535
2020-07-11,23.535
2020-07-12,23.535
2020-07-13,23.5057
2020-07-14,23.6742
2020-07-15,23.6371
2020-07-16,23.7484
2020-07-17,24.0699
2020-07-18,24.0699
2020-07-19,24.0699
2020-07-20,23.971
2020-07-21,24.0575
2020-07-22,24.6202
2020-07-23,24.8366
2020-07-24,24.7965
2020-07-25,24.7965
2020-07-26,24.7965
2020-07-27,24.7192
2020-07-28,24.951
2020-07-29,25.0716
2020-07-30,24.9974
2020-07-31,25.0222
2020-08-01,25.0222
2020-08-02,25.0222
2020-08-03,24.917
2020-08-04,25.0067
2020-08-05,24.7192
2020-08-06,24.8645
2020-08-07,25.2911
2020-08-08,25.2911
2020-08-09,25.2911
2020-08-10,25.4956
2020-08-11,24.9728
2020-08-12,25.0563
2020-08-13,25.0717
2020-08-14,25.0068
2020-08-15,25.0068
2020-08-16,25.0068
2020-08-17,25.047
2020-08-18,24.9697
2020-08-19,25.0223
2020-08-20,24.9604
2020-08-21,25.1027
2020-08-22,25.1027
2020-08-23,25.1027
2020-08-24,25.279
2020-08-25,25.1553
2020-08-26,25.0903
2020-08-27,25.0779
2020-08-28,25.1769
2020-08-29,25.1769
2020-08-30,25.1769
2020-08-31,25.1243
2020-09-01,24.9171
2020-09-02,25.2821
2020-09-03,25.0687
2020-09-04,24.8583
2020-09-05,24.8583
2020-09-06,24.8583
2020-09-07,24.8583
2020-09-08,24.6603
2020-09-09,25.0099
2020-09-10,24.484
2020-09-11,24.4159
2020-09-12,24.4159
2020-09-13,24.4159
2020-09-14,24.5613
2020-09-15,24.6943
2020-09-16,24.7871
2020-09-17,24.5149
2020-09-18,24.1437
2020-09-19,24.1437
2020-09-20,24.1437
2020-09-21,23.788
2020-09-22,23.8436
2020-09-23,23.788
2020-09-24,23.8189
2020-09-25,24.2582
2020-09-26,24.2582
2020-09-27,24.2582
2020-09-28,24.3015
2020-09-29,24.1746
2020-09-30,25.2321
2020-10-01,25.4473
2020-10-02,25.6877
2020-10-03,25.6877
2020-10-04,25.6877
2020-10-05,25.7573
2020-10-06,26.0991
2020-10-07,26.001
2020-10-08,26.349
2020-10-09,26.2098
2020-10-10,26.2098
2020-10-11,26.2098
2020-10-12,26.2035
2020-10-13,26.001
2020-10-14,25.9915
2020-10-15,26.1497
2020-10-16,26.2573
2020-10-17,26.2573
2020-10-18,26.2573
2020-10-19,26.2035
2020-10-20,26.3364
2020-10-21,26.4946
2020-10-22,26.754
2020-10-23,26.8205
2020-10-24,26.8205
2020-10-25,26.8205
2020-10-26,26.8711
2020-10-27,26.9755
2020-10-28,26.4566
2020-10-29,26.4724
2020-10-30,26.3807
2020-10-31,26.3807
2020-11-01,26.3807
2020-11-02,26.8268
2020-11-03,26.756
2020-11-04,26.4078
2020-11-05,26.2622
2020-11-06,26.1641
2020-11-07,26.1641
2020-11-08,26.1641
2020-11-09,26.8162
2020-11-10,26.9206
2020-11-11,27.0662
2020-11-12,26.6579
2020-11-13,26.68
2020-11-14,26.68
2020-11-15,26.68
2020-11-16,26.756
2020-11-17,26.2147
2020-11-18,25.6861
2020-11-19,25.4993
2020-11-20,25.6259
2020-11-21,25.6259
2020-11-22,25.6259
2020-11-23,25.5879
2020-11-24,25.7842
2020-11-25,25.8285
2020-11-26,25.8285
2020-11-27,25.5911
2020-11-28,25.5911
2020-11-29,25.5911
2020-11-30,25.5404
2020-12-01,25.7842
2020-12-02,25.9266
2020-12-03,25.781
2020-12-04,25.6291
2020-12-05,25.6291
2020-12-06,25.6291
2020-12-07,25.7731
2020-12-08,25.5911
2020-12-09,25.4439
2020-12-10,25.3062
2020-12-11,25.2571
2020-12-12,25.2571
2020-12-13,25.2571
2020-12-14,25.1416
2020-12-15,25.4708
2020-12-16,25.2366
2020-12-17,25.265
2020-12-18,25.0498
2020-12-19,25.0498
2020-12-20,25.0498
2020-12-21,24.825
2020-12-22,24.7728
2020-12-23,24.5718
2020-12-24,24.7237
2020-12-25,24.7237
2020-12-26,24.7237
2020-12-27,24.7237
2020-12-28,24.8155
2020-12-29,24.8694
2020-12-30,24.958
2020-12-31,27.2935
2021-01-01,27.2935
2021-01-02,27.2935
2021-01-03,27.2935
2021-01-04,26.9425
2021-01-05,26.8598
2021-01-06,27.1146
2021-01-07,26.4767
2021-01-08,26.5577
2021-01-09,26.5577
2021-01-10,26.5577
2021-01-11,26.2877
2021-01-12,26.1122
2021-01-13,26.3535
2021-01-14,26.1324
2021-01-15,26.5982
2021-01-16,26.5982
2021-01-17,26.5982
2021-01-18,26.5982
2021-01-19,26.6522
2021-01-20,26.7501
2021-01-21,26.6927
2021-01-22,26.5779
2021-01-23,26.5779
2021-01-24,26.5779
2021-01-25,26.9458
2021-01-26,26.7231
2021-01-27,26.4328
2021-01-28,26.4261
2021-01-29,26.3214
2021-01-30,26.3214
2021-01-31,26.3214
2021-02-01,26.4227
2021-02-02,26.4463
2021-02-03,26.4767
2021-02-04,26.5931
2021-02-05,26.6691
2021-02-06,26.6691
2021-02-07,26.6691
2021-02-08,26.4598
2021-02-09,26.3856
2021-02-10,26.4801
2021-02-11,26.3417
2021-02-12,26.1999
2021-02-13,26.1999
2021-02-14,26.1999
2021-02-15,26.1999
2021-02-16,26.0413
2021-02-17,26.178
2021-02-18,26.3079
2021-02-19,25.9849
2021-02-20,25.9849
2021-02-21,25.9849
2021-02-22,25.8161
2021-02-23,26.1875
2021-02-24,25.9511
2021-02-25,25.8971
2021-02-26,25.4885
2021-02-27,25.4885
2021-02-28,25.4885
2021-03-01,25.8026
2021-03-02,25.8093
2021-03-03,25.7418
2021-03-04,25.8397
2021-03-05,26.2415
2021-03-06,26.2415
2021-03-07,26.2415
2021-03-08,26.6873
2021-03-09,26.7447
2021-03-10,26.9169
2021-03-11,26.7818
2021-03-12,27.1634
2021-03-13,27.1634
2021-03-14,27.1634
2021-03-15,27.6952
2021-03-16,27.6969
2021-03-17,27.3626
2021-03-18,27.3863
2021-03-19,27.3829
2021-03-20,27.3829
2021-03-21,27.3829
2021-03-22,27.2951
2021-03-23,27.8219
2021-03-24,27.9063
2021-03-25,28.0515
2021-03-26,28.1258
2021-03-27,28.1258
2021-03-28,28.1258
2021-03-29,28.352
2021-03-30,28.1899
2021-03-31,27.7794
2021-04-01,27.8641
2021-04-02,27.8641
2021-04-03,27.8641
2021-04-04,27.8641
2021-04-05,28.0242
2021-04-06,28.0175
2021-04-07,27.8741
2021-04-08,27.7941
2021-04-09,27.7474
2021-04-10,27.7474
2021-04-11,27.7474
2021-04-12,27.8141
2021-04-13,27.9141
2021-04-14,28.0375
2021-04-15,28.3043
2021-04-16,28.4644
2021-04-17,28.4644
2021-04-18,28.4644
2021-04-19,28.4744
2021-04-20,28.8846
2021-04-21,28.7712
2021-04-22,28.6945
2021-04-23,28.5578
2021-04-24,28.5578
2021-04-25,28.5578
2021-04-26,28.4911
2021-04-27,28.251
2021-04-28,28.1776
2021-04-29,28.2043
2021-04-30,28.4677
2021-05-01,28.4677
2021-05-02,28.4677
2021-05-03,28.4677
2021-05-04,28.5895
2021-05-05,28.281
2021-05-06,28.6011
2021-05-07,28.6582
2021-05-08,28.6582
2021-05-09,28.6582
2021-05-10,29.0617
2021-05-11,28.7349
2021-05-12,28.348
2021-05-13,28.7049
2021-05-14,28.6648
2021-05-15,28.6648
2021-05-16,28.6648
2021-05-17,28.5715
2021-05-18,28.945
2021-05-19,28.9784
2021-05-20,28.9984
2021-05-21,29.1151
2021-05-22,29.1151
2021-05-23,29.1151
2021-05-24,29.0984
2021-05-25,28.945
2021-05-26,28.915
2021-05-27,28.6615
2021-05-28,28.7949
2021-05-29,28.7949
2021-05-30,28.7949
2021-05-31,28.7949
2021-06-01,28.7416
2021-06-02,28.945
2021-06-03,29.1218
2021-06-04,29.1151
2021-06-05,29.1151
2021-06-06,29.1151
2021-06-07,29.1118
2021-06-08,28.9417
2021-06-09,29.1785
2021-06-10,29.2585
2021-06-11,29.2718
2021-06-12,29.2718
2021-06-13,29.2718
2021-06-14,29.2685
2021-06-15,29.3285
2021-06-16,28.935
2021-06-17,29.1184
2021-06-18,28.5214
2021-06-19,28.5214
2021-06-20,28.5214
2021-06-21,28.855
2021-06-22,28.8216
2021-06-23,28.6615
2021-06-24,28.5515
2021-06-25,28.7882
2021-06-26,28.7882
2021-06-27,28.7882
2021-06-28,28.7816
2021-06-29,28.3247
2021-06-30,28.2896
2021-07-01,28.4579
2021-07-02,28.5074
2021-07-03,28.5074
2021-07-04,28.5074
2021-07-05,28.5074
2021-07-06,28.4975
2021-07-07,28.6427
2021-07-08,28.646
2021-07-09,28.6196
2021-07-10,28.6196
2021-07-11,28.6196
2021-07-12,28.679
2021-07-13,28.5437
2021-07-14,28.7747
2021-07-15,28.9661
2021-07-16,29.2103
2021-07-17,29.2103
2021-07-18,29.2103
2021-07-19,29.0453
2021-07-20,29.1311
2021-07-21,28.8374
2021-07-22,28.8836
2021-07-23,29.2301
2021-07-24,29.2301
2021-07-25,29.2301
2021-07-26,29.2268
2021-07-27,29.5997
2021-07-28,29.4809
2021-07-29,29.3258
2021-07-30,29.2037
2021-07-31,29.2037
2021-08-01,29.2037
2021-08-02,29.4083
2021-08-03,29.6822
2021-08-04,29.6657
2021-08-05,29.8438
2021-08-06,29.9626
2021-08-07,29.9626
2021-08-08,29.9626
2021-08-09,29.9263
2021-08-10,29.8669
2021-08-11,29.9725
2021-08-12,29.9164
2021-08-13,30.0518
2021-08-14,30.0518
2021-08-15,30.0518
2021-08-16,30.24
2021-08-17,30.273
2021-08-18,30.1673
2021-08-19,30.1871
2021-08-20,30.4182
2021-08-21,30.4182
2021-08-22,30.4182
2021-08-23,30.0188
2021-08-24,29.9164
2021-08-25,29.8834
2021-08-26,29.8933
2021-08-27,29.9758
2021-08-28,29.9758
2021-08-29,29.9758
2021-08-30,29.9923
2021-08-31,29.9593
2021-09-01,30.24
2021-09-02,30.3753
2021-09-03,30.1838
2021-09-04,30.1838
2021-09-05,30.1838
2021-09-06,30.1838
2021-09-07,29.616
2021-09-08,30.0551
2021-09-09,29.9296
2021-09-10,29.6226
2021-09-11,29.6226
2021-09-12,29.6226
2021-09-13,29.5103
2021-09-14,29.4608
2021-09-15,29.4575
2021-09-16,29.2528
2021-09-17,28.9821
2021-09-18,28.9821
2021-09-19,28.9821
2021-09-20,29.0052
2021-09-21,28.8797
2021-09-22,28.8533
2021-09-23,28.7906
2021-09-24,28.7444
2021-09-25,28.7444
2021-09-26,28.7444
2021-09-27,28.4439
2021-09-28,28.3152
2021-09-29,28.6255
2021-09-30,27.8457
2021-10-01,27.7811
2021-10-02,27.7811
2021-10-03,27.7811
2021-10-04,28.117
2021-10-05,27.9846
2021-10-06,28.2009
2021-10-07,28.0653
2021-10-08,27.8393
2021-10-09,27.8393
2021-10-10,27.8393
2021-10-11,27.4195
2021-10-12,27.526
2021-10-13,27.6778
2021-10-14,27.8974
2021-10-15,27.7779
2021-10-16,27.7779
2021-10-17,27.7779
2021-10-18,27.6358
2021-10-19,27.7456
2021-10-20,27.9975
2021-10-21,28.0944
2021-10-22,28.2978
2021-10-23,28.2978
2021-10-24,28.2978
2021-10-25,28.0136
2021-10-26,28.1137
2021-10-27,28.0169
2021-10-28,28.1234
2021-10-29,28.0362
2021-10-30,28.0362
2021-10-31,28.0362
2021-11-01,28.1267
2021-11-02,28.2009
2021-11-03,27.991
2021-11-04,27.7392
2021-11-05,27.9953
2021-11-06,27.9953
2021-11-07,27.9953
2021-11-08,27.627
2021-11-09,27.6755
2021-11-10,27.8855
2021-11-11,27.6367
2021-11-12,27.6303
2021-11-13,27.6303
2021-11-14,27.6303
2021-11-15,27.9371
2021-11-16,27.8564
2021-11-17,27.8952
2021-11-18,27.6173
2021-11-19,28.1148
2021-11-20,28.1148
2021-11-21,28.1148
2021-11-22,28.4637
2021-11-23,28.4605
2021-11-24,28.383
2021-11-25,28.383
2021-11-26,28.0987
2021-11-27,28.0987
2021-11-28,28.0987
2021-11-29,28.2731
2021-11-30,27.4687
2021-12-01,27.6529
2021-12-02,27.837
2021-12-03,28.1633
2021-12-04,28.1633
2021-12-05,28.1633
2021-12-06,28.4831
2021-12-07,28.6123
2021-12-08,28.6123
2021-12-09,28.5509
2021-12-10,28.7932
2021-12-11,28.7932
2021-12-12,28.7932
2021-12-13,29.0387
2021-12-14,29.0032
2021-12-15,29.3101
2021-12-16,29.4684
2021-12-17,29.0775
2021-12-18,29.0775
2021-12-19,29.0775
2021-12-20,29.1292
2021-12-21,28.958
2021-12-22,29.0161
2021-12-23,29.0064
2021-12-24,29.0064
2021-12-25,29.0064
2021-12-26,29.0064
2021-12-27,29.1486
2021-12-28,29.3715
2021-12-29,29.5104
2021-12-30,29.6202
2021-12-31,29.2424
2022-01-01,29.2424
2022-01-02,29.2424
2022-01-03,29.0471
2022-01-04,29.0062
2022-01-05,29.1762
2022-01-06,29.0975
2022-01-07,29.0912
2022-01-08,29.0912
2022-01-09,29.0912
2022-01-10,28.9778
2022-01-11,28.7164
2022-01-12,28.8204
2022-01-13,28.981
2022-01-14,28.8015
2022-01-15,28.8015
2022-01-16,28.8015
2022-01-17,28.8015
2022-01-18,28.6755
2022-01-19,28.5968
2022-01-20,28.6944
2022-01-21,28.7038
2022-01-22,28.7038
2022-01-23,28.7038
2022-01-24,28.3858
2022-01-25,28.2472
2022-01-26,28.1811
2022-01-27,28.4362
2022-01-28,28.5621
2022-01-29,28.5621
2022-01-30,28.5621
2022-01-31,28.7353
2022-02-01,28.3574
2022-02-02,28.7353
2022-02-03,28.7353
2022-02-04,28.5055
2022-02-05,28.5055
2022-02-06,28.5055
2022-02-07,28.496
2022-02-08,28.6125
2022-02-09,28.5023
2022-02-10,27.9071
2022-02-11,27.9764
2022-02-12,27.9764
2022-02-13,27.9764
2022-02-14,27.7937
2022-02-15,27.63
2022-02-16,27.6237
2022-02-17,27.715
2022-02-18,27.8746
2022-02-19,27.8746
2022-02-20,27.8746
2022-02-21,27.8746
2022-02-22,27.7486
2022-02-23,27.5155
2022-02-24,27.506
2022-02-25,28.1172
2022-02-26,28.1172
2022-02-27,28.1172
2022-02-28,28.2842
2022-03-01,27.9282
2022-03-02,28.0448
2022-03-03,28.4953
2022-03-04,28.9742
2022-03-05,28.9742
2022-03-06,28.9742
2022-03-07,29.0278
2022-03-08,28.9427
2022-03-09,28.7096
2022-03-10,28.8324
2022-03-11,28.8608
2022-03-12,28.8608
2022-03-13,28.8608
2022-03-14,28.8923
2022-03-15,29.1916
2022-03-16,29.0593
2022-03-17,29.0971
2022-03-18,28.886
2022-03-19,28.886
2022-03-20,28.886
2022-03-21,29.0845
2022-03-22,28.76
2022-03-23,28.9175
2022-03-24,28.9648
2022-03-25,29.3649
2022-03-26,29.3649
2022-03-27,29.3649
2022-03-28,29.4185
2022-03-29,29.4815
2022-03-30,29.6957
2022-03-31,27.8993
2022-04-01,28.1642
2022-04-02,28.1642
2022-04-03,28.1642
2022-04-04,27.9861
2022-04-05,28.1612
2022-04-06,28.7192
2022-04-07,28.4729
2022-04-08,28.6183
2022-04-09,28.6183
2022-04-10,28.6183
2022-04-11,28.4788
2022-04-12,28.5619
2022-04-13,28.2532
2022-04-14,28.1939
2022-04-15,28.1939
2022-04-16,28.1939
2022-04-17,28.1939
2022-04-18,27.992
2022-04-19,28.3393
2022-04-20,28.7044
2022-04-21,28.5085
2022-04-22,28.1137
2022-04-23,28.1137
2022-04-24,28.1137
2022-04-25,27.8021
2022-04-26,27.6715
2022-04-27,27.4311
2022-04-28,27.5528
2022-04-29,26.8347
2022-04-30,26.8347
2022-05-01,26.8347
2022-05-02,26.5498
2022-05-03,26.535
2022-05-04,26.9535
2022-05-05,26.8496
2022-05-06,26.814
2022-05-07,26.814
2022-05-08,26.814
2022-05-09,26.808
2022-05-10,26.6032
2022-05-11,26.6566
2022-05-12,26.6003
2022-05-13,26.7249
2022-05-14,26.7249
2022-05-15,26.7249
2022-05-16,26.8496
2022-05-17,27.1138
2022-05-18,26.8733
2022-05-19,26.7427
2022-05-20,26.7932
2022-05-21,26.7932
2022-05-22,26.7932
2022-05-23,26.8911
2022-05-24,27.5798
2022-05-25,27.559
2022-05-26,27.9181
2022-05-27,28.3099
2022-05-28,28.3099
2022-05-29,28.3099
2022-05-30,28.3099
2022-05-31,28.3218
2022-06-01,28.1348
2022-06-02,27.9003
2022-06-03,27.8142
2022-06-04,27.8142
2022-06-05,27.8142
2022-06-06,27.9389
2022-06-07,28.1289
2022-06-08,27.5204
2022-06-09,27.0781
2022-06-10,26.9861
2022-06-11,26.9861
2022-06-12,26.9861
2022-06-13,26.4103
2022-06-14,25.8849
2022-06-15,25.9235
2022-06-16,25.6949
2022-06-17,25.6296
2022-06-18,25.6296
2022-06-19,25.6296
2022-06-20,25.6296
2022-06-21,25.7692
2022-06-22,25.8582
2022-06-23,26.158
2022-06-24,26.3925
2022-06-25,26.3925
2022-06-26,26.3925
2022-06-27,26.5735
2022-06-28,26.6032
2022-06-29,26.5854
2022-06-30,25.906
2022-07-01,26.3217
2022-07-02,26.3217
2022-07-03,26.3217
2022-07-04,26.3217
2022-07-05,25.7096
2022-07-06,25.8405
2022-07-07,25.6783
2022-07-08,25.5444
2022-07-09,25.5444
2022-07-10,25.5444
2022-07-11,25.7096
2022-07-12,25.6811
2022-07-13,25.6669
2022-07-14,25.6982
2022-07-15,25.7779
2022-07-16,25.7779
2022-07-17,25.7779
2022-07-18,25.3936
2022-07-19,25.4961
2022-07-20,25.2825
2022-07-21,25.3195
2022-07-22,25.5701
2022-07-23,25.5701
2022-07-24,25.5701
2022-07-25,25.7039
2022-07-26,25.9174
2022-07-27,25.9345
2022-07-28,26.3103
2022-07-29,26.5665
2022-07-30,26.5665
2022-07-31,26.5665
2022-08-01,26.558
2022-08-02,26.5266
2022-08-03,26.6633
2022-08-04,26.6291
2022-08-05,26.674
2022-08-06,26.674
2022-08-07,26.674
2022-08-08,26.6085
2022-08-09,26.8363
2022-08-10,26.8619
2022-08-11,26.7765
2022-08-12,27.2635
2022-08-13,27.2635
2022-08-14,27.2635
2022-08-15,27.4059
2022-08-16,27.4658
2022-08-17,27.5227
2022-08-18,27.4971
2022-08-19,27.4601
2022-08-20,27.4601
2022-08-21,27.4601
2022-08-22,27.255
2022-08-23,27.1069
2022-08-24,27.0841
2022-08-25,27.1952
2022-08-26,26.9559
2022-08-27,26.9559
2022-08-28,26.9559
2022-08-29,27.0214
2022-08-30,26.7509
2022-08-31,26.6056
2022-09-01,26.8961
2022-09-02,26.7338
2022-09-03,26.7338
2022-09-04,26.7338
2022-09-05,26.7338
2022-09-06,26.6398
2022-09-07,27.1952
2022-09-08,27.1183
2022-09-09,27.1838
2022-09-10,27.1838
2022-09-11,27.1838
2022-09-12,27.3006
2022-09-13,26.7138
2022-09-14,26.8562
2022-09-15,26.3749
2022-09-16,26.5543
2022-09-17,26.5543
2022-09-18,26.5543
2022-09-19,26.8477
2022-09-20,26.6312
2022-09-21,26.392
2022-09-22,26.3122
2022-09-23,26.1727
2022-09-24,26.1727
2022-09-25,26.1727
2022-09-26,25.7483
2022-09-27,25.4094
2022-09-28,25.5147
2022-09-29,24.7543
2022-09-30,23.9329
2022-10-01,23.9329
2022-10-02,23.9329
2022-10-03,24.3061
2022-10-04,24.4955
2022-10-05,23.9497
2022-10-06,23.4484
2022-10-07,23.0028
2022-10-08,23.0028
2022-10-09,23.0028
2022-10-10,23.064
2022-10-11,23.1782
2022-10-12,22.5599
2022-10-13,22.9582
2022-10-14,22.8022
2022-10-15,22.8022
2022-10-16,22.8022
2022-10-17,23.0278
2022-10-18,23.3565
2022-10-19,23.1977
2022-10-20,22.7382
2022-10-21,23.0334
2022-10-22,23.0334
2022-10-23,23.0334
2022-10-24,23.0473
2022-10-25,23.3008
2022-10-26,23.2757
2022-10-27,23.3509
2022-10-28,23.7603
2022-10-29,23.7603
2022-10-30,23.7603
2022-10-31,23.7046
2022-11-01,23.8327
2022-11-02,23.6906
2022-11-03,23.699
2022-11-04,23.8605
2022-11-05,23.8605
2022-11-06,23.8605
2022-11-07,23.5375
2022-11-08,23.9358
2022-11-09,24.0361
2022-11-10,24.6434
2022-11-11,24.2005
2022-11-12,24.2005
2022-11-13,24.2005
2022-11-14,24.0305
2022-11-15,24.1169
2022-11-16,24.362
2022-11-17,24.1559
2022-11-18,24.571
2022-11-19,24.571
2022-11-20,24.571
2022-11-21,24.5933
2022-11-22,24.6156
2022-11-23,24.7688
2022-11-24,24.7688
2022-11-25,24.9025
2022-11-26,24.9025
2022-11-27,24.9025
2022-11-28,24.7159
2022-11-29,24.5181
2022-11-30,24.8607
2022-12-01,24.6462
2022-12-02,24.4428
2022-12-03,24.4428
2022-12-04,24.4428
2022-12-05,24.3704
2022-12-06,24.5849
2022-12-07,24.3593
2022-12-08,24.6295
2022-12-09,24.5849
2022-12-10,24.5849
2022-12-11,24.5849
2022-12-12,24.936
2022-12-13,24.8942
2022-12-14,24.7911
2022-12-15,24.6072
2022-12-16,24.3899
2022-12-17,24.3899
2022-12-18,24.3899
2022-12-19,24.3007
2022-12-20,24.2617
2022-12-21,24.5208
2022-12-22,24.4345
2022-12-23,24.5821
2022-12-24,24.5821
2022-12-25,24.5821
2022-12-26,24.5821
2022-12-27,24.7855
2022-12-28,24.5571
2022-12-29,24.7855
2022-12-30,24.3243
2022-12-31,24.3243
2023-01-01,24.3243
2023-01-02,24.3243
2023-01-03,24.3675
2023-01-04,24.4812
2023-01-05,24.0321
2023-01-06,24.3621
2023-01-07,24.3621
2023-01-08,24.3621
2023-01-09,24.3865
2023-01-10,24.2593
2023-01-11,24.5217
2023-01-12,24.4839
2023-01-13,24.4054
2023-01-14,24.4054
2023-01-15,24.4054
2023-01-16,24.4054
2023-01-17,24.2891
2023-01-18,23.9185
2023-01-19,23.7833
2023-01-20,23.9672
2023-01-21,23.9672
2023-01-22,23.9672
2023-01-23,23.9645
2023-01-24,24.0862
2023-01-25,24.1079
2023-01-26,24.1187
2023-01-27,24.1106
2023-01-28,24.1106
2023-01-29,24.1106
2023-01-30,23.9023
2023-01-31,24.0051
2023-02-01,24.1971
2023-02-02,24.2025
2023-02-03,23.8184
2023-02-04,23.8184
2023-02-05,23.8184
2023-02-06,23.978
2023-02-07,23.8725
2023-02-08,23.6237
2023-02-09,23.4722
2023-02-10,23.7887
2023-02-11,23.7887
2023-02-12,23.7887
2023-02-13,23.9402
2023-02-14,23.8049
2023-02-15,23.8455
2023-02-16,23.7643
2023-02-17,23.9888
2023-02-18,23.9888
2023-02-19,23.9888
2023-02-20,23.9888
2023-02-21,23.8184
2023-02-22,23.7968
2023-02-23,23.7238
2023-02-24,23.6573
2023-02-25,23.6573
2023-02-26,23.6573
2023-02-27,23.3163
2023-02-28,23.2649
2023-03-01,22.9889
2023-03-02,23.3515
2023-03-03,23.4814
2023-03-04,23.4814
2023-03-05,23.4814
2023-03-06,23.4516
2023-03-07,23.1891
2023-03-08,23.3461
2023-03-09,23.2622
2023-03-10,22.9726
2023-03-11,22.9726
2023-03-12,22.9726
2023-03-13,23.3217
2023-03-14,23.4787
2023-03-15,23.7601
2023-03-16,23.8657
