,MTZ US Equity
2020-07-24,9.8197
2020-07-25,9.8197
2020-07-26,9.8197
2020-07-27,9.9591
2020-07-28,9.6986
2020-07-29,9.7898
2020-07-30,9.4464
2020-07-31,9.7775
2020-08-01,9.7775
2020-08-02,9.7775
2020-08-03,10.2657
2020-08-04,10.1129
2020-08-05,10.5597
2020-08-06,10.4318
2020-08-07,10.5231
2020-08-08,10.5231
2020-08-09,10.5231
2020-08-10,10.6842
2020-08-11,10.8901
2020-08-12,11.2688
2020-08-13,10.9283
2020-08-14,10.8503
2020-08-15,10.8503
2020-08-16,10.8503
2020-08-17,10.8071
2020-08-18,10.7174
2020-08-19,10.837
2020-08-20,10.759
2020-08-21,10.6743
2020-08-22,10.6743
2020-08-23,10.6743
2020-08-24,10.7307
2020-08-25,10.6244
2020-08-26,10.734
2020-08-27,10.8171
2020-08-28,10.92
2020-08-29,10.92
2020-08-30,10.92
2020-08-31,10.8453
2020-09-01,11.0413
2020-09-02,11.0213
2020-09-03,10.6577
2020-09-04,10.6327
2020-09-05,10.6327
2020-09-06,10.6327
2020-09-07,10.6327
2020-09-08,10.47
2020-09-09,10.3571
2020-09-10,10.2923
2020-09-11,10.3006
2020-09-12,10.3006
2020-09-13,10.3006
2020-09-14,10.4185
2020-09-15,10.2209
2020-09-16,10.5182
2020-09-17,10.6095
2020-09-18,10.3886
2020-09-19,10.3886
2020-09-20,10.3886
2020-09-21,9.912
2020-09-22,10.0963
2020-09-23,10.098
2020-09-24,10.0598
2020-09-25,10.1545
2020-09-26,10.1545
2020-09-27,10.1545
2020-09-28,10.3338
2020-09-29,10.362
2020-09-30,10.3824
2020-10-01,10.26
2020-10-02,10.454
2020-10-03,10.454
2020-10-04,10.454
2020-10-05,10.6795
2020-10-06,10.5677
2020-10-07,11.0012
2020-10-08,11.1445
2020-10-09,11.1778
2020-10-10,11.1778
2020-10-11,11.1778
2020-10-12,11.5571
2020-10-13,11.3526
2020-10-14,11.3613
2020-10-15,11.4452
2020-10-16,11.426
2020-10-17,11.426
2020-10-18,11.426
2020-10-19,11.2494
2020-10-20,11.5256
2020-10-21,11.3735
2020-10-22,11.6375
2020-10-23,11.9295
2020-10-24,11.9295
2020-10-25,11.9295
2020-10-26,11.4575
2020-10-27,11.3368
2020-10-28,11.2354
2020-10-29,11.4575
2020-10-30,11.6887
2020-10-31,11.6887
2020-11-01,11.6887
2020-11-02,11.8304
2020-11-03,11.7884
2020-11-04,12.1208
2020-11-05,12.4059
2020-11-06,12.2677
2020-11-07,12.2677
2020-11-08,12.2677
2020-11-09,12.6526
2020-11-10,12.6263
2020-11-11,12.4601
2020-11-12,12.2975
2020-11-13,12.4252
2020-11-14,12.4252
2020-11-15,12.4252
2020-11-16,12.859
2020-11-17,12.9219
2020-11-18,12.7978
2020-11-19,12.775
2020-11-20,12.817
2020-11-21,12.817
2020-11-22,12.817
2020-11-23,13.1564
2020-11-24,13.3663
2020-11-25,13.1214
2020-11-26,13.1214
2020-11-27,13.1179
2020-11-28,13.1179
2020-11-29,13.1179
2020-11-30,12.9254
2020-12-01,12.9027
2020-12-02,13.2246
2020-12-03,13.7144
2020-12-04,13.954
2020-12-05,13.954
2020-12-06,13.954
2020-12-07,13.9733
2020-12-08,14.2462
2020-12-09,14.6625
2020-12-10,14.8217
2020-12-11,14.8916
2020-12-12,14.8916
2020-12-13,14.8916
2020-12-14,14.6747
2020-12-15,14.8339
2020-12-16,14.729
2020-12-17,14.5243
2020-12-18,14.5645
2020-12-19,14.5645
2020-12-20,14.5645
2020-12-21,14.7342
2020-12-22,15.0403
2020-12-23,15.224
2020-12-24,15.2275
2020-12-25,15.2275
2020-12-26,15.2275
2020-12-27,15.2275
2020-12-28,15.3202
2020-12-29,14.9424
2020-12-30,15.0263
2020-12-31,13.836
2021-01-01,13.836
2021-01-02,13.836
2021-01-03,13.836
2021-01-04,13.6871
2021-01-05,14.015
2021-01-06,15.5861
2021-01-07,15.7049
2021-01-08,15.218
2021-01-09,15.218
2021-01-10,15.218
2021-01-11,15.3518
2021-01-12,15.9023
2021-01-13,15.4941
2021-01-14,16.0479
2021-01-15,16.0161
2021-01-16,16.0161
2021-01-17,16.0161
2021-01-18,16.0161
2021-01-19,15.9793
2021-01-20,16.1081
2021-01-21,15.9324
2021-01-22,16.1984
2021-01-23,16.1984
2021-01-24,16.1984
2021-01-25,15.8002
2021-01-26,15.9926
2021-01-27,16.0295
2021-01-28,15.6564
2021-01-29,15.3368
2021-01-30,15.3368
2021-01-31,15.3368
2021-02-01,15.9291
2021-02-02,15.9341
2021-02-03,16.0646
2021-02-04,16.3039
2021-02-05,16.5632
2021-02-06,16.5632
2021-02-07,16.5632
2021-02-08,16.3005
2021-02-09,16.5582
2021-02-10,16.595
2021-02-11,16.7707
2021-02-12,16.9129
2021-02-13,16.9129
2021-02-14,16.9129
2021-02-15,16.9129
2021-02-16,16.8861
2021-02-17,16.5849
2021-02-18,16.4394
2021-02-19,16.7974
2021-02-20,16.7974
2021-02-21,16.7974
2021-02-22,17.0283
2021-02-23,17.2324
2021-02-24,17.3429
2021-02-25,17.1086
2021-02-26,17.0101
2021-02-27,17.0101
2021-02-28,17.0101
2021-03-01,17.3833
2021-03-02,17.4354
2021-03-03,17.5194
2021-03-04,17.0051
2021-03-05,18.0254
2021-03-06,18.0254
2021-03-07,18.0254
2021-03-08,18.2136
2021-03-09,17.8472
2021-03-10,18.5263
2021-03-11,18.5632
2021-03-12,19.0574
2021-03-13,19.0574
2021-03-14,19.0574
2021-03-15,18.8372
2021-03-16,18.3868
2021-03-17,18.649
2021-03-18,17.9531
2021-03-19,17.948
2021-03-20,17.948
2021-03-21,17.948
2021-03-22,17.7497
2021-03-23,17.0958
2021-03-24,16.8857
2021-03-25,17.2908
2021-03-26,17.5783
2021-03-27,17.5783
2021-03-28,17.5783
2021-03-29,16.9496
2021-03-30,17.6707
2021-03-31,16.0788
2021-04-01,16.2425
2021-04-02,16.2425
2021-04-03,16.2425
2021-04-04,16.2425
2021-04-05,16.6718
2021-04-06,16.6267
2021-04-07,16.589
2021-04-08,16.7346
2021-04-09,16.9596
2021-04-10,16.9596
2021-04-11,16.9596
2021-04-12,17.0121
2021-04-13,16.8996
2021-04-14,16.9836
2021-04-15,16.7991
2021-04-16,17.2642
2021-04-17,17.2642
2021-04-18,17.2642
2021-04-19,17.0751
2021-04-20,16.9236
2021-04-21,16.8711
2021-04-22,16.7721
2021-04-23,17.2627
2021-04-24,17.2627
2021-04-25,17.2627
2021-04-26,17.2522
2021-04-27,17.4817
2021-04-28,17.5252
2021-04-29,17.8463
2021-04-30,17.6707
2021-05-01,17.6707
2021-05-02,17.6707
2021-05-03,17.8883
2021-05-04,18.0908
2021-05-05,18.1808
2021-05-06,18.4508
2021-05-07,18.7409
2021-05-08,18.7409
2021-05-09,18.7409
2021-05-10,19.3827
2021-05-11,19.8201
2021-05-12,19.0731
2021-05-13,19.5691
2021-05-14,19.8126
2021-05-15,19.8126
2021-05-16,19.8126
2021-05-17,20.0772
2021-05-18,19.7074
2021-05-19,18.9648
2021-05-20,19.2129
2021-05-21,19.4534
2021-05-22,19.4534
2021-05-23,19.4534
2021-05-24,19.4489
2021-05-25,19.2745
2021-05-26,19.4654
2021-05-27,19.6157
2021-05-28,19.5
2021-05-29,19.5
2021-05-30,19.5
2021-05-31,19.5
2021-06-01,19.6608
2021-06-02,19.6713
2021-06-03,19.9509
2021-06-04,19.969
2021-06-05,19.969
2021-06-06,19.969
2021-06-07,19.978
2021-06-08,20.241
2021-06-09,20.1523
2021-06-10,19.7104
2021-06-11,19.6337
2021-06-12,19.6337
2021-06-13,19.6337
2021-06-14,19.1633
2021-06-15,19.1362
2021-06-16,18.4057
2021-06-17,17.7518
2021-06-18,17.0769
2021-06-19,17.0769
2021-06-20,17.0769
2021-06-21,17.5834
2021-06-22,17.5188
2021-06-23,17.5489
2021-06-24,18.105
2021-06-25,18.1997
2021-06-26,18.1997
2021-06-27,18.1997
2021-06-28,17.9983
2021-06-29,17.8269
2021-06-30,18.4171
2021-07-01,18.4648
2021-07-02,18.3607
2021-07-03,18.3607
2021-07-04,18.3607
2021-07-05,18.3607
2021-07-06,17.9166
2021-07-07,17.8559
2021-07-08,17.6823
2021-07-09,18.135
2021-07-10,18.135
2021-07-11,18.135
2021-07-12,18.2768
2021-07-13,18.0743
2021-07-14,17.8168
2021-07-15,17.7561
2021-07-16,17.4162
2021-07-17,17.4162
2021-07-18,17.4162
2021-07-19,17.0575
2021-07-20,17.5695
2021-07-21,17.7156
2021-07-22,17.4494
2021-07-23,17.5955
2021-07-24,17.5955
2021-07-25,17.5955
2021-07-26,17.5131
2021-07-27,17.4104
2021-07-28,17.7431
2021-07-29,17.8486
2021-07-30,17.7127
2021-07-31,17.7127
2021-08-01,17.7127
2021-08-02,17.529
2021-08-03,17.772
2021-08-04,17.2802
2021-08-05,17.5948
2021-08-06,16.7037
2021-08-07,16.7037
2021-08-08,16.7037
2021-08-09,16.4347
2021-08-10,16.575
2021-08-11,16.7442
2021-08-12,16.7428
2021-08-13,16.5533
2021-08-14,16.5533
2021-08-15,16.5533
2021-08-16,16.3754
2021-08-17,16.2134
2021-08-18,16.0065
2021-08-19,15.9111
2021-08-20,16.0138
2021-08-21,16.0138
2021-08-22,16.0138
2021-08-23,16.1049
2021-08-24,16.4434
2021-08-25,16.724
2021-08-26,16.3595
2021-08-27,16.5634
2021-08-28,16.5634
2021-08-29,16.5634
2021-08-30,16.4853
2021-08-31,16.2973
2021-09-01,15.9443
2021-09-02,16.5331
2021-09-03,16.3508
2021-09-04,16.3508
2021-09-05,16.3508
2021-09-06,16.3508
2021-09-07,16.3739
2021-09-08,16.4376
2021-09-09,16.1425
2021-09-10,15.9183
2021-09-11,15.9183
2021-09-12,15.9183
2021-09-13,16.1816
2021-09-14,16.0962
2021-09-15,16.468
2021-09-16,16.1382
2021-09-17,16.0326
2021-09-18,16.0326
2021-09-19,16.0326
2021-09-20,15.6941
2021-09-21,15.4771
2021-09-22,15.5017
2021-09-23,15.6753
2021-09-24,15.6478
2021-09-25,15.6478
2021-09-26,15.6478
2021-09-27,15.9877
2021-09-28,15.9357
2021-09-29,15.8691
2021-09-30,16.189
2021-10-01,16.6493
2021-10-02,16.6493
2021-10-03,16.6493
2021-10-04,16.5228
2021-10-05,16.6188
2021-10-06,16.2485
2021-10-07,16.5197
2021-10-08,16.4481
2021-10-09,16.4481
2021-10-10,16.4481
2021-10-11,16.0991
2021-10-12,16.1296
2021-10-13,16.0046
2021-10-14,16.2545
2021-10-15,16.186
2021-10-16,16.186
2021-10-17,16.186
2021-10-18,16.2134
2021-10-19,16.2789
2021-10-20,16.3688
2021-10-21,16.5761
2021-10-22,16.5334
2021-10-23,16.5334
2021-10-24,16.5334
2021-10-25,16.6355
2021-10-26,16.6051
2021-10-27,16.2393
2021-10-28,16.7041
2021-10-29,16.6234
2021-10-30,16.6234
2021-10-31,16.6234
2021-11-01,16.9083
2021-11-02,16.7316
2021-11-03,16.73
2021-11-04,16.6838
2021-11-05,17.339
2021-11-06,17.339
2021-11-07,17.339
2021-11-08,18.2167
2021-11-09,17.7459
2021-11-10,17.5539
2021-11-11,17.624
2021-11-12,17.6163
2021-11-13,17.6163
2021-11-14,17.6163
2021-11-15,17.3238
2021-11-16,17.6179
2021-11-17,17.47
2021-11-18,17.787
2021-11-19,18.427
2021-11-20,18.427
2021-11-21,18.427
2021-11-22,17.9546
2021-11-23,18.5169
2021-11-24,18.366
2021-11-25,18.366
2021-11-26,17.9302
2021-11-27,17.9302
2021-11-28,17.9302
2021-11-29,17.9409
2021-11-30,17.0845
2021-12-01,16.7828
2021-12-02,17.0678
2021-12-03,16.6091
2021-12-04,16.6091
2021-12-05,16.6091
2021-12-06,17.0723
2021-12-07,17.6514
2021-12-08,17.5264
2021-12-09,17.2506
2021-12-10,17.051
2021-12-11,17.051
2021-12-12,17.051
2021-12-13,16.7173
2021-12-14,16.5817
2021-12-15,16.5558
2021-12-16,16.4461
2021-12-17,16.2236
2021-12-18,16.2236
2021-12-19,16.2236
2021-12-20,16.4034
2021-12-21,16.7935
2021-12-22,16.8682
2021-12-23,16.9504
2021-12-24,16.9504
2021-12-25,16.9504
2021-12-26,16.9504
2021-12-27,17.0632
2021-12-28,17.0358
2021-12-29,17.0388
2021-12-30,17.0556
2021-12-31,21.3176
2022-01-01,21.3176
2022-01-02,21.3176
2022-01-03,21.6602
2022-01-04,22.0027
2022-01-05,21.6421
2022-01-06,21.7142
2022-01-07,21.6205
2022-01-08,21.6205
2022-01-09,21.6205
2022-01-10,21.7629
2022-01-11,22.091
2022-01-12,21.6133
2022-01-13,21.7124
2022-01-14,22.0676
2022-01-15,22.0676
2022-01-16,22.0676
2022-01-17,22.0676
2022-01-18,21.662
2022-01-19,21.0688
2022-01-20,20.9264
2022-01-21,21.1575
2022-01-22,21.1575
2022-01-23,21.1575
2022-01-24,21.2836
2022-01-25,20.9201
2022-01-26,20.7198
2022-01-27,20.1913
2022-01-28,20.4676
2022-01-29,20.4676
2022-01-30,20.4676
2022-01-31,20.6531
2022-02-01,20.8571
2022-02-02,20.4788
2022-02-03,20.3656
2022-02-04,20.4139
2022-02-05,20.4139
2022-02-06,20.4139
2022-02-07,20.5325
2022-02-08,21.0518
2022-02-09,21.7082
2022-02-10,21.4004
2022-02-11,21.202
2022-02-12,21.202
2022-02-13,21.202
2022-02-14,21.2224
2022-02-15,21.9048
2022-02-16,22.1459
2022-02-17,21.9308
2022-02-18,21.6489
2022-02-19,21.6489
2022-02-20,21.6489
2022-02-21,21.6489
2022-02-22,21.0314
2022-02-23,20.8088
2022-02-24,21.5469
2022-02-25,19.3401
2022-02-26,19.3401
2022-02-27,19.3401
2022-02-28,19.2864
2022-03-01,18.8691
2022-03-02,19.0323
2022-03-03,18.9321
2022-03-04,18.5705
2022-03-05,18.5705
2022-03-06,18.5705
2022-03-07,18.0216
2022-03-08,19.1064
2022-03-09,19.4421
2022-03-10,19.8797
2022-03-11,20.5139
2022-03-12,20.5139
2022-03-13,20.5139
2022-03-14,20.0448
2022-03-15,20.0559
2022-03-16,20.6159
2022-03-17,20.857
2022-03-18,21.1036
2022-03-19,21.1036
2022-03-20,21.1036
2022-03-21,21.0016
2022-03-22,21.1073
2022-03-23,20.7606
2022-03-24,20.7995
2022-03-25,20.9312
2022-03-26,20.9312
2022-03-27,20.9312
2022-03-28,20.6604
2022-03-29,20.8014
2022-03-30,20.653
2022-03-31,30.8648
2022-04-01,31.0016
2022-04-02,31.0016
2022-04-03,31.0016
2022-04-04,29.9431
2022-04-05,29.2675
2022-04-06,28.7751
2022-04-07,28.5278
2022-04-08,28.7405
2022-04-09,28.7405
2022-04-10,28.7405
2022-04-11,29.035
2022-04-12,28.9314
2022-04-13,28.4733
2022-04-14,28.7869
2022-04-15,28.7869
2022-04-16,28.7869
2022-04-17,28.7869
2022-04-18,28.5251
2022-04-19,29.1168
2022-04-20,29.2886
2022-04-21,28.566
2022-04-22,27.6907
2022-04-23,27.6907
2022-04-24,27.6907
2022-04-25,27.5271
2022-04-26,26.7527
2022-04-27,26.7636
2022-04-28,26.8945
2022-04-29,26.6764
2022-04-30,26.6764
2022-05-01,26.6764
2022-05-02,26.8781
2022-05-03,27.1454
2022-05-04,28.0097
2022-05-05,27.2611
2022-05-06,27.9646
2022-05-07,27.9646
2022-05-08,27.9646
2022-05-09,27.3317
2022-05-10,27.6115
2022-05-11,27.4729
2022-05-12,27.587
2022-05-13,28.1574
2022-05-14,28.1574
2022-05-15,28.1574
2022-05-16,28.277
2022-05-17,28.7632
2022-05-18,28.2389
2022-05-19,28.2824
2022-05-20,28.8392
2022-05-21,28.8392
2022-05-22,28.8392
2022-05-23,28.6627
2022-05-24,28.5296
2022-05-25,29.0973
2022-05-26,29.6107
2022-05-27,29.9339
2022-05-28,29.9339
2022-05-29,29.9339
2022-05-30,29.9339
2022-05-31,29.7465
2022-06-01,29.7329
2022-06-02,29.6351
2022-06-03,29.0837
2022-06-04,29.0837
2022-06-05,29.0837
2022-06-06,30.1295
2022-06-07,30.7162
2022-06-08,30.3875
2022-06-09,30.1811
2022-06-10,29.4341
2022-06-11,29.4341
2022-06-12,29.4341
2022-06-13,28.4834
2022-06-14,27.9483
2022-06-15,27.5408
2022-06-16,25.6938
2022-06-17,25.892
2022-06-18,25.892
2022-06-19,25.892
2022-06-20,25.892
2022-06-21,27.0438
2022-06-22,26.7395
2022-06-23,26.1637
2022-06-24,27.0247
2022-06-25,27.0247
2022-06-26,27.0247
2022-06-27,27.4213
2022-06-28,26.8156
2022-06-29,26.4081
2022-06-30,37.331
2022-07-01,37.4828
2022-07-02,37.4828
2022-07-03,37.4828
2022-07-04,37.4828
2022-07-05,37.3816
2022-07-06,37.0455
2022-07-07,37.8045
2022-07-08,37.6889
2022-07-09,37.6889
2022-07-10,37.6889
2022-07-11,37.3455
2022-07-12,37.1864
2022-07-13,37.2732
2022-07-14,37.0889
2022-07-15,37.2768
2022-07-16,37.2768
2022-07-17,37.2768
2022-07-18,36.9587
2022-07-19,38.1009
2022-07-20,37.9997
2022-07-21,37.913
2022-07-22,37.6419
2022-07-23,37.6419
2022-07-24,37.6419
2022-07-25,36.1383
2022-07-26,37.3455
2022-07-27,38.1913
2022-07-28,39.9696
2022-07-29,39.9587
2022-07-30,39.9587
2022-07-31,39.9587
2022-08-01,39.6696
2022-08-02,40.0238
2022-08-03,40.2443
2022-08-04,40.2947
2022-08-05,40.6724
2022-08-06,40.6724
2022-08-07,40.6724
2022-08-08,40.5142
2022-08-09,40.0717
2022-08-10,40.4062
2022-08-11,40.8379
2022-08-12,41.3415
2022-08-13,41.3415
2022-08-14,41.3415
2022-08-15,41.0106
2022-08-16,41.0789
2022-08-17,40.8523
2022-08-18,41.284
2022-08-19,40.971
2022-08-20,40.971
2022-08-21,40.971
2022-08-22,40.5573
2022-08-23,41.0178
2022-08-24,41.856
2022-08-25,42.1006
2022-08-26,41.5574
2022-08-27,41.5574
2022-08-28,41.5574
2022-08-29,41.5934
2022-08-30,40.5681
2022-08-31,40.3883
2022-09-01,39.971
2022-09-02,39.8127
2022-09-03,39.8127
2022-09-04,39.8127
2022-09-05,39.8127
2022-09-06,39.381
2022-09-07,40.2372
2022-09-08,40.1257
2022-09-09,41.1117
2022-09-10,41.1117
2022-09-11,41.1117
2022-09-12,41.3599
2022-09-13,40.9138
2022-09-14,41.3059
2022-09-15,41.0397
2022-09-16,40.5361
2022-09-17,40.5361
2022-09-18,40.5361
2022-09-19,40.8167
2022-09-20,40.2231
2022-09-21,39.6188
2022-09-22,38.8094
2022-09-23,37.669
2022-09-24,37.669
2022-09-25,37.669
2022-09-26,37.2445
2022-09-27,36.6689
2022-09-28,36.892
2022-09-29,35.0285
2022-09-30,46.3924
2022-10-01,46.3924
2022-10-02,46.3924
2022-10-03,48.0462
2022-10-04,49.0951
2022-10-05,48.5633
2022-10-06,48.3438
2022-10-07,47.3827
2022-10-08,47.3827
2022-10-09,47.3827
2022-10-10,46.2655
2022-10-11,48.0151
2022-10-12,48.505
2022-10-13,50.843
2022-10-14,49.7321
2022-10-15,49.7321
2022-10-16,49.7321
2022-10-17,51.0602
2022-10-18,52.1206
2022-10-19,52.3327
2022-10-20,52.7821
2022-10-21,53.4386
2022-10-22,53.4386
2022-10-23,53.4386
2022-10-24,53.5699
2022-10-25,53.9739
2022-10-26,53.7063
2022-10-27,53.6204
2022-10-28,54.1557
2022-10-29,54.1557
2022-10-30,54.1557
2022-10-31,54.3375
2022-11-01,55.0142
2022-11-02,53.8931
2022-11-03,52.7818
2022-11-04,59.1934
2022-11-05,59.1934
2022-11-06,59.1934
2022-11-07,61.27
2022-11-08,60.8507
2022-11-09,59.9311
2022-11-10,61.6692
2022-11-11,63.7609
2022-11-12,63.7609
2022-11-13,63.7609
2022-11-14,61.4064
2022-11-15,61.942
2022-11-16,61.7904
2022-11-17,61.6793
2022-11-18,62.7049
2022-11-19,62.7049
2022-11-20,62.7049
2022-11-21,62.7251
2022-11-22,61.9066
2022-11-23,60.8355
2022-11-24,60.8355
2022-11-25,61.3003
2022-11-26,61.3003
2022-11-27,61.3003
2022-11-28,59.1581
2022-11-29,59.5421
2022-11-30,61.3054
2022-12-01,60.4162
2022-12-02,59.5471
2022-12-03,59.5471
2022-12-04,59.5471
2022-12-05,59.148
2022-12-06,59.1884
2022-12-07,59.2945
2022-12-08,60.3656
2022-12-09,60.0221
2022-12-10,60.0221
2022-12-11,60.0221
2022-12-12,59.436
2022-12-13,60.5627
2022-12-14,60.4566
2022-12-15,59.1328
2022-12-16,58.6124
2022-12-17,58.6124
2022-12-18,58.6124
2022-12-19,58.5669
2022-12-20,58.6427
2022-12-21,59.1682
2022-12-22,57.6019
2022-12-23,58.3598
2022-12-24,58.3598
2022-12-25,58.3598
2022-12-26,58.3598
2022-12-27,57.9808
2022-12-28,57.2735
2022-12-29,58.0566
2022-12-30,78.5134
2022-12-31,78.5134
2023-01-01,78.5134
2023-01-02,78.5134
2023-01-03,79.1011
2023-01-04,79.7014
2023-01-05,80.2704
2023-01-06,82.4463
2023-01-07,82.4463
2023-01-08,82.4463
2023-01-09,83.9344
2023-01-10,85.1287
2023-01-11,85.1725
2023-01-12,85.5351
2023-01-13,86.4605
2023-01-14,86.4605
2023-01-15,86.4605
2023-01-16,86.4605
2023-01-17,84.616
2023-01-18,83.7344
2023-01-19,83.0716
2023-01-20,84.691
2023-01-21,84.691
2023-01-22,84.691
2023-01-23,85.8603
2023-01-24,85.7227
2023-01-25,85.2225
2023-01-26,85.5351
2023-01-27,85.5789
2023-01-28,85.5789
2023-01-29,85.5789
2023-01-30,85.4351
2023-01-31,86.5793
2023-02-01,86.2604
2023-02-02,86.7044
2023-02-03,86.8482
2023-02-04,86.8482
2023-02-05,86.8482
2023-02-06,86.1166
2023-02-07,86.8044
2023-02-08,85.4038
2023-02-09,84.4784
2023-02-10,84.3346
2023-02-11,84.3346
2023-02-12,84.3346
2023-02-13,85.5289
2023-02-14,86.4043
2023-02-15,87.511
2023-02-16,86.992
2023-02-17,85.4538
2023-02-18,85.4538
2023-02-19,85.4538
2023-02-20,85.4538
2023-02-21,83.2779
2023-02-22,83.4592
2023-02-23,85.7602
2023-02-24,85.9228
2023-02-25,85.9228
2023-02-26,85.9228
2023-02-27,85.6039
2023-02-28,86.2604
2023-03-01,88.3801
2023-03-02,89.1742
2023-03-03,89.0554
2023-03-04,89.0554
2023-03-05,89.0554
2023-03-06,88.674
2023-03-07,87.2046
2023-03-08,87.0483
2023-03-09,86.4855
2023-03-10,85.1975
2023-03-11,85.1975
2023-03-12,85.1975
2023-03-13,83.0716
2023-03-14,83.4968
2023-03-15,79.7827
2023-03-16,81.2483
2023-03-17,80.0014
2023-03-18,80.0014
2023-03-19,80.0014
