,AEO US Equity
2023-03-16,15.4451
2023-03-17,14.9781
2023-03-18,14.9781
2023-03-19,14.9781
2023-03-20,15.1443
2023-03-21,15.2076
2023-03-22,15.0256
2023-03-23,14.8752
2023-03-24,15.081
2023-03-25,15.081
2023-03-26,15.081
2023-03-27,15.1285
2023-03-28,15.2235
2023-03-29,15.2393
2023-03-30,15.271
2023-03-31,15.4847
2023-04-01,15.4847
2023-04-02,15.4847
2023-04-03,15.5639
2023-04-04,15.6826
2023-04-05,15.7222
2023-04-06,15.6272
2023-04-07,15.6272
2023-04-08,15.6272
2023-04-09,15.6272
2023-04-10,15.9359
2023-04-11,16.1892
2023-04-12,15.461
2023-04-13,15.3026
2023-04-14,15.6351
2023-04-15,15.6351
2023-04-16,15.6351
2023-04-17,15.7222
2023-04-18,15.5797
2023-04-19,15.6826
2023-04-20,15.5164
2023-04-21,15.5164
2023-04-22,15.5164
2023-04-23,15.5164
2023-04-24,15.7143
2023-04-25,15.081
2023-04-26,15.2789
2023-04-27,15.5243
2023-04-28,16.8411
2023-04-29,16.8411
2023-04-30,16.8411
2023-05-01,16.6953
2023-05-02,16.3093
2023-05-03,16.275
2023-05-04,16.1206
2023-05-05,16.7382
2023-05-06,16.7382
2023-05-07,16.7382
2023-05-08,16.9012
2023-05-09,16.601
2023-05-10,16.4551
2023-05-11,16.5581
2023-05-12,16.4894
2023-05-13,16.4894
2023-05-14,16.4894
2023-05-15,16.438
2023-05-16,16.2235
2023-05-17,16.4637
2023-05-18,16.8411
2023-05-19,15.786
2023-05-20,15.786
2023-05-21,15.786
2023-05-22,15.4601
2023-05-23,15.2628
2023-05-24,15.7088
2023-05-25,14.562
2023-05-26,14.6659
2023-05-27,14.6659
2023-05-28,14.6659
2023-05-29,14.6659
2023-05-30,14.7352
2023-05-31,14.1636
2023-06-01,14.2675
2023-06-02,14.9258
2023-06-03,14.9258
2023-06-04,14.9258
2023-06-05,14.8825
2023-06-06,15.3935
2023-06-07,15.662
2023-06-08,15.558
2023-06-09,15.6446
2023-06-10,15.6446
2023-06-11,15.6446
2023-06-12,15.5147
2023-06-13,15.584
2023-06-14,15.5061
2023-06-15,15.6793
2023-06-16,15.5234
2023-06-17,15.5234
2023-06-18,15.5234
2023-06-19,15.5234
2023-06-20,15.4281
2023-06-21,15.4454
2023-06-22,15.5234
2023-06-23,15.2895
2023-06-24,15.2895
2023-06-25,15.2895
2023-06-26,15.4628
2023-06-27,15.636
2023-06-28,15.3502
2023-06-29,15.6273
2023-06-30,15.5753
2023-07-01,15.5753
2023-07-02,15.5753
2023-07-03,15.9218
2023-07-04,15.9218
2023-07-05,15.7746
2023-07-06,15.662
2023-07-07,15.6446
2023-07-08,15.6446
2023-07-09,15.6446
2023-07-10,15.7226
2023-07-11,16.0084
2023-07-12,15.9131
2023-07-13,16.095
2023-07-14,16.095
2023-07-15,16.095
2023-07-16,16.095
2023-07-17,16.3202
2023-07-18,16.4848
2023-07-19,16.8139
2023-07-20,16.7879
2023-07-21,16.5194
2023-07-22,16.5194
2023-07-23,16.5194
2023-07-24,16.9005
2023-07-25,16.7706
2023-07-26,17.1863
2023-07-27,17.1863
2023-07-28,13.8466
2023-07-29,13.8466
2023-07-30,13.8466
2023-07-31,13.9032
2023-08-01,14.3274
2023-08-02,14.1719
2023-08-03,14.4759
2023-08-04,14.7375
2023-08-05,14.7375
2023-08-06,14.7375
2023-08-07,14.7375
2023-08-08,14.8507
2023-08-09,14.8648
2023-08-10,15.0487
2023-08-11,15.084
2023-08-12,15.084
2023-08-13,15.084
2023-08-14,15.2254
2023-08-15,15.2537
2023-08-16,15.1759
2023-08-17,14.9921
2023-08-18,15.1971
2023-08-19,15.1971
2023-08-20,15.1971
2023-08-21,15.2537
2023-08-22,14.8931
2023-08-23,15.1618
2023-08-24,15.1759
2023-08-25,15.1477
2023-08-26,15.1477
2023-08-27,15.1477
2023-08-28,15.5648
2023-08-29,15.685
2023-08-30,15.7628
2023-08-31,15.9608
2023-09-01,16.2436
2023-09-02,16.2436
2023-09-03,16.2436
2023-09-04,16.2436
2023-09-05,16.1022
2023-09-06,16.1325
2023-09-07,15.8284
2023-09-08,15.2768
2023-09-09,15.2768
2023-09-10,15.2768
2023-09-11,15.1848
2023-09-12,15.0292
2023-09-13,14.5059
2023-09-14,14.7888
2023-09-15,14.8666
2023-09-16,14.8666
2023-09-17,14.8666
2023-09-18,14.2089
2023-09-19,14.2089
2023-09-20,14.2938
2023-09-21,14.4211
2023-09-22,14.5625
2023-09-23,14.5625
2023-09-24,14.5625
2023-09-25,14.7676
2023-09-26,14.7534
2023-09-27,15.0575
2023-09-28,15.5667
2023-09-29,15.7152
2023-09-30,15.7152
2023-10-01,15.7152
2023-10-02,15.6374
2023-10-03,15.5667
2023-10-04,15.6091
2023-10-05,15.4253
2023-10-06,15.4323
2023-10-07,15.4323
2023-10-08,15.4323
2023-10-09,15.7718
2023-10-10,15.8991
2023-10-11,16.2244
2023-10-12,16.0193
2023-10-13,15.8637
2023-10-14,15.8637
2023-10-15,15.8637
2023-10-16,16.5073
2023-10-17,16.8397
2023-10-18,16.7406
2023-10-19,16.5073
2023-10-20,16.3093
2023-10-21,16.3093
2023-10-22,16.3093
2023-10-23,16.0759
2023-10-24,16.4295
2023-10-25,16.7477
2023-10-26,16.5709
2023-10-27,15.3806
2023-10-28,15.3806
2023-10-29,15.3806
2023-10-30,15.3324
2023-10-31,15.4356
2023-11-01,15.5457
2023-11-02,16.0135
2023-11-03,16.1649
2023-11-04,16.1649
2023-11-05,16.1649
2023-11-06,16.0685
2023-11-07,16.0961
2023-11-08,16.2405
2023-11-09,16.0823
2023-11-10,16.1992
2023-11-11,16.1992
2023-11-12,16.1992
2023-11-13,15.8415
2023-11-14,16.2405
2023-11-15,16.8872
2023-11-16,16.6051
2023-11-17,16.9078
2023-11-18,16.9078
2023-11-19,16.9078
2023-11-20,17.0041
2023-11-21,14.8609
2023-11-22,14.971
2023-11-23,14.971
2023-11-24,14.8747
2023-11-25,14.8747
2023-11-26,14.8747
2023-11-27,15.2738
2023-11-28,15.7899
2023-11-29,16.5606
2023-11-30,16.5125
2023-12-01,16.8428
2023-12-02,16.8428
2023-12-03,16.8428
2023-12-04,16.9253
2023-12-05,16.7395
2023-12-06,17.1455
2023-12-07,17.29
2023-12-08,17.2969
2023-12-09,17.2969
2023-12-10,17.2969
2023-12-11,17.7029
2023-12-12,17.6066
2023-12-13,17.7236
2023-12-14,17.5997
2023-12-15,17.2006
2023-12-16,17.2006
2023-12-17,17.2006
2023-12-18,17.2556
2023-12-19,17.7924
2023-12-20,17.5928
2023-12-21,17.8681
2023-12-22,17.9919
2023-12-23,17.9919
2023-12-24,17.9919
2023-12-25,17.9919
2023-12-26,17.9988
2023-12-27,18.0814
2023-12-28,18.0952
2023-12-29,17.9782
2023-12-30,17.9782
2023-12-31,17.9782
2024-01-01,17.9782
2024-01-02,17.9988
2024-01-03,17.29
2024-01-04,17.4758
2024-01-05,17.0698
2024-01-06,17.0698
2024-01-07,17.0698
2024-01-08,17.9094
2024-01-09,18.0539
2024-01-10,18.1984
2024-01-11,18.1777
2024-01-12,17.7924
2024-01-13,17.7924
2024-01-14,17.7924
2024-01-15,17.7924
2024-01-16,17.5584
2024-01-17,17.5997
2024-01-18,17.3589
2024-01-19,17.3313
2024-01-20,17.3313
2024-01-21,17.3313
2024-01-22,17.407
2024-01-23,17.235
2024-01-24,17.235
2024-01-25,17.3657
2024-01-26,17.641
2024-01-27,17.641
2024-01-28,17.641
2024-01-29,17.524
2024-01-30,17.3245
2024-01-31,17.0561
2024-02-01,17.3589
2024-02-02,21.7064
2024-02-03,21.7064
2024-02-04,21.7064
2024-02-05,21.4935
2024-02-06,21.8128
2024-02-07,21.8128
2024-02-08,22.4603
2024-02-09,23.2231
2024-02-10,23.2231
2024-02-11,23.2231
2024-02-12,23.232
2024-02-13,22.8328
2024-02-14,23.0102
2024-02-15,23.2053
2024-02-16,23.0013
2024-02-17,23.0013
2024-02-18,23.0013
2024-02-19,23.0013
2024-02-20,22.7087
2024-02-21,23.1965
2024-02-22,23.6577
2024-02-23,23.9681
2024-02-24,23.9681
2024-02-25,23.9681
2024-02-26,24.3938
2024-02-27,24.5003
2024-02-28,24.1544
2024-02-29,24.3495
2024-03-01,24.6954
2024-03-02,24.6954
2024-03-03,24.6954
2024-03-04,24.6777
2024-03-05,24.7664
2024-03-06,24.0834
2024-03-07,23.6843
2024-03-08,23.0546
2024-03-09,23.0546
2024-03-10,23.0546
2024-03-11,23.2586
2024-03-12,23.1166
2024-03-13,23.8705
2024-03-14,23.7552
2024-03-15,23.7865
2024-03-16,23.7865
2024-03-17,23.7865
2024-03-18,24.114
2024-03-19,24.2291
2024-03-20,25.2737
2024-03-21,26.1943
2024-03-22,25.796
2024-03-23,25.796
2024-03-24,25.796
2024-03-25,24.955
2024-03-26,25.194
2024-03-27,25.5393
2024-03-28,26.1147
2024-03-29,26.1147
2024-03-30,26.1147
2024-03-31,26.1147
2024-04-01,26.4776
2024-04-02,25.9996
2024-04-03,25.5038
2024-04-04,24.8576
2024-04-05,24.9727
2024-04-06,24.9727
2024-04-07,24.9727
2024-04-08,24.9019
