,MUR US Equity
2021-06-30,9.102
2021-07-01,9.102
2021-07-02,9.102
2021-07-03,9.102
2021-07-04,9.102
2021-07-05,9.102
2021-07-06,9.102
2021-07-07,9.102
2021-07-08,9.102
2021-07-09,9.102
2021-07-10,9.102
2021-07-11,9.102
2021-07-12,9.102
2021-07-13,9.102
2021-07-14,9.102
2021-07-15,9.102
2021-07-16,9.102
2021-07-17,9.102
2021-07-18,9.102
2021-07-19,9.102
2021-07-20,9.102
2021-07-21,9.102
2021-07-22,9.102
2021-07-23,9.102
2021-07-24,9.102
2021-07-25,9.102
2021-07-26,9.102
2021-07-27,9.102
2021-07-28,9.102
2021-07-29,9.102
2021-07-30,9.102
2021-07-31,9.102
2021-08-01,9.102
2021-08-02,9.102
2021-08-03,9.102
2021-08-04,9.102
2021-08-05,9.102
2021-08-06,9.102
2021-08-07,9.102
2021-08-08,9.102
2021-08-09,9.102
2021-08-10,9.102
2021-08-11,9.102
2021-08-12,9.102
2021-08-13,9.102
2021-08-14,9.102
2021-08-15,9.102
2021-08-16,9.102
2021-08-17,9.102
2021-08-18,9.102
2021-08-19,9.102
2021-08-20,9.102
2021-08-21,9.102
2021-08-22,9.102
2021-08-23,9.102
2021-08-24,9.102
2021-08-25,9.102
2021-08-26,9.102
2021-08-27,9.102
2021-08-28,9.102
2021-08-29,9.102
2021-08-30,9.102
2021-08-31,9.102
2021-09-01,9.102
2021-09-02,9.102
2021-09-03,9.102
2021-09-04,9.102
2021-09-05,9.102
2021-09-06,9.102
2021-09-07,9.102
2021-09-08,9.102
2021-09-09,9.102
2021-09-10,9.102
2021-09-11,9.102
2021-09-12,9.102
2021-09-13,9.102
2021-09-14,9.102
2021-09-15,9.102
2021-09-16,9.102
2021-09-17,9.102
2021-09-18,9.102
2021-09-19,9.102
2021-09-20,9.102
2021-09-21,9.102
2021-09-22,9.102
2021-09-23,9.102
2021-09-24,9.102
2021-09-25,9.102
2021-09-26,9.102
2021-09-27,9.102
2021-09-28,9.102
2021-09-29,9.102
2021-09-30,9.102
2021-10-01,9.102
2021-10-02,9.102
2021-10-03,9.102
2021-10-04,9.102
2021-10-05,9.102
2021-10-06,9.102
2021-10-07,9.102
2021-10-08,9.102
2021-10-09,9.102
2021-10-10,9.102
2021-10-11,9.102
2021-10-12,9.102
2021-10-13,9.102
2021-10-14,9.102
2021-10-15,9.102
2021-10-16,9.102
2021-10-17,9.102
2021-10-18,9.102
2021-10-19,9.102
2021-10-20,9.102
2021-10-21,9.102
2021-10-22,9.102
2021-10-23,9.102
2021-10-24,9.102
2021-10-25,9.102
2021-10-26,9.102
2021-10-27,9.102
2021-10-28,9.102
2021-10-29,9.102
2021-10-30,9.102
2021-10-31,9.102
2021-11-01,9.102
2021-11-02,9.102
2021-11-03,9.102
2021-11-04,9.102
2021-11-05,9.102
2021-11-06,9.102
2021-11-07,9.102
2021-11-08,9.102
2021-11-09,9.102
2021-11-10,9.102
2021-11-11,9.102
2021-11-12,9.102
2021-11-13,9.102
2021-11-14,9.102
2021-11-15,9.102
2021-11-16,9.102
2021-11-17,9.102
2021-11-18,9.102
2021-11-19,9.102
2021-11-20,9.102
2021-11-21,9.102
2021-11-22,9.102
2021-11-23,9.102
2021-11-24,9.102
2021-11-25,9.102
2021-11-26,9.102
2021-11-27,9.102
2021-11-28,9.102
2021-11-29,9.102
2021-11-30,9.102
2021-12-01,9.102
2021-12-02,9.102
2021-12-03,9.102
2021-12-04,9.102
2021-12-05,9.102
2021-12-06,9.102
2021-12-07,9.102
2021-12-08,9.102
2021-12-09,9.102
2021-12-10,9.102
2021-12-11,9.102
2021-12-12,9.102
2021-12-13,9.102
2021-12-14,9.102
2021-12-15,9.102
2021-12-16,9.102
2021-12-17,9.102
2021-12-18,9.102
2021-12-19,9.102
2021-12-20,9.102
2021-12-21,9.102
2021-12-22,9.102
2021-12-23,9.102
2021-12-24,9.102
2021-12-25,9.102
2021-12-26,9.102
2021-12-27,9.102
2021-12-28,9.102
2021-12-29,9.102
2021-12-30,9.102
2021-12-31,25.0214
2022-01-01,25.0214
2022-01-02,25.0214
2022-01-03,25.8775
2022-01-04,27.0904
2022-01-05,26.7063
2022-01-06,27.5075
2022-01-07,27.6008
2022-01-08,27.6008
2022-01-09,27.6008
2022-01-10,26.9532
2022-01-11,27.9192
2022-01-12,27.9411
2022-01-13,27.524
2022-01-14,28.1826
2022-01-15,28.1826
2022-01-16,28.1826
2022-01-17,28.1826
2022-01-18,28.0509
2022-01-19,27.8478
2022-01-20,27.4197
2022-01-21,26.8654
2022-01-22,26.8654
2022-01-23,26.8654
2022-01-24,27.2715
2022-01-25,28.2046
2022-01-26,27.5789
2022-01-27,27.8588
2022-01-28,27.9247
2022-01-29,27.9247
2022-01-30,27.9247
2022-01-31,28.0344
2022-02-01,28.7369
2022-02-02,28.715
2022-02-03,28.8522
2022-02-04,29.2748
2022-02-05,29.2748
2022-02-06,29.2748
2022-02-07,29.0388
2022-02-08,27.9137
2022-02-09,28.1552
2022-02-10,28.2046
2022-02-11,29.615
2022-02-12,29.615
2022-02-13,29.615
2022-02-14,29.143
2022-02-15,28.7369
2022-02-16,28.479
2022-02-17,28.715
2022-02-18,28.6765
2022-02-19,28.6765
2022-02-20,28.6765
2022-02-21,28.6765
2022-02-22,28.3857
2022-02-23,28.6656
2022-02-24,28.7753
2022-02-25,28.8945
2022-02-26,28.8945
2022-02-27,28.8945
2022-02-28,29.7234
2022-03-01,30.0418
2022-03-02,30.3602
2022-03-03,30.0693
2022-03-04,31.1946
2022-03-05,31.1946
2022-03-06,31.1946
2022-03-07,31.266
2022-03-08,30.8378
2022-03-09,30.6951
2022-03-10,31.0738
2022-03-11,30.9092
2022-03-12,30.9092
2022-03-13,30.9092
2022-03-14,31.0684
2022-03-15,30.7445
2022-03-16,30.8543
2022-03-17,31.7655
2022-03-18,31.9357
2022-03-19,31.9357
2022-03-20,31.9357
2022-03-21,33.2312
2022-03-22,33.2038
2022-03-23,33.4508
2022-03-24,33.5057
2022-03-25,34.5125
2022-03-26,34.5125
2022-03-27,34.5125
2022-03-28,32.4865
2022-03-29,32.7404
2022-03-30,33.0882
2022-03-31,18.6787
2022-04-01,19.0011
2022-04-02,19.0011
2022-04-03,19.0011
2022-04-04,19.0725
2022-04-05,18.5267
2022-04-06,18.719
2022-04-07,18.936
2022-04-08,19.2554
2022-04-09,19.2554
2022-04-10,19.2554
2022-04-11,18.7717
2022-04-12,18.8678
2022-04-13,19.1035
2022-04-14,19.3143
2022-04-15,19.3143
2022-04-16,19.3143
2022-04-17,19.3143
2022-04-18,19.7298
2022-04-19,19.581
2022-04-20,19.6771
2022-04-21,18.6694
2022-04-22,18.1577
2022-04-23,18.1577
2022-04-24,18.1577
2022-04-25,17.9345
2022-04-26,17.7267
2022-04-27,17.8446
2022-04-28,18.2135
2022-04-29,17.9624
2022-04-30,17.9624
2022-05-01,17.9624
2022-05-02,17.7205
2022-05-03,18.2166
2022-05-04,18.4714
2022-05-05,17.6961
2022-05-06,18.0217
2022-05-07,18.0217
2022-05-08,18.0217
2022-05-09,16.4868
2022-05-10,16.3442
2022-05-11,16.4062
2022-05-12,16.4558
2022-05-13,16.8248
2022-05-14,16.8248
2022-05-15,16.8248
2022-05-16,17.045
2022-05-17,17.3954
2022-05-18,16.8124
2022-05-19,16.7504
2022-05-20,17.076
2022-05-21,17.076
2022-05-22,17.076
2022-05-23,17.5876
2022-05-24,17.5132
2022-05-25,18.1954
2022-05-26,18.8404
2022-05-27,19.6373
2022-05-28,19.6373
2022-05-29,19.6373
2022-05-30,19.6373
2022-05-31,19.3086
2022-06-01,19.4946
2022-06-02,19.5939
2022-06-03,19.6311
2022-06-04,19.6311
2022-06-05,19.6311
2022-06-06,19.6156
2022-06-07,20.2078
2022-06-08,19.9908
2022-06-09,20.1179
2022-06-10,19.845
2022-06-11,19.845
2022-06-12,19.845
2022-06-13,19.0822
2022-06-14,19.0481
2022-06-15,18.676
2022-06-16,17.4357
2022-06-17,16.586
2022-06-18,16.586
2022-06-19,16.586
2022-06-20,16.586
2022-06-21,16.7535
2022-06-22,16.0527
2022-06-23,15.8759
2022-06-24,16.062
2022-06-25,16.062
2022-06-26,16.062
2022-06-27,16.4589
2022-06-28,16.5736
2022-06-29,15.9411
2022-06-30,7.2651
2022-07-01,7.2949
2022-07-02,7.2949
2022-07-03,7.2949
2022-07-04,7.2949
2022-07-05,6.9135
2022-07-06,6.8316
2022-07-07,7.0506
2022-07-08,7.0804
2022-07-09,7.0804
2022-07-10,7.0804
2022-07-11,7.0655
2022-07-12,6.9031
2022-07-13,6.8941
2022-07-14,6.7898
2022-07-15,6.9791
2022-07-16,6.9791
2022-07-17,6.9791
2022-07-18,7.1712
2022-07-19,7.3888
2022-07-20,7.4916
2022-07-21,7.3605
2022-07-22,7.2457
2022-07-23,7.2457
2022-07-24,7.2457
2022-07-25,7.5571
2022-07-26,7.5258
2022-07-27,7.7165
2022-07-28,7.7433
2022-07-29,8.0026
2022-07-30,8.0026
2022-07-31,8.0026
2022-08-01,7.9102
2022-08-02,7.8521
2022-08-03,7.5422
2022-08-04,7.6073
2022-08-05,7.6267
2022-08-06,7.6267
2022-08-07,7.6267
2022-08-08,7.6177
2022-08-09,7.7519
2022-08-10,7.8085
2022-08-11,7.9755
2022-08-12,8.0187
2022-08-13,8.0187
2022-08-14,8.0187
2022-08-15,7.9457
2022-08-16,7.8637
2022-08-17,7.9486
2022-08-18,8.2184
2022-08-19,8.1514
2022-08-20,8.1514
2022-08-21,8.1514
2022-08-22,8.2348
2022-08-23,8.363
2022-08-24,8.5106
2022-08-25,8.5911
2022-08-26,8.5285
2022-08-27,8.5285
2022-08-28,8.5285
2022-08-29,8.837
2022-08-30,8.5494
2022-08-31,8.5762
2022-09-01,8.4286
2022-09-02,8.603
2022-09-03,8.603
2022-09-04,8.603
2022-09-05,8.603
2022-09-06,8.5434
2022-09-07,8.4152
2022-09-08,8.4838
2022-09-09,8.7044
2022-09-10,8.7044
2022-09-11,8.7044
2022-09-12,8.8341
2022-09-13,8.6731
2022-09-14,8.8877
2022-09-15,8.8117
2022-09-16,8.6328
2022-09-17,8.6328
2022-09-18,8.6328
2022-09-19,8.5777
2022-09-20,8.5523
2022-09-21,8.4078
2022-09-22,8.2244
2022-09-23,7.737
2022-09-24,7.737
2022-09-25,7.737
2022-09-26,7.5611
2022-09-27,7.6669
2022-09-28,7.9889
2022-09-29,8.0679
2022-09-30,5.094
2022-10-01,5.094
2022-10-02,5.094
2022-10-03,5.4825
2022-10-04,5.697
2022-10-05,5.8531
2022-10-06,5.9184
2022-10-07,5.9233
2022-10-08,5.9233
2022-10-09,5.9233
2022-10-10,5.8195
2022-10-11,5.7424
2022-10-12,5.8176
2022-10-13,6.038
2022-10-14,5.8126
2022-10-15,5.8126
2022-10-16,5.8126
2022-10-17,5.8037
2022-10-18,5.8986
2022-10-19,6.0746
2022-10-20,6.0904
2022-10-21,6.3049
2022-10-22,6.3049
2022-10-23,6.3049
2022-10-24,6.3385
2022-10-25,6.3672
2022-10-26,6.3879
2022-10-27,6.3563
2022-10-28,6.3217
2022-10-29,6.3217
2022-10-30,6.3217
2022-10-31,6.4126
2022-11-01,6.5481
2022-11-02,6.4028
2022-11-03,6.2486
2022-11-04,6.2536
2022-11-05,6.2536
2022-11-06,6.2536
2022-11-07,6.389
2022-11-08,6.4266
2022-11-09,6.1359
2022-11-10,6.3781
2022-11-11,6.6322
2022-11-12,6.6322
2022-11-13,6.6322
2022-11-14,6.4611
2022-11-15,6.5076
2022-11-16,6.3712
2022-11-17,6.3742
2022-11-18,6.2891
2022-11-19,6.2891
2022-11-20,6.2891
2022-11-21,6.1685
2022-11-22,6.3643
2022-11-23,6.3079
2022-11-24,6.3079
2022-11-25,6.3158
2022-11-26,6.3158
2022-11-27,6.3158
2022-11-28,6.1023
2022-11-29,6.219
2022-11-30,6.2832
2022-12-01,6.1646
2022-12-02,6.133
2022-12-03,6.133
2022-12-04,6.133
2022-12-05,5.9926
2022-12-06,5.868
2022-12-07,5.8334
2022-12-08,5.7445
2022-12-09,5.6674
2022-12-10,5.6674
2022-12-11,5.6674
2022-12-12,5.7573
2022-12-13,5.8364
2022-12-14,5.7988
2022-12-15,5.8255
2022-12-16,5.788
2022-12-17,5.788
2022-12-18,5.788
2022-12-19,5.7118
2022-12-20,5.7702
2022-12-21,5.9323
2022-12-22,5.7761
2022-12-23,5.9343
2022-12-24,5.9343
2022-12-25,5.9343
2022-12-26,5.9343
2022-12-27,5.9432
2022-12-28,5.7395
2022-12-29,5.867
2022-12-30,5.7569
2022-12-31,5.7569
2023-01-01,5.7569
2023-01-02,5.7569
2023-01-03,5.5208
2023-01-04,5.5286
2023-01-05,5.56
2023-01-06,5.6031
2023-01-07,5.6031
2023-01-08,5.6031
2023-01-09,5.6481
2023-01-10,5.6187
2023-01-11,5.6207
2023-01-12,5.6481
2023-01-13,5.6844
2023-01-14,5.6844
2023-01-15,5.6844
2023-01-16,5.6844
2023-01-17,5.6677
2023-01-18,5.5962
2023-01-19,5.6452
2023-01-20,5.6697
2023-01-21,5.6697
2023-01-22,5.6697
2023-01-23,5.7128
2023-01-24,5.7324
2023-01-25,5.7441
2023-01-26,5.9861
2023-01-27,5.898
2023-01-28,5.898
2023-01-29,5.898
2023-01-30,5.7647
2023-01-31,5.8157
2023-02-01,5.6775
2023-02-02,5.5991
2023-02-03,5.6217
2023-02-04,5.6217
2023-02-05,5.6217
2023-02-06,5.5982
2023-02-07,5.7196
2023-02-08,5.6903
2023-02-09,5.5521
2023-02-10,5.7588
2023-02-11,5.7588
2023-02-12,5.7588
2023-02-13,5.7726
2023-02-14,5.8147
2023-02-15,5.7432
2023-02-16,5.6403
2023-02-17,5.4159
2023-02-18,5.4159
2023-02-19,5.4159
2023-02-20,5.4159
2023-02-21,5.3699
2023-02-22,5.3101
2023-02-23,5.3797
2023-02-24,5.411
2023-02-25,5.411
2023-02-26,5.411
2023-02-27,5.4874
2023-02-28,5.3735
2023-03-01,5.4776
2023-03-02,5.5443
2023-03-03,5.6229
2023-03-04,5.6229
2023-03-05,5.6229
2023-03-06,5.5954
2023-03-07,5.4746
2023-03-08,5.3559
2023-03-09,5.2508
2023-03-10,5.1418
2023-03-11,5.1418
2023-03-12,5.1418
2023-03-13,5.0564
2023-03-14,5.0869
2023-03-15,4.9082
2023-03-16,4.9789
2023-03-17,4.8257
2023-03-18,4.8257
2023-03-19,4.8257
2023-03-20,4.9593
2023-03-21,5.0957
2023-03-22,4.9926
2023-03-23,4.922
2023-03-24,4.9371
2023-03-25,4.9371
2023-03-26,4.9371
2023-03-27,5.0699
2023-03-28,5.0886
2023-03-29,5.1604
2023-03-30,5.1299
2023-03-31,4.3467
2023-04-01,4.3467
2023-04-02,4.3467
2023-04-03,4.5688
2023-04-04,4.4918
2023-04-05,4.5105
2023-04-06,4.457
2023-04-07,4.457
2023-04-08,4.457
2023-04-09,4.457
2023-04-10,4.487
2023-04-11,4.551
2023-04-12,4.5016
2023-04-13,4.4829
2023-04-14,4.5186
2023-04-15,4.5186
2023-04-16,4.5186
2023-04-17,4.5032
2023-04-18,4.5024
2023-04-19,4.4286
2023-04-20,4.3864
2023-04-21,4.3638
2023-04-22,4.3638
2023-04-23,4.3638
2023-04-24,4.3913
2023-04-25,4.2973
2023-04-26,4.2097
2023-04-27,4.2567
2023-04-28,4.3248
2023-04-29,4.3248
2023-04-30,4.3248
2023-05-01,4.294
2023-05-02,4.1279
2023-05-03,4.1189
2023-05-04,4.0549
2023-05-05,4.1619
2023-05-06,4.1619
