,TNET US Equity
2020-06-11,11.5035
2020-06-12,12.0709
2020-06-13,12.0709
2020-06-14,12.0709
2020-06-15,12.2886
2020-06-16,12.5789
2020-06-17,12.5943
2020-06-18,12.812
2020-06-19,13.2562
2020-06-20,13.2562
2020-06-21,13.2562
2020-06-22,13.1726
2020-06-23,13.4079
2020-06-24,12.7878
2020-06-25,13.1506
2020-06-26,13.2232
2020-06-27,13.2232
2020-06-28,13.2232
2020-06-29,13.4541
2020-06-30,9.57
2020-07-01,9.5573
2020-07-02,9.6922
2020-07-03,9.6922
2020-07-04,9.6922
2020-07-05,9.6922
2020-07-06,9.6985
2020-07-07,9.297
2020-07-08,9.3684
2020-07-09,9.2288
2020-07-10,9.4018
2020-07-11,9.4018
2020-07-12,9.4018
2020-07-13,9.4208
2020-07-14,9.6208
2020-07-15,9.916
2020-07-16,9.808
2020-07-17,9.7938
2020-07-18,9.7938
2020-07-19,9.7938
2020-07-20,9.7446
2020-07-21,9.9128
2020-07-22,9.9239
2020-07-23,9.9001
2020-07-24,9.7192
2020-07-25,9.7192
2020-07-26,9.7192
2020-07-27,9.8993
2020-07-28,11.0563
2020-07-29,10.696
2020-07-30,10.6564
2020-07-31,10.3738
2020-08-01,10.3738
2020-08-02,10.3738
2020-08-03,10.2643
2020-08-04,10.2881
2020-08-05,10.5262
2020-08-06,10.6738
2020-08-07,10.7976
2020-08-08,10.7976
2020-08-09,10.7976
2020-08-10,10.8659
2020-08-11,10.9198
2020-08-12,10.9754
2020-08-13,11.0547
2020-08-14,10.9754
2020-08-15,10.9754
2020-08-16,10.9754
2020-08-17,10.977
2020-08-18,10.8357
2020-08-19,10.7262
2020-08-20,10.6881
2020-08-21,10.6944
2020-08-22,10.6944
2020-08-23,10.6944
2020-08-24,10.8738
2020-08-25,10.6929
2020-08-26,10.6913
2020-08-27,10.8214
2020-08-28,10.9262
2020-08-29,10.9262
2020-08-30,10.9262
2020-08-31,10.6659
2020-09-01,10.6246
2020-09-02,10.6643
2020-09-03,10.204
2020-09-04,9.9326
2020-09-05,9.9326
2020-09-06,9.9326
2020-09-07,9.9326
2020-09-08,9.6358
2020-09-09,9.8263
2020-09-10,9.7104
2020-09-11,9.6644
2020-09-12,9.6644
2020-09-13,9.6644
2020-09-14,9.6612
2020-09-15,9.7215
2020-09-16,9.8215
2020-09-17,9.7501
2020-09-18,9.6009
2020-09-19,9.6009
2020-09-20,9.6009
2020-09-21,9.3136
2020-09-22,9.4453
2020-09-23,9.0517
2020-09-24,9.1755
2020-09-25,9.2279
2020-09-26,9.2279
2020-09-27,9.2279
2020-09-28,9.466
2020-09-29,9.2597
2020-09-30,10.0473
2020-10-01,10.1027
2020-10-02,10.2638
2020-10-03,10.2638
2020-10-04,10.2638
2020-10-05,10.4937
2020-10-06,10.492
2020-10-07,10.8428
2020-10-08,11.0643
2020-10-09,11.1281
2020-10-10,11.1281
2020-10-11,11.1281
2020-10-12,11.3513
2020-10-13,11.4503
2020-10-14,11.5795
2020-10-15,11.7759
2020-10-16,11.8648
2020-10-17,11.8648
2020-10-18,11.8648
2020-10-19,11.8094
2020-10-20,11.9118
2020-10-21,11.8212
2020-10-22,12.0511
2020-10-23,12.2172
2020-10-24,12.2172
2020-10-25,12.2172
2020-10-26,11.8072
2020-10-27,11.7241
2020-10-28,11.8072
2020-10-29,11.8288
2020-10-30,11.5446
2020-10-31,11.5446
2020-11-01,11.5446
2020-11-02,11.7174
2020-11-03,11.9019
2020-11-04,12.0415
2020-11-05,12.5815
2020-11-06,12.4569
2020-11-07,12.4569
2020-11-08,12.4569
2020-11-09,12.7909
2020-11-10,12.5815
2020-11-11,12.5416
2020-11-12,12.4021
2020-11-13,12.5649
2020-11-14,12.5649
2020-11-15,12.5649
2020-11-16,12.7045
2020-11-17,12.4968
2020-11-18,12.3539
2020-11-19,12.5583
2020-11-20,12.535
2020-11-21,12.535
2020-11-22,12.535
2020-11-23,12.5882
2020-11-24,12.8507
2020-11-25,12.8607
2020-11-26,12.8607
2020-11-27,12.8058
2020-11-28,12.8058
2020-11-29,12.8058
2020-11-30,12.5549
2020-12-01,13.0485
2020-12-02,12.7909
2020-12-03,12.7992
2020-12-04,12.9504
2020-12-05,12.9504
2020-12-06,12.9504
2020-12-07,12.9155
2020-12-08,13.0169
2020-12-09,12.9188
2020-12-10,12.859
2020-12-11,13.0385
2020-12-12,13.0385
2020-12-13,13.0385
2020-12-14,13.0833
2020-12-15,13.3941
2020-12-16,13.4572
2020-12-17,13.8095
2020-12-18,13.8577
2020-12-19,13.8577
2020-12-20,13.8577
2020-12-21,13.7165
2020-12-22,13.7729
2020-12-23,13.8378
2020-12-24,13.7414
2020-12-25,13.7414
2020-12-26,13.7414
2020-12-27,13.7414
2020-12-28,13.8112
2020-12-29,13.527
2020-12-30,13.532
2020-12-31,14.7899
2021-01-01,14.7899
2021-01-02,14.7899
2021-01-03,14.7899
2021-01-04,14.5436
2021-01-05,14.4694
2021-01-06,15.0379
2021-01-07,15.3874
2021-01-08,15.1412
2021-01-09,15.1412
2021-01-10,15.1412
2021-01-11,15.2444
2021-01-12,15.4707
2021-01-13,15.2154
2021-01-14,15.2697
2021-01-15,14.7482
2021-01-16,14.7482
2021-01-17,14.7482
2021-01-18,14.7482
2021-01-19,14.9275
2021-01-20,15.2462
2021-01-21,14.8442
2021-01-22,14.8026
2021-01-23,14.8026
2021-01-24,14.8026
2021-01-25,14.6613
2021-01-26,14.7899
2021-01-27,13.7596
2021-01-28,14.1652
2021-01-29,13.6147
2021-01-30,13.6147
2021-01-31,13.6147
2021-02-01,14.0221
2021-02-02,14.2811
2021-02-03,14.1634
2021-02-04,14.4766
2021-02-05,14.3119
2021-02-06,14.3119
2021-02-07,14.3119
2021-02-08,14.6179
2021-02-09,14.8406
2021-02-10,15.1176
2021-02-11,15.4236
2021-02-12,15.487
2021-02-13,15.487
2021-02-14,15.487
2021-02-15,15.487
2021-02-16,14.407
2021-02-17,14.2761
2021-02-18,14.4177
2021-02-19,14.5432
2021-02-20,14.5432
2021-02-21,14.5432
2021-02-22,14.8983
2021-02-23,15.2283
2021-02-24,15.5528
2021-02-25,15.0041
2021-02-26,14.5899
2021-02-27,14.5899
2021-02-28,14.5899
2021-03-01,15.2103
2021-03-02,14.8642
2021-03-03,14.6006
2021-03-04,13.869
2021-03-05,14.4787
2021-03-06,14.4787
2021-03-07,14.4787
2021-03-08,14.6903
2021-03-09,15.1978
2021-03-10,15.1745
2021-03-11,15.413
2021-03-12,15.82
2021-03-13,15.82
2021-03-14,15.82
2021-03-15,15.2014
2021-03-16,15.2175
2021-03-17,15.0525
2021-03-18,14.7028
2021-03-19,14.6706
2021-03-20,14.6706
2021-03-21,14.6706
2021-03-22,14.4841
2021-03-23,14.2671
2021-03-24,14.1182
2021-03-25,14.1308
2021-03-26,14.3047
2021-03-27,14.3047
2021-03-28,14.3047
2021-03-29,14.0627
2021-03-30,14.0914
2021-03-31,13.2866
2021-04-01,13.5328
2021-04-02,13.5328
2021-04-03,13.5328
2021-04-04,13.5328
2021-04-05,13.6268
2021-04-06,13.5926
2021-04-07,13.3482
2021-04-08,13.5772
2021-04-09,13.8337
2021-04-10,13.8337
2021-04-11,13.8337
2021-04-12,13.9773
2021-04-13,13.8901
2021-04-14,14.1021
2021-04-15,14.2544
2021-04-16,14.3551
2021-04-17,14.3551
2021-04-18,14.3551
2021-04-19,14.1879
2021-04-20,14.0565
2021-04-21,14.2425
2021-04-22,14.2544
2021-04-23,14.5907
2021-04-24,14.5907
2021-04-25,14.5907
2021-04-26,14.3467
2021-04-27,13.2288
2021-04-28,13.4387
2021-04-29,13.5718
2021-04-30,13.3926
2021-05-01,13.3926
2021-05-02,13.3926
2021-05-03,13.5274
2021-05-04,13.4421
2021-05-05,13.4489
2021-05-06,13.5701
2021-05-07,13.908
2021-05-08,13.908
2021-05-09,13.908
2021-05-10,13.5189
2021-05-11,13.1844
2021-05-12,12.9454
2021-05-13,13.4489
2021-05-14,13.6537
2021-05-15,13.6537
2021-05-16,13.6537
2021-05-17,13.5718
2021-05-18,13.3073
2021-05-19,13.169
2021-05-20,13.2373
2021-05-21,13.1537
2021-05-22,13.1537
2021-05-23,13.1537
2021-05-24,13.3721
2021-05-25,13.2339
2021-05-26,13.1895
2021-05-27,13.0427
2021-05-28,12.8174
2021-05-29,12.8174
2021-05-30,12.8174
2021-05-31,12.8174
2021-06-01,12.7577
2021-06-02,12.4317
2021-06-03,12.4556
2021-06-04,12.447
2021-06-05,12.447
2021-06-06,12.447
2021-06-07,12.3976
2021-06-08,12.5546
2021-06-09,12.3651
2021-06-10,12.2986
2021-06-11,12.5768
2021-06-12,12.5768
2021-06-13,12.5768
2021-06-14,12.401
2021-06-15,12.5699
2021-06-16,12.3685
2021-06-17,12.2337
2021-06-18,11.9726
2021-06-19,11.9726
2021-06-20,11.9726
2021-06-21,12.2781
2021-06-22,12.2951
2021-06-23,12.2678
2021-06-24,12.4624
2021-06-25,12.6553
2021-06-26,12.6553
2021-06-27,12.6553
2021-06-28,12.4795
2021-06-29,12.5529
2021-06-30,14.171
2021-07-01,14.2203
2021-07-02,14.2321
2021-07-03,14.2321
2021-07-04,14.2321
2021-07-05,14.2321
2021-07-06,13.9343
2021-07-07,13.8573
2021-07-08,13.7784
2021-07-09,13.879
2021-07-10,13.879
2021-07-11,13.879
2021-07-12,14.0605
2021-07-13,13.9777
2021-07-14,14.1453
2021-07-15,14.2025
2021-07-16,14.1532
2021-07-17,14.1532
2021-07-18,14.1532
2021-07-19,13.8258
2021-07-20,14.1887
2021-07-21,14.2124
2021-07-22,14.1315
2021-07-23,14.3347
2021-07-24,14.3347
2021-07-25,14.3347
2021-07-26,14.3057
2021-07-27,15.4335
2021-07-28,15.6208
2021-07-29,16.0231
2021-07-30,16.236
2021-07-31,16.236
2021-08-01,16.236
2021-08-02,16.3701
2021-08-03,16.658
2021-08-04,16.6363
2021-08-05,16.9202
2021-08-06,17.0701
2021-08-07,17.0701
2021-08-08,17.0701
2021-08-09,17.0129
2021-08-10,17.3067
2021-08-11,17.5749
2021-08-12,17.5768
2021-08-13,17.7464
2021-08-14,17.7464
2021-08-15,17.7464
2021-08-16,17.8292
2021-08-17,17.6774
2021-08-18,17.4487
2021-08-19,17.8411
2021-08-20,17.8746
2021-08-21,17.8746
2021-08-22,17.8746
2021-08-23,17.9436
2021-08-24,18.0284
2021-08-25,17.9061
2021-08-26,17.847
2021-08-27,17.9633
2021-08-28,17.9633
2021-08-29,17.9633
2021-08-30,17.8213
2021-08-31,18.0304
2021-09-01,18.1487
2021-09-02,18.1526
2021-09-03,18.0244
2021-09-04,18.0244
2021-09-05,18.0244
2021-09-06,18.0244
2021-09-07,18.1073
2021-09-08,18.0718
2021-09-09,18.0146
2021-09-10,18.0146
2021-09-11,18.0146
2021-09-12,18.0146
2021-09-13,18.1526
2021-09-14,17.918
2021-09-15,18.2196
2021-09-16,18.2847
2021-09-17,18.3399
2021-09-18,18.3399
2021-09-19,18.3399
2021-09-20,18.5903
2021-09-21,18.545
2021-09-22,18.6278
2021-09-23,18.7698
2021-09-24,18.8762
2021-09-25,18.8762
2021-09-26,18.8762
2021-09-27,18.7146
2021-09-28,18.4957
2021-09-29,18.6613
2021-09-30,15.4791
2021-10-01,15.8068
2021-10-02,15.8068
2021-10-03,15.8068
2021-10-04,15.8653
2021-10-05,16.3132
2021-10-06,16.2062
2021-10-07,16.482
2021-10-08,16.3784
2021-10-09,16.3784
2021-10-10,16.3784
2021-10-11,16.3283
2021-10-12,16.35
2021-10-13,16.3182
2021-10-14,16.111
2021-10-15,16.1678
2021-10-16,16.1678
2021-10-17,16.1678
2021-10-18,16.1528
2021-10-19,15.9622
2021-10-20,15.8636
2021-10-21,15.8753
2021-10-22,15.8753
2021-10-23,15.8753
2021-10-24,15.8753
2021-10-25,15.8605
2021-10-26,16.1058
2021-10-27,16.024
2021-10-28,16.3862
2021-10-29,16.5664
2021-10-30,16.5664
2021-10-31,16.5664
2021-11-01,16.6131
2021-11-02,16.6815
2021-11-03,16.9752
2021-11-04,16.8417
2021-11-05,17.3841
2021-11-06,17.3841
2021-11-07,17.3841
2021-11-08,17.4675
2021-11-09,17.4375
2021-11-10,17.2706
2021-11-11,17.7045
2021-11-12,17.7662
2021-11-13,17.7662
2021-11-14,17.7662
2021-11-15,17.5793
2021-11-16,17.7512
2021-11-17,17.5309
2021-11-18,17.3307
2021-11-19,17.319
2021-11-20,17.319
2021-11-21,17.319
2021-11-22,17.3808
2021-11-23,17.6578
2021-11-24,17.4442
2021-11-25,17.4442
2021-11-26,16.77
2021-11-27,16.77
2021-11-28,16.77
2021-11-29,16.9786
2021-11-30,16.4079
2021-12-01,15.5
2021-12-02,16.0474
2021-12-03,15.7203
2021-12-04,15.7203
2021-12-05,15.7203
2021-12-06,16.1826
2021-12-07,16.1459
2021-12-08,16.0407
2021-12-09,15.6786
2021-12-10,15.7437
2021-12-11,15.7437
2021-12-12,15.7437
2021-12-13,15.697
2021-12-14,15.3131
2021-12-15,15.5852
2021-12-16,14.9911
2021-12-17,15.0962
2021-12-18,15.0962
2021-12-19,15.0962
2021-12-20,14.8108
2021-12-21,15.3282
2021-12-22,15.3632
2021-12-23,15.4517
2021-12-24,15.4517
2021-12-25,15.4517
2021-12-26,15.4517
2021-12-27,15.8505
2021-12-28,15.9406
2021-12-29,15.8522
2021-12-30,15.6302
2021-12-31,13.326
2022-01-01,13.326
2022-01-02,13.326
2022-01-03,13.4965
2022-01-04,13.6367
2022-01-05,13.0991
2022-01-06,12.9228
2022-01-07,12.6063
2022-01-08,12.6063
2022-01-09,12.6063
2022-01-10,12.6006
2022-01-11,12.4748
2022-01-12,12.3347
2022-01-13,12.154
2022-01-14,11.959
2022-01-15,11.959
2022-01-16,11.959
2022-01-17,11.959
2022-01-18,11.6136
2022-01-19,11.7538
2022-01-20,11.6743
2022-01-21,11.5645
2022-01-22,11.5645
2022-01-23,11.5645
2022-01-24,11.9387
2022-01-25,11.5095
2022-01-26,11.2278
2022-01-27,11.3275
2022-01-28,11.641
2022-01-29,11.641
2022-01-30,11.641
2022-01-31,11.8723
2022-02-01,11.9503
2022-02-02,12.0601
2022-02-03,12.0269
2022-02-04,12.0731
2022-02-05,12.0731
2022-02-06,12.0731
2022-02-07,12.024
2022-02-08,12.4344
2022-02-09,12.3708
2022-02-10,12.0775
2022-02-11,11.6974
2022-02-12,11.6974
2022-02-13,11.6974
2022-02-14,11.7489
2022-02-15,12.0016
2022-02-16,11.2883
2022-02-17,12.2297
2022-02-18,12.1287
2022-02-19,12.1287
2022-02-20,12.1287
2022-02-21,12.1287
2022-02-22,11.6868
2022-02-23,11.9106
2022-02-24,12.0129
2022-02-25,12.4113
2022-02-26,12.4113
2022-02-27,12.4113
2022-02-28,12.207
2022-03-01,12.068
2022-03-02,12.3331
2022-03-03,12.2346
2022-03-04,12.278
2022-03-05,12.278
2022-03-06,12.278
2022-03-07,12.068
2022-03-08,12.1375
2022-03-09,12.1013
2022-03-10,12.068
2022-03-11,11.8971
2022-03-12,11.8971
2022-03-13,11.8971
2022-03-14,12.026
2022-03-15,12.2911
2022-03-16,12.5967
2022-03-17,12.6054
2022-03-18,13.0066
2022-03-19,13.0066
2022-03-20,13.0066
2022-03-21,13.1297
2022-03-22,12.9863
2022-03-23,12.9631
2022-03-24,13.3644
2022-03-25,13.3571
2022-03-26,13.3571
2022-03-27,13.3571
2022-03-28,13.6439
2022-03-29,14.4464
2022-03-30,14.3624
2022-03-31,12.7667
2022-04-01,12.8806
2022-04-02,12.8806
2022-04-03,12.8806
2022-04-04,12.7503
2022-04-05,12.4834
2022-04-06,12.4517
2022-04-07,12.4163
2022-04-08,12.3278
2022-04-09,12.3278
2022-04-10,12.3278
2022-04-11,12.157
2022-04-12,11.5895
2022-04-13,11.7544
2022-04-14,11.7963
2022-04-15,11.7963
2022-04-16,11.7963
2022-04-17,11.7963
2022-04-18,11.7413
2022-04-19,12.009
2022-04-20,12.1034
2022-04-21,11.8261
2022-04-22,11.4676
2022-04-23,11.4676
2022-04-24,11.4676
2022-04-25,11.3924
2022-04-26,11.2118
2022-04-27,11.2214
2022-04-28,11.3959
2022-04-29,10.9239
2022-04-30,10.9239
2022-05-01,10.9239
2022-05-02,10.882
2022-05-03,10.8629
2022-05-04,10.888
2022-05-05,10.4793
2022-05-06,10.4076
2022-05-07,10.4076
2022-05-08,10.4076
2022-05-09,10.1208
2022-05-10,10.0133
2022-05-11,9.8914
2022-05-12,9.7922
2022-05-13,9.9571
2022-05-14,9.9571
2022-05-15,9.9571
2022-05-16,9.8567
2022-05-17,10.0981
2022-05-18,9.4994
2022-05-19,9.2855
2022-05-20,9.3286
2022-05-21,9.3286
2022-05-22,9.3286
2022-05-23,9.423
2022-05-24,9.276
2022-05-25,9.2222
2022-05-26,9.6094
2022-05-27,9.705
2022-05-28,9.705
2022-05-29,9.705
2022-05-30,9.705
2022-05-31,9.7098
2022-06-01,9.7325
2022-06-02,9.8806
2022-06-03,9.7982
2022-06-04,9.7982
2022-06-05,9.7982
2022-06-06,9.797
2022-06-07,9.9356
2022-06-08,9.7731
2022-06-09,9.6321
2022-06-10,9.4708
2022-06-11,9.4708
2022-06-12,9.4708
2022-06-13,9.1003
2022-06-14,9.2246
2022-06-15,9.1768
2022-06-16,8.694
2022-06-17,8.7358
2022-06-18,8.7358
2022-06-19,8.7358
2022-06-20,8.7358
2022-06-21,9.0083
2022-06-22,9.0692
2022-06-23,9.2294
2022-06-24,9.4791
2022-06-25,9.4791
2022-06-26,9.4791
2022-06-27,9.5425
2022-06-28,9.3596
2022-06-29,9.3572
2022-06-30,9.5019
2022-07-01,9.5235
2022-07-02,9.5235
2022-07-03,9.5235
2022-07-04,9.5235
2022-07-05,9.5607
2022-07-06,9.6747
2022-07-07,9.875
2022-07-08,9.8882
2022-07-09,9.8882
2022-07-10,9.8882
2022-07-11,9.7311
2022-07-12,9.6723
2022-07-13,9.5607
2022-07-14,9.5235
2022-07-15,9.6027
2022-07-16,9.6027
2022-07-17,9.6027
2022-07-18,9.5211
2022-07-19,9.7946
2022-07-20,9.9746
2022-07-21,10.0945
2022-07-22,9.8738
2022-07-23,9.8738
2022-07-24,9.8738
2022-07-25,9.8966
2022-07-26,9.6298
2022-07-27,9.9518
2022-07-28,10.0439
2022-07-29,10.0655
2022-07-30,10.0655
2022-07-31,10.0655
2022-08-01,10.0571
2022-08-02,10.0008
2022-08-03,10.245
2022-08-04,10.2426
2022-08-05,10.2618
2022-08-06,10.2618
2022-08-07,10.2618
2022-08-08,10.4796
2022-08-09,10.5287
2022-08-10,10.877
2022-08-11,10.8626
2022-08-12,11.1343
2022-08-13,11.1343
2022-08-14,11.1343
2022-08-15,11.199
2022-08-16,11.0805
2022-08-17,10.9943
2022-08-18,10.8662
2022-08-19,10.9057
2022-08-20,10.9057
2022-08-21,10.9057
2022-08-22,10.7609
2022-08-23,10.6568
2022-08-24,10.6173
2022-08-25,10.5646
2022-08-26,10.2594
2022-08-27,10.2594
2022-08-28,10.2594
2022-08-29,10.1852
2022-08-30,9.9685
2022-08-31,10.0535
2022-09-01,10.0727
2022-09-02,9.8165
2022-09-03,9.8165
2022-09-04,9.8165
2022-09-05,9.8165
2022-09-06,9.9159
2022-09-07,10.0607
2022-09-08,9.941
2022-09-09,10.0248
2022-09-10,10.0248
2022-09-11,10.0248
2022-09-12,10.0128
2022-09-13,9.4526
2022-09-14,9.4191
2022-09-15,9.3174
2022-09-16,9.3294
2022-09-17,9.3294
2022-09-18,9.3294
2022-09-19,9.4969
2022-09-20,9.4263
2022-09-21,9.315
2022-09-22,9.1139
2022-09-23,8.9056
2022-09-24,8.9056
2022-09-25,8.9056
2022-09-26,8.7871
2022-09-27,8.7548
2022-09-28,8.9643
2022-09-29,8.7668
2022-09-30,8.2907
2022-10-01,8.2907
2022-10-02,8.2907
2022-10-03,8.6072
2022-10-04,8.763
2022-10-05,8.727
2022-10-06,8.5036
2022-10-07,8.2896
2022-10-08,8.2896
2022-10-09,8.2896
2022-10-10,8.2814
2022-10-11,8.2303
2022-10-12,8.264
2022-10-13,8.4676
2022-10-14,8.1651
2022-10-15,8.1651
2022-10-16,8.1651
2022-10-17,8.506
2022-10-18,8.5606
2022-10-19,8.6967
2022-10-20,8.5164
2022-10-21,8.5571
2022-10-22,8.5571
2022-10-23,8.5571
2022-10-24,8.6502
2022-10-25,8.9276
2022-10-26,7.6597
2022-10-27,7.4919
2022-10-28,7.6189
2022-10-29,7.6189
2022-10-30,7.6189
2022-10-31,7.5781
2022-11-01,7.563
2022-11-02,7.3182
2022-11-03,7.1504
2022-11-04,7.2017
2022-11-05,7.2017
2022-11-06,7.2017
2022-11-07,7.8182
2022-11-08,7.7646
2022-11-09,7.7529
2022-11-10,8.0244
2022-11-11,7.9592
2022-11-12,7.9592
2022-11-13,7.9592
2022-11-14,8.0746
2022-11-15,8.12
2022-11-16,8.0547
2022-11-17,8.092
2022-11-18,8.0897
2022-11-19,8.0897
2022-11-20,8.0897
2022-11-21,8.1561
2022-11-22,8.1643
2022-11-23,8.233
2022-11-24,8.233
2022-11-25,8.254
2022-11-26,8.254
2022-11-27,8.254
2022-11-28,8.2191
2022-11-29,8.247
2022-11-30,8.451
2022-12-01,8.3869
2022-12-02,8.3659
2022-12-03,8.3659
2022-12-04,8.3659
2022-12-05,8.3554
2022-12-06,8.3368
2022-12-07,7.8217
2022-12-08,7.9708
2022-12-09,7.8893
2022-12-10,7.8893
2022-12-11,7.8893
2022-12-12,7.8963
2022-12-13,7.951
2022-12-14,7.8753
2022-12-15,7.6364
2022-12-16,7.5245
2022-12-17,7.5245
2022-12-18,7.5245
2022-12-19,7.3252
2022-12-20,7.3485
2022-12-21,7.6247
2022-12-22,7.5735
2022-12-23,7.6282
2022-12-24,7.6282
2022-12-25,7.6282
2022-12-26,7.6282
2022-12-27,7.7343
2022-12-28,7.6947
2022-12-29,7.9662
2022-12-30,8.6998
2022-12-31,8.6998
2023-01-01,8.6998
2023-01-02,8.6998
2023-01-03,8.8968
2023-01-04,8.9979
2023-01-05,8.9205
2023-01-06,9.2922
2023-01-07,9.2922
2023-01-08,9.2922
2023-01-09,9.2598
2023-01-10,9.4343
2023-01-11,9.4693
2023-01-12,9.5004
2023-01-13,9.5828
2023-01-14,9.5828
2023-01-15,9.5828
2023-01-16,9.5828
2023-01-17,9.3583
2023-01-18,9.4281
2023-01-19,9.4393
2023-01-20,9.7349
2023-01-21,9.7349
2023-01-22,9.7349
2023-01-23,9.7361
2023-01-24,9.7287
2023-01-25,9.6077
2023-01-26,9.7274
2023-01-27,9.5952
2023-01-28,9.5952
2023-01-29,9.5952
2023-01-30,9.5167
2023-01-31,9.6538
2023-02-01,9.6526
2023-02-02,10.1539
2023-02-03,10.003
2023-02-04,10.003
2023-02-05,10.003
2023-02-06,9.7798
2023-02-07,9.8172
2023-02-08,9.9082
2023-02-09,9.8683
2023-02-10,9.9481
2023-02-11,9.9481
2023-02-12,9.9481
2023-02-13,10.0005
2023-02-14,10.0754
2023-02-15,9.9057
2023-02-16,10.8325
2023-02-17,11.1895
2023-02-18,11.1895
2023-02-19,11.1895
2023-02-20,11.1895
2023-02-21,10.7135
2023-02-22,10.6906
2023-02-23,10.5824
2023-02-24,10.3516
2023-02-25,10.3516
2023-02-26,10.3516
2023-02-27,10.3697
2023-02-28,10.2062
2023-03-01,10.1737
2023-03-02,10.2903
2023-03-03,10.336
2023-03-04,10.336
2023-03-05,10.336
2023-03-06,10.3937
2023-03-07,10.4779
2023-03-08,10.4346
2023-03-09,10.2915
2023-03-10,9.8492
2023-03-11,9.8492
2023-03-12,9.8492
2023-03-13,9.3491
2023-03-14,9.5967
2023-03-15,9.5006
2023-03-16,9.5907
2023-03-17,9.4633
2023-03-18,9.4633
