,FNF US Equity
2020-03-23,4.423
2020-03-24,4.9991
2020-03-25,5.2853
2020-03-26,5.657
2020-03-27,5.3943
2020-03-28,5.3943
2020-03-29,5.3943
2020-03-30,5.404
2020-03-31,7.1042
2020-04-01,7.1534
2020-04-02,6.8819
2020-04-03,6.6828
2020-04-04,6.6828
2020-04-05,6.6828
2020-04-06,6.9595
2020-04-07,7.3137
2020-04-08,7.7325
2020-04-09,8.1333
2020-04-10,8.1333
2020-04-11,8.1333
2020-04-12,8.1333
2020-04-13,7.6911
2020-04-14,7.9109
2020-04-15,7.4636
2020-04-16,7.3964
2020-04-17,7.7713
2020-04-18,7.7713
2020-04-19,7.7713
2020-04-20,7.2568
2020-04-21,7.0991
2020-04-22,7.2309
2020-04-23,7.2679
2020-04-24,7.3699
2020-04-25,7.3699
2020-04-26,7.3699
2020-04-27,7.523
2020-04-28,7.7144
2020-04-29,7.9696
2020-04-30,7.5741
2020-05-01,7.3087
2020-05-02,7.3087
2020-05-03,7.3087
2020-05-04,7.199
2020-05-05,7.0637
2020-05-06,6.9004
2020-05-07,7.0688
2020-05-08,7.2653
2020-05-09,7.2653
2020-05-10,7.2653
2020-05-11,7.1403
2020-05-12,7.1097
2020-05-13,6.8724
2020-05-14,7.0969
2020-05-15,7.0535
2020-05-16,7.0535
2020-05-17,7.0535
2020-05-18,7.6583
2020-05-19,7.5792
2020-05-20,7.7425
2020-05-21,7.671
2020-05-22,7.6762
2020-05-23,7.6762
2020-05-24,7.6762
2020-05-25,7.6762
2020-05-26,8.2528
2020-05-27,8.9622
2020-05-28,8.3932
2020-05-29,8.8117
2020-05-30,8.8117
2020-05-31,8.8117
2020-06-01,8.9903
2020-06-02,10.1302
2020-06-03,10.0348
2020-06-04,10.2928
2020-06-05,10.3265
2020-06-06,10.3265
2020-06-07,10.3265
2020-06-08,10.6855
2020-06-09,10.5116
2020-06-10,10.2059
2020-06-11,9.4878
2020-06-12,9.6112
2020-06-13,9.6112
2020-06-14,9.6112
2020-06-15,9.5832
2020-06-16,9.8188
2020-06-17,9.7375
2020-06-18,9.687
2020-06-19,9.5215
2020-06-20,9.5215
2020-06-21,9.5215
2020-06-22,9.4906
2020-06-23,9.5663
2020-06-24,9.1905
2020-06-25,9.283
2020-06-26,9.1316
2020-06-27,9.1316
2020-06-28,9.1316
2020-06-29,9.2354
2020-06-30,8.9134
2020-07-01,8.8016
2020-07-02,8.7829
2020-07-03,8.7829
2020-07-04,8.7829
2020-07-05,8.7829
2020-07-06,8.8948
2020-07-07,8.7084
2020-07-08,8.8602
2020-07-09,8.6418
2020-07-10,8.9001
2020-07-11,8.9001
2020-07-12,8.9001
2020-07-13,8.8761
2020-07-14,9.1823
2020-07-15,9.3155
2020-07-16,9.43
2020-07-17,9.3767
2020-07-18,9.3767
2020-07-19,9.3767
2020-07-20,9.2303
2020-07-21,9.2356
2020-07-22,9.5338
2020-07-23,9.7468
2020-07-24,9.6403
2020-07-25,9.6403
2020-07-26,9.6403
2020-07-27,9.5019
2020-07-28,9.3874
2020-07-29,9.4779
2020-07-30,9.4619
2020-07-31,9.3661
2020-08-01,9.3661
2020-08-02,9.3661
2020-08-03,9.4726
2020-08-04,9.5045
2020-08-05,9.7548
2020-08-06,9.9598
2020-08-07,10.1143
2020-08-08,10.1143
2020-08-09,10.1143
2020-08-10,9.96
2020-08-11,9.7911
2020-08-12,9.5494
2020-08-13,9.4299
2020-08-14,9.3519
2020-08-15,9.3519
2020-08-16,9.3519
2020-08-17,9.3909
2020-08-18,9.2843
2020-08-19,9.131
2020-08-20,9.1882
2020-08-21,9.2402
2020-08-22,9.2402
2020-08-23,9.2402
2020-08-24,9.4377
2020-08-25,9.3519
2020-08-26,9.274
2020-08-27,9.3779
2020-08-28,9.4429
2020-08-29,9.4429
2020-08-30,9.4429
2020-08-31,9.2817
2020-09-01,9.3259
2020-09-02,9.4377
2020-09-03,9.3077
2020-09-04,9.3961
2020-09-05,9.3961
2020-09-06,9.3961
2020-09-07,9.3961
2020-09-08,9.2532
2020-09-09,9.4741
2020-09-10,9.3311
2020-09-11,9.4975
2020-09-12,9.4975
2020-09-13,9.4975
2020-09-14,9.5027
2020-09-15,9.2246
2020-09-16,9.4403
2020-09-17,9.4923
2020-09-18,9.4585
2020-09-19,9.4585
2020-09-20,9.4585
2020-09-21,9.092
2020-09-22,9.2272
2020-09-23,8.9153
2020-09-24,8.8114
2020-09-25,8.827
2020-09-26,8.827
2020-09-27,8.827
2020-09-28,8.9595
2020-09-29,8.8036
2020-09-30,6.5679
2020-10-01,6.6918
2020-10-02,6.9397
2020-10-03,6.9397
2020-10-04,6.9397
2020-10-05,7.0465
2020-10-06,7.023
2020-10-07,7.0102
2020-10-08,7.0401
2020-10-09,7.0316
2020-10-10,7.0316
2020-10-11,7.0316
2020-10-12,7.1384
2020-10-13,7.0273
2020-10-14,6.929
2020-10-15,6.9696
2020-10-16,7.0273
2020-10-17,7.0273
2020-10-18,7.0273
2020-10-19,6.7495
2020-10-20,6.8158
2020-10-21,6.7752
2020-10-22,6.5808
2020-10-23,6.9162
2020-10-24,6.9162
2020-10-25,6.9162
2020-10-26,6.7154
2020-10-27,6.4483
2020-10-28,6.35
2020-10-29,6.5722
2020-10-30,6.5637
2020-10-31,6.5637
2020-11-01,6.5637
2020-11-02,6.7068
2020-11-03,6.8478
2020-11-04,7.1961
2020-11-05,7.0251
2020-11-06,7.0591
2020-11-07,7.0591
2020-11-08,7.0591
2020-11-09,7.0397
2020-11-10,7.1773
2020-11-11,7.2074
2020-11-12,7.0999
2020-11-13,7.3085
2020-11-14,7.3085
2020-11-15,7.3085
2020-11-16,7.5407
2020-11-17,7.5321
2020-11-18,7.5536
2020-11-19,7.5536
2020-11-20,7.6288
2020-11-21,7.6288
2020-11-22,7.6288
2020-11-23,7.6976
2020-11-24,7.8459
2020-11-25,7.8309
2020-11-26,7.8309
2020-11-27,7.7384
2020-11-28,7.7384
2020-11-29,7.7384
2020-11-30,7.6159
2020-12-01,7.6223
2020-12-02,7.6696
2020-12-03,7.8115
2020-12-04,7.8825
2020-12-05,7.8825
2020-12-06,7.8825
2020-12-07,7.7234
2020-12-08,7.6954
2020-12-09,7.7427
2020-12-10,7.8502
2020-12-11,7.9276
2020-12-12,7.9276
2020-12-13,7.9276
2020-12-14,7.9427
2020-12-15,8.1233
2020-12-16,8.2222
2020-12-17,8.3297
2020-12-18,8.1899
2020-12-19,8.1899
2020-12-20,8.1899
2020-12-21,8.1211
2020-12-22,8.1383
2020-12-23,8.1426
2020-12-24,8.162
2020-12-25,8.162
2020-12-26,8.162
2020-12-27,8.162
2020-12-28,8.2587
2020-12-29,8.2587
2020-12-30,8.2136
2020-12-31,6.3985
2021-01-01,6.3985
2021-01-02,6.3985
2021-01-03,6.3985
2021-01-04,6.2903
2021-01-05,6.375
2021-01-06,6.4533
2021-01-07,6.3734
2021-01-08,6.3891
2021-01-09,6.3891
2021-01-10,6.3891
2021-01-11,6.5614
2021-01-12,6.5818
2021-01-13,6.4768
2021-01-14,6.4376
2021-01-15,6.4361
2021-01-16,6.4361
2021-01-17,6.4361
2021-01-18,6.4361
2021-01-19,6.4376
2021-01-20,6.5473
2021-01-21,6.5552
2021-01-22,6.4533
2021-01-23,6.4533
2021-01-24,6.4533
2021-01-25,6.4752
2021-01-26,6.3326
2021-01-27,5.9691
2021-01-28,6.085
2021-01-29,5.9612
2021-01-30,5.9612
2021-01-31,5.9612
2021-02-01,6.1179
2021-02-02,6.3295
2021-02-03,6.2574
2021-02-04,6.4032
2021-02-05,6.3467
2021-02-06,6.3467
2021-02-07,6.3467
2021-02-08,6.3953
2021-02-09,6.3687
2021-02-10,6.3906
2021-02-11,6.5348
2021-02-12,6.4831
2021-02-13,6.4831
2021-02-14,6.4831
2021-02-15,6.4831
2021-02-16,6.4658
2021-02-17,6.469
2021-02-18,6.4815
2021-02-19,6.6147
2021-02-20,6.6147
2021-02-21,6.6147
2021-02-22,6.6461
2021-02-23,6.6649
2021-02-24,6.7464
2021-02-25,6.3248
2021-02-26,6.2715
2021-02-27,6.2715
2021-02-28,6.2715
2021-03-01,6.4878
2021-03-02,6.3788
2021-03-03,6.3042
2021-03-04,6.0572
2021-03-05,6.096
2021-03-06,6.096
2021-03-07,6.096
2021-03-08,6.2359
2021-03-09,6.441
2021-03-10,6.5653
2021-03-11,6.643
2021-03-12,6.7626
2021-03-13,6.7626
2021-03-14,6.7626
2021-03-15,6.8465
2021-03-16,6.7968
2021-03-17,6.8232
2021-03-18,6.6554
2021-03-19,6.385
2021-03-20,6.385
2021-03-21,6.385
2021-03-22,6.3369
2021-03-23,6.3027
2021-03-24,6.3074
2021-03-25,6.5171
2021-03-26,6.6399
2021-03-27,6.6399
2021-03-28,6.6399
2021-03-29,6.6461
2021-03-30,6.6212
2021-03-31,4.3593
2021-04-01,4.4253
2021-04-02,4.4253
2021-04-03,4.4253
2021-04-04,4.4253
2021-04-05,4.4733
2021-04-06,4.5702
2021-04-07,4.6203
2021-04-08,4.6395
2021-04-09,4.6789
2021-04-10,4.6789
2021-04-11,4.6789
2021-04-12,4.7311
2021-04-13,4.7098
2021-04-14,4.7535
2021-04-15,4.7876
2021-04-16,4.7822
2021-04-17,4.7822
2021-04-18,4.7822
2021-04-19,4.7918
2021-04-20,4.7119
2021-04-21,4.7652
2021-04-22,4.7918
2021-04-23,4.8323
2021-04-24,4.8323
2021-04-25,4.8323
2021-04-26,4.8579
2021-04-27,4.893
2021-04-28,4.9197
2021-04-29,4.8828
2021-04-30,4.8522
2021-05-01,4.8522
2021-05-02,4.8522
2021-05-03,4.9114
2021-05-04,4.8892
2021-05-05,4.8712
2021-05-06,4.9156
2021-05-07,4.9127
2021-05-08,4.9127
2021-05-09,4.9127
2021-05-10,4.9328
2021-05-11,4.9
2021-05-12,4.791
2021-05-13,4.8788
2021-05-14,5.0005
2021-05-15,5.0005
2021-05-16,5.0005
2021-05-17,4.9719
2021-05-18,4.8883
2021-05-19,4.9201
2021-05-20,5.0237
2021-05-21,4.9687
2021-05-22,4.9687
2021-05-23,4.9687
2021-05-24,5.0036
2021-05-25,4.9084
2021-05-26,4.9433
2021-05-27,4.9582
2021-05-28,4.9973
2021-05-29,4.9973
2021-05-30,4.9973
2021-05-31,4.9973
2021-06-01,5.0491
2021-06-02,4.9846
2021-06-03,4.9878
2021-06-04,5.0079
2021-06-05,5.0079
2021-06-06,5.0079
2021-06-07,4.9962
2021-06-08,5.0808
2021-06-09,5.0354
2021-06-10,5.0036
2021-06-11,5.0184
2021-06-12,5.0184
2021-06-13,5.0184
2021-06-14,4.9909
2021-06-15,4.9761
2021-06-16,4.901
2021-06-17,4.8006
2021-06-18,4.6271
2021-06-19,4.6271
2021-06-20,4.6271
2021-06-21,4.7498
2021-06-22,4.6863
2021-06-23,4.6155
2021-06-24,4.68
2021-06-25,4.7593
2021-06-26,4.7593
2021-06-27,4.7593
2021-06-28,4.6652
2021-06-29,4.6789
2021-06-30,3.9965
2021-07-01,4.0599
2021-07-02,4.0258
2021-07-03,4.0258
2021-07-04,4.0258
2021-07-05,4.0258
2021-07-06,3.987
2021-07-07,4.0145
2021-07-08,3.8781
2021-07-09,4.0666
2021-07-10,4.0666
2021-07-11,4.0666
2021-07-12,4.1177
2021-07-13,3.9965
2021-07-14,4.005
2021-07-15,4.0438
2021-07-16,4.0429
2021-07-17,4.0429
2021-07-18,4.0429
2021-07-19,3.9037
2021-07-20,3.9984
2021-07-21,4.0192
2021-07-22,4.0495
2021-07-23,4.1177
2021-07-24,4.1177
2021-07-25,4.1177
2021-07-26,4.1338
2021-07-27,4.1508
2021-07-28,4.1385
2021-07-29,4.1404
2021-07-30,4.1054
2021-07-31,4.1054
2021-08-01,4.1054
2021-08-02,4.059
2021-08-03,4.023
2021-08-04,4.148
2021-08-05,4.2711
2021-08-06,4.3128
2021-08-07,4.3128
2021-08-08,4.3128
2021-08-09,4.2994
2021-08-10,4.3779
2021-08-11,4.4471
2021-08-12,4.4462
2021-08-13,4.4667
2021-08-14,4.4667
2021-08-15,4.4667
2021-08-16,4.4462
2021-08-17,4.4228
2021-08-18,4.4368
2021-08-19,4.3994
2021-08-20,4.4172
2021-08-21,4.4172
2021-08-22,4.4172
2021-08-23,4.4424
2021-08-24,4.4331
2021-08-25,4.4611
2021-08-26,4.4219
2021-08-27,4.4658
2021-08-28,4.4658
2021-08-29,4.4658
2021-08-30,4.4583
2021-08-31,4.4452
2021-09-01,4.4209
2021-09-02,4.4078
2021-09-03,4.3751
2021-09-04,4.3751
2021-09-05,4.3751
2021-09-06,4.3751
2021-09-07,4.2807
2021-09-08,4.3144
2021-09-09,4.2648
2021-09-10,4.2246
2021-09-11,4.2246
2021-09-12,4.2246
2021-09-13,4.262
2021-09-14,4.2153
2021-09-15,4.233
2021-09-16,4.205
2021-09-17,4.1882
2021-09-18,4.1882
2021-09-19,4.1882
2021-09-20,4.0676
2021-09-21,4.0648
2021-09-22,4.1274
2021-09-23,4.1797
2021-09-24,4.1825
2021-09-25,4.1825
2021-09-26,4.1825
2021-09-27,4.2134
2021-09-28,4.1657
2021-09-29,4.1713
2021-09-30,3.2983
2021-10-01,3.3257
2021-10-02,3.3257
2021-10-03,3.3257
2021-10-04,3.3356
2021-10-05,3.3489
2021-10-06,3.3572
2021-10-07,3.4352
2021-10-08,3.4186
2021-10-09,3.4186
2021-10-10,3.4186
2021-10-11,3.4153
2021-10-12,3.4502
2021-10-13,3.4991
2021-10-14,3.5988
2021-10-15,3.612
2021-10-16,3.612
2021-10-17,3.612
2021-10-18,3.6245
2021-10-19,3.6303
2021-10-20,3.6735
2021-10-21,3.6527
2021-10-22,3.6552
2021-10-23,3.6552
2021-10-24,3.6552
2021-10-25,3.666
2021-10-26,3.5888
2021-10-27,3.4302
2021-10-28,3.5074
2021-10-29,3.5116
2021-10-30,3.5116
2021-10-31,3.5116
2021-11-01,3.5249
2021-11-02,3.5398
2021-11-03,3.5041
2021-11-04,3.5423
2021-11-05,3.6596
2021-11-06,3.6596
2021-11-07,3.6596
2021-11-08,3.7284
2021-11-09,3.7333
2021-11-10,3.7631
2021-11-11,3.7457
2021-11-12,3.7623
2021-11-13,3.7623
2021-11-14,3.7623
2021-11-15,3.7623
2021-11-16,3.7896
2021-11-17,3.7772
2021-11-18,3.7855
2021-11-19,3.8575
2021-11-20,3.8575
2021-11-21,3.8575
2021-11-22,3.8683
2021-11-23,3.8782
2021-11-24,3.8906
2021-11-25,3.8906
2021-11-26,3.7433
2021-11-27,3.7433
2021-11-28,3.7433
2021-11-29,3.6696
2021-11-30,3.5835
2021-12-01,3.6125
2021-12-02,3.7151
2021-12-03,3.634
2021-12-04,3.634
2021-12-05,3.634
2021-12-06,3.6911
2021-12-07,3.7507
2021-12-08,3.7681
2021-12-09,3.7093
2021-12-10,3.6994
2021-12-11,3.6994
2021-12-12,3.6994
2021-12-13,3.7068
2021-12-14,3.7151
2021-12-15,3.7606
2021-12-16,3.7507
2021-12-17,3.7027
2021-12-18,3.7027
2021-12-19,3.7027
2021-12-20,3.5942
2021-12-21,3.6895
2021-12-22,3.7366
2021-12-23,3.7482
2021-12-24,3.7482
2021-12-25,3.7482
2021-12-26,3.7482
2021-12-27,3.8045
2021-12-28,3.8111
2021-12-29,3.8492
2021-12-30,3.8401
2021-12-31,4.4279
2022-01-01,4.4279
2022-01-02,4.4279
2022-01-03,4.3602
2022-01-04,4.4403
2022-01-05,4.4314
2022-01-06,4.5106
2022-01-07,4.524
2022-01-08,4.524
2022-01-09,4.524
2022-01-10,4.5516
2022-01-11,4.6664
2022-01-12,4.7064
2022-01-13,4.7554
2022-01-14,4.7563
2022-01-15,4.7563
2022-01-16,4.7563
2022-01-17,4.7563
2022-01-18,4.6085
2022-01-19,4.4795
2022-01-20,4.3353
2022-01-21,4.2338
2022-01-22,4.2338
2022-01-23,4.2338
2022-01-24,4.2614
2022-01-25,4.2401
2022-01-26,4.1804
2022-01-27,4.1466
2022-01-28,4.2143
2022-01-29,4.2143
2022-01-30,4.2143
2022-01-31,4.265
2022-02-01,4.3059
2022-02-02,4.3184
2022-02-03,4.2917
2022-02-04,4.2597
2022-02-05,4.2597
2022-02-06,4.2597
2022-02-07,4.2383
2022-02-08,4.3157
2022-02-09,4.3353
2022-02-10,4.1715
2022-02-11,4.1092
2022-02-12,4.1092
2022-02-13,4.1092
2022-02-14,4.038
2022-02-15,4.1199
2022-02-16,4.1173
2022-02-17,3.9873
2022-02-18,4.0336
2022-02-19,4.0336
2022-02-20,4.0336
2022-02-21,4.0336
2022-02-22,3.9366
2022-02-23,3.8316
2022-02-24,3.8151
2022-02-25,4.0157
2022-02-26,4.0157
2022-02-27,4.0157
2022-02-28,4.0095
2022-03-01,3.8942
2022-03-02,4.0121
2022-03-03,4.0192
2022-03-04,3.9527
2022-03-05,3.9527
2022-03-06,3.9527
2022-03-07,3.7664
2022-03-08,3.8285
2022-03-09,3.903
2022-03-10,3.9323
2022-03-11,3.9509
2022-03-12,3.9509
2022-03-13,3.9509
2022-03-14,4.0379
2022-03-15,4.0769
2022-03-16,4.1638
2022-03-17,4.1487
2022-03-18,4.2126
2022-03-19,4.2126
2022-03-20,4.2126
2022-03-21,4.2019
2022-03-22,4.2206
2022-03-23,4.1478
2022-03-24,4.1842
2022-03-25,4.2498
2022-03-26,4.2498
2022-03-27,4.2498
2022-03-28,4.194
2022-03-29,4.2436
2022-03-30,4.2002
2022-03-31,4.8708
2022-04-01,4.6929
2022-04-02,4.6929
2022-04-03,4.6929
2022-04-04,4.6409
2022-04-05,4.5624
2022-04-06,4.5369
2022-04-07,4.4272
2022-04-08,4.3127
2022-04-09,4.3127
2022-04-10,4.3127
2022-04-11,4.3647
2022-04-12,4.2768
2022-04-13,4.2928
2022-04-14,4.2427
2022-04-15,4.2427
2022-04-16,4.2427
2022-04-17,4.2427
2022-04-18,4.2229
2022-04-19,4.2777
2022-04-20,4.326
2022-04-21,4.2134
2022-04-22,4.1131
2022-04-23,4.1131
2022-04-24,4.1131
2022-04-25,4.1254
2022-04-26,4.0498
2022-04-27,4.0044
2022-04-28,4.1075
2022-04-29,4.0176
2022-04-30,4.0176
2022-05-01,4.0176
2022-05-02,4.0233
2022-05-03,4.1198
2022-05-04,4.273
2022-05-05,4.1103
2022-05-06,4.1046
2022-05-07,4.1046
2022-05-08,4.1046
2022-05-09,4.031
2022-05-10,3.9636
2022-05-11,3.9692
2022-05-12,3.9664
2022-05-13,4.075
2022-05-14,4.075
2022-05-15,4.075
2022-05-16,4.0863
2022-05-17,4.207
2022-05-18,4.0835
2022-05-19,4.0329
2022-05-20,4.0001
2022-05-21,4.0001
2022-05-22,4.0001
2022-05-23,4.0535
2022-05-24,4.0385
2022-05-25,4.0647
2022-05-26,4.1471
2022-05-27,4.2108
2022-05-28,4.2108
2022-05-29,4.2108
2022-05-30,4.2108
2022-05-31,4.2117
2022-06-01,4.2136
2022-06-02,4.2314
2022-06-03,4.2127
2022-06-04,4.2127
2022-06-05,4.2127
2022-06-06,4.222
2022-06-07,4.2408
2022-06-08,4.1752
2022-06-09,4.0722
2022-06-10,3.8981
2022-06-11,3.8981
2022-06-12,3.8981
2022-06-13,3.7277
2022-06-14,3.7511
2022-06-15,3.6911
2022-06-16,3.5123
2022-06-17,3.5376
2022-06-18,3.5376
2022-06-19,3.5376
2022-06-20,3.5376
2022-06-21,3.6228
2022-06-22,3.6162
2022-06-23,3.6331
2022-06-24,3.7707
2022-06-25,3.7707
2022-06-26,3.7707
2022-06-27,3.7483
2022-06-28,3.6996
2022-06-29,3.6977
2022-06-30,3.8141
2022-07-01,3.882
2022-07-02,3.882
2022-07-03,3.882
2022-07-04,3.882
2022-07-05,3.8904
2022-07-06,3.8169
2022-07-07,3.8606
2022-07-08,3.829
2022-07-09,3.829
2022-07-10,3.829
2022-07-11,3.8532
2022-07-12,3.8894
2022-07-13,3.8262
2022-07-14,3.7462
2022-07-15,3.7909
2022-07-16,3.7909
2022-07-17,3.7909
2022-07-18,3.7844
2022-07-19,3.9006
2022-07-20,3.8969
2022-07-21,3.9294
2022-07-22,3.9006
2022-07-23,3.9006
2022-07-24,3.9006
2022-07-25,3.9313
2022-07-26,3.9201
2022-07-27,4.0038
2022-07-28,4.0391
2022-07-29,4.093
2022-07-30,4.093
2022-07-31,4.093
2022-08-01,4.0577
2022-08-02,3.9973
2022-08-03,3.8798
2022-08-04,3.9275
2022-08-05,3.9215
2022-08-06,3.9215
2022-08-07,3.9215
2022-08-08,3.894
2022-08-09,3.9197
2022-08-10,4.0203
2022-08-11,4.0689
2022-08-12,4.1302
2022-08-13,4.1302
2022-08-14,4.1302
2022-08-15,4.1064
2022-08-16,4.1137
2022-08-17,4.0917
2022-08-18,4.1421
2022-08-19,4.11
2022-08-20,4.11
2022-08-21,4.11
2022-08-22,4.0277
2022-08-23,4.013
2022-08-24,3.9828
2022-08-25,4.1146
2022-08-26,4.0634
2022-08-27,4.0634
2022-08-28,4.0634
2022-08-29,4.0194
2022-08-30,4.0057
2022-08-31,3.9563
2022-09-01,3.9874
2022-09-02,4.0057
2022-09-03,4.0057
2022-09-04,4.0057
2022-09-05,4.0057
2022-09-06,3.9755
2022-09-07,4.0387
2022-09-08,4.0826
2022-09-09,4.2007
2022-09-10,4.2007
2022-09-11,4.2007
2022-09-12,4.2254
2022-09-13,4.1055
2022-09-14,3.9984
2022-09-15,4.0203
2022-09-16,4.0505
2022-09-17,4.0505
2022-09-18,4.0505
2022-09-19,4.0899
2022-09-20,4.0277
2022-09-21,4.0084
2022-09-22,3.8007
2022-09-23,3.7192
2022-09-24,3.7192
2022-09-25,3.7192
2022-09-26,3.5764
2022-09-27,3.5591
2022-09-28,3.6954
2022-09-29,3.6963
2022-09-30,3.9695
2022-10-01,3.9695
2022-10-02,3.9695
2022-10-03,4.0971
2022-10-04,4.3057
2022-10-05,4.2801
2022-10-06,4.3195
2022-10-07,4.2216
2022-10-08,4.2216
2022-10-09,4.2216
2022-10-10,4.2312
2022-10-11,4.1865
2022-10-12,4.1865
2022-10-13,4.2535
2022-10-14,4.1514
2022-10-15,4.1514
2022-10-16,4.1514
2022-10-17,4.1876
2022-10-18,4.1972
2022-10-19,4.0439
2022-10-20,4.012
2022-10-21,3.9992
2022-10-22,3.9992
2022-10-23,3.9992
2022-10-24,4.0567
2022-10-25,4.1706
2022-10-26,4.1972
2022-10-27,4.2674
2022-10-28,4.3546
2022-10-29,4.3546
2022-10-30,4.3546
2022-10-31,4.3078
2022-11-01,4.3887
2022-11-02,4.2663
2022-11-03,4.2057
2022-11-04,4.3206
2022-11-05,4.3206
2022-11-06,4.3206
2022-11-07,4.3333
2022-11-08,4.3408
2022-11-09,4.1731
2022-11-10,4.3963
2022-11-11,4.5744
2022-11-12,4.5744
2022-11-13,4.5744
2022-11-14,4.346
2022-11-15,4.3481
2022-11-16,4.2936
2022-11-17,4.2496
2022-11-18,4.2779
2022-11-19,4.2779
2022-11-20,4.2779
2022-11-21,4.2108
2022-11-22,4.3125
2022-11-23,4.3062
2022-11-24,4.3062
2022-11-25,4.3827
2022-11-26,4.3827
2022-11-27,4.3827
2022-11-28,4.2527
2022-11-29,4.2643
2022-11-30,4.347
2022-12-01,4.1563
2022-12-02,4.039
2022-12-03,4.039
2022-12-04,4.039
2022-12-05,4.0432
2022-12-06,3.975
2022-12-07,4.0358
2022-12-08,4.0211
2022-12-09,4.0295
2022-12-10,4.0295
2022-12-11,4.0295
2022-12-12,4.1081
2022-12-13,4.1333
2022-12-14,4.0987
2022-12-15,3.9782
2022-12-16,3.9834
2022-12-17,3.9834
2022-12-18,3.9834
2022-12-19,3.9321
2022-12-20,3.9373
2022-12-21,4.061
2022-12-22,4.0253
2022-12-23,4.0767
2022-12-24,4.0767
2022-12-25,4.0767
2022-12-26,4.0767
2022-12-27,4.0714
2022-12-28,3.9729
2022-12-29,4.0966
2022-12-30,6.5369
2022-12-31,6.5369
2023-01-01,6.5369
2023-01-02,6.5369
2023-01-03,6.5649
2023-01-04,6.6741
2023-01-05,6.6151
2023-01-06,6.8747
2023-01-07,6.8747
2023-01-08,6.8747
2023-01-09,6.8083
2023-01-10,6.8939
2023-01-11,7.0133
2023-01-12,7.0635
2023-01-13,7.0797
2023-01-14,7.0797
2023-01-15,7.0797
2023-01-16,7.0797
2023-01-17,7.0237
2023-01-18,7.0517
2023-01-19,7.0694
2023-01-20,7.183
2023-01-21,7.183
2023-01-22,7.183
2023-01-23,7.2685
2023-01-24,7.3113
2023-01-25,7.3673
2023-01-26,7.4411
2023-01-27,7.4071
2023-01-28,7.4071
2023-01-29,7.4071
2023-01-30,7.3157
2023-01-31,7.4824
2023-02-01,7.4455
2023-02-02,7.5871
2023-02-03,7.5443
2023-02-04,7.5443
2023-02-05,7.5443
2023-02-06,7.472
2023-02-07,7.4824
2023-02-08,7.4396
2023-02-09,7.2287
2023-02-10,7.3378
2023-02-11,7.3378
2023-02-12,7.3378
2023-02-13,7.4396
2023-02-14,7.4175
2023-02-15,7.4322
2023-02-16,7.3216
2023-02-17,7.3231
2023-02-18,7.3231
2023-02-19,7.3231
2023-02-20,7.3231
2023-02-21,7.1815
2023-02-22,7.1771
2023-02-23,6.8231
2023-02-24,6.8127
2023-02-25,6.8127
2023-02-26,6.8127
2023-02-27,6.8409
2023-02-28,6.8689
2023-03-01,6.7111
2023-03-02,6.6196
2023-03-03,6.6107
2023-03-04,6.6107
2023-03-05,6.6107
2023-03-06,6.5355
2023-03-07,6.4396
2023-03-08,6.4647
2023-03-09,6.3614
2023-03-10,6.1947
2023-03-11,6.1947
2023-03-12,6.1947
2023-03-13,5.9719
2023-03-14,5.9999
2023-03-15,5.9335
2023-03-16,5.8583
2023-03-17,5.7255
