,WMS US Equity
2023-05-17,11.8626
2023-05-18,12.6515
2023-05-19,12.4484
2023-05-20,12.4484
2023-05-21,12.4484
2023-05-22,12.444
2023-05-23,12.3913
2023-05-24,12.3617
2023-05-25,12.4912
2023-05-26,12.5604
2023-05-27,12.5604
2023-05-28,12.5604
2023-05-29,12.5604
2023-05-30,12.7108
2023-05-31,12.4725
2023-06-01,12.5714
2023-06-02,13.308
2023-06-03,13.308
2023-06-04,13.308
2023-06-05,13.0895
2023-06-06,13.4595
2023-06-07,13.7449
2023-06-08,13.7052
2023-06-09,13.5012
2023-06-10,13.5012
2023-06-11,13.5012
2023-06-12,13.6666
2023-06-13,13.9092
2023-06-14,13.8805
2023-06-15,14.0569
2023-06-16,14.036
2023-06-17,14.036
2023-06-18,14.036
2023-06-19,14.036
2023-06-20,14.2411
2023-06-21,14.4429
2023-06-22,14.144
2023-06-23,14.1264
2023-06-24,14.1264
2023-06-25,14.1264
2023-06-26,14.348
2023-06-27,14.584
2023-06-28,14.2918
2023-06-29,14.4682
2023-06-30,14.2267
2023-07-01,14.2267
2023-07-02,14.2267
2023-07-03,14.1566
2023-07-04,14.1566
2023-07-05,14.1644
2023-07-06,13.8752
2023-07-07,14.0309
2023-07-08,14.0309
2023-07-09,14.0309
2023-07-10,14.4358
2023-07-11,14.6716
2023-07-12,14.9151
2023-07-13,14.8684
2023-07-14,14.8017
2023-07-15,14.8017
2023-07-16,14.8017
2023-07-17,15.0898
2023-07-18,15.1954
2023-07-19,14.9897
2023-07-20,14.9719
2023-07-21,15.0119
2023-07-22,15.0119
2023-07-23,15.0119
2023-07-24,15.1409
2023-07-25,15.1698
2023-07-26,15.1465
2023-07-27,15.0419
2023-07-28,15.1598
2023-07-29,15.1598
2023-07-30,15.1598
2023-07-31,15.1398
2023-08-01,15.588
2023-08-02,15.4713
2023-08-03,15.4564
2023-08-04,15.9419
2023-08-05,15.9419
2023-08-06,15.9419
2023-08-07,16.3755
2023-08-08,16.3568
2023-08-09,15.879
2023-08-10,15.7113
2023-08-11,15.8062
2023-08-12,15.8062
2023-08-13,15.8062
2023-08-14,15.996
2023-08-15,15.8658
2023-08-16,15.7874
2023-08-17,15.3328
2023-08-18,15.0613
2023-08-19,15.0613
2023-08-20,15.0613
2023-08-21,15.239
2023-08-22,15.1408
2023-08-23,15.3913
2023-08-24,15.0536
2023-08-25,15.0779
2023-08-26,15.0779
2023-08-27,15.0779
2023-08-28,15.2379
2023-08-29,15.8349
2023-08-30,15.6958
2023-08-31,15.7135
2023-09-01,15.9441
2023-09-02,15.9441
2023-09-03,15.9441
2023-09-04,15.9441
2023-09-05,15.751
2023-09-06,15.591
2023-09-07,15.4707
2023-09-08,14.9885
2023-09-09,14.9885
2023-09-10,14.9885
2023-09-11,15.0801
2023-09-12,14.9576
2023-09-13,14.77
2023-09-14,15.1695
2023-09-15,14.7546
2023-09-16,14.7546
2023-09-17,14.7546
2023-09-18,14.6255
2023-09-19,14.5516
2023-09-20,14.3154
2023-09-21,14.172
2023-09-22,14.2911
2023-09-23,14.2911
2023-09-24,14.2911
2023-09-25,14.3077
2023-09-26,14.0881
2023-09-27,14.023
2023-09-28,14.1323
2023-09-29,14.3604
2023-09-30,14.3604
2023-10-01,14.3604
2023-10-02,14.382
2023-10-03,14.1426
2023-10-04,14.4682
2023-10-05,14.4625
2023-10-06,14.6906
2023-10-07,14.6906
2023-10-08,14.6906
2023-10-09,14.8142
2023-10-10,14.9504
2023-10-11,15.4291
2023-10-12,14.9651
2023-10-13,14.6055
2023-10-14,14.6055
2023-10-15,14.6055
2023-10-16,14.8222
2023-10-17,14.8517
2023-10-18,14.3196
2023-10-19,13.9497
2023-10-20,13.8476
2023-10-21,13.8476
2023-10-22,13.8476
2023-10-23,13.7444
2023-10-24,13.7205
2023-10-25,13.3552
2023-10-26,13.2656
2023-10-27,13.4006
2023-10-28,13.4006
2023-10-29,13.4006
2023-10-30,13.5821
2023-10-31,13.5662
2023-11-01,13.7205
2023-11-02,13.4836
2023-11-03,14.1003
2023-11-04,14.1003
2023-11-05,14.1003
2023-11-06,14.0048
2023-11-07,14.0205
2023-11-08,13.879
2023-11-09,13.9194
2023-11-10,14.1587
2023-11-11,14.1587
2023-11-12,14.1587
2023-11-13,14.1924
2023-11-14,14.9303
2023-11-15,14.8663
2023-11-16,14.7854
2023-11-17,14.8742
2023-11-18,14.8742
2023-11-19,14.8742
2023-11-20,14.7046
2023-11-21,14.6911
2023-11-22,14.8663
2023-11-23,14.8663
2023-11-24,14.8764
2023-11-25,14.8764
2023-11-26,14.8764
2023-11-27,15.0898
2023-11-28,14.8798
2023-11-29,15.1729
2023-11-30,15.0494
2023-12-01,15.5391
2023-12-02,15.5391
2023-12-03,15.5391
2023-12-04,15.5739
2023-12-05,15.3987
2023-12-06,15.3291
2023-12-07,15.52
2023-12-08,15.6245
2023-12-09,15.6245
2023-12-10,15.6245
2023-12-11,15.6795
2023-12-12,15.7177
2023-12-13,15.9087
2023-12-14,16.9409
2023-12-15,17.2374
2023-12-16,17.2374
2023-12-17,17.2374
2023-12-18,16.7297
2023-12-19,17.0779
2023-12-20,16.7466
2023-12-21,17.2363
2023-12-22,17.3543
2023-12-23,17.3543
2023-12-24,17.3543
2023-12-25,17.3543
2023-12-26,17.5587
2023-12-27,17.598
2023-12-28,17.4576
2023-12-29,16.4238
2023-12-30,16.4238
2023-12-31,16.4238
2024-01-01,16.4238
2024-01-02,16.1262
2024-01-03,15.6506
2024-01-04,15.1458
2024-01-05,15.1199
2024-01-06,15.1199
2024-01-07,15.1199
2024-01-08,15.3853
2024-01-09,15.2666
2024-01-10,15.2213
2024-01-11,15.134
2024-01-12,15.0811
2024-01-13,15.0811
2024-01-14,15.0811
2024-01-15,15.0811
2024-01-16,15.3076
2024-01-17,15.4068
2024-01-18,15.5708
2024-01-19,15.7228
2024-01-20,15.7228
2024-01-21,15.7228
2024-01-22,15.8307
2024-01-23,15.3561
2024-01-24,15.1156
2024-01-25,15.4629
2024-01-26,15.3928
2024-01-27,15.3928
2024-01-28,15.3928
2024-01-29,15.6236
2024-01-30,15.5686
2024-01-31,15.3216
2024-02-01,15.5934
2024-02-02,15.821
2024-02-03,15.821
2024-02-04,15.821
2024-02-05,15.519
2024-02-06,15.7325
2024-02-07,16.1477
2024-02-08,18.2292
2024-02-09,18.6665
2024-02-10,18.6665
2024-02-11,18.6665
2024-02-12,18.8191
2024-02-13,18.2228
2024-02-14,18.7234
2024-02-15,18.8728
2024-02-16,18.7707
2024-02-17,18.7707
2024-02-18,18.7707
2024-02-19,18.7707
2024-02-20,18.5204
2024-02-21,18.3549
2024-02-22,18.8309
2024-02-23,18.8159
2024-02-24,18.8159
2024-02-25,18.8159
2024-02-26,18.8664
2024-02-27,18.934
2024-02-28,19.106
2024-02-29,18.7954
2024-03-01,18.7525
2024-03-02,18.7525
2024-03-03,18.7525
2024-03-04,18.9555
2024-03-05,18.6525
2024-03-06,18.8094
2024-03-07,19.0683
2024-03-08,18.6353
2024-03-09,18.6353
2024-03-10,18.6353
2024-03-11,18.5
2024-03-12,18.6042
2024-03-13,18.7675
2024-03-14,18.6944
2024-03-15,18.7997
2024-03-16,18.7997
2024-03-17,18.7997
2024-03-18,18.7256
2024-03-19,19.3413
2024-03-20,19.8097
2024-03-21,19.7968
2024-03-22,19.655
2024-03-23,19.655
2024-03-24,19.655
2024-03-25,19.3724
2024-03-26,19.2854
2024-03-27,19.6765
2024-03-28,19.7624
2024-03-29,19.7624
2024-03-30,19.7624
2024-03-31,19.7624
2024-04-01,19.5647
2024-04-02,19.2145
2024-04-03,19.2575
2024-04-04,19.0845
2024-04-05,19.626
2024-04-06,19.626
2024-04-07,19.626
2024-04-08,19.5841
