,MC US Equity
2023-03-18,13.4917
2023-03-19,13.4917
2023-03-20,13.6298
2023-03-21,13.7714
2023-03-22,13.3363
2023-03-23,13.3225
2023-03-24,13.0359
2023-03-25,13.0359
2023-03-26,13.0359
2023-03-27,13.1568
2023-03-28,12.9531
2023-03-29,12.9462
2023-03-30,12.8288
2023-03-31,22.9735
2023-04-01,22.9735
2023-04-02,22.9735
2023-04-03,22.6938
2023-04-04,22.3209
2023-04-05,22.7405
2023-04-06,23.026
2023-04-07,23.026
2023-04-08,23.026
2023-04-09,23.026
2023-04-10,23.3872
2023-04-11,24.0165
2023-04-12,23.935
2023-04-13,24.3836
2023-04-14,24.8032
2023-04-15,24.8032
2023-04-16,24.8032
2023-04-17,24.7973
2023-04-18,24.8032
2023-04-19,24.8614
2023-04-20,24.8906
2023-04-21,25.5024
2023-04-22,25.5024
2023-04-23,25.5024
2023-04-24,25.3975
2023-04-25,25.0129
2023-04-26,24.2321
2023-04-27,20.6829
2023-04-28,20.9573
2023-04-29,20.9573
2023-04-30,20.9573
2023-05-01,20.7852
2023-05-02,20.3224
2023-05-03,19.9727
2023-05-04,19.7252
2023-05-05,19.3969
2023-05-06,19.3969
2023-05-07,19.3969
2023-05-08,19.2355
2023-05-09,19.3647
2023-05-10,19.44
2023-05-11,18.988
2023-05-12,19.101
2023-05-13,19.101
2023-05-14,19.101
2023-05-15,19.4561
2023-05-16,19.2032
2023-05-17,19.9996
2023-05-18,20.2632
2023-05-19,20.1987
2023-05-20,20.1987
2023-05-21,20.1987
2023-05-22,20.8228
2023-05-23,20.9681
2023-05-24,20.9573
2023-05-25,21.0757
2023-05-26,21.2694
2023-05-27,21.2694
2023-05-28,21.2694
2023-05-29,21.2694
2023-05-30,21.4039
2023-05-31,20.952
2023-06-01,21.0865
2023-06-02,21.9797
2023-06-03,21.9797
2023-06-04,21.9797
2023-06-05,22.0066
2023-06-06,22.4478
2023-06-07,23.0827
2023-06-08,23.4755
2023-06-09,23.7822
2023-06-10,23.7822
2023-06-11,23.7822
2023-06-12,24.0566
2023-06-13,25.0844
2023-06-14,25.4825
2023-06-15,25.6117
2023-06-16,24.9929
2023-06-17,24.9929
2023-06-18,24.9929
2023-06-19,24.9929
2023-06-20,24.245
2023-06-21,23.8898
2023-06-22,23.906
2023-06-23,23.3249
2023-06-24,23.3249
2023-06-25,23.3249
2023-06-26,23.7123
2023-06-27,24.5839
2023-06-28,25.079
2023-06-29,25.4879
2023-06-30,54.2586
2023-07-01,54.2586
2023-07-02,54.2586
2023-07-03,54.3997
2023-07-04,54.3997
2023-07-05,53.5882
2023-07-06,53.0119
2023-07-07,53.4118
2023-07-08,53.4118
2023-07-09,53.4118
2023-07-10,54.8819
2023-07-11,56.6814
2023-07-12,57.2224
2023-07-13,57.9633
2023-07-14,58.0221
2023-07-15,58.0221
2023-07-16,58.0221
2023-07-17,59.0571
2023-07-18,60.2097
2023-07-19,61.1858
2023-07-20,60.7036
2023-07-21,60.339
2023-07-22,60.339
2023-07-23,60.339
2023-07-24,60.6095
2023-07-25,61.8327
2023-07-26,62.1032
2023-07-27,57.2636
2023-07-28,56.9342
2023-07-29,56.9342
2023-07-30,56.9342
2023-07-31,58.3692
2023-08-01,58.2751
2023-08-02,57.2753
2023-08-03,57.8752
2023-08-04,57.5341
2023-08-05,57.5341
2023-08-06,57.5341
2023-08-07,57.9222
2023-08-08,57.1577
2023-08-09,57.0871
2023-08-10,57.4165
2023-08-11,57.3929
2023-08-12,57.3929
2023-08-13,57.3929
2023-08-14,56.8284
2023-08-15,55.0052
2023-08-16,53.8172
2023-08-17,53.1703
2023-08-18,53.3115
2023-08-19,53.3115
2023-08-20,53.3115
2023-08-21,52.8527
2023-08-22,52.5469
2023-08-23,53.0645
2023-08-24,53.6173
2023-08-25,54.029
2023-08-26,54.029
2023-08-27,54.029
2023-08-28,55.0993
2023-08-29,57.2871
2023-08-30,56.9813
2023-08-31,56.699
2023-09-01,57.2753
2023-09-02,57.2753
2023-09-03,57.2753
2023-09-04,57.2753
2023-09-05,54.276
2023-09-06,54.57
2023-09-07,54.8876
2023-09-08,56.0991
2023-09-09,56.0991
2023-09-10,56.0991
2023-09-11,55.758
2023-09-12,56.7225
2023-09-13,56.1226
2023-09-14,57.4047
2023-09-15,57.887
2023-09-16,57.887
2023-09-17,57.887
2023-09-18,57.4282
2023-09-19,55.558
2023-09-20,54.6053
2023-09-21,53.6643
2023-09-22,53.4056
2023-09-23,53.4056
2023-09-24,53.4056
2023-09-25,54.276
2023-09-26,53.1938
2023-09-27,53.6761
2023-09-28,54.8758
2023-09-29,54.8758
2023-09-30,54.8758
2023-10-01,54.8758
2023-10-02,54.8758
2023-10-03,54.8758
2023-10-04,54.8758
2023-10-05,54.8758
2023-10-06,54.8758
2023-10-07,54.8758
2023-10-08,54.8758
2023-10-09,54.8758
2023-10-10,54.8758
2023-10-11,54.8758
2023-10-12,54.8758
2023-10-13,54.8758
2023-10-14,54.8758
2023-10-15,54.8758
2023-10-16,54.8758
2023-10-17,54.8758
2023-10-18,54.8758
2023-10-19,54.8758
2023-10-20,54.8758
2023-10-21,54.8758
2023-10-22,54.8758
2023-10-23,54.8758
2023-10-24,54.8758
2023-10-25,54.8758
2023-10-26,54.8758
2023-10-27,54.8758
2023-10-28,54.8758
2023-10-29,54.8758
2023-10-30,54.8758
2023-10-31,54.8758
2023-11-01,54.8758
2023-11-02,54.8758
2023-11-03,54.8758
2023-11-04,54.8758
2023-11-05,54.8758
2023-11-06,54.8758
2023-11-07,54.8758
2023-11-08,54.8758
2023-11-09,54.8758
2023-11-10,54.8758
2023-11-11,54.8758
2023-11-12,54.8758
2023-11-13,54.8758
2023-11-14,54.8758
2023-11-15,54.8758
2023-11-16,54.8758
2023-11-17,54.8758
2023-11-18,54.8758
2023-11-19,54.8758
2023-11-20,54.8758
2023-11-21,54.8758
2023-11-22,54.8758
2023-11-23,54.8758
2023-11-24,54.8758
2023-11-25,54.8758
2023-11-26,54.8758
2023-11-27,54.8758
2023-11-28,54.8758
2023-11-29,54.8758
2023-11-30,54.8758
2023-12-01,54.8758
2023-12-02,54.8758
2023-12-03,54.8758
2023-12-04,54.8758
2023-12-05,54.8758
2023-12-06,54.8758
2023-12-07,54.8758
2023-12-08,54.8758
2023-12-09,54.8758
2023-12-10,54.8758
2023-12-11,54.8758
2023-12-12,54.8758
2023-12-13,54.8758
2023-12-14,54.8758
2023-12-15,54.8758
2023-12-16,54.8758
2023-12-17,54.8758
2023-12-18,54.8758
2023-12-19,54.8758
2023-12-20,54.8758
2023-12-21,54.8758
2023-12-22,54.8758
2023-12-23,54.8758
2023-12-24,54.8758
2023-12-25,54.8758
2023-12-26,54.8758
2023-12-27,54.8758
2023-12-28,54.8758
2023-12-29,54.8758
2023-12-30,54.8758
2023-12-31,54.8758
2024-01-01,54.8758
2024-01-02,54.8758
2024-01-03,54.8758
2024-01-04,54.8758
2024-01-05,54.8758
2024-01-06,54.8758
2024-01-07,54.8758
2024-01-08,54.8758
2024-01-09,54.8758
2024-01-10,54.8758
2024-01-11,54.8758
2024-01-12,54.8758
2024-01-13,54.8758
2024-01-14,54.8758
2024-01-15,54.8758
2024-01-16,54.8758
2024-01-17,54.8758
2024-01-18,54.8758
2024-01-19,54.8758
2024-01-20,54.8758
2024-01-21,54.8758
2024-01-22,54.8758
2024-01-23,54.8758
2024-01-24,54.8758
2024-01-25,54.8758
2024-01-26,54.8758
2024-01-27,54.8758
2024-01-28,54.8758
2024-01-29,54.8758
2024-01-30,54.8758
2024-01-31,54.8758
2024-02-01,54.8758
2024-02-02,54.8758
2024-02-03,54.8758
2024-02-04,54.8758
2024-02-05,54.8758
2024-02-06,54.8758
2024-02-07,54.8758
2024-02-08,54.8758
2024-02-09,54.8758
2024-02-10,54.8758
2024-02-11,54.8758
2024-02-12,54.8758
2024-02-13,54.8758
2024-02-14,54.8758
2024-02-15,54.8758
2024-02-16,54.8758
2024-02-17,54.8758
2024-02-18,54.8758
2024-02-19,54.8758
2024-02-20,54.8758
2024-02-21,54.8758
2024-02-22,54.8758
2024-02-23,54.8758
2024-02-24,54.8758
2024-02-25,54.8758
2024-02-26,54.8758
2024-02-27,54.8758
2024-02-28,54.8758
2024-02-29,54.8758
2024-03-01,54.8758
2024-03-02,54.8758
2024-03-03,54.8758
2024-03-04,54.8758
2024-03-05,54.8758
2024-03-06,54.8758
2024-03-07,54.8758
2024-03-08,54.8758
2024-03-09,54.8758
2024-03-10,54.8758
2024-03-11,54.8758
2024-03-12,54.8758
2024-03-13,54.8758
2024-03-14,54.8758
2024-03-15,54.8758
2024-03-16,54.8758
2024-03-17,54.8758
2024-03-18,54.8758
2024-03-19,54.8758
2024-03-20,54.8758
2024-03-21,54.8758
2024-03-22,54.8758
2024-03-23,54.8758
2024-03-24,54.8758
2024-03-25,54.8758
2024-03-26,54.8758
2024-03-27,54.8758
2024-03-28,54.8758
2024-03-29,54.8758
2024-03-30,54.8758
2024-03-31,54.8758
2024-04-01,54.8758
2024-04-02,54.8758
2024-04-03,54.8758
2024-04-04,54.8758
2024-04-05,54.8758
2024-04-06,54.8758
2024-04-07,54.8758
2024-04-08,54.8758
