,IBM US Equity
2023-03-18,20.9734
2023-03-19,20.9734
2023-03-20,21.2451
2023-03-21,21.3211
2023-03-22,21.0168
2023-03-23,20.9347
2023-03-24,21.1666
2023-03-25,21.1666
2023-03-26,21.1666
2023-03-27,21.652
2023-03-28,21.6556
2023-03-29,21.7003
2023-03-30,21.6411
2023-03-31,21.9028
2023-04-01,21.9028
2023-04-02,21.9028
2023-04-03,22.0208
2023-04-04,21.9649
2023-04-05,22.0306
2023-04-06,21.831
2023-04-07,21.831
2023-04-08,21.831
2023-04-09,21.831
2023-04-10,21.8955
2023-04-11,21.8213
2023-04-12,21.5925
2023-04-13,21.5146
2023-04-14,21.5438
2023-04-15,21.5438
2023-04-16,21.5438
2023-04-17,21.5049
2023-04-18,21.5
2023-04-19,21.3223
2023-04-20,21.3272
2023-04-21,21.2505
2023-04-22,21.2505
2023-04-23,21.2505
2023-04-24,21.2104
2023-04-25,21.2859
2023-04-26,21.281
2023-04-27,21.4174
2023-04-28,21.3492
2023-04-29,21.3492
2023-04-30,21.3492
2023-05-01,21.3102
2023-05-02,21.1969
2023-05-03,20.9886
2023-05-04,20.8814
2023-05-05,21.013
2023-05-06,21.013
2023-05-07,21.013
2023-05-08,20.9825
2023-05-09,20.7109
2023-05-10,20.8144
2023-05-11,20.678
2023-05-12,20.9143
2023-05-13,20.9143
2023-05-14,20.9143
2023-05-15,20.9777
2023-05-16,20.9898
2023-05-17,21.2639
2023-05-18,21.3175
2023-05-19,21.4528
2023-05-20,21.4528
2023-05-21,21.4528
2023-05-22,21.482
2023-05-23,21.5648
2023-05-24,21.2603
2023-05-25,21.3918
2023-05-26,21.6513
2023-05-27,21.6513
2023-05-28,21.6513
2023-05-29,21.6513
2023-05-30,21.7232
2023-05-31,21.6148
2023-06-01,21.7646
2023-06-02,22.0813
2023-06-03,22.0813
2023-06-04,22.0813
2023-06-05,22.1081
2023-06-06,22.1142
2023-06-07,22.3201
2023-06-08,22.3238
2023-06-09,22.4322
2023-06-10,22.4322
2023-06-11,22.4322
2023-06-12,22.5686
2023-06-13,22.7124
2023-06-14,22.6636
2023-06-15,22.8098
2023-06-16,22.6978
2023-06-17,22.6978
2023-06-18,22.6978
2023-06-19,22.6978
2023-06-20,22.5126
2023-06-21,22.2361
2023-06-22,21.9291
2023-06-23,21.7171
2023-06-24,21.7171
2023-06-25,21.7171
2023-06-26,21.9498
2023-06-27,22.0716
2023-06-28,22.0009
2023-06-29,22.2811
2023-06-30,21.7699
2023-07-01,21.7699
2023-07-02,21.7699
2023-07-03,21.7531
2023-07-04,21.7531
2023-07-05,21.8212
2023-07-06,21.5729
2023-07-07,21.5633
2023-07-08,21.5633
2023-07-09,21.5633
2023-07-10,21.6612
2023-07-11,21.8451
2023-07-12,21.6541
2023-07-13,21.783
2023-07-14,21.7209
2023-07-15,21.7209
2023-07-16,21.7209
2023-07-17,21.8212
2023-07-18,21.9549
2023-07-19,21.9692
2023-07-20,22.3155
2023-07-21,22.3823
2023-07-22,22.3823
2023-07-23,22.3823
2023-07-24,22.4539
2023-07-25,22.6029
2023-07-26,22.6915
2023-07-27,22.9191
2023-07-28,22.9766
2023-07-29,22.9766
2023-07-30,22.9766
2023-07-31,23.064
2023-08-01,22.9622
2023-08-02,23.0628
2023-08-03,23.0964
2023-08-04,23.0712
2023-08-05,23.0712
2023-08-06,23.0712
2023-08-07,23.3036
2023-08-08,23.2712
2023-08-09,22.8616
2023-08-10,22.9526
2023-08-11,22.9371
2023-08-12,22.9371
2023-08-13,22.9371
2023-08-14,22.7921
2023-08-15,22.7873
2023-08-16,22.64
2023-08-17,22.6424
2023-08-18,22.7322
2023-08-19,22.7322
2023-08-20,22.7322
2023-08-21,22.8364
2023-08-22,22.7418
2023-08-23,22.9718
2023-08-24,22.9886
2023-08-25,23.2041
2023-08-26,23.2041
2023-08-27,23.2041
2023-08-28,23.2844
2023-08-29,23.3359
2023-08-30,23.385
2023-08-31,23.3814
2023-09-01,23.5144
2023-09-02,23.5144
2023-09-03,23.5144
2023-09-04,23.5144
2023-09-05,23.5371
2023-09-06,23.5287
2023-09-07,23.4641
2023-09-08,23.4832
2023-09-09,23.4832
2023-09-10,23.4832
2023-09-11,23.5671
2023-09-12,23.3179
2023-09-13,23.3479
2023-09-14,23.4437
2023-09-15,23.2808
2023-09-16,23.2808
2023-09-17,23.2808
2023-09-18,23.173
2023-09-19,23.3443
2023-09-20,23.7407
2023-09-21,23.4473
2023-09-22,23.391
2023-09-23,23.391
2023-09-24,23.391
2023-09-25,23.3395
2023-09-26,22.9514
2023-09-27,22.943
2023-09-28,22.7526
2023-09-29,21.7717
2023-09-30,21.7717
2023-10-01,21.7717
2023-10-02,21.8282
2023-10-03,21.7819
2023-10-04,21.8587
2023-10-05,21.9096
2023-10-06,21.9673
2023-10-07,21.9673
2023-10-08,21.9673
2023-10-09,21.9865
2023-10-10,21.9763
2023-10-11,22.1029
2023-10-12,21.878
2023-10-13,21.5637
2023-10-14,21.5637
2023-10-15,21.5637
2023-10-16,21.6484
2023-10-17,21.7739
2023-10-18,21.7344
2023-10-19,21.5128
2023-10-20,21.4167
2023-10-21,21.4167
2023-10-22,21.4167
2023-10-23,21.3285
2023-10-24,21.4879
2023-10-25,21.4076
2023-10-26,22.1629
2023-10-27,22.0227
2023-10-28,22.0227
2023-10-29,22.0227
2023-10-30,22.0351
2023-10-31,22.3003
2023-11-01,22.3864
2023-11-02,22.5688
2023-11-03,22.6697
2023-11-04,22.6697
2023-11-05,22.6697
2023-11-06,22.7909
2023-11-07,22.7751
2023-11-08,22.6844
2023-11-09,22.5246
2023-11-10,22.7966
2023-11-11,22.7966
2023-11-12,22.7966
2023-11-13,22.6923
2023-11-14,22.9541
2023-11-15,23.2
2023-11-16,23.2544
2023-11-17,23.2351
2023-11-18,23.2351
2023-11-19,23.2351
2023-11-20,23.4006
2023-11-21,23.3507
2023-11-22,23.489
2023-11-23,23.489
2023-11-24,23.4946
2023-11-25,23.4946
2023-11-26,23.4946
2023-11-27,23.5388
2023-11-28,23.5479
2023-11-29,23.634
2023-11-30,23.8776
2023-12-01,24.1032
2023-12-02,24.1032
2023-12-03,24.1032
2023-12-04,24.1655
2023-12-05,24.1983
2023-12-06,24.0726
2023-12-07,24.0658
2023-12-08,24.2629
2023-12-09,24.2629
2023-12-10,24.2629
2023-12-11,24.4386
2023-12-12,24.5746
2023-12-13,24.451
2023-12-14,24.3706
2023-12-15,24.2935
2023-12-16,24.2935
2023-12-17,24.2935
2023-12-18,24.3513
2023-12-19,24.2176
2023-12-20,24.0465
2023-12-21,24.1292
2023-12-22,24.2833
2023-12-23,24.2833
2023-12-24,24.2833
2023-12-25,24.2833
2023-12-26,24.4046
2023-12-27,24.4329
2023-12-28,24.4658
2023-12-29,22.9812
2023-12-30,22.9812
2023-12-31,22.9812
2024-01-01,22.9812
2024-01-02,22.7616
2024-01-03,22.6116
2024-01-04,22.6931
2024-01-05,22.511
2024-01-06,22.511
2024-01-07,22.511
2024-01-08,22.723
2024-01-09,22.6095
2024-01-10,22.7327
2024-01-11,22.8323
2024-01-12,23.2222
2024-01-13,23.2222
2024-01-14,23.2222
2024-01-15,23.2222
2024-01-16,23.3464
2024-01-17,23.2522
2024-01-18,23.3336
2024-01-19,23.8306
2024-01-20,23.8306
2024-01-21,23.8306
2024-01-22,23.9752
2024-01-23,24.0941
2024-01-24,24.093
2024-01-25,25.8603
2024-01-26,25.5379
2024-01-27,25.5379
2024-01-28,25.5379
2024-01-29,25.5079
2024-01-30,25.5861
2024-01-31,25.1352
2024-02-01,25.4822
2024-02-02,25.3633
2024-02-03,25.3633
2024-02-04,25.3633
2024-02-05,25.1095
2024-02-06,25.1084
2024-02-07,25.1437
2024-02-08,25.2102
2024-02-09,25.4222
2024-02-10,25.4222
2024-02-11,25.4222
2024-02-12,25.403
2024-02-13,25.1395
2024-02-14,25.1255
2024-02-15,25.479
2024-02-16,25.5615
2024-02-17,25.5615
2024-02-18,25.5615
2024-02-19,25.5615
2024-02-20,25.1116
2024-02-21,24.711
2024-02-22,25.1941
2024-02-23,25.3558
2024-02-24,25.3558
2024-02-25,25.3558
2024-02-26,25.2638
2024-02-27,25.3434
2024-02-28,25.3897
2024-02-29,25.3606
2024-03-01,25.7015
2024-03-02,25.7015
2024-03-03,25.7015
2024-03-04,26.2241
2024-03-05,26.1048
2024-03-06,26.5575
2024-03-07,26.5984
2024-03-08,26.5349
2024-03-09,26.5349
2024-03-10,26.5349
2024-03-11,26.0811
2024-03-12,26.7317
2024-03-13,26.6156
2024-03-14,26.2639
2024-03-15,26.0101
2024-03-16,26.0101
2024-03-17,26.0101
2024-03-18,26.0768
2024-03-19,26.2542
2024-03-20,26.3209
2024-03-21,26.0994
2024-03-22,25.9854
2024-03-23,25.9854
2024-03-24,25.9854
2024-03-25,25.765
2024-03-26,25.7338
2024-03-27,25.9811
2024-03-28,25.9983
2024-03-29,25.9983
2024-03-30,25.9983
2024-03-31,25.9983
2024-04-01,25.8768
2024-04-02,25.7746
2024-04-03,25.9919
2024-04-04,25.6736
2024-04-05,25.8026
2024-04-06,25.8026
2024-04-07,25.8026
2024-04-08,25.8757
