,TVTY US Equity
2020-11-08,11.0821
2020-11-09,11.2473
2020-11-10,11.5183
2020-11-11,11.4059
2020-11-12,11.3729
2020-11-13,11.6009
2020-11-14,11.6009
2020-11-15,11.6009
2020-11-16,11.6075
2020-11-17,11.7298
2020-11-18,11.6472
2020-11-19,11.7595
2020-11-20,11.9016
2020-11-21,11.9016
2020-11-22,11.9016
2020-11-23,12.3015
2020-11-24,12.242
2020-11-25,12.2717
2020-11-26,12.2717
2020-11-27,12.3411
2020-11-28,12.3411
2020-11-29,12.3411
2020-11-30,12.5691
2020-12-01,12.5939
2020-12-02,12.6352
2020-12-03,12.7145
2020-12-04,12.7013
2020-12-05,12.7013
2020-12-06,12.7013
2020-12-07,12.7641
2020-12-08,12.9293
2020-12-09,12.9987
2020-12-10,12.7773
2020-12-11,12.5096
2020-12-12,12.5096
2020-12-13,12.5096
2020-12-14,12.4138
2020-12-15,12.5592
2020-12-16,12.6583
2020-12-17,12.7277
2020-12-18,12.8764
2020-12-19,12.8764
2020-12-20,12.8764
2020-12-21,12.8004
2020-12-22,12.7443
2020-12-23,12.893
2020-12-24,12.9558
2020-12-25,12.9558
2020-12-26,12.9558
2020-12-27,12.9558
2020-12-28,12.893
2020-12-29,12.774
2020-12-30,12.9591
2020-12-31,9.6618
2021-01-01,9.6618
2021-01-02,9.6618
2021-01-03,9.6618
2021-01-04,9.7531
2021-01-05,9.718
2021-01-06,9.9356
2021-01-07,9.9462
2021-01-08,9.897
2021-01-09,9.897
2021-01-10,9.897
2021-01-11,9.9532
2021-01-12,10.227
2021-01-13,10.062
2021-01-14,10.2129
2021-01-15,10.0339
2021-01-16,10.0339
2021-01-17,10.0339
2021-01-18,10.0339
2021-01-19,10.4832
2021-01-20,10.6289
2021-01-21,10.4797
2021-01-22,10.4937
2021-01-23,10.4937
2021-01-24,10.4937
2021-01-25,10.5148
2021-01-26,10.6025
2021-01-27,10.6903
2021-01-28,10.8202
2021-01-29,10.7008
2021-01-30,10.7008
2021-01-31,10.7008
2021-02-01,11.0062
2021-02-02,10.6131
2021-02-03,10.7745
2021-02-04,10.95
2021-02-05,11.0097
2021-02-06,11.0097
2021-02-07,11.0097
2021-02-08,11.3396
2021-02-09,11.4906
2021-02-10,11.466
2021-02-11,11.3467
2021-02-12,11.2589
2021-02-13,11.2589
2021-02-14,11.2589
2021-02-15,11.2589
2021-02-16,11.1536
2021-02-17,11.2729
2021-02-18,11.0834
2021-02-19,11.2343
2021-02-20,11.2343
2021-02-21,11.2343
2021-02-22,11.3502
2021-02-23,11.3853
2021-02-24,11.4379
2021-02-25,11.0712
2021-02-26,11.2021
2021-02-27,11.2021
2021-02-28,11.2021
2021-03-01,11.0995
2021-03-02,10.9793
2021-03-03,10.9577
2021-03-04,11.0677
2021-03-05,11.348
2021-03-06,11.348
2021-03-07,11.348
2021-03-08,11.3587
2021-03-09,11.3551
2021-03-10,11.2877
2021-03-11,11.4261
2021-03-12,11.4367
2021-03-13,11.4367
2021-03-14,11.4367
2021-03-15,11.4012
2021-03-16,11.3516
2021-03-17,11.2841
2021-03-18,11.2061
2021-03-19,10.8796
2021-03-20,10.8796
2021-03-21,10.8796
2021-03-22,11.2664
2021-03-23,11.0996
2021-03-24,10.6348
2021-03-25,10.8796
2021-03-26,10.908
2021-03-27,10.908
2021-03-28,10.908
2021-03-29,10.7022
2021-03-30,10.7199
2021-03-31,9.589
2021-04-01,9.8813
2021-04-02,9.8813
2021-04-03,9.8813
2021-04-04,9.8813
2021-04-05,9.7881
2021-04-06,9.9164
2021-04-07,9.9164
2021-04-08,10.0386
2021-04-09,10.0
2021-04-10,10.0
2021-04-11,10.0
2021-04-12,9.8778
2021-04-13,9.8456
2021-04-14,9.9389
2021-04-15,10.0097
2021-04-16,10.0129
2021-04-17,10.0129
2021-04-18,10.0129
2021-04-19,9.9228
2021-04-20,10.0805
2021-04-21,10.074
2021-04-22,10.1416
2021-04-23,10.2092
2021-04-24,10.2092
2021-04-25,10.2092
2021-04-26,10.2349
2021-04-27,10.2767
2021-04-28,10.1223
2021-04-29,10.2606
2021-04-30,10.1995
2021-05-01,10.1995
2021-05-02,10.1995
2021-05-03,10.2703
2021-05-04,10.3218
2021-05-05,10.3604
2021-05-06,10.3108
2021-05-07,10.2133
2021-05-08,10.2133
2021-05-09,10.2133
2021-05-10,10.1683
2021-05-11,10.1135
2021-05-12,9.9461
2021-05-13,10.0781
2021-05-14,10.2423
2021-05-15,10.2423
2021-05-16,10.2423
2021-05-17,10.2825
2021-05-18,10.3228
2021-05-19,10.3646
2021-05-20,10.3904
2021-05-21,10.5417
2021-05-22,10.5417
2021-05-23,10.5417
2021-05-24,10.7316
2021-05-25,10.6994
2021-05-26,10.7026
2021-05-27,10.7702
2021-05-28,10.8539
2021-05-29,10.8539
2021-05-30,10.8539
2021-05-31,10.8539
2021-06-01,10.87
2021-06-02,10.7895
2021-06-03,10.8056
2021-06-04,10.7091
2021-06-05,10.7091
2021-06-06,10.7091
2021-06-07,10.7831
2021-06-08,10.9666
2021-06-09,11.076
2021-06-10,11.1115
2021-06-11,11.2595
2021-06-12,11.2595
2021-06-13,11.2595
2021-06-14,11.2273
2021-06-15,11.2209
2021-06-16,11.3207
2021-06-17,11.1565
2021-06-18,10.9344
2021-06-19,10.9344
2021-06-20,10.9344
2021-06-21,11.0245
2021-06-22,11.1082
2021-06-23,11.1372
2021-06-24,11.237
2021-06-25,11.2949
2021-06-26,11.2949
2021-06-27,11.2949
2021-06-28,11.2467
2021-06-29,10.9795
2021-06-30,12.409
2021-07-01,12.7415
2021-07-02,12.599
2021-07-03,12.599
2021-07-04,12.599
2021-07-05,12.599
2021-07-06,12.3396
2021-07-07,12.3834
2021-07-08,12.2482
2021-07-09,12.4236
2021-07-10,12.4236
2021-07-11,12.4236
2021-07-12,12.4857
2021-07-13,12.3469
2021-07-14,11.9851
2021-07-15,11.8171
2021-07-16,11.66
2021-07-17,11.66
2021-07-18,11.66
2021-07-19,11.4992
2021-07-20,11.5832
2021-07-21,11.7184
2021-07-22,11.744
2021-07-23,11.7659
2021-07-24,11.7659
2021-07-25,11.7659
2021-07-26,11.839
2021-07-27,11.828
2021-07-28,11.9011
2021-07-29,12.0363
2021-07-30,11.9596
2021-07-31,11.9596
2021-08-01,11.9596
2021-08-02,12.0473
2021-08-03,12.2409
2021-08-04,12.0546
2021-08-05,11.2682
2021-08-06,11.2021
2021-08-07,11.2021
2021-08-08,11.2021
2021-08-09,11.0069
2021-08-10,10.9112
2021-08-11,10.8338
2021-08-12,10.8338
2021-08-13,11.3125
2021-08-14,11.3125
2021-08-15,11.3125
2021-08-16,11.1726
2021-08-17,11.1652
2021-08-18,11.0769
2021-08-19,11.0658
2021-08-20,11.2205
2021-08-21,11.2205
2021-08-22,11.2205
2021-08-23,11.342
2021-08-24,11.353
2021-08-25,11.261
2021-08-26,11.2462
2021-08-27,11.2536
2021-08-28,11.2536
2021-08-29,11.2536
2021-08-30,11.2831
2021-08-31,11.3567
2021-09-01,11.2978
2021-09-02,11.2536
2021-09-03,11.2647
2021-09-04,11.2647
2021-09-05,11.2647
2021-09-06,11.2647
2021-09-07,10.9959
2021-09-08,10.9738
2021-09-09,11.0805
2021-09-10,11.2278
2021-09-11,11.2278
2021-09-12,11.2278
2021-09-13,11.3309
2021-09-14,11.1616
2021-09-15,11.1505
2021-09-16,11.1431
2021-09-17,11.1984
2021-09-18,11.1984
2021-09-19,11.1984
2021-09-20,10.9811
2021-09-21,10.9148
2021-09-22,10.9885
2021-09-23,11.1358
2021-09-24,11.1063
2021-09-25,11.1063
2021-09-26,11.1063
2021-09-27,11.6955
2021-09-28,11.434
2021-09-29,11.4267
2021-09-30,10.122
2021-10-01,10.3337
2021-10-02,10.3337
2021-10-03,10.3337
2021-10-04,10.2763
2021-10-05,10.4736
2021-10-06,10.409
2021-10-07,10.5418
2021-10-08,10.5598
2021-10-09,10.5598
2021-10-10,10.5598
2021-10-11,10.4844
2021-10-12,10.4449
2021-10-13,10.5239
2021-10-14,10.6315
2021-10-15,10.5777
2021-10-16,10.5777
2021-10-17,10.5777
2021-10-18,10.5454
2021-10-19,10.6566
2021-10-20,10.7427
2021-10-21,10.7966
2021-10-22,10.8647
2021-10-23,10.8647
2021-10-24,10.8647
2021-10-25,10.8396
2021-10-26,10.8037
2021-10-27,10.5813
2021-10-28,10.8073
2021-10-29,10.8253
2021-10-30,10.8253
2021-10-31,10.8253
2021-11-01,11.0334
2021-11-02,10.8863
2021-11-03,11.9051
2021-11-04,11.8871
2021-11-05,11.9274
2021-11-06,11.9274
2021-11-07,11.9274
2021-11-08,11.9813
2021-11-09,11.9094
2021-11-10,11.8087
2021-11-11,11.762
2021-11-12,11.7692
2021-11-13,11.7692
2021-11-14,11.7692
2021-11-15,11.6181
2021-11-16,11.5894
2021-11-17,11.6361
2021-11-18,11.4959
2021-11-19,11.3269
2021-11-20,11.3269
2021-11-21,11.3269
2021-11-22,11.2657
2021-11-23,11.2981
2021-11-24,11.2657
2021-11-25,11.2657
2021-11-26,10.8666
2021-11-27,10.8666
2021-11-28,10.8666
2021-11-29,10.7155
2021-11-30,10.4135
2021-12-01,10.4494
2021-12-02,10.7659
2021-12-03,10.6364
2021-12-04,10.6364
2021-12-05,10.6364
2021-12-06,10.9637
2021-12-07,10.9673
2021-12-08,11.0823
2021-12-09,10.8522
2021-12-10,10.8953
2021-12-11,10.8953
2021-12-12,10.8953
2021-12-13,10.7587
2021-12-14,10.5861
2021-12-15,10.6472
2021-12-16,10.3703
2021-12-17,10.7587
2021-12-18,10.7587
2021-12-19,10.7587
2021-12-20,10.5753
2021-12-21,10.7695
2021-12-22,11.1399
2021-12-23,11.1758
2021-12-24,11.1758
2021-12-25,11.1758
2021-12-26,11.1758
2021-12-27,11.3916
2021-12-28,11.3664
2021-12-29,11.352
2021-12-30,11.2621
2021-12-31,11.1574
2022-01-01,11.1574
2022-01-02,11.1574
2022-01-03,11.3068
2022-01-04,11.2929
2022-01-05,10.9697
2022-01-06,10.6153
2022-01-07,10.591
2022-01-08,10.591
2022-01-09,10.591
2022-01-10,10.6396
2022-01-11,10.6779
2022-01-12,10.7647
2022-01-13,10.5667
2022-01-14,10.6883
2022-01-15,10.6883
2022-01-16,10.6883
2022-01-17,10.6883
2022-01-18,10.5771
2022-01-19,10.3895
2022-01-20,10.3895
2022-01-21,10.3408
2022-01-22,10.3408
2022-01-23,10.3408
2022-01-24,10.6466
2022-01-25,10.5146
2022-01-26,10.5041
2022-01-27,10.4694
2022-01-28,10.6396
2022-01-29,10.6396
2022-01-30,10.6396
2022-01-31,10.8099
2022-02-01,10.7091
2022-02-02,10.657
2022-02-03,10.7717
2022-02-04,10.6257
2022-02-05,10.6257
2022-02-06,10.6257
2022-02-07,10.5493
2022-02-08,10.9489
2022-02-09,10.8898
2022-02-10,10.8064
2022-02-11,10.803
2022-02-12,10.803
2022-02-13,10.803
2022-02-14,10.7613
2022-02-15,10.9975
2022-02-16,11.0566
2022-02-17,10.9107
2022-02-18,10.8794
2022-02-19,10.8794
2022-02-20,10.8794
2022-02-21,10.8794
2022-02-22,10.935
2022-02-23,10.8238
2022-02-24,11.0358
2022-02-25,11.275
2022-02-26,11.275
2022-02-27,11.275
2022-02-28,11.463
2022-03-01,11.8631
2022-03-02,12.1171
2022-03-03,12.2459
2022-03-04,12.3398
2022-03-05,12.3398
2022-03-06,12.3398
2022-03-07,12.4059
2022-03-08,12.399
2022-03-09,12.4268
2022-03-10,12.5486
2022-03-11,12.4999
2022-03-12,12.4999
2022-03-13,12.4999
2022-03-14,12.3746
2022-03-15,12.4407
2022-03-16,12.479
2022-03-17,12.1937
2022-03-18,12.1345
2022-03-19,12.1345
2022-03-20,12.1345
2022-03-21,12.1311
2022-03-22,12.1659
2022-03-23,12.145
2022-03-24,12.3468
2022-03-25,12.3016
2022-03-26,12.3016
2022-03-27,12.3016
2022-03-28,12.3398
2022-03-29,12.5834
2022-03-30,13.1367
2022-03-31,13.5317
2022-04-01,13.69
2022-04-02,13.69
2022-04-03,13.69
2022-04-04,13.5604
2022-04-05,13.5317
2022-04-06,13.5461
2022-04-07,13.5678
2022-04-08,13.5786
2022-04-09,13.5786
2022-04-10,13.5786
2022-04-11,13.575
2022-04-12,13.5678
2022-04-13,13.5714
2022-04-14,13.5714
2022-04-15,13.5714
2022-04-16,13.5714
2022-04-17,13.5714
2022-04-18,13.575
2022-04-19,13.5642
2022-04-20,13.5462
2022-04-21,13.5389
2022-04-22,13.5353
2022-04-23,13.5353
2022-04-24,13.5353
2022-04-25,13.5606
2022-04-26,13.5317
2022-04-27,13.4957
2022-04-28,13.5389
2022-04-29,13.5245
2022-04-30,13.5245
2022-05-01,13.5245
2022-05-02,13.5173
2022-05-03,13.4885
2022-05-04,13.5029
2022-05-05,13.494
2022-05-06,13.4832
2022-05-07,13.4832
2022-05-08,13.4832
2022-05-09,13.3931
2022-05-10,13.3282
2022-05-11,13.2597
2022-05-12,13.339
2022-05-13,13.4363
2022-05-14,13.4363
2022-05-15,13.4363
2022-05-16,13.4579
2022-05-17,13.5156
2022-05-18,13.5156
2022-05-19,13.5444
2022-05-20,13.5625
2022-05-21,13.5625
2022-05-22,13.5625
2022-05-23,13.548
2022-05-24,13.5589
2022-05-25,13.6003
2022-05-26,13.6075
2022-05-27,13.6075
2022-05-28,13.6075
2022-05-29,13.6075
2022-05-30,13.6075
2022-05-31,13.64
2022-06-01,13.6147
2022-06-02,13.6364
2022-06-03,13.6183
2022-06-04,13.6183
2022-06-05,13.6183
2022-06-06,13.622
2022-06-07,13.5606
2022-06-08,13.557
2022-06-09,13.5678
2022-06-10,13.5967
2022-06-11,13.5967
2022-06-12,13.5967
2022-06-13,13.5029
2022-06-14,13.3514
2022-06-15,13.557
2022-06-16,13.5318
2022-06-17,13.5426
2022-06-18,13.5426
2022-06-19,13.5426
2022-06-20,13.5426
2022-06-21,13.6328
2022-06-22,13.64
2022-06-23,13.6544
2022-06-24,13.6689
2022-06-25,13.6689
2022-06-26,13.6689
2022-06-27,13.6761
2022-06-28,13.6761
2022-06-29,13.6761
2022-06-30,13.6761
2022-07-01,13.6761
2022-07-02,13.6761
2022-07-03,13.6761
2022-07-04,13.6761
2022-07-05,13.6761
2022-07-06,13.6761
2022-07-07,13.6761
2022-07-08,13.6761
2022-07-09,13.6761
2022-07-10,13.6761
2022-07-11,13.6761
2022-07-12,13.6761
2022-07-13,13.6761
2022-07-14,13.6761
2022-07-15,13.6761
2022-07-16,13.6761
2022-07-17,13.6761
2022-07-18,13.6761
2022-07-19,13.6761
2022-07-20,13.6761
2022-07-21,13.6761
2022-07-22,13.6761
2022-07-23,13.6761
2022-07-24,13.6761
2022-07-25,13.6761
2022-07-26,13.6761
2022-07-27,13.6761
2022-07-28,13.6761
2022-07-29,13.6761
2022-07-30,13.6761
2022-07-31,13.6761
2022-08-01,13.6761
2022-08-02,13.6761
2022-08-03,13.6761
2022-08-04,13.6761
2022-08-05,13.6761
2022-08-06,13.6761
2022-08-07,13.6761
2022-08-08,13.6761
2022-08-09,13.6761
2022-08-10,13.6761
2022-08-11,13.6761
2022-08-12,13.6761
2022-08-13,13.6761
2022-08-14,13.6761
2022-08-15,13.6761
2022-08-16,13.6761
2022-08-17,13.6761
2022-08-18,13.6761
2022-08-19,13.6761
2022-08-20,13.6761
2022-08-21,13.6761
2022-08-22,13.6761
2022-08-23,13.6761
2022-08-24,13.6761
2022-08-25,13.6761
2022-08-26,13.6761
2022-08-27,13.6761
2022-08-28,13.6761
2022-08-29,13.6761
2022-08-30,13.6761
2022-08-31,13.6761
2022-09-01,13.6761
2022-09-02,13.6761
2022-09-03,13.6761
2022-09-04,13.6761
2022-09-05,13.6761
2022-09-06,13.6761
2022-09-07,13.6761
2022-09-08,13.6761
2022-09-09,13.6761
2022-09-10,13.6761
2022-09-11,13.6761
2022-09-12,13.6761
2022-09-13,13.6761
2022-09-14,13.6761
2022-09-15,13.6761
2022-09-16,13.6761
2022-09-17,13.6761
2022-09-18,13.6761
2022-09-19,13.6761
2022-09-20,13.6761
2022-09-21,13.6761
2022-09-22,13.6761
2022-09-23,13.6761
2022-09-24,13.6761
2022-09-25,13.6761
2022-09-26,13.6761
2022-09-27,13.6761
2022-09-28,13.6761
2022-09-29,13.6761
2022-09-30,13.6761
2022-10-01,13.6761
2022-10-02,13.6761
2022-10-03,13.6761
2022-10-04,13.6761
2022-10-05,13.6761
2022-10-06,13.6761
2022-10-07,13.6761
2022-10-08,13.6761
2022-10-09,13.6761
2022-10-10,13.6761
2022-10-11,13.6761
2022-10-12,13.6761
2022-10-13,13.6761
2022-10-14,13.6761
2022-10-15,13.6761
2022-10-16,13.6761
2022-10-17,13.6761
2022-10-18,13.6761
2022-10-19,13.6761
2022-10-20,13.6761
2022-10-21,13.6761
2022-10-22,13.6761
2022-10-23,13.6761
2022-10-24,13.6761
2022-10-25,13.6761
2022-10-26,13.6761
2022-10-27,13.6761
2022-10-28,13.6761
2022-10-29,13.6761
2022-10-30,13.6761
2022-10-31,13.6761
2022-11-01,13.6761
2022-11-02,13.6761
2022-11-03,13.6761
2022-11-04,13.6761
2022-11-05,13.6761
2022-11-06,13.6761
2022-11-07,13.6761
2022-11-08,13.6761
2022-11-09,13.6761
2022-11-10,13.6761
2022-11-11,13.6761
2022-11-12,13.6761
2022-11-13,13.6761
2022-11-14,13.6761
2022-11-15,13.6761
2022-11-16,13.6761
2022-11-17,13.6761
2022-11-18,13.6761
2022-11-19,13.6761
2022-11-20,13.6761
2022-11-21,13.6761
2022-11-22,13.6761
2022-11-23,13.6761
2022-11-24,13.6761
2022-11-25,13.6761
2022-11-26,13.6761
2022-11-27,13.6761
2022-11-28,13.6761
2022-11-29,13.6761
2022-11-30,13.6761
2022-12-01,13.6761
2022-12-02,13.6761
2022-12-03,13.6761
2022-12-04,13.6761
2022-12-05,13.6761
2022-12-06,13.6761
2022-12-07,13.6761
2022-12-08,13.6761
2022-12-09,13.6761
2022-12-10,13.6761
2022-12-11,13.6761
2022-12-12,13.6761
2022-12-13,13.6761
2022-12-14,13.6761
2022-12-15,13.6761
2022-12-16,13.6761
2022-12-17,13.6761
2022-12-18,13.6761
2022-12-19,13.6761
2022-12-20,13.6761
2022-12-21,13.6761
2022-12-22,13.6761
2022-12-23,13.6761
2022-12-24,13.6761
2022-12-25,13.6761
2022-12-26,13.6761
2022-12-27,13.6761
2022-12-28,13.6761
2022-12-29,13.6761
2022-12-30,13.6761
2022-12-31,13.6761
2023-01-01,13.6761
2023-01-02,13.6761
2023-01-03,13.6761
2023-01-04,13.6761
2023-01-05,13.6761
2023-01-06,13.6761
2023-01-07,13.6761
2023-01-08,13.6761
2023-01-09,13.6761
2023-01-10,13.6761
2023-01-11,13.6761
2023-01-12,13.6761
2023-01-13,13.6761
2023-01-14,13.6761
2023-01-15,13.6761
2023-01-16,13.6761
2023-01-17,13.6761
2023-01-18,13.6761
2023-01-19,13.6761
2023-01-20,13.6761
2023-01-21,13.6761
2023-01-22,13.6761
2023-01-23,13.6761
2023-01-24,13.6761
2023-01-25,13.6761
2023-01-26,13.6761
2023-01-27,13.6761
2023-01-28,13.6761
2023-01-29,13.6761
2023-01-30,13.6761
2023-01-31,13.6761
2023-02-01,13.6761
2023-02-02,13.6761
2023-02-03,13.6761
2023-02-04,13.6761
2023-02-05,13.6761
2023-02-06,13.6761
2023-02-07,13.6761
2023-02-08,13.6761
2023-02-09,13.6761
2023-02-10,13.6761
2023-02-11,13.6761
2023-02-12,13.6761
2023-02-13,13.6761
2023-02-14,13.6761
2023-02-15,13.6761
2023-02-16,13.6761
2023-02-17,13.6761
2023-02-18,13.6761
2023-02-19,13.6761
2023-02-20,13.6761
2023-02-21,13.6761
2023-02-22,13.6761
2023-02-23,13.6761
2023-02-24,13.6761
2023-02-25,13.6761
2023-02-26,13.6761
2023-02-27,13.6761
2023-02-28,13.6761
2023-03-01,13.6761
2023-03-02,13.6761
2023-03-03,13.6761
2023-03-04,13.6761
2023-03-05,13.6761
2023-03-06,13.6761
2023-03-07,13.6761
2023-03-08,13.6761
2023-03-09,13.6761
2023-03-10,13.6761
2023-03-11,13.6761
2023-03-12,13.6761
2023-03-13,13.6761
2023-03-14,13.6761
2023-03-15,13.6761
2023-03-16,13.6761
2023-03-17,13.6761
