,COP US Equity
2020-06-04,8.6266
2020-06-05,9.2767
2020-06-06,9.2767
2020-06-07,9.2767
2020-06-08,9.5649
2020-06-09,9.2834
2020-06-10,8.8277
2020-06-11,8.1927
2020-06-12,8.4625
2020-06-13,8.4625
2020-06-14,8.4625
2020-06-15,8.3988
2020-06-16,8.6937
2020-06-17,8.511
2020-06-18,8.5831
2020-06-19,8.4574
2020-06-20,8.4574
2020-06-21,8.4574
2020-06-22,8.434
2020-06-23,8.4759
2020-06-24,8.0034
2020-06-25,8.1827
2020-06-26,7.8962
2020-06-27,7.8962
2020-06-28,7.8962
2020-06-29,8.0553
2020-06-30,13.2526
2020-07-01,12.9104
2020-07-02,13.1884
2020-07-03,13.1884
2020-07-04,13.1884
2020-07-05,13.1884
2020-07-06,13.1483
2020-07-07,12.8837
2020-07-08,12.9906
2020-07-09,12.2716
2020-07-10,12.6297
2020-07-11,12.6297
2020-07-12,12.6297
2020-07-13,12.6217
2020-07-14,13.0628
2020-07-15,13.1456
2020-07-16,13.1376
2020-07-17,12.7019
2020-07-18,12.7019
2020-07-19,12.7019
2020-07-20,12.5335
2020-07-21,13.1563
2020-07-22,12.9505
2020-07-23,12.8356
2020-07-24,12.7875
2020-07-25,12.7875
2020-07-26,12.7875
2020-07-27,12.6511
2020-07-28,12.4346
2020-07-29,12.6966
2020-07-30,12.0818
2020-07-31,12.0149
2020-08-01,12.0149
2020-08-02,12.0149
2020-08-03,11.8332
2020-08-04,12.0831
2020-08-05,12.1847
2020-08-06,12.1927
2020-08-07,12.2595
2020-08-08,12.2595
2020-08-09,12.2595
2020-08-10,12.6178
2020-08-11,12.6365
2020-08-12,13.1578
2020-08-13,12.8824
2020-08-14,12.9332
2020-08-15,12.9332
2020-08-16,12.9332
2020-08-17,12.9012
2020-08-18,12.8022
2020-08-19,12.6205
2020-08-20,12.3852
2020-08-21,12.2221
2020-08-22,12.2221
2020-08-23,12.2221
2020-08-24,12.4119
2020-08-25,12.4066
2020-08-26,12.0617
2020-08-27,12.2194
2020-08-28,12.2809
2020-08-29,12.2809
2020-08-30,12.2809
2020-08-31,12.1499
2020-09-01,11.9548
2020-09-02,11.7463
2020-09-03,11.642
2020-09-04,11.6072
2020-09-05,11.6072
2020-09-06,11.6072
2020-09-07,11.6072
2020-09-08,11.126
2020-09-09,11.233
2020-09-10,10.8213
2020-09-11,10.8721
2020-09-12,10.8721
2020-09-13,10.8721
2020-09-14,10.9817
2020-09-15,11.0565
2020-09-16,11.3987
2020-09-17,11.6687
2020-09-18,11.6099
2020-09-19,11.6099
2020-09-20,11.6099
2020-09-21,11.2062
2020-09-22,11.1902
2020-09-23,10.8213
2020-09-24,11.003
2020-09-25,11.0298
2020-09-26,11.0298
2020-09-27,11.0298
2020-09-28,11.0325
2020-09-29,10.6983
2020-09-30,79.5814
2020-10-01,78.7876
2020-10-02,80.0267
2020-10-03,80.0267
2020-10-04,80.0267
2020-10-05,82.3693
2020-10-06,80.4719
2020-10-07,82.4661
2020-10-08,84.7893
2020-10-09,84.0149
2020-10-10,84.0149
2020-10-11,84.0149
2020-10-12,84.9055
2020-10-13,83.5309
2020-10-14,82.8533
2020-10-15,84.5376
2020-10-16,81.3819
2020-10-17,81.3819
2020-10-18,81.3819
2020-10-19,79.0383
2020-10-20,78.8069
2020-10-21,75.0672
2020-10-22,77.5154
2020-10-23,78.7298
2020-10-24,78.7298
2020-10-25,78.7298
2020-10-26,74.4503
2020-10-27,74.3346
2020-10-28,71.5009
2020-10-29,72.2141
2020-10-30,71.1732
2020-10-31,71.1732
2020-11-01,71.1732
2020-11-02,74.2768
2020-11-03,72.5033
2020-11-04,74.566
2020-11-05,74.0647
2020-11-06,72.272
2020-11-07,72.272
2020-11-08,72.272
2020-11-09,80.3491
2020-11-10,84.4937
2020-11-11,84.0118
2020-11-12,81.5636
2020-11-13,84.166
2020-11-14,84.166
2020-11-15,84.166
2020-11-16,89.4094
2020-11-17,90.8938
2020-11-18,91.5299
2020-11-19,92.0889
2020-11-20,92.4359
2020-11-21,92.4359
2020-11-22,92.4359
2020-11-23,98.3348
2020-11-24,101.6119
2020-11-25,100.1083
2020-11-26,100.1083
2020-11-27,98.4697
2020-11-28,98.4697
2020-11-29,98.4697
2020-11-30,92.2624
2020-12-01,91.7034
2020-12-02,93.0528
2020-12-03,95.4239
2020-12-04,101.342
2020-12-05,101.342
2020-12-06,101.342
2020-12-07,98.5468
2020-12-08,98.2769
2020-12-09,98.3155
2020-12-10,100.8215
2020-12-11,99.825
2020-12-12,99.825
2020-12-13,99.825
2020-12-14,97.5887
2020-12-15,98.5141
2020-12-16,97.5887
2020-12-17,96.914
2020-12-18,95.0054
2020-12-19,95.0054
2020-12-20,95.0054
2020-12-21,93.5788
2020-12-22,91.2461
2020-12-23,93.2703
2020-12-24,92.1329
2020-12-25,92.1329
2020-12-26,92.1329
2020-12-27,92.1329
2020-12-28,91.7666
2020-12-29,91.3232
2020-12-30,93.1354
2020-12-31,93.1354
2021-01-01,93.1354
2021-01-02,93.1354
2021-01-03,93.1354
2021-01-04,93.1354
2021-01-05,93.1354
2021-01-06,93.1354
2021-01-07,93.1354
2021-01-08,93.1354
2021-01-09,93.1354
2021-01-10,93.1354
2021-01-11,93.1354
2021-01-12,93.1354
2021-01-13,93.1354
2021-01-14,93.1354
2021-01-15,93.1354
2021-01-16,93.1354
2021-01-17,93.1354
2021-01-18,93.1354
2021-01-19,93.1354
2021-01-20,93.1354
2021-01-21,93.1354
2021-01-22,93.1354
2021-01-23,93.1354
2021-01-24,93.1354
2021-01-25,93.1354
2021-01-26,93.1354
2021-01-27,93.1354
2021-01-28,93.1354
2021-01-29,93.1354
2021-01-30,93.1354
2021-01-31,93.1354
2021-02-01,93.1354
2021-02-02,93.1354
2021-02-03,93.1354
2021-02-04,93.1354
2021-02-05,93.1354
2021-02-06,93.1354
2021-02-07,93.1354
2021-02-08,93.1354
2021-02-09,93.1354
2021-02-10,93.1354
2021-02-11,93.1354
2021-02-12,93.1354
2021-02-13,93.1354
2021-02-14,93.1354
2021-02-15,93.1354
2021-02-16,93.1354
2021-02-17,93.1354
2021-02-18,93.1354
2021-02-19,93.1354
2021-02-20,93.1354
2021-02-21,93.1354
2021-02-22,93.1354
2021-02-23,93.1354
2021-02-24,93.1354
2021-02-25,93.1354
2021-02-26,93.1354
2021-02-27,93.1354
2021-02-28,93.1354
2021-03-01,93.1354
2021-03-02,93.1354
2021-03-03,93.1354
2021-03-04,93.1354
2021-03-05,93.1354
2021-03-06,93.1354
2021-03-07,93.1354
2021-03-08,93.1354
2021-03-09,93.1354
2021-03-10,93.1354
2021-03-11,93.1354
2021-03-12,93.1354
2021-03-13,93.1354
2021-03-14,93.1354
2021-03-15,93.1354
2021-03-16,93.1354
2021-03-17,93.1354
2021-03-18,93.1354
2021-03-19,93.1354
2021-03-20,93.1354
2021-03-21,93.1354
2021-03-22,93.1354
2021-03-23,93.1354
2021-03-24,93.1354
2021-03-25,93.1354
2021-03-26,93.1354
2021-03-27,93.1354
2021-03-28,93.1354
2021-03-29,93.1354
2021-03-30,93.1354
2021-03-31,93.1354
2021-04-01,93.1354
2021-04-02,93.1354
2021-04-03,93.1354
2021-04-04,93.1354
2021-04-05,93.1354
2021-04-06,93.1354
2021-04-07,93.1354
2021-04-08,93.1354
2021-04-09,93.1354
2021-04-10,93.1354
2021-04-11,93.1354
2021-04-12,93.1354
2021-04-13,93.1354
2021-04-14,93.1354
2021-04-15,93.1354
2021-04-16,93.1354
2021-04-17,93.1354
2021-04-18,93.1354
2021-04-19,93.1354
2021-04-20,93.1354
2021-04-21,93.1354
2021-04-22,93.1354
2021-04-23,93.1354
2021-04-24,93.1354
2021-04-25,93.1354
2021-04-26,93.1354
2021-04-27,93.1354
2021-04-28,93.1354
2021-04-29,93.1354
2021-04-30,93.1354
2021-05-01,93.1354
2021-05-02,93.1354
2021-05-03,93.1354
2021-05-04,93.1354
2021-05-05,93.1354
2021-05-06,93.1354
2021-05-07,93.1354
2021-05-08,93.1354
2021-05-09,93.1354
2021-05-10,93.1354
2021-05-11,93.1354
2021-05-12,93.1354
2021-05-13,93.1354
2021-05-14,93.1354
2021-05-15,93.1354
2021-05-16,93.1354
2021-05-17,93.1354
2021-05-18,93.1354
2021-05-19,93.1354
2021-05-20,93.1354
2021-05-21,93.1354
2021-05-22,93.1354
2021-05-23,93.1354
2021-05-24,93.1354
2021-05-25,93.1354
2021-05-26,93.1354
2021-05-27,93.1354
2021-05-28,93.1354
2021-05-29,93.1354
2021-05-30,93.1354
2021-05-31,93.1354
2021-06-01,93.1354
2021-06-02,93.1354
2021-06-03,93.1354
2021-06-04,93.1354
2021-06-05,93.1354
2021-06-06,93.1354
2021-06-07,93.1354
2021-06-08,93.1354
2021-06-09,93.1354
2021-06-10,93.1354
2021-06-11,93.1354
2021-06-12,93.1354
2021-06-13,93.1354
2021-06-14,93.1354
2021-06-15,93.1354
2021-06-16,93.1354
2021-06-17,93.1354
2021-06-18,93.1354
2021-06-19,93.1354
2021-06-20,93.1354
2021-06-21,93.1354
2021-06-22,93.1354
2021-06-23,93.1354
2021-06-24,93.1354
2021-06-25,93.1354
2021-06-26,93.1354
2021-06-27,93.1354
2021-06-28,93.1354
2021-06-29,93.1354
2021-06-30,33.7909
2021-07-01,34.7583
2021-07-02,34.6948
2021-07-03,34.6948
2021-07-04,34.6948
2021-07-05,34.6948
2021-07-06,33.488
2021-07-07,32.8676
2021-07-08,32.9653
2021-07-09,33.4147
2021-07-10,33.4147
2021-07-11,33.4147
2021-07-12,33.2535
2021-07-13,33.0874
2021-07-14,32.2129
2021-07-15,31.9246
2021-07-16,31.1527
2021-07-17,31.1527
2021-07-18,31.1527
2021-07-19,30.2733
2021-07-20,30.6495
2021-07-21,31.8953
2021-07-22,31.7243
2021-07-23,31.0745
2021-07-24,31.0745
2021-07-25,31.0745
2021-07-26,31.822
2021-07-27,31.5582
2021-07-28,31.7487
2021-07-29,31.9246
2021-07-30,31.4263
2021-07-31,31.4263
2021-08-01,31.4263
2021-08-02,31.0941
2021-08-03,31.7097
2021-08-04,30.8742
2021-08-05,31.1632
2021-08-06,31.4298
2021-08-07,31.4298
2021-08-08,31.4298
2021-08-09,30.9207
2021-08-10,31.4201
2021-08-11,31.7643
2021-08-12,31.6916
2021-08-13,31.1729
2021-08-14,31.1729
2021-08-15,31.1729
2021-08-16,30.6105
2021-08-17,30.4699
2021-08-18,29.9899
2021-08-19,29.4614
2021-08-20,29.6214
2021-08-21,29.6214
2021-08-22,29.6214
2021-08-23,30.6008
2021-08-24,30.9014
2021-08-25,31.1971
2021-08-26,30.7656
2021-08-27,31.5462
2021-08-28,31.5462
2021-08-29,31.5462
2021-08-30,31.2844
2021-08-31,30.9595
2021-09-01,30.5329
2021-09-02,31.4783
2021-09-03,31.3038
2021-09-04,31.3038
2021-09-05,31.3038
2021-09-06,31.3038
2021-09-07,31.1777
2021-09-08,30.8383
2021-09-09,30.9838
2021-09-10,31.0565
2021-09-11,31.0565
2021-09-12,31.0565
2021-09-13,31.9583
2021-09-14,31.6431
2021-09-15,32.797
2021-09-16,32.7534
2021-09-17,32.6031
2021-09-18,32.6031
2021-09-19,32.6031
2021-09-20,31.7062
2021-09-21,32.8019
2021-09-22,34.2224
2021-09-23,34.9254
2021-09-24,35.5605
2021-09-25,35.5605
2021-09-26,35.5605
2021-09-27,36.3799
2021-09-28,36.9083
2021-09-29,37.0247
2021-09-30,15.1949
2021-10-01,15.6695
2021-10-02,15.6695
2021-10-03,15.6695
2021-10-04,15.9525
2021-10-05,16.0014
2021-10-06,16.0177
2021-10-07,15.9566
2021-10-08,16.6511
2021-10-09,16.6511
2021-10-10,16.6511
2021-10-11,16.4576
2021-10-12,16.3436
2021-10-13,16.3069
2021-10-14,16.4332
2021-10-15,16.4923
2021-10-16,16.4923
2021-10-17,16.4923
2021-10-18,16.5656
2021-10-19,16.7326
2021-10-20,16.8751
2021-10-21,16.5839
2021-10-22,16.814
2021-10-23,16.814
2021-10-24,16.814
2021-10-25,16.977
2021-10-26,17.0808
2021-10-27,16.5513
2021-10-28,16.6979
2021-10-29,16.5635
2021-10-30,16.5635
2021-10-31,16.5635
2021-11-01,16.5839
2021-11-02,16.2662
2021-11-03,16.2071
2021-11-04,16.0987
2021-11-05,16.528
2021-11-06,16.528
2021-11-07,16.528
2021-11-08,16.6243
2021-11-09,16.5882
2021-11-10,16.0365
2021-11-11,15.864
2021-11-12,15.9081
2021-11-13,15.9081
2021-11-14,15.9081
2021-11-15,15.9804
2021-11-16,15.9643
2021-11-17,15.8299
2021-11-18,15.9804
2021-11-19,15.3565
2021-11-20,15.3565
2021-11-21,15.3565
2021-11-22,15.8139
2021-11-23,16.193
2021-11-24,16.4036
2021-11-25,16.4036
2021-11-26,15.7316
2021-11-27,15.7316
2021-11-28,15.7316
2021-11-29,15.866
2021-11-30,15.4608
2021-12-01,15.2742
2021-12-02,15.6875
2021-12-03,15.6574
2021-12-04,15.6574
2021-12-05,15.6574
2021-12-06,15.9984
2021-12-07,16.3515
2021-12-08,16.2592
2021-12-09,15.9463
2021-12-10,16.1348
2021-12-11,16.1348
2021-12-12,16.1348
2021-12-13,15.6393
2021-12-14,15.5711
2021-12-15,15.5771
2021-12-16,15.7757
2021-12-17,15.1559
2021-12-18,15.1559
2021-12-19,15.1559
2021-12-20,15.1539
2021-12-21,15.5711
2021-12-22,15.6514
2021-12-23,15.6734
2021-12-24,15.6734
2021-12-25,15.6734
2021-12-26,15.6734
2021-12-27,16.0786
2021-12-28,16.0606
2021-12-29,16.0205
2021-12-30,15.8921
2021-12-31,9.2846
2022-01-01,9.2846
2022-01-02,9.2846
2022-01-03,9.4611
2022-01-04,9.8162
2022-01-05,9.6697
2022-01-06,9.9849
2022-01-07,10.2236
2022-01-08,10.2236
2022-01-09,10.2236
2022-01-10,10.2669
2022-01-11,10.551
2022-01-12,10.6409
2022-01-13,10.5543
2022-01-14,10.9007
2022-01-15,10.9007
2022-01-16,10.9007
2022-01-17,10.9007
2022-01-18,10.9861
2022-01-19,10.9606
2022-01-20,10.7774
2022-01-21,10.4545
2022-01-22,10.4545
2022-01-23,10.4545
2022-01-24,10.4878
2022-01-25,10.9417
2022-01-26,10.9362
2022-01-27,11.2248
2022-01-28,11.1759
2022-01-29,11.1759
2022-01-30,11.1759
2022-01-31,11.1093
2022-02-01,11.4334
2022-02-02,11.5078
2022-02-03,11.3591
2022-02-04,11.4701
2022-02-05,11.4701
2022-02-06,11.4701
2022-02-07,11.5888
2022-02-08,11.4101
2022-02-09,11.5899
2022-02-10,11.4745
2022-02-11,11.6532
2022-02-12,11.6532
2022-02-13,11.6532
2022-02-14,11.4345
2022-02-15,11.227
2022-02-16,11.2858
2022-02-17,11.2423
2022-02-18,11.0749
2022-02-19,11.0749
2022-02-20,11.0749
2022-02-21,11.0749
2022-02-22,10.8781
2022-02-23,10.9218
2022-02-24,10.8672
2022-02-25,11.2543
2022-02-26,11.2543
2022-02-27,11.2543
2022-02-28,11.6469
2022-03-01,11.8766
2022-03-02,11.9947
2022-03-03,11.9258
2022-03-04,12.2385
2022-03-05,12.2385
2022-03-06,12.2385
2022-03-07,12.3479
2022-03-08,12.0778
2022-03-09,11.7945
2022-03-10,12.1784
2022-03-11,12.0351
2022-03-12,12.0351
2022-03-13,12.0351
2022-03-14,11.8317
2022-03-15,11.6677
2022-03-16,11.6425
2022-03-17,12.0811
2022-03-18,12.1653
2022-03-19,12.1653
2022-03-20,12.1653
2022-03-21,12.5108
2022-03-22,12.4026
2022-03-23,12.6869
2022-03-24,12.7055
2022-03-25,13.0292
2022-03-26,13.0292
2022-03-27,13.0292
2022-03-28,12.5918
2022-03-29,12.255
2022-03-30,12.2997
2022-03-31,7.9823
2022-04-01,8.0248
2022-04-02,8.0248
2022-04-03,8.0248
2022-04-04,8.0226
2022-04-05,7.8394
2022-04-06,7.8021
2022-04-07,7.9794
2022-04-08,8.2058
2022-04-09,8.2058
2022-04-10,8.2058
2022-04-11,7.8343
2022-04-12,7.9823
2022-04-13,7.9992
2022-04-14,8.0827
2022-04-15,8.0827
2022-04-16,8.0827
2022-04-17,8.0827
2022-04-18,8.2365
2022-04-19,8.0966
2022-04-20,8.1779
2022-04-21,7.8849
2022-04-22,7.69
2022-04-23,7.69
2022-04-24,7.69
2022-04-25,7.3713
2022-04-26,7.3464
2022-04-27,7.4739
2022-04-28,7.8028
2022-04-29,7.6541
2022-04-30,7.6541
2022-05-01,7.6541
2022-05-02,7.6834
2022-05-03,7.9039
2022-05-04,8.2651
2022-05-05,8.1767
2022-05-06,8.5299
2022-05-07,8.5299
2022-05-08,8.5299
2022-05-09,7.7629
2022-05-10,7.8214
2022-05-11,7.8974
2022-05-12,7.9384
2022-05-13,8.1804
2022-05-14,8.1804
2022-05-15,8.1804
2022-05-16,8.3698
2022-05-17,8.4809
2022-05-18,8.2952
2022-05-19,8.3047
2022-05-20,8.3347
2022-05-21,8.3347
2022-05-22,8.3347
2022-05-23,8.6271
2022-05-24,8.6608
2022-05-25,8.7865
2022-05-26,8.9291
2022-05-27,9.0351
2022-05-28,9.0351
2022-05-29,9.0351
2022-05-30,9.0351
2022-05-31,8.8713
2022-06-01,9.1192
2022-06-02,9.0614
2022-06-03,9.2925
2022-06-04,9.2925
2022-06-05,9.2925
2022-06-06,9.2384
2022-06-07,9.6281
2022-06-08,9.566
2022-06-09,9.3247
2022-06-10,9.1982
2022-06-11,9.1982
2022-06-12,9.1982
2022-06-13,8.8275
2022-06-14,8.8077
2022-06-15,8.6498
2022-06-16,8.1446
2022-06-17,7.5099
2022-06-18,7.5099
2022-06-19,7.5099
2022-06-20,7.5099
2022-06-21,7.915
2022-06-22,7.4602
2022-06-23,7.0822
2022-06-24,7.303
2022-06-25,7.303
2022-06-26,7.303
2022-06-27,7.3995
2022-06-28,7.6181
2022-06-29,7.3432
2022-06-30,5.6152
2022-07-01,5.6832
2022-07-02,5.6832
2022-07-03,5.6832
2022-07-04,5.6832
2022-07-05,5.3147
2022-07-06,5.2391
2022-07-07,5.4141
2022-07-08,5.4205
2022-07-09,5.4205
2022-07-10,5.4205
2022-07-11,5.3676
2022-07-12,5.2455
2022-07-13,5.2257
2022-07-14,5.1386
2022-07-15,5.213
2022-07-16,5.213
2022-07-17,5.213
2022-07-18,5.3397
2022-07-19,5.5379
2022-07-20,5.6675
2022-07-21,5.564
2022-07-22,5.5175
2022-07-23,5.5175
2022-07-24,5.5175
2022-07-25,5.7454
2022-07-26,5.6896
2022-07-27,5.8163
2022-07-28,5.8622
2022-07-29,6.0581
2022-07-30,6.0581
2022-07-31,6.0581
2022-08-01,5.9227
2022-08-02,5.9
2022-08-03,5.703
2022-08-04,5.5368
2022-08-05,5.7067
2022-08-06,5.7067
2022-08-07,5.7067
2022-08-08,5.7513
2022-08-09,5.8589
2022-08-10,5.8858
2022-08-11,6.1363
2022-08-12,6.273
2022-08-13,6.273
2022-08-14,6.273
2022-08-15,6.1598
2022-08-16,6.1215
2022-08-17,6.1935
2022-08-18,6.3949
2022-08-19,6.4098
2022-08-20,6.4098
2022-08-21,6.4098
2022-08-22,6.4155
2022-08-23,6.5991
2022-08-24,6.7176
2022-08-25,6.8068
2022-08-26,6.8091
2022-08-27,6.8091
2022-08-28,6.8091
2022-08-29,6.8835
2022-08-30,6.7164
2022-08-31,6.6563
2022-09-01,6.5465
2022-09-02,6.7027
2022-09-03,6.7027
2022-09-04,6.7027
2022-09-05,6.7027
2022-09-06,6.6094
2022-09-07,6.5025
2022-09-08,6.5917
2022-09-09,6.8005
2022-09-10,6.8005
2022-09-11,6.8005
2022-09-12,6.9389
2022-09-13,6.8211
2022-09-14,7.1289
2022-09-15,7.0059
2022-09-16,6.8669
2022-09-17,6.8669
2022-09-18,6.8669
2022-09-19,6.852
2022-09-20,6.8062
2022-09-21,6.7502
2022-09-22,6.6912
2022-09-23,6.1495
2022-09-24,6.1495
2022-09-25,6.1495
2022-09-26,6.07
2022-09-27,6.0448
2022-09-28,6.2874
2022-09-29,6.3251
2022-09-30,5.336
2022-10-01,5.336
2022-10-02,5.336
2022-10-03,5.7149
2022-10-04,5.9954
2022-10-05,6.0108
2022-10-06,6.0961
2022-10-07,6.1388
2022-10-08,6.1388
2022-10-09,6.1388
2022-10-10,6.0539
2022-10-11,5.9934
2022-10-12,6.0291
2022-10-13,6.3489
2022-10-14,6.1115
2022-10-15,6.1115
2022-10-16,6.1115
2022-10-17,6.1314
2022-10-18,6.1081
2022-10-19,6.2679
2022-10-20,6.3027
2022-10-21,6.4357
2022-10-22,6.4357
2022-10-23,6.4357
2022-10-24,6.468
2022-10-25,6.4084
2022-10-26,6.539
2022-10-27,6.5425
2022-10-28,6.5688
2022-10-29,6.5688
2022-10-30,6.5688
2022-10-31,6.5152
2022-11-01,6.5991
2022-11-02,6.536
2022-11-03,6.7582
2022-11-04,6.6854
2022-11-05,6.6854
2022-11-06,6.6854
2022-11-07,6.8127
2022-11-08,6.7884
2022-11-09,6.3423
2022-11-10,6.5464
2022-11-11,6.7651
2022-11-12,6.7651
2022-11-13,6.7651
2022-11-14,6.7199
2022-11-15,6.7714
2022-11-16,6.5357
2022-11-17,6.6304
2022-11-18,6.5041
2022-11-19,6.5041
2022-11-20,6.5041
2022-11-21,6.3534
2022-11-22,6.5716
2022-11-23,6.4142
2022-11-24,6.4142
2022-11-25,6.4176
2022-11-26,6.4176
2022-11-27,6.4176
2022-11-28,6.2733
2022-11-29,6.2932
2022-11-30,6.2572
2022-12-01,6.2353
2022-12-02,6.1926
2022-12-03,6.1926
2022-12-04,6.1926
2022-12-05,6.056
2022-12-06,5.8733
2022-12-07,5.8378
2022-12-08,5.727
2022-12-09,5.6016
2022-12-10,5.6016
2022-12-11,5.6016
2022-12-12,5.6872
2022-12-13,5.7664
2022-12-14,5.7401
2022-12-15,5.7246
2022-12-16,5.6221
2022-12-17,5.6221
2022-12-18,5.6221
2022-12-19,5.6221
2022-12-20,5.7295
2022-12-21,5.9059
2022-12-22,5.7416
2022-12-23,5.9433
2022-12-24,5.9433
2022-12-25,5.9433
2022-12-26,5.9433
2022-12-27,6.0123
2022-12-28,5.8587
2022-12-29,5.9112
2022-12-30,5.8371
2022-12-31,5.8371
2023-01-01,5.8371
2023-01-02,5.8371
2023-01-03,5.6081
2023-01-04,5.6184
2023-01-05,5.7794
2023-01-06,5.8479
2023-01-07,5.8479
2023-01-08,5.8479
2023-01-09,5.8071
2023-01-10,5.8409
2023-01-11,5.8484
2023-01-12,5.9385
2023-01-13,6.0
2023-01-14,6.0
2023-01-15,6.0
2023-01-16,6.0
2023-01-17,5.9422
2023-01-18,5.8629
2023-01-19,5.9141
2023-01-20,6.0155
2023-01-21,6.0155
2023-01-22,6.0155
2023-01-23,5.9371
2023-01-24,5.8751
2023-01-25,5.9483
2023-01-26,6.1492
2023-01-27,6.1004
2023-01-28,6.1004
2023-01-29,6.1004
2023-01-30,5.9559
2023-01-31,6.0187
2023-02-01,5.823
2023-02-02,5.5227
2023-02-03,5.373
2023-02-04,5.373
2023-02-05,5.373
2023-02-06,5.3439
2023-02-07,5.5565
2023-02-08,5.4987
2023-02-09,5.4584
2023-02-10,5.6991
2023-02-11,5.6991
2023-02-12,5.6991
2023-02-13,5.5701
2023-02-14,5.6283
2023-02-15,5.5391
2023-02-16,5.2733
2023-02-17,5.0787
2023-02-18,5.0787
2023-02-19,5.0787
2023-02-20,5.0787
2023-02-21,5.1333
2023-02-22,5.0768
2023-02-23,5.1388
2023-02-24,5.1305
2023-02-25,5.1305
2023-02-26,5.1305
2023-02-27,5.1586
2023-02-28,5.0433
2023-03-01,5.1765
2023-03-02,5.2719
2023-03-03,5.2862
2023-03-04,5.2862
2023-03-05,5.2862
2023-03-06,5.3284
2023-03-07,5.2407
2023-03-08,5.2214
2023-03-09,5.1563
2023-03-10,5.0833
2023-03-11,5.0833
2023-03-12,5.0833
2023-03-13,4.9208
2023-03-14,4.952
2023-03-15,4.6711
