,HBI US Equity
2023-03-19,11.2422
2023-03-20,11.2086
2023-03-21,11.2422
2023-03-22,11.1548
2023-03-23,11.1144
2023-03-24,11.1615
2023-03-25,11.1615
2023-03-26,11.1615
2023-03-27,11.1884
2023-03-28,11.249
2023-03-29,11.2019
2023-03-30,11.1817
2023-03-31,14.1411
2023-04-01,14.1411
2023-04-02,14.1411
2023-04-03,14.1067
2023-04-04,14.0723
2023-04-05,13.9605
2023-04-06,13.8659
2023-04-07,13.8659
2023-04-08,13.8659
2023-04-09,13.8659
2023-04-10,13.9175
2023-04-11,14.1239
2023-04-12,13.9003
2023-04-13,13.8229
2023-04-14,13.7971
2023-04-15,13.7971
2023-04-16,13.7971
2023-04-17,13.7627
2023-04-18,13.7713
2023-04-19,13.8573
2023-04-20,13.8315
2023-04-21,13.8831
2023-04-22,13.8831
2023-04-23,13.8831
2023-04-24,13.9175
2023-04-25,13.8057
2023-04-26,13.7541
2023-04-27,13.8745
2023-04-28,14.1239
2023-04-29,14.1239
2023-04-30,14.1239
2023-05-01,14.0465
2023-05-02,13.8401
2023-05-03,13.8152
2023-05-04,13.3679
2023-05-05,13.4195
2023-05-06,13.4195
2023-05-07,13.4195
2023-05-08,13.3507
2023-05-09,13.2389
2023-05-10,13.2045
2023-05-11,13.1615
2023-05-12,13.1012
2023-05-13,13.1012
2023-05-14,13.1012
2023-05-15,13.1098
2023-05-16,12.9464
2023-05-17,13.1787
2023-05-18,13.2561
2023-05-19,13.084
2023-05-20,13.084
2023-05-21,13.084
2023-05-22,13.2131
2023-05-23,13.2217
2023-05-24,13.1356
2023-05-25,12.998
2023-05-26,13.1356
2023-05-27,13.1356
2023-05-28,13.1356
2023-05-29,13.1356
2023-05-30,13.1787
2023-05-31,13.1528
2023-06-01,13.127
2023-06-02,13.4023
2023-06-03,13.4023
2023-06-04,13.4023
2023-06-05,13.3507
2023-06-06,13.5571
2023-06-07,13.6001
2023-06-08,13.6001
2023-06-09,13.5915
2023-06-10,13.5915
2023-06-11,13.5915
2023-06-12,13.6517
2023-06-13,13.6689
2023-06-14,13.6345
2023-06-15,13.6776
2023-06-16,13.6517
2023-06-17,13.6517
2023-06-18,13.6517
2023-06-19,13.6517
2023-06-20,13.6776
2023-06-21,13.6431
2023-06-22,13.4625
2023-06-23,13.2819
2023-06-24,13.2819
2023-06-25,13.2819
2023-06-26,13.3249
2023-06-27,13.5227
2023-06-28,13.3421
2023-06-29,13.4883
2023-06-30,16.5157
2023-07-01,16.5157
2023-07-02,16.5157
2023-07-03,16.7923
2023-07-04,16.7923
2023-07-05,16.5795
2023-07-06,16.5157
2023-07-07,16.239
2023-07-08,16.239
2023-07-09,16.239
2023-07-10,16.505
2023-07-11,16.7923
2023-07-12,16.6753
2023-07-13,16.6966
2023-07-14,16.4412
2023-07-15,16.4412
2023-07-16,16.4412
2023-07-17,16.6327
2023-07-18,16.7391
2023-07-19,16.8668
2023-07-20,16.7072
2023-07-21,16.6434
2023-07-22,16.6434
2023-07-23,16.6434
2023-07-24,16.8242
2023-07-25,16.8242
2023-07-26,17.2924
2023-07-27,17.1115
2023-07-28,17.1966
2023-07-29,17.1966
2023-07-30,17.1966
2023-07-31,17.2924
2023-08-01,17.3562
2023-08-02,17.1222
2023-08-03,17.2286
2023-08-04,17.3562
2023-08-05,17.3562
2023-08-06,17.3562
2023-08-07,17.2286
2023-08-08,17.5265
2023-08-09,17.3562
2023-08-10,17.2981
2023-08-11,17.607
2023-08-12,17.607
2023-08-13,17.607
2023-08-14,17.4685
2023-08-15,17.5431
2023-08-16,17.4259
2023-08-17,17.4792
2023-08-18,17.4898
2023-08-19,17.4898
2023-08-20,17.4898
2023-08-21,17.362
2023-08-22,17.1703
2023-08-23,17.149
2023-08-24,17.0744
2023-08-25,16.9679
2023-08-26,16.9679
2023-08-27,16.9679
2023-08-28,17.0105
2023-08-29,17.0531
2023-08-30,17.0531
2023-08-31,17.2768
2023-09-01,17.2768
2023-09-02,17.2768
2023-09-03,17.2768
2023-09-04,17.2768
2023-09-05,16.904
2023-09-06,16.8934
2023-09-07,16.9253
2023-09-08,16.7443
2023-09-09,16.7443
2023-09-10,16.7443
2023-09-11,16.5952
2023-09-12,16.691
2023-09-13,16.5312
2023-09-14,16.6697
2023-09-15,16.6165
2023-09-16,16.6165
2023-09-17,16.6165
2023-09-18,16.4354
2023-09-19,16.478
2023-09-20,16.3502
2023-09-21,16.265
2023-09-22,16.1478
2023-09-23,16.1478
2023-09-24,16.1478
2023-09-25,15.8602
2023-09-26,15.7218
2023-09-27,15.4875
2023-09-28,15.5194
2023-09-29,19.8581
2023-09-30,19.8581
2023-10-01,19.8581
2023-10-02,19.6922
2023-10-03,19.5816
2023-10-04,19.6646
2023-10-05,19.5954
2023-10-06,19.6922
2023-10-07,19.6922
2023-10-08,19.6922
2023-10-09,19.6231
2023-10-10,19.8028
2023-10-11,19.8858
2023-10-12,19.7475
2023-10-13,19.8581
2023-10-14,19.8581
2023-10-15,19.8581
2023-10-16,20.1485
2023-10-17,20.5357
2023-10-18,20.4389
2023-10-19,20.5219
2023-10-20,20.4528
2023-10-21,20.4528
2023-10-22,20.4528
2023-10-23,20.3698
2023-10-24,20.3698
2023-10-25,20.3421
2023-10-26,20.356
2023-10-27,20.1485
2023-10-28,20.1485
2023-10-29,20.1485
2023-10-30,20.1624
2023-10-31,20.1762
2023-11-01,20.0656
2023-11-02,20.4389
2023-11-03,20.5772
2023-11-04,20.5772
2023-11-05,20.5772
2023-11-06,20.4943
2023-11-07,20.4804
2023-11-08,20.2177
2023-11-09,19.9159
2023-11-10,19.9436
2023-11-11,19.9436
2023-11-12,19.9436
2023-11-13,19.5839
2023-11-14,20.1372
2023-11-15,20.4278
2023-11-16,20.1511
2023-11-17,20.0542
2023-11-18,20.0542
2023-11-19,20.0542
2023-11-20,19.9159
2023-11-21,19.7914
2023-11-22,19.6115
2023-11-23,19.6115
2023-11-24,19.5977
2023-11-25,19.5977
2023-11-26,19.5977
2023-11-27,19.4594
2023-11-28,19.7222
2023-11-29,19.5147
2023-11-30,19.4179
2023-12-01,19.8467
2023-12-02,19.8467
2023-12-03,19.8467
2023-12-04,19.7914
2023-12-05,19.5977
2023-12-06,19.5285
2023-12-07,19.7776
2023-12-08,19.7222
2023-12-09,19.7222
2023-12-10,19.7222
2023-12-11,19.736
2023-12-12,19.6254
2023-12-13,19.9297
2023-12-14,20.2064
2023-12-15,20.0404
2023-12-16,20.0404
2023-12-17,20.0404
2023-12-18,19.9159
2023-12-19,20.0957
2023-12-20,19.8329
2023-12-21,20.1511
2023-12-22,20.2341
2023-12-23,20.2341
2023-12-24,20.2341
2023-12-25,20.2341
2023-12-26,20.5384
2023-12-27,20.5246
2023-12-28,20.5246
2023-12-29,17.733
2023-12-30,17.733
2023-12-31,17.733
2024-01-01,17.733
2024-01-02,17.7451
2024-01-03,17.4179
2024-01-04,17.4663
2024-01-05,17.2239
2024-01-06,17.2239
2024-01-07,17.2239
2024-01-08,17.4663
2024-01-09,17.4906
2024-01-10,17.4542
2024-01-11,17.4057
2024-01-12,17.3209
2024-01-13,17.3209
2024-01-14,17.3209
2024-01-15,17.3209
2024-01-16,17.2239
2024-01-17,17.1269
2024-01-18,17.1269
2024-01-19,17.2239
2024-01-20,17.2239
2024-01-21,17.2239
2024-01-22,17.333
2024-01-23,17.527
2024-01-24,17.527
2024-01-25,17.7088
2024-01-26,17.8785
2024-01-27,17.8785
2024-01-28,17.8785
2024-01-29,17.9391
2024-01-30,17.927
2024-01-31,17.7815
2024-02-01,18.0724
2024-02-02,18.0967
2024-02-03,18.0967
2024-02-04,18.0967
2024-02-05,17.6966
2024-02-06,17.7815
2024-02-07,17.6603
2024-02-08,17.8542
2024-02-09,17.9027
2024-02-10,17.9027
2024-02-11,17.9027
2024-02-12,18.2179
2024-02-13,17.8057
2024-02-14,18.0482
2024-02-15,17.5876
2024-02-16,17.5304
2024-02-17,17.5304
2024-02-18,17.5304
2024-02-19,17.5304
2024-02-20,17.8465
2024-02-21,17.8952
2024-02-22,17.9681
2024-02-23,18.1748
2024-02-24,18.1748
2024-02-25,18.1748
2024-02-26,18.2356
2024-02-27,18.576
2024-02-28,18.6854
2024-02-29,18.8921
2024-03-01,18.9529
2024-03-02,18.9529
2024-03-03,18.9529
2024-03-04,18.9043
2024-03-05,18.9894
2024-03-06,18.9772
2024-03-07,19.0988
2024-03-08,19.1231
2024-03-09,19.1231
2024-03-10,19.1231
2024-03-11,18.8435
2024-03-12,18.7425
2024-03-13,18.8277
2024-03-14,18.8034
2024-03-15,19.2416
2024-03-16,19.2416
2024-03-17,19.2416
2024-03-18,19.1808
2024-03-19,18.8764
2024-03-20,18.9495
2024-03-21,18.7547
2024-03-22,18.5599
2024-03-23,18.5599
2024-03-24,18.5599
2024-03-25,18.8521
2024-03-26,18.8521
2024-03-27,19.1442
2024-03-28,19.3877
2024-03-29,19.3877
2024-03-30,19.3877
2024-03-31,19.3877
2024-04-01,19.3147
2024-04-02,18.5599
2024-04-03,18.6208
2024-04-04,18.3773
2024-04-05,18.5721
2024-04-06,18.5721
2024-04-07,18.5721
2024-04-08,18.5599
