,SON US Equity
2020-05-26,14.5535
2020-05-27,14.7666
2020-05-28,14.7123
2020-05-29,14.6204
2020-05-30,14.6204
2020-05-31,14.6204
2020-06-01,14.7478
2020-06-02,14.7875
2020-06-03,15.1802
2020-06-04,15.1823
2020-06-05,15.2742
2020-06-06,15.2742
2020-06-07,15.2742
2020-06-08,15.4037
2020-06-09,15.2888
2020-06-10,14.9546
2020-06-11,14.0042
2020-06-12,14.1901
2020-06-13,14.1901
2020-06-14,14.1901
2020-06-15,14.2945
2020-06-16,14.3969
2020-06-17,14.5473
2020-06-18,14.5264
2020-06-19,14.6956
2020-06-20,14.6956
2020-06-21,14.6956
2020-06-22,14.5076
2020-06-23,14.5535
2020-06-24,14.1963
2020-06-25,14.3593
2020-06-26,14.7946
2020-06-27,14.7946
2020-06-28,14.7946
2020-06-29,15.2386
2020-06-30,15.338
2020-07-01,15.2452
2020-07-02,15.4572
2020-07-03,15.4572
2020-07-04,15.4572
2020-07-05,15.4572
2020-07-06,15.4506
2020-07-07,15.2651
2020-07-08,15.0685
2020-07-09,14.8233
2020-07-10,15.1568
2020-07-11,15.1568
2020-07-12,15.1568
2020-07-13,15.106
2020-07-14,15.349
2020-07-15,15.6229
2020-07-16,15.7024
2020-07-17,15.8702
2020-07-18,15.8702
2020-07-19,15.8702
2020-07-20,15.5721
2020-07-21,15.6096
2020-07-22,15.7068
2020-07-23,15.6361
2020-07-24,15.6516
2020-07-25,15.6516
2020-07-26,15.6516
2020-07-27,15.6582
2020-07-28,15.5986
2020-07-29,15.7721
2020-07-30,15.3898
2020-07-31,15.2218
2020-08-01,15.2218
2020-08-02,15.2218
2020-08-03,15.339
2020-08-04,15.3124
2020-08-05,15.4738
2020-08-06,15.4318
2020-08-07,15.5268
2020-08-08,15.5268
2020-08-09,15.5268
2020-08-10,15.5864
2020-08-11,15.7544
2020-08-12,15.8958
2020-08-13,15.8339
2020-08-14,15.9709
2020-08-15,15.9709
2020-08-16,15.9709
2020-08-17,15.9643
2020-08-18,15.7234
2020-08-19,15.7411
2020-08-20,15.5445
2020-08-21,15.5246
2020-08-22,15.5246
2020-08-23,15.5246
2020-08-24,15.8163
2020-08-25,15.6682
2020-08-26,15.6638
2020-08-27,15.6549
2020-08-28,15.6527
2020-08-29,15.6527
2020-08-30,15.6527
2020-08-31,15.5069
2020-09-01,15.7124
2020-09-02,15.9466
2020-09-03,15.7433
2020-09-04,15.8605
2020-09-05,15.8605
2020-09-06,15.8605
2020-09-07,15.8605
2020-09-08,15.4472
2020-09-09,15.624
2020-09-10,15.5312
2020-09-11,15.6085
2020-09-12,15.6085
2020-09-13,15.6085
2020-09-14,15.7257
2020-09-15,15.7699
2020-09-16,15.6152
2020-09-17,15.4959
2020-09-18,15.3235
2020-09-19,15.3235
2020-09-20,15.3235
2020-09-21,14.9014
2020-09-22,14.7689
2020-09-23,14.5501
2020-09-24,14.6274
2020-09-25,15.9293
2020-09-26,15.9293
2020-09-27,15.9293
2020-09-28,16.1027
2020-09-29,15.9863
2020-09-30,16.117
2020-10-01,16.2382
2020-10-02,16.3071
2020-10-03,16.3071
2020-10-04,16.3071
2020-10-05,16.4639
2020-10-06,16.3926
2020-10-07,16.5566
2020-10-08,16.5827
2020-10-09,16.6112
2020-10-10,16.6112
2020-10-11,16.6112
2020-10-12,16.7656
2020-10-13,16.7395
2020-10-14,16.8773
2020-10-15,17.2076
2020-10-16,17.1387
2020-10-17,17.1387
2020-10-18,17.1387
2020-10-19,16.9866
2020-10-20,17.0793
2020-10-21,17.1862
2020-10-22,16.6944
2020-10-23,16.6255
2020-10-24,16.6255
2020-10-25,16.6255
2020-10-26,16.2405
2020-10-27,15.9744
2020-10-28,15.599
2020-10-29,15.801
2020-10-30,15.6037
2020-10-31,15.6037
2020-11-01,15.6037
2020-11-02,16.0648
2020-11-03,16.5259
2020-11-04,16.2597
2020-11-05,16.5663
2020-11-06,16.602
2020-11-07,16.602
2020-11-08,16.602
2020-11-09,17.0132
2020-11-10,17.5789
2020-11-11,17.2295
2020-11-12,16.9443
2020-11-13,17.3412
2020-11-14,17.3412
2020-11-15,17.3412
2020-11-16,17.5243
2020-11-17,17.7025
2020-11-18,17.5837
2020-11-19,17.6859
2020-11-20,17.6289
2020-11-21,17.6289
2020-11-22,17.6289
2020-11-23,17.6384
2020-11-24,18.052
2020-11-25,17.9806
2020-11-26,17.9806
2020-11-27,17.9973
2020-11-28,17.9973
2020-11-29,17.9973
2020-11-30,17.7834
2020-12-01,17.9783
2020-12-02,17.8879
2020-12-03,17.926
2020-12-04,18.2897
2020-12-05,18.2897
2020-12-06,18.2897
2020-12-07,18.2968
2020-12-08,18.4299
2020-12-09,18.6581
2020-12-10,18.6438
2020-12-11,18.544
2020-12-12,18.544
2020-12-13,18.544
2020-12-14,18.1993
2020-12-15,18.2801
2020-12-16,18.235
2020-12-17,18.2302
2020-12-18,18.216
2020-12-19,18.216
2020-12-20,18.216
2020-12-21,18.1019
2020-12-22,18.09
2020-12-23,18.0805
2020-12-24,18.109
2020-12-25,18.109
2020-12-26,18.109
2020-12-27,18.109
2020-12-28,18.1138
2020-12-29,17.9474
2020-12-30,18.1185
2020-12-31,20.7101
2021-01-01,20.7101
2021-01-02,20.7101
2021-01-03,20.7101
2021-01-04,20.4716
2021-01-05,20.6119
2021-01-06,21.2602
2021-01-07,21.3668
2021-01-08,21.0441
2021-01-09,21.0441
2021-01-10,21.0441
2021-01-11,21.263
2021-01-12,21.3725
2021-01-13,21.1255
2021-01-14,21.0048
2021-01-15,20.9262
2021-01-16,20.9262
2021-01-17,20.9262
2021-01-18,20.9262
2021-01-19,20.9515
2021-01-20,21.3725
2021-01-21,21.176
2021-01-22,21.075
2021-01-23,21.075
2021-01-24,21.075
2021-01-25,21.2658
2021-01-26,20.9094
2021-01-27,20.2892
2021-01-28,20.5025
2021-01-29,20.3341
2021-01-30,20.3341
2021-01-31,20.3341
2021-02-01,20.4239
2021-02-02,20.5614
2021-02-03,20.4968
2021-02-04,20.4576
2021-02-05,20.8673
2021-02-06,20.8673
2021-02-07,20.8673
2021-02-08,21.0525
2021-02-09,21.1087
2021-02-10,21.2911
2021-02-11,20.7887
2021-02-12,20.814
2021-02-13,20.814
2021-02-14,20.814
2021-02-15,20.814
2021-02-16,20.7663
2021-02-17,20.7522
2021-02-18,20.7214
2021-02-19,21.0245
2021-02-20,21.0245
2021-02-21,21.0245
2021-02-22,21.3276
2021-02-23,21.0918
2021-02-24,21.103
2021-02-25,21.1451
2021-02-26,20.7999
2021-02-27,20.7999
2021-02-28,20.7999
2021-03-01,21.2271
2021-03-02,21.3226
2021-03-03,21.2889
2021-03-04,21.0109
2021-03-05,21.5528
2021-03-06,21.5528
2021-03-07,21.5528
2021-03-08,21.8701
2021-03-09,21.5669
2021-03-10,21.6848
2021-03-11,21.4714
2021-03-12,21.7241
2021-03-13,21.7241
2021-03-14,21.7241
2021-03-15,21.8757
2021-03-16,21.7101
2021-03-17,21.8308
2021-03-18,21.9292
2021-03-19,21.887
2021-03-20,21.887
2021-03-21,21.887
2021-03-22,21.8196
2021-03-23,21.3247
2021-03-24,21.6453
2021-03-25,21.8702
2021-03-26,22.1429
2021-03-27,22.1429
2021-03-28,22.1429
2021-03-29,22.0361
2021-03-30,22.1007
2021-03-31,21.8786
2021-04-01,22.5615
2021-04-02,22.5615
2021-04-03,22.5615
2021-04-04,22.5615
2021-04-05,22.7956
2021-04-06,22.8737
2021-04-07,22.5528
2021-04-08,22.4979
2021-04-09,22.5991
2021-04-10,22.5991
2021-04-11,22.5991
2021-04-12,22.7609
2021-04-13,22.5557
2021-04-14,22.5875
2021-04-15,22.654
2021-04-16,22.8159
2021-04-17,22.8159
2021-04-18,22.8159
2021-04-19,22.8245
2021-04-20,22.6944
2021-04-21,22.9575
2021-04-22,22.6627
2021-04-23,22.9719
2021-04-24,22.9719
2021-04-25,22.9719
2021-04-26,22.9546
2021-04-27,22.8823
2021-04-28,22.9951
2021-04-29,23.1685
2021-04-30,22.9835
2021-05-01,22.9835
2021-05-02,22.9835
2021-05-03,23.1627
2021-05-04,23.5967
2021-05-05,23.7008
2021-05-06,24.0911
2021-05-07,23.828
2021-05-08,23.828
2021-05-09,23.828
2021-05-10,23.8656
2021-05-11,23.6574
2021-05-12,23.3047
2021-05-13,23.8425
2021-05-14,23.9812
2021-05-15,23.9812
2021-05-16,23.9812
2021-05-17,24.0448
2021-05-18,23.828
2021-05-19,23.6141
2021-05-20,23.5678
2021-05-21,23.6343
2021-05-22,23.6343
2021-05-23,23.6343
2021-05-24,23.6921
2021-05-25,23.4984
2021-05-26,23.5389
2021-05-27,23.4955
2021-05-28,23.5823
2021-05-29,23.5823
2021-05-30,23.5823
2021-05-31,23.5823
2021-06-01,23.7181
2021-06-02,23.5302
2021-06-03,23.4782
2021-06-04,23.5533
2021-06-05,23.5533
2021-06-06,23.5533
2021-06-07,23.3452
2021-06-08,23.429
2021-06-09,23.351
2021-06-10,23.3886
2021-06-11,23.5447
2021-06-12,23.5447
2021-06-13,23.5447
2021-06-14,23.3886
2021-06-15,23.5302
2021-06-16,23.3539
2021-06-17,23.0387
2021-06-18,22.8479
2021-06-19,22.8479
2021-06-20,22.8479
2021-06-21,23.0879
2021-06-22,23.1457
2021-06-23,23.0069
2021-06-24,23.1515
2021-06-25,23.3857
2021-06-26,23.3857
2021-06-27,23.3857
2021-06-28,23.3018
2021-06-29,23.2613
2021-06-30,23.403
2021-07-01,23.3394
2021-07-02,21.9375
2021-07-03,21.9375
2021-07-04,21.9375
2021-07-05,21.9375
2021-07-06,21.9057
2021-07-07,22.131
2021-07-08,22.0488
2021-07-09,22.131
2021-07-10,22.131
2021-07-11,22.131
2021-07-12,22.1787
2021-07-13,22.0223
2021-07-14,22.1204
2021-07-15,22.0409
2021-07-16,21.9269
2021-07-17,21.9269
2021-07-18,21.9269
2021-07-19,21.7361
2021-07-20,21.7891
2021-07-21,21.691
2021-07-22,20.8507
2021-07-23,20.7977
2021-07-24,20.7977
2021-07-25,20.7977
2021-07-26,21.0151
2021-07-27,20.9859
2021-07-28,21.0999
2021-07-29,21.2192
2021-07-30,21.2006
2021-07-31,21.2006
2021-08-01,21.2006
2021-08-02,21.1582
2021-08-03,20.961
2021-08-04,20.6916
2021-08-05,20.6217
2021-08-06,20.6269
2021-08-07,20.6269
2021-08-08,20.6269
2021-08-09,20.6631
2021-08-10,20.7046
2021-08-11,20.8937
2021-08-12,20.9688
2021-08-13,21.0957
2021-08-14,21.0957
2021-08-15,21.0957
2021-08-16,21.075
2021-08-17,21.0051
2021-08-18,20.9066
2021-08-19,20.9429
2021-08-20,21.0206
2021-08-21,21.0206
2021-08-22,21.0206
2021-08-23,20.9792
2021-08-24,20.9533
2021-08-25,21.1139
2021-08-26,21.0413
2021-08-27,21.1968
2021-08-28,21.1968
2021-08-29,21.1968
2021-08-30,21.246
2021-08-31,21.2071
2021-09-01,21.2434
2021-09-02,21.5024
2021-09-03,21.3936
2021-09-04,21.3936
2021-09-05,21.3936
2021-09-06,21.3936
2021-09-07,21.1035
2021-09-08,20.9559
2021-09-09,20.8004
2021-09-10,20.5777
2021-09-11,20.5777
2021-09-12,20.5777
2021-09-13,20.5129
2021-09-14,20.3912
2021-09-15,20.4222
2021-09-16,20.1891
2021-09-17,19.8834
2021-09-18,19.8834
2021-09-19,19.8834
2021-09-20,19.8808
2021-09-21,19.7772
2021-09-22,19.8938
2021-09-23,20.0052
2021-09-24,19.9119
2021-09-25,19.9119
2021-09-26,19.9119
2021-09-27,20.0492
2021-09-28,19.9612
2021-09-29,19.9689
2021-09-30,19.7254
2021-10-01,18.8201
2021-10-02,18.8201
2021-10-03,18.8201
2021-10-04,18.9062
2021-10-05,18.9924
2021-10-06,19.017
2021-10-07,19.1106
2021-10-08,18.9752
2021-10-09,18.9752
2021-10-10,18.9752
2021-10-11,18.9604
2021-10-12,18.9432
2021-10-13,18.9949
2021-10-14,19.1303
2021-10-15,19.1007
2021-10-16,19.1007
2021-10-17,19.1007
2021-10-18,19.118
2021-10-19,19.0047
2021-10-20,19.1672
2021-10-21,18.6748
2021-10-22,18.6649
2021-10-23,18.6649
2021-10-24,18.6649
2021-10-25,18.4507
2021-10-26,18.6058
2021-10-27,18.3178
2021-10-28,18.3916
2021-10-29,18.2759
2021-10-30,18.2759
2021-10-31,18.2759
2021-11-01,18.4089
2021-11-02,18.4534
2021-11-03,18.5199
2021-11-04,18.675
2021-11-05,18.9508
2021-11-06,18.9508
2021-11-07,18.9508
2021-11-08,18.8991
2021-11-09,18.968
2021-11-10,19.0246
2021-11-11,19.1576
2021-11-12,19.2733
2021-11-13,19.2733
2021-11-14,19.2733
2021-11-15,19.2339
2021-11-16,19.1527
2021-11-17,19.2364
2021-11-18,19.0369
2021-11-19,19.0542
2021-11-20,19.0542
2021-11-21,19.0542
2021-11-22,19.3989
2021-11-23,19.389
2021-11-24,19.2561
2021-11-25,19.2561
2021-11-26,18.9803
2021-11-27,18.9803
2021-11-28,18.9803
2021-11-29,18.9237
2021-11-30,18.3204
2021-12-01,18.3131
2021-12-02,18.5297
2021-12-03,18.5322
2021-12-04,18.5322
2021-12-05,18.5322
2021-12-06,18.8597
2021-12-07,18.8326
2021-12-08,18.84
2021-12-09,18.6848
2021-12-10,18.7538
2021-12-11,18.7538
2021-12-12,18.7538
2021-12-13,18.6331
2021-12-14,18.5396
2021-12-15,18.547
2021-12-16,18.6775
2021-12-17,18.4583
2021-12-18,18.4583
2021-12-19,18.4583
2021-12-20,17.5522
2021-12-21,17.8403
2021-12-22,17.6335
2021-12-23,17.668
2021-12-24,17.668
2021-12-25,17.668
2021-12-26,17.668
2021-12-27,18.0496
2021-12-28,18.2367
2021-12-29,18.2737
2021-12-30,18.217
2021-12-31,15.2476
2022-01-01,15.2476
2022-01-02,15.2476
2022-01-03,15.1669
2022-01-04,15.3305
2022-01-05,15.3607
2022-01-06,15.3022
2022-01-07,15.3486
2022-01-08,15.3486
2022-01-09,15.3486
2022-01-10,15.3143
2022-01-11,15.3547
2022-01-12,15.3264
2022-01-13,15.4092
2022-01-14,15.3769
2022-01-15,15.3769
2022-01-16,15.3769
2022-01-17,15.3769
2022-01-18,15.2174
2022-01-19,15.3749
2022-01-20,15.2093
2022-01-21,15.0114
2022-01-22,15.0114
2022-01-23,15.0114
2022-01-24,15.185
2022-01-25,15.0477
2022-01-26,14.8801
2022-01-27,14.9528
2022-01-28,15.0134
2022-01-29,15.0134
2022-01-30,15.0134
2022-01-31,14.9952
2022-02-01,15.2093
2022-02-02,15.1992
2022-02-03,15.0598
2022-02-04,14.9447
2022-02-05,14.9447
2022-02-06,14.9447
2022-02-07,14.8558
2022-02-08,15.0396
2022-02-09,15.1083
2022-02-10,14.8114
2022-02-11,14.8781
2022-02-12,14.8781
2022-02-13,14.8781
2022-02-14,14.8659
2022-02-15,15.1527
2022-02-16,15.2396
2022-02-17,15.389
2022-02-18,15.4738
2022-02-19,15.4738
2022-02-20,15.4738
2022-02-21,15.4738
2022-02-22,15.3769
2022-02-23,15.1972
2022-02-24,14.9992
2022-02-25,15.4294
2022-02-26,15.4294
2022-02-27,15.4294
2022-02-28,15.3099
2022-03-01,14.8836
2022-03-02,14.9856
2022-03-03,15.0677
2022-03-04,14.9977
2022-03-05,14.9977
2022-03-06,14.9977
2022-03-07,14.6654
2022-03-08,14.4492
2022-03-09,14.6554
2022-03-10,14.6634
2022-03-11,14.6954
2022-03-12,14.6954
2022-03-13,14.6954
2022-03-14,14.9957
2022-03-15,15.0877
2022-03-16,15.1458
2022-03-17,15.2499
2022-03-18,15.358
2022-03-19,15.358
2022-03-20,15.358
2022-03-21,15.2306
2022-03-22,15.9114
2022-03-23,15.6611
2022-03-24,15.6791
2022-03-25,15.9535
2022-03-26,15.9535
2022-03-27,15.9535
2022-03-28,15.8413
2022-03-29,16.0496
2022-03-30,16.1157
2022-03-31,16.0836
2022-04-01,17.8472
2022-04-02,17.8472
2022-04-03,17.8472
2022-04-04,17.6416
2022-04-05,17.6015
2022-04-06,17.7107
2022-04-07,17.7016
2022-04-08,17.7235
2022-04-09,17.7235
2022-04-10,17.7235
2022-04-11,17.7908
2022-04-12,17.7526
2022-04-13,17.8272
2022-04-14,17.8236
2022-04-15,17.8236
2022-04-16,17.8236
2022-04-17,17.8236
2022-04-18,17.7417
2022-04-19,18.0092
2022-04-20,18.2495
2022-04-21,18.4133
2022-04-22,17.718
2022-04-23,17.718
2022-04-24,17.718
2022-04-25,17.5651
2022-04-26,17.2247
2022-04-27,17.4049
2022-04-28,17.5578
2022-04-29,17.5214
2022-04-30,17.5214
2022-05-01,17.5214
2022-05-02,17.2502
2022-05-03,17.4287
2022-05-04,17.6981
2022-05-05,17.3905
2022-05-06,17.3413
2022-05-07,17.3413
2022-05-08,17.3413
2022-05-09,17.0847
2022-05-10,16.859
2022-05-11,16.7552
2022-05-12,16.8462
2022-05-13,16.8044
2022-05-14,16.8044
2022-05-15,16.8044
2022-05-16,16.8335
2022-05-17,17.0464
2022-05-18,16.7097
2022-05-19,16.626
2022-05-20,16.504
2022-05-21,16.504
2022-05-22,16.504
2022-05-23,16.6715
2022-05-24,16.7079
2022-05-25,16.6788
2022-05-26,16.7898
2022-05-27,17.0173
2022-05-28,17.0173
2022-05-29,17.0173
2022-05-30,17.0173
2022-05-31,16.8954
2022-06-01,17.0337
2022-06-02,17.2012
2022-06-03,17.0938
2022-06-04,17.0938
2022-06-05,17.0938
2022-06-06,17.2048
2022-06-07,17.3122
2022-06-08,16.9991
2022-06-09,16.8444
2022-06-10,16.6114
2022-06-11,16.6114
2022-06-12,16.6114
2022-06-13,16.3274
2022-06-14,16.2273
2022-06-15,16.1946
2022-06-16,15.6649
2022-06-17,15.7432
2022-06-18,15.7432
2022-06-19,15.7432
2022-06-20,15.7432
2022-06-21,15.7486
2022-06-22,16.2255
2022-06-23,16.2674
2022-06-24,16.615
2022-06-25,16.615
2022-06-26,16.615
2022-06-27,16.7297
2022-06-28,16.6023
2022-06-29,16.6424
2022-06-30,16.6351
2022-07-01,15.0515
2022-07-02,15.0515
2022-07-03,15.0515
2022-07-04,15.0515
2022-07-05,14.8314
2022-07-06,14.8836
2022-07-07,15.001
2022-07-08,14.8803
2022-07-09,14.8803
2022-07-10,14.8803
2022-07-11,14.8901
2022-07-12,14.8575
2022-07-13,14.8754
2022-07-14,14.8624
2022-07-15,14.908
2022-07-16,14.908
2022-07-17,14.908
2022-07-18,14.8216
2022-07-19,15.1168
2022-07-20,15.1592
2022-07-21,15.5783
2022-07-22,15.5359
2022-07-23,15.5359
2022-07-24,15.5359
2022-07-25,15.5718
2022-07-26,15.6762
2022-07-27,15.6599
2022-07-28,15.6794
2022-07-29,15.8115
2022-07-30,15.8115
2022-07-31,15.8115
2022-08-01,15.8833
2022-08-02,15.6645
2022-08-03,15.6417
2022-08-04,15.4394
2022-08-05,15.4264
2022-08-06,15.4264
2022-08-07,15.4264
2022-08-08,15.5242
2022-08-09,15.6041
2022-08-10,15.764
2022-08-11,15.8553
2022-08-12,16.038
2022-08-13,16.038
2022-08-14,16.038
2022-08-15,16.1082
2022-08-16,16.1913
2022-08-17,16.1277
2022-08-18,16.1391
2022-08-19,16.0233
2022-08-20,16.0233
2022-08-21,16.0233
2022-08-22,15.9875
2022-08-23,16.0413
2022-08-24,16.038
2022-08-25,16.1783
2022-08-26,15.963
2022-08-27,15.963
2022-08-28,15.963
2022-08-29,15.9287
2022-08-30,15.9222
2022-08-31,15.7363
2022-09-01,15.6922
2022-09-02,15.6596
2022-09-03,15.6596
2022-09-04,15.6596
2022-09-05,15.6596
2022-09-06,15.6563
2022-09-07,15.932
2022-09-08,15.8961
2022-09-09,16.0119
2022-09-10,16.0119
2022-09-11,16.0119
2022-09-12,16.1261
2022-09-13,15.7738
2022-09-14,15.6939
2022-09-15,15.671
2022-09-16,15.2078
2022-09-17,15.2078
2022-09-18,15.2078
2022-09-19,15.49
2022-09-20,15.2176
2022-09-21,15.0757
2022-09-22,14.9354
2022-09-23,14.725
2022-09-24,14.725
2022-09-25,14.725
2022-09-26,14.6206
2022-09-27,14.588
2022-09-28,14.831
2022-09-29,14.6695
2022-09-30,13.47
2022-10-01,13.47
2022-10-02,13.47
2022-10-03,13.6282
2022-10-04,13.8357
2022-10-05,13.7969
2022-10-06,13.8551
2022-10-07,13.6416
2022-10-08,13.6416
2022-10-09,13.6416
2022-10-10,13.773
2022-10-11,13.8103
2022-10-12,13.7387
2022-10-13,14.0611
2022-10-14,13.9924
2022-10-15,13.9924
2022-10-16,13.9924
2022-10-17,14.1596
2022-10-18,14.3133
2022-10-19,14.2074
2022-10-20,14.0223
2022-10-21,14.2895
2022-10-22,14.2895
2022-10-23,14.2895
2022-10-24,14.2954
2022-10-25,14.4044
2022-10-26,14.3507
2022-10-27,14.4462
2022-10-28,14.6835
2022-10-29,14.6835
2022-10-30,14.6835
2022-10-31,14.2686
2022-11-01,13.7491
2022-11-02,13.4003
2022-11-03,13.4018
2022-11-04,13.6616
2022-11-05,13.6616
2022-11-06,13.6616
2022-11-07,13.7347
2022-11-08,13.7064
2022-11-09,13.472
2022-11-10,13.7377
2022-11-11,13.675
2022-11-12,13.675
2022-11-13,13.675
2022-11-14,13.6825
2022-11-15,13.7138
2022-11-16,13.8467
2022-11-17,13.8348
2022-11-18,13.9512
2022-11-19,13.9512
2022-11-20,13.9512
2022-11-21,14.0288
2022-11-22,14.1184
2022-11-23,14.1154
2022-11-24,14.1154
2022-11-25,14.1453
2022-11-26,14.1453
2022-11-27,14.1453
2022-11-28,13.9676
2022-11-29,13.9527
2022-11-30,14.1632
2022-12-01,14.2453
2022-12-02,14.3124
2022-12-03,14.3124
2022-12-04,14.3124
2022-12-05,14.0855
2022-12-06,14.0781
2022-12-07,14.0497
2022-12-08,14.1124
2022-12-09,13.9781
2022-12-10,13.9781
2022-12-11,13.9781
2022-12-12,14.0258
2022-12-13,14.0542
2022-12-14,14.1049
2022-12-15,13.8571
2022-12-16,13.8168
2022-12-17,13.8168
2022-12-18,13.8168
2022-12-19,13.8198
2022-12-20,13.8288
2022-12-21,14.0005
2022-12-22,13.9273
2022-12-23,14.0228
2022-12-24,14.0228
2022-12-25,14.0228
2022-12-26,14.0228
2022-12-27,14.1079
2022-12-28,13.9527
2022-12-29,14.0542
2022-12-30,13.6587
2022-12-31,13.6587
2023-01-01,13.6587
2023-01-02,13.6587
2023-01-03,13.6038
2023-01-04,13.611
2023-01-05,13.3901
2023-01-06,13.5764
2023-01-07,13.5764
2023-01-08,13.5764
2023-01-09,13.4941
2023-01-10,13.5244
2023-01-11,13.5634
2023-01-12,13.7237
2023-01-13,13.728
2023-01-14,13.728
2023-01-15,13.728
2023-01-16,13.728
2023-01-17,13.6183
2023-01-18,13.445
2023-01-19,13.3223
2023-01-20,13.4493
2023-01-21,13.4493
2023-01-22,13.4493
2023-01-23,13.5331
2023-01-24,13.5446
2023-01-25,13.6673
2023-01-26,13.637
2023-01-27,13.5937
2023-01-28,13.5937
2023-01-29,13.5937
2023-01-30,13.5316
2023-01-31,13.7164
2023-02-01,13.7294
2023-02-02,13.8666
2023-02-03,13.8348
2023-02-04,13.8348
2023-02-05,13.8348
2023-02-06,13.7323
2023-02-07,13.6053
2023-02-08,13.4941
2023-02-09,13.5822
2023-02-10,13.4883
2023-02-11,13.4883
2023-02-12,13.4883
2023-02-13,13.6385
2023-02-14,13.6298
2023-02-15,13.6327
2023-02-16,13.6385
2023-02-17,13.7107
2023-02-18,13.7107
2023-02-19,13.7107
2023-02-20,13.7107
2023-02-21,13.2126
2023-02-22,13.2443
2023-02-23,13.3873
2023-02-24,13.4104
2023-02-25,13.4104
2023-02-26,13.4104
2023-02-27,13.4638
2023-02-28,13.4436
2023-03-01,13.5652
2023-03-02,13.5392
2023-03-03,13.6318
2023-03-04,13.6318
2023-03-05,13.6318
2023-03-06,13.4074
2023-03-07,13.335
2023-03-08,13.3336
2023-03-09,13.2265
2023-03-10,13.0513
2023-03-11,13.0513
2023-03-12,13.0513
2023-03-13,13.086
2023-03-14,13.238
2023-03-15,12.8761
2023-03-16,12.9195
2023-03-17,12.7256
2023-03-18,12.7256
2023-03-19,12.7256
