,PAG US Equity
2021-06-12,13.8308
2021-06-13,13.8308
2021-06-14,13.6463
2021-06-15,13.6995
2021-06-16,13.6538
2021-06-17,13.3571
2021-06-18,13.2026
2021-06-19,13.2026
2021-06-20,13.2026
2021-06-21,13.3554
2021-06-22,13.3538
2021-06-23,13.3471
2021-06-24,13.3214
2021-06-25,13.3995
2021-06-26,13.3995
2021-06-27,13.3995
2021-06-28,13.3422
2021-06-29,13.3455
2021-06-30,9.5999
2021-07-01,9.7536
2021-07-02,9.7505
2021-07-03,9.7505
2021-07-04,9.7505
2021-07-05,9.7505
2021-07-06,9.6123
2021-07-07,9.6526
2021-07-08,9.6023
2021-07-09,9.7939
2021-07-10,9.7939
2021-07-11,9.7939
2021-07-12,9.882
2021-07-13,9.802
2021-07-14,9.8169
2021-07-15,9.802
2021-07-16,9.7301
2021-07-17,9.7301
2021-07-18,9.7301
2021-07-19,9.6259
2021-07-20,9.877
2021-07-21,10.0376
2021-07-22,9.9998
2021-07-23,9.9694
2021-07-24,9.9694
2021-07-25,9.9694
2021-07-26,9.9111
2021-07-27,9.9334
2021-07-28,9.9458
2021-07-29,10.2858
2021-07-30,10.3788
2021-07-31,10.3788
2021-08-01,10.3788
2021-08-02,10.4546
2021-08-03,10.4645
2021-08-04,10.2143
2021-08-05,10.3252
2021-08-06,10.3271
2021-08-07,10.3271
2021-08-08,10.3271
2021-08-09,10.2691
2021-08-10,10.4035
2021-08-11,10.462
2021-08-12,10.4645
2021-08-13,10.4454
2021-08-14,10.4454
2021-08-15,10.4454
2021-08-16,10.4922
2021-08-17,10.2285
2021-08-18,10.194
2021-08-19,10.1527
2021-08-20,10.1816
2021-08-21,10.1816
2021-08-22,10.1816
2021-08-23,10.1946
2021-08-24,10.279
2021-08-25,10.3227
2021-08-26,10.2704
2021-08-27,10.4411
2021-08-28,10.4411
2021-08-29,10.4411
2021-08-30,10.3936
2021-08-31,10.4608
2021-09-01,10.446
2021-09-02,10.3924
2021-09-03,10.3289
2021-09-04,10.3289
2021-09-05,10.3289
2021-09-06,10.3289
2021-09-07,10.2482
2021-09-08,10.3203
2021-09-09,10.433
2021-09-10,10.4312
2021-09-11,10.4312
2021-09-12,10.4312
2021-09-13,10.4534
2021-09-14,10.4602
2021-09-15,10.5754
2021-09-16,10.7633
2021-09-17,10.8785
2021-09-18,10.8785
2021-09-19,10.8785
2021-09-20,10.7621
2021-09-21,10.8607
2021-09-22,11.1145
2021-09-23,11.3468
2021-09-24,11.5138
2021-09-25,11.5138
2021-09-26,11.5138
2021-09-27,11.4701
2021-09-28,11.3789
2021-09-29,11.5982
2021-09-30,9.9357
2021-10-01,10.0214
2021-10-02,10.0214
2021-10-03,10.0214
2021-10-04,10.0202
2021-10-05,10.0214
2021-10-06,9.9765
2021-10-07,10.084
2021-10-08,10.145
2021-10-09,10.145
2021-10-10,10.145
2021-10-11,10.0449
2021-10-12,10.0403
2021-10-13,9.9598
2021-10-14,10.007
2021-10-15,10.0955
2021-10-16,10.0955
2021-10-17,10.0955
2021-10-18,10.1886
2021-10-19,10.0777
2021-10-20,10.1156
2021-10-21,10.4933
2021-10-22,10.587
2021-10-23,10.587
2021-10-24,10.587
2021-10-25,10.6836
2021-10-26,10.5186
2021-10-27,10.0978
2021-10-28,10.0806
2021-10-29,10.0947
2021-10-30,10.0947
2021-10-31,10.0947
2021-11-01,10.2123
2021-11-02,10.1647
2021-11-03,10.2992
2021-11-04,10.3513
2021-11-05,10.4202
2021-11-06,10.4202
2021-11-07,10.4202
2021-11-08,10.3715
2021-11-09,10.367
2021-11-10,10.3575
2021-11-11,10.3726
2021-11-12,10.437
2021-11-13,10.437
2021-11-14,10.437
2021-11-15,10.3995
2021-11-16,10.4045
2021-11-17,9.6677
2021-11-18,9.7276
2021-11-19,9.5242
2021-11-20,9.5242
2021-11-21,9.5242
2021-11-22,9.8296
2021-11-23,9.9243
2021-11-24,9.9131
2021-11-25,9.9131
2021-11-26,9.87
2021-11-27,9.87
2021-11-28,9.87
2021-11-29,9.856
2021-11-30,9.7344
2021-12-01,9.7332
2021-12-02,9.9983
2021-12-03,9.9013
2021-12-04,9.9013
2021-12-05,9.9013
2021-12-06,9.9602
2021-12-07,9.9585
2021-12-08,9.9243
2021-12-09,9.9602
2021-12-10,10.0739
2021-12-11,10.0739
2021-12-12,10.0739
2021-12-13,9.7523
2021-12-14,9.8167
2021-12-15,9.8722
2021-12-16,9.8072
2021-12-17,9.8526
2021-12-18,9.8526
2021-12-19,9.8526
2021-12-20,9.6335
2021-12-21,9.782
2021-12-22,9.8644
2021-12-23,9.9153
2021-12-24,9.9153
2021-12-25,9.9153
2021-12-26,9.9153
2021-12-27,10.0465
2021-12-28,10.0459
2021-12-29,10.0694
2021-12-30,10.0924
2021-12-31,9.7935
2022-01-01,9.7935
2022-01-02,9.7935
2022-01-03,9.674
2022-01-04,9.8101
2022-01-05,9.7397
2022-01-06,9.7863
2022-01-07,9.7847
2022-01-08,9.7847
2022-01-09,9.7847
2022-01-10,9.7739
2022-01-11,9.7252
2022-01-12,9.6259
2022-01-13,9.7102
2022-01-14,9.6476
2022-01-15,9.6476
2022-01-16,9.6476
2022-01-17,9.6476
2022-01-18,9.599
2022-01-19,9.4692
2022-01-20,9.3424
2022-01-21,9.3595
2022-01-22,9.3595
2022-01-23,9.3595
2022-01-24,9.5333
2022-01-25,9.5214
2022-01-26,9.4221
2022-01-27,9.3859
2022-01-28,9.4329
2022-01-29,9.4329
2022-01-30,9.4329
2022-01-31,9.5043
2022-02-01,9.6104
2022-02-02,9.5752
2022-02-03,9.4614
2022-02-04,9.3884
2022-02-05,9.3884
2022-02-06,9.3884
2022-02-07,9.4712
2022-02-08,9.5643
2022-02-09,9.5623
2022-02-10,9.3077
2022-02-11,9.2312
2022-02-12,9.2312
2022-02-13,9.2312
2022-02-14,9.241
2022-02-15,9.4448
2022-02-16,9.5602
2022-02-17,9.4117
2022-02-18,9.3637
2022-02-19,9.3637
2022-02-20,9.3637
2022-02-21,9.3637
2022-02-22,9.0352
2022-02-23,8.9417
2022-02-24,9.12
2022-02-25,9.2779
2022-02-26,9.2779
2022-02-27,9.2779
2022-02-28,9.2687
2022-03-01,9.1307
2022-03-02,9.5206
2022-03-03,9.3637
2022-03-04,9.2549
2022-03-05,9.2549
2022-03-06,9.2549
2022-03-07,9.1619
2022-03-08,9.3433
2022-03-09,9.3556
2022-03-10,9.399
2022-03-11,9.4148
2022-03-12,9.4148
2022-03-13,9.4148
2022-03-14,9.4051
2022-03-15,9.4159
2022-03-16,9.6279
2022-03-17,9.6059
2022-03-18,9.5916
2022-03-19,9.5916
2022-03-20,9.5916
2022-03-21,9.5159
2022-03-22,9.5504
2022-03-23,9.4022
2022-03-24,9.423
2022-03-25,9.4312
2022-03-26,9.4312
2022-03-27,9.4312
2022-03-28,9.2901
2022-03-29,9.4915
2022-03-30,9.3322
2022-03-31,7.9952
2022-04-01,8.0192
2022-04-02,8.0192
2022-04-03,8.0192
2022-04-04,7.9803
2022-04-05,7.9414
2022-04-06,7.9712
2022-04-07,7.9264
2022-04-08,8.0074
2022-04-09,8.0074
2022-04-10,8.0074
2022-04-11,8.0482
2022-04-12,8.0079
2022-04-13,8.069
2022-04-14,8.1233
2022-04-15,8.1233
2022-04-16,8.1233
2022-04-17,8.1233
2022-04-18,8.1531
2022-04-19,8.3228
2022-04-20,8.3472
2022-04-21,8.1749
2022-04-22,8.1364
2022-04-23,8.1364
2022-04-24,8.1364
2022-04-25,8.3011
2022-04-26,8.2441
2022-04-27,8.2314
2022-04-28,8.5359
2022-04-29,8.442
2022-04-30,8.442
2022-05-01,8.442
2022-05-02,8.59
2022-05-03,8.7536
2022-05-04,8.8762
2022-05-05,8.7559
2022-05-06,8.7532
2022-05-07,8.7532
2022-05-08,8.7532
2022-05-09,8.6356
2022-05-10,8.5784
2022-05-11,8.552
2022-05-12,8.6298
2022-05-13,8.9392
2022-05-14,8.9392
2022-05-15,8.9392
2022-05-16,8.9213
2022-05-17,9.03
2022-05-18,8.6195
2022-05-19,8.6244
2022-05-20,8.5846
2022-05-21,8.5846
2022-05-22,8.5846
2022-05-23,8.5985
2022-05-24,8.6231
2022-05-25,8.7769
2022-05-26,8.9061
2022-05-27,8.9687
2022-05-28,8.9687
2022-05-29,8.9687
2022-05-30,8.9687
2022-05-31,8.9035
2022-06-01,8.9522
2022-06-02,8.9826
2022-06-03,8.9956
2022-06-04,8.9956
2022-06-05,8.9956
2022-06-06,9.1275
2022-06-07,9.1597
2022-06-08,9.1306
2022-06-09,9.1767
2022-06-10,8.9204
2022-06-11,8.9204
2022-06-12,8.9204
2022-06-13,8.6803
2022-06-14,8.8104
2022-06-15,8.8543
2022-06-16,8.3373
2022-06-17,8.4974
2022-06-18,8.4974
2022-06-19,8.4974
2022-06-20,8.4974
2022-06-21,8.4612
2022-06-22,8.4947
2022-06-23,8.492
2022-06-24,8.7259
2022-06-25,8.7259
2022-06-26,8.7259
2022-06-27,8.7277
2022-06-28,8.7076
2022-06-29,8.6758
2022-06-30,8.4262
2022-07-01,8.5203
2022-07-02,8.5203
2022-07-03,8.5203
2022-07-04,8.5203
2022-07-05,8.5474
2022-07-06,8.4104
2022-07-07,8.6433
2022-07-08,8.6163
2022-07-09,8.6163
2022-07-10,8.6163
2022-07-11,8.5091
2022-07-12,8.6073
2022-07-13,8.5483
2022-07-14,8.3649
2022-07-15,8.4627
2022-07-16,8.4627
2022-07-17,8.4627
2022-07-18,8.5604
2022-07-19,8.7748
2022-07-20,8.7176
2022-07-21,8.6181
2022-07-22,8.6681
2022-07-23,8.6681
2022-07-24,8.6681
2022-07-25,8.6753
2022-07-26,8.591
2022-07-27,8.664
2022-07-28,8.6938
2022-07-29,8.7529
2022-07-30,8.7529
2022-07-31,8.7529
2022-08-01,8.9797
2022-08-02,8.8251
2022-08-03,8.8735
2022-08-04,8.8348
2022-08-05,8.807
2022-08-06,8.807
2022-08-07,8.807
2022-08-08,8.8621
2022-08-09,8.7603
2022-08-10,8.8779
2022-08-11,8.9198
2022-08-12,8.9048
2022-08-13,8.9048
2022-08-14,8.9048
2022-08-15,8.8881
2022-08-16,9.1787
2022-08-17,9.0453
2022-08-18,9.0717
2022-08-19,8.9784
2022-08-20,8.9784
2022-08-21,8.9784
2022-08-22,8.8934
2022-08-23,8.9418
2022-08-24,9.0052
2022-08-25,9.1594
2022-08-26,9.0528
2022-08-27,9.0528
2022-08-28,9.0528
2022-08-29,9.0691
2022-08-30,9.0035
2022-08-31,8.9035
2022-09-01,8.8511
2022-09-02,8.7586
2022-09-03,8.7586
2022-09-04,8.7586
2022-09-05,8.7586
2022-09-06,8.5498
2022-09-07,8.6943
2022-09-08,8.5626
2022-09-09,8.5899
2022-09-10,8.5899
2022-09-11,8.5899
2022-09-12,8.6489
2022-09-13,8.3979
2022-09-14,8.3591
2022-09-15,8.3878
2022-09-16,8.319
2022-09-17,8.319
2022-09-18,8.319
2022-09-19,8.4203
2022-09-20,8.271
2022-09-21,8.279
2022-09-22,8.2702
2022-09-23,8.131
2022-09-24,8.131
2022-09-25,8.131
2022-09-26,7.9623
2022-09-27,8.1517
2022-09-28,8.4234
2022-09-29,7.9918
2022-09-30,9.1966
2022-10-01,9.1966
2022-10-02,9.1966
2022-10-03,9.3383
2022-10-04,9.4293
2022-10-05,9.3708
2022-10-06,9.3191
2022-10-07,9.2684
2022-10-08,9.2684
2022-10-09,9.2684
2022-10-10,9.2532
2022-10-11,9.3137
2022-10-12,9.3422
2022-10-13,9.4234
2022-10-14,9.296
2022-10-15,9.296
2022-10-16,9.296
2022-10-17,9.3427
2022-10-18,9.4204
2022-10-19,9.1838
2022-10-20,9.0806
2022-10-21,9.1484
2022-10-22,9.1484
2022-10-23,9.1484
2022-10-24,9.3132
2022-10-25,9.4613
2022-10-26,9.4558
2022-10-27,9.4603
2022-10-28,9.5855
2022-10-29,9.5855
2022-10-30,9.5855
2022-10-31,9.6309
2022-11-01,9.7732
2022-11-02,9.5591
2022-11-03,9.5317
2022-11-04,9.5799
2022-11-05,9.5799
2022-11-06,9.5799
2022-11-07,9.6597
2022-11-08,9.7009
2022-11-09,9.742
2022-11-10,10.2165
2022-11-11,10.217
2022-11-12,10.217
2022-11-13,10.217
2022-11-14,10.3569
2022-11-15,10.3172
2022-11-16,10.2151
2022-11-17,10.1953
2022-11-18,10.226
2022-11-19,10.226
2022-11-20,10.226
2022-11-21,10.2179
2022-11-22,10.2959
2022-11-23,10.2789
2022-11-24,10.2789
2022-11-25,10.2865
2022-11-26,10.2865
2022-11-27,10.2865
2022-11-28,10.2264
2022-11-29,10.2903
2022-11-30,10.3318
2022-12-01,10.2515
2022-12-02,10.3021
2022-12-03,10.3021
2022-12-04,10.3021
2022-12-05,10.1995
2022-12-06,10.312
2022-12-07,10.2903
2022-12-08,10.2973
2022-12-09,10.2463
2022-12-10,10.2463
2022-12-11,10.2463
2022-12-12,10.2936
2022-12-13,10.0766
2022-12-14,10.1801
2022-12-15,10.1116
2022-12-16,9.9703
2022-12-17,9.9703
2022-12-18,9.9703
2022-12-19,9.8195
2022-12-20,9.6531
2022-12-21,9.681
2022-12-22,9.5624
2022-12-23,9.6621
2022-12-24,9.6621
2022-12-25,9.6621
2022-12-26,9.6621
2022-12-27,9.6942
2022-12-28,9.6427
2022-12-29,9.7547
2022-12-30,10.1924
2022-12-31,10.1924
2023-01-01,10.1924
2023-01-02,10.1924
2023-01-03,10.1334
2023-01-04,10.2254
2023-01-05,10.1756
2023-01-06,10.3155
2023-01-07,10.3155
2023-01-08,10.3155
2023-01-09,10.2149
2023-01-10,10.329
2023-01-11,10.4665
2023-01-12,10.4972
2023-01-13,10.3707
2023-01-14,10.3707
2023-01-15,10.3707
2023-01-16,10.3707
2023-01-17,10.2408
2023-01-18,10.2044
2023-01-19,10.2024
2023-01-20,10.3246
2023-01-21,10.3246
2023-01-22,10.3246
2023-01-23,10.3266
2023-01-24,10.2815
2023-01-25,10.4425
2023-01-26,10.5585
2023-01-27,10.6601
2023-01-28,10.6601
2023-01-29,10.6601
2023-01-30,10.6563
2023-01-31,10.8101
2023-02-01,10.9491
2023-02-02,11.3201
2023-02-03,11.3153
2023-02-04,11.3153
2023-02-05,11.3153
2023-02-06,11.2558
2023-02-07,11.1451
2023-02-08,11.2232
2023-02-09,11.3555
2023-02-10,11.3977
2023-02-11,11.3977
2023-02-12,11.3977
2023-02-13,11.5118
2023-02-14,11.6862
2023-02-15,11.7145
2023-02-16,11.7466
2023-02-17,12.0969
2023-02-18,12.0969
2023-02-19,12.0969
2023-02-20,12.0969
2023-02-21,11.4235
2023-02-22,11.5367
2023-02-23,11.4536
2023-02-24,11.3617
2023-02-25,11.3617
2023-02-26,11.3617
2023-02-27,11.4119
2023-02-28,11.3766
2023-03-01,11.403
2023-03-02,11.3524
2023-03-03,11.3961
2023-03-04,11.3961
2023-03-05,11.3961
2023-03-06,11.2693
2023-03-07,11.378
2023-03-08,11.423
2023-03-09,11.4402
2023-03-10,11.2698
2023-03-11,11.2698
2023-03-12,11.2698
2023-03-13,11.0469
2023-03-14,10.942
2023-03-15,10.8478
2023-03-16,10.9546
2023-03-17,10.7238
2023-03-18,10.7238
