,SYF US Equity
2023-03-20,4.3111
2023-03-21,4.4711
2023-03-22,4.3652
2023-03-23,4.2626
2023-03-24,4.2659
2023-03-25,4.2659
2023-03-26,4.2659
2023-03-27,4.2968
2023-03-28,4.2791
2023-03-29,4.3332
2023-03-30,4.3221
2023-03-31,3.7198
2023-04-01,3.7198
2023-04-02,3.7198
2023-04-03,3.7571
2023-04-04,3.7012
2023-04-05,3.6478
2023-04-06,3.5928
2023-04-07,3.5928
2023-04-08,3.5928
2023-04-09,3.5928
2023-04-10,3.6147
2023-04-11,3.7426
2023-04-12,3.7036
2023-04-13,3.7328
2023-04-14,3.7365
2023-04-15,3.7365
2023-04-16,3.7365
2023-04-17,3.756
2023-04-18,3.7913
2023-04-19,3.8566
2023-04-20,3.7448
2023-04-21,3.7278
2023-04-22,3.7278
2023-04-23,3.7278
2023-04-24,3.7107
2023-04-25,3.6572
2023-04-26,3.6572
2023-04-27,3.6827
2023-04-28,3.7022
2023-04-29,3.7022
2023-04-30,3.7022
2023-05-01,3.6243
2023-05-02,3.4623
2023-05-03,3.483
2023-05-04,3.3673
2023-05-05,3.4379
2023-05-06,3.4379
2023-05-07,3.4379
2023-05-08,3.4452
2023-05-09,3.4526
2023-05-10,3.4111
2023-05-11,3.4465
2023-05-12,3.4063
2023-05-13,3.4063
2023-05-14,3.4063
2023-05-15,3.5147
2023-05-16,3.5037
2023-05-17,3.6109
2023-05-18,3.7619
2023-05-19,3.7643
2023-05-20,3.7643
2023-05-21,3.7643
2023-05-22,3.8045
2023-05-23,3.8435
2023-05-24,3.7692
2023-05-25,3.7619
2023-05-26,3.8715
2023-05-27,3.8715
2023-05-28,3.8715
2023-05-29,3.8715
2023-05-30,3.9117
2023-05-31,3.8788
2023-06-01,3.9507
2023-06-02,4.1321
2023-06-03,4.1321
2023-06-04,4.1321
2023-06-05,4.0919
2023-06-06,4.2235
2023-06-07,4.2734
2023-06-08,4.221
2023-06-09,4.2113
2023-06-10,4.2113
2023-06-11,4.2113
2023-06-12,4.2174
2023-06-13,4.2661
2023-06-14,4.193
2023-06-15,4.1808
2023-06-16,4.1151
2023-06-17,4.1151
2023-06-18,4.1151
2023-06-19,4.1151
2023-06-20,4.0919
2023-06-21,4.1041
2023-06-22,4.0883
2023-06-23,4.0907
2023-06-24,4.0907
2023-06-25,4.0907
2023-06-26,4.0761
2023-06-27,4.1723
2023-06-28,4.2308
2023-06-29,4.2576
2023-06-30,5.262
2023-07-01,5.262
2023-07-02,5.262
2023-07-03,5.3237
2023-07-04,5.3237
2023-07-05,5.2379
2023-07-06,5.1976
2023-07-07,5.2204
2023-07-08,5.2204
2023-07-09,5.2204
2023-07-10,5.266
2023-07-11,5.3693
2023-07-12,5.3894
2023-07-13,5.4967
2023-07-14,5.3935
2023-07-15,5.3935
2023-07-16,5.3935
2023-07-17,5.4753
2023-07-18,5.4453
2023-07-19,5.4374
2023-07-20,5.2778
2023-07-21,5.2499
2023-07-22,5.2499
2023-07-23,5.2499
2023-07-24,5.403
2023-07-25,5.314
2023-07-26,5.2748
2023-07-27,5.2577
2023-07-28,5.2394
2023-07-29,5.2394
2023-07-30,5.2394
2023-07-31,5.2329
2023-08-01,5.2564
2023-08-02,5.1805
2023-08-03,5.2015
2023-08-04,5.2093
2023-08-05,5.2093
2023-08-06,5.2093
2023-08-07,5.2604
2023-08-08,5.2721
2023-08-09,5.2146
2023-08-10,5.2146
2023-08-11,5.263
2023-08-12,5.263
2023-08-13,5.263
2023-08-14,5.1923
2023-08-15,5.0941
2023-08-16,5.0143
2023-08-17,5.0392
2023-08-18,5.0536
2023-08-19,5.0536
2023-08-20,5.0536
2023-08-21,5.0195
2023-08-22,4.8729
2023-08-23,4.9044
2023-08-24,4.8939
2023-08-25,4.8808
2023-08-26,4.8808
2023-08-27,4.8808
2023-08-28,4.8978
2023-08-29,4.9711
2023-08-30,4.9475
2023-08-31,4.9371
2023-09-01,4.9868
2023-09-02,4.9868
2023-09-03,4.9868
2023-09-04,4.9868
2023-09-05,4.8742
2023-09-06,4.8651
2023-09-07,4.7591
2023-09-08,4.8062
2023-09-09,4.8062
2023-09-10,4.8062
2023-09-11,4.8612
2023-09-12,4.9371
2023-09-13,4.8742
2023-09-14,4.9384
2023-09-15,4.9685
2023-09-16,4.9685
2023-09-17,4.9685
2023-09-18,4.9187
2023-09-19,4.9489
2023-09-20,4.9214
2023-09-21,4.8756
2023-09-22,4.8193
2023-09-23,4.8193
2023-09-24,4.8193
2023-09-25,4.8258
2023-09-26,4.7813
2023-09-27,4.6622
2023-09-28,4.7525
2023-09-29,4.2247
2023-09-30,4.2247
2023-10-01,4.2247
2023-10-02,4.1978
2023-10-03,4.0268
2023-10-04,4.0187
2023-10-05,3.9743
2023-10-06,4.0564
2023-10-07,4.0564
2023-10-08,4.0564
2023-10-09,4.0618
2023-10-10,4.1264
2023-10-11,4.1022
2023-10-12,4.0712
2023-10-13,3.9958
2023-10-14,3.9958
2023-10-15,3.9958
2023-10-16,4.1008
2023-10-17,4.2153
2023-10-18,4.1345
2023-10-19,3.981
2023-10-20,3.9285
2023-10-21,3.9285
2023-10-22,3.9285
2023-10-23,3.9621
2023-10-24,3.7553
2023-10-25,3.7992
2023-10-26,3.8392
2023-10-27,3.8512
2023-10-28,3.8512
2023-10-29,3.8512
2023-10-30,3.8832
2023-10-31,3.8459
2023-11-01,3.8352
2023-11-02,3.9831
2023-11-03,4.1256
2023-11-04,4.1256
2023-11-05,4.1256
2023-11-06,4.0404
2023-11-07,4.019
2023-11-08,4.015
2023-11-09,3.9924
2023-11-10,4.0484
2023-11-11,4.0484
2023-11-12,4.0484
2023-11-13,4.0337
2023-11-14,4.1456
2023-11-15,4.0737
2023-11-16,3.9604
2023-11-17,4.0897
2023-11-18,4.0897
2023-11-19,4.0897
2023-11-20,4.0817
2023-11-21,4.035
2023-11-22,4.063
2023-11-23,4.063
2023-11-24,4.083
2023-11-25,4.083
2023-11-26,4.083
2023-11-27,4.0244
2023-11-28,4.2242
2023-11-29,4.2682
2023-11-30,4.4201
2023-12-01,4.6159
2023-12-02,4.6159
2023-12-03,4.6159
2023-12-04,4.6346
2023-12-05,4.6359
2023-12-06,4.6785
2023-12-07,4.7585
2023-12-08,4.8104
2023-12-09,4.8104
2023-12-10,4.8104
2023-12-11,4.8317
2023-12-12,4.8517
2023-12-13,5.0156
2023-12-14,5.1368
2023-12-15,5.0542
2023-12-16,5.0542
2023-12-17,5.0542
2023-12-18,5.1115
2023-12-19,5.2021
2023-12-20,5.0822
2023-12-21,5.1781
2023-12-22,5.1635
2023-12-23,5.1635
2023-12-24,5.1635
2023-12-25,5.1635
2023-12-26,5.2074
2023-12-27,5.2181
2023-12-28,5.2208
2023-12-29,6.2935
2023-12-30,6.2935
2023-12-31,6.2935
2024-01-01,6.2935
2024-01-02,6.2607
2024-01-03,6.188
2024-01-04,6.1866
2024-01-05,6.3832
2024-01-06,6.3832
2024-01-07,6.3832
2024-01-08,6.4374
2024-01-09,6.3376
2024-01-10,6.2578
2024-01-11,6.2621
2024-01-12,6.0854
2024-01-13,6.0854
2024-01-14,6.0854
2024-01-15,6.0854
2024-01-16,6.1182
2024-01-17,6.0484
2024-01-18,5.9486
2024-01-19,6.1111
2024-01-20,6.1111
2024-01-21,6.1111
2024-01-22,6.2336
2024-01-23,6.0976
2024-01-24,6.1718
2024-01-25,6.2405
2024-01-26,6.3918
2024-01-27,6.3918
2024-01-28,6.3918
2024-01-29,6.347
2024-01-30,6.4142
2024-01-31,6.2979
2024-02-01,6.2615
2024-02-02,6.3091
2024-02-03,6.3091
2024-02-04,6.3091
2024-02-05,6.2825
2024-02-06,6.2867
2024-02-07,6.2503
2024-02-08,6.2986
2024-02-09,6.2776
2024-02-10,6.2776
2024-02-11,6.2776
2024-02-12,6.3896
2024-02-13,6.2664
2024-02-14,6.3616
2024-02-15,6.4345
2024-02-16,6.3938
2024-02-17,6.3938
2024-02-18,6.3938
2024-02-19,6.3938
2024-02-20,6.5227
2024-02-21,6.4079
2024-02-22,6.4135
2024-02-23,6.4723
2024-02-24,6.4723
2024-02-25,6.4723
2024-02-26,6.4443
2024-02-27,6.597
2024-02-28,6.5774
2024-02-29,6.6376
2024-03-01,6.6026
2024-03-02,6.6026
2024-03-03,6.6026
2024-03-04,6.5438
2024-03-05,6.5746
2024-03-06,6.632
2024-03-07,6.6754
2024-03-08,6.7553
2024-03-09,6.7553
2024-03-10,6.7553
2024-03-11,6.8113
2024-03-12,6.894
2024-03-13,6.943
2024-03-14,6.9108
2024-03-15,6.7049
2024-03-16,6.7049
2024-03-17,6.7049
2024-03-18,6.7007
2024-03-19,6.7525
2024-03-20,6.9304
2024-03-21,6.8267
2024-03-22,6.6726
2024-03-23,6.6726
2024-03-24,6.6726
2024-03-25,6.6404
2024-03-26,6.6768
2024-03-27,6.7749
2024-03-28,6.8926
2024-03-29,6.8926
2024-03-30,6.8926
2024-03-31,6.8926
2024-04-01,6.7007
2024-04-02,6.5956
2024-04-03,6.625
2024-04-04,6.6222
2024-04-05,6.6348
2024-04-06,6.6348
2024-04-07,6.6348
2024-04-08,6.8071
