,DFS US Equity
2020-06-10,11.8409
2020-06-11,11.2396
2020-06-12,11.6275
2020-06-13,11.6275
2020-06-14,11.6275
2020-06-15,11.7965
2020-06-16,11.9449
2020-06-17,11.8539
2020-06-18,11.7185
2020-06-19,11.7077
2020-06-20,11.7077
2020-06-21,11.7077
2020-06-22,11.7391
2020-06-23,11.8301
2020-06-24,11.3913
2020-06-25,11.5267
2020-06-26,11.1594
2020-06-27,11.1594
2020-06-28,11.1594
2020-06-29,11.2298
2020-06-30,17.693
2020-07-01,17.2776
2020-07-02,17.4175
2020-07-03,17.4175
2020-07-04,17.4175
2020-07-05,17.4175
2020-07-06,17.8085
2020-07-07,17.2621
2020-07-08,17.3798
2020-07-09,16.8845
2020-07-10,17.3131
2020-07-11,17.3131
2020-07-12,17.3131
2020-07-13,17.2687
2020-07-14,17.1221
2020-07-15,17.7507
2020-07-16,17.7374
2020-07-17,17.4486
2020-07-18,17.4486
2020-07-19,17.4486
2020-07-20,17.1155
2020-07-21,17.4531
2020-07-22,17.8174
2020-07-23,18.0238
2020-07-24,17.844
2020-07-25,17.844
2020-07-26,17.844
2020-07-27,18.0684
2020-07-28,17.7018
2020-07-29,18.084
2020-07-30,17.7684
2020-07-31,17.5507
2020-08-01,17.5507
2020-08-02,17.5507
2020-08-03,17.5662
2020-08-04,17.3929
2020-08-05,17.7773
2020-08-06,17.7018
2020-08-07,17.9862
2020-08-08,17.9862
2020-08-09,17.9862
2020-08-10,18.5151
2020-08-11,18.9572
2020-08-12,18.675
2020-08-13,18.4395
2020-08-14,18.6328
2020-08-15,18.6328
2020-08-16,18.6328
2020-08-17,18.2529
2020-08-18,17.8862
2020-08-19,17.8573
2020-08-20,17.664
2020-08-21,17.5818
2020-08-22,17.5818
2020-08-23,17.5818
2020-08-24,18.2084
2020-08-25,18.1706
2020-08-26,18.0173
2020-08-27,18.5017
2020-08-28,18.6217
2020-08-29,18.6217
2020-08-30,18.6217
2020-08-31,18.3617
2020-09-01,18.3373
2020-09-02,18.4951
2020-09-03,18.8817
2020-09-04,19.2594
2020-09-05,19.2594
2020-09-06,19.2594
2020-09-07,19.2594
2020-09-08,18.8128
2020-09-09,18.7973
2020-09-10,18.5817
2020-09-11,18.7306
2020-09-12,18.7306
2020-09-13,18.7306
2020-09-14,19.4528
2020-09-15,19.2439
2020-09-16,19.7261
2020-09-17,19.7972
2020-09-18,19.6839
2020-09-19,19.6839
2020-09-20,19.6839
2020-09-21,18.7928
2020-09-22,18.6817
2020-09-23,18.3951
2020-09-24,18.3751
2020-09-25,18.5951
2020-09-26,18.5951
2020-09-27,18.5951
2020-09-28,19.1128
2020-09-29,18.9306
2020-09-30,31.1034
2020-10-01,31.3611
2020-10-02,31.8193
2020-10-03,31.8193
2020-10-04,31.8193
2020-10-05,32.3323
2020-10-06,31.8604
2020-10-07,32.4577
2020-10-08,32.843
2020-10-09,32.7245
2020-10-10,32.7245
2020-10-11,32.7245
2020-10-12,32.6652
2020-10-13,32.5512
2020-10-14,32.5968
2020-10-15,32.6561
2020-10-16,32.859
2020-10-17,32.859
2020-10-18,32.859
2020-10-19,32.4212
2020-10-20,32.2936
2020-10-21,31.7464
2020-10-22,32.9933
2020-10-23,33.4122
2020-10-24,33.4122
2020-10-25,33.4122
2020-10-26,32.9539
2020-10-27,32.8125
2020-10-28,32.1899
2020-10-29,32.5274
2020-10-30,32.7555
2020-10-31,32.7555
2020-11-01,32.7555
2020-11-02,33.2572
2020-11-03,33.7475
2020-11-04,33.4077
2020-11-05,33.5513
2020-11-06,33.4168
2020-11-07,33.4168
2020-11-08,33.4168
2020-11-09,35.305
2020-11-10,35.3392
2020-11-11,34.8626
2020-11-12,34.6665
2020-11-13,35.4008
2020-11-14,35.4008
2020-11-15,35.4008
2020-11-16,35.6653
2020-11-17,35.5125
2020-11-18,35.2799
2020-11-19,35.435
2020-11-20,34.988
2020-11-21,34.988
2020-11-22,34.988
2020-11-23,35.7452
2020-11-24,36.5388
2020-11-25,36.012
2020-11-26,36.012
2020-11-27,35.9162
2020-11-28,35.9162
2020-11-29,35.9162
2020-11-30,35.3005
2020-12-01,36.2081
2020-12-02,36.5593
2020-12-03,36.3654
2020-12-04,36.7896
2020-12-05,36.7896
2020-12-06,36.7896
2020-12-07,36.7326
2020-12-08,36.6186
2020-12-09,36.9014
2020-12-10,37.1226
2020-12-11,36.9629
2020-12-12,36.9629
2020-12-13,36.9629
2020-12-14,36.7737
2020-12-15,37.3962
2020-12-16,37.622
2020-12-17,37.8797
2020-12-18,37.5399
2020-12-19,37.5399
2020-12-20,37.5399
2020-12-21,37.7771
2020-12-22,37.7337
2020-12-23,38.0826
2020-12-24,38.0644
2020-12-25,38.0644
2020-12-26,38.0644
2020-12-27,38.0644
2020-12-28,38.0644
2020-12-29,38.0028
2020-12-30,38.2947
2020-12-31,25.4217
2021-01-01,25.4217
2021-01-02,25.4217
2021-01-03,25.4217
2021-01-04,25.2252
2021-01-05,25.4644
2021-01-06,26.4747
2021-01-07,26.9211
2021-01-08,26.8271
2021-01-09,26.8271
2021-01-10,26.8271
2021-01-11,26.4255
2021-01-12,26.4469
2021-01-13,26.8014
2021-01-14,27.109
2021-01-15,26.9659
2021-01-16,26.9659
2021-01-17,26.9659
2021-01-18,26.9659
2021-01-19,27.2457
2021-01-20,27.4208
2021-01-21,26.2472
2021-01-22,25.8257
2021-01-23,25.8257
2021-01-24,25.8257
2021-01-25,25.139
2021-01-26,24.6597
2021-01-27,23.6671
2021-01-28,24.4522
2021-01-29,23.958
2021-01-30,23.958
2021-01-31,23.958
2021-02-01,23.6692
2021-02-02,24.341
2021-02-03,24.7624
2021-02-04,25.661
2021-02-05,25.9477
2021-02-06,25.9477
2021-02-07,25.9477
2021-02-08,26.2686
2021-02-09,25.9091
2021-02-10,26.061
2021-02-11,25.9327
2021-02-12,26.1359
2021-02-13,26.1359
2021-02-14,26.1359
2021-02-15,26.1359
2021-02-16,26.6023
2021-02-17,25.6841
2021-02-18,25.3763
2021-02-19,26.1585
2021-02-20,26.1585
2021-02-21,26.1585
2021-02-22,26.4727
2021-02-23,26.4535
2021-02-24,27.022
2021-02-25,26.3893
2021-02-26,26.1906
2021-02-27,26.1906
2021-02-28,26.1906
2021-03-01,27.0027
2021-03-02,26.7185
2021-03-03,26.7655
2021-03-04,26.4748
2021-03-05,27.0348
2021-03-06,27.0348
2021-03-07,27.0348
2021-03-08,27.0134
2021-03-09,26.9301
2021-03-10,27.3746
2021-03-11,27.9431
2021-03-12,27.9431
2021-03-13,27.9431
2021-03-14,27.9431
2021-03-15,27.6118
2021-03-16,27.163
2021-03-17,27.2613
2021-03-18,26.5347
2021-03-19,26.3423
2021-03-20,26.3423
2021-03-21,26.3423
2021-03-22,26.321
2021-03-23,25.7439
2021-03-24,25.9469
2021-03-25,26.5924
2021-03-26,26.8082
2021-03-27,26.8082
2021-03-28,26.8082
2021-03-29,26.1927
2021-03-30,26.4449
2021-03-31,8.5929
2021-04-01,8.7816
2021-04-02,8.7816
2021-04-03,8.7816
2021-04-04,8.7816
2021-04-05,8.9267
2021-04-06,8.9284
2021-04-07,8.9182
2021-04-08,8.9797
2021-04-09,9.036
2021-04-10,9.036
2021-04-11,9.036
2021-04-12,9.0591
2021-04-13,9.0027
2021-04-14,9.1334
2021-04-15,9.1914
2021-04-16,9.2145
2021-04-17,9.2145
2021-04-18,9.2145
2021-04-19,9.0727
2021-04-20,8.7474
2021-04-21,8.884
2021-04-22,8.9588
2021-04-23,9.2433
2021-04-24,9.2433
2021-04-25,9.2433
2021-04-26,9.5287
2021-04-27,9.6625
2021-04-28,9.9828
2021-04-29,10.2256
2021-04-30,10.194
2021-05-01,10.194
2021-05-02,10.194
2021-05-03,10.2486
2021-05-04,10.2793
2021-05-05,10.3514
2021-05-06,10.4753
2021-05-07,10.6222
2021-05-08,10.6222
2021-05-09,10.6222
2021-05-10,10.5611
2021-05-11,10.1918
2021-05-12,10.0195
2021-05-13,10.2207
2021-05-14,10.3981
2021-05-15,10.3981
2021-05-16,10.3981
2021-05-17,10.5093
2021-05-18,10.2631
2021-05-19,10.2156
2021-05-20,10.1952
2021-05-21,10.1562
2021-05-22,10.1562
2021-05-23,10.1562
2021-05-24,10.2249
2021-05-25,10.1842
2021-05-26,10.2827
2021-05-27,10.5
2021-05-28,10.4354
2021-05-29,10.4354
2021-05-30,10.4354
2021-05-31,10.4354
2021-06-01,10.7427
2021-06-02,10.7554
2021-06-03,10.887
2021-06-04,10.9549
2021-06-05,10.9549
2021-06-06,10.9549
2021-06-07,10.9727
2021-06-08,11.0237
2021-06-09,10.9252
2021-06-10,10.8531
2021-06-11,10.9354
2021-06-12,10.9354
2021-06-13,10.9354
2021-06-14,10.7266
2021-06-15,10.9235
2021-06-16,10.8437
2021-06-17,10.4354
2021-06-18,10.1681
2021-06-19,10.1681
2021-06-20,10.1681
2021-06-21,10.5025
2021-06-22,10.5144
2021-06-23,10.5993
2021-06-24,10.7215
2021-06-25,10.971
2021-06-26,10.971
2021-06-27,10.971
2021-06-28,10.5865
2021-06-29,10.4032
2021-06-30,6.5291
2021-07-01,6.5971
2021-07-02,6.6219
2021-07-03,6.6219
2021-07-04,6.6219
2021-07-05,6.6219
2021-07-06,6.5038
2021-07-07,6.5301
2021-07-08,6.3819
2021-07-09,6.7288
2021-07-10,6.7288
2021-07-11,6.7288
2021-07-12,6.9324
2021-07-13,6.8678
2021-07-14,6.7546
2021-07-15,6.7827
2021-07-16,6.6331
2021-07-17,6.6331
2021-07-18,6.6331
2021-07-19,6.4528
2021-07-20,6.6744
2021-07-21,6.8041
2021-07-22,6.7278
2021-07-23,6.6822
2021-07-24,6.6822
2021-07-25,6.6822
2021-07-26,6.7652
2021-07-27,6.7537
2021-07-28,6.6971
2021-07-29,6.7706
2021-07-30,6.7147
2021-07-31,6.7147
2021-08-01,6.7147
2021-08-02,6.6937
2021-08-03,6.7954
2021-08-04,6.8006
2021-08-05,6.8474
2021-08-06,6.9887
2021-08-07,6.9887
2021-08-08,6.9887
2021-08-09,6.9591
2021-08-10,7.0832
2021-08-11,7.1586
2021-08-12,7.1891
2021-08-13,7.2426
2021-08-14,7.2426
2021-08-15,7.2426
2021-08-16,7.2134
2021-08-17,7.0488
2021-08-18,6.9448
2021-08-19,6.7858
2021-08-20,6.855
2021-08-21,6.855
2021-08-22,6.855
2021-08-23,6.9114
2021-08-24,6.9529
2021-08-25,7.0712
2021-08-26,6.9987
2021-08-27,7.1519
2021-08-28,7.1519
2021-08-29,7.1519
2021-08-30,6.8541
2021-08-31,6.9009
2021-09-01,6.7362
2021-09-02,6.7023
2021-09-03,6.6513
2021-09-04,6.6513
2021-09-05,6.6513
2021-09-06,6.6513
2021-09-07,6.5677
2021-09-08,6.4446
2021-09-09,6.5229
2021-09-10,6.5319
2021-09-11,6.5319
2021-09-12,6.5319
2021-09-13,6.6307
2021-09-14,6.5248
2021-09-15,6.6689
2021-09-16,6.7138
2021-09-17,6.6823
2021-09-18,6.6823
2021-09-19,6.6823
2021-09-20,6.5315
2021-09-21,6.6436
2021-09-22,6.729
2021-09-23,6.9013
2021-09-24,6.9863
2021-09-25,6.9863
2021-09-26,6.9863
2021-09-27,7.0445
2021-09-28,6.9381
2021-09-29,6.8417
2021-09-30,6.4989
2021-10-01,6.6924
2021-10-02,6.6924
2021-10-03,6.6924
2021-10-04,6.6384
2021-10-05,6.7053
2021-10-06,6.6612
2021-10-07,6.6964
2021-10-08,6.7441
2021-10-09,6.7441
2021-10-10,6.7441
2021-10-11,6.6268
2021-10-12,6.7013
2021-10-13,6.5074
2021-10-14,6.6759
2021-10-15,6.7851
2021-10-16,6.7851
2021-10-17,6.7851
2021-10-18,6.8199
2021-10-19,6.8698
2021-10-20,6.8625
2021-10-21,6.5046
2021-10-22,6.5195
2021-10-23,6.5195
2021-10-24,6.5195
2021-10-25,6.4616
2021-10-26,6.4247
2021-10-27,6.0918
2021-10-28,6.033
2021-10-29,5.9663
2021-10-30,5.9663
2021-10-31,5.9663
2021-11-01,6.0247
2021-11-02,6.026
2021-11-03,6.0758
2021-11-04,6.0169
2021-11-05,6.1037
2021-11-06,6.1037
2021-11-07,6.1037
2021-11-08,6.1155
2021-11-09,6.1185
2021-11-10,6.146
2021-11-11,6.1922
2021-11-12,6.2332
2021-11-13,6.2332
2021-11-14,6.2332
2021-11-15,6.1783
2021-11-16,6.1373
2021-11-17,6.0561
2021-11-18,6.0618
2021-11-19,6.0125
2021-11-20,6.0125
2021-11-21,6.0125
2021-11-22,6.0906
2021-11-23,6.2302
2021-11-24,6.2359
2021-11-25,6.2359
2021-11-26,6.0208
2021-11-27,6.0208
2021-11-28,6.0208
2021-11-29,5.9663
2021-11-30,5.7276
2021-12-01,5.6526
2021-12-02,5.8254
2021-12-03,5.7634
2021-12-04,5.7634
2021-12-05,5.7634
2021-12-06,5.9043
2021-12-07,6.0125
2021-12-08,5.9776
2021-12-09,6.0522
2021-12-10,6.1168
2021-12-11,6.1168
2021-12-12,6.1168
2021-12-13,5.9458
2021-12-14,6.0627
2021-12-15,6.0391
2021-12-16,6.071
2021-12-17,6.0007
2021-12-18,6.0007
2021-12-19,6.0007
2021-12-20,5.8048
2021-12-21,6.047
2021-12-22,6.0334
2021-12-23,6.0544
2021-12-24,6.0544
2021-12-25,6.0544
2021-12-26,6.0544
2021-12-27,6.0884
2021-12-28,6.0862
2021-12-29,6.0731
2021-12-30,6.0758
2021-12-31,6.5686
2022-01-01,6.5686
2022-01-02,6.5686
2022-01-03,6.6964
2022-01-04,6.8483
2022-01-05,6.7794
2022-01-06,6.8698
2022-01-07,6.9889
2022-01-08,6.9889
2022-01-09,6.9889
2022-01-10,7.0648
2022-01-11,7.1088
2022-01-12,7.0765
2022-01-13,7.1428
2022-01-14,7.0657
2022-01-15,7.0657
2022-01-16,7.0657
2022-01-17,7.0657
2022-01-18,6.9072
2022-01-19,6.6055
2022-01-20,6.5362
2022-01-21,6.4403
2022-01-22,6.4403
2022-01-23,6.4403
2022-01-24,6.4766
2022-01-25,6.603
2022-01-26,6.5533
2022-01-27,6.3902
2022-01-28,6.4114
2022-01-29,6.4114
2022-01-30,6.4114
2022-01-31,6.4933
2022-02-01,6.5859
2022-02-02,6.5631
2022-02-03,6.5011
2022-02-04,6.5537
2022-02-05,6.5537
2022-02-06,6.5537
2022-02-07,6.6022
2022-02-08,6.7873
2022-02-09,6.8644
2022-02-10,6.8611
2022-02-11,6.8354
2022-02-12,6.8354
2022-02-13,6.8354
2022-02-14,6.8362
2022-02-15,6.9736
2022-02-16,6.9447
2022-02-17,6.7922
2022-02-18,6.822
2022-02-19,6.822
2022-02-20,6.822
2022-02-21,6.822
2022-02-22,6.7486
2022-02-23,6.6674
2022-02-24,6.5442
2022-02-25,6.7758
2022-02-26,6.7758
2022-02-27,6.7758
2022-02-28,6.7528
2022-03-01,6.3676
2022-03-02,6.4575
2022-03-03,6.395
2022-03-04,6.2196
2022-03-05,6.2196
2022-03-06,6.2196
2022-03-07,5.8618
2022-03-08,5.9397
2022-03-09,6.0897
2022-03-10,6.001
2022-03-11,5.9877
2022-03-12,5.9877
2022-03-13,5.9877
2022-03-14,6.1607
2022-03-15,6.2224
2022-03-16,6.3781
2022-03-17,6.3567
2022-03-18,6.4462
2022-03-19,6.4462
2022-03-20,6.4462
2022-03-21,6.2966
2022-03-22,6.4019
2022-03-23,6.2369
2022-03-24,6.2873
2022-03-25,6.3418
2022-03-26,6.3418
2022-03-27,6.3418
2022-03-28,6.217
2022-03-29,6.3376
2022-03-30,6.2973
2022-03-31,6.0033
2022-04-01,6.0003
2022-04-02,6.0003
2022-04-03,6.0003
2022-04-04,6.0302
2022-04-05,6.0272
2022-04-06,6.0165
2022-04-07,5.9593
2022-04-08,6.0622
2022-04-09,6.0622
2022-04-10,6.0622
2022-04-11,6.0451
2022-04-12,6.0733
2022-04-13,6.1092
2022-04-14,6.0883
2022-04-15,6.0883
2022-04-16,6.0883
2022-04-17,6.0883
2022-04-18,6.2698
2022-04-19,6.3689
2022-04-20,6.3719
2022-04-21,6.2741
2022-04-22,6.0964
2022-04-23,6.0964
2022-04-24,6.0964
2022-04-25,6.1079
2022-04-26,5.9691
2022-04-27,5.8675
2022-04-28,6.2319
2022-04-29,6.0821
2022-04-30,6.0821
2022-05-01,6.0821
2022-05-02,6.117
2022-05-03,6.214
2022-05-04,6.4276
2022-05-05,6.2089
2022-05-06,6.0204
2022-05-07,6.0204
2022-05-08,6.0204
2022-05-09,5.8613
2022-05-10,5.7736
2022-05-11,5.749
2022-05-12,5.6094
2022-05-13,5.7604
2022-05-14,5.7604
2022-05-15,5.7604
2022-05-16,5.6796
2022-05-17,5.8902
2022-05-18,5.769
2022-05-19,5.7256
2022-05-20,5.7145
2022-05-21,5.7145
2022-05-22,5.7145
2022-05-23,5.897
2022-05-24,5.74
2022-05-25,5.8783
2022-05-26,6.0106
2022-05-27,6.0711
2022-05-28,6.0711
2022-05-29,6.0711
2022-05-30,6.0711
2022-05-31,6.126
2022-06-01,6.0285
2022-06-02,6.0953
2022-06-03,5.9894
2022-06-04,5.9894
2022-06-05,5.9894
2022-06-06,6.02
2022-06-07,6.1136
2022-06-08,5.9936
2022-06-09,5.8128
2022-06-10,5.4728
2022-06-11,5.4728
2022-06-12,5.4728
2022-06-13,5.2056
2022-06-14,5.2047
2022-06-15,5.3256
2022-06-16,5.1064
2022-06-17,5.3145
2022-06-18,5.3145
2022-06-19,5.3145
2022-06-20,5.3145
2022-06-21,5.3171
2022-06-22,5.2975
2022-06-23,5.3009
2022-06-24,5.5166
2022-06-25,5.5166
2022-06-26,5.5166
2022-06-27,5.4937
2022-06-28,5.4375
2022-06-29,5.3643
2022-06-30,6.2136
2022-07-01,6.3637
2022-07-02,6.3637
2022-07-03,6.3637
2022-07-04,6.3637
2022-07-05,6.3772
2022-07-06,6.3632
2022-07-07,6.4597
2022-07-08,6.4853
2022-07-09,6.4853
2022-07-10,6.4853
2022-07-11,6.4511
2022-07-12,6.467
2022-07-13,6.4588
2022-07-14,6.4419
2022-07-15,6.6687
2022-07-16,6.6687
2022-07-17,6.6687
2022-07-18,6.729
2022-07-19,6.9008
2022-07-20,6.8356
2022-07-21,6.3727
2022-07-22,6.3727
2022-07-23,6.3727
2022-07-24,6.3727
2022-07-25,6.3737
2022-07-26,6.2953
2022-07-27,6.3549
2022-07-28,6.3169
2022-07-29,6.3882
2022-07-30,6.3882
2022-07-31,6.3882
2022-08-01,6.4455
2022-08-02,6.3488
2022-08-03,6.4708
2022-08-04,6.452
2022-08-05,6.4516
2022-08-06,6.4516
2022-08-07,6.4516
2022-08-08,6.4764
2022-08-09,6.4295
2022-08-10,6.7157
2022-08-11,6.7406
2022-08-12,6.7918
2022-08-13,6.7918
2022-08-14,6.7918
2022-08-15,6.7556
2022-08-16,6.8326
2022-08-17,6.7411
2022-08-18,6.7387
2022-08-19,6.6655
2022-08-20,6.6655
2022-08-21,6.6655
2022-08-22,6.4971
2022-08-23,6.5595
2022-08-24,6.5473
2022-08-25,6.6407
2022-08-26,6.468
2022-08-27,6.468
2022-08-28,6.468
2022-08-29,6.3887
2022-08-30,6.3821
2022-08-31,6.3643
2022-09-01,6.3432
2022-09-02,6.3193
2022-09-03,6.3193
2022-09-04,6.3193
2022-09-05,6.3193
2022-09-06,6.2235
2022-09-07,6.3385
2022-09-08,6.3906
2022-09-09,6.4596
2022-09-10,6.4596
2022-09-11,6.4596
2022-09-12,6.4957
2022-09-13,6.2714
2022-09-14,6.2967
2022-09-15,6.384
2022-09-16,6.384
2022-09-17,6.384
2022-09-18,6.384
2022-09-19,6.4431
2022-09-20,6.3549
2022-09-21,6.2414
2022-09-22,6.1053
2022-09-23,6.0471
2022-09-24,6.0471
2022-09-25,6.0471
2022-09-26,5.9214
2022-09-27,5.919
2022-09-28,6.0401
2022-09-29,5.9387
2022-09-30,6.2756
2022-10-01,6.2756
2022-10-02,6.2756
2022-10-03,6.4167
2022-10-04,6.5836
2022-10-05,6.5494
2022-10-06,6.4847
2022-10-07,6.3935
2022-10-08,6.3935
2022-10-09,6.3935
2022-10-10,6.3212
2022-10-11,6.2742
2022-10-12,6.306
2022-10-13,6.4263
2022-10-14,6.2889
2022-10-15,6.2889
2022-10-16,6.2889
2022-10-17,6.364
2022-10-18,6.5308
2022-10-19,6.3949
2022-10-20,6.363
2022-10-21,6.4543
2022-10-22,6.4543
2022-10-23,6.4543
2022-10-24,6.5075
2022-10-25,6.7028
2022-10-26,6.8097
2022-10-27,6.8417
2022-10-28,6.9763
2022-10-29,6.9763
2022-10-30,6.9763
2022-10-31,6.9202
2022-11-01,6.8931
2022-11-02,6.7571
2022-11-03,6.6121
2022-11-04,6.701
2022-11-05,6.701
2022-11-06,6.701
2022-11-07,6.7561
2022-11-08,6.826
2022-11-09,6.71
2022-11-10,7.1037
2022-11-11,7.1255
2022-11-12,7.1255
2022-11-13,7.1255
2022-11-14,6.99
2022-11-15,6.8807
2022-11-16,6.9991
2022-11-17,7.0428
2022-11-18,7.0533
2022-11-19,7.0533
2022-11-20,7.0533
2022-11-21,7.0951
2022-11-22,7.0984
2022-11-23,7.1198
2022-11-24,7.1198
2022-11-25,7.1232
2022-11-26,7.1232
2022-11-27,7.1232
2022-11-28,7.0338
2022-11-29,7.1146
2022-11-30,7.1056
2022-12-01,7.0186
2022-12-02,6.9649
2022-12-03,6.9649
2022-12-04,6.9649
2022-12-05,6.875
2022-12-06,6.8921
2022-12-07,6.8859
2022-12-08,6.8474
2022-12-09,6.8507
2022-12-10,6.8507
2022-12-11,6.8507
2022-12-12,6.9591
2022-12-13,7.02
2022-12-14,6.8721
2022-12-15,6.6549
2022-12-16,6.5603
2022-12-17,6.5603
2022-12-18,6.5603
2022-12-19,6.4785
2022-12-20,6.5517
2022-12-21,6.6035
2022-12-22,6.5588
2022-12-23,6.594
2022-12-24,6.594
2022-12-25,6.594
2022-12-26,6.594
2022-12-27,6.5536
2022-12-28,6.4837
2022-12-29,6.5869
2022-12-30,6.814
2022-12-31,6.814
2023-01-01,6.814
2023-01-02,6.814
2023-01-03,6.774
2023-01-04,6.9781
2023-01-05,6.8961
2023-01-06,7.0625
2023-01-07,7.0625
2023-01-08,7.0625
2023-01-09,7.1026
2023-01-10,7.1851
2023-01-11,7.2533
2023-01-12,7.2065
2023-01-13,7.2609
2023-01-14,7.2609
2023-01-15,7.2609
2023-01-16,7.2609
2023-01-17,7.1756
2023-01-18,7.0291
2023-01-19,6.8974
2023-01-20,7.095
2023-01-21,7.095
2023-01-22,7.095
2023-01-23,7.2884
2023-01-24,7.3444
2023-01-25,7.5033
2023-01-26,7.4935
2023-01-27,7.6277
2023-01-28,7.6277
2023-01-29,7.6277
2023-01-30,7.4818
2023-01-31,7.5886
2023-02-01,7.5466
2023-02-02,7.6454
2023-02-03,7.6944
2023-02-04,7.6944
2023-02-05,7.6944
2023-02-06,7.6081
2023-02-07,7.6398
2023-02-08,7.5359
2023-02-09,7.486
2023-02-10,7.5079
2023-02-11,7.5079
2023-02-12,7.5079
2023-02-13,7.5615
2023-02-14,7.5243
2023-02-15,7.5196
2023-02-16,7.3509
2023-02-17,7.3299
2023-02-18,7.3299
2023-02-19,7.3299
2023-02-20,7.3299
2023-02-21,7.2344
2023-02-22,7.2553
2023-02-23,7.2097
2023-02-24,7.2792
2023-02-25,7.2792
2023-02-26,7.2792
2023-02-27,7.244
2023-02-28,7.2691
2023-03-01,7.3121
2023-03-02,7.286
2023-03-03,7.3957
2023-03-04,7.3957
2023-03-05,7.3957
2023-03-06,7.3583
2023-03-07,7.2412
2023-03-08,7.2051
2023-03-09,6.9783
2023-03-10,6.8183
2023-03-11,6.8183
2023-03-12,6.8183
2023-03-13,6.6071
2023-03-14,6.7863
2023-03-15,6.549
2023-03-16,6.5138
2023-03-17,6.3657
2023-03-18,6.3657
