,PHM US Equity
2020-08-10,8.8183
2020-08-11,8.6807
2020-08-12,8.8671
2020-08-13,8.881
2020-08-14,8.8026
2020-08-15,8.8026
2020-08-16,8.8026
2020-08-17,9.0395
2020-08-18,9.0709
2020-08-19,8.9942
2020-08-20,9.0238
2020-08-21,9.2224
2020-08-22,9.2224
2020-08-23,9.2224
2020-08-24,9.2468
2020-08-25,9.1701
2020-08-26,9.0151
2020-08-27,8.9211
2020-08-28,8.8462
2020-08-29,8.8462
2020-08-30,8.8462
2020-08-31,8.719
2020-09-01,8.9733
2020-09-02,8.989
2020-09-03,8.6494
2020-09-04,8.4787
2020-09-05,8.4787
2020-09-06,8.4787
2020-09-07,8.4787
2020-09-08,8.4752
2020-09-09,8.7208
2020-09-10,8.7034
2020-09-11,8.8427
2020-09-12,8.8427
2020-09-13,8.8427
2020-09-14,8.9071
2020-09-15,8.7991
2020-09-16,9.09
2020-09-17,8.8706
2020-09-18,8.787
2020-09-19,8.787
2020-09-20,8.787
2020-09-21,8.7225
2020-09-22,8.942
2020-09-23,8.5884
2020-09-24,8.6772
2020-09-25,8.618
2020-09-26,8.618
2020-09-27,8.618
2020-09-28,8.9228
2020-09-29,8.8375
2020-09-30,8.1281
2020-10-01,8.3175
2020-10-02,8.3288
2020-10-03,8.3288
2020-10-04,8.3288
2020-10-05,8.3595
2020-10-06,8.1815
2020-10-07,8.2641
2020-10-08,8.5618
2020-10-09,8.5635
2020-10-10,8.5635
2020-10-11,8.5635
2020-10-12,8.6444
2020-10-13,8.4647
2020-10-14,8.4502
2020-10-15,8.5505
2020-10-16,8.3644
2020-10-17,8.3644
2020-10-18,8.3644
2020-10-19,8.1492
2020-10-20,8.2398
2020-10-21,7.9582
2020-10-22,7.5353
2020-10-23,7.7537
2020-10-24,7.7537
2020-10-25,7.7537
2020-10-26,7.498
2020-10-27,7.3233
2020-10-28,7.422
2020-10-29,7.3363
2020-10-30,7.2311
2020-10-31,7.2311
2020-11-01,7.2311
2020-11-02,7.456
2020-11-03,7.6178
2020-11-04,8.1306
2020-11-05,8.0821
2020-11-06,7.7731
2020-11-07,7.7731
2020-11-08,7.7731
2020-11-09,7.2117
2020-11-10,7.5239
2020-11-11,7.5644
2020-11-12,7.3848
2020-11-13,7.5822
2020-11-14,7.5822
2020-11-15,7.5822
2020-11-16,7.5725
2020-11-17,7.5951
2020-11-18,7.7116
2020-11-19,7.6954
2020-11-20,7.7019
2020-11-21,7.7019
2020-11-22,7.7019
2020-11-23,7.9478
2020-11-24,7.752
2020-11-25,7.854
2020-11-26,7.854
2020-11-27,7.8135
2020-11-28,7.8135
2020-11-29,7.8135
2020-11-30,7.6954
2020-12-01,7.5385
2020-12-02,7.3589
2020-12-03,7.621
2020-12-04,7.4414
2020-12-05,7.4414
2020-12-06,7.4414
2020-12-07,7.6938
2020-12-08,7.4382
2020-12-09,7.4447
2020-12-10,7.4576
2020-12-11,7.4883
2020-12-12,7.4883
2020-12-13,7.4883
2020-12-14,7.4511
2020-12-15,7.4997
2020-12-16,7.5126
2020-12-17,7.8815
2020-12-18,7.9332
2020-12-19,7.9332
2020-12-20,7.9332
2020-12-21,7.8766
2020-12-22,7.9834
2020-12-23,7.8022
2020-12-24,7.9494
2020-12-25,7.9494
2020-12-26,7.9494
2020-12-27,7.9494
2020-12-28,7.8313
2020-12-29,7.7796
2020-12-30,7.7698
2020-12-31,7.0045
2021-01-01,7.0045
2021-01-02,7.0045
2021-01-03,7.0045
2021-01-04,6.8648
2021-01-05,6.6898
2021-01-06,6.656
2021-01-07,6.9078
2021-01-08,6.7604
2021-01-09,6.7604
2021-01-10,6.7604
2021-01-11,6.8448
2021-01-12,6.9339
2021-01-13,6.9185
2021-01-14,6.897
2021-01-15,6.94
2021-01-16,6.94
2021-01-17,6.94
2021-01-18,6.94
2021-01-19,7.1411
2021-01-20,7.5525
2021-01-21,7.686
2021-01-22,7.8902
2021-01-23,7.8902
2021-01-24,7.8902
2021-01-25,7.904
2021-01-26,7.6968
2021-01-27,7.6384
2021-01-28,7.2271
2021-01-29,7.0628
2021-01-30,7.0628
2021-01-31,7.0628
2021-02-01,7.2578
2021-02-02,7.3841
2021-02-03,7.4434
2021-02-04,7.5561
2021-02-05,7.7129
2021-02-06,7.7129
2021-02-07,7.7129
2021-02-08,7.8849
2021-02-09,7.8758
2021-02-10,7.9002
2021-02-11,7.923
2021-02-12,7.7662
2021-02-13,7.7662
2021-02-14,7.7662
2021-02-15,7.7662
2021-02-16,7.4906
2021-02-17,7.4145
2021-02-18,7.3079
2021-02-19,7.448
2021-02-20,7.448
2021-02-21,7.448
2021-02-22,7.3034
2021-02-23,7.3765
2021-02-24,7.5287
2021-02-25,7.075
2021-02-26,7.2531
2021-02-27,7.2531
2021-02-28,7.2531
2021-03-01,7.3079
2021-03-02,7.4176
2021-03-03,7.1253
2021-03-04,7.0507
2021-03-05,7.3491
2021-03-06,7.3491
2021-03-07,7.3491
2021-03-08,7.6033
2021-03-09,7.5926
2021-03-10,7.8195
2021-03-11,7.7312
2021-03-12,7.6825
2021-03-13,7.6825
2021-03-14,7.6825
2021-03-15,7.9519
2021-03-16,7.8591
2021-03-17,8.1483
2021-03-18,7.7312
2021-03-19,7.8438
2021-03-20,7.8438
2021-03-21,7.8438
2021-03-22,7.856
2021-03-23,7.7449
2021-03-24,7.7251
2021-03-25,8.0189
2021-03-26,8.3538
2021-03-27,8.3538
2021-03-28,8.3538
2021-03-29,8.2008
2021-03-30,8.3734
2021-03-31,7.5736
2021-04-01,7.7155
2021-04-02,7.7155
2021-04-03,7.7155
2021-04-04,7.7155
2021-04-05,7.7633
2021-04-06,7.7851
2021-04-07,7.7223
2021-04-08,7.6705
2021-04-09,7.8629
2021-04-10,7.8629
2021-04-11,7.8629
2021-04-12,7.8001
2021-04-13,7.7933
2021-04-14,7.7182
2021-04-15,7.7114
2021-04-16,7.8165
2021-04-17,7.8165
2021-04-18,7.8165
2021-04-19,7.7469
2021-04-20,7.5832
2021-04-21,7.6718
2021-04-22,7.6746
2021-04-23,7.7742
2021-04-24,7.7742
2021-04-25,7.7742
2021-04-26,7.8942
2021-04-27,8.2149
2021-04-28,8.3793
2021-04-29,8.5326
2021-04-30,8.439
2021-05-01,8.439
2021-05-02,8.439
2021-05-03,8.6031
2021-05-04,8.6805
2021-05-05,8.7103
2021-05-06,8.6411
2021-05-07,8.7931
2021-05-08,8.7931
2021-05-09,8.7931
2021-05-10,8.8772
2021-05-11,8.496
2021-05-12,7.9357
2021-05-13,8.2952
2021-05-14,8.3494
2021-05-15,8.3494
2021-05-16,8.3494
2021-05-17,8.2857
2021-05-18,8.0334
2021-05-19,7.9587
2021-05-20,8.0239
2021-05-21,7.9845
2021-05-22,7.9845
2021-05-23,7.9845
2021-05-24,8.0184
2021-05-25,8.0876
2021-05-26,8.2355
2021-05-27,8.2708
2021-05-28,8.2585
2021-05-29,8.2585
2021-05-30,8.2585
2021-05-31,8.2585
2021-06-01,8.3087
2021-06-02,8.2002
2021-06-03,8.0578
2021-06-04,8.1446
2021-06-05,8.1446
2021-06-06,8.1446
2021-06-07,8.112
2021-06-08,8.146
2021-06-09,7.994
2021-06-10,7.743
2021-06-11,7.7905
2021-06-12,7.7905
2021-06-13,7.7905
2021-06-14,7.6806
2021-06-15,7.7729
2021-06-16,7.625
2021-06-17,7.7064
2021-06-18,7.6996
2021-06-19,7.6996
2021-06-20,7.6996
2021-06-21,7.7715
2021-06-22,7.7973
2021-06-23,7.6752
2021-06-24,7.6657
2021-06-25,7.6915
2021-06-26,7.6915
2021-06-27,7.6915
2021-06-28,7.8082
2021-06-29,7.9533
2021-06-30,7.1755
2021-07-01,7.3308
2021-07-02,7.2588
2021-07-03,7.2588
2021-07-04,7.2588
2021-07-05,7.2588
2021-07-06,7.0947
2021-07-07,7.2426
2021-07-08,6.9444
2021-07-09,7.009
2021-07-10,7.009
2021-07-11,7.009
2021-07-12,7.0003
2021-07-13,6.8151
2021-07-14,6.8251
2021-07-15,6.8002
2021-07-16,6.7319
2021-07-17,6.7319
2021-07-18,6.7319
2021-07-19,6.7219
2021-07-20,6.8822
2021-07-21,6.9618
2021-07-22,6.917
2021-07-23,7.1134
2021-07-24,7.1134
2021-07-25,7.1134
2021-07-26,7.0252
2021-07-27,6.942
2021-07-28,6.8488
2021-07-29,7.1468
2021-07-30,7.1235
2021-07-31,7.1235
2021-08-01,7.1235
2021-08-02,7.1346
2021-08-03,7.1849
2021-08-04,6.9298
2021-08-05,6.9543
2021-08-06,6.8881
2021-08-07,6.8881
2021-08-08,6.8881
2021-08-09,6.8415
2021-08-10,6.9482
2021-08-11,7.1849
2021-08-12,7.0733
2021-08-13,7.0586
2021-08-14,7.0586
2021-08-15,7.0586
2021-08-16,7.0929
2021-08-17,6.8268
2021-08-18,6.8145
2021-08-19,6.7397
2021-08-20,6.8587
2021-08-21,6.8587
2021-08-22,6.8587
2021-08-23,6.8255
2021-08-24,6.9666
2021-08-25,7.0438
2021-08-26,6.9948
2021-08-27,7.1248
2021-08-28,7.1248
2021-08-29,7.1248
2021-08-30,7.0365
2021-08-31,6.9997
2021-09-01,7.1015
2021-09-02,7.0414
2021-09-03,6.942
2021-09-04,6.942
2021-09-05,6.942
2021-09-06,6.942
2021-09-07,6.8599
2021-09-08,6.4687
2021-09-09,6.3399
2021-09-10,6.2724
2021-09-11,6.2724
2021-09-12,6.2724
2021-09-13,6.3154
2021-09-14,6.1805
2021-09-15,6.2295
2021-09-16,6.308
2021-09-17,6.3595
2021-09-18,6.3595
2021-09-19,6.3595
2021-09-20,6.2038
2021-09-21,6.1707
2021-09-22,6.2663
2021-09-23,6.2025
2021-09-24,6.2185
2021-09-25,6.2185
2021-09-26,6.2185
2021-09-27,6.3227
2021-09-28,6.1817
2021-09-29,6.2712
2021-09-30,5.7631
2021-10-01,5.7872
2021-10-02,5.7872
2021-10-03,5.7872
2021-10-04,5.8011
2021-10-05,5.8333
2021-10-06,5.8863
2021-10-07,5.9635
2021-10-08,5.9255
2021-10-09,5.9255
2021-10-10,5.9255
2021-10-11,5.9163
2021-10-12,5.9877
2021-10-13,5.9773
2021-10-14,6.1455
2021-10-15,6.0499
2021-10-16,6.0499
2021-10-17,6.0499
2021-10-18,6.1605
2021-10-19,6.1444
2021-10-20,6.2573
2021-10-21,6.2446
2021-10-22,6.2008
2021-10-23,6.2008
2021-10-24,6.2008
2021-10-25,6.217
2021-10-26,5.944
2021-10-27,5.9519
2021-10-28,5.9418
2021-10-29,5.8766
2021-10-30,5.8766
2021-10-31,5.8766
2021-11-01,5.944
2021-11-02,5.844
2021-11-03,5.9115
2021-11-04,5.989
2021-11-05,6.1407
2021-11-06,6.1407
2021-11-07,6.1407
2021-11-08,6.1228
2021-11-09,6.3071
2021-11-10,6.1621
2021-11-11,6.1711
2021-11-12,6.2453
2021-11-13,6.2453
2021-11-14,6.2453
2021-11-15,6.1565
2021-11-16,6.2632
2021-11-17,6.3577
2021-11-18,6.288
2021-11-19,6.3453
2021-11-20,6.3453
2021-11-21,6.3453
2021-11-22,6.3644
2021-11-23,6.4183
2021-11-24,6.3902
2021-11-25,6.3902
2021-11-26,6.2711
2021-11-27,6.2711
2021-11-28,6.2711
2021-11-29,6.2621
2021-11-30,6.0958
2021-12-01,6.1003
2021-12-02,6.3723
2021-12-03,6.3273
2021-12-04,6.3273
2021-12-05,6.3273
2021-12-06,6.5386
2021-12-07,6.6173
2021-12-08,6.696
2021-12-09,6.696
2021-12-10,6.7915
2021-12-11,6.7915
2021-12-12,6.7915
2021-12-13,6.6532
2021-12-14,6.5262
2021-12-15,6.6903
2021-12-16,6.5409
2021-12-17,6.4273
2021-12-18,6.4273
2021-12-19,6.4273
2021-12-20,6.2587
2021-12-21,6.4285
2021-12-22,6.6027
2021-12-23,6.615
2021-12-24,6.615
2021-12-25,6.615
2021-12-26,6.615
2021-12-27,6.6971
2021-12-28,6.7982
2021-12-29,6.9522
2021-12-30,6.8398
2021-12-31,5.9994
2022-01-01,5.9994
2022-01-02,5.9994
2022-01-03,5.8941
2022-01-04,5.9748
2022-01-05,5.8961
2022-01-06,5.7899
2022-01-07,5.5193
2022-01-08,5.5193
2022-01-09,5.5193
2022-01-10,5.5902
2022-01-11,5.7771
2022-01-12,5.7889
2022-01-13,5.9768
2022-01-14,5.9925
2022-01-15,5.9925
2022-01-16,5.9925
2022-01-17,5.9925
2022-01-18,5.7397
2022-01-19,5.6
2022-01-20,5.5282
2022-01-21,5.4436
2022-01-22,5.4436
2022-01-23,5.4436
2022-01-24,5.6885
2022-01-25,5.5921
2022-01-26,5.4003
2022-01-27,5.2951
2022-01-28,5.418
2022-01-29,5.418
2022-01-30,5.418
2022-01-31,5.5597
2022-02-01,5.6089
2022-02-02,5.7279
2022-02-03,5.5744
2022-02-04,5.1711
2022-02-05,5.1711
2022-02-06,5.1711
2022-02-07,5.0968
2022-02-08,5.2224
2022-02-09,5.3461
2022-02-10,5.0659
2022-02-11,5.0002
2022-02-12,5.0002
2022-02-13,5.0002
2022-02-14,4.9963
2022-02-15,5.1007
2022-02-16,5.1374
2022-02-17,5.0089
2022-02-18,5.0263
2022-02-19,5.0263
2022-02-20,5.0263
2022-02-21,5.0263
2022-02-22,4.8427
2022-02-23,4.7113
2022-02-24,4.8804
2022-02-25,5.0775
2022-02-26,5.0775
2022-02-27,5.0775
2022-02-28,5.1741
2022-03-01,5.12
2022-03-02,5.2108
2022-03-03,5.1345
2022-03-04,5.1461
2022-03-05,5.1461
2022-03-06,5.1461
2022-03-07,4.8466
2022-03-08,4.8282
2022-03-09,4.9819
2022-03-10,4.9316
2022-03-11,4.8582
2022-03-12,4.8582
2022-03-13,4.8582
2022-03-14,4.6524
2022-03-15,4.864
2022-03-16,4.8794
2022-03-17,4.9509
2022-03-18,5.0553
2022-03-19,5.0553
2022-03-20,5.0553
2022-03-21,4.8717
2022-03-22,4.728
2022-03-23,4.5647
2022-03-24,4.5572
2022-03-25,4.485
2022-03-26,4.485
2022-03-27,4.485
2022-03-28,4.4728
2022-03-29,4.6163
2022-03-30,4.5357
2022-03-31,4.2263
2022-04-01,4.2681
2022-04-02,4.2681
2022-04-03,4.2681
2022-04-04,4.3392
2022-04-05,4.2263
2022-04-06,4.1242
2022-04-07,4.0797
2022-04-08,4.1171
2022-04-09,4.1171
2022-04-10,4.1171
2022-04-11,4.1881
2022-04-12,4.2183
2022-04-13,4.2974
2022-04-14,4.2539
2022-04-15,4.2539
2022-04-16,4.2539
2022-04-17,4.2539
2022-04-18,4.2414
2022-04-19,4.3853
2022-04-20,4.4049
2022-04-21,4.3516
2022-04-22,4.2272
2022-04-23,4.2272
2022-04-24,4.2272
2022-04-25,4.3836
2022-04-26,4.2867
2022-04-27,4.2041
2022-04-28,4.3094
2022-04-29,4.1555
2022-04-30,4.1555
2022-05-01,4.1555
2022-05-02,4.215
2022-05-03,4.3173
2022-05-04,4.514
2022-05-05,4.2902
2022-05-06,4.2456
2022-05-07,4.2456
2022-05-08,4.2456
2022-05-09,4.2351
2022-05-10,4.1678
2022-05-11,4.0445
2022-05-12,4.1905
2022-05-13,4.2229
2022-05-14,4.2229
2022-05-15,4.2229
2022-05-16,4.2403
2022-05-17,4.3899
2022-05-18,4.145
2022-05-19,4.1477
2022-05-20,4.2412
2022-05-21,4.2412
2022-05-22,4.2412
2022-05-23,4.2141
2022-05-24,4.0829
2022-05-25,4.2613
2022-05-26,4.4371
2022-05-27,4.4992
2022-05-28,4.4992
2022-05-29,4.4992
2022-05-30,4.4992
2022-05-31,4.4616
2022-06-01,4.4318
2022-06-02,4.4834
2022-06-03,4.4441
2022-06-04,4.4441
2022-06-05,4.4441
2022-06-06,4.4493
2022-06-07,4.4651
2022-06-08,4.3575
2022-06-09,4.3505
2022-06-10,4.1765
2022-06-11,4.1765
2022-06-12,4.1765
2022-06-13,3.999
2022-06-14,3.9911
2022-06-15,3.9518
2022-06-16,3.6755
2022-06-17,3.6737
2022-06-18,3.6737
2022-06-19,3.6737
2022-06-20,3.6737
2022-06-21,3.7542
2022-06-22,3.8198
2022-06-23,3.9771
2022-06-24,4.0357
2022-06-25,4.0357
2022-06-26,4.0357
2022-06-27,4.0532
2022-06-28,3.9903
2022-06-29,3.9658
2022-06-30,3.8155
2022-07-01,4.0244
2022-07-02,4.0244
2022-07-03,4.0244
2022-07-04,4.0244
2022-07-05,4.1454
2022-07-06,4.1067
2022-07-07,4.1342
2022-07-08,4.1842
2022-07-09,4.1842
2022-07-10,4.1842
2022-07-11,4.168
2022-07-12,4.1729
2022-07-13,4.1947
2022-07-14,4.1519
2022-07-15,4.164
2022-07-16,4.164
2022-07-17,4.164
2022-07-18,4.1245
2022-07-19,4.2124
2022-07-20,4.1979
2022-07-21,4.2955
2022-07-22,4.3221
2022-07-23,4.3221
2022-07-24,4.3221
2022-07-25,4.2245
2022-07-26,3.9822
2022-07-27,4.0498
2022-07-28,4.0537
2022-07-29,4.0466
2022-07-30,4.0466
2022-07-31,4.0466
2022-08-01,4.0898
2022-08-02,3.8957
2022-08-03,3.9083
2022-08-04,3.968
2022-08-05,3.9492
2022-08-06,3.9492
2022-08-07,3.9492
2022-08-08,4.0388
2022-08-09,3.9335
2022-08-10,4.0867
2022-08-11,4.0977
2022-08-12,4.1512
2022-08-13,4.1512
2022-08-14,4.1512
2022-08-15,4.1087
2022-08-16,4.1197
2022-08-17,4.0372
2022-08-18,4.0537
2022-08-19,3.9437
2022-08-20,3.9437
2022-08-21,3.9437
2022-08-22,3.8399
2022-08-23,3.8525
2022-08-24,3.9264
2022-08-25,4.0018
2022-08-26,3.8439
2022-08-27,3.8439
2022-08-28,3.8439
2022-08-29,3.8336
2022-08-30,3.8391
2022-08-31,3.814
2022-09-01,3.8061
2022-09-02,3.7975
2022-09-03,3.7975
2022-09-04,3.7975
2022-09-05,3.7975
2022-09-06,3.7472
2022-09-07,3.8116
2022-09-08,3.8266
2022-09-09,3.9012
2022-09-10,3.9012
2022-09-11,3.9012
2022-09-12,3.9295
2022-09-13,3.6992
2022-09-14,3.6765
2022-09-15,3.6725
2022-09-16,3.7118
2022-09-17,3.7118
2022-09-18,3.7118
2022-09-19,3.8148
2022-09-20,3.7605
2022-09-21,3.7102
2022-09-22,3.6765
2022-09-23,3.6953
2022-09-24,3.6953
2022-09-25,3.6953
2022-09-26,3.5979
2022-09-27,3.5688
2022-09-28,3.7181
2022-09-29,3.6159
2022-09-30,3.4588
2022-10-01,3.4588
2022-10-02,3.4588
2022-10-03,3.5871
2022-10-04,3.7147
2022-10-05,3.7052
2022-10-06,3.7353
2022-10-07,3.6487
2022-10-08,3.6487
2022-10-09,3.6487
2022-10-10,3.6319
2022-10-11,3.6385
2022-10-12,3.5688
2022-10-13,3.5578
2022-10-14,3.4647
2022-10-15,3.4647
2022-10-16,3.4647
2022-10-17,3.5197
2022-10-18,3.615
2022-10-19,3.4339
2022-10-20,3.3921
2022-10-21,3.4581
2022-10-22,3.4581
2022-10-23,3.4581
2022-10-24,3.4926
2022-10-25,3.5631
2022-10-26,3.5147
2022-10-27,3.54
2022-10-28,3.6194
2022-10-29,3.6194
2022-10-30,3.6194
2022-10-31,3.5948
2022-11-01,3.5811
2022-11-02,3.4974
2022-11-03,3.3949
2022-11-04,3.47
2022-11-05,3.47
2022-11-06,3.47
2022-11-07,3.5032
2022-11-08,3.5176
2022-11-09,3.4931
2022-11-10,3.8683
2022-11-11,3.9109
2022-11-12,3.9109
2022-11-13,3.9109
2022-11-14,3.7767
2022-11-15,3.8568
2022-11-16,3.8625
2022-11-17,3.8005
2022-11-18,3.8012
2022-11-19,3.8012
2022-11-20,3.8012
2022-11-21,3.7695
2022-11-22,3.8647
2022-11-23,3.9347
2022-11-24,3.9347
2022-11-25,3.9217
2022-11-26,3.9217
2022-11-27,3.9217
2022-11-28,3.8712
2022-11-29,3.8907
2022-11-30,3.9405
2022-12-01,3.9672
2022-12-02,3.9268
2022-12-03,3.9268
2022-12-04,3.9268
2022-12-05,3.8633
2022-12-06,3.8395
2022-12-07,3.9275
2022-12-08,3.9138
2022-12-09,3.8784
2022-12-10,3.8784
2022-12-11,3.8784
2022-12-12,3.9434
2022-12-13,4.0134
2022-12-14,4.0523
2022-12-15,4.1043
2022-12-16,4.0502
2022-12-17,4.0502
2022-12-18,4.0502
2022-12-19,3.9621
2022-12-20,3.9405
2022-12-21,4.0112
2022-12-22,4.0307
2022-12-23,4.0134
2022-12-24,4.0134
2022-12-25,4.0134
2022-12-26,4.0134
2022-12-27,4.0191
2022-12-28,3.9484
2022-12-29,4.0155
2022-12-30,3.4871
2022-12-31,3.4871
2023-01-01,3.4871
2023-01-02,3.4871
2023-01-03,3.5313
2023-01-04,3.6111
2023-01-05,3.6283
2023-01-06,3.6705
2023-01-07,3.6705
2023-01-08,3.6705
2023-01-09,3.6586
2023-01-10,3.6784
2023-01-11,3.7708
2023-01-12,3.8024
2023-01-13,3.8308
2023-01-14,3.8308
2023-01-15,3.8308
2023-01-16,3.8308
2023-01-17,3.8526
2023-01-18,3.846
2023-01-19,3.7938
2023-01-20,3.8288
2023-01-21,3.8288
2023-01-22,3.8288
2023-01-23,3.8519
2023-01-24,3.8888
2023-01-25,3.9126
2023-01-26,3.9383
2023-01-27,3.9548
2023-01-28,3.9548
2023-01-29,3.9548
2023-01-30,3.9133
2023-01-31,4.2365
2023-02-01,4.3388
2023-02-02,4.4595
2023-02-03,4.3625
2023-02-04,4.3625
2023-02-05,4.3625
2023-02-06,4.2384
2023-02-07,4.277
2023-02-08,4.1097
2023-02-09,4.1137
2023-02-10,4.1405
2023-02-11,4.1405
2023-02-12,4.1405
2023-02-13,4.2326
2023-02-14,4.1731
2023-02-15,4.1901
2023-02-16,4.1359
2023-02-17,4.0307
2023-02-18,4.0307
2023-02-19,4.0307
2023-02-20,4.0307
2023-02-21,3.9301
2023-02-22,3.9536
2023-02-23,4.0111
2023-02-24,3.9837
2023-02-25,3.9837
2023-02-26,3.9837
2023-02-27,3.9915
2023-02-28,4.0549
2023-03-01,4.0255
2023-03-02,4.0294
2023-03-03,4.0888
2023-03-04,4.0888
2023-03-05,4.0888
2023-03-06,4.0627
2023-03-07,4.0137
2023-03-08,4.0601
2023-03-09,4.0398
2023-03-10,3.9765
2023-03-11,3.9765
2023-03-12,3.9765
2023-03-13,4.0248
2023-03-14,4.0573
2023-03-15,4.0313
2023-03-16,4.1183
2023-03-17,4.0832
