,CCK US Equity
2022-04-03,16.4358
2022-04-04,16.4367
2022-04-05,16.3489
2022-04-06,16.1313
2022-04-07,16.0077
2022-04-08,16.0596
2022-04-09,16.0596
2022-04-10,16.0596
2022-04-11,15.9127
2022-04-12,15.7963
2022-04-13,15.9978
2022-04-14,15.8241
2022-04-15,15.8241
2022-04-16,15.8241
2022-04-17,15.8241
2022-04-18,15.6647
2022-04-19,15.9763
2022-04-20,16.168
2022-04-21,16.0892
2022-04-22,15.8626
2022-04-23,15.8626
2022-04-24,15.8626
2022-04-25,15.6163
2022-04-26,14.7278
2022-04-27,14.8837
2022-04-28,15.1246
2022-04-29,14.9758
2022-04-30,14.9758
2022-05-01,14.9758
2022-05-02,14.998
2022-05-03,15.162
2022-05-04,15.3731
2022-05-05,14.9063
2022-05-06,14.5713
2022-05-07,14.5713
2022-05-08,14.5713
2022-05-09,14.2354
2022-05-10,14.263
2022-05-11,14.1936
2022-05-12,14.2158
2022-05-13,14.4074
2022-05-14,14.4074
2022-05-15,14.4074
2022-05-16,14.5606
2022-05-17,14.6435
2022-05-18,14.1784
2022-05-19,14.1749
2022-05-20,14.1775
2022-05-21,14.1775
2022-05-22,14.1775
2022-05-23,14.2728
2022-05-24,14.0893
2022-05-25,14.2452
2022-05-26,14.3878
2022-05-27,14.6987
2022-05-28,14.6987
2022-05-29,14.6987
2022-05-30,14.6987
2022-05-31,14.4769
2022-06-01,14.468
2022-06-02,14.7076
2022-06-03,14.6916
2022-06-04,14.6916
2022-06-05,14.6916
2022-06-06,14.7807
2022-06-07,14.9695
2022-06-08,14.655
2022-06-09,14.3245
2022-06-10,14.0074
2022-06-11,14.0074
2022-06-12,14.0074
2022-06-13,13.5272
2022-06-14,13.5486
2022-06-15,13.7098
2022-06-16,13.3837
2022-06-17,13.4559
2022-06-18,13.4559
2022-06-19,13.4559
2022-06-20,13.4559
2022-06-21,13.3775
2022-06-22,13.2421
2022-06-23,13.153
2022-06-24,13.6742
2022-06-25,13.6742
2022-06-26,13.6742
2022-06-27,13.7294
2022-06-28,13.6082
2022-06-29,13.4791
2022-06-30,12.4569
2022-07-01,12.5268
2022-07-02,12.5268
2022-07-03,12.5268
2022-07-04,12.5268
2022-07-05,12.3122
2022-07-06,12.3652
2022-07-07,12.3871
2022-07-08,12.1767
2022-07-09,12.1767
2022-07-10,12.1767
2022-07-11,12.1397
2022-07-12,12.1119
2022-07-13,12.138
2022-07-14,12.0505
2022-07-15,12.1161
2022-07-16,12.1161
2022-07-17,12.1161
2022-07-18,12.133
2022-07-19,12.4552
2022-07-20,12.4826
2022-07-21,12.772
2022-07-22,12.5738
2022-07-23,12.5738
2022-07-24,12.5738
2022-07-25,12.6335
2022-07-26,12.626
2022-07-27,12.8292
2022-07-28,13.01
2022-07-29,13.1336
2022-07-30,13.1336
2022-07-31,13.1336
2022-08-01,13.0498
2022-08-02,12.9138
2022-08-03,12.9371
2022-08-04,12.3673
2022-08-05,12.1898
2022-08-06,12.1898
2022-08-07,12.1898
2022-08-08,12.4179
2022-08-09,12.3142
2022-08-10,12.7305
2022-08-11,12.7778
2022-08-12,13.0051
2022-08-13,13.0051
2022-08-14,13.0051
2022-08-15,13.0474
2022-08-16,13.1411
2022-08-17,13.01
2022-08-18,13.0548
2022-08-19,12.8757
2022-08-20,12.8757
2022-08-21,12.8757
2022-08-22,12.626
2022-08-23,12.6874
2022-08-24,12.806
2022-08-25,12.7388
2022-08-26,12.3408
2022-08-27,12.3408
2022-08-28,12.3408
2022-08-29,12.3101
2022-08-30,12.3432
2022-08-31,12.2139
2022-09-01,12.2495
2022-09-02,12.2786
2022-09-03,12.2786
2022-09-04,12.2786
2022-09-05,12.2786
2022-09-06,12.3432
2022-09-07,12.626
2022-09-08,12.8201
2022-09-09,12.889
2022-09-10,12.889
2022-09-11,12.889
2022-09-12,13.0192
2022-09-13,12.7762
2022-09-14,12.7637
2022-09-15,12.782
2022-09-16,12.4892
2022-09-17,12.4892
2022-09-18,12.4892
2022-09-19,12.597
2022-09-20,12.2205
2022-09-21,11.9692
2022-09-22,11.6897
2022-09-23,11.5653
2022-09-24,11.5653
2022-09-25,11.5653
2022-09-26,11.4592
2022-09-27,11.3132
2022-09-28,11.5338
2022-09-29,11.3596
2022-09-30,12.0696
2022-10-01,12.0696
2022-10-02,12.0696
2022-10-03,12.1633
2022-10-04,12.3618
2022-10-05,12.4056
2022-10-06,12.3196
2022-10-07,12.0782
2022-10-08,12.0782
2022-10-09,12.0782
2022-10-10,12.1211
2022-10-11,12.0876
2022-10-12,12.1022
2022-10-13,12.2475
2022-10-14,12.1108
2022-10-15,12.1108
2022-10-16,12.1108
2022-10-17,12.2681
2022-10-18,12.3961
2022-10-19,12.2457
2022-10-20,12.1985
2022-10-21,12.3196
2022-10-22,12.3196
2022-10-23,12.3196
2022-10-24,12.4116
2022-10-25,11.181
2022-10-26,11.0856
2022-10-27,10.9671
2022-10-28,10.9593
2022-10-29,10.9593
2022-10-30,10.9593
2022-10-31,11.0006
2022-11-01,10.9727
2022-11-02,10.7855
2022-11-03,11.3742
2022-11-04,11.4925
2022-11-05,11.4925
2022-11-06,11.4925
2022-11-07,11.5477
2022-11-08,11.6541
2022-11-09,11.25
2022-11-10,11.7085
2022-11-11,11.8889
2022-11-12,11.8889
2022-11-13,11.8889
2022-11-14,11.8344
2022-11-15,11.7766
2022-11-16,11.837
2022-11-17,11.7655
2022-11-18,11.9459
2022-11-19,11.9459
2022-11-20,11.9459
2022-11-21,11.8906
2022-11-22,12.0182
2022-11-23,12.1356
2022-11-24,12.1356
2022-11-25,12.156
2022-11-26,12.156
2022-11-27,12.156
2022-11-28,11.9876
2022-11-29,11.9314
2022-11-30,12.0998
2022-12-01,12.1441
2022-12-02,12.2598
2022-12-03,12.2598
2022-12-04,12.2598
2022-12-05,12.1313
2022-12-06,12.1066
2022-12-07,11.9722
2022-12-08,12.0352
2022-12-09,11.934
2022-12-10,11.934
2022-12-11,11.934
2022-12-12,11.8548
2022-12-13,12.1024
2022-12-14,12.2104
2022-12-15,11.8625
2022-12-16,11.9544
2022-12-17,11.9544
2022-12-18,11.9544
2022-12-19,11.9118
2022-12-20,11.9382
2022-12-21,12.1169
2022-12-22,12.0531
2022-12-23,12.1313
2022-12-24,12.1313
2022-12-25,12.1313
2022-12-26,12.1313
2022-12-27,12.1475
2022-12-28,12.0548
2022-12-29,12.1568
2022-12-30,12.6952
2022-12-31,12.6952
2023-01-01,12.6952
2023-01-02,12.6952
2023-01-03,12.7203
2023-01-04,12.7778
2023-01-05,12.7904
2023-01-06,12.846
2023-01-07,12.846
2023-01-08,12.846
2023-01-09,12.9277
2023-01-10,12.9672
2023-01-11,12.9214
2023-01-12,13.0821
2023-01-13,13.1764
2023-01-14,13.1764
2023-01-15,13.1764
2023-01-16,13.1764
2023-01-17,13.1019
2023-01-18,13.0705
2023-01-19,12.9924
2023-01-20,13.1611
2023-01-21,13.1611
2023-01-22,13.1611
2023-01-23,13.3272
2023-01-24,13.1486
2023-01-25,13.1252
2023-01-26,13.2841
2023-01-27,13.2554
2023-01-28,13.2554
2023-01-29,13.2554
2023-01-30,13.066
2023-01-31,13.2294
2023-02-01,13.3057
2023-02-02,13.3856
2023-02-03,13.1944
2023-02-04,13.1944
2023-02-05,13.1944
2023-02-06,13.2159
2023-02-07,13.2222
2023-02-08,13.1279
2023-02-09,13.0444
2023-02-10,12.9358
2023-02-11,12.9358
2023-02-12,12.9358
2023-02-13,13.0022
2023-02-14,13.0085
2023-02-15,13.2725
2023-02-16,13.1899
2023-02-17,13.1055
2023-02-18,13.1055
2023-02-19,13.1055
2023-02-20,13.1055
2023-02-21,12.9116
2023-02-22,12.9654
2023-02-23,13.0965
2023-02-24,12.9977
2023-02-25,12.9977
2023-02-26,12.9977
2023-02-27,13.1059
2023-02-28,13.0906
2023-03-01,13.0448
2023-03-02,13.1329
2023-03-03,13.2246
2023-03-04,13.2246
2023-03-05,13.2246
2023-03-06,13.1401
2023-03-07,12.9945
2023-03-08,12.9828
2023-03-09,12.8803
2023-03-10,12.6664
2023-03-11,12.6664
2023-03-12,12.6664
2023-03-13,12.545
2023-03-14,12.6268
2023-03-15,12.3257
2023-03-16,12.3554
2023-03-17,12.2052
