,OMC US Equity
2020-08-13,9.8198
2020-08-14,9.8909
2020-08-15,9.8909
2020-08-16,9.8909
2020-08-17,9.7541
2020-08-18,9.793
2020-08-19,9.7407
2020-08-20,9.624
2020-08-21,9.5825
2020-08-22,9.5825
2020-08-23,9.5825
2020-08-24,9.8426
2020-08-25,9.7501
2020-08-26,9.7313
2020-08-27,9.9056
2020-08-28,9.9257
2020-08-29,9.9257
2020-08-30,9.9257
2020-08-31,9.789
2020-09-01,9.6455
2020-09-02,9.7675
2020-09-03,9.8158
2020-09-04,9.7876
2020-09-05,9.7876
2020-09-06,9.7876
2020-09-07,9.7876
2020-09-08,9.7541
2020-09-09,9.6428
2020-09-10,9.4819
2020-09-11,9.5516
2020-09-12,9.5516
2020-09-13,9.5516
2020-09-14,9.7541
2020-09-15,9.738
2020-09-16,9.7662
2020-09-17,9.7219
2020-09-18,9.4484
2020-09-19,9.4484
2020-09-20,9.4484
2020-09-21,9.14
2020-09-22,9.2017
2020-09-23,9.081
2020-09-24,9.093
2020-09-25,9.1266
2020-09-26,9.1266
2020-09-27,9.1266
2020-09-28,9.1923
2020-09-29,9.0863
2020-09-30,9.0615
2020-10-01,9.0707
2020-10-02,9.3027
2020-10-03,9.3027
2020-10-04,9.3027
2020-10-05,9.3514
2020-10-06,9.2882
2020-10-07,9.4107
2020-10-08,9.5425
2020-10-09,9.4529
2020-10-10,9.4529
2020-10-11,9.4529
2020-10-12,9.5821
2020-10-13,9.5043
2020-10-14,9.5465
2020-10-15,9.4951
2020-10-16,9.4542
2020-10-17,9.4542
2020-10-18,9.4542
2020-10-19,9.2381
2020-10-20,9.279
2020-10-21,9.3251
2020-10-22,9.3356
2020-10-23,9.4859
2020-10-24,9.4859
2020-10-25,9.4859
2020-10-26,9.2908
2020-10-27,8.975
2020-10-28,8.6151
2020-10-29,8.5769
2020-10-30,8.7615
2020-10-31,8.7615
2020-11-01,8.7615
2020-11-02,8.9619
2020-11-03,9.1372
2020-11-04,8.8458
2020-11-05,9.041
2020-11-06,8.9144
2020-11-07,8.9144
2020-11-08,8.9144
2020-11-09,9.8544
2020-11-10,10.0535
2020-11-11,10.0839
2020-11-12,9.952
2020-11-13,10.2328
2020-11-14,10.2328
2020-11-15,10.2328
2020-11-16,10.6969
2020-11-17,10.6917
2020-11-18,10.4095
2020-11-19,10.3686
2020-11-20,10.4029
2020-11-21,10.4029
2020-11-22,10.4029
2020-11-23,10.5941
2020-11-24,11.0345
2020-11-25,10.9989
2020-11-26,10.9989
2020-11-27,10.8446
2020-11-28,10.8446
2020-11-29,10.8446
2020-11-30,10.8446
2020-12-01,10.8934
2020-12-02,10.9329
2020-12-03,11.1162
2020-12-04,11.107
2020-12-05,11.107
2020-12-06,11.107
2020-12-07,11.016
2020-12-08,11.0621
2020-12-09,11.0239
2020-12-10,10.9712
2020-12-11,11.0542
2020-12-12,11.0542
2020-12-13,11.0542
2020-12-14,10.9211
2020-12-15,11.0213
2020-12-16,11.074
2020-12-17,10.8855
2020-12-18,10.6627
2020-12-19,10.6627
2020-12-20,10.6627
2020-12-21,10.5203
2020-12-22,10.4214
2020-12-23,10.6178
2020-12-24,10.6205
2020-12-25,10.6205
2020-12-26,10.6205
2020-12-27,10.6205
2020-12-28,10.7629
2020-12-29,10.7194
2020-12-30,10.6983
2020-12-31,9.9008
2021-01-01,9.9008
2021-01-02,9.9008
2021-01-03,9.9008
2021-01-04,9.7005
2021-01-05,9.8349
2021-01-06,10.5193
2021-01-07,10.1159
2021-01-08,10.0648
2021-01-09,10.0648
2021-01-10,10.0648
2021-01-11,10.0796
2021-01-12,10.1106
2021-01-13,9.9774
2021-01-14,10.0379
2021-01-15,10.0016
2021-01-16,10.0016
2021-01-17,10.0016
2021-01-18,10.0016
2021-01-19,9.999
2021-01-20,9.968
2021-01-21,10.0003
2021-01-22,9.9277
2021-01-23,9.9277
2021-01-24,9.9277
2021-01-25,10.1079
2021-01-26,10.3311
2021-01-27,10.4655
2021-01-28,10.1859
2021-01-29,9.9021
2021-01-30,9.9021
2021-01-31,9.9021
2021-02-01,9.9667
2021-02-02,9.9425
2021-02-03,10.1428
2021-02-04,10.2356
2021-02-05,10.3728
2021-02-06,10.3728
2021-02-07,10.3728
2021-02-08,10.4897
2021-02-09,10.4884
2021-02-10,10.2638
2021-02-11,10.3916
2021-02-12,10.4225
2021-02-13,10.4225
2021-02-14,10.4225
2021-02-15,10.4225
2021-02-16,10.3754
2021-02-17,10.5368
2021-02-18,10.4928
2021-02-19,10.6125
2021-02-20,10.6125
2021-02-21,10.6125
2021-02-22,11.0065
2021-02-23,11.0227
2021-02-24,11.0469
2021-02-25,10.8034
2021-02-26,10.7577
2021-02-27,10.7577
2021-02-28,10.7577
2021-03-01,11.0697
2021-03-02,11.1491
2021-03-03,11.3535
2021-03-04,11.2029
2021-03-05,11.535
2021-03-06,11.535
2021-03-07,11.535
2021-03-08,11.9062
2021-03-09,11.6628
2021-03-10,11.8121
2021-03-11,11.7811
2021-03-12,11.9748
2021-03-13,11.9748
2021-03-14,11.9748
2021-03-15,11.8242
2021-03-16,11.8417
2021-03-17,11.8618
2021-03-18,11.9035
2021-03-19,11.7933
2021-03-20,11.7933
2021-03-21,11.7933
2021-03-22,11.8901
2021-03-23,11.6641
2021-03-24,11.5861
2021-03-25,11.7744
2021-03-26,11.6727
2021-03-27,11.6727
2021-03-28,11.6727
2021-03-29,11.6001
2021-03-30,11.6633
2021-03-31,11.1633
2021-04-01,11.3935
2021-04-02,11.3935
2021-04-03,11.3935
2021-04-04,11.3935
2021-04-05,11.4223
2021-04-06,11.6119
2021-04-07,11.6198
2021-04-08,11.5688
2021-04-09,11.6224
2021-04-10,11.6224
2021-04-11,11.6224
2021-04-12,11.8343
2021-04-13,11.7441
2021-04-14,11.748
2021-04-15,11.8552
2021-04-16,11.8827
2021-04-17,11.8827
2021-04-18,11.8827
2021-04-19,11.8382
2021-04-20,11.7807
2021-04-21,12.007
2021-04-22,12.0136
2021-04-23,12.0908
2021-04-24,12.0908
2021-04-25,12.0908
2021-04-26,12.0267
2021-04-27,12.0934
2021-04-28,12.1065
2021-04-29,12.3066
2021-04-30,12.2255
2021-05-01,12.2255
2021-05-02,12.2255
2021-05-03,12.3917
2021-05-04,12.3943
2021-05-05,12.3446
2021-05-06,12.4924
2021-05-07,12.5787
2021-05-08,12.5787
2021-05-09,12.5787
2021-05-10,12.5578
2021-05-11,12.4191
2021-05-12,12.2098
2021-05-13,12.3786
2021-05-14,12.4061
2021-05-15,12.4061
2021-05-16,12.4061
2021-05-17,12.3367
2021-05-18,12.3001
2021-05-19,12.2124
2021-05-20,12.2726
2021-05-21,12.3079
2021-05-22,12.3079
2021-05-23,12.3079
2021-05-24,12.3485
2021-05-25,12.1902
2021-05-26,12.1745
2021-05-27,12.2726
2021-05-28,12.2229
2021-05-29,12.2229
2021-05-30,12.2229
2021-05-31,12.2229
2021-06-01,12.3249
2021-06-02,12.2765
2021-06-03,12.2085
2021-06-04,12.2962
2021-06-05,12.2962
2021-06-06,12.2962
2021-06-07,12.2935
2021-06-08,12.4113
2021-06-09,12.3917
2021-06-10,12.3158
2021-06-11,12.4283
2021-06-12,12.4283
2021-06-13,12.4283
2021-06-14,12.2661
2021-06-15,12.3459
2021-06-16,12.2765
2021-06-17,12.0371
2021-06-18,11.6198
2021-06-19,11.6198
2021-06-20,11.6198
2021-06-21,11.905
2021-06-22,11.8147
2021-06-23,11.8056
2021-06-24,11.8775
2021-06-25,11.9612
2021-06-26,11.9612
2021-06-27,11.9612
2021-06-28,11.7388
2021-06-29,11.7885
2021-06-30,9.267
2021-07-01,9.3681
2021-07-02,9.3571
2021-07-03,9.3571
2021-07-04,9.3571
2021-07-05,9.3571
2021-07-06,9.156
2021-07-07,9.202
2021-07-08,9.099
2021-07-09,9.273
2021-07-10,9.273
2021-07-11,9.273
2021-07-12,9.231
2021-07-13,9.057
2021-07-14,9.151
2021-07-15,9.121
2021-07-16,9.0129
2021-07-17,9.0129
2021-07-18,9.0129
2021-07-19,8.9039
2021-07-20,8.5519
2021-07-21,8.6147
2021-07-22,8.4452
2021-07-23,8.4751
2021-07-24,8.4751
2021-07-25,8.4751
2021-07-26,8.5718
2021-07-27,8.5918
2021-07-28,8.5269
2021-07-29,8.5678
2021-07-30,8.5269
2021-07-31,8.5269
2021-08-01,8.5269
2021-08-02,8.5469
2021-08-03,8.5319
2021-08-04,8.3973
2021-08-05,8.6027
2021-08-06,8.6526
2021-08-07,8.6526
2021-08-08,8.6526
2021-08-09,8.5778
2021-08-10,8.7304
2021-08-11,8.869
2021-08-12,8.857
2021-08-13,8.7892
2021-08-14,8.7892
2021-08-15,8.7892
2021-08-16,8.8211
2021-08-17,8.7134
2021-08-18,8.5409
2021-08-19,8.3574
2021-08-20,8.4093
2021-08-21,8.4093
2021-08-22,8.4093
2021-08-23,8.506
2021-08-24,8.504
2021-08-25,8.501
2021-08-26,8.4212
2021-08-27,8.5638
2021-08-28,8.5638
2021-08-29,8.5638
2021-08-30,8.4581
2021-08-31,8.5668
2021-09-01,8.5838
2021-09-02,8.6785
2021-09-03,8.6187
2021-09-04,8.6187
2021-09-05,8.6187
2021-09-06,8.6187
2021-09-07,8.5529
2021-09-08,8.52
2021-09-09,8.4571
2021-09-10,8.4123
2021-09-11,8.4123
2021-09-12,8.4123
2021-09-13,8.496
2021-09-14,8.491
2021-09-15,8.6366
2021-09-16,8.5748
2021-09-17,8.5539
2021-09-18,8.5539
2021-09-19,8.5539
2021-09-20,8.3933
2021-09-21,8.3305
2021-09-22,8.489
2021-09-23,8.6606
2021-09-24,8.7174
2021-09-25,8.7174
2021-09-26,8.7174
2021-09-27,8.8231
2021-09-28,8.6356
2021-09-29,8.5997
2021-09-30,8.2784
2021-10-01,8.4419
2021-10-02,8.4419
2021-10-03,8.4419
2021-10-04,8.4194
2021-10-05,8.5809
2021-10-06,8.5505
2021-10-07,8.5721
2021-10-08,8.5486
2021-10-09,8.5486
2021-10-10,8.5486
2021-10-11,8.5535
2021-10-12,8.4066
2021-10-13,8.4575
2021-10-14,8.6719
2021-10-15,8.6807
2021-10-16,8.6807
2021-10-17,8.6807
2021-10-18,8.6651
2021-10-19,8.671
2021-10-20,8.4375
2021-10-21,8.2104
2021-10-22,8.0716
2021-10-23,8.0716
2021-10-24,8.0716
2021-10-25,7.9959
2021-10-26,8.0794
2021-10-27,7.8833
2021-10-28,7.8833
2021-10-29,7.7921
2021-10-30,7.7921
2021-10-31,7.7921
2021-11-01,7.8775
2021-11-02,7.7717
2021-11-03,7.7843
2021-11-04,7.7484
2021-11-05,7.862
2021-11-06,7.862
2021-11-07,7.862
2021-11-08,7.8833
2021-11-09,7.8804
2021-11-10,7.8998
2021-11-11,7.9396
2021-11-12,7.8746
2021-11-13,7.8746
2021-11-14,7.8746
2021-11-15,7.8843
2021-11-16,7.7902
2021-11-17,7.895
2021-11-18,7.7562
2021-11-19,7.6989
2021-11-20,7.6989
2021-11-21,7.6989
2021-11-22,7.794
2021-11-23,7.8921
2021-11-24,7.8756
2021-11-25,7.8756
2021-11-26,7.7601
2021-11-27,7.7601
2021-11-28,7.7601
2021-11-29,7.7329
2021-11-30,7.7174
2021-12-01,7.6456
2021-12-02,7.8901
2021-12-03,7.8853
2021-12-04,7.8853
2021-12-05,7.8853
2021-12-06,7.9435
2021-12-07,7.9668
2021-12-08,7.9765
2021-12-09,7.9581
2021-12-10,8.0668
2021-12-11,8.0668
2021-12-12,8.0668
2021-12-13,8.0998
2021-12-14,8.1832
2021-12-15,8.2269
2021-12-16,8.3366
2021-12-17,8.2725
2021-12-18,8.2725
2021-12-19,8.2725
2021-12-20,8.0231
2021-12-21,8.1958
2021-12-22,8.1308
2021-12-23,8.191
2021-12-24,8.191
2021-12-25,8.191
2021-12-26,8.191
2021-12-27,8.2648
2021-12-28,8.321
2021-12-29,8.322
2021-12-30,8.3434
2021-12-31,8.2406
2022-01-01,8.2406
2022-01-02,8.2406
2022-01-03,8.3006
2022-01-04,8.4582
2022-01-05,8.4824
2022-01-06,8.6768
2022-01-07,8.7358
2022-01-08,8.7358
2022-01-09,8.7358
2022-01-10,8.6748
2022-01-11,8.6516
2022-01-12,8.6013
2022-01-13,8.7841
2022-01-14,8.8528
2022-01-15,8.8528
2022-01-16,8.8528
2022-01-17,8.8528
2022-01-18,8.7841
2022-01-19,8.5984
2022-01-20,8.4602
2022-01-21,8.466
2022-01-22,8.466
2022-01-23,8.466
2022-01-24,8.4669
2022-01-25,8.4544
2022-01-26,8.4669
2022-01-27,8.2426
2022-01-28,8.3721
2022-01-29,8.3721
2022-01-30,8.3721
2022-01-31,8.4427
2022-02-01,8.5433
2022-02-02,8.6168
2022-02-03,8.6671
2022-02-04,8.5762
2022-02-05,8.5762
2022-02-06,8.5762
2022-02-07,8.641
2022-02-08,8.787
2022-02-09,9.724
2022-02-10,9.3655
2022-02-11,9.2181
2022-02-12,9.2181
2022-02-13,9.2181
2022-02-14,9.2124
2022-02-15,9.3721
2022-02-16,9.3645
2022-02-17,9.1858
2022-02-18,9.1534
2022-02-19,9.1534
2022-02-20,9.1534
2022-02-21,9.1534
2022-02-22,9.1515
2022-02-23,9.0279
2022-02-24,8.9642
2022-02-25,9.1668
2022-02-26,9.1668
2022-02-27,9.1668
2022-02-28,9.1316
2022-03-01,8.9167
2022-03-02,9.1164
2022-03-03,9.0669
2022-03-04,8.736
2022-03-05,8.736
2022-03-06,8.736
2022-03-07,8.2958
2022-03-08,8.2758
2022-03-09,8.466
2022-03-10,8.4707
2022-03-11,8.4051
2022-03-12,8.4051
2022-03-13,8.4051
2022-03-14,8.7189
2022-03-15,8.8311
2022-03-16,9.1477
2022-03-17,9.2124
2022-03-18,9.1629
2022-03-19,9.1629
2022-03-20,9.1629
2022-03-21,9.1221
2022-03-22,9.1544
2022-03-23,9.0042
2022-03-24,9.1411
2022-03-25,9.2221
2022-03-26,9.2221
2022-03-27,9.2221
2022-03-28,9.1401
2022-03-29,9.3256
2022-03-30,9.2842
2022-03-31,9.9282
2022-04-01,9.7119
2022-04-02,9.7119
2022-04-03,9.7119
2022-04-04,9.6464
2022-04-05,9.575
2022-04-06,9.438
2022-04-07,9.3338
2022-04-08,9.2366
2022-04-09,9.2366
2022-04-10,9.2366
2022-04-11,9.2624
2022-04-12,9.2376
2022-04-13,9.2564
2022-04-14,9.314
2022-04-15,9.314
2022-04-16,9.314
2022-04-17,9.314
2022-04-18,9.305
2022-04-19,9.5253
2022-04-20,9.8334
2022-04-21,9.5375
2022-04-22,9.2997
2022-04-23,9.2997
2022-04-24,9.2997
2022-04-25,9.3086
2022-04-26,9.2494
2022-04-27,9.2524
2022-04-28,9.2662
2022-04-29,9.0156
2022-04-30,9.0156
2022-05-01,9.0156
2022-05-02,9.0807
2022-05-03,9.2208
2022-05-04,9.3599
2022-05-05,9.1882
2022-05-06,9.1389
2022-05-07,9.1389
2022-05-08,9.1389
2022-05-09,9.1379
2022-05-10,8.9663
2022-05-11,8.8814
2022-05-12,8.9564
2022-05-13,9.1024
2022-05-14,9.1024
2022-05-15,9.1024
2022-05-16,9.1014
2022-05-17,9.3619
2022-05-18,9.1014
2022-05-19,8.8943
2022-05-20,8.8893
2022-05-21,8.8893
2022-05-22,8.8893
2022-05-23,8.989
2022-05-24,8.3586
2022-05-25,8.6161
2022-05-26,8.7108
2022-05-27,8.9041
2022-05-28,8.9041
2022-05-29,8.9041
2022-05-30,8.9041
2022-05-31,8.8657
2022-06-01,8.6989
2022-06-02,8.7325
2022-06-03,8.5717
2022-06-04,8.5717
2022-06-05,8.5717
2022-06-06,8.6802
2022-06-07,8.6614
2022-06-08,8.5598
2022-06-09,8.3961
2022-06-10,8.2126
2022-06-11,8.2126
2022-06-12,8.2126
2022-06-13,8.0173
2022-06-14,7.9127
2022-06-15,7.9601
2022-06-16,7.6246
2022-06-17,7.7302
2022-06-18,7.7302
2022-06-19,7.7302
2022-06-20,7.7302
2022-06-21,7.7716
2022-06-22,7.7351
2022-06-23,7.6789
2022-06-24,7.8782
2022-06-25,7.8782
2022-06-26,7.8782
2022-06-27,7.893
2022-06-28,7.7854
2022-06-29,7.7519
2022-06-30,8.1525
2022-07-01,8.2224
2022-07-02,8.2224
2022-07-03,8.2224
2022-07-04,8.2224
2022-07-05,8.1894
2022-07-06,8.1345
2022-07-07,8.1754
2022-07-08,8.2374
2022-07-09,8.2374
2022-07-10,8.2374
2022-07-11,8.2064
2022-07-12,8.2124
2022-07-13,8.2084
2022-07-14,8.1125
2022-07-15,8.2904
2022-07-16,8.2904
2022-07-17,8.2904
2022-07-18,8.3403
2022-07-19,8.5322
2022-07-20,8.7667
2022-07-21,8.6842
2022-07-22,8.6573
2022-07-23,8.6573
2022-07-24,8.6573
2022-07-25,8.7011
2022-07-26,8.5389
2022-07-27,8.6643
2022-07-28,8.7259
2022-07-29,8.7448
2022-07-30,8.7448
2022-07-31,8.7448
2022-08-01,8.7727
2022-08-02,8.6772
2022-08-03,8.7916
2022-08-04,8.7906
2022-08-05,8.6692
2022-08-06,8.6692
2022-08-07,8.6692
2022-08-08,8.7837
2022-08-09,8.8006
2022-08-10,8.9439
2022-08-11,8.9777
2022-08-12,9.0145
2022-08-13,9.0145
2022-08-14,9.0145
2022-08-15,8.9846
2022-08-16,9.1269
2022-08-17,9.0603
2022-08-18,9.0812
2022-08-19,9.0085
2022-08-20,9.0085
2022-08-21,9.0085
2022-08-22,8.7369
2022-08-23,8.7319
2022-08-24,8.72
2022-08-25,8.7657
2022-08-26,8.6065
2022-08-27,8.6065
2022-08-28,8.6065
2022-08-29,8.5807
2022-08-30,8.5608
2022-08-31,8.4523
2022-09-01,8.4264
2022-09-02,8.3886
2022-09-03,8.3886
2022-09-04,8.3886
2022-09-05,8.3886
2022-09-06,8.3578
2022-09-07,8.4951
2022-09-08,8.5508
2022-09-09,8.8016
2022-09-10,8.8016
2022-09-11,8.8016
2022-09-12,8.913
2022-09-13,8.6513
2022-09-14,8.5747
2022-09-15,8.6563
2022-09-16,8.4613
2022-09-17,8.4613
2022-09-18,8.4613
2022-09-19,8.5618
2022-09-20,8.3041
2022-09-21,8.2623
2022-09-22,8.1767
2022-09-23,8.0881
2022-09-24,8.0881
2022-09-25,8.0881
2022-09-26,7.9568
2022-09-27,8.0473
2022-09-28,8.2145
2022-09-29,8.11
2022-09-30,8.1937
2022-10-01,8.1937
2022-10-02,8.1937
2022-10-03,8.2413
2022-10-04,8.57
2022-10-05,8.5134
2022-10-06,8.4627
2022-10-07,8.3823
2022-10-08,8.3823
2022-10-09,8.3823
2022-10-10,8.3644
2022-10-11,8.3595
2022-10-12,8.4518
2022-10-13,8.6683
2022-10-14,8.5491
2022-10-15,8.5491
2022-10-16,8.5491
2022-10-17,8.6335
2022-10-18,8.8083
2022-10-19,8.6911
2022-10-20,8.6477
2022-10-21,8.8661
2022-10-22,8.8661
2022-10-23,8.8661
2022-10-24,8.9807
2022-10-25,9.0173
2022-10-26,8.9857
2022-10-27,8.962
2022-10-28,9.1043
2022-10-29,9.1043
2022-10-30,9.1043
2022-10-31,9.1201
2022-11-01,9.1547
2022-11-02,9.0094
2022-11-03,8.961
2022-11-04,9.0677
2022-11-05,9.0677
2022-11-06,9.0677
2022-11-07,9.131
2022-11-08,9.2535
2022-11-09,9.1804
2022-11-10,9.3534
2022-11-11,9.5906
2022-11-12,9.5906
2022-11-13,9.5906
2022-11-14,9.4799
2022-11-15,9.5402
2022-11-16,9.4591
2022-11-17,9.4641
2022-11-18,9.5599
2022-11-19,9.5599
2022-11-20,9.5599
2022-11-21,9.4977
2022-11-22,9.6489
2022-11-23,9.6578
2022-11-24,9.6578
2022-11-25,9.7527
2022-11-26,9.7527
2022-11-27,9.7527
2022-11-28,9.6538
2022-11-29,9.7141
2022-11-30,9.813
2022-12-01,9.8229
2022-12-02,9.7033
2022-12-03,9.7033
2022-12-04,9.7033
2022-12-05,9.5599
2022-12-06,9.4542
2022-12-07,9.4087
2022-12-08,9.4028
2022-12-09,9.4067
2022-12-10,9.4067
2022-12-11,9.4067
2022-12-12,9.6677
2022-12-13,9.9296
2022-12-14,9.9247
2022-12-15,9.6786
2022-12-16,9.553
2022-12-17,9.553
2022-12-18,9.553
2022-12-19,9.5708
2022-12-20,9.6202
2022-12-21,9.7151
2022-12-22,9.7161
2022-12-23,9.8861
2022-12-24,9.8861
2022-12-25,9.8861
2022-12-26,9.8861
2022-12-27,9.9731
2022-12-28,9.899
2022-12-29,9.9939
2022-12-30,9.6224
2022-12-31,9.6224
2023-01-01,9.6224
2023-01-02,9.6224
2023-01-03,9.7164
2023-01-04,9.9033
2023-01-05,9.9699
2023-01-06,10.0638
2023-01-07,10.0638
2023-01-08,10.0638
2023-01-09,10.0266
2023-01-10,10.0364
2023-01-11,9.9562
2023-01-12,9.8945
2023-01-13,9.8661
2023-01-14,9.8661
2023-01-15,9.8661
2023-01-16,9.8661
2023-01-17,9.8289
2023-01-18,9.7213
2023-01-19,9.6753
2023-01-20,9.8387
2023-01-21,9.8387
2023-01-22,9.8387
2023-01-23,9.9131
2023-01-24,10.0697
2023-01-25,10.1304
2023-01-26,10.0589
2023-01-27,9.9855
2023-01-28,9.9855
2023-01-29,9.9855
2023-01-30,9.9425
2023-01-31,10.055
2023-02-01,10.2156
2023-02-02,10.6267
2023-02-03,10.6149
2023-02-04,10.6149
2023-02-05,10.6149
2023-02-06,10.5503
2023-02-07,10.5376
2023-02-08,10.6758
2023-02-09,10.7118
2023-02-10,10.5065
2023-02-11,10.5065
2023-02-12,10.5065
2023-02-13,10.6855
2023-02-14,10.705
2023-02-15,10.7099
2023-02-16,10.7069
2023-02-17,10.7575
2023-02-18,10.7575
2023-02-19,10.7575
2023-02-20,10.7575
2023-02-21,10.5357
2023-02-22,10.5756
2023-02-23,10.5834
2023-02-24,10.5513
2023-02-25,10.5513
2023-02-26,10.5513
2023-02-27,10.4948
2023-02-28,10.451
2023-03-01,10.5386
2023-03-02,10.5727
2023-03-03,10.561
2023-03-04,10.561
2023-03-05,10.561
2023-03-06,10.5707
2023-03-07,10.4734
2023-03-08,10.4014
2023-03-09,10.199
2023-03-10,10.1484
2023-03-11,10.1484
2023-03-12,10.1484
2023-03-13,9.9713
2023-03-14,10.1397
2023-03-15,9.9742
2023-03-16,10.1338
2023-03-17,10.0229
2023-03-18,10.0229
