,THG US Equity
2021-05-05,8.6962
2021-05-06,8.8295
2021-05-07,8.8616
2021-05-08,8.8616
2021-05-09,8.8616
2021-05-10,8.7842
2021-05-11,8.6442
2021-05-12,8.6343
2021-05-13,8.8942
2021-05-14,8.9291
2021-05-15,8.9291
2021-05-16,8.9291
2021-05-17,8.9219
2021-05-18,8.7642
2021-05-19,8.7405
2021-05-20,8.7471
2021-05-21,8.7869
2021-05-22,8.7869
2021-05-23,8.7869
2021-05-24,8.7731
2021-05-25,8.6404
2021-05-26,8.6669
2021-05-27,8.7311
2021-05-28,8.746
2021-05-29,8.746
2021-05-30,8.746
2021-05-31,8.746
2021-06-01,8.7532
2021-06-02,8.7206
2021-06-03,8.7266
2021-06-04,8.7443
2021-06-05,8.7443
2021-06-06,8.7443
2021-06-07,8.7067
2021-06-08,8.7914
2021-06-09,8.7172
2021-06-10,8.6957
2021-06-11,8.7648
2021-06-12,8.7648
2021-06-13,8.7648
2021-06-14,8.6531
2021-06-15,8.7371
2021-06-16,8.5806
2021-06-17,8.3832
2021-06-18,8.2117
2021-06-19,8.2117
2021-06-20,8.2117
2021-06-21,8.444
2021-06-22,8.4567
2021-06-23,8.444
2021-06-24,8.5308
2021-06-25,8.6724
2021-06-26,8.6724
2021-06-27,8.6724
2021-06-28,8.5015
2021-06-29,8.5568
2021-06-30,8.3379
2021-07-01,8.4178
2021-07-02,8.3627
2021-07-03,8.3627
2021-07-04,8.3627
2021-07-05,8.3627
2021-07-06,8.3276
2021-07-07,8.4485
2021-07-08,8.3147
2021-07-09,8.4448
2021-07-10,8.4448
2021-07-11,8.4448
2021-07-12,8.5527
2021-07-13,8.3724
2021-07-14,8.4183
2021-07-15,8.4097
2021-07-16,8.4048
2021-07-17,8.4048
2021-07-18,8.4048
2021-07-19,8.1165
2021-07-20,8.2267
2021-07-21,8.2704
2021-07-22,8.103
2021-07-23,8.171
2021-07-24,8.171
2021-07-25,8.171
2021-07-26,8.1521
2021-07-27,8.0982
2021-07-28,8.1454
2021-07-29,8.292
2021-07-30,8.3124
2021-07-31,8.3124
2021-08-01,8.3124
2021-08-02,8.2571
2021-08-03,8.255
2021-08-04,8.2023
2021-08-05,8.2748
2021-08-06,8.4021
2021-08-07,8.4021
2021-08-08,8.4021
2021-08-09,8.4601
2021-08-10,8.5084
2021-08-11,8.6142
2021-08-12,8.6024
2021-08-13,8.5916
2021-08-14,8.5916
2021-08-15,8.5916
2021-08-16,8.5847
2021-08-17,8.6475
2021-08-18,8.5535
2021-08-19,8.5385
2021-08-20,8.5943
2021-08-21,8.5943
2021-08-22,8.5943
2021-08-23,8.5659
2021-08-24,8.517
2021-08-25,8.5374
2021-08-26,8.4885
2021-08-27,8.6588
2021-08-28,8.6588
2021-08-29,8.6588
2021-08-30,8.5675
2021-08-31,8.6029
2021-09-01,8.6045
2021-09-02,8.5841
2021-09-03,8.5079
2021-09-04,8.5079
2021-09-05,8.5079
2021-09-06,8.5079
2021-09-07,8.423
2021-09-08,8.4848
2021-09-09,8.4075
2021-09-10,8.2636
2021-09-11,8.2636
2021-09-12,8.2636
2021-09-13,8.2807
2021-09-14,8.1497
2021-09-15,8.1202
2021-09-16,8.074
2021-09-17,8.0353
2021-09-18,8.0353
2021-09-19,8.0353
2021-09-20,7.8941
2021-09-21,7.8522
2021-09-22,8.0063
2021-09-23,8.1347
2021-09-24,8.1621
2021-09-25,8.1621
2021-09-26,8.1621
2021-09-27,8.1642
2021-09-28,8.0982
2021-09-29,8.1041
2021-09-30,9.3957
2021-10-01,9.5308
2021-10-02,9.5308
2021-10-03,9.5308
2021-10-04,9.4463
2021-10-05,9.689
2021-10-06,9.7441
2021-10-07,9.8664
2021-10-08,9.8197
2021-10-09,9.8197
2021-10-10,9.8197
2021-10-11,9.7223
2021-10-12,9.6743
2021-10-13,9.6301
2021-10-14,9.7326
2021-10-15,9.698
2021-10-16,9.698
2021-10-17,9.698
2021-10-18,9.6436
2021-10-19,9.6327
2021-10-20,9.6115
2021-10-21,9.5744
2021-10-22,9.591
2021-10-23,9.591
2021-10-24,9.591
2021-10-25,9.5501
2021-10-26,9.5187
2021-10-27,9.3483
2021-10-28,9.1953
2021-10-29,9.136
2021-10-30,9.136
2021-10-31,9.136
2021-11-01,9.2043
2021-11-02,9.2266
2021-11-03,9.3874
2021-11-04,9.069
2021-11-05,9.1149
2021-11-06,9.1149
2021-11-07,9.1149
2021-11-08,9.1168
2021-11-09,9.0505
2021-11-10,9.1602
2021-11-11,9.1692
2021-11-12,9.2062
2021-11-13,9.2062
2021-11-14,9.2062
2021-11-15,9.2272
2021-11-16,9.2943
2021-11-17,9.173
2021-11-18,9.1915
2021-11-19,9.1373
2021-11-20,9.1373
2021-11-21,9.1373
2021-11-22,9.3689
2021-11-23,9.3925
2021-11-24,9.3779
2021-11-25,9.3779
2021-11-26,9.1117
2021-11-27,9.1117
2021-11-28,9.1117
2021-11-29,9.1564
2021-11-30,8.8647
2021-12-01,9.0186
2021-12-02,9.2649
2021-12-03,9.1807
2021-12-04,9.1807
2021-12-05,9.1807
2021-12-06,9.3326
2021-12-07,9.471
2021-12-08,9.4793
2021-12-09,9.4193
2021-12-10,9.5578
2021-12-11,9.5578
2021-12-12,9.5578
2021-12-13,9.473
2021-12-14,9.4468
2021-12-15,9.4596
2021-12-16,9.457
2021-12-17,9.2579
2021-12-18,9.2579
2021-12-19,9.2579
2021-12-20,9.053
2021-12-21,9.159
2021-12-22,9.2279
2021-12-23,9.2451
2021-12-24,9.2451
2021-12-25,9.2451
2021-12-26,9.2451
2021-12-27,9.4525
2021-12-28,9.5195
2021-12-29,9.5655
2021-12-30,9.503
2021-12-31,9.3892
2022-01-01,9.3892
2022-01-02,9.3892
2022-01-03,9.3976
2022-01-04,9.5616
2022-01-05,9.4597
2022-01-06,9.5744
2022-01-07,9.7416
2022-01-08,9.7416
2022-01-09,9.7416
2022-01-10,9.6744
2022-01-11,9.7083
2022-01-12,9.6654
2022-01-13,9.8506
2022-01-14,9.9031
2022-01-15,9.9031
2022-01-16,9.9031
2022-01-17,9.9031
2022-01-18,9.7211
2022-01-19,9.5827
2022-01-20,9.5699
2022-01-21,9.5225
2022-01-22,9.5225
2022-01-23,9.5225
2022-01-24,9.6891
2022-01-25,9.6346
2022-01-26,9.593
2022-01-27,9.4918
2022-01-28,9.7045
2022-01-29,9.7045
2022-01-30,9.7045
2022-01-31,9.8314
2022-02-01,9.734
2022-02-02,9.6154
2022-02-03,10.0211
2022-02-04,9.9962
2022-02-05,9.9962
2022-02-06,9.9962
2022-02-07,10.0646
2022-02-08,10.202
2022-02-09,10.0953
2022-02-10,9.9514
2022-02-11,9.9393
2022-02-12,9.9393
2022-02-13,9.9393
2022-02-14,9.9796
2022-02-15,10.0006
2022-02-16,9.9853
2022-02-17,9.8773
2022-02-18,9.9284
2022-02-19,9.9284
2022-02-20,9.9284
2022-02-21,9.9284
2022-02-22,9.9118
2022-02-23,9.7616
2022-02-24,9.5915
2022-02-25,10.0268
2022-02-26,10.0268
2022-02-27,10.0268
2022-02-28,9.9048
2022-03-01,9.7514
2022-03-02,10.0319
2022-03-03,10.0594
2022-03-04,10.1514
2022-03-05,10.1514
2022-03-06,10.1514
2022-03-07,9.9054
2022-03-08,9.7157
2022-03-09,9.9278
2022-03-10,9.784
2022-03-11,9.9028
2022-03-12,9.9028
2022-03-13,9.9028
2022-03-14,10.0651
2022-03-15,10.0926
2022-03-16,10.1986
2022-03-17,10.3481
2022-03-18,10.2715
2022-03-19,10.2715
2022-03-20,10.2715
2022-03-21,10.4504
2022-03-22,10.3801
2022-03-23,10.3053
2022-03-24,10.4612
2022-03-25,10.5628
2022-03-26,10.5628
2022-03-27,10.5628
2022-03-28,10.5978
2022-03-29,10.6336
2022-03-30,10.6599
2022-03-31,10.2025
2022-04-01,10.4883
2022-04-02,10.4883
2022-04-03,10.4883
2022-04-04,10.2386
2022-04-05,10.1994
2022-04-06,10.3115
2022-04-07,10.3102
2022-04-08,10.3781
2022-04-09,10.3781
2022-04-10,10.3781
2022-04-11,10.4111
2022-04-12,10.3401
2022-04-13,10.3364
2022-04-14,10.271
2022-04-15,10.271
2022-04-16,10.271
2022-04-17,10.271
2022-04-18,10.3719
2022-04-19,10.3513
2022-04-20,10.4989
2022-04-21,10.4379
2022-04-22,10.3376
2022-04-23,10.3376
2022-04-24,10.3376
2022-04-25,10.4167
2022-04-26,10.2698
2022-04-27,10.2461
2022-04-28,10.2891
2022-04-29,10.0344
2022-04-30,10.0344
2022-05-01,10.0344
2022-05-02,10.0089
2022-05-03,10.0686
2022-05-04,10.3558
2022-05-05,10.1963
2022-05-06,10.2194
2022-05-07,10.2194
2022-05-08,10.2194
2022-05-09,10.0418
2022-05-10,9.7801
2022-05-11,9.6954
2022-05-12,9.7271
2022-05-13,9.7396
2022-05-14,9.7396
2022-05-15,9.7396
2022-05-16,9.8306
2022-05-17,10.1614
2022-05-18,9.9602
2022-05-19,9.7838
2022-05-20,9.7103
2022-05-21,9.7103
2022-05-22,9.7103
2022-05-23,9.8866
2022-05-24,9.8916
2022-05-25,9.9321
2022-05-26,10.0412
2022-05-27,10.1284
2022-05-28,10.1284
2022-05-29,10.1284
2022-05-30,10.1284
2022-05-31,10.0268
2022-06-01,9.9652
2022-06-02,10.0524
2022-06-03,9.967
2022-06-04,9.967
2022-06-05,9.967
2022-06-06,10.0281
2022-06-07,10.1284
2022-06-08,9.9801
2022-06-09,9.7951
2022-06-10,9.7097
2022-06-11,9.7097
2022-06-12,9.7097
2022-06-13,9.6947
2022-06-14,9.8025
2022-06-15,9.6642
2022-06-16,9.3876
2022-06-17,9.4605
2022-06-18,9.4605
2022-06-19,9.4605
2022-06-20,9.4605
2022-06-21,9.6106
2022-06-22,9.6374
2022-06-23,9.6922
2022-06-24,10.1141
2022-06-25,10.1141
2022-06-26,10.1141
2022-06-27,9.9658
2022-06-28,9.9066
2022-06-29,9.8761
2022-06-30,13.2905
2022-07-01,13.4427
2022-07-02,13.4427
2022-07-03,13.4427
2022-07-04,13.4427
2022-07-05,13.2897
2022-07-06,13.4614
2022-07-07,13.4322
2022-07-08,13.2597
2022-07-09,13.2597
2022-07-10,13.2597
2022-07-11,13.2597
2022-07-12,13.1569
2022-07-13,13.182
2022-07-14,12.5819
2022-07-15,12.5293
2022-07-16,12.5293
2022-07-17,12.5293
2022-07-18,12.2783
2022-07-19,12.5382
2022-07-20,12.6556
2022-07-21,12.7407
2022-07-22,12.637
2022-07-23,12.637
2022-07-24,12.637
2022-07-25,12.8257
2022-07-26,12.9099
2022-07-27,12.8581
2022-07-28,12.5018
2022-07-29,12.4985
2022-07-30,12.4985
2022-07-31,12.4985
2022-08-01,12.3131
2022-08-02,12.1123
2022-08-03,11.8246
2022-08-04,11.5733
2022-08-05,11.7298
2022-08-06,11.7298
2022-08-07,11.7298
2022-08-08,11.7833
2022-08-09,11.9576
2022-08-10,12.046
2022-08-11,12.1911
2022-08-12,12.38
2022-08-13,12.38
2022-08-14,12.38
2022-08-15,12.4449
2022-08-16,12.5827
2022-08-17,12.5779
2022-08-18,12.6152
2022-08-19,12.5025
2022-08-20,12.5025
2022-08-21,12.5025
2022-08-22,12.1854
2022-08-23,12.1571
2022-08-24,12.1271
2022-08-25,12.2933
2022-08-26,12.2714
2022-08-27,12.2714
2022-08-28,12.2714
2022-08-29,12.1498
2022-08-30,12.0354
2022-08-31,11.9381
2022-09-01,11.9511
2022-09-02,11.9025
2022-09-03,11.9025
2022-09-04,11.9025
2022-09-05,11.9025
2022-09-06,11.8984
2022-09-07,12.1003
2022-09-08,12.1822
2022-09-09,12.1935
2022-09-10,12.1935
2022-09-11,12.1935
2022-09-12,12.3379
2022-09-13,12.2284
2022-09-14,12.3281
2022-09-15,12.5398
2022-09-16,12.4684
2022-09-17,12.4684
2022-09-18,12.4684
2022-09-19,12.6468
2022-09-20,12.4846
2022-09-21,12.2965
2022-09-22,12.1976
2022-09-23,12.1652
2022-09-24,12.1652
2022-09-25,12.1652
2022-09-26,11.8003
2022-09-27,11.9438
2022-09-28,12.0646
2022-09-29,11.9868
2022-09-30,13.0404
2022-10-01,13.0404
2022-10-02,13.0404
2022-10-03,13.321
2022-10-04,13.6671
2022-10-05,13.5344
2022-10-06,13.5944
2022-10-07,13.4725
2022-10-08,13.4725
2022-10-09,13.4725
2022-10-10,13.642
2022-10-11,13.642
2022-10-12,13.6321
2022-10-13,14.1969
2022-10-14,14.066
2022-10-15,14.066
2022-10-16,14.066
2022-10-17,14.1431
2022-10-18,14.2874
2022-10-19,14.2784
2022-10-20,13.425
2022-10-21,13.5066
2022-10-22,13.5066
2022-10-23,13.5066
2022-10-24,13.6635
2022-10-25,13.7899
2022-10-26,14.005
2022-10-27,14.1305
2022-10-28,14.5689
2022-10-29,14.5689
2022-10-30,14.5689
2022-10-31,14.6854
2022-11-01,14.395
2022-11-02,14.2161
2022-11-03,14.1606
2022-11-04,14.4657
2022-11-05,14.4657
2022-11-06,14.4657
2022-11-07,14.2044
2022-11-08,14.1373
2022-11-09,13.7365
2022-11-10,14.1722
2022-11-11,14.0935
2022-11-12,14.0935
2022-11-13,14.0935
2022-11-14,14.1007
2022-11-15,13.9468
2022-11-16,14.2098
2022-11-17,14.3279
2022-11-18,14.3055
2022-11-19,14.3055
2022-11-20,14.3055
2022-11-21,14.4496
2022-11-22,14.5167
2022-11-23,14.5856
2022-11-24,14.5856
2022-11-25,14.7466
2022-11-26,14.7466
2022-11-27,14.7466
2022-11-28,14.5283
2022-11-29,14.6061
2022-11-30,14.7314
2022-12-01,14.5695
2022-12-02,14.6142
2022-12-03,14.6142
2022-12-04,14.6142
2022-12-05,14.2957
2022-12-06,14.4102
2022-12-07,14.1561
2022-12-08,14.2035
2022-12-09,14.0184
2022-12-10,14.0184
2022-12-11,14.0184
2022-12-12,13.9271
2022-12-13,13.9513
2022-12-14,13.9038
2022-12-15,13.5048
2022-12-16,13.5317
2022-12-17,13.5317
2022-12-18,13.5317
2022-12-19,13.648
2022-12-20,13.5862
2022-12-21,13.8412
2022-12-22,13.7294
2022-12-23,13.8448
2022-12-24,13.8448
2022-12-25,13.8448
2022-12-26,13.8448
2022-12-27,13.8627
2022-12-28,13.6507
2022-12-29,13.7723
2022-12-30,29.6627
2022-12-31,29.6627
2023-01-01,29.6627
2023-01-02,29.6627
2023-01-03,29.8165
2023-01-04,29.7506
2023-01-05,29.7606
2023-01-06,30.3037
2023-01-07,30.3037
2023-01-08,30.3037
2023-01-09,29.6268
2023-01-10,29.7246
2023-01-11,29.5629
2023-01-12,29.8444
2023-01-13,29.9183
2023-01-14,29.9183
2023-01-15,29.9183
2023-01-16,29.9183
2023-01-17,29.2973
2023-01-18,28.914
2023-01-19,28.3209
2023-01-20,28.5446
2023-01-21,28.5446
2023-01-22,28.5446
2023-01-23,28.7043
2023-01-24,29.0018
2023-01-25,29.3333
2023-01-26,29.6028
2023-01-27,29.2634
2023-01-28,29.2634
2023-01-29,29.2634
2023-01-30,29.2874
2023-01-31,29.5529
2023-02-01,29.1995
2023-02-02,30.211
2023-02-03,31.1445
2023-02-04,31.1445
2023-02-05,31.1445
2023-02-06,31.3924
2023-02-07,32.3039
2023-02-08,31.7002
2023-02-09,30.9546
2023-02-10,31.2285
2023-02-11,31.2285
2023-02-12,31.2285
2023-02-13,31.4404
2023-02-14,31.0786
2023-02-15,31.1725
2023-02-16,31.1325
2023-02-17,31.2725
2023-02-18,31.2725
2023-02-19,31.2725
2023-02-20,31.2725
2023-02-21,31.0406
2023-02-22,30.8287
2023-02-23,30.7347
2023-02-24,30.5367
2023-02-25,30.5367
2023-02-26,30.5367
2023-02-27,30.6707
2023-02-28,30.5647
2023-03-01,30.8686
2023-03-02,30.2808
2023-03-03,30.1349
2023-03-04,30.1349
2023-03-05,30.1349
2023-03-06,29.847
2023-03-07,29.803
2023-03-08,29.4092
2023-03-09,28.9654
2023-03-10,28.5916
2023-03-11,28.5916
2023-03-12,28.5916
2023-03-13,28.0118
2023-03-14,28.6515
2023-03-15,27.7979
2023-03-16,28.1178
2023-03-17,26.9842
2023-03-18,26.9842
