,L US Equity
2023-03-18,15.7806
2023-03-19,15.7806
2023-03-20,16.0558
2023-03-21,16.1811
2023-03-22,15.9207
2023-03-23,15.8119
2023-03-24,15.9405
2023-03-25,15.9405
2023-03-26,15.9405
2023-03-27,16.1152
2023-03-28,16.158
2023-03-29,16.3261
2023-03-30,16.392
2023-03-31,15.9009
2023-04-01,15.9009
2023-04-02,15.9009
2023-04-03,15.8315
2023-04-04,15.6085
2023-04-05,15.6101
2023-04-06,15.636
2023-04-07,15.636
2023-04-08,15.636
2023-04-09,15.636
2023-04-10,15.6473
2023-04-11,15.7168
2023-04-12,15.6699
2023-04-13,15.6893
2023-04-14,15.6134
2023-04-15,15.6134
2023-04-16,15.6134
2023-04-17,15.7685
2023-04-18,15.8185
2023-04-19,15.8153
2023-04-20,15.7555
2023-04-21,15.6457
2023-04-22,15.6457
2023-04-23,15.6457
2023-04-24,15.6764
2023-04-25,15.5923
2023-04-26,15.5261
2023-04-27,15.7135
2023-04-28,15.8282
2023-04-29,15.8282
2023-04-30,15.8282
2023-05-01,16.1165
2023-05-02,15.9395
2023-05-03,15.8438
2023-05-04,15.7896
2023-05-05,15.8757
2023-05-06,15.8757
2023-05-07,15.8757
2023-05-08,15.906
2023-05-09,15.8757
2023-05-10,15.855
2023-05-11,15.8406
2023-05-12,15.8582
2023-05-13,15.8582
2023-05-14,15.8582
2023-05-15,15.8374
2023-05-16,15.7497
2023-05-17,15.8151
2023-05-18,15.9156
2023-05-19,15.9044
2023-05-20,15.9044
2023-05-21,15.9044
2023-05-22,15.8853
2023-05-23,15.7625
2023-05-24,15.6445
2023-05-25,15.6142
2023-05-26,15.6349
2023-05-27,15.6349
2023-05-28,15.6349
2023-05-29,15.6349
2023-05-30,15.6811
2023-05-31,15.4579
2023-06-01,15.5201
2023-06-02,15.78
2023-06-03,15.78
2023-06-04,15.78
2023-06-05,15.8518
2023-06-06,15.8773
2023-06-07,16.0511
2023-06-08,15.9873
2023-06-09,15.9905
2023-06-10,15.9905
2023-06-11,15.9905
2023-06-12,15.9172
2023-06-13,15.9762
2023-06-14,15.796
2023-06-15,15.9108
2023-06-16,15.8677
2023-06-17,15.8677
2023-06-18,15.8677
2023-06-19,15.8677
2023-06-20,15.7912
2023-06-21,15.8135
2023-06-22,15.8119
2023-06-23,15.7609
2023-06-24,15.7609
2023-06-25,15.7609
2023-06-26,15.8279
2023-06-27,15.9283
2023-06-28,15.8119
2023-06-29,15.9539
2023-06-30,13.4532
2023-07-01,13.4532
2023-07-02,13.4532
2023-07-03,13.4986
2023-07-04,13.4986
2023-07-05,13.4919
2023-07-06,13.5306
2023-07-07,13.5959
2023-07-08,13.5959
2023-07-09,13.5959
2023-07-10,13.4746
2023-07-11,13.6079
2023-07-12,13.5959
2023-07-13,13.6013
2023-07-14,13.4612
2023-07-15,13.4612
2023-07-16,13.4612
2023-07-17,13.5506
2023-07-18,13.5813
2023-07-19,13.6213
2023-07-20,13.7786
2023-07-21,13.7359
2023-07-22,13.7359
2023-07-23,13.7359
2023-07-24,13.7333
2023-07-25,13.6693
2023-07-26,13.7533
2023-07-27,13.808
2023-07-28,13.828
2023-07-29,13.828
2023-07-30,13.828
2023-07-31,13.8017
2023-08-01,13.8426
2023-08-02,13.8307
2023-08-03,13.8901
2023-08-04,13.8373
2023-08-05,13.8373
2023-08-06,13.8373
2023-08-07,13.9139
2023-08-08,13.9284
2023-08-09,13.8703
2023-08-10,13.84
2023-08-11,13.9033
2023-08-12,13.9033
2023-08-13,13.9033
2023-08-14,13.84
2023-08-15,13.7621
2023-08-16,13.774
2023-08-17,13.6645
2023-08-18,13.6618
2023-08-19,13.6618
2023-08-20,13.6618
2023-08-21,13.6764
2023-08-22,13.6341
2023-08-23,13.7107
2023-08-24,13.7278
2023-08-25,13.7239
2023-08-26,13.7239
2023-08-27,13.7239
2023-08-28,13.7463
2023-08-29,13.7516
2023-08-30,13.7239
2023-08-31,13.7278
2023-09-01,13.7555
2023-09-02,13.7555
2023-09-03,13.7555
2023-09-04,13.7555
2023-09-05,13.6803
2023-09-06,13.679
2023-09-07,13.7225
2023-09-08,13.7727
2023-09-09,13.7727
2023-09-10,13.7727
2023-09-11,13.8334
2023-09-12,13.9812
2023-09-13,13.9548
2023-09-14,14.0511
2023-09-15,14.0128
2023-09-16,14.0128
2023-09-17,14.0128
2023-09-18,14.0537
2023-09-19,14.1224
2023-09-20,14.1078
2023-09-21,14.0049
2023-09-22,14.0458
2023-09-23,14.0458
2023-09-24,14.0458
2023-09-25,14.0709
2023-09-26,13.9693
2023-09-27,13.9535
2023-09-28,13.9653
2023-09-29,11.1216
2023-09-30,11.1216
2023-10-01,11.1216
2023-10-02,11.0134
2023-10-03,10.962
2023-10-04,11.0412
2023-10-05,11.0691
2023-10-06,11.1173
2023-10-07,11.1173
2023-10-08,11.1173
2023-10-09,11.1602
2023-10-10,11.1441
2023-10-11,11.2266
2023-10-12,11.1527
2023-10-13,11.1752
2023-10-14,11.1752
2023-10-15,11.1752
2023-10-16,11.2673
2023-10-17,11.3562
2023-10-18,11.2973
2023-10-19,11.2041
2023-10-20,11.083
2023-10-21,11.083
2023-10-22,11.083
2023-10-23,11.0155
2023-10-24,11.1195
2023-10-25,11.1741
2023-10-26,11.1934
2023-10-27,11.0691
2023-10-28,11.0691
2023-10-29,11.0691
2023-10-30,11.0134
2023-10-31,11.1279
2023-11-01,11.2488
2023-11-02,11.2478
2023-11-03,11.3167
2023-11-04,11.3167
2023-11-05,11.3167
2023-11-06,11.2753
2023-11-07,11.2775
2023-11-08,11.2266
2023-11-09,11.2594
2023-11-10,11.3273
2023-11-11,11.3273
2023-11-12,11.3273
2023-11-13,11.3358
2023-11-14,11.3856
2023-11-15,11.3952
2023-11-16,11.4514
2023-11-17,11.445
2023-11-18,11.445
2023-11-19,11.445
2023-11-20,11.497
2023-11-21,11.5606
2023-11-22,11.6041
2023-11-23,11.6041
2023-11-24,11.689
2023-11-25,11.689
2023-11-26,11.689
2023-11-27,11.6762
2023-11-28,11.619
2023-11-29,11.6052
2023-11-30,11.794
2023-12-01,11.7643
2023-12-02,11.7643
2023-12-03,11.7643
2023-12-04,11.8396
2023-12-05,11.7993
2023-12-06,11.7081
2023-12-07,11.6381
2023-12-08,11.6402
2023-12-09,11.6402
2023-12-10,11.6402
2023-12-11,11.7335
2023-12-12,11.7568
2023-12-13,11.7982
2023-12-14,11.6243
2023-12-15,11.5511
2023-12-16,11.5511
2023-12-17,11.5511
2023-12-18,11.6041
2023-12-19,11.6465
2023-12-20,11.5628
2023-12-21,11.6062
2023-12-22,11.6359
2023-12-23,11.6359
2023-12-24,11.6359
2023-12-25,11.6359
2023-12-26,11.6561
2023-12-27,11.6762
2023-12-28,11.707
2023-12-29,11.2544
2023-12-30,11.2544
2023-12-31,11.2544
2024-01-01,11.2544
2024-01-02,11.3407
2024-01-03,11.3219
2024-01-04,11.3645
2024-01-05,11.4131
2024-01-06,11.4131
2024-01-07,11.4131
2024-01-08,11.42
2024-01-09,11.3932
2024-01-10,11.3913
2024-01-11,11.3942
2024-01-12,11.4022
2024-01-13,11.4022
2024-01-14,11.4022
2024-01-15,11.4022
2024-01-16,11.4041
2024-01-17,11.3883
2024-01-18,11.4428
2024-01-19,11.5132
2024-01-20,11.5132
2024-01-21,11.5132
2024-01-22,11.5975
2024-01-23,11.5677
2024-01-24,11.6014
2024-01-25,11.5905
2024-01-26,11.5707
2024-01-27,11.5707
2024-01-28,11.5707
2024-01-29,11.6193
2024-01-30,11.6698
2024-01-31,11.5786
2024-02-01,11.5231
2024-02-02,11.5965
2024-02-03,11.5965
2024-02-04,11.5965
2024-02-05,11.5717
2024-02-06,11.5397
2024-02-07,11.5249
2024-02-08,11.4618
2024-02-09,11.5338
2024-02-10,11.5338
2024-02-11,11.5338
2024-02-12,11.5683
2024-02-13,11.5604
2024-02-14,11.6098
2024-02-15,11.7775
2024-02-16,11.6907
2024-02-17,11.6907
2024-02-18,11.6907
2024-02-19,11.6907
2024-02-20,11.6443
2024-02-21,11.6887
2024-02-22,11.7469
2024-02-23,11.7746
2024-02-24,11.7746
2024-02-25,11.7746
2024-02-26,11.7104
2024-02-27,11.7548
2024-02-28,11.7617
2024-02-29,11.7686
2024-03-01,11.6996
2024-03-02,11.6996
2024-03-03,11.6996
2024-03-04,11.6917
2024-03-05,11.7144
2024-03-06,11.8022
2024-03-07,11.7657
2024-03-08,11.74
2024-03-09,11.74
2024-03-10,11.74
2024-03-11,11.8545
2024-03-12,11.8752
2024-03-13,11.8693
2024-03-14,11.8555
2024-03-15,11.9502
2024-03-16,11.9502
2024-03-17,11.9502
2024-03-18,11.9502
2024-03-19,11.9936
2024-03-20,12.0281
2024-03-21,11.9936
2024-03-22,11.8989
2024-03-23,11.8989
2024-03-24,11.8989
2024-03-25,11.9522
2024-03-26,11.9423
2024-03-27,12.0617
2024-03-28,12.0804
2024-03-29,12.0804
2024-03-30,12.0804
2024-03-31,12.0804
2024-04-01,12.0005
2024-04-02,11.9601
2024-04-03,11.9694
2024-04-04,11.8856
2024-04-05,11.9152
2024-04-06,11.9152
2024-04-07,11.9152
2024-04-08,11.856
