,CLB US Equity
2023-03-17,26.0222
2023-03-18,26.0222
2023-03-19,26.0222
2023-03-20,26.7304
2023-03-21,27.1427
2023-03-22,26.7939
2023-03-23,26.2442
2023-03-24,26.2231
2023-03-25,26.2231
2023-03-26,26.2231
2023-03-27,26.9947
2023-03-28,27.576
2023-03-29,28.0094
2023-03-30,28.0094
2023-03-31,24.5626
2023-04-01,24.5626
2023-04-02,24.5626
2023-04-03,25.9532
2023-04-04,25.5049
2023-04-05,25.203
2023-04-06,24.7821
2023-04-07,24.7821
2023-04-08,24.7821
2023-04-09,24.7821
2023-04-10,24.9377
2023-04-11,25.45
2023-04-12,25.5872
2023-04-13,25.4134
2023-04-14,25.0292
2023-04-15,25.0292
2023-04-16,25.0292
2023-04-17,24.8004
2023-04-18,24.5168
2023-04-19,24.3979
2023-04-20,24.0777
2023-04-21,23.8581
2023-04-22,23.8581
2023-04-23,23.8581
2023-04-24,24.5168
2023-04-25,23.6752
2023-04-26,23.4648
2023-04-27,25.0426
2023-04-28,24.9968
2023-04-29,24.9968
2023-04-30,24.9968
2023-05-01,24.9968
2023-05-02,23.88
2023-05-03,24.7222
2023-05-04,24.0356
2023-05-05,24.4293
2023-05-06,24.4293
2023-05-07,24.4293
2023-05-08,23.523
2023-05-09,23.6694
2023-05-10,23.7701
2023-05-11,23.2941
2023-05-12,23.2026
2023-05-13,23.2026
2023-05-14,23.2026
2023-05-15,23.6694
2023-05-16,23.2209
2023-05-17,23.6877
2023-05-18,23.8525
2023-05-19,24.3377
2023-05-20,24.3377
2023-05-21,24.3377
2023-05-22,26.2327
2023-05-23,26.4066
2023-05-24,26.1045
2023-05-25,25.3264
2023-05-26,25.5644
2023-05-27,25.5644
2023-05-28,25.5644
2023-05-29,25.5644
2023-05-30,24.6398
2023-05-31,24.4109
2023-06-01,25.7737
2023-06-02,28.1181
2023-06-03,28.1181
2023-06-04,28.1181
2023-06-05,26.0851
2023-06-06,25.8928
2023-06-07,27.8709
2023-06-08,28.3837
2023-06-09,27.1932
2023-06-10,27.1932
2023-06-11,27.1932
2023-06-12,25.27
2023-06-13,25.673
2023-06-14,25.3799
2023-06-15,24.9404
2023-06-16,25.1052
2023-06-17,25.1052
2023-06-18,25.1052
2023-06-19,25.1052
2023-06-20,24.8579
2023-06-21,26.2408
2023-06-22,25.7279
2023-06-23,25.3799
2023-06-24,25.3799
2023-06-25,25.3799
2023-06-26,25.2609
2023-06-27,26.0942
2023-06-28,26.2957
2023-06-29,26.6895
2023-06-30,22.3039
2023-07-01,22.3039
2023-07-02,22.3039
2023-07-03,21.5429
2023-07-04,21.5429
2023-07-05,21.2945
2023-07-06,21.0382
2023-07-07,23.097
2023-07-08,23.097
2023-07-09,23.097
2023-07-10,23.1531
2023-07-11,23.2252
2023-07-12,23.0009
2023-07-13,23.057
2023-07-14,22.2959
2023-07-15,22.2959
2023-07-16,22.2959
2023-07-17,22.6965
2023-07-18,23.3454
2023-07-19,23.4575
2023-07-20,23.3053
2023-07-21,23.2412
2023-07-22,23.2412
2023-07-23,23.2412
2023-07-24,23.4495
2023-07-25,23.2973
2023-07-26,23.5456
2023-07-27,23.3929
2023-07-28,24.5785
2023-07-29,24.5785
2023-07-30,24.5785
2023-07-31,24.4984
2023-08-01,25.6519
2023-08-02,24.4904
2023-08-03,24.1139
2023-08-04,23.9056
2023-08-05,23.9056
2023-08-06,23.9056
2023-08-07,23.6572
2023-08-08,23.7053
2023-08-09,24.202
2023-08-10,24.3141
2023-08-11,24.3382
2023-08-12,24.3382
2023-08-13,24.3382
2023-08-14,23.8335
2023-08-15,23.5771
2023-08-16,23.457
2023-08-17,23.1125
2023-08-18,23.449
2023-08-19,23.449
2023-08-20,23.449
2023-08-21,22.8722
2023-08-22,22.6399
2023-08-23,22.8962
2023-08-24,22.5998
2023-08-25,22.6639
2023-08-26,22.6639
2023-08-27,22.6639
2023-08-28,23.0324
2023-08-29,22.9683
2023-08-30,22.8882
2023-08-31,22.9363
2023-09-01,23.6412
2023-09-02,23.6412
2023-09-03,23.6412
2023-09-04,23.6412
2023-09-05,23.2727
2023-09-06,24.1379
2023-09-07,24.5945
2023-09-08,24.2901
2023-09-09,24.2901
2023-09-10,24.2901
2023-09-11,24.1219
2023-09-12,24.1699
2023-09-13,23.1766
2023-09-14,23.5611
2023-09-15,23.5691
2023-09-16,23.5691
2023-09-17,23.5691
2023-09-18,23.2006
2023-09-19,22.6959
2023-09-20,23.1045
2023-09-21,22.768
2023-09-22,23.0004
2023-09-23,23.0004
2023-09-24,23.0004
2023-09-25,22.9122
2023-09-26,22.4556
2023-09-27,23.6492
2023-09-28,23.3528
2023-09-29,22.9231
2023-09-30,22.9231
2023-10-01,22.9231
2023-10-02,22.3791
2023-10-03,22.4351
2023-10-04,21.579
2023-10-05,21.251
2023-10-06,21.835
2023-10-07,21.835
2023-10-08,21.835
2023-10-09,22.6511
2023-10-10,22.6751
2023-10-11,22.6191
2023-10-12,22.5711
2023-10-13,22.8751
2023-10-14,22.8751
2023-10-15,22.8751
2023-10-16,23.0111
2023-10-17,23.1711
2023-10-18,23.3631
2023-10-19,22.7791
2023-10-20,22.2431
2023-10-21,22.2431
2023-10-22,22.2431
2023-10-23,22.0831
2023-10-24,22.2511
2023-10-25,21.9711
2023-10-26,21.611
2023-10-27,21.219
2023-10-28,21.219
2023-10-29,21.219
2023-10-30,20.931
2023-10-31,20.851
2023-11-01,20.531
2023-11-02,20.7307
2023-11-03,20.6266
2023-11-04,20.6266
2023-11-05,20.6266
2023-11-06,20.01
2023-11-07,18.7368
2023-11-08,18.8729
2023-11-09,19.3614
2023-11-10,19.2252
2023-11-11,19.2252
2023-11-12,19.2252
2023-11-13,18.8248
2023-11-14,19.6096
2023-11-15,19.2172
2023-11-16,18.4164
2023-11-17,18.3524
2023-11-18,18.3524
2023-11-19,18.3524
2023-11-20,18.4725
2023-11-21,18.3203
2023-11-22,18.2803
2023-11-23,18.2803
2023-11-24,18.5366
2023-11-25,18.5366
2023-11-26,18.5366
2023-11-27,18.5366
2023-11-28,18.1362
2023-11-29,17.8239
2023-11-30,17.8959
2023-12-01,18.1842
2023-12-02,18.1842
2023-12-03,18.1842
2023-12-04,18.2483
2023-12-05,18.1922
2023-12-06,17.6797
2023-12-07,17.8799
2023-12-08,18.0321
2023-12-09,18.0321
2023-12-10,18.0321
2023-12-11,17.6076
2023-12-12,17.1992
2023-12-13,17.9039
2023-12-14,18.5686
2023-12-15,18.2483
2023-12-16,18.2483
2023-12-17,18.2483
2023-12-18,18.3844
2023-12-19,18.7368
2023-12-20,18.4645
2023-12-21,18.2323
2023-12-22,18.2643
2023-12-23,18.2643
2023-12-24,18.2643
2023-12-25,18.2643
2023-12-26,18.7287
2023-12-27,18.6086
2023-12-28,18.2002
2023-12-29,18.8579
2023-12-30,18.8579
2023-12-31,18.8579
2024-01-01,18.8579
2024-01-02,18.7125
2024-01-03,18.6869
2024-01-04,18.3534
2024-01-05,18.7125
2024-01-06,18.7125
2024-01-07,18.7125
2024-01-08,18.2764
2024-01-09,17.789
2024-01-10,17.5239
2024-01-11,17.1049
2024-01-12,17.2417
2024-01-13,17.2417
2024-01-14,17.2417
2024-01-15,17.2417
2024-01-16,16.951
2024-01-17,16.78
2024-01-18,17.2075
2024-01-19,16.9424
2024-01-20,16.9424
2024-01-21,16.9424
2024-01-22,16.9681
2024-01-23,16.9595
2024-01-24,17.6607
2024-01-25,18.0199
2024-01-26,18.1396
2024-01-27,18.1396
2024-01-28,18.1396
2024-01-29,17.8403
2024-01-30,17.7463
2024-01-31,17.2417
2024-02-01,16.6089
2024-02-02,16.4379
2024-02-03,16.4379
2024-02-04,16.4379
2024-02-05,16.5149
2024-02-06,16.5234
2024-02-07,16.2412
2024-02-08,16.4721
2024-02-09,16.1728
2024-02-10,16.1728
2024-02-11,16.1728
2024-02-12,16.5405
2024-02-13,15.8564
2024-02-14,15.9249
2024-02-15,16.5083
2024-02-16,16.2768
2024-02-17,16.2768
2024-02-18,16.2768
2024-02-19,16.2768
2024-02-20,16.2939
2024-02-21,16.1824
2024-02-22,15.8566
2024-02-23,16.0195
2024-02-24,16.0195
2024-02-25,16.0195
2024-02-26,15.8651
2024-02-27,16.5769
2024-02-28,16.4569
2024-02-29,16.5941
2024-03-01,17.0143
2024-03-02,17.0143
2024-03-03,17.0143
2024-03-04,17.0571
2024-03-05,17.04
2024-03-06,17.1172
2024-03-07,17.4516
2024-03-08,17.4259
2024-03-09,17.4259
2024-03-10,17.4259
2024-03-11,17.666
2024-03-12,17.5116
2024-03-13,17.5459
2024-03-14,17.5288
2024-03-15,17.8975
2024-03-16,17.8975
2024-03-17,17.8975
2024-03-18,17.5374
2024-03-19,17.7432
2024-03-20,17.9833
2024-03-21,18.2148
2024-03-22,18.0262
2024-03-23,18.0262
2024-03-24,18.0262
2024-03-25,18.4635
2024-03-26,17.9061
2024-03-27,18.3263
2024-03-28,18.4035
2024-03-29,18.4035
2024-03-30,18.4035
2024-03-31,18.4035
2024-04-01,18.4464
2024-04-02,18.6179
2024-04-03,18.6436
2024-04-04,18.3177
2024-04-05,18.6179
2024-04-06,18.6179
2024-04-07,18.6179
2024-04-08,18.5664
